38	▁flottant	O	_
39	e	O	_
40	▁huile	O	_
41	use	O	_
42	▁noire	O	_
43	▁dans	O	_
44	▁les	O	_
45	▁eaux	O	_
46	▁souterrain	O	_
47	es	O	_
48	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁4	O	_
4	▁:	O	_
5	▁pollution	O	_
6	▁des	O	_
7	▁sols	O	_
8	▁dans	BL	_
9	▁la	IL	_
10	▁partie	IL	_
11	▁nord	IL	_
12	▁du	IL	_
13	▁parc	IL	_
14	▁à	IL	_
15	▁fût	EA	_
16	s	EA	_
17	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁5	O	_
4	▁:	O	_
5	▁pollution	O	_
6	▁des	O	_
7	▁sols	O	_
8	▁en	O	_
9	▁surface	O	_
10	▁par	O	_
11	▁des	O	_
12	▁huiles	O	_
13	▁lourdes	O	_
14	▁le	BL	_
15	▁long	IL	_
16	▁du	IL	_
17	▁ruisseau	IL	_
18	▁le	IL	_
19	▁Jou	EL	_
20	ha	EL	_
21	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁6	O	_
4	▁:	O	_
5	▁pollution	O	_
6	▁des	O	_
7	▁eaux	O	_
8	▁souterrain	O	_
9	es	O	_
10	▁par	O	_
11	▁des	O	_
12	▁composés	O	_
13	▁organiques	O	_
14	▁h	O	_
15	alo	O	_
16	géné	O	_
17	s	O	_
18	▁volatil	O	_
19	s	O	_
20	▁(	O	_
21	CO	O	_
22	H	O	_
23	V	O	_
24	)	O	_
25	▁en	BL	_
26	▁fond	IL	_
27	▁de	IL	_
28	▁vallon	EL	_
29	.	O	_


1	▁Les	BO	_
2	▁eaux	IO	_
3	▁superficielle	O	_
4	s	O	_
5	▁du	O	_
6	▁ruisseau	BL	_
7	▁le	IL	_
8	▁Jou	EL	_
9	ha	EL	_
10	,	O	_
11	▁les	O	_
12	▁légumes	O	_
13	▁des	O	_
14	▁potager	O	_
15	s	O	_
16	▁des	O	_
17	▁riverains	O	_
18	,	O	_
19	▁les	O	_
20	▁gaz	O	_
21	▁du	O	_
22	▁sous	O	_
23	-	O	_
24	sol	O	_
25	▁et	O	_
26	▁les	O	_
27	▁mesures	O	_
28	▁d	O	_
29	'	O	_
30	air	O	_
31	▁ambiant	O	_
32	▁chez	O	_
33	▁les	O	_
34	▁riverains	EL	_
35	▁ne	O	_
36	▁présentent	O	_
37	▁pas	O	_
38	▁d	O	_
39	'	O	_
40	impact	O	_
41	▁de	O	_
42	▁pollution	O	_
43	▁significative	O	_
44	.	O	_


1	▁Il	O	_
2	▁n	O	_
3	'	O	_
4	y	O	_
5	▁a	O	_
6	▁pas	O	_
7	▁d	O	_
8	'	O	_
9	in	O	_
10	compatibilité	O	_
11	▁d	O	_
12	'	O	_
13	usage	O	_
14	▁entre	O	_
15	▁l	O	_
16	'	O	_
17	état	O	_
18	▁des	O	_
19	▁milieux	O	_
20	▁et	O	_
21	▁les	O	_
22	▁usages	O	_
23	▁qui	O	_
24	▁en	O	_
25	▁sont	O	_
26	▁faits	O	_
27	▁actuellement	O	_
28	.	O	_


1	▁Par	O	_
2	▁courrier	O	_
3	▁du	O	_
4	▁18	BT	_
5	▁décembre	IT	_
6	▁2012,	ET	_
7	▁le	BO	_
8	▁Ministère	IO	_
9	▁de	IO	_
10	▁l	IO	_
11	'	IO	_
12	Ecologie	EO	_
13	▁a	BN	_
14	▁donné	EN	_
15	▁son	BO	_
16	▁accord	EO	_
17	▁pour	O	_
18	▁les	BN	_
19	▁opérations	IN	_
20	▁de	IN	_
21	▁dé	EN	_
22	pollution	EN	_
23	▁suivantes	O	_
24	▁:	O	_


1	▁-	O	_
2	▁source	O	_
3	▁1	O	_
4	▁:	O	_
5	▁ex	BN	_
6	ca	BN	_
7	v	BN	_
8	ation	BN	_
9	▁des	IN	_
10	▁terres	IN	_
11	▁pollué	EO	_
12	es	EO	_
13	,	O	_
14	▁	BO	_
15	évacuation	BO	_
16	▁vers	EO	_
17	▁des	O	_
18	▁filières	O	_
19	▁de	O	_
20	▁traitement	O	_
21	▁adaptées	O	_
22	▁et	O	_
23	▁remplacement	BN	_
24	▁par	IN	_
25	▁des	IN	_
26	▁terres	IN	_
27	▁propres	EN	_
28	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁2	O	_
4	▁:	O	_
5	▁terrasse	BN	_
6	ment	BN	_
7	,	O	_
8	▁tri	O	_
9	▁mécanique	O	_
10	▁des	O	_
11	▁fût	O	_
12	s	O	_
13	▁et	O	_
14	▁	BO	_
15	évacuation	IR	_
16	▁vers	ER	_
17	▁des	BO	_
18	▁filières	IO	_
19	▁de	IO	_
20	▁traitement	EO	_
21	▁adaptées	O	_
22	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁3	O	_
4	▁:	O	_
5	▁démolition	BN	_
6	▁des	IN	_
7	▁bâtiments	EN	_
8	,	O	_
9	▁ex	BN	_
10	ca	EN	_
11	v	EN	_
12	ation	EN	_
13	▁et	O	_
14	▁traitement	BN	_
15	▁sur	IN	_
16	▁site	EN	_
17	▁des	O	_
18	▁terres	O	_
19	▁et	O	_
20	▁	BN	_
21	extraction	BN	_
22	▁de	O	_
23	▁la	BO	_
24	▁phase	BO	_
25	▁flottant	EO	_
26	e	EO	_
27	▁sur	O	_
28	▁les	O	_
29	▁eaux	O	_
30	▁souterrain	O	_
31	es	O	_
32	▁(	O	_
33	p	O	_
34	omp	BN	_
35	age	BN	_
36	-	BN	_
37	é	EN	_
38	cré	EN	_
39	mage	EN	_
40	)	O	_
41	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁4	O	_
4	▁:	O	_
5	▁ex	EN	_
6	ca	EN	_
7	v	EN	_
8	ation	BN	_
9	▁et	O	_
10	▁traitement	O	_
11	▁sur	O	_
12	▁site	O	_
13	▁des	O	_
14	▁terres	O	_
15	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁5	O	_
4	▁:	O	_
5	▁ex	BN	_
6	ca	BN	_
7	v	BN	_
8	ation	BN	_
9	▁des	BO	_
10	▁terres	BO	_
11	▁contaminé	EO	_
12	es	EO	_
13	▁et	O	_
14	▁	O	_
15	évacuation	BO	_
16	▁vers	ER	_
17	▁des	BO	_
18	▁filières	IO	_
19	▁de	IO	_
20	▁traitement	EO	_
21	▁adaptées	O	_
22	▁;	O	_


1	▁-	O	_
2	▁source	O	_
3	▁6	O	_
4	▁:	O	_
5	▁étude	O	_
6	▁complémentaire	O	_
7	▁pour	O	_
8	▁d	O	_
9	él	BR	_
10	imiter	BR	_
11	▁au	ER	_
12	▁nord	EL	_
13	▁le	O	_
14	▁pan	O	_
15	ache	O	_
16	▁des	O	_
17	▁eaux	O	_
18	▁souterrain	O	_
19	es	O	_
20	▁contaminé	O	_
21	es	O	_
22	▁en	O	_
23	▁CO	BO	_
24	H	EO	_
25	V	EO	_
26	▁et	O	_
27	▁identifier	BO	_
28	▁sa	BO	_
29	▁source	EO	_
30	.	O	_


1	▁Les	BO	_
2	▁arrêtés	IO	_
3	▁pré	EO	_
4	f	EO	_
5	ector	EO	_
6	aux	EO	_
7	▁du	BT	_
8	▁23	IT	_
9	▁septembre	IT	_
10	▁2015	ET	_
11	▁(	O	_
12	tra	O	_
13	vaux	O	_
14	▁d	O	_
15	'	O	_
16	office	O	_
17	▁et	O	_
18	▁	O	_
19	occupation	BN	_
20	▁temporaire	IN	_
21	▁des	IN	_
22	▁sols	EN	_
23	)	O	_
24	▁pres	BN	_
25	cri	BN	_
26	vent	BN	_
27	▁la	BN	_
28	▁démolition	BN	_
29	▁des	IN	_
30	▁bâtiments	EN	_
31	▁	O	_
32	,	O	_
33	▁la	BN	_
34	▁réalisation	IN	_
35	▁préalable	IN	_
36	▁d	IN	_
37	'	IN	_
38	études	EN	_
39	▁pour	O	_
40	▁dimension	O	_
41	ner	O	_
42	▁le	BO	_
43	▁programme	EO	_
44	▁de	IN	_
45	▁dé	EN	_
46	pollution	EN	_
47	▁et	O	_
48	▁la	BN	_
49	▁réalisation	BN	_
50	▁de	O	_
51	▁l	O	_
52	'	O	_
53	étude	O	_
54	▁complémentaire	O	_
55	▁(	O	_
56	source	O	_
57	▁6	O	_
58	).	O	_


1	▁Le	BN	_
2	▁dés	EN	_
3	ami	EN	_
4	ant	EN	_
5	age	EN	_
6	▁et	O	_
7	▁la	BN	_
8	▁démolition	BN	_
9	▁des	IN	_
10	▁bâtiments	EN	_
11	▁ont	BN	_
12	▁été	IN	_
13	▁réalisés	EN	_
14	▁fin	BT	_
15	▁juillet	IT	_
16	▁2017.	ET	_


1	▁L	BN	_
2	'	BN	_
3	étude	IN	_
4	▁de	IN	_
5	▁faisabilité	EO	_
6	▁(	O	_
7	traitement	BN	_
8	▁des	IN	_
9	▁sols	EN	_
10	▁et	O	_
11	▁des	O	_
12	▁eaux	O	_
13	)	O	_
14	▁va	BN	_
15	▁être	IN	_
16	▁lancée	EN	_
17	▁avec	O	_
18	▁pour	O	_
19	▁objectif	O	_
20	▁de	O	_
21	▁réaliser	BN	_
22	▁les	IN	_
23	▁travaux	IN	_
24	▁pour	BT	_
25	▁2020.	ET	_


1	▁Le	BO	_
2	▁terrain	EO	_
3	▁situé	BL	_
4	▁à	IL	_
5	▁l	IL	_
6	’	IL	_
7	ouest	IL	_
8	▁du	IL	_
9	▁centre	IL	_
10	▁ville	IL	_
11	▁de	IL	_
12	▁Rennes	EL	_
13	,	O	_
14	▁d	O	_
15	’	O	_
16	une	O	_
17	▁superficie	O	_
18	▁totale	O	_
19	▁d	O	_
20	'	O	_
21	environ	O	_
22	▁45	O	_
23	▁000	O	_
24	▁m	O	_
25	2	O	_
26	▁a	BN	_
27	▁accueilli	EN	_
28	▁de	BT	_
29	▁18	IT	_
30	84	IT	_
31	▁à	IT	_
32	▁1965	ET	_
33	▁une	BO	_
34	▁usine	EO	_
35	▁fabriqu	BA	_
36	ant	BA	_
37	▁du	IA	_
38	▁gaz	EA	_
39	▁à	BR	_
40	▁partir	IR	_
41	▁de	ER	_
42	▁la	BA	_
43	▁dis	IA	_
44	till	IA	_
45	ation	IA	_
46	▁de	IA	_
47	▁la	IA	_
48	▁h	EA	_
49	ouille	EA	_
50	.	O	_


1	▁Actuellement	O	_
2	,	O	_
3	▁le	BO	_
4	▁site	EO	_
5	▁est	BN	_
6	▁occupé	EN	_
7	▁par	O	_
8	▁le	BO	_
9	▁service	IO	_
10	▁exploitation	EO	_
11	▁du	O	_
12	▁centre	BO	_
13	▁d	O	_
14	'	O	_
15	EDF	O	_
16	-	O	_
17	G	O	_
18	DF	O	_
19	▁Services	O	_
20	.	O	_


1	▁Gaz	BO	_
2	▁de	IO	_
3	▁France	EO	_
4	▁a	BN	_
5	▁hi	EN	_
6	ér	EN	_
7	arch	EN	_
8	isé	EN	_
9	▁ses	BO	_
10	▁actions	EO	_
11	▁sur	O	_
12	▁les	O	_
13	▁4	BO	_
14	67	BO	_
15	▁sites	EO	_
16	▁d	O	_
17	’	O	_
18	ancienne	O	_
19	s	O	_
20	▁usines	O	_
21	▁à	O	_
22	▁gaz	O	_
23	▁qu	O	_
24	’	O	_
25	il	O	_
26	▁gère	O	_
27	▁répartis	O	_
28	▁sur	O	_
29	▁l	O	_
30	’	O	_
31	ensemble	O	_
32	▁du	O	_
33	▁territoire	O	_
34	.	O	_


1	▁La	O	_
2	▁méthodologie	O	_
3	▁a	O	_
4	▁cons	O	_
5	ist	O	_
6	é	O	_
7	▁à	O	_
8	▁hi	BN	_
9	ér	BN	_
10	arch	BN	_
11	iser	BN	_
12	▁les	BO	_
13	▁sites	EO	_
14	▁en	BR	_
15	▁fonction	IR	_
16	▁de	ER	_
17	▁leur	O	_
18	▁sensibilité	O	_
19	▁vis	O	_
20	▁à	O	_
21	▁vis	O	_
22	▁de	O	_
23	▁l	O	_
24	’	O	_
25	environnement	O	_
26	▁(	O	_
27	usage	O	_
28	▁du	O	_
29	▁site	O	_
30	,	O	_
31	▁vulnérabilité	O	_
32	▁des	O	_
33	▁eaux	O	_
34	▁souterrain	O	_
35	es	O	_
36	▁et	O	_
37	▁superficielle	O	_
38	s	O	_
39	,	O	_
40	▁présence	O	_
41	▁et	O	_
42	▁type	O	_
43	▁de	O	_
44	▁population	O	_
45	▁sur	O	_
46	▁le	O	_
47	▁site	O	_
48	,	O	_
49	...).	O	_


1	▁L	BN	_
2	’	BN	_
3	application	EN	_
4	▁de	O	_
5	▁cette	BO	_
6	▁méthode	EO	_
7	▁a	BR	_
8	▁abouti	IR	_
9	▁à	ER	_
10	▁l	BN	_
11	’	BN	_
12	établissement	EN	_
13	▁de	O	_
14	▁cinq	BO	_
15	▁classes	IO	_
16	▁de	IO	_
17	▁priorité	EO	_
18	▁pour	O	_
19	▁lesquelles	O	_
20	▁les	BO	_
21	▁engagements	EO	_
22	▁de	O	_
23	▁Gaz	BO	_
24	▁de	IO	_
25	▁France	EO	_
26	▁ont	BR	_
27	▁fait	IR	_
28	▁l	IR	_
29	’	IR	_
30	objet	IR	_
31	▁d	ER	_
32	’	ER	_
33	un	BO	_
34	▁protocole	IO	_
35	▁d	IO	_
36	’	IO	_
37	accord	EO	_
38	▁relatif	BR	_
39	▁à	ER	_
40	▁la	BO	_
41	▁maîtrise	EO	_
42	▁et	O	_
43	▁au	O	_
44	▁suivi	BO	_
45	▁de	O	_
46	▁la	BN	_
47	▁réhabilitation	EN	_
48	▁des	O	_
49	▁anciens	BO	_
50	▁terrains	IO	_
51	▁d	IO	_
52	’	IO	_
53	usine	IO	_
54	s	IO	_
55	▁à	IO	_
56	▁gaz	EO	_
57	▁entre	BR	_
58	▁le	BO	_
59	▁Ministère	IO	_
60	▁de	IO	_
61	▁l	IO	_
62	’	IO	_
63	Environnement	EO	_
64	▁et	O	_
65	▁Gaz	BO	_
66	▁de	IO	_
67	▁France	EO	_
68	▁signé	BN	_
69	▁le	BT	_
70	▁25	IT	_
71	▁avril	IT	_
72	▁1996	ET	_
73	.	O	_


1	▁Le	BO	_
2	▁site	EO	_
3	▁de	O	_
4	▁l	BO	_
5	’	BO	_
6	ancienne	IO	_
7	▁usine	IO	_
8	▁à	IO	_
9	▁gaz	EO	_
10	▁de	O	_
11	▁Rennes	BL	_
12	▁Voltaire	EL	_
13	▁est	O	_
14	▁en	O	_
15	▁classe	O	_
16	▁2	O	_
17	▁du	O	_
18	▁protocole	O	_
19	,	O	_
20	▁c	O	_
21	'	O	_
22	est	O	_
23	-	O	_
24	à	O	_
25	-	O	_
26	dire	O	_
27	▁un	O	_
28	▁site	O	_
29	▁dont	O	_
30	▁la	O	_
31	▁sensibilité	O	_
32	▁vis	O	_
33	-	O	_
34	à	O	_
35	-	O	_
36	vis	O	_
37	▁de	O	_
38	▁l	O	_
39	'	O	_
40	homme	O	_
41	,	O	_
42	▁des	O	_
43	▁eaux	O	_
44	▁souterrain	O	_
45	es	O	_
46	▁et	O	_
47	▁superficielle	O	_
48	s	O	_
49	▁est	O	_
50	▁limitée	O	_
51	.	O	_


1	▁En	BR	_
2	▁raison	IR	_
3	▁d	ER	_
4	’	ER	_
5	un	BN	_
6	▁projet	IN	_
7	▁de	IN	_
8	▁réaménagement	EN	_
9	▁pour	O	_
10	▁les	O	_
11	▁besoins	O	_
12	▁internes	O	_
13	▁d	O	_
14	’	O	_
15	EDF	O	_
16	-	O	_
17	G	O	_
18	DF	O	_
19	▁un	BN	_
20	▁diagnostic	IN	_
21	▁approfondi	EN	_
22	▁a	BN	_
23	▁été	IN	_
24	▁réalisé	EN	_
25	▁en	BT	_
26	▁1994	ET	_
27	-	ET	_
28	1995	ET	_
29	.	O	_


1	▁L	O	_
2	’	O	_
3	ensemble	O	_
4	▁de	O	_
5	▁l	O	_
6	’	O	_
7	étude	O	_
8	▁a	O	_
9	▁cons	O	_
10	ist	O	_
11	é	O	_
12	▁à	O	_
13	▁effectuer	O	_
14	▁des	O	_
15	▁recherches	O	_
16	▁historiques	O	_
17	▁et	O	_
18	▁documentaires	O	_
19	,	O	_
20	▁d	O	_
21	'	O	_
22	ouvrages	O	_
23	▁enterré	O	_
24	s	O	_
25	,	O	_
26	▁à	O	_
27	▁évaluer	O	_
28	▁l	O	_
29	’	O	_
30	impact	O	_
31	▁du	O	_
32	▁site	O	_
33	▁sur	O	_
34	▁les	O	_
35	▁ressources	O	_
36	▁locales	O	_
37	▁en	O	_
38	▁eau	O	_
39	▁(	O	_
40	sou	O	_
41	terrain	O	_
42	e	O	_
43	▁et	O	_
44	▁superficielle	O	_
45	),	O	_
46	▁à	O	_
47	▁caractérise	O	_
48	r	O	_
49	▁le	O	_
