
#33.0084
#Ancien site de créosotage du bois.
1	Ancien	ancien	BO	_
11	un	un	BO	_
12	autoclave	autoclave	EO	_
13	,	,	O	_
14	pour	pour	O	_
15	le	le	BA	_
16	traitement	traitement	IA	_
17	du	de	IA	_
18	bois	bois	EA	_
19	,	,	O	_
20	utilisant	utiliser	O	_
21	une	un	O	_
22	solution	solution	O	_
23	aqueuse	aqueux	O	_
24	contenant	contenir	O	_
25	des	un	O	_
26	sels	sel	O	_
27	métalliques	métallique	O	_
28	de	de	O	_
29	cuivre	cuivre	O	_
30	,	,	O	_
31	chrome	chrome	O	_
32	et	et	O	_
33	arsenic	arsenic	O	_
34	.	.	O	_


#La cessation des activités de traitement du bois à la créosote a lieu dans les années 88-89.
1	La	le	BN	_
2	cessation	cessation	EN	_
3	des	de	O	_
4	activités	activité	BA	_
5	de	de	IA	_
6	traitement	traitement	IA	_
7	du	de	IA	_
8	bois	bois	EA	_
9	à	à	O	_
10	la	le	BO	_
11	créosote	créosote	BO	_
12	a	avoir	BN	_
13	lieu	lieu	EN	_
14	dans	dans	BT	_
15	les	le	IT	_
16	années	année	IT	_
17	88	88	IT	_
18	-	-	IT	_
19	89	89	ET	_
20	.	.	O	_


#Un incendie des installations de fabrication de piquets faisant ni victime ni pollution se produit en août 1989.
1	Un	un	BN	_
2	incendie	incendie	IN	_
3	des	de	BO	_
4	installations	installation	IO	_
5	de	de	IO	_
6	fabrication	fabrication	IO	_
7	de	de	IO	_
8	piquets	piquet	EO	_
9	faisant	faire	O	_
10	ni	ni	O	_
11	victime	victime	O	_
12	ni	ni	O	_
13	pollution	pollution	O	_
14	se	se	BN	_
15	produit	produire	EN	_
16	en	en	BT	_
17	août	août	IT	_
18	1989	1989	ET	_
19	.	.	O	_


#L'établissement qui relève de la Directive Seveso est réglementé par les prescriptions de l'arrêté préfectoral du 22 novembre 1994.
1	L'	le	BO	_
2	établissement	établissement	O	_
3	qui	qui	O	_
4	relève	relever	BA	_
5	de	de	ER	_
6	la	le	BO	_
7	Directive	directive	IO	_
8	Seveso	Seveso	EO	_
9	est	être	BN	_
10	réglementé	réglementer	EN	_
11	par	par	O	_
12	les	le	BO	_
13	prescriptions	prescription	EO	_
14	de	de	O	_
15	l'	le	BO	_
16	arrêté	arrêté	BO	_
17	préfectoral	préfectoral	EO	_
18	du	de	BT	_
19	22	22	IT	_
20	novembre	novembre	IT	_
21	1994	1994	ET	_
22	.	.	ET	_


#En 1998, la sté sollicite une demande d'autorisation de fonctionnement, à titre expérimental, d'une installation de recyclage de bois traités.
1	En	en	BT	_
2	1998	1998	ET	_
3	,	,	ET	_
4	la	le	BO	_
5	sté	sté	EO	_
6	sollicite	sollicite	BN	_
7	une	un	BN	_
8	demande	demande	EN	_
9	d'	de	BO	_
10	autorisation	autorisation	EO	_
11	de	de	O	_
12	fonctionnement	fonctionnement	O	_
13	,	,	O	_
14	à	à	O	_
15	titre	titre	O	_
16	expérimental	expérimental	O	_
17	,	,	O	_
18	d'	de	BO	_
19	une	un	BO	_
20	installation	installation	IO	_
21	de	de	IO	_
22	recyclage	recyclage	IO	_
23	de	de	IO	_
24	bois	bois	IO	_
25	traités	traiter	EO	_
26	.	.	O	_


#Cette installation n'a jamais été mise en service.
1	Cette	ce	BO	_
2	installation	installation	EO	_
3	n'	n'	BN	_
4	a	avoir	BN	_
5	jamais	jamais	IN	_
6	été	être	IN	_
7	mise	mettre	IN	_
8	en	en	IN	_
9	service	service	EN	_
10	.	.	O	_


#Par la suite, la société THERMYA  est autorisée à exploiter cette installation à titre expérimental pendant une durée de 6 mois par l'arrêté préfectoral du 13 mai 2005.
1	Par	par	O	_
2	la	le	O	_
3	suite	suite	O	_
4	,	,	O	_
5	la	le	BO	_
6	société	société	IO	_
7	THERMYA	THERMYA	EO	_
8	 	 	BN	_
9	est	être	BN	_
10	autorisée	autoriser	IN	_
11	à	à	BN	_
12	exploiter	exploiter	BN	_
13	cette	ce	IN	_
14	installation	installation	EN	_
15	à	à	O	_
16	titre	titre	O	_
17	expérimental	expérimental	BT	_
18	pendant	pendant	BT	_
19	une	un	IT	_
20	durée	durée	IT	_
21	de	de	IT	_
22	6	6	ET	_
23	mois	mois	ET	_
24	par	par	BO	_
25	l'	le	BO	_
26	arrêté	arrêté	IO	_
27	préfectoral	préfectoral	EO	_
28	du	de	BT	_
29	13	13	BT	_
30	mai	mai	IT	_
31	2005	2005	ET	_
32	.	.	ET	_


#En 2005, la réduction du volume de bain de traitement des bois à 418 litres fait relever désormais cet établissement du régime de la déclaration.
1	En	en	BT	_
2	2005	2005	ET	_
3	,	,	ET	_
4	la	le	BN	_
5	réduction	réduction	EN	_
6	du	de	BO	_
7	volume	volume	IO	_
8	de	de	IO	_
9	bain	bain	IO	_
10	de	de	IO	_
11	traitement	traitement	EO	_
12	des	de	O	_
13	bois	bois	O	_
14	à	à	O	_
15	418	418	BO	_
16	litres	litre	IO	_
17	fait	faire	BN	_
18	relever	relever	IN	_
19	désormais	désormais	EN	_
20	cet	ce	BO	_
21	établissement	établissement	EO	_
22	du	de	O	_
23	régime	régime	O	_
24	de	de	O	_
25	la	le	BN	_
26	déclaration	déclaration	EN	_
27	.	.	O	_


#L’activité principale de l’établissement situé à St MEDARD D’EYRANS est le traitement du bois par imprégnation sous pression (autoclave).
1	L’	l’	BO	_
2	activité	activité	IO	_
3	principale	principal	EO	_
4	de	de	O	_
5	l’	l’	BO	_
6	établissement	établissement	EO	_
7	situé	situer	BR	_
8	à	à	ER	_
9	St	St	BO	_
10	MEDARD	MEDARD	EO	_
11	D’	d’	IL	_
12	EYRANS	EYRANS	EL	_
13	est	être	O	_
14	le	le	BA	_
15	traitement	traitement	IA	_
16	du	de	IA	_
17	bois	bois	EA	_
18	par	par	O	_
19	imprégnation	imprégnation	BA	_
20	sous	sous	IN	_
21	pression	pression	EN	_
22	(	(	O	_
23	autoclave	autoclave	O	_
24	)	)	O	_
25	.	.	O	_


#Le site se compose :
1	Le	le	BO	_
2	site	site	EO	_
3	se	se	O	_
4	compose	compose	O	_
5	:	:	O	_


#- d’un bâtiment principal de 300 m² qui abrite l’installation de traitement par autoclave ainsi que les matériels annexes tels que les pompes, le compresseur, les cuves de stockage d’eau et de solution biocide (tanalith E) ; un bureau administratif ; un local technique et des sanitaires ;
1	-	-	O	_
2	d’	d’	O	_
3	un	un	BO	_
4	bâtiment	bâtiment	EO	_
5	principal	principal	O	_
6	de	de	O	_
7	300	300	O	_
8	m²	m²	O	_
9	qui	qui	O	_
10	abrite	abrite	O	_
11	 	 	O	_
12	l’	l’	O	_
13	installation	installation	O	_
14	de	de	BA	_
15	traitement	traitement	BA	_
16	par	par	IA	_
17	autoclave	autoclave	EA	_
18	ainsi	ainsi	O	_
19	que	que	O	_
20	les	le	O	_
21	matériels	matériel	O	_
22	annexes	annexe	O	_
23	tels	tel	O	_
24	que	que	O	_
25	les	le	O	_
26	pompes	pompe	O	_
27	,	,	O	_
28	le	le	O	_
29	compresseur	compresseur	O	_
30	,	,	BO	_
31	les	le	BO	_
32	cuves	cuve	BO	_
33	de	de	IA	_
34	stockage	stockage	IA	_
35	d’	d’	IA	_
36	eau	eau	EA	_
37	et	et	O	_
38	de	de	BO	_
39	solution	solution	BO	_
40	biocide	biocide	EO	_
41	(	(	O	_
42	tanalith	tanalith	O	_
43	E	e	O	_
44	)	)	O	_
45	 	 	O	_
46	;	;	O	_
47	un	un	O	_
48	bureau	bureau	O	_
49	administratif	administratif	O	_
50	 	 	O	_
51	;	;	O	_
52	un	un	O	_
53	local	local	O	_
54	technique	technique	O	_
55	et	et	O	_
56	des	de	O	_
57	sanitaires	sanitaire	O	_
58	 	 	O	_
59	;	;	O	_


#- d’un bâtiment ouvert de 450 m² servant de stockage pour le bois traité.
1	-	-	O	_
2	d’	d’	O	_
3	un	un	BO	_
4	bâtiment	bâtiment	EO	_
5	ouvert	ouvert	O	_
6	de	de	O	_
7	450	450	O	_
8	m²	m²	O	_
9	servant	servir	O	_
10	de	de	O	_
11	stockage	stockage	O	_
12	pour	pour	O	_
13	le	le	BA	_
14	bois	bois	BO	_
15	traité	traiter	EO	_
16	.	.	O	_


#1 - DIAGNOSTIC
1	1	1	O	_
2	-	-	O	_
3	DIAGNOSTIC	DIAGNOSTIC	EN	_


#Les activités exercées sur ce site ayant pu être à l'origine d'une pollution potentielle du sol et du sous-sol, le diagnostic initial et l'évaluation simplifiée des risques (ESR) sont prescrits par l'arrêté préfectoral du 05/11/1998
1	Les	le	BN	_
2	activités	activité	IN	_
3	exercées	exercer	EN	_
4	sur	sur	ER	_
5	ce	ce	BO	_
6	site	site	BO	_
7	ayant	avoir	BR	_
8	pu	pouvoir	IR	_
9	être	être	ER	_
10	à	à	ER	_
11	l'	le	IN	_
12	origine	origine	EN	_
13	d'	de	ER	_
14	une	un	IN	_
15	pollution	pollution	EN	_
16	potentielle	potentiel	O	_
17	du	de	O	_
18	sol	sol	O	_
19	et	et	O	_
20	du	de	O	_
21	sous-sol	sous-sol	O	_
22	,	,	O	_
23	le	le	BN	_
24	diagnostic	diagnostic	IN	_
25	initial	initial	EN	_
26	et	et	O	_
27	l'	le	BN	_
28	évaluation	évaluation	BN	_
29	simplifiée	simplifier	IN	_
30	des	de	IN	_
31	risques	risque	EN	_
32	(	(	O	_
33	ESR	esr	O	_
34	)	)	O	_
35	sont	être	BN	_
36	prescrits	prescrire	EN	_
37	par	par	O	_
38	l'	le	BO	_
39	arrêté	arrêté	IO	_
40	préfectoral	préfectoral	EO	_
41	du	de	O	_
42	05/11/1998	05/11/1998	IT	_


#L'ESR remise en décembre 1999 classe le site en 2 "à surveiller" pour l'état et l'usage du moment.
1	L'	le	O	_
2	ESR	esr	O	_
3	remise	remettre	O	_
4	en	en	BT	_
5	décembre	décembre	IT	_
6	1999	1999	ET	_
7	classe	classer	O	_
8	le	le	O	_
9	site	site	O	_
10	en	en	O	_
11	2	2	O	_
12	"	"	O	_
13	à	à	O	_
14	surveiller	surveiller	O	_
15	"	"	O	_
16	pour	pour	O	_
17	l'	le	O	_
18	état	état	O	_
19	et	et	O	_
20	l'	le	O	_
21	usage	usage	O	_
22	du	de	O	_
23	moment	moment	O	_
24	.	.	O	_


#L'étude de sol met en évidence, dans les eaux ou les sols, la présence d'Arsenic, de Chrome et de Cuivre à des concentrations supérieures aux valeurs de constat d'impact.
1	L'	le	BN	_
2	étude	étude	IN	_
3	de	de	IN	_
4	sol	sol	EN	_
5	met	mettre	O	_
6	en	en	O	_
7	évidence	évidence	O	_
8	,	,	O	_
9	dans	dans	O	_
10	les	le	O	_
11	eaux	eau	O	_
12	ou	ou	O	_
13	les	le	O	_
14	sols	sol	O	_
15	,	,	O	_
16	la	le	O	_
17	présence	présence	O	_
18	d'	de	O	_
19	Arsenic	Arsenic	O	_
20	,	,	O	_
21	de	de	O	_
22	Chrome	Chrome	O	_
23	et	et	O	_
24	de	de	O	_
25	Cuivre	cuivre	O	_
26	à	à	O	_
27	des	un	O	_
28	concentrations	concentration	O	_
29	supérieures	supérieur	O	_
30	aux	à	O	_
31	valeurs	valeur	O	_
32	de	de	O	_
33	constat	constat	O	_
34	d'	de	O	_
35	impact	impact	O	_
36	.	.	O	_


#L'origine est l'absence d'étanchéité de la rétention en béton de l'atelier de traitement des bois.
1	L'	le	BO	_
2	origine	origine	EO	_
3	est	être	O	_
4	l'	le	O	_
5	absence	absence	O	_
6	d'	de	O	_
7	étanchéité	étanchéité	O	_
8	de	de	O	_
9	la	le	BO	_
10	rétention	rétention	EO	_
11	en	en	O	_
12	béton	béton	BO	_
13	de	de	O	_
14	l'	le	BO	_
15	atelier	atelier	O	_
16	de	de	O	_
17	traitement	traitement	BA	_
18	des	de	IA	_
19	bois	bois	EA	_
20	.	.	O	_


#Les travaux de changement de cuvette de rétention sont réalisés en 2000.
1	Les	le	BN	_
2	travaux	travail	IN	_
3	de	de	IN	_
4	changement	changement	IN	_
5	de	de	IN	_
6	cuvette	cuvette	BO	_
7	de	de	IO	_
8	rétention	rétention	EO	_
9	sont	être	BN	_
10	réalisés	réaliser	EN	_
11	en	en	BT	_
12	2000	2000	ET	_
13	.	.	ET	_


#L'étude de sol complémentaire de la zone de créosotage, remise en juin 2002, met en évidence la présence de créosote dans les sols et dans la nappe.
1	L'	le	BN	_
2	étude	étude	IN	_
3	de	de	IN	_
4	sol	sol	IN	_
5	complémentaire	complémentaire	EN	_
6	de	de	O	_
7	la	le	BO	_
8	zone	zone	BO	_
9	de	de	IO	_
10	créosotage	créosotage	BO	_
11	,	,	O	_
12	remise	remettre	O	_
13	en	en	BT	_
14	juin	juin	IT	_
15	2002	2002	ET	_
16	,	,	ET	_
17	met	mettre	O	_
18	en	en	O	_
19	évidence	évidence	O	_
20	la	le	O	_
21	présence	présence	O	_
22	de	de	O	_
23	créosote	créosote	O	_
24	dans	dans	O	_
25	les	le	O	_
26	sols	sol	O	_
27	et	et	O	_
28	dans	dans	O	_
29	la	le	O	_
30	nappe	nappe	O	_
31	.	.	O	_


#L'ESR complétée maintient toutefois le classement en 2 des sites à surveiller, du fait notamment du maintien de l'usage industriel du site et de l'absence d'usage recensé de la nappe hors du site.
1	L'	le	O	_
2	ESR	esr	O	_
3	complétée	compléter	O	_
4	maintient	maintenir	O	_
5	toutefois	toutefois	O	_
6	le	le	O	_
7	classement	classement	O	_
8	en	en	O	_
9	2	2	O	_
10	des	de	O	_
11	sites	site	O	_
12	à	à	O	_
13	surveiller	surveiller	O	_
14	,	,	O	_
15	du	de	O	_
16	fait	fait	O	_
17	notamment	notamment	O	_
18	du	de	BN	_
19	maintien	maintien	EN	_
20	de	de	O	_
21	l'	le	BA	_
22	usage	usage	IA	_
23	industriel	industriel	IA	_
24	du	de	IA	_
25	site	site	EA	_
26	et	et	O	_
27	de	de	O	_
28	l'	le	O	_
29	absence	absence	O	_
30	d'	de	O	_
31	usage	usage	O	_
32	recensé	recenser	O	_
33	de	de	O	_
34	la	le	O	_
35	nappe	nappe	O	_
36	hors	hors	O	_
37	du	de	O	_
38	site	site	O	_
39	.	.	O	_


#Aucun impact n'est observé sur les eaux superficielles des ruisseaux "Le Milan" et "Le Cordon d'Or".
1	Aucun	aucun	O	_
2	impact	impact	O	_
3	n'	n'	O	_
4	est	être	O	_
5	observé	observer	O	_
6	sur	sur	O	_
7	les	le	O	_
8	eaux	eau	O	_
9	superficielles	superficiel	O	_
10	des	de	O	_
11	ruisseaux	ruisseau	O	_
12	"	"	O	_
13	Le	le	O	_
14	Milan	Milan	O	_
15	"	"	O	_
16	et	et	O	_
17	"	"	O	_
18	Le	le	O	_
19	Cordon	cordon	O	_
20	d'	de	O	_
21	Or	or	O	_
22	"	"	O	_
23	.	.	O	_


#2 - SURVEILLANCE DES EAUX SOUTERRAINES
1	2	2	O	_
2	-	-	O	_
3	SURVEILLANCE	surveillance	BA	_
4	DES	de	IA	_
5	EAUX	eau	IA	_
6	SOUTERRAINES	souterrain	EO	_


#Ce site était soumis à l’application de l’article 65 a) de l’arrêté ministériel du 2 février 1998 modifié relatif à la surveillance des eaux souterraines par référence à la rubrique 2415 de la nomenclature des Installations Classées pour la Protection de l'Environnement(traitement du bois)
1	Ce	ce	BO	_
2	site	site	EO	_
3	était	être	BR	_
4	soumis	soumettre	IR	_
5	à	à	ER	_
6	l’	l’	BO	_
7	application	application	O	_
8	de	de	O	_
9	l’	l’	O	_
10	article	article	O	_
11	65	65	O	_
12	a	a	O	_
13	)	)	O	_
14	de	de	O	_
15	l’	l’	O	_
16	arrêté	arrêté	O	_
17	ministériel	ministériel	O	_
18	du	de	O	_
19	2	2	BT	_
20	février	février	IT	_
21	1998	1998	ET	_
22	modifié	modifier	O	_
23	relatif	relatif	O	_
24	à	à	O	_
25	la	le	O	_
26	surveillance	surveillance	BA	_
27	des	de	IA	_
28	eaux	eau	IA	_
29	souterraines	souterrain	EA	_
30	par	par	O	_
31	référence	référence	O	_
32	à	à	O	_
33	la	le	O	_
34	rubrique	rubrique	O	_
35	2415	2415	O	_
36	de	de	O	_
37	la	le	O	_
38	nomenclature	nomenclature	O	_
39	des	de	O	_
40	Installations	installation	O	_
41	Classées	classer	O	_
42	pour	pour	O	_
43	la	le	O	_
44	Protection	protection	O	_
45	de	de	O	_
46	l'	le	O	_
47	Environnement(traitement	environnement(traitement	BA	_
48	du	de	IA	_
49	bois	bois	EA	_
50	)	)	O	_


#La surveillance semestrielle de la nappe est prescrite par l'arrêté préfectoral du 20 décembre 2004 par 5 piézomètres et l'analyse des paramètres Arsenic, Cuivre, Chrome total, Chrome hexavalent et hydrocarbures aromatiques polycycliques (HAP).
1	La	le	BA	_
2	surveillance	surveillance	IA	_
3	semestrielle	semestriel	EA	_
4	de	de	O	_
5	la	le	BO	_
6	nappe	nappe	EA	_
7	est	être	BN	_
8	prescrite	prescrire	EN	_
9	par	par	O	_
10	l'	le	BO	_
11	arrêté	arrêté	IO	_
12	préfectoral	préfectoral	EO	_
13	du	de	O	_
14	20	20	BT	_
15	décembre	décembre	IT	_
16	2004	2004	ET	_
17	par	par	O	_
18	5	5	O	_
19	piézomètres	piézomètre	O	_
20	et	et	O	_
21	l'	le	O	_
22	analyse	analyse	O	_
23	des	de	O	_
24	paramètres	paramètre	O	_
25	Arsenic	Arsenic	O	_
26	,	,	O	_
27	Cuivre	cuivre	O	_
28	,	,	O	_
29	Chrome	Chrome	O	_
30	total	total	O	_
31	,	,	O	_
32	Chrome	Chrome	O	_
33	hexavalent	hexavalent	O	_
34	et	et	O	_
35	hydrocarbures	hydrocarbure	O	_
36	aromatiques	aromatique	O	_
37	polycycliques	polycyclique	O	_
38	(	(	O	_
39	HAP	hap	O	_
40	)	)	O	_
41	.	.	O	_


#La campagne du 16 décembre 2004 montre la présence de chrome total à des valeurs supérieures à la valeur de constat d'impact (VCI) pour un usage non sensible (eaux brutes destinées à la consommation humaine), à proximité immédiate de la zone de traitement des bois.
1	La	le	BN	_
2	campagne	campagne	EN	_
3	du	de	BT	_
4	16	16	IT	_
5	décembre	décembre	IT	_
6	2004	2004	ET	_
7	montre	montre	O	_
8	la	le	O	_
9	présence	présence	O	_
10	de	de	O	_
11	chrome	chrome	BO	_
12	total	total	EO	_
13	à	à	O	_
14	des	un	O	_
15	valeurs	valeur	O	_
16	supérieures	supérieur	O	_
17	à	à	O	_
18	la	le	O	_
19	valeur	valeur	O	_
20	de	de	O	_
21	constat	constat	O	_
22	d'	de	O	_
23	impact	impact	O	_
24	(	(	O	_
25	VCI	vci	O	_
26	)	)	O	_
27	pour	pour	O	_
28	un	un	BO	_
29	usage	usage	EO	_
30	non	non	O	_
31	sensible	sensible	O	_
32	(	(	O	_
33	eaux	eau	O	_
34	brutes	brut	O	_
35	destinées	destiner	O	_
36	à	à	O	_
37	la	le	O	_
38	consommation	consommation	O	_
39	humaine	humain	O	_
40	)	)	O	_
41	,	,	O	_
42	à	à	BL	_
43	proximité	proximité	IL	_
44	immédiate	immédiat	IL	_
45	de	de	IL	_
46	la	le	IL	_
47	zone	zone	IL	_
48	de	de	IL	_
49	traitement	traitement	IL	_
50	des	de	IL	_
51	bois	bois	EA	_
52	.	.	O	_


#La nappe est contaminée par les hydrocarbures aromatiques polycycliques, marqueurs de la créosote, à l'emplacement de l'ancienne zone de traitement.
1	La	le	O	_
2	nappe	nappe	O	_
3	est	être	BN	_
4	contaminée	contaminer	EN	_
5	par	par	O	_
6	les	le	O	_
7	hydrocarbures	hydrocarbure	O	_
8	aromatiques	aromatique	O	_
9	polycycliques	polycyclique	O	_
10	,	,	O	_
11	marqueurs	marqueur	O	_
12	de	de	O	_
13	la	le	O	_
14	créosote	créosote	O	_
15	,	,	O	_
16	à	à	BL	_
17	l'	le	IL	_
18	emplacement	emplacement	IL	_
19	de	de	IL	_
20	l'	le	IL	_
21	ancienne	ancien	IL	_
22	zone	zone	IL	_
23	de	de	IL	_
24	traitement	traitement	EN	_
25	.	.	O	_


#La campagne du 7 décembre 2005 montre une baisse globale des concentrations mais des teneurs supérieures aux valeurs de référence des eaux brutes pour la consommation humaine sont relevées pour le chrome en PZ6 et les HAP en PZC.
1	La	le	BN	_
2	campagne	campagne	IN	_
3	du	de	IN	_
4	7	7	IT	_
5	décembre	décembre	IT	_
6	2005	2005	ET	_
7	montre	montre	O	_
8	une	un	O	_
9	baisse	baisse	O	_
10	globale	global	O	_
11	des	de	O	_
12	concentrations	concentration	O	_
13	mais	mais	O	_
14	des	un	O	_
15	teneurs	teneur	O	_
16	supérieures	supérieur	O	_
17	aux	à	O	_
18	valeurs	valeur	O	_
19	de	de	O	_
20	référence	référence	O	_
21	des	de	O	_
22	eaux	eau	O	_
23	brutes	brut	O	_
24	pour	pour	O	_
25	la	le	O	_
26	consommation	consommation	O	_
27	humaine	humain	O	_
28	sont	être	O	_
29	relevées	relever	O	_
30	pour	pour	O	_
31	le	le	O	_
32	chrome	chrome	O	_
33	en	en	O	_
34	PZ6	pz6	O	_
35	et	et	O	_
36	les	le	O	_
37	HAP	hap	O	_
38	en	en	O	_
39	PZC	pzc	O	_
40	.	.	O	_


#La campagne effectuée le 08 mars 2011, a permis de noter :
1	La	le	BN	_
2	campagne	campagne	IN	_
3	effectuée	effectuer	BN	_
4	le	le	BT	_
5	08	08	IT	_
6	mars	mars	IT	_
7	2011	2011	ET	_
8	,	,	ET	_
9	a	avoir	O	_
10	permis	permettre	O	_
11	de	de	O	_
12	noter	noter	O	_
13	:	:	O	_


#- une forte odeur caractéristique de naphtalène à l’aplomb de PZ1 ;
1	-	-	O	_
2	une	un	O	_
3	forte	fort	O	_
4	odeur	odeur	O	_
5	caractéristique	caractéristique	O	_
6	de	de	O	_
7	naphtalène	naphtalène	EO	_
8	à	à	O	_
9	l’	l’	O	_
10	aplomb	aplomb	O	_
11	de	de	O	_
12	PZ1	PZ1	O	_
13	;	;	O	_


#- la présence de métaux lourds (Arsenic, Cuivre, Chrome total et Chrome VI) à des teneurs supérieures aux valeurs seuils réglementaires de potabilités;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	métaux	métal	O	_
6	lourds	lourd	O	_
7	(	(	O	_
8	Arsenic	Arsenic	O	_
9	,	,	O	_
10	Cuivre	cuivre	O	_
11	,	,	O	_
12	Chrome	Chrome	O	_
13	total	total	O	_
14	et	et	O	_
15	Chrome	Chrome	O	_
16	VI	vi	O	_
17	)	)	O	_
18	à	à	O	_
19	des	un	O	_
20	teneurs	teneur	O	_
21	supérieures	supérieur	O	_
22	aux	à	O	_
23	valeurs	valeur	O	_
24	seuils	seuil	O	_
25	réglementaires	réglementaire	O	_
26	de	de	O	_
27	potabilités	potabilité	O	_
28	;	;	O	_


#- l’absence de pollution significative par les Phénols ;
1	-	-	O	_
2	l’	l’	O	_
3	absence	absence	O	_
4	de	de	O	_
5	pollution	pollution	O	_
6	significative	significatif	O	_
7	par	par	O	_
8	les	le	O	_
9	Phénols	phénol	O	_
10	;	;	O	_


#- la présence d’Hydrocarbures Aromatiques Polycycliques totaux à une teneur supérieure au seuil de détection analytique au droit de l’ouvrage PZC.
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	d’	d’	O	_
5	Hydrocarbures	hydrocarbure	O	_
6	Aromatiques	aromatique	O	_
7	Polycycliques	polycyclique	O	_
8	totaux	total	O	_
9	à	à	O	_
10	une	un	O	_
11	teneur	teneur	O	_
12	supérieure	supérieur	O	_
13	au	au	O	_
14	seuil	seuil	O	_
15	de	de	O	_
16	détection	détection	O	_
17	analytique	analytique	O	_
18	au	au	O	_
19	droit	droit	O	_
20	de	de	O	_
21	l’	l’	O	_
22	ouvrage	ouvrage	O	_
23	PZC	PZC	O	_
24	.	.	O	_


#La campagne effectuée le 22 septembre 2011, a permis de noter :
1	La	le	BN	_
2	campagne	campagne	IN	_
3	effectuée	effectuer	BN	_
4	le	le	BT	_
5	22	22	IT	_
6	septembre	septembre	IT	_
7	2011	2011	ET	_
