
#92.0029
#Dépôt pétrolier situé en zone industrielle et en bordure de SEINE.
1	Dépôt	dépôt	BO	_
#Le diagnostic environnemental de février 2016 du site a été réalisé par le bureau d’études Antea.
1	Le	le	BN	_
2	diagnostic	diagnostic	IN	_
3	environnemental	environnemental	EN	_
4	de	de	BT	_
5	février	février	IT	_
6	2016	2016	ET	_
7	du	de	BO	_
8	site	site	EO	_
9	a	avoir	BN	_
10	été	être	IN	_
11	réalisé	réaliser	EN	_
12	par	par	BO	_
13	le	le	BO	_
14	bureau	bureau	IO	_
15	d’	d’	IO	_
16	études	étude	IO	_
17	Antea	Antea	EO	_
18	.	.	O	_


#En novembre 2017, SDPN a apporté des compléments en fournissant notamment l’étude historique et documentaire datée d’octobre 2013.
1	En	en	BT	_
2	novembre	novembre	IT	_
3	2017	2017	ET	_
4	,	,	ET	_
5	SDPN	SDPN	EO	_
6	a	avoir	O	_
7	apporté	apporter	O	_
8	des	un	O	_
9	compléments	complément	O	_
10	en	en	O	_
11	fournissant	fournir	O	_
12	notamment	notamment	O	_
13	l’	l’	BO	_
14	étude	étude	IN	_
15	historique	historique	EN	_
16	et	et	O	_
17	documentaire	documentaire	O	_
18	datée	dater	O	_
19	d’	d’	BT	_
20	octobre	octobre	IT	_
21	2013	2013	ET	_
22	.	.	ET	_


#Le diagnostic fourni a permis de circonscrire les zones présentant des sources concentrées de pollution en hydrocarbures dans les sols et dans les eaux souterraines :
1	Le	le	BN	_
2	diagnostic	diagnostic	EN	_
3	fourni	fournir	O	_
4	a	avoir	O	_
5	permis	permettre	O	_
6	de	de	O	_
7	circonscrire	circonscrire	EN	_
8	les	le	BO	_
9	zones	zone	EO	_
10	présentant	présenter	O	_
11	des	un	O	_
12	sources	source	O	_
13	concentrées	concentrer	O	_
14	de	de	O	_
15	pollution	pollution	O	_
16	en	en	O	_
17	hydrocarbures	hydrocarbure	O	_
18	dans	dans	O	_
19	les	le	O	_
20	sols	sol	O	_
21	et	et	O	_
22	dans	dans	O	_
23	les	le	O	_
24	eaux	eau	O	_
25	souterraines	souterrain	O	_
26	:	:	O	_


#- dans les sols, le diagnostic met en avant une zone de pollution au gazole, une aux essence et une zone présentant des produits purs entre 2,5 et 4 m de profondeur
1	-	-	O	_
2	dans	dans	O	_
3	les	le	O	_
4	sols	sol	O	_
5	,	,	O	_
6	le	le	BN	_
7	diagnostic	diagnostic	EN	_
8	met	mettre	O	_
9	en	en	O	_
10	avant	avant	O	_
11	une	un	BO	_
12	zone	zone	EO	_
13	de	de	O	_
14	pollution	pollution	O	_
15	au	au	O	_
16	gazole	gazole	O	_
17	,	,	O	_
18	une	un	O	_
19	aux	à	O	_
20	essence	essence	O	_
21	et	et	O	_
22	une	un	O	_
23	zone	zone	O	_
24	présentant	présenter	O	_
25	des	un	O	_
26	produits	produit	O	_
27	purs	pur	O	_
28	entre	entre	O	_
29	2,5	2,5	O	_
30	et	et	O	_
31	4	4	O	_
32	m	m	O	_
33	de	de	O	_
34	profondeur	profondeur	O	_


#-dans les eaux souterraines, le diagnostics montrent une pollution des eaux souterraines sur le site et en direction du chemin de halage.
1	-dans	-dans	O	_
2	les	le	O	_
3	eaux	eau	O	_
4	souterraines	souterrain	O	_
5	,	,	O	_
6	le	le	O	_
7	diagnostics	diagnostic	O	_
8	montrent	montrer	O	_
9	une	un	BO	_
10	pollution	pollution	IO	_
11	des	de	IO	_
12	eaux	eau	IO	_
13	souterraines	souterrain	EO	_
14	sur	sur	O	_
15	le	le	O	_
16	site	site	O	_
17	et	et	O	_
18	en	en	O	_
19	direction	direction	BL	_
20	du	de	IL	_
21	chemin	chemin	IL	_
22	de	de	IL	_
23	halage	halage	EL	_
24	.	.	O	_


#Le diagnostic sol a été complété fin 2017 et début 2018.
1	Le	le	BN	_
2	diagnostic	diagnostic	IN	_
3	sol	sol	EN	_
4	a	avoir	BN	_
5	été	être	IN	_
6	complété	compléter	EN	_
7	fin	fin	BT	_
8	2017	2017	IT	_
9	et	et	IT	_
10	début	début	IT	_
11	2018	2018	ET	_
12	.	.	ET	_


#Ces compléments permettent de confirmer l’absence de risque hors site au niveau du site La Poste située au sud du site de SDPN.
1	Ces	ce	BO	_
2	compléments	complément	EO	_
3	permettent	permettre	O	_
4	de	de	O	_
5	confirmer	confirmer	O	_
6	l’	l’	BO	_
7	absence	absence	IO	_
8	de	de	IO	_
9	risque	risque	IO	_
10	hors	hors	IO	_
11	site	site	EO	_
12	au	au	BL	_
13	niveau	niveau	IL	_
14	du	de	IL	_
15	site	site	IL	_
16	La	le	IL	_
17	Poste	Poste	IL	_
18	située	situer	IL	_
19	au	au	IL	_
20	sud	sud	IL	_
21	du	de	IL	_
22	site	site	IL	_
23	de	de	IL	_
24	SDPN	SDPN	EL	_
25	.	.	O	_


#Il permet également de constater un impact sur la zone limitrophe avec TRAPIL au Sud-Ouest du site.
1	Il	il	O	_
2	permet	permettre	O	_
3	également	également	O	_
4	de	de	O	_
5	constater	constater	O	_
6	un	un	BO	_
7	impact	impact	EO	_
8	sur	sur	ER	_
9	la	le	BO	_
10	zone	zone	EO	_
11	limitrophe	limitrophe	EO	_
12	avec	avec	O	_
13	TRAPIL	TRAPIL	O	_
14	au	au	BL	_
15	Sud-Ouest	sud-ouest	IL	_
16	du	de	IL	_
17	site	site	EL	_
18	.	.	O	_


#À cette occasion, la société SDPN a précisé qu’aucune intervention ne sera réalisée sur le site TRAPIL (à l’Ouest du site) du fait que l’activité industrielle de type pétrolière exercée par TRAPIL est potentiellement polluante.
1	À	à	O	_
2	cette	ce	O	_
3	occasion	occasion	O	_
4	,	,	O	_
5	la	le	BO	_
6	société	société	IO	_
7	SDPN	SDPN	EO	_
8	a	avoir	BR	_
9	précisé	préciser	IR	_
10	qu’	qu’	BN	_
11	aucune	aucun	IN	_
12	intervention	intervention	EN	_
13	ne	ne	BO	_
14	sera	être	BO	_
15	réalisée	réaliser	EN	_
16	sur	sur	BL	_
17	le	le	IL	_
18	site	site	EL	_
19	TRAPIL	TRAPIL	BO	_
20	(	(	O	_
21	à	à	BL	_
22	l’	l’	IL	_
23	Ouest	ouest	IL	_
24	du	de	IL	_
25	site	site	EL	_
26	)	)	O	_
27	du	de	O	_
28	fait	fait	O	_
29	que	que	O	_
30	l’	l’	BA	_
31	activité	activité	IA	_
32	industrielle	industriel	IA	_
33	de	de	IA	_
34	type	type	IA	_
35	pétrolière	pétrolier	EA	_
36	exercée	exercer	BR	_
37	par	par	ER	_
38	TRAPIL	TRAPIL	BO	_
39	est	être	O	_
40	potentiellement	potentiellement	O	_
41	polluante	polluant	O	_
42	.	.	O	_


#Sur la zone Nord-Ouest en limite de site, l’exploitant a démontré l'impossibilité de réaliser des investigations de sols et d’eaux souterraines car le site est bordé par un pipeline exploité par TRAPIL.
1	Sur	sur	BL	_
2	la	le	BO	_
3	zone	zone	IO	_
4	Nord-Ouest	nord-ouest	IA	_
5	en	en	BL	_
6	limite	limite	IL	_
7	de	de	IL	_
8	site	site	EL	_
9	,	,	O	_
10	l’	l’	BO	_
11	exploitant	exploitant	EO	_
12	a	avoir	BN	_
13	démontré	démontrer	IN	_
14	l'	le	BO	_
15	impossibilité	impossibilité	O	_
16	de	de	O	_
17	réaliser	réaliser	O	_
18	des	un	O	_
19	investigations	investigation	IN	_
20	de	de	IN	_
21	sols	sol	EN	_
22	et	et	O	_
23	d’	d’	O	_
24	eaux	eau	O	_
25	souterraines	souterrain	O	_
26	car	car	O	_
27	le	le	BO	_
28	site	site	EO	_
29	est	être	BL	_
30	bordé	border	IL	_
31	par	par	IL	_
32	un	un	BO	_
33	pipeline	pipeline	BO	_
34	exploité	exploiter	EO	_
35	par	par	O	_
36	TRAPIL	TRAPIL	O	_
37	.	.	O	_


#Sur cette zone, l’exploitant a montré la compatibilité des sols avec l’usage de chemin de halage.
1	Sur	sur	O	_
2	cette	ce	BO	_
3	zone	zone	EO	_
4	,	,	O	_
5	l’	l’	BO	_
6	exploitant	exploitant	EO	_
7	a	avoir	BN	_
8	montré	montrer	IN	_
9	la	le	BO	_
10	compatibilité	compatibilité	EO	_
11	des	de	O	_
12	sols	sol	O	_
13	avec	avec	O	_
14	l’	l’	BO	_
15	usage	usage	IO	_
16	de	de	IO	_
17	chemin	chemin	IO	_
18	de	de	IO	_
19	halage	halage	EA	_
20	.	.	O	_


#Sur la base du diagnostic environnemental réalisé, la société SDPN a fait réaliser par Antea un plan de gestion daté de mars 2017.
1	Sur	sur	O	_
2	la	le	O	_
3	base	base	O	_
4	du	de	BN	_
5	diagnostic	diagnostic	IN	_
6	environnemental	environnemental	EN	_
7	réalisé	réaliser	EN	_
8	,	,	O	_
9	la	le	BO	_
10	société	société	IO	_
11	SDPN	SDPN	EO	_
12	a	avoir	BN	_
13	fait	faire	BN	_
14	réaliser	réaliser	EN	_
15	par	par	BO	_
16	Antea	Antea	EO	_
17	un	un	BO	_
18	plan	plan	IO	_
19	de	de	IO	_
20	gestion	gestion	EO	_
21	daté	dater	BT	_
22	de	de	BT	_
23	mars	mars	IT	_
24	2017	2017	ET	_
25	.	.	ET	_


#Des compléments ont été apportés à ce plan de gestion par courriers d’août 2017, de décembre 2017 et de février 2018.
1	Des	un	O	_
2	compléments	complément	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	apportés	apporter	O	_
6	à	à	O	_
7	ce	ce	BO	_
8	plan	plan	IO	_
9	de	de	IO	_
10	gestion	gestion	EO	_
11	par	par	O	_
12	courriers	courrier	O	_
13	d’	d’	BT	_
14	août	août	IT	_
15	2017	2017	ET	_
16	,	,	ET	_
17	de	de	O	_
18	décembre	décembre	BT	_
19	2017	2017	IT	_
20	et	et	IT	_
21	de	de	IT	_
22	février	février	IT	_
23	2018	2018	ET	_
24	.	.	ET	_


#Ce plan de gestion a permis de définir les objectifs de réhabilitation qui vont guider l'exploitant pour la réalisation des travaux et leur réception.
1	Ce	ce	BO	_
2	plan	plan	IO	_
3	de	de	IO	_
4	gestion	gestion	EO	_
5	a	avoir	BN	_
6	permis	permettre	EN	_
7	de	de	EN	_
8	définir	définir	EN	_
9	les	le	BO	_
10	objectifs	objectif	IO	_
11	de	de	IO	_
12	réhabilitation	réhabilitation	EO	_
13	qui	qui	O	_
14	vont	aller	O	_
15	guider	guider	BO	_
16	l'	le	BO	_
17	exploitant	exploitant	EO	_
18	pour	pour	O	_
19	la	le	BN	_
20	réalisation	réalisation	IN	_
21	des	de	IN	_
22	travaux	travail	EN	_
23	et	et	O	_
24	leur	leur	O	_
25	réception	réception	O	_
26	.	.	O	_


#À l’issue du Bilan Coûts/Avantages relatif aux solutions de gestion de la pollution, la solution technique de traitement des sols par biodégradation sur site semble être la solution la plus favorable pour la remise en état environnementale du site SDPN.
1	À	à	O	_
2	l’	l’	O	_
3	issue	issue	O	_
4	du	de	O	_
5	Bilan	bilan	O	_
6	Coûts	coût	O	_
7	/	/	O	_
8	Avantages	avantage	O	_
9	relatif	relatif	O	_
10	aux	à	O	_
11	solutions	solution	O	_
12	de	de	O	_
13	gestion	gestion	BN	_
14	de	de	BN	_
15	la	le	BN	_
16	pollution	pollution	EN	_
17	,	,	O	_
18	la	le	BO	_
19	solution	solution	IO	_
20	technique	technique	IO	_
21	de	de	IO	_
22	traitement	traitement	IO	_
23	des	de	IO	_
24	sols	sol	EO	_
25	par	par	O	_
26	biodégradation	biodégradation	O	_
27	sur	sur	O	_
28	site	site	O	_
29	semble	semble	O	_
30	être	être	O	_
31	la	le	O	_
32	solution	solution	O	_
33	la	le	O	_
34	plus	plus	O	_
35	favorable	favorable	O	_
36	pour	pour	O	_
37	la	le	BN	_
38	remise	remise	IN	_
39	en	en	IN	_
40	état	état	IN	_
41	environnementale	environnemental	EN	_
42	du	de	O	_
43	site	site	BO	_
44	SDPN	SDPN	EO	_
45	.	.	O	_


#Pour les eaux souterraines, la méthode de récupération des hydrocarbures flottants envisagée est l’extraction directe en fond de fouille par pompage et/ou écrémage de la phase flottante (évacuée hors site en centre de traitement ou de valorisation) et un traitement de la phase flottante en fond de fouille afin d’accélérer le processus d’assainissement de la nappe phréatique par injection dans la nappe d’un produit oxydant permettant un traitement optimisé des hydrocarbures dissous.
1	Pour	pour	O	_
2	les	le	O	_
3	eaux	eau	O	_
4	souterraines	souterrain	O	_
5	,	,	O	_
6	la	le	O	_
7	méthode	méthode	O	_
8	de	de	O	_
9	récupération	récupération	O	_
10	des	de	O	_
11	hydrocarbures	hydrocarbure	O	_
12	flottants	flottant	O	_
13	envisagée	envisager	O	_
14	est	être	O	_
15	l’	l’	O	_
16	extraction	extraction	O	_
17	directe	direct	O	_
18	en	en	BL	_
19	fond	fond	IL	_
20	de	de	IL	_
21	fouille	fouille	EL	_
22	par	par	O	_
23	pompage	pompage	BN	_
24	et	et	O	_
25	/	/	O	_
26	ou	ou	O	_
27	écrémage	écrémage	BN	_
28	de	de	O	_
29	la	le	O	_
30	phase	phase	O	_
31	flottante	flottant	O	_
32	(	(	O	_
33	évacuée	évacuer	O	_
34	hors	hors	O	_
35	site	site	O	_
36	en	en	O	_
37	centre	centre	O	_
38	de	de	O	_
39	traitement	traitement	O	_
40	ou	ou	O	_
41	de	de	O	_
42	valorisation	valorisation	O	_
43	)	)	O	_
44	et	et	O	_
45	un	un	BN	_
46	traitement	traitement	EN	_
47	de	de	O	_
48	la	le	O	_
49	phase	phase	O	_
50	flottante	flottant	O	_
51	en	en	O	_
52	fond	fond	O	_
53	de	de	O	_
54	fouille	fouille	O	_
55	afin	afin	O	_
56	d’	d’	BN	_
57	accélérer	accélérer	IN	_
58	le	le	IN	_
59	processus	processus	IN	_
60	d’	d’	IN	_
61	assainissement	assainissement	EN	_
62	de	de	O	_
63	la	le	O	_
64	nappe	nappe	O	_
65	phréatique	phréatique	O	_
66	par	par	O	_
67	injection	injection	BN	_
68	dans	dans	O	_
69	la	le	O	_
70	nappe	nappe	O	_
71	d’	d’	O	_
72	un	un	O	_
73	produit	produit	O	_
74	oxydant	oxydant	O	_
75	permettant	permettre	O	_
76	un	un	O	_
77	traitement	traitement	O	_
78	optimisé	optimiser	O	_
79	des	de	O	_
80	hydrocarbures	hydrocarbure	O	_
81	dissous	dissoudre	O	_
82	.	.	O	_


#Par courriel du 12/07/2018, SDPN a transmis le plan de conception des travaux de réhabilitation.
1	Par	par	BO	_
2	courriel	courriel	EO	_
3	du	de	BT	_
4	12/07/2018	12/07/2018	ET	_
5	,	,	O	_
6	SDPN	SDPN	BO	_
7	a	avoir	BN	_
8	transmis	transmettre	EN	_
9	le	le	BO	_
10	plan	plan	IO	_
11	de	de	IO	_
12	conception	conception	IO	_
13	des	de	IO	_
14	travaux	travail	IO	_
15	de	de	IO	_
16	réhabilitation	réhabilitation	EO	_
17	.	.	O	_


#Le plan de conception des travaux confirme les traitements prévus : excavation et landfarming pour les sols, écrémage et traitement par oxydation pour les eaux souterraines.
1	Le	le	BO	_
2	plan	plan	IO	_
3	de	de	IO	_
4	conception	conception	IO	_
5	des	de	IO	_
6	travaux	travail	EN	_
7	confirme	confirme	O	_
8	les	le	O	_
9	traitements	traitement	O	_
10	prévus	prévoir	O	_
11	:	:	O	_
12	excavation	excavation	EN	_
13	et	et	O	_
14	landfarming	landfarming	BN	_
15	pour	pour	O	_
16	les	le	BO	_
17	sols	sol	EO	_
18	,	,	O	_
19	écrémage	écrémage	BN	_
20	et	et	O	_
21	traitement	traitement	O	_
22	par	par	O	_
23	oxydation	oxydation	O	_
24	pour	pour	O	_
25	les	le	O	_
26	eaux	eau	O	_
27	souterraines	souterrain	O	_
28	.	.	O	_


#Par ailleurs, le plan de conception précise les mesures mises en œuvre pour limiter les impacts liés au chantier de remise en état et les modalités de réception des travaux de réhabilitation.
1	Par	par	O	_
2	ailleurs	ailleurs	O	_
3	,	,	O	_
4	le	le	BO	_
5	plan	plan	IO	_
6	de	de	IO	_
7	conception	conception	EO	_
8	précise	précise	O	_
9	les	le	O	_
10	mesures	mesure	O	_
11	mises	mettre	O	_
12	en	en	O	_
13	œuvre	œuvre	O	_
14	pour	pour	O	_
15	limiter	limiter	O	_
16	les	le	O	_
17	impacts	impact	O	_
18	liés	lier	O	_
19	au	au	O	_
20	chantier	chantier	IN	_
21	de	de	IN	_
22	remise	remise	EN	_
23	en	en	IO	_
24	état	état	EO	_
25	et	et	O	_
26	les	le	BO	_
27	modalités	modalité	EO	_
28	de	de	BN	_
29	réception	réception	IN	_
30	des	de	IN	_
31	travaux	travail	IN	_
32	de	de	IN	_
33	réhabilitation	réhabilitation	EN	_
34	.	.	O	_


#Sur la base de ces éléments, l'arrêté préfectoral du 29 novembre 2018 encadre la remise en état du site.
1	Sur	sur	O	_
2	la	le	O	_
3	base	base	O	_
4	de	de	O	_
5	ces	ce	O	_
6	éléments	élément	O	_
7	,	,	O	_
8	l'	le	BO	_
9	arrêté	arrêté	IO	_
10	préfectoral	préfectoral	EO	_
11	du	de	BT	_
12	29	29	IT	_
13	novembre	novembre	IT	_
14	2018	2018	ET	_
15	encadre	encadre	BR	_
16	la	le	BN	_
17	remise	remise	IN	_
18	en	en	IN	_
19	état	état	IN	_
20	du	de	IN	_
21	site	site	EN	_
22	.	.	O	_


#95.0033
#Le site est implanté au Nord de la ville de Paris, sur la commune d'Asnières-sur-Oise dans le Val d'Oise.
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	BL	_
4	implanté	implanter	IL	_
5	au	au	IL	_
6	Nord	nord	IL	_
7	de	de	IL	_
8	la	le	IL	_
9	ville	ville	IL	_
10	de	de	IL	_
11	Paris	Paris	EL	_
12	,	,	O	_
13	sur	sur	BL	_
14	la	le	IL	_
15	commune	commune	IL	_
16	d'	de	IL	_
17	Asnières-sur-Oise	Asnières-sur-Oise	IL	_
18	dans	dans	BL	_
19	le	le	IL	_
20	Val	Val	IL	_
21	d'	de	IL	_
22	Oise	Oise	EL	_
23	.	.	O	_


#Il se situe en bordure de la route départementale 922 Z et couvre une superficie de 12800 m2.
1	Il	il	BL	_
2	se	se	BL	_
3	situe	situe	IL	_
4	en	en	IL	_
5	bordure	bordure	IL	_
6	de	de	IL	_
7	la	le	IL	_
8	route	route	IL	_
9	départementale	départemental	IL	_
10	922	922	IL	_
11	Z	z	O	_
12	et	et	O	_
13	couvre	couvrir	O	_
