
#12.0012
#Unité de fabrication d'injecteurs et bougies de préchauffage pour véhicules routiers, comportant un atelier d'usinage des métaux et de traitement de surfaces.
1	Unité	unité	BA	_
6	autorisation	autorisation	EO	_
7	d'	de	BN	_
8	exploiter	exploiter	EN	_
9	une	un	BO	_
10	usine	usine	EO	_
11	de	de	IA	_
12	fabrication	fabrication	IA	_
13	d'	de	IA	_
14	équipements	équipement	IA	_
15	pour	pour	IA	_
16	automobiles	automobile	EA	_
17	du	de	BT	_
18	11	11	IT	_
19	mai	mai	IT	_
20	2005	2005	ET	_
21	,	,	ET	_
22	annulant	annuler	O	_
23	et	et	O	_
24	remplaçant	remplacer	BN	_
25	les	le	BO	_
26	prescriptions	prescription	IO	_
27	des	de	IO	_
28	arrêtés	arrêté	IO	_
29	préfectoraux	préfectoral	EO	_
30	du	de	BT	_
31	28	28	IT	_
32	juillet	juillet	IT	_
33	1993	1993	ET	_
34	ainsi	ainsi	O	_
35	que	que	O	_
36	du	de	O	_
37	29	29	BT	_
38	octobre	octobre	IT	_
39	2004	2004	ET	_
40	.	.	ET	_


#Le 10 octobre 2007, l'entreprise a déclaré l'exploitation d'un stockage d'huiles (V OIL 1412) en cuve de 25 m3.
1	Le	le	BT	_
2	10	10	IT	_
3	octobre	octobre	IT	_
4	2007	2007	ET	_
5	,	,	ET	_
6	l'	le	BO	_
7	entreprise	entreprise	EO	_
8	a	avoir	BN	_
9	déclaré	déclarer	EN	_
10	l'	le	BN	_
11	exploitation	exploitation	EN	_
12	d'	de	ER	_
13	un	un	BO	_
14	stockage	stockage	IO	_
15	d'	de	IO	_
16	huiles	huile	EO	_
17	(	(	O	_
18	V	v	O	_
19	OIL	OIL	O	_
20	1412	1412	O	_
21	)	)	O	_
22	en	en	O	_
23	cuve	cuve	O	_
24	de	de	O	_
25	25	25	O	_
26	m3	m3	O	_
27	.	.	O	_


#Le site est situé au Nord de la rivière Aveyron (masse d'eau n°	FRFR200), qui est de bonne qualité écologique et physico-chimique.
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	BL	_
4	situé	situer	IL	_
5	au	au	IL	_
6	Nord	nord	IL	_
7	de	de	IL	_
8	la	le	IL	_
9	rivière	rivière	IL	_
10	Aveyron	Aveyron	EL	_
11	(	(	O	_
12	masse	masse	O	_
13	d'	de	O	_
14	eau	eau	O	_
15	n°	numéro	O	_
16				_
17	FRFR200	FRFR200	O	_
18	)	)	O	_
19	,	,	O	_
20	qui	qui	O	_
21	est	être	O	_
22	de	de	O	_
23	bonne	bon	O	_
24	qualité	qualité	O	_
25	écologique	écologique	O	_
26	et	et	O	_
27	physico	physico	O	_
28	-	-	O	_
29	chimique	chimique	O	_
30	.	.	O	_


#Les activités exercées sur le site étant susceptibles d'avoir été à l'origine d'une pollution éventuelle du sol, l'exploitant s'est engagé par écrit du 7 octobre 1996 à réaliser un diagnostic initial et une évaluation simplifiée des risques.
1	Les	le	BN	_
2	activités	activité	IN	_
3	exercées	exercer	EN	_
4	sur	sur	ER	_
5	le	le	BO	_
6	site	site	EO	_
7	étant	être	BR	_
8	susceptibles	susceptible	IR	_
9	d'	de	ER	_
10	avoir	avoir	IN	_
11	été	être	IN	_
12	à	à	IN	_
13	l'	le	IN	_
14	origine	origine	EN	_
15	d'	de	ER	_
16	une	un	BO	_
17	pollution	pollution	IO	_
18	éventuelle	éventuel	IO	_
19	du	de	IO	_
20	sol	sol	EO	_
21	,	,	O	_
22	l'	le	BO	_
23	exploitant	exploitant	EO	_
24	s'	se	BN	_
25	est	être	IN	_
26	engagé	engager	IN	_
27	par	par	IN	_
28	écrit	écrit	EN	_
29	du	de	O	_
30	7	7	BT	_
31	octobre	octobre	IT	_
32	1996	1996	ET	_
33	à	à	O	_
34	réaliser	réaliser	BN	_
35	un	un	IN	_
36	diagnostic	diagnostic	IN	_
37	initial	initial	EN	_
38	et	et	O	_
39	une	un	BN	_
40	évaluation	évaluation	IN	_
41	simplifiée	simplifier	IN	_
42	des	de	IN	_
43	risques	risque	EN	_
44	.	.	O	_


#Il a réalisé la partie historique de l'étude en 1997.
1	Il	il	BO	_
2	a	avoir	BN	_
3	réalisé	réaliser	EN	_
4	la	le	BO	_
5	partie	partie	IO	_
6	historique	historique	IO	_
7	de	de	IO	_
8	l'	le	EO	_
9	étude	étude	EN	_
10	en	en	BT	_
11	1997	1997	ET	_
12	.	.	ET	_


#Par courriers des 10 juillet 1997 et 24 novembre 1997, l'inspection des installations classées a demandé à l'exploitant de compléter les documents fournis de manière à ce que le diagnostic initial et l'évaluation simplifiée des risques soient réalisés conformément aux prescriptions ministérielles (guide méthodologique du diagnostic initial et de l'évaluation simplifiée des risques, la version alors en vigueur étant la version 1 de juin 1997).
1	Par	par	O	_
2	courriers	courrier	O	_
3	des	de	BT	_
4	10	10	IT	_
5	juillet	juillet	IT	_
6	1997	1997	IT	_
7	et	et	IT	_
8	24	24	IT	_
9	novembre	novembre	IT	_
10	1997	1997	ET	_
11	,	,	ET	_
12	l'	le	BO	_
13	inspection	inspection	IO	_
14	des	de	IO	_
15	installations	installation	IO	_
16	classées	classer	EO	_
17	a	avoir	BN	_
18	demandé	demander	EN	_
19	à	à	O	_
20	l'	le	BO	_
21	exploitant	exploitant	EO	_
22	de	de	O	_
23	compléter	compléter	EN	_
24	les	le	O	_
25	documents	document	O	_
26	fournis	fournir	O	_
27	de	de	O	_
28	manière	manière	O	_
29	à	à	O	_
30	ce	ce	O	_
31	que	que	O	_
32	le	le	BN	_
33	diagnostic	diagnostic	IN	_
34	initial	initial	EN	_
35	et	et	O	_
36	l'	le	BO	_
37	évaluation	évaluation	BO	_
38	simplifiée	simplifier	EO	_
39	des	de	IN	_
40	risques	risque	EN	_
41	soient	être	O	_
42	réalisés	réaliser	O	_
43	conformément	conformément	O	_
44	aux	à	O	_
45	prescriptions	prescription	O	_
46	ministérielles	ministériel	O	_
47	(	(	O	_
48	guide	guide	O	_
49	méthodologique	méthodologique	O	_
50	du	de	O	_
51	diagnostic	diagnostic	IN	_
52	initial	initial	EN	_
53	et	et	O	_
54	de	de	O	_
55	l'	le	O	_
56	évaluation	évaluation	BN	_
57	simplifiée	simplifier	IN	_
58	des	de	IN	_
59	risques	risque	EN	_
60	,	,	O	_
61	la	le	BO	_
62	version	version	EO	_
63	alors	alors	O	_
64	en	en	O	_
65	vigueur	vigueur	O	_
66	étant	être	O	_
67	la	le	BO	_
68	version	version	EO	_
69	1	1	O	_
70	de	de	BT	_
71	juin	juin	IT	_
72	1997	1997	ET	_
73	)	)	O	_
74	.	.	O	_


#Le diagnostic initial reçu le 5 février 1998 par l'inspection a fait l'objet d'un courrier d'observations du 20 mai 1998, notamment quant à la justification de la note de synthèse.
1	Le	le	BN	_
2	diagnostic	diagnostic	IN	_
3	initial	initial	IN	_
4	reçu	recevoir	EN	_
5	le	le	BT	_
6	5	5	IT	_
7	février	février	IT	_
8	1998	1998	ET	_
9	par	par	O	_
10	l'	le	BO	_
11	inspection	inspection	EO	_
12	a	avoir	BR	_
13	fait	faire	IR	_
14	l'	le	IR	_
15	objet	objet	IR	_
16	d'	de	ER	_
17	un	un	O	_
18	courrier	courrier	O	_
19	d'	de	O	_
20	observations	observation	O	_
21	du	de	O	_
22	20	20	BT	_
23	mai	mai	IT	_
24	1998	1998	ET	_
25	,	,	ET	_
26	notamment	notamment	O	_
27	quant	quant	O	_
28	à	à	O	_
29	la	le	O	_
30	justification	justification	O	_
31	de	de	O	_
32	la	le	O	_
33	note	note	O	_
34	de	de	O	_
35	synthèse	synthèse	O	_
36	.	.	O	_


#A la demande de l'inspection l'exploitant  a rassemblé les éléments nécessaires et les a mis en forme pour produire un diagnostic initial et une évaluation simplifiée des risques conformes aux prescriptions ministérielles (guide méthodologique du diagnostic initial et de l'évaluation simplifiée des risques, la version actuellement en vigueur étant la version 2 de mars 2000).
1	A	à	BR	_
2	la	le	BN	_
3	demande	demande	EN	_
4	de	de	O	_
5	l'	le	BO	_
6	inspection	inspection	BO	_
7	l'	le	BO	_
8	exploitant	exploitant	EO	_
9	 	 	O	_
10	a	avoir	O	_
11	rassemblé	rassembler	O	_
12	les	le	O	_
13	éléments	élément	O	_
14	nécessaires	nécessaire	O	_
15	et	et	O	_
16	les	le	O	_
17	a	avoir	O	_
18	mis	mettre	O	_
19	en	en	O	_
20	forme	forme	O	_
21	pour	pour	BN	_
22	produire	produire	BN	_
23	un	un	IN	_
24	diagnostic	diagnostic	IN	_
25	initial	initial	EN	_
26	et	et	BN	_
27	une	un	BN	_
28	évaluation	évaluation	IN	_
29	simplifiée	simplifier	IN	_
30	des	de	IN	_
31	risques	risque	EN	_
32	conformes	conforme	BR	_
33	aux	à	ER	_
34	prescriptions	prescription	O	_
35	ministérielles	ministériel	O	_
36	(	(	O	_
37	guide	guide	O	_
38	méthodologique	méthodologique	O	_
39	du	de	IN	_
40	diagnostic	diagnostic	IN	_
41	initial	initial	EN	_
42	et	et	O	_
43	de	de	O	_
44	l'	le	BN	_
45	évaluation	évaluation	BN	_
46	simplifiée	simplifier	IN	_
47	des	de	IN	_
48	risques	risque	EN	_
49	,	,	O	_
50	la	le	O	_
51	version	version	O	_
52	actuellement	actuellement	O	_
53	en	en	O	_
54	vigueur	vigueur	O	_
55	étant	être	O	_
56	la	le	O	_
57	version	version	O	_
58	2	2	O	_
59	de	de	BT	_
60	mars	mars	BT	_
61	2000	2000	ET	_
62	)	)	O	_
63	.	.	O	_


#L'examen de l'étude de sols a mis en évidence dans l'un des sondages de reconnaissance une teneur en PCB supérieure à la VCI à usage " non sensible " ; cette anomalie semble être relativement localisée et circonscrite, tant en extension qu'en profondeur (0 à -0,5 m),
1	L'	le	O	_
2	examen	examen	O	_
3	de	de	O	_
4	l'	le	BN	_
5	étude	étude	IN	_
6	de	de	IN	_
7	sols	sol	EN	_
8	a	avoir	O	_
9	mis	mettre	O	_
10	en	en	O	_
11	évidence	évidence	O	_
12	dans	dans	O	_
13	l'	le	O	_
14	un	un	O	_
15	des	de	O	_
16	sondages	sondage	O	_
17	de	de	O	_
18	reconnaissance	reconnaissance	O	_
19	une	un	O	_
20	teneur	teneur	O	_
21	en	en	O	_
22	PCB	pcb	O	_
23	supérieure	supérieur	O	_
24	à	à	O	_
25	la	le	O	_
26	VCI	vci	O	_
27	à	à	O	_
28	usage	usage	O	_
29	"	"	O	_
30	non	non	O	_
31	sensible	sensible	O	_
32	"	"	O	_
33	;	;	O	_
34	cette	ce	O	_
35	anomalie	anomalie	O	_
36	semble	semble	O	_
37	être	être	O	_
38	relativement	relativement	O	_
39	localisée	localiser	O	_
40	et	et	O	_
41	circonscrite	circonscrire	EN	_
42	,	,	O	_
43	tant	tant	O	_
44	en	en	O	_
45	extension	extension	O	_
46	qu'	que	O	_
47	en	en	O	_
48	profondeur	profondeur	O	_
49	(	(	O	_
50	0	0	O	_
51	à	à	O	_
52	-0,5	-0,5	O	_
53	m	m	O	_
54	)	)	O	_
55	,	,	O	_


#L'analyse du dossier par l'inspection pourrait déboucher sur la validation d'un classement plus sévère que celui proposé (2, c'est à dire site à surveiller au lieu de 3 comme proposé dans l'étude).
1	L'	le	BN	_
2	analyse	analyse	EN	_
3	du	de	O	_
4	dossier	dossier	O	_
5	par	par	O	_
6	l'	le	O	_
7	inspection	inspection	O	_
8	pourrait	pouvoir	O	_
9	déboucher	déboucher	O	_
10	sur	sur	O	_
11	la	le	BO	_
12	validation	validation	EO	_
13	d'	de	O	_
14	un	un	O	_
15	classement	classement	O	_
16	plus	plus	O	_
17	sévère	sévère	O	_
18	que	que	O	_
19	celui	celui	O	_
20	proposé	proposer	O	_
21	(	(	O	_
22	2	2	O	_
23	,	,	O	_
24	c'	c'	O	_
25	est	est	O	_
26	à	à	O	_
27	dire	dire	O	_
28	site	site	O	_
29	à	à	O	_
30	surveiller	surveiller	O	_
31	au	au	O	_
32	lieu	lieu	O	_
33	de	de	O	_
34	3	3	O	_
35	comme	comme	O	_
36	proposé	proposer	O	_
37	dans	dans	O	_
38	l'	le	O	_
39	étude	étude	O	_
40	)	)	O	_
41	.	.	O	_


#Compte tenu du nouveau classement envisagé et en application des recommandations du ministère de l'écologie et du développement durable, une surveillance des eaux souterraines devait être demandée à l'exploitant à titre conservatoire sans attendre l'achèvement de l'examen critique de l'étude de sols et l'acceptation ou l'amendement par l'inspection du classement proposé dans l'étude de sols.
1	Compte	compte	O	_
2	tenu	tenir	O	_
3	du	de	O	_
4	nouveau	nouveau	O	_
5	classement	classement	O	_
6	envisagé	envisager	O	_
7	et	et	O	_
8	en	en	O	_
9	application	application	O	_
10	des	de	O	_
11	recommandations	recommandation	O	_
12	du	de	O	_
13	ministère	ministère	IO	_
14	de	de	IO	_
15	l'	le	IO	_
16	écologie	écologie	EO	_
17	et	et	O	_
18	du	de	O	_
19	développement	développement	O	_
20	durable	durable	O	_
21	,	,	O	_
22	une	un	BA	_
23	surveillance	surveillance	IA	_
24	des	de	IA	_
25	eaux	eau	IA	_
26	souterraines	souterrain	EA	_
27	devait	devoir	BN	_
28	être	être	IN	_
29	demandée	demander	EN	_
30	à	à	O	_
31	l'	le	BO	_
32	exploitant	exploitant	EO	_
33	à	à	O	_
34	titre	titre	O	_
35	conservatoire	conservatoire	O	_
36	sans	sans	O	_
37	attendre	attendre	O	_
38	l'	le	O	_
39	achèvement	achèvement	O	_
40	de	de	O	_
41	l'	le	O	_
42	examen	examen	O	_
43	critique	critique	O	_
44	de	de	O	_
45	l'	le	O	_
46	étude	étude	O	_
47	de	de	O	_
48	sols	sol	O	_
49	et	et	O	_
50	l'	le	O	_
51	acceptation	acceptation	O	_
52	ou	ou	O	_
53	l'	le	O	_
54	amendement	amendement	O	_
55	par	par	O	_
56	l'	le	O	_
57	inspection	inspection	O	_
58	du	de	O	_
59	classement	classement	O	_
60	proposé	proposer	O	_
61	dans	dans	O	_
62	l'	le	BN	_
63	étude	étude	IN	_
64	de	de	IN	_
65	sols	sol	EN	_
66	.	.	O	_


#En conséquence, par courrier du 19 mai 2003, l'inspection a demandé à l'exploitant de :
1	En	en	O	_
2	conséquence	conséquence	O	_
3	,	,	O	_
4	par	par	O	_
5	courrier	courrier	O	_
6	du	de	O	_
7	19	19	BT	_
8	mai	mai	IT	_
9	2003	2003	ET	_
10	,	,	ET	_
11	l'	le	O	_
12	inspection	inspection	O	_
13	a	avoir	O	_
14	demandé	demander	O	_
15	à	à	O	_
16	l'	le	BO	_
17	exploitant	exploitant	EO	_
18	de	de	O	_
19	:	:	O	_


#· mettre en place une surveillance des eaux souterraines dans les meilleurs délais et au plus tard sous trois mois,
1	·	·	O	_
2	mettre	mettre	O	_
3	en	en	O	_
4	place	place	O	_
5	une	un	O	_
6	surveillance	surveillance	BA	_
7	des	de	IA	_
8	eaux	eau	IA	_
9	souterraines	souterrain	EA	_
10	dans	dans	BT	_
11	les	le	IT	_
12	meilleurs	meilleur	IT	_
13	délais	délai	EO	_
14	et	et	O	_
15	au	au	BT	_
16	plus	plus	IT	_
17	tard	tard	IT	_
18	sous	sous	IT	_
19	trois	trois	IT	_
20	mois	mois	ET	_
21	,	,	O	_


#· à cet effet de communiquer sous un mois à la DREAL Midi-Pyrénées ses propositions opérationnelles de surveillance (nombre et emplacement des piézomètres et autres points de contrôle tels que puits, plan ou carte d'implantation des points de contrôle avec indication des sens d'écoulement locaux de la nappe, paramètres surveillés, modalités de prélèvements…), ainsi que la période prévisionnelle de la première campagne de surveillance.
1	·	·	O	_
2	à	à	O	_
3	cet	ce	O	_
4	effet	effet	O	_
5	de	de	O	_
6	communiquer	communiquer	O	_
7	sous	sous	BT	_
8	un	un	IT	_
9	mois	mois	ET	_
10	à	à	O	_
11	la	le	BO	_
12	DREAL	dreal	IO	_
13	Midi	Midi	EO	_
14	-	-	O	_
15	Pyrénées	Pyrénées	O	_
16	ses	son	O	_
17	propositions	proposition	O	_
18	opérationnelles	opérationnel	O	_
19	de	de	O	_
20	surveillance	surveillance	EA	_
21	(	(	O	_
22	nombre	nombre	O	_
23	et	et	O	_
24	emplacement	emplacement	O	_
25	des	de	O	_
26	piézomètres	piézomètre	O	_
27	et	et	O	_
28	autres	autre	O	_
29	points	point	O	_
30	de	de	O	_
31	contrôle	contrôle	O	_
32	tels	tel	O	_
33	que	que	O	_
34	puits	puits	O	_
35	,	,	O	_
36	plan	plan	O	_
37	ou	ou	O	_
38	carte	carte	O	_
39	d'	de	O	_
40	implantation	implantation	O	_
41	des	de	O	_
42	points	point	O	_
43	de	de	O	_
44	contrôle	contrôle	O	_
45	avec	avec	O	_
46	indication	indication	O	_
47	des	de	O	_
48	sens	sens	O	_
49	d'	de	O	_
50	écoulement	écoulement	O	_
51	locaux	local	O	_
52	de	de	O	_
53	la	le	O	_
54	nappe	nappe	O	_
55	,	,	O	_
56	paramètres	paramètre	O	_
57	surveillés	surveiller	O	_
58	,	,	O	_
59	modalités	modalité	O	_
60	de	de	O	_
61	prélèvements	prélèvement	O	_
62	…	…	O	_
63	)	)	O	_
64	,	,	O	_
65	ainsi	ainsi	O	_
66	que	que	O	_
67	la	le	O	_
68	période	période	EO	_
69	prévisionnelle	prévisionnel	EO	_
70	de	de	O	_
71	la	le	O	_
72	première	premier	O	_
73	campagne	campagne	O	_
74	de	de	O	_
75	surveillance	surveillance	O	_
76	.	.	O	_


#Par courrier du 29 juillet 2003, la société Robert BOSCH a proposé des modalités de mesure de la surveillance des eaux souterraines.
1	Par	par	O	_
2	courrier	courrier	O	_
3	du	de	O	_
4	29	29	IT	_
5	juillet	juillet	IT	_
6	2003	2003	ET	_
7	,	,	ET	_
8	la	le	BO	_
9	société	société	IO	_
10	Robert	Robert	IO	_
11	BOSCH	BOSCH	EO	_
12	a	avoir	BN	_
13	proposé	proposer	EN	_
14	des	un	BO	_
15	modalités	modalité	EO	_
16	de	de	O	_
17	mesure	mesure	O	_
18	de	de	O	_
19	la	le	O	_
20	surveillance	surveillance	BA	_
21	des	de	IA	_
22	eaux	eau	IA	_
23	souterraines	souterrain	EA	_
24	.	.	O	_


#En réponse, l'inspection lui a adressé le 29 août 2003 un courrier définissant les modalités opérationnelles relatives à la mise en place de cette surveillance.
1	En	en	O	_
2	réponse	réponse	O	_
3	,	,	O	_
4	l'	le	O	_
5	inspection	inspection	O	_
6	lui	lui	O	_
7	a	avoir	BN	_
8	adressé	adresser	EN	_
9	le	le	BT	_
10	29	29	IT	_
11	août	août	IT	_
12	2003	2003	ET	_
13	un	un	O	_
14	courrier	courrier	O	_
15	définissant	définir	O	_
16	les	le	BO	_
17	modalités	modalité	IO	_
18	opérationnelles	opérationnel	EO	_
19	relatives	relatif	O	_
20	à	à	O	_
21	la	le	BN	_
22	mise	mise	IN	_
23	en	en	IN	_
24	place	place	EN	_
25	de	de	O	_
26	cette	ce	BO	_
27	surveillance	surveillance	EA	_
28	.	.	O	_


#La première campagne de mise en place des piézomètres et de prélèvements, réalisée les 19 et 20 août 2003 et dont les résultats ont été reçus fin novembre 2003, et les premiers résultats de surveillance régulière, reçus le 30 juin 2004, montrent des teneurs en chlorure de vinyle, cis-dichloroéthène, trichloroéthène et tétrachloroéthène supérieures aux VCI à usage non sensible.
1	La	le	BN	_
2	première	premier	BN	_
3	campagne	campagne	IN	_
4	de	de	IN	_
5	mise	mise	IN	_
6	en	en	EN	_
7	place	place	EN	_
8	des	de	O	_
9	piézomètres	piézomètre	O	_
10	et	et	O	_
11	de	de	O	_
12	prélèvements	prélèvement	O	_
13	,	,	O	_
14	réalisée	réaliser	BN	_
15	les	le	BT	_
16	19	19	IT	_
17	et	et	IT	_
18	20	20	IT	_
19	août	août	IT	_
20	2003	2003	ET	_
21	et	et	O	_
22	dont	dont	O	_
23	les	le	O	_
24	résultats	résultat	O	_
25	ont	avoir	BN	_
26	été	être	IN	_
27	reçus	recevoir	EN	_
28	fin	fin	BT	_
29	novembre	novembre	IT	_
30	2003	2003	ET	_
31	,	,	ET	_
32	et	et	O	_
33	les	le	O	_
34	premiers	premier	O	_
35	résultats	résultat	O	_
36	de	de	O	_
37	surveillance	surveillance	O	_
38	régulière	régulier	O	_
39	,	,	O	_
40	reçus	recevoir	BR	_
41	le	le	BT	_
42	30	30	IT	_
43	juin	juin	IT	_
44	2004	2004	ET	_
45	,	,	ET	_
46	montrent	montrer	O	_
47	des	un	O	_
48	teneurs	teneur	O	_
49	en	en	O	_
50	chlorure	chlorure	O	_
51	de	de	O	_
52	vinyle	vinyle	O	_
53	,	,	O	_
54	cis	ci	O	_
55	-	-	O	_
56	dichloroéthène	dichloroéthène	O	_
57	,	,	O	_
58	trichloroéthène	trichloroéthène	O	_
59	et	et	O	_
60	tétrachloroéthène	tétrachloroéthène	O	_
61	supérieures	supérieur	O	_
62	aux	à	O	_
63	VCI	vci	O	_
64	à	à	O	_
65	usage	usage	O	_
66	non	non	O	_
67	sensible	sensible	O	_
68	.	.	O	_


#Les résultats de la campagne montrent aussi la présence d'hydrocarbures totaux, de BTEX (toluène) et de COHV.
1	Les	le	O	_
2	résultats	résultat	O	_
3	de	de	O	_
4	la	le	O	_
5	campagne	campagne	O	_
6	montrent	montrer	O	_
7	aussi	aussi	O	_
8	la	le	O	_
9	présence	présence	O	_
10	d'	de	O	_
11	hydrocarbures	hydrocarbure	O	_
12	totaux	total	O	_
13	,	,	O	_
14	de	de	O	_
15	BTEX	BTEX	O	_
16	(	(	O	_
17	toluène	toluène	O	_
18	)	)	O	_
19	et	et	O	_
20	de	de	O	_
21	COHV	cohv	O	_
22	.	.	O	_


#Par ailleurs, en raison de l'évolution et de l'extension des activités de l'établissement ainsi que de l'évolution de la réglementation (impact sanitaire, risques, …), il était nécessaire de procéder à une refonte de l'arrêté d'autorisation d'exploiter de cette usine.
1	Par	par	O	_
2	ailleurs	ailleurs	O	_
3	,	,	O	_
4	en	en	O	_
5	raison	raison	O	_
6	de	de	O	_
7	l'	le	BN	_
8	évolution	évolution	EN	_
9	et	et	O	_
10	de	de	O	_
11	l'	le	BN	_
12	extension	extension	IN	_
13	des	de	IN	_
14	activités	activité	EN	_
15	de	de	O	_
16	l'	le	BO	_
17	établissement	établissement	EO	_
18	ainsi	ainsi	O	_
19	que	que	O	_
20	de	de	O	_
21	l'	le	O	_
22	évolution	évolution	O	_
23	de	de	O	_
24	la	le	O	_
25	réglementation	réglementation	O	_
26	(	(	O	_
27	impact	impact	O	_
28	sanitaire	sanitaire	O	_
29	,	,	O	_
30	risques	risque	O	_
31	,	,	O	_
32	…	…	O	_
33	)	)	O	_
34	,	,	O	_
35	il	il	O	_
36	était	être	BO	_
37	nécessaire	nécessaire	EO	_
38	de	de	EO	_
39	procéder	procéder	O	_
40	à	à	O	_
41	une	un	BN	_
42	refonte	refonte	EN	_
43	de	de	EN	_
44	l'	le	O	_
45	arrêté	arrêté	EN	_
46	d'	de	EN	_
47	autorisation	autorisation	EN	_
48	d'	de	EN	_
49	exploiter	exploiter	O	_
50	de	de	O	_
51	cette	ce	BO	_
52	usine	usine	EO	_
53	.	.	EO	_


#Ainsi, un arrêté préfectoral d'autorisation d'exploiter une usine de fabrication d'équipements pour automobiles, a été signé le 11 mai 2005 et a prescrit une surveillance semestrielle des eaux souterraines sur les paramètres énoncés ci-dessous :
1	Ainsi	ainsi	O	_
2	,	,	O	_
3	un	un	BO	_
4	arrêté	arrêté	IO	_
5	préfectoral	préfectoral	EO	_
6	d'	de	BO	_
7	autorisation	autorisation	EO	_
8	d'	de	BN	_
9	exploiter	exploiter	EN	_
10	une	un	BO	_
11	usine	usine	EO	_
12	de	de	IA	_
13	fabrication	fabrication	IA	_
14	d'	de	IA	_
15	équipements	équipement	IA	_
16	pour	pour	IA	_
17	automobiles	automobile	EA	_
18	,	,	O	_
19	a	avoir	BN	_
20	été	être	IN	_
21	signé	signer	EN	_
22	le	le	BT	_
23	11	11	IT	_
24	mai	mai	IT	_
25	2005	2005	ET	_
26	et	et	O	_
27	a	avoir	BN	_
28	prescrit	prescrire	BN	_
29	une	un	BA	_
30	surveillance	surveillance	IA	_
31	semestrielle	semestriel	EA	_
32	des	de	IA	_
33	eaux	eau	IA	_
34	souterraines	souterrain	EA	_
35	sur	sur	O	_
36	les	le	BO	_
37	paramètres	paramètre	EO	_
38	énoncés	énoncer	O	_
39	ci-dessous	ci-dessous	O	_
40	:	:	O	_


#· les paramètres physico-chimiques généraux (pH, température, conductivité),
1	·	·	O	_
2	les	le	O	_
3	paramètres	paramètre	O	_
4	physico	physico	O	_
5	-	-	O	_
6	chimiques	chimique	O	_
7	généraux	général	O	_
8	(	(	O	_
9	pH	ph	O	_
