
#64.0007
#TOTAL E&P France exploite une plate-forme industrielle à Lacq (64).
1	TOTAL	TOTAL	BO	_
7	une	un	IL	_
8	zone	zone	IL	_
9	à	à	IL	_
10	vocation	vocation	IL	_
11	agricole	agricole	EL	_
12	.	.	O	_


#Les activités étaient alors localisées à la partie Nord du Lotissement actuel.
1	Les	le	BO	_
2	activités	activité	EO	_
3	étaient	être	BN	_
4	alors	alors	IN	_
5	localisées	localiser	EN	_
6	à	à	BL	_
7	la	le	IL	_
8	partie	partie	IL	_
9	Nord	nord	IL	_
10	du	de	IL	_
11	Lotissement	lotissement	IL	_
12	actuel	actuel	EL	_
13	.	.	O	_


#L’extension vers la partie Sud ne se fait que vers 1976.
1	L’	l’	BN	_
2	extension	extension	IN	_
3	vers	vers	EN	_
4	la	le	BO	_
5	partie	partie	IO	_
6	Sud	sud	EO	_
7	ne	ne	BN	_
8	se	se	IN	_
9	fait	faire	EN	_
10	que	que	BT	_
11	vers	vers	BT	_
12	1976	1976	ET	_
13	.	.	ET	_


#De 1978 aux années 2000, le schéma de traitement de l’usine de Lacq n'a pratiquement pas évolué.
1	De	de	BT	_
2	1978	1978	IT	_
3	aux	à	IT	_
4	années	année	IT	_
5	2000	2000	ET	_
6	,	,	ET	_
7	le	le	BO	_
8	schéma	schéma	IO	_
9	de	de	IO	_
10	traitement	traitement	EO	_
11	de	de	O	_
12	l’	l’	BO	_
13	usine	usine	EO	_
14	de	de	O	_
15	Lacq	Lacq	BL	_
16	n'	n'	O	_
17	a	avoir	O	_
18	pratiquement	pratiquement	O	_
19	pas	pas	O	_
20	évolué	évoluer	O	_
21	.	.	O	_


#En 2005, le déclin des gisements a contraint TEPF à remodeler et à optimiser les unités de traitement de gaz brut et d’huile du Lotissement afin de poursuivre l’exploitation des champs du Sud-Ouest de la France (Lacq - Meillon principalement) dans des conditions techniques et économiques satisfaisantes.
1	En	en	BT	_
2	2005	2005	ET	_
3	,	,	ET	_
4	le	le	O	_
5	déclin	déclin	O	_
6	des	de	O	_
7	gisements	gisement	BO	_
8	a	avoir	BN	_
9	contraint	contraindre	EN	_
10	TEPF	TEPF	EO	_
11	à	à	O	_
12	remodeler	remodeler	BN	_
13	et	et	IN	_
14	à	à	IN	_
15	optimiser	optimiser	EN	_
16	les	le	BO	_
17	unités	unité	IO	_
18	de	de	IO	_
19	traitement	traitement	EO	_
20	de	de	O	_
21	gaz	gaz	O	_
22	brut	brut	O	_
23	et	et	O	_
24	d’	d’	O	_
25	huile	huile	O	_
26	du	de	O	_
27	Lotissement	Lotissement	EL	_
28	afin	afin	O	_
29	de	de	O	_
30	poursuivre	poursuivre	O	_
31	l’	l’	BA	_
32	exploitation	exploitation	IA	_
33	des	de	IA	_
34	champs	champ	IA	_
35	du	de	IA	_
36	Sud-Ouest	Sud-Ouest	IA	_
37	de	de	IA	_
38	la	le	IA	_
39	France	France	EA	_
40	(	(	O	_
41	Lacq	Lacq	BL	_
42	-	-	IL	_
43	Meillon	Meillon	IL	_
44	principalement	principalement	IL	_
45	)	)	O	_
46	dans	dans	O	_
47	des	un	O	_
48	conditions	condition	O	_
49	techniques	technique	O	_
50	et	et	O	_
51	économiques	économique	O	_
52	satisfaisantes	satisfaisant	O	_
53	.	.	O	_


#Cette modification de l'architecture a conduit à arrêter l'ensemble de la chaîne de fabrication et de stockage G.
1	Cette	ce	BN	_
2	modification	modification	EN	_
3	de	de	O	_
4	l'	le	BO	_
5	architecture	architecture	EO	_
6	a	avoir	BN	_
7	conduit	conduire	IN	_
8	à	à	ER	_
9	arrêter	arrêter	BN	_
10	l'	le	BO	_
11	ensemble	ensemble	O	_
12	de	de	O	_
13	la	le	O	_
14	chaîne	chaîne	O	_
15	de	de	O	_
16	fabrication	fabrication	O	_
17	et	et	O	_
18	de	de	O	_
19	stockage	stockage	BO	_
20	G.	g.	EO	_


#.L ainsi qu'une partie de l'activité soufre solide.
1	.L	.l	O	_
2	ainsi	ainsi	O	_
3	qu'	que	O	_
4	une	un	O	_
5	partie	partie	O	_
6	de	de	O	_
7	l'	le	O	_
8	activité	activité	O	_
9	soufre	soufre	O	_
10	solide	solide	O	_
11	.	.	O	_


#Ce projet, accompagné d'une politique de ré industrialisation, a constitué un nouvel épisode de l'adaptation permanente et indispensable de l'outil industriel.
1	Ce	ce	BO	_
2	projet	projet	EO	_
3	,	,	O	_
4	accompagné	accompagner	O	_
5	d'	de	O	_
6	une	un	O	_
7	politique	politique	O	_
8	de	de	O	_
9	ré	ré	BN	_
10	industrialisation	industrialisation	EN	_
11	,	,	O	_
12	a	avoir	O	_
13	constitué	constituer	O	_
14	un	un	O	_
15	nouvel	nouveau	O	_
16	épisode	épisode	O	_
17	de	de	O	_
18	l'	le	BN	_
19	adaptation	adaptation	IN	_
20	permanente	permanent	EN	_
21	et	et	O	_
22	indispensable	indispensable	O	_
23	de	de	O	_
24	l'	le	O	_
25	outil	outil	O	_
26	industriel	industriel	O	_
27	.	.	O	_


#La plate forme de Lacq accueille aujourd'hui 6 sociétés autres que TEPF.
1	La	le	BO	_
2	plate	plat	IO	_
3	forme	forme	EO	_
4	de	de	O	_
5	Lacq	Lacq	BO	_
6	accueille	accueillir	BR	_
7	aujourd'hui	aujourd'hui	IR	_
8	6	6	BO	_
9	sociétés	société	IO	_
10	autres	autre	O	_
11	que	que	O	_
12	TEPF	TEPF	EO	_
13	.	.	O	_


#Le Lotissement, d’une surface de 220 hectares, s’étend sur les communes de Lacq-Audejos, Arance, Abidos (64), à une trentaine de kilomètres à l’Ouest de PAU.
1	Le	le	BN	_
2	Lotissement	lotissement	EN	_
3	,	,	O	_
4	d’	d’	O	_
5	une	un	O	_
6	surface	surface	O	_
7	de	de	O	_
8	220	220	O	_
9	hectares	hectare	O	_
10	,	,	O	_
11	s’	s’	BL	_
12	étend	étendre	IL	_
13	sur	sur	IL	_
14	les	le	IL	_
15	communes	commune	IL	_
16	de	de	IL	_
17	Lacq	Lacq	IL	_
18	-	-	IL	_
19	Audejos	Audejos	IL	_
20	,	,	IL	_
21	Arance	Arance	IL	_
22	,	,	O	_
23	Abidos	Abidos	BL	_
24	(	(	EL	_
25	64	64	EL	_
26	)	)	EL	_
27	,	,	O	_
28	à	à	BL	_
29	une	un	IL	_
30	trentaine	trentaine	IL	_
31	de	de	IL	_
32	kilomètres	kilomètre	IL	_
33	à	à	IL	_
34	l’	l’	IL	_
35	Ouest	ouest	IL	_
36	de	de	IL	_
37	PAU	PAU	EL	_
38	.	.	O	_


#Il est encadré au Nord par la voie ferrée Pau-Bayonne et la route nationale 117, et au Sud, par une voie privée (Rocade Sud) et le Gave de Pau.
1	Il	il	O	_
2	est	être	O	_
3	encadré	encadrer	BL	_
4	au	au	IL	_
5	Nord	nord	IL	_
6	par	par	IL	_
7	la	le	BO	_
8	voie	voie	IO	_
9	ferrée	ferré	EO	_
10	Pau	Pau	EO	_
11	-	-	EO	_
12	Bayonne	Bayonne	IL	_
13	et	et	IL	_
14	la	le	IL	_
15	route	route	IL	_
16	nationale	national	IL	_
17	117	117	EL	_
18	,	,	O	_
19	et	et	BN	_
20	au	au	IN	_
21	Sud	sud	EL	_
22	,	,	O	_
23	par	par	O	_
24	une	un	BO	_
25	voie	voie	IO	_
26	privée	priver	EO	_
27	(	(	O	_
28	Rocade	rocade	IL	_
29	Sud	Sud	EL	_
30	)	)	O	_
31	et	et	O	_
32	le	le	BL	_
33	Gave	Gave	IL	_
34	de	de	IL	_
35	Pau	Pau	EL	_
36	.	.	O	_


#Le Gave est localisé à 250 m de l’extrémité Sud du Lotissement.
1	Le	le	BL	_
2	Gave	Gave	IL	_
3	est	être	O	_
4	localisé	localiser	BL	_
5	à	à	IL	_
6	250	250	IL	_
7	m	m	IL	_
8	de	de	IL	_
9	l’	l’	IL	_
10	extrémité	extrémité	IL	_
11	Sud	sud	IL	_
12	du	de	IL	_
13	Lotissement	lotissement	EL	_
14	.	.	O	_


#Le Lotissement est implanté dans une zone à basse densité de population.
1	Le	le	BO	_
2	Lotissement	lotissement	EO	_
3	est	être	BL	_
4	implanté	implanter	IL	_
5	dans	dans	IL	_
6	une	un	IL	_
7	zone	zone	IL	_
8	à	à	IL	_
9	basse	bas	O	_
10	densité	densité	O	_
11	de	de	O	_
12	population	population	O	_
13	.	.	O	_


#Pour les communes les plus proches, le nombre d’habitants varie entre 100 à 700 habitants.
1	Pour	pour	O	_
2	les	le	BO	_
3	communes	commune	EO	_
4	les	le	O	_
5	plus	plus	O	_
6	proches	proche	O	_
7	,	,	O	_
8	le	le	O	_
9	nombre	nombre	O	_
10	d’	d’	O	_
11	habitants	habitant	O	_
12	varie	varier	O	_
13	entre	entre	O	_
14	100	100	O	_
15	à	à	O	_
16	700	700	O	_
17	habitants	habitant	O	_
18	.	.	O	_


#Les zones d’habitation les plus proches sont à 500 m au Sud/Sud-Est (commune Abidos), à l’Ouest (commune Arance) et au Nord-Est (commune Lacq-Audejos).
1	Les	le	BO	_
2	zones	zone	IO	_
3	d’	d’	IO	_
4	habitation	habitation	EO	_
5	les	le	O	_
6	plus	plus	O	_
7	proches	proche	O	_
8	sont	être	O	_
9	à	à	IL	_
10	500	500	IL	_
11	m	m	IL	_
12	au	au	IL	_
13	Sud	sud	IL	_
14	/	/	IL	_
15	Sud	sud	IL	_
16	-	-	IL	_
17	Est	est	IL	_
18	(	(	IL	_
19	commune	commune	IL	_
20	Abidos	Abidos	EL	_
21	)	)	IL	_
22	,	,	IL	_
23	à	à	IL	_
24	l’	l’	IL	_
25	Ouest	ouest	IL	_
26	(	(	IL	_
27	commune	commune	IL	_
28	Arance	Arance	EL	_
29	)	)	O	_
30	et	et	O	_
31	au	au	IL	_
32	Nord-Est	nord-est	IL	_
33	(	(	IL	_
34	commune	commune	IL	_
35	Lacq	Lacq	IL	_
36	-	-	IL	_
37	Audejos	Audejos	EL	_
38	)	)	O	_
39	.	.	O	_


#Le Lotissement est situé entre les complexes chimiques de Pardies (5 km), de Mourenx (3 km), et le Lotissement d’Arkema de Mont (2,5 km).
1	Le	le	BO	_
2	Lotissement	lotissement	EO	_
3	est	être	BL	_
4	situé	situer	IL	_
5	entre	entre	IL	_
6	les	le	IL	_
7	complexes	complexe	IL	_
8	chimiques	chimique	IL	_
9	de	de	IL	_
10	Pardies	Pardies	EL	_
11	(	(	O	_
12	5	5	O	_
13	km	kilomètre	O	_
14	)	)	O	_
15	,	,	O	_
16	de	de	O	_
17	Mourenx	Mourenx	BL	_
18	(	(	IL	_
19	3	3	IL	_
20	km	kilomètre	IL	_
21	)	)	O	_
22	,	,	O	_
23	et	et	BN	_
24	le	le	IN	_
25	Lotissement	lotissement	EN	_
26	d’	d’	O	_
27	Arkema	Arkema	EO	_
28	de	de	O	_
29	Mont	Mont	O	_
30	(	(	O	_
31	2,5	2,5	O	_
32	km	kilomètre	O	_
33	)	)	O	_
34	.	.	O	_


#Les établissements industriels proches, situés dans les communes de Abidos et Lacq-Audejos, sont nombreux et les activités sont très diverses et variées.
1	Les	le	BO	_
2	établissements	établissement	IO	_
3	industriels	industriel	EO	_
4	proches	proche	EO	_
5	,	,	O	_
6	situés	situer	BL	_
7	dans	dans	IL	_
8	les	le	IL	_
9	communes	commune	IL	_
10	de	de	IL	_
11	Abidos	Abidos	IL	_
12	et	et	IL	_
13	Lacq	Lacq	IL	_
14	-	-	EL	_
15	Audejos	Audejos	EL	_
16	,	,	O	_
17	sont	être	O	_
18	nombreux	nombreux	O	_
19	et	et	O	_
20	les	le	BA	_
21	activités	activité	EA	_
22	sont	être	O	_
23	très	très	O	_
24	diverses	divers	O	_
25	et	et	O	_
26	variées	varier	O	_
27	.	.	O	_


#Ces établissements sont cependant de taille moyenne dans la majorité des cas (effectif < 100).
1	Ces	ce	BO	_
2	établissements	établissement	EO	_
3	sont	être	O	_
4	cependant	cependant	O	_
5	de	de	O	_
6	taille	taille	O	_
7	moyenne	moyen	O	_
8	dans	dans	O	_
9	la	le	O	_
10	majorité	majorité	O	_
11	des	de	O	_
12	cas	cas	O	_
13	(	(	O	_
14	effectif	effectif	O	_
15	<	<	O	_
16	100	100	O	_
17	)	)	O	_
18	.	.	O	_


#L’altitude moyenne du Lotissement est comprise entre 81 et 88 m NGF environ (référence nationale française) selon la carte topographique.
1	L’	l’	O	_
2	altitude	altitude	O	_
3	moyenne	moyen	O	_
4	du	de	O	_
5	Lotissement	Lotissement	O	_
6	est	être	O	_
7	comprise	comprendre	O	_
8	entre	entre	O	_
9	81	81	O	_
10	et	et	O	_
11	88	88	O	_
12	m	m	O	_
13	NGF	ngf	EO	_
14	environ	environ	O	_
15	(	(	O	_
16	référence	référence	O	_
17	nationale	national	O	_
18	française	français	O	_
19	)	)	O	_
20	selon	selon	O	_
21	la	le	O	_
22	carte	carte	O	_
23	topographique	topographique	O	_
24	.	.	O	_


#D’après les informations extraites du Dossier Départemental des Risques Majeurs de la Préfecture des Pyrénées-Atlantiques, toutes les communes du Lotissement sont soumises au risque d’inondation par les crues.
1	D’	d’	O	_
2	après	après	O	_
3	les	le	O	_
4	informations	information	O	_
5	extraites	extraire	O	_
6	du	de	O	_
7	Dossier	dossier	BO	_
8	Départemental	départemental	IO	_
9	des	de	IO	_
10	Risques	risque	IO	_
11	Majeurs	majeur	EO	_
12	de	de	O	_
13	la	le	BO	_
14	Préfecture	préfecture	IO	_
15	des	de	IO	_
16	Pyrénées	Pyrénées	EO	_
17	-	-	EO	_
18	Atlantiques	Atlantiques	EO	_
19	,	,	O	_
20	toutes	tout	BO	_
21	les	le	BO	_
22	communes	commune	EO	_
23	du	de	IO	_
24	Lotissement	lotissement	EO	_
25	sont	être	BR	_
26	soumises	soumettre	IL	_
27	au	au	IL	_
28	risque	risque	IL	_
29	d’	d’	IL	_
30	inondation	inondation	IL	_
31	par	par	IL	_
32	les	le	IL	_
33	crues	crue	EL	_
34	.	.	O	_


#Toutefois lors de l’extension Sud du Lotissement, réalisée après la découverte des gisements de Meillon, des travaux ont été réalisés pour rendre cette zone non inondable (relèvement du niveau du sol et construction surélevée de la rocade).
1	Toutefois	toutefois	O	_
2	lors	lors	BL	_
3	de	de	IL	_
4	l’	l’	IL	_
5	extension	extension	IL	_
6	Sud	Sud	IL	_
7	du	de	IL	_
8	Lotissement	Lotissement	EL	_
9	,	,	O	_
10	réalisée	réaliser	BN	_
11	après	après	BN	_
12	la	le	BN	_
13	découverte	découverte	EN	_
14	des	de	O	_
15	gisements	gisement	O	_
16	de	de	O	_
17	Meillon	Meillon	IL	_
18	,	,	O	_
19	des	un	BN	_
20	travaux	travail	EN	_
21	ont	avoir	BN	_
22	été	être	IN	_
23	réalisés	réaliser	EN	_
24	pour	pour	O	_
25	rendre	rendre	O	_
26	cette	ce	BO	_
27	zone	zone	BO	_
28	non	non	IO	_
29	inondable	inondable	EO	_
30	(	(	O	_
31	relèvement	relèvement	BN	_
32	du	de	IN	_
33	niveau	niveau	EN	_
34	du	de	O	_
35	sol	sol	O	_
36	et	et	O	_
37	construction	construction	BN	_
38	surélevée	surélever	EN	_
39	de	de	O	_
40	la	le	BL	_
41	rocade	rocade	EL	_
42	)	)	O	_
43	.	.	O	_


#L’étude hydraulique réalisée par la société SOGREAH en août 2000 « Sud de l’Usine de Lacq – Etude hydraulique » a confirmé la situation en zone non inondable de l’usine de Lacq, selon une périodicité de 30 ans.
1	L’	l’	BN	_
2	étude	étude	BN	_
3	hydraulique	hydraulique	IN	_
4	réalisée	réaliser	EN	_
5	par	par	O	_
6	la	le	BO	_
7	société	société	IO	_
8	SOGREAH	SOGREAH	EO	_
9	en	en	BT	_
10	août	août	IT	_
11	2000	2000	ET	_
12	«	«	O	_
13	Sud	Sud	O	_
14	de	de	O	_
15	l’	l’	O	_
16	Usine	usine	O	_
17	de	de	O	_
18	Lacq	Lacq	BL	_
19	–	–	O	_
20	Etude	etude	BN	_
21	hydraulique	hydraulique	EN	_
22	»	»	O	_
23	a	avoir	O	_
24	confirmé	confirmer	O	_
25	la	le	BO	_
26	situation	situation	BO	_
27	en	en	IN	_
28	zone	zone	IN	_
29	non	non	IN	_
30	inondable	inondable	EN	_
31	de	de	O	_
32	l’	l’	BO	_
33	usine	usine	IL	_
34	de	de	IL	_
35	Lacq	Lacq	EL	_
36	,	,	O	_
37	selon	selon	BR	_
38	une	un	IO	_
39	périodicité	périodicité	EO	_
40	de	de	O	_
41	30	30	O	_
42	ans	an	O	_
43	.	.	O	_


#Il n’existe pas à l’heure actuelle de PPRI (Plan de Prévention des Risques d’Inondation) pour les communes sur lesquelles se trouve le Lotissement.
1	Il	il	O	_
2	n’	n’	O	_
3	existe	existe	O	_
4	pas	pas	O	_
5	à	à	BT	_
6	l’	l’	ET	_
7	heure	heure	IT	_
8	actuelle	actuel	ET	_
9	de	de	BO	_
10	PPRI	PPRI	IO	_
11	(	(	IO	_
12	Plan	plan	IO	_
13	de	de	IO	_
14	Prévention	prévention	IO	_
15	des	de	IO	_
16	Risques	risque	IO	_
17	d’	d’	IO	_
18	Inondation	inondation	EN	_
19	)	)	O	_
20	pour	pour	O	_
21	les	le	BO	_
22	communes	commune	EO	_
23	sur	sur	BL	_
24	lesquelles	lequel	IL	_
25	se	se	IL	_
26	trouve	trouve	IL	_
27	le	le	IL	_
28	Lotissement	lotissement	EO	_
29	.	.	O	_


#L'usage futur du site est clairement défini dans le cadre de la création du Lotissement créé en 2000 et qui a fait l’objet d’une autorisation de lotir de la préfecture des Pyrénées Atlantiques déposée le 16/02/2000.
1	L'	le	BO	_
2	usage	usage	IO	_
3	futur	futur	IO	_
4	du	de	IO	_
5	site	site	EO	_
6	est	être	O	_
7	clairement	clairement	O	_
8	défini	définir	EN	_
9	dans	dans	BR	_
10	le	le	IR	_
11	cadre	cadre	IR	_
12	de	de	ER	_
13	la	le	BN	_
14	création	création	BN	_
15	du	de	IN	_
16	Lotissement	lotissement	BO	_
17	créé	créer	BN	_
18	en	en	BT	_
19	2000	2000	ET	_
20	et	et	O	_
21	qui	qui	O	_
22	a	avoir	BN	_
23	fait	faire	IR	_
24	l’	l’	IR	_
25	objet	objet	IR	_
26	d’	d’	ER	_
27	une	un	BN	_
28	autorisation	autorisation	IN	_
29	de	de	IN	_
30	lotir	lotir	EN	_
31	de	de	O	_
32	la	le	BO	_
33	préfecture	préfecture	IO	_
34	des	de	IO	_
35	Pyrénées	pyrénée	EO	_
36	Atlantiques	atlantique	EO	_
37	déposée	déposer	O	_
38	le	le	BT	_
39	16/02/2000	16/02/2000	ET	_
40	.	.	ET	_


#L'autorisation préfectorale 22/11/2005 limite et précise que l’activité des futurs lotis sera obligatoirement industrielle et à connotation chimique.
1	L'	le	BO	_
2	autorisation	autorisation	EO	_
3	préfectorale	préfectoral	EO	_
4	22/11/2005	22/11/2005	IT	_
5	limite	limite	EN	_
6	et	et	O	_
7	précise	précise	O	_
8	que	que	O	_
9	l’	l’	BO	_
10	activité	activité	IO	_
11	des	de	IO	_
12	futurs	futur	IO	_
13	lotis	loti	EO	_
14	sera	être	O	_
15	obligatoirement	obligatoirement	O	_
16	industrielle	industriel	O	_
17	et	et	O	_
18	à	à	O	_
19	connotation	connotation	O	_
20	chimique	chimique	O	_
21	.	.	O	_


#1 - DIAGNOSTIC
1	1	1	O	_
2	-	-	O	_
3	DIAGNOSTIC	DIAGNOSTIC	EN	_


#Les activités exercées sur ce site ayant pu être à l'origine de pollution potentielle du sol et du sous-sol, l'arrêté préfectoral du 26/06/1998 precrit le diagnostic initial et l'évaluation simplifiée des risques de la plate-forme.
1	Les	le	BN	_
2	activités	activité	IN	_
3	exercées	exercer	EN	_
4	sur	sur	ER	_
5	ce	ce	BO	_
6	site	site	EO	_
7	ayant	avoir	BR	_
8	pu	pouvoir	IR	_
9	être	être	ER	_
10	à	à	BR	_
11	l'	le	IR	_
12	origine	origine	IR	_
13	de	de	ER	_
14	pollution	pollution	EN	_
15	potentielle	potentiel	O	_
16	du	de	O	_
17	sol	sol	O	_
18	et	et	O	_
19	du	de	O	_
20	sous-sol	sous-sol	O	_
21	,	,	O	_
22	l'	le	BO	_
23	arrêté	arrêté	IO	_
24	préfectoral	préfectoral	EO	_
25	du	de	O	_
26	26/06/1998	26/06/1998	IT	_
27	precrit	precrit	BN	_
28	le	le	BN	_
29	diagnostic	diagnostic	IN	_
30	initial	initial	EN	_
31	et	et	O	_
32	l'	le	BN	_
33	évaluation	évaluation	BN	_
34	simplifiée	simplifier	IN	_
35	des	de	IN	_
36	risques	risque	EN	_
37	de	de	O	_
38	la	le	BO	_
39	plate	plate	EO	_
40	-	-	EO	_
41	forme	forme	EO	_
42	.	.	O	_


#Les études remises par étapes en février 1999, novembre 1999 et février 2002, classe le site en 1 "nécessitant des investigations complémentaires " pour les milieux "eaux souterraines" et "eaux superficielles" en ce qui concerne les polluants traceurs hydrocarbures et benzène.
1	Les	le	BN	_
2	études	étude	IN	_
3	remises	remettre	IN	_
4	par	par	IN	_
5	étapes	étape	EN	_
6	en	en	BT	_
7	février	février	IT	_
8	1999	1999	IT	_
9	,	,	IT	_
10	novembre	novembre	IT	_
11	1999	1999	IT	_
12	et	et	IT	_
13	février	février	IT	_
14	2002	2002	ET	_
15	,	,	ET	_
16	classe	classer	O	_
17	le	le	O	_
18	site	site	O	_
19	en	en	O	_
20	1	1	O	_
21	"	"	O	_
22	nécessitant	nécessiter	O	_
23	des	un	O	_
24	investigations	investigation	O	_
25	complémentaires	complémentaire	O	_
26	"	"	O	_
27	pour	pour	O	_
28	les	le	O	_
29	milieux	milieu	O	_
30	"	"	O	_
31	eaux	eau	O	_
32	souterraines	souterrain	O	_
33	"	"	O	_
34	et	et	O	_
35	"	"	O	_
36	eaux	eau	O	_
37	superficielles	superficiel	O	_
38	"	"	O	_
39	en	en	O	_
40	ce	ce	O	_
41	qui	qui	O	_
42	concerne	concerne	O	_
43	les	le	O	_
44	polluants	polluant	O	_
45	traceurs	traceur	O	_
46	hydrocarbures	hydrocarbure	O	_
47	et	et	O	_
48	benzène	benzène	O	_
49	.	.	O	_


#Les autres polluants Plomb, Nickel et Soufre, pris isolément, conduiraient à un classement 2 "à surveiller".
1	Les	le	O	_
2	autres	autre	O	_
3	polluants	polluant	O	_
4	Plomb	Plomb	O	_
5	,	,	O	_
6	Nickel	Nickel	O	_
7	et	et	O	_
8	Soufre	Soufre	O	_
9	,	,	O	_
10	pris	prendre	O	_
11	isolément	isolément	O	_
12	,	,	O	_
13	conduiraient	conduire	O	_
14	à	à	O	_
15	un	un	O	_
16	classement	classement	O	_
17	2	2	O	_
18	"	"	O	_
19	à	à	O	_
20	surveiller	surveiller	O	_
21	"	"	O	_
22	.	.	O	_


#L'impact est constaté sur la nappe, sur le site et à l'aval du site, ainsi que sur les eaux superficielles (Gave de Pau).
1	L'	le	O	_
2	impact	impact	O	_
3	est	être	O	_
4	constaté	constater	O	_
5	sur	sur	O	_
6	la	le	BO	_
7	nappe	nappe	EO	_
8	,	,	O	_
9	sur	sur	O	_
10	le	le	O	_
11	site	site	O	_
12	et	et	O	_
13	à	à	BL	_
14	l'	le	IL	_
15	aval	aval	IL	_
16	du	de	IL	_
17	site	site	EL	_
18	,	,	O	_
19	ainsi	ainsi	O	_
20	que	que	O	_
21	sur	sur	O	_
22	les	le	BO	_
23	eaux	eau	EO	_
24	superficielles	superficiel	O	_
25	(	(	O	_
26	Gave	Gave	IL	_
27	de	de	IL	_
28	Pau	Pau	EL	_
29	)	)	O	_
30	.	.	O	_


#L'arrêté du 29/10/2002 prescrit le diagnostic approfondi et l'évaluation détaillée des risques du site.
1	L'	le	BO	_
2	arrêté	arrêté	IO	_
3	du	de	IO	_
4	29/10/2002	29/10/2002	IO	_
5	prescrit	prescrire	IO	_
6	le	le	BN	_
7	diagnostic	diagnostic	IN	_
8	approfondi	approfondi	EN	_
9	et	et	O	_
10	l'	le	BN	_
11	évaluation	évaluation	BN	_
12	détaillée	détaillé	BN	_
13	des	de	IN	_
14	risques	risque	EN	_
15	du	de	O	_
16	site	site	BO	_
17	.	.	O	_


#Un rapport intermédiaire a été remis fin 2003.
1	Un	un	BO	_
2	rapport	rapport	IO	_
3	intermédiaire	intermédiaire	EO	_
4	a	avoir	BN	_
5	été	être	IN	_
6	remis	remettre	EN	_
7	fin	fin	BT	_
8	2003	2003	ET	_
9	.	.	O	_


#Des investigations complémentaires nécessitant la création de piézomètres supplémentaires ont été menées durant le premier semestre 2004.
1	Des	un	BN	_
2	investigations	investigation	IN	_
3	complémentaires	complémentaire	EN	_
4	nécessitant	nécessiter	O	_
5	la	le	BN	_
6	création	création	BN	_
7	de	de	IN	_
8	piézomètres	piézomètre	EO	_
9	supplémentaires	supplémentaire	EO	_
10	ont	avoir	BN	_
11	été	être	IN	_
12	menées	mener	EN	_
13	durant	durant	BT	_
14	le	le	IT	_
15	premier	premier	IT	_
16	semestre	semestre	IT	_
17	2004	2004	ET	_
18	.	.	ET	_


