
#91.0026
#L\'activité du site était dédiée à la fabrication de joints.
1	L\'activité	l\'activité	IO	_
1	L\'inspection	l\'inspection	IO	_
2	des	de	IO	_
3	installations	installation	IO	_
4	classées	classer	EO	_
5	a	avoir	O	_
6	conclu	conclure	O	_
7	au	au	O	_
8	regard	regard	O	_
9	des	de	O	_
10	éléments	élément	O	_
11	fournis	fournir	O	_
12	par	par	O	_
13	l\'expoitant	l\'expoitant	BO	_
14	que	que	O	_
15	le	le	BO	_
16	site	site	EO	_
17	n\'avait	n\'avait	BO	_
18	pas	pas	IO	_
19	besoin	besoin	IO	_
20	d\'action	d\'action	IO	_
21	complémentaire	complémentaire	EO	_
22	.	.	O	_


#93.0067
#La société ECLAIR DAIM a exercé de 1985 à 2004 des activités de nettoyage de cuir, daim, fourrures sur 2 endroits situés de part et d’autre de la rue Philippe Lalouette (n°29/31 et 28).
1	La	le	BO	_
2	société	société	IO	_
3	ECLAIR	ECLAIR	IO	_
4	DAIM	DAIM	EO	_
5	a	avoir	BR	_
6	exercé	exercer	IR	_
7	de	de	BT	_
8	1985	1985	IT	_
9	à	à	IT	_
10	2004	2004	ET	_
11	des	un	BA	_
12	activités	activité	IA	_
13	de	de	IA	_
14	nettoyage	nettoyage	IA	_
15	de	de	IA	_
16	cuir	cuir	IA	_
17	,	,	IA	_
18	daim	daim	EA	_
19	,	,	O	_
20	fourrures	fourrure	O	_
21	sur	sur	O	_
22	2	2	BO	_
23	endroits	endroit	EO	_
24	situés	situer	BL	_
25	de	de	BL	_
26	part	part	O	_
27	et	et	O	_
28	d’	d’	O	_
29	autre	autre	O	_
30	de	de	O	_
31	la	le	BL	_
32	rue	rue	BL	_
33	Philippe	Philippe	IL	_
34	Lalouette	Lalouette	IL	_
35	(	(	IL	_
36	n°	numéro	IL	_
37	29/31	29/31	IL	_
38	et	et	IL	_
39	28	28	EL	_
40	)	)	O	_
41	.	.	O	_


#Ces activités relevaient du régime de l'autorisation au titre de la législation relative aux installations classées.
1	Ces	ce	BO	_
2	activités	activité	EO	_
3	relevaient	relever	BR	_
4	du	de	BR	_
5	régime	régime	IR	_
6	de	de	ER	_
7	l'	le	BO	_
8	autorisation	autorisation	EO	_
9	au	au	O	_
10	titre	titre	O	_
11	de	de	O	_
12	la	le	O	_
13	législation	législation	O	_
14	relative	relatif	O	_
15	aux	à	O	_
16	installations	installation	O	_
17	classées	classer	O	_
18	.	.	O	_


#Par jugement du 30 septembre 2003, le tribunal de commerce de Bobigny a prononcé la liquidation judiciaire de la société et nommé un mandataire-liquidateur.
1	Par	par	O	_
2	jugement	jugement	O	_
3	du	de	O	_
4	30	30	IT	_
5	septembre	septembre	IT	_
6	2003	2003	ET	_
7	,	,	ET	_
8	le	le	BO	_
9	tribunal	tribunal	IO	_
10	de	de	IO	_
11	commerce	commerce	EO	_
12	de	de	O	_
13	Bobigny	Bobigny	O	_
14	a	avoir	BN	_
15	prononcé	prononcer	IN	_
16	la	le	IN	_
17	liquidation	liquidation	IN	_
18	judiciaire	judiciaire	EN	_
19	de	de	O	_
20	la	le	BO	_
21	société	société	EO	_
22	et	et	O	_
23	nommé	nommer	EN	_
24	un	un	BO	_
25	mandataire	mandataire	IO	_
26	-	-	EO	_
27	liquidateur	liquidateur	EO	_
28	.	.	O	_


#La déclaration de cessation d'activité a été faite le 21 juin 2004 par le mandataire-liquidateur pour le seul local du n°28.
1	La	le	BN	_
2	déclaration	déclaration	IN	_
3	de	de	IN	_
4	cessation	cessation	IN	_
5	d'	de	IN	_
6	activité	activité	EN	_
7	a	avoir	BN	_
8	été	être	IN	_
9	faite	faire	EN	_
10	le	le	BT	_
11	21	21	IT	_
12	juin	juin	IT	_
13	2004	2004	ET	_
14	par	par	O	_
15	le	le	BO	_
16	mandataire	mandataire	IO	_
17	-	-	IO	_
18	liquidateur	liquidateur	IO	_
19	pour	pour	O	_
20	le	le	O	_
21	seul	seul	O	_
22	local	local	BL	_
23	du	de	IL	_
24	n°	numéro	IL	_
25	28	28	EL	_
26	.	.	O	_


#Le site est entouré de pavillons d'habitations de part et d'autre des 2 bâtiments anciennement exploités par la société Eclair Daim.
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	BL	_
4	entouré	entourer	IL	_
5	de	de	IL	_
6	pavillons	pavillon	IL	_
7	d'	de	O	_
8	habitations	habitation	BO	_
9	de	de	O	_
10	part	part	O	_
11	et	et	O	_
12	d'	de	O	_
13	autre	autre	O	_
14	des	de	O	_
15	2	2	BO	_
16	bâtiments	bâtiment	EO	_
17	anciennement	anciennement	BR	_
18	exploités	exploiter	BN	_
19	par	par	ER	_
20	la	le	BO	_
21	société	société	IO	_
22	Eclair	Eclair	IO	_
23	Daim	Daim	EO	_
24	.	.	O	_


#En 2005, dans le cadre de la cessation d'activité, environ 5 tonnes de déchets dangereux ont été évacués par le représentant de l'exploitant dans le cadre de la mise en sécurité du site.
1	En	en	BT	_
2	2005	2005	ET	_
3	,	,	ET	_
4	dans	dans	BR	_
5	le	le	IR	_
6	cadre	cadre	IR	_
7	de	de	ER	_
8	la	le	BN	_
9	cessation	cessation	BN	_
10	d'	de	IN	_
11	activité	activité	EN	_
12	,	,	O	_
13	environ	environ	O	_
14	5	5	BO	_
15	tonnes	tonne	IO	_
16	de	de	IO	_
17	déchets	déchet	IO	_
18	dangereux	dangereux	EO	_
19	ont	avoir	BN	_
20	été	être	IN	_
21	évacués	évacuer	EN	_
22	par	par	BO	_
23	le	le	BO	_
24	représentant	représentant	BO	_
25	de	de	O	_
26	l'	le	BO	_
27	exploitant	exploitant	EO	_
28	dans	dans	BR	_
29	le	le	IR	_
30	cadre	cadre	IR	_
31	de	de	ER	_
32	la	le	BN	_
33	mise	mise	IN	_
34	en	en	IN	_
35	sécurité	sécurité	EN	_
36	du	de	O	_
37	site	site	O	_
38	.	.	O	_


#Des diagnostics de sols ont été transmis pour le numéro 28, les autres parcelles n'ont pas été investiguées malgré les demandes de l'inspection des installations classées.
1	Des	un	BN	_
2	diagnostics	diagnostic	IN	_
3	de	de	IN	_
4	sols	sol	EN	_
5	ont	avoir	BN	_
6	été	être	IN	_
7	transmis	transmettre	EN	_
8	pour	pour	O	_
9	le	le	BO	_
10	numéro	numéro	IO	_
11	28	28	EO	_
12	,	,	O	_
13	les	le	O	_
14	autres	autre	O	_
15	parcelles	parcelle	O	_
16	n'	n'	O	_
17	ont	avoir	BN	_
18	pas	pas	IN	_
19	été	être	IN	_
20	investiguées	investiguer	EN	_
21	malgré	malgré	O	_
22	les	le	O	_
23	demandes	demande	O	_
24	de	de	O	_
25	l'	le	O	_
26	inspection	inspection	O	_
27	des	de	O	_
28	installations	installation	O	_
29	classées	classer	O	_
30	.	.	O	_


#Au numéro 28, les terres identifiées polluées au tétrachloréthylène (PCE) ont été excavées en partie.
1	Au	au	O	_
2	numéro	numéro	O	_
3	28	28	O	_
4	,	,	O	_
5	les	le	BO	_
6	terres	terre	IO	_
7	identifiées	identifier	IO	_
8	polluées	polluer	EO	_
9	au	au	O	_
10	tétrachloréthylène	tétrachloréthylène	O	_
11	(	(	O	_
12	PCE	pce	O	_
13	)	)	O	_
14	ont	avoir	BN	_
15	été	être	IN	_
16	excavées	excaver	EN	_
17	en	en	IN	_
18	partie	partie	EN	_
19	.	.	O	_


#Une dalle de ciment de 15 cm a été coulée sur la totalité de la surface de l'ancien atelier et un revêtement de sol a été posé.
1	Une	un	BO	_
2	dalle	dalle	IO	_
3	de	de	IO	_
4	ciment	ciment	EO	_
5	de	de	O	_
6	15	15	O	_
7	cm	cm	O	_
8	a	avoir	BN	_
9	été	être	IN	_
10	coulée	couler	EN	_
11	sur	sur	O	_
12	la	le	O	_
13	totalité	totalité	O	_
14	de	de	O	_
15	la	le	O	_
16	surface	surface	O	_
17	de	de	O	_
18	l'	le	O	_
19	ancien	ancien	O	_
20	atelier	atelier	O	_
21	et	et	O	_
22	un	un	BO	_
23	revêtement	revêtement	IO	_
24	de	de	IO	_
25	sol	sol	EO	_
26	a	avoir	BN	_
27	été	être	IN	_
28	posé	poser	EN	_
29	.	.	O	_


#L'étude sur l'évaluation des risques de janvier 2007 concluait à des valeurs de risques inférieures aux valeurs de référence pour un usage de bureau.
1	L'	le	BN	_
2	étude	étude	EN	_
3	sur	sur	O	_
4	l'	le	O	_
5	évaluation	évaluation	BN	_
6	des	de	IN	_
7	risques	risque	EN	_
8	de	de	BT	_
9	janvier	janvier	IT	_
10	2007	2007	ET	_
11	concluait	conclure	O	_
12	à	à	O	_
13	des	un	O	_
14	valeurs	valeur	O	_
15	de	de	O	_
16	risques	risque	O	_
17	inférieures	inférieur	O	_
18	aux	à	O	_
19	valeurs	valeur	O	_
20	de	de	O	_
21	référence	référence	O	_
22	pour	pour	O	_
23	un	un	O	_
24	usage	usage	O	_
25	de	de	O	_
26	bureau	bureau	O	_
27	.	.	O	_


#Fin 2010, des riverains de la rue Philippe Lalouette ont signalé qu'ils étaient incommodés par des odeurs.
1	Fin	fin	BT	_
2	2010	2010	ET	_
3	,	,	ET	_
4	des	un	BO	_
5	riverains	riverain	EO	_
6	de	de	O	_
7	la	le	BL	_
8	rue	rue	BL	_
9	Philippe	Philippe	IL	_
10	Lalouette	Lalouette	ER	_
11	ont	avoir	BN	_
12	signalé	signaler	EN	_
13	qu'	que	O	_
14	ils	il	O	_
15	étaient	être	O	_
16	incommodés	incommoder	EO	_
17	par	par	O	_
18	des	un	O	_
19	odeurs	odeur	O	_
20	.	.	O	_


#Le LCPP (laboratoire central de la préfecture de police) est intervenu à la demande de la mairie pour réaliser des mesures d'air ambiant.
1	Le	le	BO	_
2	LCPP	LCPP	EO	_
3	(	(	O	_
4	laboratoire	laboratoire	O	_
5	central	central	O	_
6	de	de	O	_
7	la	le	O	_
8	préfecture	préfecture	O	_
9	de	de	O	_
10	police	police	O	_
11	)	)	O	_
12	est	être	BN	_
13	intervenu	intervenir	EN	_
14	à	à	BR	_
15	la	le	IR	_
16	demande	demande	IR	_
17	de	de	ER	_
18	la	le	BO	_
19	mairie	mairie	EO	_
20	pour	pour	O	_
21	réaliser	réaliser	BN	_
22	des	un	IN	_
23	mesures	mesure	EN	_
24	d'	de	O	_
25	air	air	O	_
26	ambiant	ambiant	O	_
27	.	.	O	_


#A la suite des résultats de mesure de la qualité de l'air intérieur de fin 2010 et avril 2011 mettant en évidence la présence de tétrachloroéthylène dans l'air intérieur des habitations riveraines de l'ancien site, un arrêté préfectoral complémentaire été notifié au liquidateur le 26/08/2011 lui prescrivant de remettre des études complémentaires dans un délai de 3 mois afin de vérifier si le site présentait encore des sources de pollution liées à l'activité exercée par Eclair Daim qui pourraient être à l'origine d'un transfert vers les tiers.
1	A	à	BR	_
2	la	le	IR	_
3	suite	suite	ER	_
4	des	de	BN	_
5	résultats	résultat	IN	_
6	de	de	IN	_
7	mesure	mesure	EN	_
8	de	de	O	_
9	la	le	BO	_
10	qualité	qualité	IO	_
11	de	de	IO	_
12	l'	le	IO	_
13	air	air	IO	_
14	intérieur	intérieur	O	_
15	de	de	O	_
16	fin	fin	BT	_
17	2010	2010	IT	_
18	et	et	IT	_
19	avril	avril	IT	_
20	2011	2011	ET	_
21	mettant	mettre	O	_
22	en	en	O	_
23	évidence	évidence	O	_
24	la	le	O	_
25	présence	présence	O	_
26	de	de	O	_
27	tétrachloroéthylène	tétrachloroéthylène	O	_
28	dans	dans	O	_
29	l'	le	O	_
30	air	air	O	_
31	intérieur	intérieur	O	_
32	des	de	O	_
33	habitations	habitation	IL	_
34	riveraines	riverain	IL	_
35	de	de	O	_
36	l'	le	BO	_
37	ancien	ancien	O	_
38	site	site	O	_
39	,	,	O	_
40	un	un	BO	_
41	arrêté	arrêté	IO	_
42	préfectoral	préfectoral	IO	_
43	complémentaire	complémentaire	EO	_
44	été	être	IN	_
45	notifié	notifier	EN	_
46	au	au	O	_
47	liquidateur	liquidateur	O	_
48	le	le	BT	_
49	26/08/2011	26/08/2011	IT	_
50	lui	lui	O	_
51	prescrivant	prescrire	BN	_
52	de	de	IN	_
53	remettre	remettre	IN	_
54	des	un	IN	_
55	études	étude	IN	_
56	complémentaires	complémentaire	EO	_
57	dans	dans	BT	_
58	un	un	IT	_
59	délai	délai	IT	_
60	de	de	IT	_
61	3	3	IT	_
62	mois	mois	ET	_
63	afin	afin	O	_
64	de	de	O	_
65	vérifier	vérifier	O	_
66	si	si	O	_
67	le	le	BO	_
68	site	site	EO	_
69	présentait	présenter	BO	_
70	encore	encore	IO	_
71	des	un	IO	_
72	sources	source	IO	_
73	de	de	IO	_
74	pollution	pollution	EO	_
75	liées	lier	BR	_
76	à	à	ER	_
77	l'	le	BA	_
78	activité	activité	IA	_
79	exercée	exercer	IA	_
80	par	par	ER	_
81	Eclair	Eclair	IO	_
82	Daim	Daim	EO	_
83	qui	qui	O	_
84	pourraient	pouvoir	O	_
85	être	être	O	_
86	à	à	O	_
87	l'	le	IR	_
88	origine	origine	IR	_
89	d'	de	ER	_
90	un	un	BN	_
91	transfert	transfert	BN	_
92	vers	vers	IN	_
93	les	le	IN	_
94	tiers	tiers	EN	_
95	.	.	O	_


#En date du 28/11/2011, le liquidateur a écrit au préfet indiquant qu'il ne disposait pas et ne disposerait pas des fonds nécessaires, dans le cadre des opérations de liquidation judiciaire, pour réaliser les opérations demandées.
1	En	en	BT	_
2	date	date	IT	_
3	du	de	IT	_
4	28/11/2011	28/11/2011	IT	_
5	,	,	O	_
6	le	le	BO	_
7	liquidateur	liquidateur	EO	_
8	a	avoir	BN	_
9	écrit	écrire	EN	_
10	au	au	O	_
11	préfet	préfet	O	_
12	indiquant	indiquer	O	_
13	qu'	que	O	_
14	il	il	O	_
15	ne	ne	O	_
16	disposait	disposer	O	_
17	pas	pas	O	_
18	et	et	O	_
19	ne	ne	O	_
20	disposerait	disposer	O	_
21	pas	pas	O	_
22	des	de	O	_
23	fonds	fonds	O	_
24	nécessaires	nécessaire	O	_
25	,	,	O	_
26	dans	dans	O	_
27	le	le	O	_
28	cadre	cadre	O	_
29	des	de	BN	_
30	opérations	opération	IN	_
31	de	de	IN	_
32	liquidation	liquidation	IN	_
33	judiciaire	judiciaire	EN	_
34	,	,	O	_
35	pour	pour	O	_
36	réaliser	réaliser	BN	_
37	les	le	IN	_
38	opérations	opération	EN	_
39	demandées	demander	O	_
40	.	.	O	_


#Un arrêté de mise en demeure du 16/02/2012 a été pris par le préfet demandant au liquidateur le respect de l'arrêté préfectoral complémentaire du 26/08/2011 dans un délai d'un mois.
1	Un	un	BO	_
2	arrêté	arrêté	IO	_
3	de	de	IO	_
4	mise	mise	IO	_
5	en	en	IO	_
6	demeure	demeure	EO	_
7	du	de	O	_
8	16/02/2012	16/02/2012	ET	_
9	a	avoir	BN	_
10	été	être	IN	_
11	pris	prendre	EN	_
12	par	par	O	_
13	le	le	BO	_
14	préfet	préfet	EO	_
15	demandant	demander	O	_
16	au	au	O	_
17	liquidateur	liquidateur	O	_
18	le	le	O	_
19	respect	respect	O	_
20	de	de	O	_
21	l'	le	BO	_
22	arrêté	arrêté	IO	_
23	préfectoral	préfectoral	IO	_
24	complémentaire	complémentaire	EO	_
25	du	de	O	_
26	26/08/2011	26/08/2011	IT	_
27	dans	dans	BT	_
28	un	un	IT	_
29	délai	délai	IT	_
30	d'	de	IT	_
31	un	un	IT	_
32	mois	mois	ET	_
33	.	.	O	_


#Un arrêté de consignation a été pris le 29/05/2012 (correspondant au montant des études nécessaires pour la réalisation des investigations des milieux demandées par l'arrêté préfectoral du 26 août 2011).
1	Un	un	BO	_
2	arrêté	arrêté	IO	_
3	de	de	IO	_
4	consignation	consignation	EO	_
5	a	avoir	BN	_
6	été	être	IN	_
7	pris	prendre	EN	_
8	le	le	BT	_
9	29/05/2012	29/05/2012	IT	_
10	(	(	O	_
11	correspondant	correspondant	O	_
12	au	au	O	_
13	montant	montant	O	_
14	des	de	O	_
15	études	étude	O	_
16	nécessaires	nécessaire	O	_
17	pour	pour	O	_
18	la	le	BN	_
19	réalisation	réalisation	IN	_
20	des	de	IN	_
21	investigations	investigation	IN	_
22	des	de	IN	_
23	milieux	milieu	EN	_
24	demandées	demander	EN	_
25	par	par	O	_
26	l'	le	BO	_
27	arrêté	arrêté	IO	_
28	préfectoral	préfectoral	EO	_
29	du	de	O	_
30	26	26	BT	_
31	août	août	IT	_
32	2011	2011	ET	_
33	)	)	ET	_
34	.	.	O	_


#Considérant que la liquidation était impécunieuse et compte tenu de la nécessité de procéder à des investigations complémentaires en vue de mettre le site en sécurité et protéger les tiers, le préfet a pris un arrêté prescrivant la réalisation de travaux d’office le 28/11/2012 chargeant l’ADEME des études préalables visant à la mise en sécurité du site.
1	Considérant	considérer	O	_
2	que	que	O	_
3	la	le	O	_
4	liquidation	liquidation	O	_
5	était	être	O	_
6	impécunieuse	impécunieux	O	_
7	et	et	O	_
8	compte	compte	O	_
9	tenu	tenir	O	_
10	de	de	O	_
11	la	le	O	_
12	nécessité	nécessité	O	_
13	de	de	O	_
14	procéder	procéder	O	_
15	à	à	O	_
16	des	un	O	_
17	investigations	investigation	O	_
18	complémentaires	complémentaire	O	_
19	en	en	O	_
20	vue	vue	O	_
21	de	de	O	_
22	mettre	mettre	O	_
23	le	le	O	_
24	site	site	O	_
25	en	en	O	_
26	sécurité	sécurité	O	_
27	et	et	O	_
28	protéger	protéger	O	_
29	les	le	O	_
30	tiers	tiers	O	_
31	,	,	O	_
32	le	le	BO	_
33	préfet	préfet	EO	_
34	a	avoir	BN	_
35	pris	prendre	EN	_
36	un	un	BN	_
37	arrêté	arrêté	EN	_
38	prescrivant	prescrire	BN	_
39	la	le	BN	_
40	réalisation	réalisation	IN	_
41	de	de	IN	_
42	travaux	travail	IN	_
43	d’	d’	IN	_
44	office	office	EN	_
45	le	le	BT	_
46	28/11/2012	28/11/2012	IT	_
47	chargeant	charger	BN	_
48	l’	l’	BO	_
49	ADEME	ADEME	EO	_
50	des	de	BN	_
51	études	étude	IN	_
52	préalables	préalable	EN	_
53	visant	viser	BR	_
54	à	à	ER	_
55	la	le	BN	_
56	mise	mise	IN	_
57	en	en	IN	_
58	sécurité	sécurité	EN	_
59	du	de	O	_
60	site	site	O	_
61	.	.	O	_


#Une réunion d'information a été organisée par la mairie et le préfet le 25 novembre 2013.
1	Une	un	BN	_
2	réunion	réunion	IN	_
3	d'	de	IN	_
4	information	information	EN	_
5	a	avoir	BN	_
6	été	être	IN	_
7	organisée	organiser	EN	_
8	par	par	BO	_
9	la	le	BO	_
10	mairie	mairie	EO	_
11	et	et	O	_
12	le	le	BO	_
13	préfet	préfet	EO	_
14	le	le	BT	_
15	25	25	IT	_
16	novembre	novembre	IT	_
17	2013	2013	ET	_
18	.	.	ET	_


#L'ADEME a rendu son rapport (compte rendu d’intervention terminée) le 14/11/2014.
1	L'	le	BO	_
2	ADEME	ADEME	EO	_
3	a	avoir	BN	_
4	rendu	rendre	EN	_
5	son	son	BO	_
6	rapport	rapport	EO	_
7	(	(	O	_
8	compte	compte	O	_
9	rendu	rendre	O	_
10	d’	d’	O	_
11	intervention	intervention	O	_
12	terminée	terminer	O	_
13	)	)	O	_
14	le	le	BT	_
15	14/11/2014	14/11/2014	ET	_
16	.	.	ET	_


#L'étude réalisée montrait :
1	L'	le	O	_
2	étude	étude	O	_
3	réalisée	réaliser	O	_
4	montrait	montrer	O	_
5	:	:	O	_


