
#42.0162
#Historique :
1	Historique	historique	O	_
9	AUVERLAND	AUVERLAND	EO	_
10	reprend	reprendre	BN	_
11	l’	l’	BN	_
12	exploitation	exploitation	EN	_
13	du	de	BO	_
14	site	site	EO	_
15	pour	pour	O	_
16	y	y	BA	_
17	fabriquer	fabriquer	BA	_
18	des	un	IA	_
19	4x4	4x4	IA	_
20	destinés	destiner	IA	_
21	aux	à	IA	_
22	secteurs	secteur	IA	_
23	civil	civil	IA	_
24	et	et	IA	_
25	militaires	militaire	EA	_
26	.	.	O	_


#Activités de traitement chimique des métaux (décapage et passivation), d’application et de séchage de peinture par pulvérisation, de stockage de solvants et de peinture
1	Activités	activité	BA	_
2	de	de	IA	_
3	traitement	traitement	IA	_
4	chimique	chimique	IA	_
5	des	de	IA	_
6	métaux	métal	EA	_
7	(	(	O	_
8	décapage	décapage	BA	_
9	et	et	O	_
10	passivation	passivation	EN	_
11	)	)	O	_
12	,	,	O	_
13	d’	d’	O	_
14	application	application	IA	_
15	et	et	IA	_
16	de	de	IA	_
17	séchage	séchage	IA	_
18	de	de	IA	_
19	peinture	peinture	IA	_
20	par	par	IA	_
21	pulvérisation	pulvérisation	EN	_
22	,	,	O	_
23	de	de	O	_
24	stockage	stockage	IA	_
25	de	de	IA	_
26	solvants	solvant	IA	_
27	et	et	IA	_
28	de	de	IA	_
29	peinture	peinture	IA	_


#- 2001-2005 : Le site est exploité par la SNAA (Société Nouvelle des Automobiles Auverland) qui pratique la même activité (fabrication de 4x4 destinés aux secteurs civil et militaires).
1	-	-	O	_
2	2001	2001	ET	_
3	-	-	IT	_
4	2005	2005	ET	_
5	 	 	O	_
6	:	:	BO	_
7	Le	le	BO	_
8	site	site	EO	_
9	est	être	BN	_
10	exploité	exploiter	EN	_
11	par	par	BO	_
12	la	le	BO	_
13	SNAA	SNAA	EO	_
14	(	(	BO	_
15	Société	société	BO	_
16	Nouvelle	nouveau	IO	_
17	des	de	IO	_
18	Automobiles	automobile	IO	_
19	Auverland	Auverland	EO	_
20	)	)	O	_
21	qui	qui	O	_
22	pratique	pratique	O	_
23	la	le	O	_
24	même	même	O	_
25	activité	activité	O	_
26	(	(	BA	_
27	fabrication	fabrication	IA	_
28	de	de	IA	_
29	4x4	4x4	IA	_
30	destinés	destiner	IA	_
31	aux	à	IA	_
32	secteurs	secteur	IA	_
33	civil	civil	IA	_
34	et	et	IA	_
35	militaires	militaire	EA	_
36	)	)	O	_
37	.	.	O	_


#- Depuis 2005 : Auverland fait l’acquisition de PANHARD.
1	-	-	O	_
2	Depuis	depuis	BT	_
3	2005	2005	ET	_
4	 	 	O	_
5	:	:	BO	_
6	Auverland	Auverland	EO	_
7	fait	faire	BN	_
8	l’	l’	BN	_
9	acquisition	acquisition	EN	_
10	de	de	BO	_
11	PANHARD	PANHARD	EO	_
12	.	.	O	_


#La société PANHARD GENERAL DEFENSE est réglementée par le récépissé de déclaration n°2829 du 24 septembre 2007 et celui n°2857 du 24 septembre 2008.
1	La	le	BO	_
2	société	société	IO	_
3	PANHARD	PANHARD	IO	_
4	GENERAL	GENERAL	EO	_
5	DEFENSE	DEFENSE	EO	_
6	est	être	BN	_
7	réglementée	réglementer	BN	_
8	par	par	O	_
9	le	le	BN	_
10	récépissé	récépissé	EN	_
11	de	de	BN	_
12	déclaration	déclaration	EN	_
13	n°	numéro	O	_
14	2829	2829	O	_
15	du	de	O	_
16	24	24	BT	_
17	septembre	septembre	IT	_
18	2007	2007	ET	_
19	et	et	O	_
20	celui	celui	O	_
21	n°	numéro	O	_
22	2857	2857	O	_
23	du	de	O	_
24	24	24	BT	_
25	septembre	septembre	IT	_
26	2008	2008	ET	_
27	.	.	ET	_


#Le site présente une surface totale d’environ 35 314 m² dont 8000 m² de bâtiments.
1	Le	le	BO	_
2	site	site	EO	_
3	présente	présente	O	_
4	une	un	O	_
5	surface	surface	O	_
6	totale	total	O	_
7	d’	d’	O	_
8	environ	environ	O	_
9	35	35	O	_
10	314	314	O	_
11	m²	m²	O	_
12	dont	dont	O	_
13	8000	8000	BO	_
14	m²	m²	IO	_
15	de	de	IO	_
16	bâtiments	bâtiment	EO	_
17	.	.	O	_


#Il est localisé dans la partie Est de la commune de St Germain Laval.
1	Il	il	O	_
2	est	être	O	_
3	localisé	localiser	BL	_
4	dans	dans	IL	_
5	la	le	IL	_
6	partie	partie	IL	_
7	Est	est	IL	_
8	de	de	IL	_
9	la	le	IL	_
10	commune	commune	IL	_
11	de	de	IL	_
12	St	St	IL	_
13	Germain	Germain	IL	_
14	Laval	Laval	EL	_
15	.	.	O	_


#Les zones environnantes majoritairement agricoles peuvent être décrites de la manière suivante :
1	Les	le	BO	_
2	zones	zone	BO	_
3	environnantes	environnant	EO	_
4	majoritairement	majoritairement	O	_
5	agricoles	agricole	O	_
6	peuvent	pouvoir	O	_
7	être	être	O	_
8	décrites	décrire	O	_
9	de	de	O	_
10	la	le	O	_
11	manière	manière	O	_
12	suivante	suivant	O	_
13	 	 	O	_
14	:	:	O	_


#- Nord : des parcelles agricoles,
1	-	-	O	_
2	Nord	Nord	O	_
3	 	 	O	_
4	:	:	BO	_
5	des	un	BO	_
6	parcelles	parcelle	IO	_
7	agricoles	agricole	EO	_
8	,	,	O	_


#- Ouest : la route départementale D21, des fermes, des résidences, puis le centre ville de la commune (700 m),
1	-	-	O	_
2	Ouest	Ouest	O	_
3	 	 	O	_
4	:	:	IL	_
5	la	le	IL	_
6	route	route	IL	_
7	départementale	départemental	IL	_
8	D21	D21	O	_
9	,	,	O	_
10	des	un	BO	_
11	fermes	ferme	BO	_
12	,	,	EO	_
13	des	un	EO	_
14	résidences	résidence	EO	_
15	,	,	BL	_
16	puis	puis	BL	_
17	le	le	IL	_
18	centre	centre	IL	_
19	ville	vill	IL	_
20	de	de	IL	_
21	la	le	IL	_
22	commune	commune	IL	_
23	(	(	IL	_
24	700	700	IL	_
25	m	m	O	_
26	)	)	O	_
27	,	,	O	_


#- Sud : une déchetterie, des terrains de sports (300 m), un lotissement et des parcelles agricoles,
1	-	-	O	_
2	Sud	Sud	O	_
3	 	 	O	_
4	:	:	BO	_
5	une	un	BO	_
6	déchetterie	déchetterie	EO	_
7	,	,	BO	_
8	des	un	BO	_
9	terrains	terrain	IO	_
10	de	de	IO	_
11	sports	sport	EO	_
12	(	(	O	_
13	300	300	O	_
14	m	m	O	_
15	)	)	O	_
16	,	,	BO	_
17	un	un	BO	_
18	lotissement	lotissement	EO	_
19	et	et	BO	_
20	des	un	BO	_
21	parcelles	parcelle	IO	_
22	agricoles	agricole	EO	_
23	,	,	O	_


#- Est : des parcelles agricoles.
1	-	-	O	_
2	Est	Est	O	_
3	 	 	O	_
4	:	:	BO	_
5	des	un	BO	_
6	parcelles	parcelle	IO	_
7	agricoles	agricole	EO	_
8	.	.	O	_


#Contexte géologique :
1	Contexte	contexte	O	_
2	géologique	géologique	O	_
3	 	 	O	_
4	:	:	O	_


#Le profil géologique général du site attendu est le suivant, du haut vers le bas :
1	Le	le	O	_
2	profil	profil	O	_
3	géologique	géologique	O	_
4	général	général	O	_
5	du	de	O	_
6	site	site	O	_
7	attendu	attendre	O	_
8	est	être	O	_
9	le	le	O	_
10	suivant	suivant	O	_
11	,	,	O	_
12	du	de	O	_
13	haut	haut	O	_
14	vers	vers	O	_
15	le	le	O	_
16	bas	bas	O	_
17	 	 	O	_
18	:	:	O	_


#- les « alluvions anciennes » du Quaternaire de la vallée de l’Aix, constitué de sable limoneux à graviers et cailloux sur une épaisseur de l’ordre de 5 m,
1	-	-	O	_
2	les	le	O	_
3	«	«	O	_
4	 	 	O	_
5	alluvions	alluvion	O	_
6	anciennes	ancien	O	_
7	 	 	O	_
8	»	»	O	_
9	du	de	BT	_
10	Quaternaire	quaternaire	ET	_
11	de	de	BL	_
12	la	le	IL	_
13	vallée	vallée	IL	_
14	de	de	EL	_
15	l’	l’	EL	_
16	Aix	Aix	EL	_
17	,	,	O	_
18	constitué	constituer	O	_
19	de	de	O	_
20	sable	sable	O	_
21	limoneux	limoneux	O	_
22	à	à	O	_
23	graviers	gravier	O	_
24	et	et	O	_
25	cailloux	caillou	O	_
26	sur	sur	O	_
27	une	un	O	_
28	épaisseur	épaisseur	O	_
29	de	de	O	_
30	l’	l’	O	_
31	ordre	ordre	O	_
32	de	de	O	_
33	5	5	O	_
34	m	m	O	_
35	,	,	O	_


#- les « colluvions argilo-sableuses des bas versants et fonds de vallons » datant du stampien, épais d’environ 2 m,
1	-	-	O	_
2	les	le	O	_
3	«	«	O	_
4	 	 	O	_
5	colluvions	colluvion	O	_
6	argilo	argilo	O	_
7	-	-	O	_
8	sableuses	sableux	O	_
9	des	de	IL	_
10	bas	bas	IL	_
11	versants	versant	IL	_
12	et	et	IL	_
13	fonds	fonds	IL	_
14	de	de	IL	_
15	vallons	vallon	IL	_
16	 	 	O	_
17	»	»	O	_
18	datant	dater	O	_
19	du	de	O	_
20	stampien	stampien	O	_
21	,	,	O	_
22	épais	épais	O	_
23	d’	d’	O	_
24	environ	environ	O	_
25	2	2	O	_
26	m	m	O	_
27	,	,	O	_


#- la formation des « sables et argiles » correspondant à des dépôts tertiaires argilo-sableux très épais, souvent supérieur à 150 m.
1	-	-	O	_
2	la	le	O	_
3	formation	formation	O	_
4	des	de	O	_
5	«	«	O	_
6	 	 	O	_
7	sables	sable	O	_
8	et	et	O	_
9	argiles	argile	O	_
10	 	 	O	_
11	»	»	O	_
12	correspondant	correspondre	O	_
13	à	à	O	_
14	des	un	O	_
15	dépôts	dépôt	O	_
16	tertiaires	tertiaire	O	_
17	argilo	argilo	O	_
18	-	-	O	_
19	sableux	sableux	O	_
20	très	très	O	_
21	épais	épais	O	_
22	,	,	O	_
23	souvent	souvent	O	_
24	supérieur	supérieur	O	_
25	à	à	O	_
26	150	150	O	_
27	m.	m.	O	_


#Cette formation consiste en une alternance de bancs de plusieurs mètres d’épaisseurs (2 à 5 m) :
1	Cette	ce	O	_
2	formation	formation	O	_
3	consiste	consiste	O	_
4	en	en	O	_
5	une	un	O	_
6	alternance	alternance	O	_
7	de	de	O	_
8	bancs	banc	O	_
9	de	de	O	_
10	plusieurs	plusieurs	O	_
11	mètres	mètre	O	_
12	d’	d’	O	_
13	épaisseurs	épaisseur	O	_
14	(	(	O	_
15	2	2	O	_
16	à	à	O	_
17	5	5	O	_
18	m	m	O	_
19	)	)	O	_
20	 	 	O	_
21	:	:	O	_


#* d’argile plus ou moins limoneuse à sableuse rougeâtre à ocre,
1	*	*	O	_
2	d’	d’	O	_
3	argile	argile	O	_
4	plus	plus	O	_
5	ou	ou	O	_
6	moins	moins	O	_
7	limoneuse	limoneux	O	_
8	à	à	O	_
9	sableuse	sableux	O	_
10	rougeâtre	rougeâtre	O	_
11	à	à	O	_
12	ocre	ocre	O	_
13	,	,	O	_


#* de sable blanc à rosé, plus ou moins argileux.
1	*	*	O	_
2	de	de	O	_
3	sable	sable	O	_
4	blanc	blanc	O	_
5	à	à	O	_
6	rosé	rosé	O	_
7	,	,	O	_
8	plus	plus	O	_
9	ou	ou	O	_
10	moins	moins	O	_
11	argileux	argileux	O	_
12	.	.	O	_


#- plus en profondeur, des formations filoniennes à dominante granitique.
1	-	-	O	_
2	plus	plus	O	_
3	en	en	O	_
4	profondeur	profondeur	O	_
5	,	,	O	_
6	des	un	O	_
7	formations	formation	BN	_
8	filoniennes	filonien	EN	_
9	à	à	O	_
10	dominante	dominante	O	_
11	granitique	granitique	O	_
12	.	.	O	_


#Contexte hydrologique :
1	Contexte	contexte	O	_
2	hydrologique	hydrologique	O	_
3	 	 	O	_
4	:	:	O	_


#L’étendue d’eau la plus proche est un bassin d’épuration située à 200 m au Sud-Est du site.
1	L’	l’	BO	_
2	étendue	étendue	IO	_
3	d’	d’	IO	_
4	eau	eau	EO	_
5	la	le	O	_
6	plus	plus	O	_
7	proche	proche	O	_
8	est	être	O	_
9	un	un	O	_
10	bassin	bassin	O	_
11	d’	d’	O	_
12	épuration	épuration	O	_
13	située	situer	BL	_
14	à	à	IL	_
15	200	200	IL	_
16	m	m	IL	_
17	au	au	IL	_
18	Sud-Est	sud-est	IL	_
19	du	de	IL	_
20	site	site	EL	_
21	.	.	O	_


#Le cours d’eau le plus proche est la rivière de l’Aix (réputée pour ces activités de pêche), située à 350 m au Sud-Est du site qui s’écoule vers l’Est en direction de la Loire.
1	Le	le	BO	_
2	cours	cours	IO	_
3	d’	d’	IO	_
4	eau	eau	EO	_
5	le	le	O	_
6	plus	plus	O	_
7	proche	proche	O	_
8	est	être	O	_
9	la	le	BL	_
10	rivière	rivière	IL	_
11	de	de	IL	_
12	l’	l’	IL	_
13	Aix	Aix	EL	_
14	(	(	O	_
15	réputée	réputer	O	_
16	pour	pour	O	_
17	ces	ce	BA	_
18	activités	activité	BA	_
19	de	de	IA	_
20	pêche	pêche	EA	_
21	)	)	O	_
22	,	,	O	_
23	située	situer	BL	_
24	à	à	IL	_
25	350	350	IL	_
26	m	m	IL	_
27	au	au	IL	_
28	Sud-Est	sud-est	IL	_
29	du	de	IL	_
30	site	site	EL	_
31	qui	qui	O	_
32	s’	s’	O	_
33	écoule	écoule	O	_
34	vers	vers	BT	_
35	l’	l’	IL	_
36	Est	est	IL	_
37	en	en	IL	_
38	direction	direction	IL	_
39	de	de	IL	_
40	la	le	IL	_
41	Loire	Loire	EL	_
42	.	.	O	_


#Le site est implanté dans une zone de marais, avec la présence de nombreuses rigoles et marres.
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	BL	_
4	implanté	implanter	IL	_
5	dans	dans	IL	_
6	une	un	IL	_
7	zone	zone	IL	_
8	de	de	IL	_
9	marais	marais	EL	_
10	,	,	O	_
11	avec	avec	O	_
12	la	le	O	_
13	présence	présence	O	_
14	de	de	O	_
15	nombreuses	nombreux	O	_
16	rigoles	rigole	O	_
17	et	et	O	_
18	marres	marre	O	_
19	.	.	O	_


#Le cours d’eau de plus grande taille le plus proche est le ruisseau « Blutin » situé à environ 3,5 km au Nord du site.
1	Le	le	BO	_
2	cours	cours	EO	_
3	d’	d’	O	_
4	eau	eau	O	_
5	de	de	O	_
6	plus	plus	O	_
7	grande	grand	O	_
8	taille	taille	O	_
9	le	le	O	_
10	plus	plus	O	_
11	proche	proche	O	_
12	est	être	O	_
13	le	le	O	_
14	ruisseau	ruisseau	O	_
15	«	«	O	_
16	 	 	O	_
17	Blutin	Blutin	O	_
18	 	 	BL	_
19	»	»	BL	_
20	situé	situer	BL	_
21	à	à	IL	_
22	environ	environ	IL	_
23	3,5	3,5	IL	_
24	km	kilomètre	IL	_
25	au	au	IL	_
26	Nord	nord	IL	_
27	du	de	EL	_
28	site	site	EL	_
29	.	.	O	_


#Contexte hydrogéologique :
1	Contexte	contexte	O	_
2	hydrogéologique	hydrogéologique	O	_
3	 	 	O	_
4	:	:	O	_


#Le site est situé dans des terrains alluviaux qui renferment une nappe superficielle dont la profondeur est estimée à une profondeur inférieure à 5 m par rapport au niveau du sol et est retenue par les niveaux argileux sous-jacents.
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	BL	_
4	situé	situer	IL	_
5	dans	dans	IL	_
6	des	un	IL	_
7	terrains	terrain	IL	_
8	alluviaux	alluvial	O	_
9	qui	qui	O	_
10	renferment	renfermer	O	_
11	une	un	O	_
12	nappe	nappe	O	_
13	superficielle	superficiel	O	_
14	dont	dont	O	_
15	la	le	O	_
16	profondeur	profondeur	O	_
17	est	être	O	_
18	estimée	estimer	O	_
19	à	à	O	_
20	une	un	O	_
21	profondeur	profondeur	O	_
22	inférieure	inférieur	O	_
23	à	à	O	_
24	5	5	O	_
25	m	m	O	_
26	par	par	O	_
27	rapport	rapport	O	_
28	au	au	O	_
29	niveau	niveau	O	_
30	du	de	O	_
31	sol	sol	O	_
32	et	et	O	_
33	est	être	O	_
34	retenue	retenir	O	_
35	par	par	O	_
36	les	le	O	_
37	niveaux	niveau	O	_
38	argileux	argileux	O	_
39	sous-jacents	sous-jacent	O	_
40	.	.	O	_


#Le sens d’écoulement supposé de la nappe superficielle est anticipé vers le Sud-Est.
1	Le	le	BO	_
2	sens	sens	EO	_
3	d’	d’	O	_
4	écoulement	écoulement	O	_
5	supposé	supposer	O	_
6	de	de	O	_
7	la	le	O	_
8	nappe	nappe	O	_
9	superficielle	superficiel	O	_
10	est	être	O	_
11	anticipé	anticiper	IN	_
12	vers	vers	IN	_
13	le	le	IN	_
14	Sud-Est	Sud-Est	IN	_
15	.	.	O	_


#La vulnérabilité de la nappe alluviale peut être considérée comme élevée en raison de sa faible profondeur et de l’absence de couche imperméable protectrice.
1	La	le	O	_
2	vulnérabilité	vulnérabilité	O	_
3	de	de	O	_
4	la	le	O	_
5	nappe	nappe	O	_
6	alluviale	alluvial	O	_
7	peut	pouvoir	O	_
8	être	être	O	_
9	considérée	considérer	O	_
10	comme	comme	O	_
11	élevée	élevé	O	_
12	en	en	O	_
13	raison	raison	O	_
14	de	de	O	_
15	sa	son	O	_
16	faible	faible	O	_
17	profondeur	profondeur	O	_
18	et	et	O	_
19	de	de	O	_
20	l’	l’	O	_
21	absence	absence	O	_
22	de	de	O	_
23	couche	couche	O	_
24	imperméable	imperméable	O	_
25	protectrice	protecteur	O	_
26	.	.	O	_


#Sa sensibilité hydrogéologique peut être considérée comme forte étant donné la présence de nombreux points de captage dans un rayon de 2 km autour du site, à usages vraisemblablement individuels ou agricoles, notamment en aval hydraulique du site.
1	Sa	son	BO	_
2	sensibilité	sensibilité	EO	_
3	hydrogéologique	hydrogéologique	O	_
4	peut	pouvoir	O	_
5	être	être	O	_
6	considérée	considérer	O	_
7	comme	comme	O	_
8	forte	fort	O	_
9	étant	être	O	_
10	donné	donner	O	_
11	la	le	O	_
12	présence	présence	O	_
13	de	de	O	_
14	nombreux	nombreux	BO	_
15	points	point	IO	_
16	de	de	IO	_
17	captage	captage	EO	_
18	dans	dans	BL	_
19	un	un	IL	_
20	rayon	rayon	IL	_
21	de	de	IL	_
22	2	2	IL	_
23	km	kilomètre	IL	_
24	autour	autour	IL	_
25	du	de	IL	_
26	site	site	EL	_
27	,	,	O	_
28	à	à	O	_
29	usages	usage	O	_
30	vraisemblablement	vraisemblablement	O	_
31	individuels	individuel	O	_
32	ou	ou	O	_
33	agricoles	agricole	O	_
34	,	,	O	_
35	notamment	notamment	O	_
36	en	en	BL	_
37	aval	aval	IL	_
38	hydraulique	hydraulique	IL	_
39	du	de	IL	_
40	site	site	EL	_
41	.	.	O	_


#Dans le cadre de l’acquisition de PANHARD GENERAL DEFENSE, le groupe RENAULT TRUCKS DEFENSE a fait réaliser en mars 2012 par la société URS des investigations des sols par carottage ainsi que l’analyse de la qualité des eaux sur le site de Saint Germain Laval.
1	Dans	dans	BR	_
2	le	le	IR	_
3	cadre	cadre	IR	_
4	de	de	ER	_
5	l’	l’	BN	_
6	acquisition	acquisition	EN	_
7	de	de	O	_
8	PANHARD	PANHARD	BO	_
9	GENERAL	GENERAL	BO	_
10	DEFENSE	DEFENSE	EO	_
11	,	,	O	_
12	le	le	BO	_
13	groupe	groupe	BO	_
14	RENAULT	RENAULT	IO	_
15	TRUCKS	TRUCKS	IO	_
16	DEFENSE	DEFENSE	EO	_
17	a	avoir	BN	_
18	fait	faire	BN	_
19	réaliser	réaliser	EN	_
20	en	en	BT	_
21	mars	mars	IT	_
22	2012	2012	ET	_
23	par	par	BO	_
24	la	le	BO	_
25	société	société	IO	_
26	URS	URS	EO	_
27	des	un	BN	_
28	investigations	investigation	IN	_
29	des	de	IN	_
30	sols	sol	EN	_
31	par	par	O	_
32	carottage	carottage	BO	_
33	ainsi	ainsi	BR	_
34	que	que	ER	_
35	l’	l’	BN	_
36	analyse	analyse	EN	_
37	de	de	O	_
38	la	le	BO	_
39	qualité	qualité	IO	_
40	des	de	IO	_
41	eaux	eau	EO	_
42	sur	sur	BL	_
43	le	le	IL	_
44	site	site	IL	_
45	de	de	IL	_
46	Saint	Saint	IL	_
47	Germain	Germain	IL	_
48	Laval	Laval	EL	_
49	.	.	O	_


#L’analyse par le laboratoire EUROFINS de 28 échantillons de sol et de 8 échantillons d’eau souterraine en ce qui concerne la recherche des HCT, HAP, COHV, BTEX et métaux lourds a mis en évidence une pollution significative des sols et des eaux souterraines à proximité immédiate d’une cuve enterrée de fioul à l’angle du bâtiment « magasin », Est Sud-Est du site.
1	L’	l’	BN	_
2	analyse	analyse	EN	_
3	par	par	O	_
4	le	le	BO	_
5	laboratoire	laboratoire	BO	_
6	EUROFINS	EUROFINS	EO	_
7	de	de	O	_
8	28	28	O	_
9	échantillons	échantillon	O	_
10	de	de	O	_
11	sol	sol	O	_
12	et	et	O	_
13	de	de	O	_
14	8	8	BO	_
15	échantillons	échantillon	O	_
16	d’	d’	O	_
17	eau	eau	O	_
18	souterraine	souterrain	O	_
19	en	en	O	_
20	ce	ce	O	_
21	qui	qui	O	_
22	concerne	concerne	O	_
23	la	le	O	_
24	recherche	recherche	O	_
25	des	de	O	_
26	HCT	hct	O	_
27	,	,	O	_
28	HAP	hap	O	_
29	,	,	O	_
30	COHV	cohv	O	_
31	,	,	O	_
32	BTEX	BTEX	O	_
33	et	et	O	_
34	métaux	métal	O	_
35	lourds	lourd	O	_
36	a	avoir	O	_
37	mis	mettre	O	_
38	en	en	O	_
39	évidence	évidence	O	_
40	une	un	BN	_
41	pollution	pollution	IN	_
42	significative	significatif	EN	_
43	des	de	O	_
44	sols	sol	O	_
45	et	et	O	_
46	des	de	BO	_
47	eaux	eau	IO	_
48	souterraines	souterrain	EO	_
49	à	à	BL	_
50	proximité	proximité	IL	_
51	immédiate	immédiat	IL	_
52	d’	d’	IL	_
53	une	un	IL	_
54	cuve	cuve	IL	_
55	enterrée	enterrer	IL	_
56	de	de	IO	_
57	fioul	fioul	EO	_
58	à	à	BL	_
59	l’	l’	IL	_
60	angle	angle	IL	_
61	du	de	IL	_
62	bâtiment	bâtiment	IL	_
63	«	«	IL	_
64	 	 	IL	_
65	magasin	magasin	IL	_
66	 	 	IL	_
67	»	»	IL	_
68	,	,	IL	_
69	Est	est	IL	_
70	Sud-Est	Sud-Est	IL	_
71	du	de	EL	_
72	site	site	EL	_
73	.	.	O	_


#L’analyse du produit de cette cuve a permis d’indiquer qu’elle contient de l’eau contaminée présentant une phase flottante.
1	L’	l’	O	_
2	analyse	analyse	O	_
3	du	de	O	_
4	produit	produit	O	_
5	de	de	O	_
6	cette	ce	BO	_
7	cuve	cuve	EO	_
8	a	avoir	O	_
9	permis	permettre	O	_
10	d’	d’	O	_
11	indiquer	indiquer	O	_
12	qu’	qu’	O	_
13	elle	lui	O	_
14	contient	contenir	O	_
15	de	de	O	_
16	l’	l’	O	_
17	eau	eau	BO	_
18	contaminée	contaminer	EO	_
19	présentant	présenter	O	_
20	une	un	O	_
21	phase	phase	O	_
22	flottante	flottant	O	_
23	.	.	O	_


#Dans ce contexte, la société PANHARD GENERAL DEFENSE a demandé en mai 2012 à la société ORGANCE d’intervenir afin de déterminer l’ampleur de la pollution au droit de cette zone et d’étudier la sensibilité globale de l’environnement du site afin d’examiner les principales mesures pour remettre en état le site.
1	Dans	dans	O	_
2	ce	ce	O	_
3	contexte	contexte	O	_
4	,	,	O	_
5	la	le	BO	_
6	société	société	IO	_
7	PANHARD	PANHARD	EO	_
8	GENERAL	GENERAL	BO	_
9	DEFENSE	DEFENSE	EO	_
10	a	avoir	BN	_
11	demandé	demander	EN	_
12	en	en	BT	_
