
#69.0079
#Localisation, réseau hydrographique, géologie et hydrogéologie
1	Localisation	localisation	O	_
1	-	-	O	_
2	2	2	BO	_
3	zones	zone	IO	_
4	sol	sol	EO	_
5	contenant	contenir	O	_
6	des	un	O	_
7	hydrocarbures	hydrocarbure	O	_
8	et	et	O	_
9	métaux	métal	O	_
10	lourds	lourd	O	_
11	;	;	O	_


#- 1 zone sol contenant des métaux lourds, cyanure et hydrocarbures.
1	-	-	O	_
2	1	1	O	_
3	zone	zone	O	_
4	sol	sol	O	_
5	contenant	contenir	O	_
6	des	un	O	_
7	métaux	métal	O	_
8	lourds	lourd	O	_
9	,	,	O	_
10	cyanure	cyanure	O	_
11	et	et	O	_
12	hydrocarbures	hydrocarbure	O	_
13	.	.	O	_


#Suite au rapport de l'inspection des installations classées du 06/09/2000, des sanctions administratives ont été prises contre le liquidateur pour la remise en état du site (la surveillance des eaux souterraines et superficielles du ruisseau la Mouche traversant la partie ouest du site, la réalisation d'un diagnostic approfondi et une évaluation détaillée des risques, l'encadrement des éventuels travaux sur le site), par arrêté du 19/10/2000.
1	Suite	suite	BR	_
2	au	au	ER	_
3	rapport	rapport	BO	_
4	de	de	O	_
5	l'	le	BO	_
6	inspection	inspection	IO	_
7	des	de	IO	_
8	installations	installation	IO	_
9	classées	classer	EO	_
10	du	de	O	_
11	06/09/2000	06/09/2000	ET	_
12	,	,	O	_
13	des	un	BO	_
14	sanctions	sanction	IO	_
15	administratives	administratif	EO	_
16	ont	avoir	BN	_
17	été	être	IN	_
18	prises	prendre	EN	_
19	contre	contre	O	_
20	le	le	O	_
21	liquidateur	liquidateur	O	_
22	pour	pour	O	_
23	la	le	BN	_
24	remise	remise	IN	_
25	en	en	IN	_
26	état	état	IN	_
27	du	de	IO	_
28	site	site	EO	_
29	(	(	O	_
30	la	le	BA	_
31	surveillance	surveillance	IA	_
32	des	de	IA	_
33	eaux	eau	IA	_
34	souterraines	souterrain	IA	_
35	et	et	IA	_
36	superficielles	superficiel	IA	_
37	du	de	IA	_
38	ruisseau	ruisseau	IA	_
39	la	le	BL	_
40	Mouche	Mouche	IL	_
41	traversant	traverser	IL	_
42	la	le	IL	_
43	partie	partie	IL	_
44	ouest	ouest	IL	_
45	du	de	IL	_
46	site	site	EL	_
47	,	,	O	_
48	la	le	BN	_
49	réalisation	réalisation	IN	_
50	d'	de	IN	_
51	un	un	IN	_
52	diagnostic	diagnostic	EN	_
53	approfondi	approfondi	EN	_
54	et	et	O	_
55	une	un	BN	_
56	évaluation	évaluation	IN	_
57	détaillée	détaillé	IN	_
58	des	de	IN	_
59	risques	risque	EN	_
60	,	,	O	_
61	l'	le	BO	_
62	encadrement	encadrement	BN	_
63	des	de	IN	_
64	éventuels	éventuel	IN	_
65	travaux	travail	EN	_
66	sur	sur	O	_
67	le	le	O	_
68	site	site	O	_
69	)	)	O	_
70	,	,	O	_
71	par	par	O	_
72	arrêté	arrêté	O	_
73	du	de	O	_
74	19/10/2000	19/10/2000	ET	_
75	.	.	O	_


#La COMMUNAUTE URBAINE DE LYON, propriétaire du site depuis 1986, a déjà engagé, en liaison avec l'Administration, des investigations et études sur une partie nord du tènement.
1	La	le	BO	_
2	COMMUNAUTE	communaute	EO	_
3	URBAINE	urbain	IO	_
4	DE	de	IO	_
5	LYON	LYON	EO	_
6	,	,	O	_
7	propriétaire	propriétaire	O	_
8	du	de	O	_
9	site	site	BO	_
10	depuis	depuis	BT	_
11	1986	1986	ET	_
12	,	,	O	_
13	a	avoir	BN	_
14	déjà	déjà	IN	_
15	engagé	engager	EN	_
16	,	,	O	_
17	en	en	O	_
18	liaison	liaison	IR	_
19	avec	avec	ER	_
20	l'	le	BO	_
21	Administration	administration	EO	_
22	,	,	O	_
23	des	un	BN	_
24	investigations	investigation	BN	_
25	et	et	IN	_
26	études	étude	EN	_
27	sur	sur	BL	_
28	une	un	IL	_
29	partie	partie	IL	_
30	nord	nord	IL	_
31	du	de	IL	_
32	tènement	tènement	EO	_
33	.	.	O	_


#Un projet de cahier des charges a donc été établi en juillet 1998.
1	Un	un	BO	_
2	projet	projet	IO	_
3	de	de	IO	_
4	cahier	cahier	IO	_
5	des	de	IO	_
6	charges	charge	EO	_
7	a	avoir	BN	_
8	donc	donc	IN	_
9	été	être	IN	_
10	établi	établir	EN	_
11	en	en	BT	_
12	juillet	juillet	IT	_
13	1998	1998	ET	_
14	.	.	ET	_


#Un arrêté préfectoral du 12/04/2002 impose au liquidateur la surveillance des eaux souterraines et superficielles du ruisseau la Mouche traversant la partie ouest du site, la réalisation d'un diagnostic approfondi et une évaluation détaillée des risques, l'encadrement des éventuels travaux sur le site.
1	Un	un	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	EO	_
4	du	de	O	_
5	12/04/2002	12/04/2002	ET	_
6	impose	impose	BN	_
7	au	au	O	_
8	liquidateur	liquidateur	BO	_
9	la	le	BO	_
10	surveillance	surveillance	IA	_
11	des	de	IA	_
12	eaux	eau	IA	_
13	souterraines	souterrain	EA	_
14	et	et	O	_
15	superficielles	superficiel	O	_
16	du	de	O	_
17	ruisseau	ruisseau	IL	_
18	la	le	IL	_
19	Mouche	Mouche	IL	_
20	traversant	traverser	IL	_
21	la	le	IL	_
22	partie	partie	IL	_
23	ouest	ouest	IL	_
24	du	de	IL	_
25	site	site	EL	_
26	,	,	O	_
27	la	le	BN	_
28	réalisation	réalisation	IN	_
29	d'	de	IN	_
30	un	un	IN	_
31	diagnostic	diagnostic	IN	_
32	approfondi	approfondi	EN	_
33	et	et	O	_
34	une	un	BN	_
35	évaluation	évaluation	BN	_
36	détaillée	détaillé	BN	_
37	des	de	IN	_
38	risques	risque	EN	_
39	,	,	O	_
40	l'	le	BR	_
41	encadrement	encadrement	IR	_
42	des	de	BN	_
43	éventuels	éventuel	IN	_
44	travaux	travail	EN	_
45	sur	sur	BL	_
46	le	le	IL	_
47	site	site	EL	_
48	.	.	O	_


#D'après ces études, il a été trouvé la présence des polluants ci-après dans les compartiments suivants :
1	D'	de	O	_
2	après	après	O	_
3	ces	ce	O	_
4	études	étude	O	_
5	,	,	O	_
6	il	il	O	_
7	a	avoir	O	_
8	été	être	O	_
9	trouvé	trouver	O	_
10	la	le	O	_
11	présence	présence	O	_
12	des	de	O	_
13	polluants	polluant	O	_
14	ci	ci	O	_
15	-	-	O	_
16	après	après	O	_
17	dans	dans	O	_
18	les	le	O	_
19	compartiments	compartiment	O	_
20	suivants	suivant	O	_
21	:	:	O	_


#- HCT (jusqu'à 9023 mg/kg dans les limons et jusqu'à 15470 mg/kg dans les mâchefers) ;
1	-	-	O	_
2	HCT	hct	O	_
3	(	(	O	_
4	jusqu'	jusque	O	_
5	à	à	O	_
6	9023	9023	O	_
7	mg	milligramme	O	_
8	/	sur	O	_
9	kg	kilogramme	O	_
10	dans	dans	O	_
11	les	le	O	_
12	limons	limon	O	_
13	et	et	O	_
14	jusqu'	jusque	O	_
15	à	à	O	_
16	15470	15470	O	_
17	mg	milligramme	O	_
18	/	sur	O	_
19	kg	kilogramme	O	_
20	dans	dans	O	_
21	les	le	O	_
22	mâchefers	mâchefer	O	_
23	)	)	O	_
24	;	;	O	_


#- Cyanures totaux (jusqu'à 11806 mg/kg dans les déchets et matières noires non identifiées) ;
1	-	-	O	_
2	Cyanures	cyanure	O	_
3	totaux	total	O	_
4	(	(	O	_
5	jusqu'	jusque	O	_
6	à	à	O	_
7	11806	11806	O	_
8	mg	milligramme	O	_
9	/	sur	O	_
10	kg	kilogramme	O	_
11	dans	dans	O	_
12	les	le	O	_
13	déchets	déchet	O	_
14	et	et	O	_
15	matières	matière	O	_
16	noires	noir	O	_
17	non	non	O	_
18	identifiées	identifier	O	_
19	)	)	O	_
20	;	;	O	_


#- Cuivre (jusqu'à 1304 mg/kg dans les remblais) ;
1	-	-	O	_
2	Cuivre	cuivre	O	_
3	(	(	O	_
4	jusqu'	jusque	O	_
5	à	à	O	_
6	1304	1304	O	_
7	mg	milligramme	O	_
8	/	sur	O	_
9	kg	kilogramme	O	_
10	dans	dans	O	_
11	les	le	O	_
