
#13.0104
#GDF Marseille - Terrains de l'ancienne usine à Gaz (15ème)
1	GDF	GDF	EO	_
#L'application de cette méthode a abouti à l'établissement de 5 classes de priorité pour lesquelles les engagements de Gaz de France ont fait l'objet d'un protocole d'accord relatif à la maîtrise et au suivi de la réhabilitation des anciens terrains d'usines à gaz entre le Ministère de l'Environnement et Gaz de France signé le 25 avril 1996.
1	L'	le	BN	_
2	application	application	EN	_
3	de	de	O	_
4	cette	ce	BO	_
5	méthode	méthode	EO	_
6	a	avoir	BR	_
7	abouti	aboutir	IR	_
8	à	à	ER	_
9	l'	le	BN	_
10	établissement	établissement	EN	_
11	de	de	O	_
12	5	5	BO	_
13	classes	classe	IO	_
14	de	de	IO	_
15	priorité	priorité	EO	_
16	pour	pour	O	_
17	lesquelles	lequel	O	_
18	les	le	BO	_
19	engagements	engagement	EO	_
20	de	de	O	_
21	Gaz	Gaz	BO	_
22	de	de	IO	_
23	France	France	EO	_
24	ont	avoir	BR	_
25	fait	faire	IR	_
26	l'	le	IR	_
27	objet	objet	IR	_
28	d'	de	ER	_
29	un	un	BO	_
30	protocole	protocole	IO	_
31	d'	de	IO	_
32	accord	accord	EO	_
33	relatif	relatif	BR	_
34	à	à	ER	_
35	la	le	BO	_
36	maîtrise	maîtrise	EO	_
37	et	et	O	_
38	au	au	O	_
39	suivi	suivi	BO	_
40	de	de	O	_
41	la	le	BN	_
42	réhabilitation	réhabilitation	EN	_
43	des	de	O	_
44	anciens	ancien	BO	_
45	terrains	terrain	IO	_
46	d'	de	IO	_
47	usines	usine	IO	_
48	à	à	IO	_
49	gaz	gaz	EO	_
50	entre	entre	BR	_
51	le	le	BO	_
52	Ministère	ministère	IO	_
53	de	de	IO	_
54	l'	le	IO	_
55	Environnement	environnement	EO	_
56	et	et	O	_
57	Gaz	Gaz	BO	_
58	de	de	IO	_
59	France	France	EO	_
60	signé	signer	BN	_
61	le	le	BT	_
62	25	25	IT	_
63	avril	avril	IT	_
64	1996	1996	ET	_
65	.	.	O	_


#* Le site de Marseille est en classe 4 du protocole.
1	*	*	O	_
2	Le	le	BO	_
3	site	site	IO	_
4	de	de	IO	_
5	Marseille	Marseille	EO	_
6	est	être	O	_
7	en	en	O	_
8	classe	classe	O	_
9	4	4	O	_
10	du	de	O	_
11	protocole	protocole	O	_
12	.	.	O	_


#De ce fait, c'est un site dont la sensibilité vis à vis de l'homme, des eaux souterraines et superficielles est très faible.
1	De	de	O	_
2	ce	ce	O	_
3	fait	fait	O	_
4	,	,	O	_
5	c'	ce	O	_
6	est	être	O	_
7	un	un	O	_
8	site	site	O	_
9	dont	dont	O	_
10	la	le	O	_
11	sensibilité	sensibilité	O	_
12	vis	vis	O	_
13	à	à	O	_
14	vis	vis	O	_
15	de	de	O	_
16	l'	le	O	_
17	homme	homme	O	_
18	,	,	O	_
19	des	de	O	_
20	eaux	eau	O	_
21	souterraines	souterrain	O	_
22	et	et	O	_
23	superficielles	superficiel	O	_
24	est	être	O	_
25	très	très	O	_
26	faible	faible	O	_
27	.	.	O	_


#Conformément aux engagements pris dans le protocole, Gaz de France a réalisé une étude historique avec localisation des cuves, qui ont été systématiquement vidées et comblées.
1	Conformément	conformément	BR	_
2	aux	à	ER	_
3	engagements	engagement	BO	_
4	pris	prendre	BR	_
5	dans	dans	ER	_
6	le	le	BO	_
7	protocole	protocole	EO	_
8	,	,	O	_
9	Gaz	Gaz	BO	_
10	de	de	IO	_
11	France	France	EO	_
12	a	avoir	BN	_
13	réalisé	réaliser	EN	_
14	une	un	BN	_
15	étude	étude	IN	_
16	historique	historique	EN	_
17	avec	avec	O	_
18	localisation	localisation	O	_
19	des	de	O	_
20	cuves	cuve	BO	_
21	,	,	O	_
22	qui	qui	O	_
23	ont	avoir	BN	_
24	été	être	IN	_
25	systématiquement	systématiquement	O	_
26	vidées	vider	BN	_
27	et	et	IN	_
28	comblées	combler	EN	_
29	.	.	O	_


#Les opérations de vidange des cuves ayant fait apparaître une pollution résiduelle, des investigations complémentaires ont été effectuées.
1	Les	le	BN	_
2	opérations	opération	IN	_
3	de	de	IN	_
4	vidange	vidange	EN	_
5	des	de	O	_
6	cuves	cuve	BO	_
7	ayant	avoir	BR	_
8	fait	faire	IR	_
9	apparaître	apparaître	ER	_
10	une	un	BO	_
11	pollution	pollution	IO	_
12	résiduelle	résiduel	EO	_
13	,	,	O	_
14	des	un	O	_
15	investigations	investigation	BO	_
16	complémentaires	complémentaire	EO	_
17	ont	avoir	BN	_
18	été	être	IN	_
19	effectuées	effectuer	EN	_
20	.	.	O	_


#Le diagnostic approfondi a été effectué en 2002.
1	Le	le	BN	_
2	diagnostic	diagnostic	IN	_
3	approfondi	approfondir	EN	_
4	a	avoir	BN	_
5	été	être	IN	_
6	effectué	effectuer	EN	_
7	en	en	BT	_
8	2002	2002	ET	_
9	.	.	O	_


#* Un APC daté du 01/02/2006, a prescrit les niveaux de dépollution compatibles avec l'usage futur du site (zone d'activité), ainsi que les travaux à réaliser en tenant compte des investigations réalisées en 2002 (35 sondages) et en 2005 (26 sondages supplémentaires).
1	*	*	O	_
2	Un	un	BO	_
3	APC	apc	EO	_
4	daté	dater	BT	_
5	du	de	IT	_
6	01/02/2006	01/02/2006	ET	_
7	,	,	O	_
8	a	avoir	BN	_
9	prescrit	prescrire	EN	_
10	les	le	BO	_
11	niveaux	niveau	EO	_
12	de	de	IN	_
13	dépollution	dépollution	EN	_
14	compatibles	compatible	BR	_
15	avec	avec	ER	_
16	l'	le	BO	_
17	usage	usage	IO	_
18	futur	futur	IO	_
19	du	de	IO	_
20	site	site	EO	_
21	(	(	O	_
22	zone	zone	O	_
23	d'	de	O	_
24	activité	activité	O	_
25	)	)	O	_
26	,	,	O	_
27	ainsi	ainsi	O	_
28	que	que	O	_
29	les	le	BN	_
30	travaux	travail	IN	_
31	à	à	IN	_
32	réaliser	réaliser	EN	_
33	en	en	O	_
34	tenant	tenir	O	_
35	compte	compte	O	_
36	des	de	BN	_
37	investigations	investigation	IN	_
38	réalisées	réaliser	EN	_
39	en	en	BT	_
40	2002	2002	ET	_
41	(	(	O	_
42	35	35	O	_
43	sondages	sondage	O	_
44	)	)	O	_
45	et	et	O	_
46	en	en	BT	_
47	2005	2005	ET	_
48	(	(	O	_
49	26	26	O	_
50	sondages	sondage	O	_
51	supplémentaires	supplémentaire	O	_
52	)	)	O	_
53	.	.	O	_


#Trois zones ont été déterminées, dont deux non sensibles ( zones A et C ) sont constructibles pour recevoir des bureaux à créer( tertaire).
1	Trois	Trois	BO	_
2	zones	zone	EO	_
3	ont	avoir	BN	_
4	été	être	IN	_
5	déterminées	déterminer	EN	_
6	,	,	O	_
7	dont	dont	O	_
8	deux	deux	O	_
9	non	non	O	_
10	sensibles	sensible	O	_
11	(	(	O	_
12	zones	zone	O	_
13	A	a	O	_
14	et	et	O	_
15	C	c	O	_
16	)	)	O	_
17	sont	être	O	_
18	constructibles	constructible	O	_
19	pour	pour	O	_
20	recevoir	recevoir	O	_
21	des	un	O	_
22	bureaux	bureau	O	_
23	à	à	O	_
24	créer	créer	O	_
25	(	(	O	_
26	tertaire	tertair	O	_
27	)	)	O	_
28	.	.	O	_


#La zone "B"-non sensible " sera le siège d'un confinement recouvert d'une isolation de surface ( voirie- parking).
1	La	le	BO	_
2	zone	zone	EO	_
3	"	"	O	_
4	B"-non	b"-non	O	_
5	sensible	sensible	O	_
6	"	"	O	_
7	sera	être	O	_
8	le	le	BO	_
9	siège	siège	IR	_
10	d'	de	ER	_
11	un	un	O	_
12	confinement	confinement	O	_
13	recouvert	recouvrir	O	_
14	d'	de	O	_
15	une	un	O	_
16	isolation	isolation	O	_
17	de	de	O	_
18	surface	surface	O	_
19	(	(	O	_
20	voirie-	voirie-	O	_
21	parking	parking	O	_
22	)	)	O	_
23	.	.	O	_


#Cet APC fixe également les mesures de protection à mettre en oeuvre pendant les travaux.
1	Cet	ce	BO	_
2	APC	apc	EO	_
3	fixe	fixe	BR	_
4	également	également	O	_
5	les	le	O	_
6	mesures	mesure	O	_
7	de	de	O	_
8	protection	protection	O	_
9	à	à	O	_
10	mettre	mettre	O	_
11	en	en	O	_
12	oeuvre	oeuvre	O	_
13	pendant	pendant	O	_
14	les	le	BN	_
15	travaux	travail	EN	_
16	.	.	O	_


#* Les matériaux pollués par les HAP ont été évacués sur deux zones.
1	*	*	O	_
2	Les	le	BO	_
3	matériaux	matériau	IO	_
4	pollués	polluer	EO	_
5	par	par	O	_
6	les	le	O	_
7	HAP	hap	EO	_
8	ont	avoir	BN	_
9	été	être	IN	_
10	évacués	évacuer	EN	_
11	sur	sur	O	_
12	deux	deux	BO	_
13	zones	zone	EO	_
14	.	.	O	_


#Celle inconstructible(zone " B" ) servira de zone de confinement surmontée d'un parking .
1	Celle	celui	BO	_
2	inconstructible(zone	inconstructible(zon	EO	_
3	"	"	O	_
4	B	b	O	_
5	"	"	O	_
6	)	)	O	_
7	servira	servir	O	_
8	de	de	IL	_
9	zone	zone	IL	_
10	de	de	IL	_
11	confinement	confinement	BO	_
12	surmontée	surmonter	BO	_
13	d'	de	O	_
14	un	un	O	_
15	parking	parking	O	_
16	.	.	O	_


#Le délai d'éxecution des travaux a été fixé initialement à douze mois.
1	Le	le	BO	_
2	délai	délai	EO	_
3	d'	de	O	_
4	éxecution	éxecution	IN	_
5	des	de	IN	_
6	travaux	travail	IN	_
7	a	avoir	BN	_
8	été	être	IN	_
9	fixé	fixer	EN	_
10	initialement	initialement	EN	_
11	à	à	O	_
12	douze	douze	O	_
13	mois	mois	O	_
14	.	.	O	_


#* Le maître d'oeuvre, en charge de la dépollution, a découvert 3 anciennes cuves à goudron non détectées lors des premières investigations.
1	*	*	O	_
2	Le	le	BO	_
3	maître	maître	EO	_
4	d'	de	EO	_
5	oeuvre	oeuvre	EO	_
6	,	,	O	_
7	en	en	BR	_
8	charge	charge	IR	_
9	de	de	ER	_
10	la	le	BN	_
11	dépollution	dépollution	EN	_
12	,	,	O	_
13	a	avoir	BN	_
14	découvert	découvrir	EN	_
15	3	3	BO	_
16	anciennes	ancien	IO	_
17	cuves	cuve	IO	_
18	à	à	IO	_
19	goudron	goudron	EO	_
20	non	non	O	_
21	détectées	détecter	O	_
22	lors	lors	O	_
23	des	de	BN	_
24	premières	premier	IN	_
25	investigations	investigation	EN	_
26	.	.	O	_


#Après excavation et tri, les déchets situés sur la zone non couverte du site ont été soit valorisés en cimenterie, soit éliminés en centres extérieurs spécialisés.
1	Après	après	BN	_
2	excavation	excavation	EN	_
3	et	et	O	_
4	tri	tri	O	_
5	,	,	O	_
6	les	le	O	_
7	déchets	déchet	O	_
8	situés	situer	BL	_
9	sur	sur	IL	_
10	la	le	IL	_
11	zone	zone	IL	_
12	non	non	IL	_
13	couverte	couvrir	IL	_
14	du	de	IL	_
15	site	site	EL	_
16	ont	avoir	BN	_
17	été	être	IN	_
18	soit	soit	O	_
19	valorisés	valoriser	O	_
20	en	en	O	_
21	cimenterie	cimenterie	O	_
22	,	,	O	_
23	soit	soit	O	_
24	éliminés	éliminer	O	_
25	en	en	O	_
26	centres	centre	O	_
27	extérieurs	extérieur	O	_
28	spécialisés	spécialisé	O	_
29	.	.	O	_


#Doit également être examinée la question des sols sous un entrepôt désaffecté.
1	Doit	devoir	O	_
2	également	également	O	_
3	être	être	O	_
4	examinée	examiner	EN	_
5	la	le	O	_
6	question	question	O	_
7	des	de	O	_
8	sols	sol	O	_
9	sous	sous	O	_
10	un	un	BO	_
11	entrepôt	entrepôt	IO	_
12	désaffecté	désaffecter	EN	_
13	.	.	O	_


#*Au plan de la stratégie générale, GdF en charge de la réhabilitation pour le compte d'EdF -propriétaire des lieux- a demandé au préfet et à la DRIRE , en Juillet 2008, d'arrêter les travaux sur la partie Nord du site qui ne présente pas de contamination superficiele des sols et où la nappe est absente.
1	*	*	O	_
2	Au	au	O	_
3	plan	plan	O	_
4	de	de	O	_
5	la	le	O	_
6	stratégie	stratégie	O	_
7	générale	général	O	_
8	,	,	O	_
9	GdF	GdF	BO	_
10	en	en	BR	_
11	charge	charge	IR	_
12	de	de	ER	_
13	la	le	BN	_
14	réhabilitation	réhabilitation	EN	_
15	pour	pour	O	_
16	le	le	O	_
17	compte	compte	O	_
18	d'	de	O	_
19	EdF	EdF	O	_
20	-propriétaire	-propriétaire	O	_
21	des	de	O	_
22	lieux-	lieux-	O	_
23	a	avoir	BN	_
24	demandé	demander	EN	_
25	au	au	BO	_
26	préfet	préfet	BO	_
27	et	et	BO	_
28	à	à	BO	_
29	la	le	BO	_
30	DRIRE	DRIRE	EO	_
31	,	,	O	_
32	en	en	BT	_
33	Juillet	juillet	IT	_
34	2008	2008	ET	_
35	,	,	ET	_
36	d'	de	BN	_
37	arrêter	arrêter	BN	_
38	les	le	BN	_
39	travaux	travail	EN	_
40	sur	sur	BL	_
41	la	le	IL	_
42	partie	partie	IL	_
43	Nord	Nord	IL	_
44	du	de	IL	_
45	site	site	EL	_
46	qui	qui	O	_
47	ne	ne	BN	_
48	présente	présente	BN	_
49	pas	pas	IN	_
50	de	de	IN	_
51	contamination	contamination	EN	_
52	superficiele	superficiel	O	_
53	des	de	O	_
54	sols	sol	O	_
55	et	et	O	_
56	où	où	O	_
57	la	le	O	_
58	nappe	nappe	O	_
59	est	être	O	_
60	absente	absent	O	_
61	.	.	O	_


#* Dans l'optique d'une réhabilitaion pour usage industriel des terrain, les canalisations contaminées situées à 3/4 m de profondeur  - non identifiées initialement - ont été neutralisées et fixées en repérage .
1	*	*	O	_
2	Dans	dans	BR	_
3	l'	le	IR	_
4	optique	optique	IR	_
5	d'	de	ER	_
6	une	un	BN	_
7	réhabilitaion	réhabilitaion	EN	_
8	pour	pour	IA	_
9	usage	usage	IA	_
10	industriel	industriel	IA	_
11	des	de	IA	_
12	terrain	terrain	EA	_
13	,	,	O	_
14	les	le	BO	_
15	canalisations	canalisation	IO	_
16	contaminées	contaminer	EO	_
17	situées	situer	BL	_
18	à	à	IL	_
19	3/4	3/4	IN	_
20	m	m	IN	_
21	de	de	IN	_
22	profondeur	profondeur	EN	_
23	 	 	O	_
24	-	-	O	_
25	non	non	O	_
26	identifiées	identifier	O	_
27	initialement	initialement	O	_
28	-	-	BN	_
29	ont	avoir	BN	_
30	été	être	IN	_
31	neutralisées	neutraliser	EN	_
32	et	et	IN	_
33	fixées	fixer	IN	_
34	en	en	IN	_
35	repérage	repérage	EN	_
36	.	.	O	_


#* Il n'y a pas de suivi piézo, du fait de l'absence avérée de nappe (présence d'eaux météoriques lors d'épisodes pluvieux).
1	*	*	O	_
2	Il	il	O	_
3	n'	n'	O	_
4	y	y	O	_
5	a	avoir	O	_
6	pas	pas	O	_
7	de	de	O	_
8	suivi	suivi	O	_
9	piézo	piézo	O	_
10	,	,	O	_
11	du	de	O	_
12	fait	fait	O	_
13	de	de	O	_
14	l'	le	O	_
15	absence	absence	O	_
16	avérée	avérer	O	_
17	de	de	O	_
18	nappe	nappe	O	_
19	(	(	O	_
20	présence	présence	O	_
21	d'	de	O	_
22	eaux	eau	O	_
23	météoriques	météorique	O	_
24	lors	lors	O	_
25	d'	de	O	_
26	épisodes	épisode	O	_
27	pluvieux	pluvieux	O	_
28	)	)	O	_
29	.	.	O	_


#De plus, il n'y a pas d'usage des eaux en aval (Port de Marseille)
1	De	de	O	_
2	plus	plus	O	_
3	,	,	O	_
4	il	il	O	_
5	n'	n'	O	_
6	y	y	BO	_
7	a	avoir	IO	_
8	pas	pas	IO	_
9	d'	d'	IO	_
10	usage	usage	IO	_
11	des	de	IO	_
12	eaux	eau	EO	_
13	en	en	EO	_
14	aval	aval	EO	_
15	(	(	O	_
16	Port	port	BL	_
17	de	de	IL	_
18	Marseille	Marseille	EL	_
19	)	)	O	_


#* En 2011, la construction d'un immeuble de 5 000m² a débuté, des opérations de dépollution ont été effectuées au début des travaux.
1	*	*	O	_
2	En	en	BT	_
3	2011	2011	ET	_
4	,	,	ET	_
5	la	le	BN	_
6	construction	construction	IN	_
7	d'	de	EN	_
8	un	un	BO	_
9	immeuble	immeuble	EO	_
10	de	de	O	_
11	5	5	O	_
12	000	000	BO	_
13	m²	m²	EO	_
14	a	avoir	BN	_
15	débuté	débuter	EN	_
16	,	,	O	_
17	des	un	BN	_
18	opérations	opération	IN	_
19	de	de	IN	_
20	dépollution	dépollution	EN	_
21	ont	avoir	BN	_
22	été	être	IN	_
23	effectuées	effectuer	EN	_
24	au	au	BT	_
25	début	début	EN	_
26	des	de	IN	_
27	travaux	travail	EN	_
28	.	.	O	_


#* Ce site en nécéssite plus d'actions de la part de l'administration et va basculer vers BASIAS
1	*	*	O	_
2	Ce	ce	O	_
3	site	site	O	_
4	en	en	O	_
5	nécéssite	nécéssite	O	_
6	plus	plus	O	_
7	d'	de	O	_
8	actions	action	O	_
9	de	de	O	_
10	la	le	O	_
11	part	part	O	_
12	de	de	O	_
13	l'	le	O	_
14	administration	administration	O	_
15	et	et	O	_
16	va	aller	BN	_
17	basculer	basculer	EN	_
18	vers	vers	EN	_
19	BASIAS	BASIAS	BO	_


#13.0058
#S.
1	S.	S.	O	_


#.R.
1	.R.	.r.	O	_


#.U (Sté de Récupération et de Régenération des Huiles Usagées) Marseille (10ème)
1	.U	.u	EO	_
2	(	(	O	_
3	Sté	sté	EO	_
4	de	de	O	_
5	Récupération	récupération	IA	_
6	et	et	IA	_
7	de	de	IA	_
8	Régenération	régenération	IA	_
9	des	de	IA	_
10	Huiles	huile	EA	_
11	Usagées	usager	O	_
12	)	)	O	_
13	Marseille	Marseille	BL	_
14	(	(	IL	_
15	10ème	10ème	IL	_
16	)	)	EL	_


#* Ce site en activité est implanté dans la Zone d'activité de la Capelette à Marseille à proximité d'habitations et de l'Huveaune, depuis 1950 sur une superficie de 1 000 m2.
1	*	*	O	_
2	Ce	ce	BO	_
3	site	site	EO	_
4	en	en	IN	_
5	activité	activité	EN	_
6	est	être	BN	_
7	implanté	implanter	EN	_
8	dans	dans	BL	_
9	la	le	IL	_
10	Zone	zone	IL	_
11	d'	de	IL	_
12	activité	activité	IL	_
13	de	de	IL	_
14	la	le	IL	_
15	Capelette	Capelette	IL	_
16	à	à	IL	_
17	Marseille	Marseille	EL	_
18	à	à	BL	_
19	proximité	proximité	IL	_
20	d'	de	IL	_
21	habitations	habitation	IL	_
22	et	et	IL	_
23	de	de	IL	_
24	l'	le	IL	_
25	Huveaune	Huveaune	EL	_
26	,	,	O	_
27	depuis	depuis	BT	_
28	1950	1950	ET	_
29	sur	sur	O	_
30	une	un	O	_
31	superficie	superficie	O	_
32	de	de	O	_
33	1	1	O	_
34	000	000	O	_
35	m2	m2	O	_
36	.	.	O	_


#* Créée en 1940 pour collecter les huiles usagées, la Société de Ramassage pour la Régénération des Huiles Usagées (SRRHU) a étendu son activité en 1994 à la collecte d'autres déchets industriels, en particulier les déchets de garage (filtres à huiles et à gazole usagés, batterie, liquide de refroidissement usagés).
1	*	*	O	_
2	Créée	créer	BN	_
3	en	en	BT	_
4	1940	1940	ET	_
5	pour	pour	O	_
6	collecter	collecter	BN	_
7	les	le	BO	_
8	huiles	huile	BO	_
9	usagées	usager	EO	_
10	,	,	O	_
11	la	le	BO	_
12	Société	société	IO	_
13	de	de	IO	_
14	Ramassage	ramassage	BN	_
15	pour	pour	IN	_
16	la	le	IN	_
17	Régénération	régénération	EN	_
18	des	de	O	_
19	Huiles	huile	BO	_
20	Usagées	usager	EO	_
21	(	(	O	_
22	SRRHU	SRRHU	O	_
23	)	)	O	_
24	a	avoir	BN	_
25	étendu	étendre	EN	_
26	son	son	BO	_
27	activité	activité	EO	_
28	en	en	BT	_
29	1994	1994	ET	_
30	à	à	O	_
31	la	le	BA	_
32	collecte	collecte	IA	_
33	d'	de	IA	_
34	autres	autre	O	_
35	déchets	déchet	O	_
36	industriels	industriel	O	_
37	,	,	O	_
38	en	en	O	_
39	particulier	particulier	O	_
40	les	le	O	_
41	déchets	déchet	O	_
42	de	de	O	_
43	garage	garage	O	_
44	(	(	O	_
45	filtres	filtre	O	_
46	à	à	O	_
47	huiles	huile	O	_
48	et	et	O	_
49	à	à	O	_
50	gazole	gazole	O	_
51	usagés	usager	O	_
52	,	,	O	_
53	batterie	batterie	O	_
54	,	,	O	_
55	liquide	liquide	O	_
56	de	de	O	_
57	refroidissement	refroidissement	O	_
58	usagés	usager	O	_
59	)	)	O	_
60	.	.	O	_


#L'activité consiste donc dans le stockage en transit des huiles usagées provenant du ramassage spécifique (collecte agréée) avant envoi vers les filières de régénération ou valorisation thermique en cimenterie.
1	L'	le	O	_
2	activité	activité	O	_
3	consiste	consiste	O	_
4	donc	donc	O	_
5	dans	dans	O	_
6	le	le	BA	_
7	stockage	stockage	EA	_
8	en	en	O	_
9	transit	transit	O	_
10	des	de	O	_
11	huiles	huile	O	_
12	usagées	usager	O	_
13	provenant	provenir	O	_
14	du	de	O	_
15	ramassage	ramassage	O	_
16	spécifique	spécifique	O	_
17	(	(	O	_
18	collecte	collecte	O	_
19	agréée	agréer	O	_
20	)	)	O	_
21	avant	avant	BN	_
22	envoi	envoi	IN	_
23	vers	vers	IN	_
24	les	le	BO	_
25	filières	filière	IO	_
26	de	de	IO	_
27	régénération	régénération	IO	_
28	ou	ou	IO	_
29	valorisation	valorisation	IO	_
30	thermique	thermique	EO	_
31	en	en	O	_
32	cimenterie	cimenterie	BO	_
33	.	.	O	_


#* Devenue le 4 Avril 2004 SEVIA-SRRHU puis SEVIA le 23 Mai 2006, la société est une filiale d'ONYX division propreté de VEOLIA ENVIRONNEMENT.
1	*	*	O	_
2	Devenue	devenir	BR	_
3	le	le	BT	_
4	4	4	IT	_
5	Avril	avril	IT	_
6	2004	2004	ET	_
7	SEVIA	SEVIA	EO	_
8	-	-	O	_
9	SRRHU	SRRHU	O	_
10	puis	puis	O	_
11	SEVIA	SEVIA	EO	_
12	le	le	BT	_
13	23	23	IT	_
14	Mai	mai	IT	_
15	2006	2006	ET	_
16	,	,	ET	_
17	la	le	BO	_
18	société	société	EO	_
19	est	être	BR	_
20	une	un	BR	_
21	filiale	filiale	IR	_
22	d'	de	ER	_
23	ONYX	ONYX	BO	_
24	division	division	O	_
25	propreté	propreté	O	_
26	de	de	O	_
27	VEOLIA	VEOLIA	BO	_
28	ENVIRONNEMENT	ENVIRONNEMENT	EO	_
29	.	.	O	_


#* La capacité de stockage est de 300 m3 environ.
1	*	*	O	_
2	La	le	O	_
3	capacité	capacité	O	_
4	de	de	O	_
5	stockage	stockage	O	_
6	est	être	O	_
