
#974.0013
#Ensemble enterré de 2 pipe-lines (fuel domestique et fuel lourd) reliant les postes de déchargement des pétroliers au dépôt d'hydrocarbures de la société SRE.
1	Ensemble	ensemble	BO	_
4	la	le	BO	_
5	DRIRE	DRIRE	EO	_
6	à	à	O	_
7	proposer	proposer	O	_
8	au	au	O	_
9	Préfet	préfet	O	_
10	de	de	O	_
11	prescrire	prescrire	BN	_
12	à	à	O	_
13	la	le	BO	_
14	société	société	IO	_
15	SRE	SRE	EO	_
16	la	le	BN	_
17	réalisation	réalisation	IN	_
18	d'	de	IN	_
19	un	un	IN	_
20	diagnostic	diagnostic	IN	_
21	initial	initial	EN	_
22	et	et	O	_
23	d'	de	O	_
24	une	un	BN	_
25	évaluation	évaluation	IN	_
26	simplifiée	simplifier	IN	_
27	des	de	IN	_
28	risques	risque	EN	_
29	.	.	O	_


#L'arrêté préfectoral du 16/07/2001 impose la réalisation d'un diagnostic initial et d'une évaluation simplifiée des risques.
1	L'	le	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	EO	_
4	du	de	O	_
5	16/07/2001	16/07/2001	IT	_
6	impose	impose	BN	_
7	la	le	BN	_
8	réalisation	réalisation	IN	_
9	d'	de	IN	_
10	un	un	IN	_
11	diagnostic	diagnostic	IN	_
12	initial	initial	EN	_
13	et	et	O	_
14	d'	de	BN	_
15	une	un	BN	_
16	évaluation	évaluation	IN	_
17	simplifiée	simplifier	IN	_
18	des	de	IN	_
19	risques	risque	EN	_
20	.	.	O	_


#Ces éléments sont reçus le 16/10/2001 puis complétés le 01/10/2002.
1	Ces	ce	BO	_
2	éléments	élément	EO	_
3	sont	être	BN	_
4	reçus	recevoir	EN	_
5	le	le	BT	_
6	16/10/2001	16/10/2001	IT	_
7	puis	puis	IN	_
8	complétés	compléter	EN	_
9	le	le	BT	_
10	01/10/2002	01/10/2002	IT	_
11	.	.	O	_


#L'arrêté préfectoral n°03-612/SG/DRCTCV du 14 mars 2003 a prescrit une surveillance des eaux souterraines arrêtée en mars 2004, suite à la réception du rapport final de suivi de la pollution des sols en novembre 2003.
1	L'	le	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	EO	_
4	n°	numéro	O	_
5	03	03	O	_
6	-	-	O	_
7	612	612	O	_
8	/	/	O	_
9	SG	SG	O	_
10	/	/	O	_
11	DRCTCV	DRCTCV	IA	_
12	du	de	BT	_
13	14	14	IT	_
14	mars	mars	IT	_
15	2003	2003	ET	_
16	a	avoir	BN	_
17	prescrit	prescrire	IN	_
18	une	un	BA	_
19	surveillance	surveillance	IA	_
20	des	de	IA	_
21	eaux	eau	IA	_
22	souterraines	souterrain	EA	_
23	arrêtée	arrêter	BO	_
24	en	en	BT	_
25	mars	mars	IT	_
26	2004	2004	ET	_
27	,	,	ET	_
28	suite	suite	BR	_
29	à	à	ER	_
30	la	le	EN	_
31	réception	réception	EN	_
32	du	de	BO	_
33	rapport	rapport	IO	_
34	final	final	IO	_
35	de	de	IO	_
36	suivi	suivi	IO	_
37	de	de	IO	_
38	la	le	IO	_
39	pollution	pollution	IO	_
40	des	de	IO	_
41	sols	sol	EO	_
42	en	en	BT	_
43	novembre	novembre	IT	_
44	2003	2003	ET	_
45	.	.	ET	_


#Suite à nouvelle pollution au fioul lourd sur la canalisation de transport, constatée le 27 février 2006, l'arrêté préfectoral du 17 août 2006 a prescrit à la SRE la réalisation d'un diagnostic de la zone impactée par le déversement accidentel d'hydrocarbures dans les sols.
1	Suite	suite	BR	_
2	à	à	ER	_
3	nouvelle	nouveau	BN	_
4	pollution	pollution	EN	_
5	au	au	O	_
6	fioul	fioul	BO	_
7	lourd	lourd	EO	_
8	sur	sur	O	_
9	la	le	BO	_
10	canalisation	canalisation	IO	_
11	de	de	IO	_
12	transport	transport	EO	_
13	,	,	O	_
14	constatée	constater	O	_
15	le	le	BT	_
16	27	27	IT	_
17	février	février	IT	_
18	2006	2006	ET	_
19	,	,	ET	_
20	l'	le	BO	_
21	arrêté	arrêté	IO	_
22	préfectoral	préfectoral	EO	_
23	du	de	O	_
24	17	17	BT	_
25	août	août	IT	_
26	2006	2006	ET	_
27	a	avoir	BN	_
28	prescrit	prescrire	EN	_
29	à	à	O	_
30	la	le	BO	_
31	SRE	SRE	EO	_
32	la	le	BN	_
33	réalisation	réalisation	IN	_
34	d'	de	IN	_
35	un	un	IN	_
36	diagnostic	diagnostic	EN	_
37	de	de	O	_
38	la	le	BO	_
39	zone	zone	EO	_
40	impactée	impacter	EO	_
41	par	par	EO	_
42	le	le	BN	_
43	déversement	déversement	BN	_
44	accidentel	accidentel	EN	_
45	d'	de	IN	_
46	hydrocarbures	hydrocarbure	EN	_
47	dans	dans	O	_
48	les	le	O	_
49	sols	sol	O	_
50	.	.	O	_


#Environ 100 m3 de terres polluées sont extraites.
1	Environ	environ	O	_
2	100	100	O	_
3	m3	m3	IO	_
4	de	de	IO	_
5	terres	terre	IO	_
6	polluées	polluer	EO	_
7	sont	être	BN	_
8	extraites	extraire	EN	_
9	.	.	O	_


#L'exploitant remet une étude de sols début novembre 2006 qui indique que le sol est pollué entre 1 et 5 m de profondeur au maximum avec une extension latérale de l'ordre de quelques mètres.  Il est également noté la présence de traces d'hydrocarbures dans un des piézomètres.
1	L'	le	BO	_
2	exploitant	exploitant	EO	_
3	remet	remettre	EN	_
4	une	un	BN	_
5	étude	étude	IN	_
6	de	de	IN	_
7	sols	sol	EN	_
8	début	début	BT	_
9	novembre	novembre	IT	_
10	2006	2006	ET	_
11	qui	qui	O	_
12	indique	indique	O	_
13	que	que	O	_
14	le	le	O	_
15	sol	sol	O	_
16	est	être	O	_
17	pollué	polluer	O	_
18	entre	entre	O	_
19	1	1	O	_
20	et	et	O	_
21	5	5	O	_
22	m	m	O	_
23	de	de	O	_
24	profondeur	profondeur	O	_
25	au	au	O	_
26	maximum	maximum	O	_
27	avec	avec	O	_
28	une	un	O	_
29	extension	extension	O	_
30	latérale	latéral	O	_
31	de	de	O	_
32	l'	le	O	_
33	ordre	ordre	O	_
34	de	de	O	_
35	quelques	quelque	O	_
36	mètres	mètre	O	_
37	.	.	O	_
38	 	 	O	_
39	Il	il	O	_
40	est	être	O	_
41	également	également	O	_
42	noté	noter	O	_
43	la	le	O	_
44	présence	présence	O	_
45	de	de	O	_
46	traces	trace	O	_
47	d'	de	O	_
48	hydrocarbures	hydrocarbure	O	_
49	dans	dans	O	_
50	un	un	O	_
51	des	de	O	_
52	piézomètres	piézomètre	O	_
53	.	.	O	_


#Il est expliqué que la zone polluée est confinée du fait de la quasi-absence de mobilité du fioul lourd et ne présente pas de risque pour la population du fait de son isolation par une couche de bitume.
1	Il	il	O	_
2	est	être	O	_
3	expliqué	expliquer	O	_
4	que	que	O	_
5	la	le	O	_
6	zone	zone	BO	_
7	polluée	polluer	EO	_
8	est	être	O	_
9	confinée	confiner	O	_
10	du	de	O	_
11	fait	fait	O	_
12	de	de	O	_
13	la	le	O	_
14	quasi-absence	quasi-absence	O	_
15	de	de	O	_
16	mobilité	mobilité	O	_
17	du	de	O	_
18	fioul	fioul	O	_
19	lourd	lourd	O	_
20	et	et	O	_
21	ne	ne	O	_
22	présente	présente	O	_
23	pas	pas	O	_
24	de	de	O	_
25	risque	risque	O	_
26	pour	pour	O	_
27	la	le	O	_
28	population	population	O	_
29	du	de	O	_
30	fait	fait	O	_
31	de	de	O	_
32	son	son	O	_
33	isolation	isolation	O	_
34	par	par	O	_
35	une	un	O	_
36	couche	couche	O	_
37	de	de	O	_
38	bitume	bitume	O	_
39	.	.	O	_


#Du fait de la mise en service des installation de production d’électricité d’EDF-PEI Port-Est, les installations de la centrale thermique d’EDF-SEI Port-Ouest ont été progressivement arrêtées tout au long de l’année 2013, et ce jusqu’à leur mise à l’arrêt définitif au 31 décembre dernier, ce qui a eu pour conséquence de faire disparaître le principal client de la SRE.
1	Du	de	BR	_
2	fait	fait	IR	_
3	de	de	ER	_
4	la	le	BN	_
5	mise	mise	IN	_
6	en	en	IN	_
7	service	service	IN	_
8	des	de	IA	_
9	installation	installation	IA	_
10	de	de	IA	_
11	production	production	IA	_
12	d’	d’	IA	_
13	électricité	électricité	IA	_
14	d’	d’	O	_
15	EDF	EDF	O	_
16	-	-	O	_
17	PEI	PEI	BO	_
18	Port-Est	Port-Est	EO	_
19	,	,	O	_
20	les	le	BO	_
21	installations	installation	IO	_
22	de	de	IO	_
23	la	le	IO	_
24	centrale	centrale	IO	_
25	thermique	thermique	EO	_
26	d’	d’	O	_
27	EDF	EDF	O	_
28	-	-	O	_
29	SEI	SEI	BO	_
30	Port-Ouest	Port-Ouest	EO	_
31	ont	avoir	BN	_
32	été	être	IN	_
33	progressivement	progressivement	EN	_
34	arrêtées	arrêter	EN	_
35	tout	tout	BT	_
36	au	au	IT	_
37	long	long	IT	_
38	de	de	IT	_
39	l’	l’	IT	_
40	année	année	ET	_
41	2013	2013	ET	_
42	,	,	ET	_
43	et	et	O	_
44	ce	ce	O	_
45	jusqu’	jusqu’	O	_
46	à	à	IN	_
47	leur	leur	IN	_
48	mise	mise	IN	_
49	à	à	IN	_
50	l’	l’	IN	_
51	arrêt	arrêt	IN	_
52	définitif	définitif	EN	_
53	au	au	BT	_
54	31	31	IT	_
55	décembre	décembre	IT	_
56	dernier	dernier	IT	_
57	,	,	O	_
58	ce	ce	O	_
59	qui	qui	O	_
60	a	avoir	O	_
61	eu	avoir	O	_
62	pour	pour	O	_
63	conséquence	conséquence	O	_
64	de	de	O	_
65	faire	faire	BN	_
66	disparaître	disparaître	BN	_
67	le	le	IN	_
68	principal	principal	IN	_
69	client	client	EN	_
70	de	de	O	_
71	la	le	BO	_
72	SRE	SRE	EO	_
73	.	.	O	_


#L’exploitant a alors demandé au préfet le 30 octobre 2013, l'autorisation de mettre à l'arrêt définitif au 31 janvier 2014 ses canalisations de transport de liquide inflammable reliant les installations à la Darse du port de commerce dit de Port-Ouest.
1	L’	l’	BO	_
2	exploitant	exploitant	EO	_
3	a	avoir	BN	_
4	alors	alors	IN	_
5	demandé	demander	EN	_
6	au	au	BO	_
7	préfet	préfet	EO	_
8	le	le	BT	_
9	30	30	IT	_
10	octobre	octobre	IT	_
11	2013	2013	ET	_
12	,	,	ET	_
13	l'	le	BO	_
14	autorisation	autorisation	EO	_
15	de	de	BN	_
16	mettre	mettre	BN	_
17	à	à	IN	_
18	l'	le	IN	_
19	arrêt	arrêt	IN	_
20	définitif	définitif	EN	_
21	au	au	BT	_
22	31	31	IT	_
23	janvier	janvier	IT	_
24	2014	2014	ET	_
25	ses	son	BO	_
26	canalisations	canalisation	IO	_
27	de	de	IO	_
28	transport	transport	IA	_
29	de	de	IA	_
30	liquide	liquide	IA	_
31	inflammable	inflammable	EA	_
32	reliant	relier	O	_
33	les	le	BO	_
34	installations	installation	EO	_
35	à	à	BL	_
36	la	le	IL	_
37	Darse	Darse	IL	_
38	du	de	IL	_
39	port	port	IL	_
40	de	de	IL	_
41	commerce	commerce	IL	_
42	dit	dire	BR	_
43	de	de	IL	_
44	Port-Ouest	Port-Ouest	IL	_
45	.	.	O	_


#Suite aux demandes de l'inspection le 13 novembre 2013, l’exploitant transmet le 31 mars 2014 à la DEAL, les dossier préliminaires au plan d’arrêt définitif des canalisations de transport d’hydrocarbures.
1	Suite	suite	BR	_
2	aux	aux	ER	_
3	demandes	demande	EN	_
4	de	de	O	_
5	l'	le	O	_
6	inspection	inspection	O	_
7	le	le	BT	_
8	13	13	IT	_
9	novembre	novembre	IT	_
10	2013	2013	ET	_
11	,	,	ET	_
12	l’	l’	BO	_
13	exploitant	exploitant	EO	_
14	transmet	transmettre	BN	_
15	le	le	BT	_
16	31	31	IT	_
17	mars	mars	IT	_
18	2014	2014	ET	_
19	à	à	O	_
20	la	le	BO	_
21	DEAL	DEAL	IO	_
22	,	,	O	_
23	les	le	BO	_
24	dossier	dossier	EO	_
25	préliminaires	préliminaire	O	_
26	au	au	O	_
27	plan	plan	O	_
28	d’	d’	O	_
29	arrêt	arrêt	IA	_
30	définitif	définitif	IA	_
31	des	de	IA	_
32	canalisations	canalisation	IA	_
33	de	de	IA	_
34	transport	transport	IA	_
35	d’	d’	IA	_
36	hydrocarbures	hydrocarbure	EO	_
37	.	.	O	_


#L’inspection réalise alors une visite d’inspection le 28 avril 2014 afin d'établir un premier état de la situation environnementale du tracé des-dites canalisations de transport.
1	L’	l’	BO	_
2	inspection	inspection	EO	_
3	réalise	réalise	BN	_
4	alors	alors	IN	_
5	une	un	EN	_
6	visite	visite	EN	_
7	d’	d’	EN	_
8	inspection	inspection	EN	_
9	le	le	BT	_
10	28	28	IT	_
11	avril	avril	IT	_
12	2014	2014	ET	_
13	afin	afin	O	_
14	d'	de	O	_
15	établir	établir	O	_
16	un	un	O	_
17	premier	premier	O	_
18	état	état	O	_
19	de	de	O	_
20	la	le	BO	_
21	situation	situation	IO	_
22	environnementale	environnemental	EO	_
23	du	de	O	_
24	tracé	tracé	O	_
25	des-dites	des-dite	IO	_
26	canalisations	canalisation	IO	_
27	de	de	IO	_
28	transport	transport	EO	_
29	.	.	O	_


#Lors de cette visite, il est constaté certains manquements, comme l’absence de démonstration de la compatibilité des usages et des remises en état proposées pour chaque tronçon au titre des documents d’urbanisme en vigueur, ou encore l’absence de l’avis du Maire ou président d'établissement public de coopération intercommunale compétent en matière d'urbanisme sur les propositions concernant les tronçons non démantelés.
1	Lors	lors	O	_
2	de	de	O	_
3	cette	ce	O	_
4	visite	visite	O	_
5	,	,	O	_
6	il	il	O	_
7	est	être	O	_
8	constaté	constater	O	_
9	certains	certain	O	_
10	manquements	manquement	O	_
11	,	,	O	_
12	comme	comme	O	_
13	l’	l’	O	_
14	absence	absence	O	_
15	de	de	O	_
16	démonstration	démonstration	O	_
17	de	de	O	_
18	la	le	BO	_
19	compatibilité	compatibilité	IO	_
20	des	de	IO	_
21	usages	usage	EO	_
22	et	et	O	_
23	des	de	O	_
24	remises	remise	O	_
25	en	en	O	_
26	état	état	O	_
27	proposées	proposer	O	_
28	pour	pour	O	_
29	chaque	chaque	O	_
30	tronçon	tronçon	O	_
31	au	au	O	_
32	titre	titre	O	_
33	des	de	O	_
34	documents	document	O	_
35	d’	d’	O	_
36	urbanisme	urbanisme	O	_
37	en	en	O	_
38	vigueur	vigueur	O	_
39	,	,	O	_
40	ou	ou	O	_
41	encore	encore	O	_
42	l’	l’	O	_
43	absence	absence	O	_
44	de	de	O	_
45	l’	l’	O	_
46	avis	avis	O	_
47	du	de	O	_
48	Maire	maire	O	_
49	ou	ou	O	_
50	président	président	O	_
51	d'	de	O	_
52	établissement	établissement	O	_
53	public	public	O	_
54	de	de	O	_
55	coopération	coopération	O	_
56	intercommunale	intercommunal	O	_
57	compétent	compétent	O	_
58	en	en	O	_
59	matière	matière	O	_
60	d'	de	O	_
61	urbanisme	urbanisme	O	_
62	sur	sur	O	_
63	les	le	O	_
64	propositions	proposition	O	_
65	concernant	concerner	O	_
66	les	le	O	_
67	tronçons	tronçon	O	_
68	non	non	O	_
69	démantelés	démanteler	EN	_
70	.	.	O	_


#L’inspection invite alors l’exploitant, par courrier du 12 juin 2014, à lever les non-conformités relevées, lui indiquant qu’en l’absence des éléments demandés, la demande de mise à l’arrêt définitif de ses canalisations ne pourra être accordée.
1	L’	l’	O	_
2	inspection	inspection	O	_
3	invite	invite	O	_
4	alors	alors	O	_
5	l’	l’	BO	_
6	exploitant	exploitant	EO	_
7	,	,	O	_
8	par	par	O	_
9	courrier	courrier	O	_
10	du	de	BT	_
11	12	12	IT	_
12	juin	juin	IT	_
13	2014	2014	ET	_
14	,	,	ET	_
15	à	à	O	_
16	lever	lever	O	_
17	les	le	O	_
18	non-conformités	non-conformité	O	_
19	relevées	relever	O	_
20	,	,	O	_
21	lui	lui	O	_
22	indiquant	indiquer	O	_
23	qu’	qu’	O	_
24	en	en	O	_
25	l’	l’	O	_
26	absence	absence	O	_
27	des	de	O	_
28	éléments	élément	O	_
29	demandés	demander	O	_
30	,	,	O	_
31	la	le	BO	_
32	demande	demande	EO	_
33	de	de	O	_
34	mise	mise	O	_
35	à	à	O	_
36	l’	l’	BN	_
37	arrêt	arrêt	IN	_
38	définitif	définitif	EN	_
39	de	de	O	_
40	ses	son	O	_
41	canalisations	canalisation	O	_
42	ne	ne	O	_
43	pourra	pouvoir	O	_
44	être	être	O	_
45	accordée	accorder	O	_
46	.	.	O	_


#22.0008
#Le site occupé par la société Blanc Aéro Technologie existe depuis 1850 (fabrique de lin).
1	Le	le	BO	_
2	site	site	EO	_
3	occupé	occuper	BA	_
4	par	par	O	_
5	la	le	O	_
6	société	société	IO	_
7	Blanc	Blanc	IO	_
8	Aéro	Aéro	EO	_
9	Technologie	technologie	EO	_
10	existe	existe	BR	_
11	depuis	depuis	BT	_
12	1850	1850	ET	_
13	(	(	O	_
14	fabrique	fabrique	BA	_
15	de	de	IA	_
16	lin	lin	EA	_
17	)	)	O	_
18	.	.	O	_


#En 1917, une fabrique de visserie y est transféré.
1	En	en	BT	_
2	1917	1917	ET	_
3	,	,	O	_
4	une	un	BO	_
5	fabrique	fabrique	IO	_
6	de	de	IO	_
7	visserie	visserie	EO	_
8	y	y	O	_
9	est	être	BN	_
10	transféré	transférer	EN	_
11	.	.	O	_


#Il a été exploité successivement par la société LEFEVRE, puis par les filiales du groupe GFI, FIXARMOR, BLANC AERO TECHNOLOGIE.
1	Il	il	BO	_
2	a	avoir	BN	_
3	été	être	IN	_
4	exploité	exploiter	EN	_
5	successivement	successivement	EN	_
6	par	par	O	_
7	la	le	BO	_
8	société	société	IO	_
9	LEFEVRE	LEFEVRE	EO	_
10	,	,	O	_
11	puis	puis	O	_
12	par	par	O	_
13	les	le	BO	_
14	filiales	filiale	EO	_
15	du	de	O	_
16	groupe	groupe	O	_
17	GFI	GFI	O	_
18	,	,	O	_
19	FIXARMOR	FIXARMOR	BO	_
20	,	,	O	_
21	BLANC	BLANC	O	_
22	AERO	AERO	BO	_
23	TECHNOLOGIE	TECHNOLOGIE	EO	_
24	.	.	O	_


#L'arrêté préfectoral du 12 janvier 1984 autorise la société Blanc Aéro Technologie à exploiter une usine de visserie et boulonnerie de haute précision (à destination de l’aéronautique et de la compétition automobile).
1	L'	le	BO	_
2	arrêté	arrêté	BO	_
3	préfectoral	préfectoral	EO	_
4	du	de	O	_
5	12	12	BT	_
6	janvier	janvier	IT	_
7	1984	1984	ET	_
8	autorise	autorise	BN	_
9	la	le	BO	_
10	société	société	IO	_
11	Blanc	Blanc	IO	_
12	Aéro	Aéro	EO	_
13	Technologie	Technologie	EO	_
14	à	à	O	_
15	exploiter	exploiter	BN	_
16	une	un	BO	_
17	usine	usine	IO	_
18	de	de	IA	_
19	visserie	visserie	IA	_
20	et	et	IA	_
21	boulonnerie	boulonnerie	BA	_
22	de	de	IA	_
23	haute	haut	IA	_
24	précision	précision	EA	_
25	(	(	O	_
26	à	à	BR	_
27	destination	destination	IR	_
28	de	de	ER	_
29	l’	l’	BA	_
30	aéronautique	aéronautique	IA	_
31	et	et	IA	_
32	de	de	IA	_
33	la	le	IA	_
34	compétition	compétition	IA	_
35	automobile	automobile	EA	_
36	)	)	O	_
37	.	.	O	_


#Un nouvel arrêté préfectoral du 14 janvier 2009 porte sur les modifications apportées à l'installation : arrêt de traitement de surface avec du cadmium (mars 2007), suppression d'un appareil contenant des PCB, cessations de certaines activités et réaménagement de l'activité de traitement de surface.
1	Un	un	BO	_
2	nouvel	nouveau	IO	_
3	arrêté	arrêté	IO	_
4	préfectoral	préfectoral	EO	_
5	du	de	O	_
6	14	14	BT	_
7	janvier	janvier	IT	_
8	2009	2009	ET	_
9	porte	porte	O	_
10	sur	sur	O	_
11	les	le	BN	_
12	modifications	modification	EN	_
13	apportées	apporter	O	_
14	à	à	O	_
15	l'	le	BO	_
16	installation	installation	EN	_
17	:	:	O	_
18	arrêt	arrêt	BN	_
19	de	de	IA	_
20	traitement	traitement	IA	_
21	de	de	IA	_
22	surface	surface	EA	_
23	avec	avec	EA	_
24	du	de	EA	_
25	cadmium	cadmium	EA	_
26	(	(	BT	_
27	mars	mars	IT	_
28	2007	2007	ET	_
29	)	)	ET	_
30	,	,	BN	_
31	suppression	suppression	BN	_
32	d'	de	IN	_
33	un	un	BO	_
34	appareil	appareil	EO	_
35	contenant	contenir	O	_
36	des	un	O	_
37	PCB	pcb	O	_
38	,	,	O	_
39	cessations	cessation	BN	_
40	de	de	BN	_
41	certaines	certain	IN	_
42	activités	activité	EN	_
43	et	et	O	_
44	réaménagement	réaménagement	EN	_
45	de	de	O	_
46	l'	le	BA	_
47	activité	activité	IA	_
48	de	de	IA	_
49	traitement	traitement	IA	_
50	de	de	IA	_
51	surface	surface	EA	_
52	.	.	O	_


#Jusqu'en mars 2007, les procédés mis en œuvre comprenaient des opérations de traitement de surface (par bichromatation et cadmiage).
1	Jusqu'	jusque	BT	_
2	en	en	IT	_
3	mars	mars	IT	_
4	2007	2007	ET	_
5	,	,	ET	_
6	les	le	BN	_
7	procédés	procédé	EN	_
8	mis	mettre	O	_
9	en	en	O	_
10	œuvre	œuvre	O	_
11	comprenaient	comprendre	O	_
12	des	un	O	_
13	opérations	opération	O	_
14	de	de	O	_
15	traitement	traitement	BA	_
16	de	de	IA	_
17	surface	surface	EA	_
18	(	(	O	_
19	par	par	O	_
20	bichromatation	bichromatation	O	_
21	et	et	O	_
22	cadmiage	cadmiage	O	_
23	)	)	O	_
24	.	.	O	_


#L'installation rejetait dans la rivière située à proximité, des eaux provenant de son atelier de traitement de surface, après passage dans la station de détoxication.
1	L'	le	BO	_
2	installation	installation	EO	_
3	rejetait	rejeter	EO	_
4	dans	dans	ER	_
5	la	le	BO	_
6	rivière	rivière	IL	_
7	située	situer	IL	_
8	à	à	IL	_
9	proximité	proximité	EL	_
10	,	,	O	_
11	des	un	O	_
12	eaux	eau	O	_
13	provenant	provenir	O	_
14	de	de	O	_
15	son	son	O	_
16	atelier	atelier	O	_
17	de	de	O	_
18	traitement	traitement	O	_
19	de	de	O	_
20	surface	surface	O	_
21	,	,	O	_
22	après	après	O	_
23	passage	passage	O	_
24	dans	dans	O	_
25	la	le	BO	_
26	station	station	IO	_
27	de	de	IO	_
28	détoxication	détoxication	EO	_
29	.	.	O	_


#En janvier 1991, l'exploitant a amélioré sa station de détoxication par l’installation de résines échangeuses d'ions, lui permettant de respecter les valeurs seuils de rejets autorisés.
1	En	en	BT	_
2	janvier	janvier	IT	_
3	1991	1991	ET	_
4	,	,	O	_
5	l'	le	BO	_
6	exploitant	exploitant	EO	_
7	a	avoir	BN	_
8	amélioré	améliorer	EN	_
9	sa	son	BO	_
10	station	station	IO	_
11	de	de	IO	_
12	détoxication	détoxication	EO	_
13	par	par	O	_
14	l’	l’	BN	_
15	installation	installation	BN	_
16	de	de	IN	_
17	résines	résine	EN	_
18	échangeuses	échangeuse	O	_
19	d'	de	O	_
20	ions	ion	O	_
21	,	,	O	_
22	lui	lui	O	_
23	permettant	permettre	O	_
24	de	de	O	_
25	respecter	respecter	O	_
26	les	le	O	_
27	valeurs	valeur	O	_
28	seuils	seuil	O	_
29	de	de	O	_
30	rejets	rejet	O	_
31	autorisés	autoriser	O	_
32	.	.	O	_


#Du fait de l'activité et de l'ancienneté du site ainsi que de sa sensibilité hydraulique, un arrêté préfectoral complémentaire du 19 octobre 2000 prescrit la réalisation d'un diagnostic initial de pollution des sols et d'une évaluation simplifiée des risques (ESR).
1	Du	de	O	_
2	fait	fait	O	_
3	de	de	O	_
4	l'	le	O	_
5	activité	activité	O	_
6	et	et	O	_
7	de	de	O	_
8	l'	le	O	_
9	ancienneté	ancienneté	O	_
10	du	de	O	_
11	site	site	O	_
12	ainsi	ainsi	O	_
13	que	que	O	_
14	de	de	O	_
15	sa	son	O	_
16	sensibilité	sensibilité	O	_
17	hydraulique	hydraulique	O	_
18	,	,	O	_
19	un	un	BO	_
20	arrêté	arrêté	IO	_
21	préfectoral	préfectoral	IO	_
22	complémentaire	complémentaire	EO	_
23	du	de	O	_
24	19	19	BT	_
25	octobre	octobre	IT	_
26	2000	2000	ET	_
27	prescrit	prescrire	BN	_
28	la	le	BN	_
29	réalisation	réalisation	IN	_
30	d'	de	IN	_
31	un	un	IN	_
32	diagnostic	diagnostic	IN	_
33	initial	initial	IN	_
34	de	de	IN	_
35	pollution	pollution	IN	_
36	des	de	IN	_
37	sols	sol	EN	_
38	et	et	O	_
39	d'	de	BN	_
40	une	un	IN	_
41	évaluation	évaluation	IN	_
42	simplifiée	simplifier	IN	_
43	des	de	IN	_
44	risques	risque	EN	_
45	(	(	O	_
46	ESR	esr	O	_
47	)	)	O	_
48	.	.	O	_


#L'ESR remise en novembre 2004 conclut :
1	L'	le	O	_
2	ESR	esr	O	_
3	remise	remettre	O	_
4	en	en	BT	_
5	novembre	novembre	IT	_
6	2004	2004	ET	_
7	conclut	conclure	O	_
8	:	:	O	_


