
#76.0057
#Nature : Site industriel en activité (ancien site HYDRO AGRI FRANCE exploité par d’autres industriels)
1	Nature	nature	O	_
24	fabrication	fabrication	IA	_
25	d’	d’	IA	_
26	acide	acide	IA	_
27	phosphorique	phosphorique	EO	_
28	.	.	O	_


#Arrêté préfectoral basé sur un protocole validé par l’OPRI.
1	Arrêté	arrêté	BO	_
2	préfectoral	préfectoral	EO	_
3	basé	baser	O	_
4	sur	sur	O	_
5	un	un	O	_
6	protocole	protocole	O	_
7	validé	valider	O	_
8	par	par	O	_
9	l’	l’	O	_
10	OPRI	OPRI	O	_
11	.	.	O	_


#Arrêté Préfectoral du 6 octobre 1997 : fixant les seuils d’assainissement à respecter.
1	Arrêté	arrêté	BO	_
2	Préfectoral	préfectoral	EO	_
3	du	de	O	_
4	6	6	BT	_
5	octobre	octobre	IT	_
6	1997	1997	ET	_
7	:	:	O	_
8	fixant	fixer	BN	_
9	les	le	BO	_
10	seuils	seuil	EO	_
11	d’	d’	BO	_
12	assainissement	assainissement	EO	_
13	à	à	O	_
14	respecter	respecter	O	_
15	.	.	O	_


#14 avril 2000 : procès-verbal de récolement du site.
1	14	14	BT	_
2	avril	avril	IT	_
3	2000	2000	ET	_
4	:	:	O	_
5	procès-verbal	procès-verbal	O	_
6	de	de	O	_
7	récolement	récolement	EN	_
8	du	de	BO	_
9	site	site	EO	_
10	.	.	O	_


#Arrêté Préfectoral du 21 juillet 2000 : autorisant HYDRO AGRI FRANCE à stocker les 11 conteneurs dans un bunker à construire à proximité du lieu de stockage initial, dans l’attente d’une filière d’élimination pour ce type de déchets.
1	Arrêté	arrêté	BO	_
2	Préfectoral	préfectoral	EO	_
3	du	de	O	_
4	21	21	BT	_
5	juillet	juillet	IT	_
6	2000	2000	ET	_
7	:	:	O	_
8	autorisant	autoriser	BN	_
9	HYDRO	HYDRO	BO	_
10	AGRI	AGRI	IO	_
11	FRANCE	FRANCE	EO	_
12	à	à	BN	_
13	stocker	stocker	BN	_
14	les	le	BO	_
15	11	11	BO	_
16	conteneurs	conteneur	EO	_
17	dans	dans	O	_
18	un	un	BO	_
19	bunker	bunker	EO	_
20	à	à	O	_
21	construire	construire	BN	_
22	à	à	BL	_
23	proximité	proximité	IL	_
24	du	de	IL	_
25	lieu	lieu	EL	_
26	de	de	IN	_
27	stockage	stockage	IN	_
28	initial	initial	EN	_
29	,	,	O	_
30	dans	dans	O	_
31	l’	l’	O	_
32	attente	attente	O	_
33	d’	d’	O	_
34	une	un	O	_
35	filière	filière	O	_
36	d’	d’	O	_
37	élimination	élimination	O	_
38	pour	pour	O	_
39	ce	ce	O	_
40	type	type	O	_
41	de	de	O	_
42	déchets	déchet	O	_
43	.	.	O	_


#Etudes
1	Etudes	etude	BO	_


#- 4 rapports Salvarem à la suite de la réalisation de chaque phase des travaux effectués sous contrôle conjoint de l'OPRI et de la DRIRE,
1	-	-	O	_
2	4	4	O	_
3	rapports	rapport	O	_
4	Salvarem	Salvarem	O	_
5	à	à	O	_
6	la	le	O	_
7	suite	suite	O	_
8	de	de	O	_
9	la	le	BN	_
10	réalisation	réalisation	EN	_
11	de	de	O	_
12	chaque	chaque	BO	_
13	phase	phase	EO	_
14	des	de	O	_
15	travaux	travail	BO	_
16	effectués	effectuer	BN	_
17	sous	sous	BN	_
18	contrôle	contrôle	BN	_
19	conjoint	conjoint	EN	_
20	de	de	O	_
21	l'	le	O	_
22	OPRI	OPRI	O	_
23	et	et	O	_
24	de	de	O	_
25	la	le	O	_
26	DRIRE	DRIRE	EO	_
27	,	,	O	_


#- avancement de la décontamination du site,
1	-	-	O	_
2	avancement	avancement	EN	_
3	de	de	O	_
4	la	le	BN	_
5	décontamination	décontamination	EN	_
6	du	de	BO	_
7	site	site	EO	_
8	,	,	O	_


#- contrôle des déchets générés,
1	-	-	O	_
2	contrôle	contrôle	O	_
3	des	de	O	_
4	déchets	déchet	O	_
5	générés	générer	O	_
6	,	,	O	_


#- déclassement des déchets une fois décontaminés,
1	-	-	O	_
2	déclassement	déclassement	BN	_
3	des	de	BO	_
4	déchets	déchet	EO	_
5	une	un	BN	_
6	fois	fois	IN	_
7	décontaminés	décontaminer	EN	_
8	,	,	O	_


#- surveillance du personnel intervenant.
1	-	-	O	_
2	surveillance	surveillance	BO	_
3	du	de	O	_
4	personnel	personnel	O	_
5	intervenant	intervenir	O	_
6	.	.	O	_


#- Réalisation par Salvarem de 2 cartographies du site :
1	-	-	O	_
2	Réalisation	réalisation	O	_
3	par	par	O	_
4	Salvarem	Salvarem	O	_
5	de	de	O	_
6	2	2	BO	_
7	cartographies	cartographie	EO	_
8	du	de	O	_
9	site	site	O	_
10	:	:	O	_


#- une en 1996 avant les travaux de décontamination
1	-	-	O	_
2	une	un	O	_
3	en	en	BT	_
4	1996	1996	ET	_
5	avant	avant	BN	_
6	les	le	BN	_
7	travaux	travail	IN	_
8	de	de	IN	_
9	décontamination	décontamination	EN	_


#- une en 1999 une fois les travaux de décontamination terminés
1	-	-	O	_
2	une	un	BO	_
3	en	en	BT	_
4	1999	1999	ET	_
5	une	un	O	_
6	fois	fois	O	_
7	les	le	BN	_
8	travaux	travail	IN	_
9	de	de	IN	_
10	décontamination	décontamination	EN	_
11	terminés	terminer	EN	_


#Les valeurs des débits de dose mesurés sont toutes inférieures à 0,2 µGy/h seuil maximum fixé par l’arrêté préfectoral du 6 octobre 1997
1	Les	le	O	_
2	valeurs	valeur	O	_
3	des	de	O	_
4	débits	débit	O	_
5	de	de	O	_
6	dose	dose	O	_
7	mesurés	mesurer	O	_
8	sont	être	O	_
9	toutes	tout	O	_
10	inférieures	inférieur	O	_
11	à	à	O	_
12	0,2	0,2	O	_
13	µGy	µgy	O	_
14	/	sur	O	_
15	h	heure	O	_
16	seuil	seuil	O	_
17	maximum	maximum	O	_
18	fixé	fixer	O	_
19	par	par	O	_
20	l’	l’	O	_
21	arrêté	arrêté	O	_
22	préfectoral	préfectoral	O	_
23	du	de	O	_
24	6	6	BT	_
25	octobre	octobre	IT	_
26	1997	1997	ET	_


#Suivi
1	Suivi	suivi	O	_


#Des analyses (radium 226) ont été réalisées sur 4 piézomètres autour du site, avant et après démolition du bâtiment (atelier phosphorique).
1	Des	un	BN	_
2	analyses	analyse	EN	_
3	(	(	O	_
4	radium	radium	O	_
5	226	226	O	_
6	)	)	O	_
7	ont	avoir	BN	_
8	été	être	IN	_
9	réalisées	réaliser	EN	_
10	sur	sur	O	_
11	4	4	O	_
12	piézomètres	piézomètre	O	_
13	autour	autour	O	_
14	du	de	O	_
15	site	site	O	_
16	,	,	O	_
17	avant	avant	O	_
18	et	et	O	_
19	après	après	BN	_
20	démolition	démolition	BN	_
21	du	de	IN	_
22	bâtiment	bâtiment	EN	_
23	(	(	O	_
24	atelier	atelier	O	_
25	phosphorique	phosphorique	O	_
26	)	)	O	_
27	.	.	O	_


#Aucune contamination de la nappe phréatique n’a été relevée.
1	Aucune	aucun	BO	_
2	contamination	contamination	EO	_
3	de	de	O	_
4	la	le	O	_
5	nappe	nappe	O	_
6	phréatique	phréatique	O	_
7	n’	n’	O	_
8	a	avoir	O	_
9	été	être	O	_
10	relevée	relever	O	_
11	.	.	O	_


#Des analyses de poussière ont également été réalisées pendant la durée de chantier par la société SGS (pas de remarques particulières).
1	Des	un	BO	_
2	analyses	analyse	IO	_
3	de	de	IO	_
4	poussière	poussière	EO	_
5	ont	avoir	BN	_
6	également	également	IN	_
7	été	être	IN	_
8	réalisées	réaliser	EN	_
9	pendant	pendant	BT	_
10	la	le	BN	_
11	durée	durée	IN	_
12	de	de	IN	_
13	chantier	chantier	EN	_
14	par	par	O	_
15	la	le	BO	_
16	société	société	IO	_
17	SGS	SGS	EO	_
18	(	(	O	_
19	pas	pas	O	_
20	de	de	O	_
21	remarques	remarque	O	_
22	particulières	particulier	O	_
23	)	)	O	_
24	.	.	O	_


#Travaux de dépollution : terminés
1	Travaux	travail	BN	_
2	de	de	IN	_
3	dépollution	dépollution	EN	_
4	:	:	O	_
5	terminés	terminer	EN	_


#Les 11 conteneurs sont confinés dans un bunker construit sur le site.
1	Les	le	O	_
2	11	11	O	_
3	conteneurs	conteneur	O	_
4	sont	être	O	_
5	confinés	confiner	O	_
6	dans	dans	O	_
7	un	un	BO	_
8	bunker	bunker	EO	_
9	construit	construire	BN	_
10	sur	sur	O	_
11	le	le	O	_
12	site	site	O	_
13	.	.	O	_


#Une clôture a été mise en place autour du lieu de stockage.
1	Une	un	BO	_
2	clôture	clôture	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	mise	mettre	IN	_
6	en	en	IN	_
7	place	place	EN	_
8	autour	autour	BL	_
9	du	de	IL	_
10	lieu	lieu	IN	_
11	de	de	IN	_
12	stockage	stockage	EN	_
13	.	.	O	_


#Des panneaux signalant le risque radioactif sont mis en place le long de la clôture.
1	Des	un	O	_
2	panneaux	panneau	O	_
3	signalant	signaler	O	_
4	le	le	O	_
5	risque	risque	O	_
6	radioactif	radioactif	O	_
7	sont	être	BN	_
8	mis	mettre	IN	_
9	en	en	EN	_
10	place	place	EN	_
11	le	le	BL	_
12	long	long	IL	_
13	de	de	IL	_
14	la	le	IL	_
15	clôture	clôture	EL	_
16	.	.	O	_


#A terme ces déchets seront acheminés vers un centre de stockage national.
1	A	à	O	_
2	terme	terme	O	_
3	ces	ce	O	_
4	déchets	déchet	O	_
5	seront	être	O	_
6	acheminés	acheminer	O	_
7	vers	vers	O	_
8	un	un	O	_
9	centre	centre	O	_
10	de	de	O	_
11	stockage	stockage	O	_
12	national	national	O	_
13	.	.	O	_


#76.0053
#La SARL AFFINERIES DE NORMANDIE a exploité une unité de fonderie d'aluminium à DUCLAIR jusqu'en 1992, en lieu et place d'une boulonnerie ayant exploité de 1921 à 1964.
1	La	le	BO	_
2	SARL	sarl	IO	_
3	AFFINERIES	affinerie	EO	_
4	DE	de	IO	_
5	NORMANDIE	NORMANDIE	EO	_
6	a	avoir	BN	_
7	exploité	exploiter	EN	_
8	une	un	BO	_
9	unité	unité	IO	_
10	de	de	IO	_
11	fonderie	fonderie	EO	_
12	d'	de	IA	_
13	aluminium	aluminium	EA	_
14	à	à	BL	_
15	DUCLAIR	DUCLAIR	EL	_
16	jusqu'	jusque	BT	_
17	en	en	IT	_
18	1992	1992	ET	_
19	,	,	O	_
20	en	en	BR	_
21	lieu	lieu	BR	_
22	et	et	IR	_
23	place	place	ER	_
24	d'	de	ER	_
25	une	un	BO	_
26	boulonnerie	boulonnerie	EO	_
27	ayant	avoir	BN	_
28	exploité	exploiter	EN	_
29	de	de	BT	_
30	1921	1921	IT	_
31	à	à	IT	_
32	1964	1964	ET	_
33	.	.	O	_


#Les activités de la fonderie consistaient en la réalisation de lingots de zinc et d'aluminium à partir de chutes d'industrie constituées des mêmes matériaux, à l'aide de 4 fours alimentés dans un premier temps par du fuel lourd puis par une cuve de fuel enterrée.
1	Les	le	BA	_
2	activités	activité	BA	_
3	de	de	IA	_
4	la	le	IA	_
5	fonderie	fonderie	EA	_
6	consistaient	consister	O	_
7	en	en	O	_
8	la	le	BA	_
9	réalisation	réalisation	IA	_
10	de	de	IA	_
11	lingots	lingot	EA	_
12	de	de	O	_
13	zinc	zinc	O	_
14	et	et	O	_
15	d'	de	O	_
16	aluminium	aluminium	O	_
17	à	à	O	_
18	partir	partir	O	_
19	de	de	O	_
20	chutes	chute	O	_
21	d'	de	O	_
22	industrie	industrie	O	_
23	constituées	constituer	O	_
24	des	de	O	_
25	mêmes	même	O	_
26	matériaux	matériau	O	_
27	,	,	O	_
28	à	à	O	_
29	l'	le	O	_
30	aide	aide	O	_
31	de	de	O	_
32	4	4	O	_
33	fours	four	O	_
34	alimentés	alimenter	O	_
35	dans	dans	O	_
36	un	un	O	_
37	premier	premier	O	_
38	temps	temps	O	_
39	par	par	O	_
40	du	de	O	_
41	fuel	fuel	IO	_
42	lourd	lourd	EO	_
43	puis	puis	O	_
44	par	par	O	_
45	une	un	BO	_
46	cuve	cuve	IO	_
47	de	de	IO	_
48	fuel	fuel	IO	_
49	enterrée	enterrer	IO	_
50	.	.	O	_


#De 1990 à 1992, le site a également accueilli des activités de récupération et de tris de déchets (déchets industriels banals et spéciaux).
1	De	de	BT	_
2	1990	1990	IT	_
3	à	à	IT	_
4	1992	1992	ET	_
5	,	,	O	_
6	le	le	BO	_
7	site	site	EO	_
8	a	avoir	BN	_
9	également	également	IN	_
10	accueilli	accueillir	EN	_
11	des	un	BA	_
12	activités	activité	IA	_
13	de	de	IA	_
14	récupération	récupération	EA	_
15	et	et	O	_
16	de	de	O	_
17	tris	tri	BA	_
18	de	de	IA	_
19	déchets	déchet	EA	_
20	(	(	O	_
21	déchets	déchet	O	_
22	industriels	industriel	O	_
23	banals	banal	O	_
24	et	et	O	_
25	spéciaux	spécial	O	_
26	)	)	O	_
27	.	.	O	_


#Après cessation d'activité, de nombreux déchets ont été abandonnés sur le site (cartons, plastiques, ferrailles, mâchefers...).
1	Après	après	BN	_
2	cessation	cessation	BN	_
3	d'	de	IN	_
4	activité	activité	EN	_
5	,	,	O	_
6	de	de	BO	_
7	nombreux	nombreux	IO	_
8	déchets	déchet	EO	_
9	ont	avoir	BN	_
10	été	être	IN	_
11	abandonnés	abandonner	IN	_
12	sur	sur	O	_
13	le	le	O	_
14	site	site	O	_
15	(	(	O	_
16	cartons	carton	O	_
17	,	,	O	_
18	plastiques	plastique	O	_
19	,	,	O	_
20	ferrailles	ferraille	O	_
21	,	,	O	_
22	mâchefers	mâchefer	O	_
23	...	...	O	_
24	)	)	O	_
25	.	.	O	_


#La rivière l'Austreberthe borde le site industriel.
1	La	le	BO	_
2	rivière	rivière	IO	_
3	l'	le	EO	_
4	Austreberthe	Austreberthe	BL	_
5	borde	borde	BL	_
6	le	le	IL	_
7	site	site	IL	_
8	industriel	industriel	EL	_
9	.	.	O	_


#Deux aquifères sont présentes sur le site, la nappe des alluvions et la nappe de la craie.
1	Deux	Deux	O	_
2	aquifères	aquifère	O	_
3	sont	être	O	_
4	présentes	présent	O	_
5	sur	sur	O	_
6	le	le	O	_
7	site	site	O	_
8	,	,	O	_
9	la	le	O	_
10	nappe	nappe	O	_
11	des	de	O	_
12	alluvions	alluvion	O	_
13	et	et	O	_
14	la	le	O	_
15	nappe	nappe	O	_
16	de	de	O	_
17	la	le	O	_
18	craie	craie	O	_
19	.	.	O	_


#Ces deux nappes sont en continuité hydraulique en raison du caractère fissuré des formations géologiques (alluvions modernes sur 10 m).
1	Ces	ce	BO	_
2	deux	deux	BO	_
3	nappes	nappe	EO	_
4	sont	être	O	_
5	en	en	O	_
6	continuité	continuité	O	_
7	hydraulique	hydraulique	O	_
8	en	en	O	_
9	raison	raison	O	_
10	du	de	O	_
11	caractère	caractère	O	_
12	fissuré	fissurer	O	_
13	des	de	O	_
14	formations	formation	O	_
15	géologiques	géologique	O	_
16	(	(	O	_
17	alluvions	alluvion	O	_
18	modernes	moderne	O	_
19	sur	sur	O	_
20	10	10	O	_
21	m	m	O	_
22	)	)	O	_
23	.	.	O	_


#Le site se trouve pour partie en zone inondable.
1	Le	le	BO	_
2	site	site	EO	_
3	se	se	BL	_
4	trouve	trouve	IL	_
5	pour	pour	IL	_
6	partie	partie	IL	_
7	en	en	IL	_
8	zone	zone	IL	_
9	inondable	inondable	EL	_
10	.	.	O	_


#Ce site, d'une superficie de 1,4 ha dont 2000 m2 bâtis, est actuellement en friche avec la présence de bâtiments vétustes ou menaçant ruine.
1	Ce	ce	BO	_
2	site	site	EO	_
3	,	,	O	_
4	d'	de	O	_
5	une	un	O	_
6	superficie	superficie	O	_
7	de	de	O	_
8	1,4	1,4	O	_
9	ha	ha	O	_
10	dont	dont	O	_
11	2000	2000	BO	_
12	m2	m2	IO	_
13	bâtis	bâtir	EO	_
14	,	,	O	_
15	est	être	O	_
16	actuellement	actuellement	O	_
17	en	en	O	_
18	friche	friche	O	_
19	avec	avec	O	_
20	la	le	O	_
21	présence	présence	O	_
22	de	de	O	_
23	bâtiments	bâtiment	O	_
24	vétustes	vétuste	O	_
25	ou	ou	O	_
26	menaçant	menacer	O	_
27	ruine	ruine	O	_
28	.	.	O	_


#Risques et nuisances :
1	Risques	risque	O	_
2	et	et	O	_
3	nuisances	nuisance	O	_
4	 	 	O	_
5	:	:	O	_


#Les déchets ont été enlevés. en revanche, le site présente des dangers pour les éventuels intrus en raison de la vétusté des bâtiments.
1	Les	le	BO	_
2	déchets	déchet	EO	_
3	ont	avoir	BN	_
4	été	être	IN	_
5	enlevés	enlever	EN	_
6	.	.	O	_
7	en	en	O	_
8	revanche	revanche	O	_
9	,	,	O	_
10	le	le	BO	_
11	site	site	EO	_
12	présente	présente	O	_
13	des	un	O	_
14	dangers	danger	O	_
15	pour	pour	O	_
16	les	le	O	_
17	éventuels	éventuel	O	_
18	intrus	intrus	O	_
19	en	en	O	_
20	raison	raison	O	_
21	de	de	O	_
22	la	le	O	_
23	vétusté	vétusté	O	_
24	des	de	O	_
25	bâtiments	bâtiment	O	_
26	.	.	O	_


#Actions menées :
1	Actions	action	O	_
2	menées	mener	O	_
3	 	 	O	_
4	:	:	O	_


#La société a été mise en demeure le 22 juin 1992 de remettre en état le site.
1	La	le	BO	_
2	société	société	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	mise	mettre	IN	_
6	en	en	IN	_
7	demeure	demeure	IN	_
8	le	le	BT	_
9	22	22	IT	_
10	juin	juin	IT	_
11	1992	1992	ET	_
12	de	de	O	_
13	remettre	remettre	IN	_
14	en	en	IN	_
15	état	état	IN	_
16	le	le	BO	_
17	site	site	EO	_
18	.	.	O	_


#Aucune suite n'ayant été engagée, un arrêté préfectoral de consignation a été pris le 12 janvier 1993, puis un arrêté préfectoral d'exécution d'office le 31 janvier 1997.
1	Aucune	aucun	O	_
2	suite	suite	O	_
3	n'	n'	O	_
4	ayant	avoir	O	_
5	été	être	O	_
6	engagée	engager	O	_
7	,	,	O	_
8	un	un	BO	_
9	arrêté	arrêté	IO	_
10	préfectoral	préfectoral	IO	_
11	de	de	IO	_
12	consignation	consignation	EO	_
13	a	avoir	BN	_
14	été	être	IN	_
15	pris	prendre	EN	_
16	le	le	BT	_
17	12	12	IT	_
18	janvier	janvier	IT	_
19	1993	1993	ET	_
20	,	,	O	_
21	puis	puis	BO	_
22	un	un	BO	_
23	arrêté	arrêté	IO	_
24	préfectoral	préfectoral	IO	_
25	d'	de	BO	_
26	exécution	exécution	IO	_
27	d'	de	EO	_
28	office	office	EO	_
29	le	le	BT	_
30	31	31	IT	_
31	janvier	janvier	IT	_
32	1997	1997	ET	_
33	.	.	ET	_


#l'ADEME a été chargée d'évacuer les DIS et DIB puis de faire réaliser un diagnostic d'évaluation de la pollution résiduelle.
1	l'	le	BO	_
2	ADEME	ADEME	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	chargée	charger	EN	_
6	d'	de	BN	_
7	évacuer	évacuer	EN	_
8	les	le	BO	_
9	DIS	di	IO	_
10	et	et	IO	_
11	DIB	dib	EO	_
12	puis	puis	O	_
13	de	de	BN	_
14	faire	faire	BN	_
15	réaliser	réaliser	BN	_
16	un	un	BN	_
17	diagnostic	diagnostic	IN	_
18	d'	de	IN	_
