
#67.0082
#Station service ayant connue une fuite d'hydrocarbures détectée le 21 avril 2001.
1	Station	station	BO	_
47	sensible	sensible	O	_
48	.	.	O	_


#e diagnostic approfondi réalisé en février 2005 a montré une teneur en amont du site de 12,3 µg/l en tétrachloroéthylène, non retrouvée sur et à l'aval du site; Les teneurs en trichloroéthylène sont toutes inférieures au seuil de détection.
1	e	e	BN	_
2	diagnostic	diagnostic	IN	_
3	approfondi	approfondi	EN	_
4	réalisé	réaliser	BN	_
5	en	en	BT	_
6	février	février	IT	_
7	2005	2005	ET	_
8	a	avoir	O	_
9	montré	montrer	O	_
10	une	un	O	_
11	teneur	teneur	O	_
12	en	en	BL	_
13	amont	amont	IL	_
14	du	de	IL	_
15	site	site	EL	_
16	de	de	O	_
17	12,3	12,3	O	_
18	µg	µg	O	_
19	/	sur	O	_
20	l	l	O	_
21	en	en	O	_
22	tétrachloroéthylène	tétrachloroéthylène	O	_
23	,	,	O	_
24	non	non	O	_
25	retrouvée	retrouver	O	_
26	sur	sur	O	_
27	et	et	O	_
28	à	à	BL	_
29	l'	le	IL	_
30	aval	aval	IL	_
31	du	de	IL	_
32	site	site	EL	_
33	;	;	O	_
34	Les	le	O	_
35	teneurs	teneur	O	_
36	en	en	O	_
37	trichloroéthylène	trichloroéthylène	O	_
38	sont	être	O	_
39	toutes	toutes	O	_
40	inférieures	inférieur	O	_
41	au	au	O	_
42	seuil	seuil	O	_
43	de	de	O	_
44	détection	détection	O	_
45	.	.	O	_


#L'étude conclut en la non-nécessité de réaliser une EDR, en particulier pour le plomb qui avait été détecté en novembre et décembre 2004 mais plus en 2005 ( un contrôle analytique restera à réaliser).
1	L'	le	O	_
2	étude	étude	O	_
3	conclut	conclure	O	_
4	en	en	O	_
5	la	le	O	_
6	non-nécessité	non-nécessité	EO	_
7	de	de	O	_
8	réaliser	réaliser	O	_
9	une	un	O	_
10	EDR	edr	O	_
11	,	,	O	_
12	en	en	O	_
13	particulier	particulier	O	_
14	pour	pour	O	_
15	le	le	O	_
16	plomb	plomb	O	_
17	qui	qui	O	_
18	avait	avoir	BN	_
19	été	être	IN	_
20	détecté	détecter	EN	_
21	en	en	BT	_
22	novembre	novembre	IT	_
23	et	et	IT	_
24	décembre	décembre	IT	_
25	2004	2004	ET	_
26	mais	mais	IR	_
27	plus	plus	IR	_
28	en	en	BT	_
29	2005	2005	ET	_
30	(	(	O	_
31	un	un	O	_
32	contrôle	contrôle	O	_
33	analytique	analytique	O	_
34	restera	rester	O	_
35	à	à	O	_
36	réaliser	réaliser	O	_
37	)	)	O	_
38	.	.	O	_


#En 2006, la surveillance semestrielle des eaux souterraines se poursuit.
1	En	en	BT	_
2	2006	2006	ET	_
3	,	,	ET	_
4	la	le	BA	_
5	surveillance	surveillance	IA	_
6	semestrielle	semestriel	EA	_
7	des	de	O	_
8	eaux	eau	IA	_
9	souterraines	souterrain	EA	_
10	se	se	O	_
11	poursuit	poursuivre	O	_
12	.	.	O	_


#Le 30 mars 2011, la société CLESTRA notifiait au préfet du Bas-Rhin la cessation d'activité des installations.
1	Le	le	BT	_
2	30	30	IT	_
3	mars	mars	IT	_
4	2011	2011	ET	_
5	,	,	ET	_
6	la	le	BO	_
7	société	société	IO	_
8	CLESTRA	CLESTRA	EO	_
9	notifiait	notifier	BN	_
10	au	au	IN	_
11	préfet	préfet	IN	_
12	du	de	IN	_
13	Bas-Rhin	Bas-Rhin	IN	_
14	la	le	BN	_
15	cessation	cessation	IN	_
16	d'	de	IN	_
17	activité	activité	IN	_
18	des	de	IN	_
19	installations	installation	EN	_
20	.	.	O	_


#Dans le cadre de la cessation d'activité, différentes études relatives à la qualité du sol et du sous sol ont été réalisées.
1	Dans	dans	BR	_
2	le	le	IR	_
3	cadre	cadre	IR	_
4	de	de	ER	_
5	la	le	BN	_
6	cessation	cessation	BN	_
7	d'	de	IN	_
8	activité	activité	EN	_
9	,	,	O	_
10	différentes	différents	BN	_
11	études	étude	IN	_
12	relatives	relatif	BR	_
13	à	à	ER	_
14	la	le	BO	_
15	qualité	qualité	IO	_
16	du	de	O	_
17	sol	sol	O	_
18	et	et	O	_
19	du	de	O	_
20	sous	sou	O	_
21	sol	sol	O	_
22	ont	avoir	BN	_
23	été	être	IN	_
24	réalisées	réaliser	EN	_
25	.	.	O	_


#L'analyse des études appelle les constats suivants :
1	L'	le	O	_
2	analyse	analyse	O	_
3	des	de	O	_
4	études	étude	O	_
5	appelle	appeler	O	_
6	les	le	O	_
7	constats	constat	O	_
8	suivants	suivant	O	_
9	:	:	O	_


#- Cuve de fioul enterrée
1	-	-	O	_
2	Cuve	cuve	O	_
3	de	de	O	_
4	fioul	fioul	O	_
5	enterrée	enterré	O	_


#Un impact en hydrocarbures (C6-C10 et C10-C40) au droit de la cuve FOD enterrée dans les terrains en profondeur : de 5,4 m jusqu’à la zone de battement de nappe (8 m).
1	Un	un	BN	_
2	impact	impact	EN	_
3	en	en	O	_
4	hydrocarbures	hydrocarbure	O	_
5	(	(	O	_
6	C6-C10	c6-c10	O	_
7	et	et	O	_
8	C10-C40	c10-c40	O	_
9	)	)	O	_
10	au	au	BL	_
11	droit	droit	IL	_
12	de	de	IL	_
13	la	le	IL	_
14	cuve	cuve	IN	_
15	FOD	fod	IN	_
16	enterrée	enterrer	IN	_
17	dans	dans	IN	_
18	les	le	IN	_
19	terrains	terrain	EN	_
20	en	en	O	_
21	profondeur	profondeur	O	_
22	:	:	O	_
23	de	de	O	_
24	5,4	5,4	O	_
25	m	m	O	_
26	jusqu’	jusqu’	O	_
27	à	à	BL	_
28	la	le	IL	_
29	zone	zone	IL	_
30	de	de	IL	_
31	battement	battement	BN	_
32	de	de	O	_
33	nappe	nappe	O	_
34	(	(	O	_
35	8	8	O	_
36	m	m	O	_
37	)	)	O	_
38	.	.	O	_


#- Ligne de peinture
1	-	-	O	_
2	Ligne	ligne	O	_
3	de	de	O	_
4	peinture	peinture	EO	_


#La présence ponctuelle de métaux, d'éthyl-benzène et de xylène au droit de l'ancienne ligne de peinture sont constatés.
1	La	le	BO	_
2	présence	présence	IO	_
3	ponctuelle	ponctuel	IO	_
4	de	de	IO	_
5	métaux	métal	EO	_
6	,	,	O	_
7	d'	de	O	_
8	éthyl	éthyl	O	_
9	-	-	O	_
10	benzène	benzène	O	_
11	et	et	O	_
12	de	de	O	_
13	xylène	xylène	O	_
14	au	au	BL	_
15	droit	droit	IL	_
16	de	de	O	_
17	l'	le	O	_
18	ancienne	ancien	O	_
19	ligne	ligne	O	_
20	de	de	O	_
21	peinture	peinture	EN	_
22	sont	être	O	_
23	constatés	constater	O	_
24	.	.	O	_


#La présence de métaux à des teneurs supérieures au bruit de fond (chrome, plomb, zinc et mercure).
1	La	le	O	_
2	présence	présence	O	_
3	de	de	O	_
4	métaux	métal	O	_
5	à	à	O	_
6	des	un	O	_
7	teneurs	teneur	O	_
8	supérieures	supérieur	O	_
9	au	au	O	_
10	bruit	bruit	O	_
11	de	de	O	_
12	fond	fond	O	_
13	(	(	O	_
14	chrome	chrome	O	_
15	,	,	O	_
16	plomb	plomb	O	_
17	,	,	O	_
18	zinc	zinc	O	_
19	et	et	O	_
20	mercure	mercure	O	_
21	)	)	O	_
22	.	.	O	_


#Les valeurs maximales mesurées concernent des teneurs 4 à 5 fois supérieures au bruit de fond géochimique local.
1	Les	le	O	_
2	valeurs	valeur	O	_
3	maximales	maximal	O	_
4	mesurées	mesurer	O	_
5	concernent	concerner	O	_
6	des	un	O	_
7	teneurs	teneur	O	_
8	4	4	O	_
9	à	à	O	_
10	5	5	O	_
11	fois	fois	O	_
12	supérieures	supérieur	O	_
13	au	au	O	_
14	bruit	bruit	O	_
15	de	de	O	_
16	fond	fond	O	_
17	géochimique	géochimique	O	_
18	local	local	O	_
19	.	.	O	_


#- Magasin accessoire
1	-	-	O	_
2	Magasin	magasin	O	_
3	accessoire	accessoire	O	_


#La présence de trichloréthylène (TCE) et de chlorure de vinyle (CV) dans les gaz du sol a été relevée à des concentrations notables (TCE : 40 mg/m3; CV : 19 mg/m3).
1	La	le	O	_
2	présence	présence	O	_
3	de	de	O	_
4	trichloréthylène	trichloréthylène	O	_
5	(	(	O	_
6	TCE	tce	O	_
7	)	)	O	_
8	et	et	O	_
9	de	de	O	_
10	chlorure	chlorure	O	_
11	de	de	O	_
12	vinyle	vinyle	O	_
13	(	(	O	_
14	CV	cv	O	_
15	)	)	O	_
16	dans	dans	O	_
