
#68.0023
#Dépôt entre 1959 et 1969 de résidus miniers issus de l'exploitation de la potasse.
1	Dépôt	dépôt	BN	_
1	L’	l’	O	_
2	eau	eau	O	_
3	se	se	BN	_
4	charge	charger	EN	_
5	ainsi	ainsi	O	_
6	des	de	O	_
7	sels	sel	O	_
8	contenus	contenir	O	_
9	dans	dans	O	_
10	les	le	O	_
11	matériaux	matériau	O	_
12	déposés	déposer	O	_
13	.	.	O	_


#L’eau infiltrée rencontre à la base du terril des matériaux perméables et continue sa progression dans les alluvions sous-jacentes, pour rejoindre l’eau de la nappe phréatique.
1	L’	l’	O	_
2	eau	eau	O	_
3	infiltrée	infiltrer	O	_
4	rencontre	rencontre	O	_
5	à	à	O	_
6	la	le	O	_
7	base	base	O	_
8	du	de	O	_
9	terril	terril	O	_
10	des	un	O	_
11	matériaux	matériau	O	_
12	perméables	perméable	O	_
13	et	et	O	_
14	continue	continue	O	_
15	sa	son	O	_
16	progression	progression	O	_
17	dans	dans	O	_
18	les	le	O	_
19	alluvions	alluvion	O	_
20	sous-jacentes	sous-jacent	O	_
21	,	,	O	_
22	pour	pour	O	_
23	rejoindre	rejoindre	O	_
24	l’	l’	O	_
25	eau	eau	O	_
26	de	de	O	_
27	la	le	O	_
28	nappe	nappe	O	_
29	phréatique	phréatique	O	_
30	.	.	O	_


#Les eaux souterraines se chargent ainsi progressivement de sels et plus particulièrement de chlorures au droit des terrils.
1	Les	le	BO	_
2	eaux	eau	IO	_
3	souterraines	souterrain	EO	_
4	se	se	BN	_
5	chargent	charger	BN	_
6	ainsi	ainsi	BN	_
7	progressivement	progressivement	EN	_
8	de	de	O	_
9	sels	sel	O	_
10	et	et	O	_
11	plus	plus	O	_
12	particulièrement	particulièrement	O	_
13	de	de	O	_
14	chlorures	chlorure	O	_
15	au	au	BL	_
16	droit	droit	IL	_
17	des	de	IL	_
18	terrils	terril	IL	_
19	.	.	O	_


#Par la suite, ces chlorures se propagent vers l’aval, selon les différents mécanismes régissant le transport de polluant et forment des langues salées à l’aval des terrils.
1	Par	par	O	_
2	la	le	O	_
3	suite	suite	O	_
4	,	,	O	_
5	ces	ce	O	_
6	chlorures	chlorure	O	_
7	se	se	O	_
8	propagent	propager	O	_
9	vers	vers	BL	_
10	l’	l’	IL	_
11	aval	aval	EL	_
12	,	,	O	_
13	selon	selon	O	_
14	les	le	O	_
15	différents	différent	O	_
16	mécanismes	mécanisme	O	_
17	régissant	régir	O	_
18	le	le	O	_
19	transport	transport	O	_
20	de	de	O	_
21	polluant	polluant	O	_
22	et	et	O	_
23	forment	former	O	_
24	des	un	O	_
25	langues	langue	BO	_
26	salées	salé	EO	_
27	à	à	BL	_
28	l’	l’	IL	_
29	aval	aval	IL	_
30	des	de	IL	_
31	terrils	terril	EL	_
32	.	.	O	_


#La plupart des terrils présentaient des fortes pentes et des surfaces avec de forts ravinements engendrés par le ruissellement des eaux de pluie.
1	La	le	O	_
2	plupart	plupart	O	_
3	des	de	O	_
4	terrils	terril	O	_
5	présentaient	présenter	O	_
6	des	un	O	_
7	fortes	fort	O	_
8	pentes	pente	O	_
9	et	et	O	_
10	des	un	O	_
11	surfaces	surface	O	_
12	avec	avec	O	_
13	de	de	O	_
14	forts	fort	BN	_
15	ravinements	ravinement	BN	_
16	engendrés	engendrer	O	_
17	par	par	O	_
18	le	le	O	_
19	ruissellement	ruissellement	EN	_
20	des	de	O	_
21	eaux	eau	O	_
22	de	de	O	_
23	pluie	pluie	O	_
24	.	.	O	_


#La formation de cavités (par dissolution naturelle du sel) rendait les sols très instables sur les terrils.
1	La	le	BN	_
2	formation	formation	IO	_
3	de	de	IO	_
4	cavités	cavité	EO	_
5	(	(	O	_
6	par	par	O	_
7	dissolution	dissolution	O	_
8	naturelle	naturel	O	_
9	du	de	O	_
10	sel	sel	O	_
11	)	)	O	_
12	rendait	rendre	O	_
13	les	le	O	_
14	sols	sol	O	_
15	très	très	O	_
16	instables	instable	O	_
17	sur	sur	O	_
18	les	le	O	_
19	terrils	terril	O	_
20	.	.	O	_


#Globalement les dispositions mises en œuvre par les MDPA pour retrouver une situation non dégradée des eaux souterraines sont les suivantes :
1	Globalement	globalement	O	_
2	les	le	O	_
3	dispositions	disposition	O	_
4	mises	mettre	O	_
5	en	en	O	_
6	œuvre	œuvre	O	_
7	par	par	O	_
8	les	le	BO	_
9	MDPA	mdpa	EO	_
10	pour	pour	O	_
11	retrouver	retrouver	O	_
12	une	un	O	_
13	situation	situation	O	_
14	non	non	O	_
15	dégradée	dégradé	O	_
16	des	de	O	_
17	eaux	eau	O	_
18	souterraines	souterrain	O	_
19	sont	être	O	_
20	les	le	O	_
21	suivantes	suivant	O	_
22	:	:	O	_


#supprimer les sources de pollution des terrils « salés » par la technique de la dissolution accélérée
1	supprimer	supprimer	BN	_
2	les	le	BO	_
3	sources	source	IO	_
4	de	de	IO	_
5	pollution	pollution	EO	_
6	des	de	O	_
7	terrils	terril	O	_
8	«	«	O	_
9	 	 	O	_
10	salés	saler	O	_
11	 	 	O	_
12	»	»	O	_
13	par	par	O	_
14	la	le	O	_
15	technique	technique	O	_
16	de	de	O	_
17	la	le	BO	_
18	dissolution	dissolution	BO	_
19	accélérée	accélérer	EO	_


#neutraliser les sources de pollution des terrils « peu salés » par des techniques d’étanchement-végétalisation ;
1	neutraliser	neutraliser	BN	_
2	les	le	BO	_
3	sources	source	IO	_
4	de	de	IO	_
5	pollution	pollution	IO	_
6	des	de	O	_
7	terrils	terril	O	_
8	«	«	O	_
9	 	 	O	_
10	peu	peu	O	_
11	salés	saler	O	_
12	 	 	O	_
13	»	»	O	_
14	par	par	BN	_
15	des	un	IN	_
16	techniques	technique	IN	_
17	d’	d’	IN	_
18	étanchement	étanchement	IN	_
19	-	-	O	_
20	végétalisation	végétalisation	O	_
21	;	;	O	_


#stopper l’alimentation des langues salées avec des puits de fixation à l’aval immédiat des terrils (barrière hydraulique)
1	stopper	stopper	O	_
2	l’	l’	BA	_
3	alimentation	alimentation	IA	_
4	des	de	IA	_
5	langues	langue	BO	_
6	salées	salé	EO	_
7	avec	avec	O	_
8	des	un	BO	_
9	puits	puits	IO	_
10	de	de	IO	_
11	fixation	fixation	EO	_
12	à	à	BL	_
13	l’	l’	IL	_
14	aval	aval	IL	_
15	immédiat	immédiat	IL	_
16	des	de	IL	_
17	terrils	terril	IL	_
18	(	(	O	_
19	barrière	barrière	O	_
20	hydraulique	hydraulique	O	_
21	)	)	O	_


#reconquérir la qualité des eaux de la nappe par l’implantation de puits de dépollution
1	reconquérir	reconquérir	BN	_
2	la	le	IO	_
3	qualité	qualité	IO	_
4	des	de	IO	_
5	eaux	eau	IO	_
6	de	de	IO	_
7	la	le	IO	_
8	nappe	nappe	EO	_
9	par	par	O	_
10	l’	l’	BN	_
11	implantation	implantation	BN	_
12	de	de	IN	_
13	puits	puits	IN	_
14	de	de	IN	_
15	dépollution	dépollution	EN	_


#évaluer l’efficacité de ces actions, par le suivi d’un réseau de points de contrôle de la qualité des eaux souterraines
1	évaluer	évaluer	O	_
2	l’	l’	O	_
3	efficacité	efficacité	O	_
4	de	de	O	_
5	ces	ce	O	_
6	actions	action	O	_
7	,	,	O	_
8	par	par	O	_
9	le	le	BA	_
10	suivi	suivi	IA	_
11	d’	d’	ER	_
12	un	un	BO	_
13	réseau	réseau	BO	_
14	de	de	IO	_
15	points	point	IO	_
16	de	de	IO	_
17	contrôle	contrôle	EO	_
18	de	de	O	_
19	la	le	BO	_
20	qualité	qualité	IO	_
21	des	de	IO	_
22	eaux	eau	IO	_
23	souterraines	souterrain	EO	_


#Le terril Joseph Else Est a  été traité par dissolution accélérée de 1995 à 2005.
1	Le	le	BO	_
2	terril	terril	IO	_
3	Joseph	Joseph	IO	_
4	Else	Else	IO	_
5	Est	être	EO	_
6	a	avoir	BN	_
7	 	 	IN	_
8	été	être	IN	_
9	traité	traiter	IN	_
10	par	par	IN	_
11	dissolution	dissolution	IN	_
12	accélérée	accélérer	EN	_
13	de	de	BT	_
14	1995	1995	IT	_
15	à	à	ET	_
16	2005	2005	ET	_
17	.	.	ET	_


#Cette méthode consiste à accélérer le phénomène naturel de dissolution par un arrosage intensif des terrils avec récupération des saumures en périphérie du terril et dans la nappe par l’intermédiaire de puits de pompage (puits de fixation).
1	Cette	ce	O	_
2	méthode	méthode	O	_
3	consiste	consiste	O	_
4	à	à	O	_
5	accélérer	accélérer	O	_
6	le	le	O	_
7	phénomène	phénomène	O	_
8	naturel	naturel	O	_
9	de	de	O	_
10	dissolution	dissolution	O	_
11	par	par	O	_
12	un	un	BN	_
13	arrosage	arrosage	IN	_
14	intensif	intensif	EN	_
15	des	de	O	_
16	terrils	terril	EN	_
17	avec	avec	O	_
18	récupération	récupération	O	_
19	des	de	O	_
20	saumures	saumure	EO	_
21	en	en	BL	_
22	périphérie	périphérie	IL	_
23	du	de	IL	_
24	terril	terril	EL	_
25	et	et	O	_
26	dans	dans	O	_
27	la	le	BO	_
28	nappe	nappe	EL	_
29	par	par	O	_
30	l’	l’	O	_
31	intermédiaire	intermédiaire	O	_
32	de	de	O	_
33	puits	puits	O	_
34	de	de	O	_
35	pompage	pompage	O	_
36	(	(	O	_
37	puits	puits	O	_
38	de	de	O	_
39	fixation	fixation	O	_
40	)	)	O	_
41	.	.	O	_


#Les saumures récupérées après décantation et les eaux pompées dans le puits et le drain de fixation étaient envoyées au Rhin via la Saumoduc.
1	Les	le	BO	_
2	saumures	saumure	EO	_
3	récupérées	récupérer	O	_
4	après	après	O	_
5	décantation	décantation	O	_
6	et	et	O	_
7	les	le	BO	_
8	eaux	eau	IO	_
9	pompées	pomper	IO	_
10	dans	dans	O	_
11	le	le	O	_
12	puits	puits	O	_
13	et	et	O	_
14	le	le	BO	_
15	drain	drain	IO	_
16	de	de	IO	_
17	fixation	fixation	EO	_
18	étaient	être	BR	_
19	envoyées	envoyer	IR	_
20	au	au	ER	_
21	Rhin	Rhin	EL	_
22	via	via	ER	_
23	la	le	BO	_
24	Saumoduc	Saumoduc	EL	_
25	.	.	O	_


#Le terril a ensuite fait l'objet d'un important remodelage en 2007 ayant pour objectif sa stabilisation, la gestion des eaux pluviales et l'intégration paysagère dans la réserve naturelle du Rothmoos après comblement du fossé périphérique profond.
1	Le	le	O	_
2	terril	terril	O	_
3	a	avoir	O	_
4	ensuite	ensuite	O	_
5	fait	faire	IR	_
6	l'	le	IR	_
7	objet	objet	IR	_
8	d'	de	ER	_
9	un	un	BN	_
10	important	important	IN	_
11	remodelage	remodelage	EN	_
12	en	en	BT	_
13	2007	2007	ET	_
14	ayant	avoir	O	_
15	pour	pour	O	_
16	objectif	objectif	O	_
17	sa	son	O	_
18	stabilisation	stabilisation	EN	_
19	,	,	O	_
20	la	le	BA	_
21	gestion	gestion	BA	_
22	des	de	IA	_
23	eaux	eau	IA	_
24	pluviales	pluvial	EA	_
25	et	et	O	_
26	l'	le	BN	_
27	intégration	intégration	IN	_
28	paysagère	paysager	EN	_
29	dans	dans	ER	_
30	la	le	BO	_
31	réserve	réserve	IO	_
32	naturelle	naturel	IO	_
33	du	de	O	_
34	Rothmoos	Rothmoos	O	_
35	après	après	O	_
36	comblement	comblement	BN	_
37	du	de	IN	_
38	fossé	fossé	IN	_
39	périphérique	périphérique	IN	_
40	profond	profond	EN	_
41	.	.	O	_


#Les installations techniques de dissolution ont été démantelées.
1	Les	le	BO	_
2	installations	installation	IO	_
3	techniques	technique	IO	_
4	de	de	IO	_
5	dissolution	dissolution	EO	_
6	ont	avoir	BN	_
7	été	être	IN	_
8	démantelées	démanteler	EN	_
9	.	.	O	_


#Le terril a été remodelé en forme de plateaux de 7 m de hauteur maximum présentant des secteurs intérieurs avec retenue d'eau.
1	Le	le	BO	_
2	terril	terril	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	remodelé	remodeler	EN	_
6	en	en	EN	_
7	forme	forme	O	_
8	de	de	O	_
9	plateaux	plateau	O	_
10	de	de	O	_
11	7	7	O	_
12	m	m	O	_
13	de	de	O	_
14	hauteur	hauteur	O	_
15	maximum	maximum	O	_
16	présentant	présenter	O	_
17	des	un	BO	_
18	secteurs	secteur	IO	_
19	intérieurs	intérieur	EO	_
20	avec	avec	O	_
21	retenue	retenue	O	_
22	d'	de	O	_
23	eau	eau	O	_
24	.	.	O	_


#Les talus extérieurs ont été ensemencés pour assurer leur stabilité et leur résistance à l'érosion.
1	Les	le	BO	_
2	talus	talus	EO	_
3	extérieurs	extérieur	EO	_
4	ont	avoir	BN	_
5	été	être	IN	_
6	ensemencés	ensemencer	EN	_
7	pour	pour	O	_
8	assurer	assurer	O	_
9	leur	leur	O	_
10	stabilité	stabilité	O	_
11	et	et	O	_
12	leur	leur	O	_
13	résistance	résistance	O	_
14	à	à	O	_
15	l'	le	O	_
16	érosion	érosion	O	_
17	.	.	O	_


#Le plateau n'a pas été ensemencé à la demande du CSA (Conservatoire des Sites Alsaciens), qui souhaitait un développement naturel de la végétation.
1	Le	le	O	_
2	plateau	plateau	O	_
3	n'	n'	BN	_
4	a	avoir	IN	_
5	pas	pas	IN	_
6	été	être	IN	_
7	ensemencé	ensemencer	EN	_
8	à	à	O	_
9	la	le	BN	_
10	demande	demande	EN	_
11	du	de	BO	_
12	CSA	CSA	EO	_
13	(	(	O	_
14	Conservatoire	conservatoire	O	_
15	des	de	O	_
16	Sites	site	O	_
17	Alsaciens	alsacien	O	_
18	)	)	O	_
19	,	,	O	_
20	qui	qui	O	_
21	souhaitait	souhaiter	O	_
22	un	un	O	_
23	développement	développement	O	_
24	naturel	naturel	O	_
25	de	de	O	_
26	la	le	O	_
27	végétation	végétation	O	_
28	.	.	O	_


#Il reste aujourd'hui environ 1 000 000 de tonnes de matériaux (insolubles).
1	Il	il	O	_
2	reste	reste	O	_
3	aujourd'hui	aujourd'hui	O	_
4	environ	environ	O	_
5	1	1	O	_
6	000	000	O	_
7	000	000	O	_
8	de	de	O	_
9	tonnes	tonne	O	_
10	de	de	O	_
11	matériaux	matériau	O	_
12	(	(	O	_
13	insolubles	insoluble	O	_
14	)	)	O	_
15	.	.	O	_


#La végétation peut se développer naturellement sur le terril et ne nécessite pas d'entretien particulier.
1	La	le	O	_
2	végétation	végétation	O	_
3	peut	pouvoir	O	_
4	se	se	O	_
5	développer	développer	O	_
6	naturellement	naturellement	O	_
7	sur	sur	O	_
8	le	le	O	_
9	terril	terril	O	_
10	et	et	O	_
11	ne	ne	O	_
12	nécessite	nécessite	O	_
13	pas	pas	O	_
14	d'	d'	O	_
15	entretien	entretien	O	_
16	particulier	particulier	O	_
17	.	.	O	_


#La végétation permet une stabilisation des terres et une absorption d'une partie des eaux de pluie, évitant ainsi la formation de ravinement en surface et l'entraînement de particules de terres dans les fossés et bassins d'infiltration qui pourraient se colmater.
1	La	le	O	_
2	végétation	végétation	O	_
3	permet	permettre	O	_
4	une	un	O	_
5	stabilisation	stabilisation	IO	_
6	des	de	IO	_
7	terres	terre	EO	_
8	et	et	O	_
9	une	un	O	_
10	absorption	absorption	EA	_
11	d'	de	O	_
12	une	un	O	_
13	partie	partie	O	_
14	des	de	O	_
15	eaux	eau	O	_
16	de	de	O	_
17	pluie	pluie	O	_
18	,	,	O	_
19	évitant	éviter	O	_
20	ainsi	ainsi	O	_
21	la	le	O	_
22	formation	formation	O	_
23	de	de	O	_
24	ravinement	ravinement	BN	_
25	en	en	IN	_
26	surface	surface	EN	_
27	et	et	O	_
28	l'	le	BN	_
29	entraînement	entraînement	EN	_
30	de	de	O	_
31	particules	particule	O	_
32	de	de	O	_
33	terres	terre	O	_
34	dans	dans	O	_
35	les	le	O	_
36	fossés	fossé	O	_
37	et	et	O	_
38	bassins	bassin	O	_
39	d'	de	O	_
40	infiltration	infiltration	O	_
41	qui	qui	O	_
42	pourraient	pouvoir	O	_
43	se	se	O	_
44	colmater	colmater	O	_
45	.	.	O	_


#Les moyens de gestion des eaux pluviales (bassins d'infiltration , fossés) pourront nécessiter un entretien: ils doivent rester en bon état et ne doivent pas être bouchés ou colmatés.
1	Les	le	BO	_
2	moyens	moyen	IO	_
3	de	de	IO	_
4	gestion	gestion	EO	_
5	des	de	O	_
6	eaux	eau	O	_
7	pluviales	pluvial	O	_
8	(	(	O	_
9	bassins	bassin	O	_
10	d'	de	O	_
11	infiltration	infiltration	O	_
12	,	,	O	_
13	fossés	fossé	O	_
14	)	)	O	_
15	pourront	pouvoir	O	_
16	nécessiter	nécessiter	BN	_
17	un	un	IN	_
18	entretien	entretien	EN	_
19	:	:	O	_
20	ils	il	O	_
21	doivent	devoir	O	_
22	rester	rester	O	_
23	en	en	O	_
24	bon	bon	O	_
25	état	état	O	_
26	et	et	O	_
27	ne	ne	O	_
28	doivent	devoir	O	_
29	pas	pas	O	_
30	être	être	O	_
31	bouchés	boucher	O	_
32	ou	ou	O	_
33	colmatés	colmater	O	_
34	.	.	O	_


#67.0245
#Le site d'une superficie d'environ 3,5 ha. est occupé depuis 1954 par une activité d'imprimerie.
1	Le	le	BO	_
2	site	site	EO	_
3	d'	de	O	_
4	une	un	O	_
5	superficie	superficie	O	_
6	d'	de	O	_
7	environ	environ	O	_
8	3,5	3,5	O	_
9	ha	ha	O	_
10	.	.	O	_
11	est	être	BN	_
12	occupé	occuper	EN	_
13	depuis	depuis	BT	_
14	1954	1954	ET	_
15	par	par	O	_
16	une	un	BA	_
17	activité	activité	BA	_
18	d'	de	IA	_
19	imprimerie	imprimerie	EA	_
20	.	.	O	_


#Une tuilerie était précédemment à cet emplacement.
1	Une	un	BO	_
2	tuilerie	tuilerie	EO	_
3	était	être	O	_
4	précédemment	précédemment	O	_
5	à	à	O	_
6	cet	ce	BO	_
7	emplacement	emplacement	EO	_
8	.	.	O	_


#Depuis la liquidation judiciaire de l'ancien exploitant en mars 2010, le site n'est plus en activité.
1	Depuis	depuis	BT	_
2	la	le	BN	_
3	liquidation	liquidation	IN	_
4	judiciaire	judiciaire	EN	_
5	de	de	O	_
6	l'	le	BO	_
7	ancien	ancien	IO	_
8	exploitant	exploitant	EO	_
9	en	en	BT	_
10	mars	mars	IT	_
11	2010	2010	ET	_
12	,	,	ET	_
13	le	le	BO	_
14	site	site	EO	_
15	n'	n'	BN	_
16	est	être	BN	_
17	plus	plus	IN	_
18	en	en	IN	_
19	activité	activité	EN	_
20	.	.	O	_


#Un premier diagnostic en avril 2005, limité aux emplacement de stockage d'hydrocarbures avait montré la présence d'hydrocarbures au droit des cuves.
1	Un	un	BN	_
2	premier	premier	BN	_
3	diagnostic	diagnostic	EN	_
4	en	en	BT	_
5	avril	avril	IT	_
6	2005	2005	ET	_
7	,	,	ET	_
8	limité	limiter	IR	_
9	aux	à	ER	_
10	emplacement	emplacement	BO	_
11	de	de	IO	_
12	stockage	stockage	IO	_
13	d'	de	IO	_
14	hydrocarbures	hydrocarbure	EO	_
15	avait	avoir	O	_
16	montré	montrer	O	_
17	la	le	BO	_
18	présence	présence	IO	_
19	d'	de	IO	_
20	hydrocarbures	hydrocarbure	EO	_
21	au	au	BL	_
22	droit	droit	IL	_
23	des	de	IL	_
24	cuves	cuve	EL	_
25	.	.	O	_


#Un diagnostic environnemental plus complet a été réalisé en 2013.
1	Un	un	BN	_
2	diagnostic	diagnostic	IN	_
3	environnemental	environnemental	EN	_
4	plus	plus	O	_
5	complet	complet	O	_
6	a	avoir	BN	_
7	été	être	IN	_
8	réalisé	réaliser	EN	_
9	en	en	BT	_
10	2013	2013	ET	_
11	.	.	ET	_


#Une incidence sur trois secteurs et un piézomètre a pu être ainsi mis en évidence.
1	Une	un	BO	_
2	incidence	incidence	EO	_
3	sur	sur	O	_
4	trois	trois	BO	_
5	secteurs	secteur	EO	_
6	et	et	O	_
7	un	un	O	_
8	piézomètre	piézomètre	O	_
9	a	avoir	O	_
10	pu	pouvoir	O	_
11	être	être	O	_
12	ainsi	ainsi	O	_
13	mis	mettre	O	_
14	en	en	O	_
15	évidence	évidence	O	_
16	.	.	O	_


#Procédure administrative de définition de l'usage futur en cours ; les suites du diagnostic environnemental sont également à engager (juillet 2015).
1	Procédure	procédure	BN	_
2	administrative	administratif	EN	_
3	de	de	O	_
4	définition	définition	O	_
5	de	de	O	_
6	l'	le	BO	_
7	usage	usage	EO	_
8	futur	futur	EO	_
9	en	en	O	_
10	cours	cours	O	_
11	;	;	O	_
12	les	le	O	_
13	suites	suite	O	_
14	du	de	O	_
15	diagnostic	diagnostic	BN	_
16	environnemental	environnemental	EN	_
17	sont	être	O	_
18	également	également	O	_
19	à	à	O	_
20	engager	engager	O	_
21	(	(	O	_
22	juillet	juillet	BT	_
23	2015	2015	ET	_
24	)	)	ET	_
25	.	.	O	_


#Les échantillons analysés montrent essentiellement des teneurs en hydrocarbures totaux, hydrocarbures aromatiques polycycliques (HAP), dont le naphtalène, et des solvants de la famille des benzène, toluène, ethylbenzène, xylènes (BTEX).
1	Les	le	O	_
2	échantillons	échantillon	O	_
3	analysés	analyser	O	_
4	montrent	montrer	O	_
5	essentiellement	essentiellement	O	_
6	des	un	O	_
7	teneurs	teneur	O	_
8	en	en	O	_
9	hydrocarbures	hydrocarbure	O	_
10	totaux	total	O	_
11	,	,	O	_
12	hydrocarbures	hydrocarbure	O	_
13	aromatiques	aromatique	O	_
14	polycycliques	polycyclique	O	_
15	(	(	O	_
16	HAP	hap	O	_
17	)	)	O	_
18	,	,	O	_
19	dont	dont	O	_
20	le	le	O	_
21	naphtalène	naphtalène	O	_
22	,	,	O	_
23	et	et	O	_
24	des	un	O	_
25	solvants	solvant	O	_
26	de	de	O	_
27	la	le	O	_
28	famille	famille	O	_
29	des	de	O	_
30	benzène	benzène	O	_
31	,	,	O	_
32	toluène	toluène	O	_
33	,	,	O	_
34	ethylbenzène	ethylbenzène	O	_
35	,	,	O	_
36	xylènes	xylène	O	_
37	(	(	O	_
38	BTEX	bte	O	_
39	)	)	O	_
40	.	.	O	_


#Les impacts sont localisés au droit de trois secteurs : la cuve de FOD, la cuve d’acide et le bâtiment des rotatives.
1	Les	le	BO	_
2	impacts	impact	EO	_
3	sont	être	BN	_
4	localisés	localiser	EN	_
5	au	au	BL	_
6	droit	droit	IL	_
7	de	de	O	_
8	trois	trois	O	_
9	secteurs	secteur	O	_
10	:	:	O	_
11	la	le	BO	_
12	cuve	cuve	IO	_
13	de	de	IO	_
14	FOD	fod	EO	_
15	,	,	O	_
16	la	le	O	_
17	cuve	cuve	O	_
18	d’	d’	O	_
19	acide	acide	O	_
20	et	et	O	_
21	le	le	O	_
22	bâtiment	bâtiment	O	_
23	des	de	O	_
24	rotatives	rotative	EN	_
25	.	.	O	_


#Le prélèvement effectué au droit du piézomètre amont a mis en évidence un impact par les COHV (trichloréthylène et chlorure de vinyle).
1	Le	le	BN	_
2	prélèvement	prélèvement	IN	_
3	effectué	effectuer	EN	_
4	au	au	BL	_
5	droit	droit	IL	_
6	du	de	IL	_
7	piézomètre	piézomètre	EL	_
8	amont	amont	EL	_
9	a	avoir	BR	_
10	mis	mettre	IR	_
11	en	en	IR	_
12	évidence	évidence	ER	_
13	un	un	BO	_
14	impact	impact	EO	_
15	par	par	O	_
16	les	le	O	_
17	COHV	cohv	O	_
18	(	(	O	_
19	trichloréthylène	trichloréthylène	O	_
20	et	et	O	_
21	chlorure	chlorure	O	_
22	de	de	O	_
23	vinyle	vinyle	O	_
24	)	)	O	_
25	.	.	O	_


#67.0096
#Anciens puits de mine de l'exploitation pétrolière de Pechelbronn.
1	Anciens	ancien	BO	_
2	puits	puits	IO	_
3	de	de	IO	_
4	mine	mine	EO	_
5	de	de	O	_
6	l'	le	BA	_
7	exploitation	exploitation	IO	_
8	pétrolière	pétrolier	EO	_
9	de	de	IL	_
10	Pechelbronn	Pechelbronn	EO	_
11	.	.	O	_


#Ces puits posent un problème double car ils ont été comblé en partie par des déchets liquides déversés dans les années 1965/1975.
1	Ces	ce	O	_
