
#13.0076
#EUROCOPTER ( ex SNIAS ) à Marignane -13-
1	EUROCOPTER	EUROCOPTER	PROPN	EO	EI	1	ROOT
2	Autorisé	autoriser	VERB	EN	O	2	ROOT
3	par	par	ADP	BO	O	4	case
4	AP	ap	NOUN	EO	O	2	nmod
5	du	de	ADP	O	O	6	case
6	26/10/1993	26/10/1993	NOUN	IT	O	2	nmod
7	et	et	CCONJ	IT	O	8	cc
8	03/01/2000	03/01/2000	NOUN	IT	O	2	conj
9	.	.	PUNCT	ET	O	2	punct


#* L'ESR prescrite par l'AP du 16/06/1999 a été remise en janvier 2002 et classe le site en catégorie 2.
1	*	*	PUNCT	O	O	12	punct
2	L'	le	DET	O	O	3	det
3	ESR	esr	NOUN	BN	O	12	nsubj:pass
4	prescrite	prescrire	VERB	EN	O	3	acl
5	par	par	ADP	ER	O	7	case
6	l'	le	DET	BO	O	7	det
7	AP	ap	NOUN	EO	O	4	obl:agent
8	du	de	ADP	O	O	9	case
9	16/06/1999	16/06/1999	NUM	IT	O	7	nmod
10	a	avoir	AUX	BN	O	12	aux:tense
11	été	être	AUX	IN	O	12	aux:pass
12	remise	remettre	VERB	EN	O	12	ROOT
13	en	en	ADP	BT	O	14	case
14	janvier	janvier	NOUN	IT	O	12	obl:arg
15	2002	2002	NUM	ET	O	14	nmod
16	et	et	CCONJ	O	O	17	cc
17	classe	classer	VERB	BN	O	12	conj
18	le	le	DET	BO	O	19	det
19	site	site	NOUN	EO	O	17	obj
20	en	en	ADP	O	O	21	case
21	catégorie	catégorie	NOUN	O	O	17	obl:arg
22	2	2	NUM	O	O	21	nummod
23	.	.	PUNCT	O	O	12	punct


#* Conformément aux prescriptions de l'AP d'autorisation, des dispositions de prévention des pollutions du sol et du sous-sols sont en place : mie en rétention des cuves de traitement de surface, aire étanches, bassin de recueil des premières eaux issues d'un déversement accidentel.
1	*	*	PUNCT	O	O	24	punct
2	Conformément	conformément	ADV	O	O	4	advmod
3	aux	aux	DET	O	O	4	det
4	prescriptions	prescription	NOUN	O	O	24	obl:mod
5	de	de	ADP	O	O	7	case
6	l'	le	DET	O	O	7	det
7	AP	ap	NOUN	O	O	4	nmod
8	d'	de	ADP	O	O	9	case
9	autorisation	autorisation	NOUN	O	O	7	nmod
10	,	,	PUNCT	O	O	24	punct
11	des	un	DET	BO	O	12	det
12	dispositions	disposition	NOUN	IO	O	24	nsubj
13	de	de	ADP	IO	O	14	case
14	prévention	prévention	NOUN	IO	O	12	nmod
15	des	de	ADP	IO	O	16	case
16	pollutions	pollution	NOUN	EO	O	14	nmod
17	du	de	ADP	O	O	18	case
18	sol	sol	NOUN	O	O	16	nmod
19	et	et	CCONJ	O	O	21	cc
20	du	de	ADP	O	O	21	case
21	sous-sols	sous-sol	NOUN	O	O	18	conj
22	sont	être	AUX	O	O	24	cop
23	en	en	ADP	O	O	24	case
24	place	place	NOUN	O	O	24	ROOT
25	:	:	PUNCT	O	O	24	punct
26	mie	mie	NOUN	O	O	24	appos
27	en	en	ADP	O	O	28	case
28	rétention	rétention	NOUN	O	O	26	nmod
29	des	de	ADP	O	O	30	case
30	cuves	cuve	NOUN	BO	O	28	nmod
31	de	de	ADP	IO	O	32	case
32	traitement	traitement	NOUN	EO	O	30	nmod
33	de	de	ADP	O	O	34	case
34	surface	surface	NOUN	O	O	32	nmod
35	,	,	PUNCT	O	O	36	punct
36	aire	aire	NOUN	O	O	26	conj
37	étanches	étanche	ADJ	O	O	36	amod
38	,	,	PUNCT	O	O	39	punct
39	bassin	bassin	NOUN	O	O	26	conj
40	de	de	ADP	O	O	41	case
41	recueil	recueil	NOUN	O	O	39	nmod
42	des	de	ADP	O	O	44	case
43	premières	premier	ADJ	O	O	44	amod
44	eaux	eau	NOUN	O	O	41	nmod
45	issues	issu	ADJ	O	O	44	amod
46	d'	de	ADP	O	O	48	case
47	un	un	DET	O	O	48	det
48	déversement	déversement	NOUN	O	O	45	obl:arg
49	accidentel	accidentel	ADJ	O	O	48	amod
50	.	.	PUNCT	O	O	24	punct


#* Au vu de l'activité récente, il n'y a pas eu de déversement accidentels déclarés sur les sols.
1	*	*	PUNCT	O	O	14	punct
2	Au	au	ADP	O	O	3	case
3	vu	vu	NOUN	O	O	14	obl:mod
4	de	de	ADP	O	O	6	case
5	l'	le	DET	O	O	6	det
6	activité	activité	NOUN	O	O	3	nmod
7	récente	récent	ADJ	O	O	6	amod
8	,	,	PUNCT	O	O	14	punct
9	il	il	PRON	O	O	14	expl:subj
10	n'	n'	ADV	BN	O	14	advmod
11	y	y	PRON	BN	O	14	expl:comp
12	a	avoir	AUX	IN	O	14	aux:tense
13	pas	pas	ADV	IN	O	14	advmod
14	eu	avoir	VERB	IN	O	14	ROOT
15	de	de	DET	IN	O	16	det
16	déversement	déversement	NOUN	IN	O	14	obj
17	accidentels	accidentel	ADJ	EN	O	16	amod
18	déclarés	déclarer	VERB	EN	O	16	acl
19	sur	sur	ADP	ER	O	21	case
20	les	le	DET	BO	O	21	det
21	sols	sol	NOUN	EO	O	18	obl:mod
22	.	.	PUNCT	O	O	14	punct


#* * L'auto surveillance des eaux souterraines est en place depuis de nombreuses années (7 piézomètres, fréquence annuelle). situation stable
1	*	*	PUNCT	O	O	11	punct
2	*	*	PUNCT	O	O	11	punct
3	L'	le	DET	BA	O	5	det
4	auto	auto	ADJ	IA	O	5	amod
5	surveillance	surveillance	NOUN	IA	O	11	nsubj
6	des	de	ADP	IA	O	7	case
7	eaux	eau	NOUN	IA	O	5	nmod
8	souterraines	souterrain	ADJ	EA	O	7	amod
9	est	être	AUX	BN	O	11	cop
10	en	en	ADP	IN	O	11	case
11	place	place	NOUN	EN	O	11	ROOT
12	depuis	depuis	ADP	BT	O	15	case
13	de	de	DET	IT	O	15	det
14	nombreuses	nombreux	ADJ	IT	O	15	amod
15	années	année	NOUN	ET	O	11	obl:mod
16	(	(	PUNCT	O	O	15	punct
17	7	7	PUNCT	O	O	18	nummod
18	piézomètres	piézomètre	NOUN	O	O	15	appos
19	,	,	PUNCT	O	O	15	punct
20	fréquence	fréquence	NOUN	O	O	15	appos
21	annuelle	annuel	ADJ	O	O	20	amod
22	)	)	PUNCT	O	O	15	punct
23	.	.	PUNCT	O	O	11	punct
24	situation	situation	NOUN	O	O	24	ROOT
25	stable	stable	ADJ	O	O	24	amod


#13.0124
#Ancienne cartonnerie Voisin & Pascal à Fos-sur-mer (13) -
1	Ancienne	ancien	ADJ	BR	O	2	amod
2	cartonnerie	cartonnerie	NOUN	BO	O	2	ROOT
3	Voisin	Voisin	PROPN	IO	O	2	nmod
4	&	et	CCONJ	IO	O	5	cc
5	Pascal	Pascal	PROPN	EO	O	3	conj
6	à	à	ADP	BL	O	7	case
7	Fos-sur-mer	Fos-sur-mer	PROPN	IL	O	2	nmod
8	(	(	PUNCT	IL	O	7	nummod
9	13	13	PUNCT	IL	O	2	punct
10	)	)	PUNCT	IL	O	2	nummod
11	-	-	PUNCT	BO	O	11	ROOT


#La friche de la cartonnerie est située au Nord-ouest de la ville de Fos-sur-Mer dans un environnement péri-urbain à caractère d'habitat.
1	La	le	DET	BO	O	2	det
2	friche	friche	NOUN	IO	O	7	nsubj:pass
3	de	de	ADP	IO	O	5	case
4	la	le	DET	IO	O	5	det
5	cartonnerie	cartonnerie	NOUN	EO	O	2	nmod
6	est	être	AUX	BL	O	7	aux:pass
7	située	situer	VERB	IL	O	7	ROOT
8	au	au	ADP	IL	O	9	case
9	Nord-ouest	nord-ouest	NOUN	IL	O	7	obl:arg
10	de	de	ADP	IL	O	12	case
11	la	le	DET	IL	O	12	det
12	ville	ville	NOUN	IL	O	9	nmod
13	de	de	ADP	IL	O	14	case
14	Fos-sur-Mer	Fos-sur-Mer	PROPN	IL	O	12	nmod
15	dans	dans	ADP	IL	O	17	case
16	un	un	DET	IL	O	17	det
17	environnement	environnement	NOUN	IL	O	7	obl:mod
18	péri-urbain	péri-urbain	ADJ	IL	O	17	amod
19	à	à	ADP	IL	O	20	case
20	caractère	caractère	NOUN	IL	O	17	nmod
21	d'	de	ADP	IL	O	22	case
22	habitat	habitat	NOUN	EL	O	20	nmod
23	.	.	PUNCT	O	O	7	punct


#Le terrain est circonscrit au Nord par des immeubles d'habitation, à l'Est par une caserne de pompier, à l'Ouest par la route RN 568, et au Sud par la mer Méditerranée.
1	Le	le	DET	BO	O	2	det
2	terrain	terrain	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	O	O	4	aux:pass
4	circonscrit	circonscrire	VERB	IL	O	4	ROOT
5	au	au	ADP	IL	O	6	case
6	Nord	nord	NOUN	IL	O	4	obl:mod
7	par	par	ADP	IL	O	9	case
8	des	un	DET	BO	O	9	det
9	immeubles	immeuble	NOUN	IO	O	4	obl:mod
10	d'	de	ADP	EO	O	11	case
11	habitation	habitation	NOUN	EO	O	9	nmod
12	,	,	PUNCT	O	O	4	punct
13	à	à	ADP	O	O	15	case
14	l'	le	DET	O	O	15	det
15	Est	est	NOUN	O	O	4	obl:mod
16	par	par	ADP	O	O	18	case
17	une	un	DET	BO	O	18	det
18	caserne	caserne	NOUN	IO	O	15	dep
19	de	de	ADP	IO	O	20	case
20	pompier	pompier	NOUN	EO	O	18	nmod
21	,	,	PUNCT	O	O	27	punct
22	à	à	ADP	O	O	24	case
23	l'	le	DET	BL	O	24	det
24	Ouest	ouest	NOUN	IL	O	27	nmod
25	par	par	ADP	IL	O	27	case
26	la	le	DET	IL	O	27	det
27	route	route	NOUN	IL	O	4	conj
28	RN	rn	NOUN	IL	O	27	nmod
29	568	568	NUM	EL	O	28	nummod
30	,	,	PUNCT	O	O	4	punct
31	et	et	CCONJ	O	O	33	cc
32	au	au	ADP	O	O	33	case
33	Sud	sud	NOUN	BL	O	4	conj
34	par	par	ADP	IL	O	36	case
35	la	le	DET	IL	O	36	det
36	mer	mer	NOUN	IL	O	33	dep
37	Méditerranée	Méditerranée	PROPN	EL	O	36	nmod
38	.	.	PUNCT	O	O	4	punct


#Le terrain s'étend sur 7 ha.
1	Le	le	DET	BO	O	2	det
2	terrain	terrain	NOUN	EO	O	4	nsubj
3	s'	se	PRON	O	O	4	expl:comp
4	étend	étendre	VERB	O	O	4	ROOT
5	sur	sur	ADP	O	O	7	case
6	7	7	NUM	O	O	7	nummod
7	ha	ha	NOUN	O	O	4	obl:arg
8	.	.	PUNCT	O	O	4	punct


#La nappe au droit du site à un caractère saumâtre.
1	La	le	DET	O	O	2	det
2	nappe	nappe	NOUN	O	O	2	ROOT
3	au	au	ADP	O	O	4	case
4	droit	droit	NOUN	O	O	2	nmod
5	du	de	ADP	O	O	6	case
6	site	site	NOUN	O	O	4	nmod
7	à	à	ADP	O	O	9	case
8	un	un	DET	O	O	9	det
9	caractère	caractère	NOUN	O	O	2	nmod
10	saumâtre	saumâtre	ADJ	O	O	9	amod
11	.	.	PUNCT	O	O	2	punct


#La Cartonnerie VOISIN-PASCAL était spécialisée dans la production de cartons à l'état brut ou  colorés (bobines ou formats).
1	La	le	DET	BO	BI	2	det
2	Cartonnerie	cartonnerie	NOUN	BO	II	7	nsubj:pass
3	VOISIN	VOISIN	PROPN	EO	EI	2	nmod
4	-	-	PROPN	EO	EI	2	nmod
5	PASCAL	PASCAL	PROPN	EO	EI	2	nmod
6	était	être	AUX	BR	O	7	aux:pass
7	spécialisée	spécialiser	VERB	IA	O	7	ROOT
8	dans	dans	ADP	IA	O	10	case
9	la	le	DET	IA	O	10	det
10	production	production	NOUN	IA	O	7	obl:arg
11	de	de	ADP	IA	O	12	case
12	cartons	carton	NOUN	EA	O	10	nmod
13	à	à	ADP	O	O	15	case
14	l'	le	DET	O	O	15	det
15	état	état	NOUN	O	O	12	nmod
16	brut	brut	ADJ	O	O	15	amod
17	ou	ou	CCONJ	O	O	18	cc
18	 	 	SPACE	O	O	16	dep
19	colorés	coloré	ADJ	O	O	18	amod
20	(	(	PUNCT	O	O	12	punct
21	bobines	bobine	NOUN	O	O	12	appos
22	ou	ou	CCONJ	O	O	23	cc
23	formats	format	NOUN	O	O	21	conj
24	)	)	PUNCT	O	O	12	punct
25	.	.	PUNCT	O	O	7	punct


#Avec un effectif de 110 personnes, la cartonnerie produisait environ 1 200 tonnes/mois de produits finis.
1	Avec	avec	ADP	O	O	3	case
2	un	un	DET	O	O	3	det
3	effectif	effectif	NOUN	O	O	10	obl:mod
4	de	de	ADP	O	O	6	case
5	110	110	NUM	O	O	6	nummod
6	personnes	personne	NOUN	O	O	3	nmod
7	,	,	PUNCT	O	O	10	punct
8	la	le	DET	BO	O	9	det
9	cartonnerie	cartonnerie	NOUN	EO	O	10	nsubj
10	produisait	produire	VERB	IA	O	10	ROOT
11	environ	environ	ADV	O	O	14	advmod
12	1	1	DET	O	O	14	det
13	200	200	DET	O	O	14	det
14	tonnes	tonne	NOUN	O	O	10	obj
15	/	sur	ADP	O	O	16	case
16	mois	mois	NOUN	O	O	14	nmod
17	de	de	ADP	O	O	18	case
18	produits	produit	NOUN	O	O	14	nmod
19	finis	fini	ADJ	O	O	18	amod
20	.	.	PUNCT	O	O	10	punct


#Parmi les installations de l'usine, on dénombre des ateliers de préparation, des hangars et des zones de stockages et un atelier de fabrication.
1	Parmi	parmi	ADP	BR	O	3	case
2	les	le	DET	BO	O	3	det
3	installations	installation	NOUN	EO	O	9	obl:mod
4	de	de	ADP	O	O	6	case
5	l'	le	DET	O	O	6	det
6	usine	usine	NOUN	O	O	3	nmod
7	,	,	PUNCT	O	O	9	punct
8	on	on	PRON	O	O	9	nsubj
9	dénombre	dénombre	VERB	O	O	9	ROOT
10	des	un	DET	BO	O	11	det
11	ateliers	atelier	NOUN	IO	O	9	obj
12	de	de	ADP	IO	O	13	case
13	préparation	préparation	NOUN	EO	O	11	nmod
14	,	,	PUNCT	O	O	16	punct
15	des	un	DET	BO	O	16	det
16	hangars	hangar	NOUN	EO	O	11	conj
17	et	et	CCONJ	O	O	19	cc
18	des	un	DET	O	O	19	det
19	zones	zone	NOUN	O	O	11	conj
20	de	de	ADP	O	O	21	case
21	stockages	stockage	NOUN	O	O	19	nmod
22	et	et	CCONJ	O	O	24	cc
23	un	un	DET	BO	O	24	det
24	atelier	atelier	NOUN	IO	O	11	conj
25	de	de	ADP	IO	O	26	case
26	fabrication	fabrication	NOUN	EO	O	24	nmod
27	.	.	PUNCT	O	O	9	punct


#Un forage au cœur du site permettait une alimentation en eau pour les processus de fabrication.
1	Un	un	DET	BO	O	2	det
2	forage	forage	NOUN	EO	O	7	nsubj
3	au	au	ADP	BL	O	4	case
4	cœur	cœur	NOUN	IL	O	2	nmod
5	du	de	ADP	IL	O	6	case
6	site	site	NOUN	EL	O	4	nmod
7	permettait	permettre	VERB	BA	O	7	ROOT
8	une	un	DET	BA	O	9	det
9	alimentation	alimentation	NOUN	IA	O	7	obj
10	en	en	ADP	IA	O	11	case
11	eau	eau	NOUN	EA	O	9	nmod
12	pour	pour	ADP	O	O	14	case
13	les	le	DET	BA	O	14	det
14	processus	processus	NOUN	IA	O	9	nmod
15	de	de	ADP	IA	O	16	case
16	fabrication	fabrication	NOUN	EA	O	14	nmod
17	.	.	PUNCT	O	O	7	punct


#Elle était autorisé par l'AP du 03/12/1896, en 1975, elle est autorisée à poursuivre son activité sous réserve du respect de prescription concernant le traitement des eaux résiduaires avant leur rejet au milieu naturel (aide de 17 MF de l'agence de Bassin).
1	Elle	lui	PRON	BO	O	3	nsubj:pass
2	était	être	AUX	BN	O	3	aux:pass
3	autorisé	autoriser	VERB	EN	O	3	ROOT
4	par	par	ADP	ER	O	6	case
5	l'	le	DET	BO	O	6	det
6	AP	ap	NOUN	EO	O	3	obl:agent
7	du	de	ADP	O	O	8	case
8	03/12/1896	03/12/1896	NOUN	IT	O	6	nmod
9	,	,	PUNCT	O	O	3	punct
10	en	en	ADP	BT	O	11	case
11	1975	1975	NUM	ET	O	3	obl:mod
12	,	,	PUNCT	O	O	3	punct
13	elle	lui	PRON	BO	O	15	nsubj:pass
14	est	être	AUX	BN	O	15	aux:pass
15	autorisée	autoriser	VERB	IN	O	3	advcl
16	à	à	ADP	IN	O	17	mark
17	poursuivre	poursuivre	VERB	IN	O	15	xcomp
18	son	son	DET	IN	O	19	det
19	activité	activité	NOUN	EN	O	17	obj
20	sous	sous	ADP	O	O	21	case
21	réserve	réserve	NOUN	O	O	17	obl:mod
22	du	de	ADP	O	O	23	case
23	respect	respect	NOUN	O	O	21	nmod
24	de	de	ADP	O	O	25	case
25	prescription	prescription	NOUN	O	O	23	nmod
26	concernant	concerner	VERB	O	O	23	acl
27	le	le	DET	BA	O	28	det
28	traitement	traitement	NOUN	IA	O	26	obj
29	des	de	ADP	IA	O	30	case
30	eaux	eau	NOUN	IA	O	28	nmod
31	résiduaires	résiduaire	ADJ	EA	O	30	amod
32	avant	avant	ADP	O	O	34	case
33	leur	leur	DET	O	O	34	det
34	rejet	rejet	NOUN	O	O	26	obl:mod
35	au	au	ADP	O	O	36	case
36	milieu	milieu	NOUN	O	O	34	nmod
37	naturel	naturel	ADJ	O	O	36	amod
38	(	(	PUNCT	O	O	21	punct
39	aide	aide	NOUN	O	O	21	appos
40	de	de	ADP	O	O	42	case
41	17	17	NUM	O	O	42	nummod
42	MF	mf	NOUN	O	O	39	nmod
43	de	de	ADP	O	O	45	case
44	l'	le	DET	O	O	45	det
45	agence	agence	NOUN	O	O	42	nmod
46	de	de	ADP	O	O	47	case
47	Bassin	bassin	NOUN	O	O	45	nmod
48	)	)	PUNCT	O	O	3	punct
49	.	.	PUNCT	O	O	3	punct


#La société cesse son activité pour problème financier en 1982.
1	La	le	DET	BO	O	2	det
2	société	société	NOUN	EO	O	3	nsubj
3	cesse	cesse	VERB	EN	O	3	ROOT
4	son	son	DET	BO	O	5	det
5	activité	activité	NOUN	EO	O	3	obj
6	pour	pour	ADP	O	O	7	case
7	problème	problème	NOUN	O	O	3	obl:mod
8	financier	financier	ADJ	O	O	7	amod
9	en	en	ADP	BT	O	10	case
10	1982	1982	NUM	ET	O	3	obl:mod
11	.	.	PUNCT	ET	O	3	punct


#En 1983, la société Cartonnerie de Fos reprend l'activité en effectuant une production identique à l'ancien exploitant.
1	En	en	ADP	BT	O	2	case
2	1983	1983	NUM	ET	O	9	obl:mod
3	,	,	PUNCT	O	O	9	punct
4	la	le	DET	BO	BI	5	det
5	société	société	NOUN	IO	II	9	nsubj
6	Cartonnerie	cartonnerie	NOUN	EO	II	5	nmod
7	de	de	ADP	IO	II	8	case
8	Fos	Fos	PROPN	EO	EI	5	nmod
9	reprend	reprendre	VERB	O	O	9	ROOT
10	l'	le	DET	O	O	11	det
11	activité	activité	NOUN	O	O	9	obj
12	en	en	ADP	O	O	13	mark
13	effectuant	effectuer	VERB	O	O	9	advcl
14	une	un	DET	O	O	15	det
15	production	production	NOUN	O	O	13	obj
16	identique	identique	ADJ	O	O	15	amod
17	à	à	ADP	O	O	20	case
18	l'	le	DET	O	O	20	det
19	ancien	ancien	ADJ	O	O	20	amod
20	exploitant	exploitant	NOUN	O	O	16	obl:arg
21	.	.	PUNCT	O	O	9	punct


#Depuis la cessation des activités de papeterie et cartonnerie vers la fin des années 1980, les lagunes de décantation des boues et une grande partie de l'Ouest du site ont été remblayées par des gravats de démolition issus de l’extérieur du site et du site même (les installations ayant été démantelées sauf 4 bâtiments), des scories ou mâchefers provenant d'industrie locale.
1	Depuis	depuis	ADP	BT	O	3	case
2	la	le	DET	BN	O	3	det
3	cessation	cessation	NOUN	EN	O	34	obl:mod
4	des	de	ADP	BA	O	5	case
5	activités	activité	NOUN	IA	O	3	nmod
6	de	de	ADP	IA	O	7	case
7	papeterie	papeterie	NOUN	EA	O	5	nmod
8	et	et	CCONJ	O	O	9	cc
9	cartonnerie	cartonnerie	NOUN	BA	O	7	conj
10	vers	vers	ADP	BT	O	12	case
11	la	le	DET	IT	O	12	det
12	fin	fin	NOUN	IT	O	3	nmod
13	des	de	ADP	IT	O	14	case
14	années	année	NOUN	IT	O	12	nmod
15	1980	1980	NUM	ET	O	14	nummod
16	,	,	PUNCT	ET	O	34	punct
17	les	le	DET	BO	O	18	det
18	lagunes	lagune	NOUN	EO	O	34	nsubj:pass
19	de	de	ADP	IO	O	20	case
20	décantation	décantation	NOUN	IO	O	18	nmod
21	des	de	ADP	IO	O	22	case
22	boues	boue	NOUN	EO	O	20	nmod
23	et	et	CCONJ	IO	O	26	cc
24	une	un	DET	IO	O	26	det
25	grande	grand	ADJ	IO	O	26	amod
26	partie	partie	NOUN	IO	O	34	nsubj:pass
27	de	de	ADP	IO	O	29	case
28	l'	le	DET	EO	O	29	det
29	Ouest	ouest	NOUN	IL	O	26	nmod
30	du	de	ADP	IL	O	31	case
31	site	site	NOUN	EL	O	29	nmod
32	ont	avoir	AUX	BN	O	34	aux:tense
33	été	être	AUX	IN	O	34	aux:pass
34	remblayées	remblayer	VERB	EN	O	34	ROOT
35	par	par	ADP	O	O	37	case
36	des	un	DET	O	O	37	det
37	gravats	gravat	NOUN	O	O	34	obl:agent
38	de	de	ADP	O	O	39	case
39	démolition	démolition	NOUN	O	O	37	nmod
40	issus	issu	ADJ	O	O	37	amod
41	de	de	ADP	O	O	43	case
42	l’	l’	DET	O	O	43	det
43	extérieur	extérieur	NOUN	O	O	40	obl:arg
44	du	de	ADP	O	O	45	case
45	site	site	NOUN	O	O	43	nmod
46	et	et	CCONJ	O	O	48	cc
47	du	de	ADP	O	O	48	case
48	site	site	NOUN	O	O	45	conj
49	même	même	ADV	O	O	48	advmod
50	(	(	PUNCT	O	O	34	punct
51	les	le	DET	BO	O	52	det
52	installations	installation	NOUN	EO	O	55	nsubj:pass
53	ayant	avoir	AUX	BN	O	55	aux:tense
54	été	être	AUX	IN	O	55	aux:pass
55	démantelées	démanteler	VERB	EN	O	34	advcl
56	sauf	sauf	ADP	O	O	58	case
57	4	4	NUM	BO	O	58	nummod
58	bâtiments	bâtiment	NOUN	EO	O	55	obl:mod
59	)	)	PUNCT	O	O	34	punct
60	,	,	PUNCT	O	O	34	punct
61	des	un	DET	O	O	62	det
62	scories	scorie	NOUN	O	O	65	nsubj
63	ou	ou	CCONJ	O	O	64	cc
64	mâchefers	mâchefer	NOUN	O	O	62	conj
65	provenant	provenir	VERB	O	O	34	advcl
66	d'	de	ADP	O	O	67	case
67	industrie	industrie	NOUN	O	O	65	obl:arg
68	locale	local	ADJ	O	O	67	amod
69	.	.	PUNCT	O	O	34	punct


#Ce site présente plusieurs remblais très riches en métaux lourds et hydrocarbures, dont l'origine n'est pas déterminée de manière précise (plus d'un hectare affecté).
1	Ce	ce	DET	BO	O	2	det
2	site	site	NOUN	EO	O	3	nsubj
