
#91.0077
#Implantée en zone industrielle, cette friche est un ancien site de 4,5 hectares de production de substances pharmaceutiques exploité par la société SANOFI PHARMA INDUSTRIE (SANOFI AVENTIS à ce jour).
1	Implantée	implanter	VERB	BR	O	11	advcl
12	a	avoir	AUX	BN	O	14	aux:tense
13	été	être	AUX	IN	O	14	aux:pass
14	pris	prendre	VERB	EN	O	14	ROOT
15	le	le	DET	BT	O	16	det
16	14	14	NUM	IT	O	14	obl:mod
17	mai	mai	NOUN	IT	O	16	nmod
18	2003	2003	NUM	ET	O	17	nmod
19	.	.	PUNCT	ET	O	14	punct


#Le site est équipé d'ores-et-déjà d'un réseau de surveillance de la qualité des eaux souterraines.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BN	O	4	aux:pass
4	équipé	équiper	VERB	IR	O	4	ROOT
5	d'	de	ADP	ER	O	6	case
6	ores-et-déjà	ores-et-déjà	ADV	EN	O	4	obl:mod
7	d'	de	ADP	ER	O	9	case
8	un	un	DET	BO	O	9	det
9	réseau	réseau	NOUN	IO	O	4	obl:arg
10	de	de	ADP	IO	O	11	case
11	surveillance	surveillance	NOUN	BA	O	9	nmod
12	de	de	ADP	IA	O	14	case
13	la	le	DET	IA	O	14	det
14	qualité	qualité	NOUN	IA	O	11	nmod
15	des	de	ADP	IA	O	16	case
16	eaux	eau	NOUN	IA	O	14	nmod
17	souterraines	souterrain	ADJ	EA	O	16	amod
18	.	.	PUNCT	O	O	4	punct


#Les investigations réalisées ont montré l'absence de véritable nappe proche de la surface.
1	Les	le	DET	BN	O	2	det
2	investigations	investigation	NOUN	EN	O	5	nsubj
3	réalisées	réaliser	VERB	EN	O	2	acl
4	ont	avoir	AUX	O	O	5	aux:tense
5	montré	montrer	VERB	O	O	5	ROOT
6	l'	le	DET	BO	O	7	det
7	absence	absence	NOUN	IO	O	5	obj
8	de	de	ADP	IO	O	10	case
9	véritable	véritable	ADJ	IO	O	10	amod
10	nappe	nappe	NOUN	EO	O	7	nmod
11	proche	proche	ADJ	O	O	10	amod
12	de	de	ADP	O	O	14	case
13	la	le	DET	O	O	14	det
14	surface	surface	NOUN	O	O	11	obl:arg
15	.	.	PUNCT	O	O	5	punct


#Il s'agit plutôt de lentilles d'eau souterraine ponctuelles circonscrites au site et non mobiles.
1	Il	il	PRON	O	O	3	expl:subj
2	s'	se	PRON	O	O	3	expl:comp
3	agit	agir	VERB	O	O	3	ROOT
4	plutôt	plutôt	ADV	O	O	6	advmod
5	de	de	ADP	O	O	6	case
6	lentilles	lentille	NOUN	O	O	3	obl:arg
7	d'	de	ADP	O	O	8	case
8	eau	eau	NOUN	O	O	6	nmod
9	souterraine	souterrain	ADJ	O	O	8	amod
10	ponctuelles	ponctuel	ADJ	O	O	8	amod
11	circonscrites	circonscrire	VERB	O	O	6	acl
12	au	au	ADP	O	O	13	case
13	site	site	NOUN	O	O	11	obl:arg
14	et	et	CCONJ	O	O	16	cc
15	non	non	ADV	O	O	16	advmod
16	mobiles	mobile	ADJ	O	O	11	conj
17	.	.	PUNCT	O	O	3	punct


#Les analyses réalisées ont montré qu'elles sont parfois impactées.
1	Les	le	DET	O	O	2	det
2	analyses	analyse	NOUN	O	O	5	nsubj
3	réalisées	réaliser	VERB	O	O	2	acl
4	ont	avoir	AUX	O	O	5	aux:tense
5	montré	montrer	VERB	O	O	5	ROOT
6	qu'	que	SCONJ	O	O	10	mark
7	elles	lui	PRON	O	O	10	nsubj:pass
8	sont	être	AUX	O	O	10	aux:pass
9	parfois	parfois	ADV	BT	O	10	advmod
10	impactées	impacter	VERB	EO	O	5	ccomp
11	.	.	PUNCT	O	O	5	punct


#Le bilan de la 1ère phase des travaux, qui a duré de novembre 2003 à avril 2004, est le suivant :
1	Le	le	DET	O	O	2	det
2	bilan	bilan	NOUN	O	O	22	nsubj
3	de	de	ADP	O	O	6	case
4	la	le	DET	BN	O	6	det
5	1ère	premier	ADJ	BN	O	6	amod
6	phase	phase	NOUN	IN	O	2	nmod
7	des	de	ADP	IN	O	8	case
8	travaux	travail	NOUN	EN	O	6	nmod
9	,	,	PUNCT	O	O	2	punct
10	qui	qui	PRON	O	O	12	nsubj
11	a	avoir	AUX	BT	O	12	aux:tense
12	duré	durer	VERB	IT	O	2	acl:relcl
13	de	de	ADP	IT	O	14	case
14	novembre	novembre	NOUN	IT	O	12	obl:mod
15	2003	2003	NUM	IT	O	14	nmod
16	à	à	ADP	IT	O	17	case
17	avril	avril	NOUN	IT	O	14	nmod
18	2004	2004	PUNCT	ET	O	17	nmod
19	,	,	PUNCT	ET	O	2	punct
20	est	être	AUX	O	O	22	cop
21	le	le	DET	O	O	22	det
22	suivant	suivant	ADJ	O	O	22	ROOT
23	:	:	PUNCT	O	O	22	punct


#- masse de terres polluées excavées et éliminées en centre agréé : 11 457 tonnes,
1	-	-	PUNCT	O	O	2	punct
2	masse	masse	NOUN	BO	O	2	ROOT
3	de	de	ADP	IO	O	4	case
4	terres	terre	NOUN	IO	O	2	nmod
5	polluées	polluer	VERB	EO	O	4	acl
6	excavées	excaver	VERB	IN	O	4	acl
7	et	et	CCONJ	O	O	8	cc
8	éliminées	éliminer	VERB	O	O	6	conj
9	en	en	ADP	O	O	10	case
10	centre	centre	NOUN	O	O	8	obl:mod
11	agréé	agréer	VERB	O	O	10	acl
12	:	:	PUNCT	O	O	10	punct
13	11	11	DET	O	O	15	nummod
14	457	457	DET	O	O	15	nummod
15	tonnes	tonne	NOUN	O	O	10	appos
16	,	,	PUNCT	O	O	10	punct


#- emprise de la pollution : 1400 m² (au lieu des 1100 estimés initialement),
1	-	-	PUNCT	O	O	2	punct
2	emprise	emprise	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	5	case
4	la	le	DET	O	O	5	det
5	pollution	pollution	NOUN	O	O	2	nmod
6	:	:	PUNCT	O	O	2	punct
7	1400	1400	NUM	O	O	8	nummod
8	m²	m²	NOUN	O	O	2	parataxis
9	(	(	PUNCT	O	O	8	punct
10	au	au	ADP	O	O	11	case
11	lieu	lieu	NOUN	O	O	8	nmod
12	des	de	ADP	O	O	13	case
13	1100	1100	PRON	O	O	11	nmod
14	estimés	estimer	VERB	O	O	13	acl
15	initialement	initialement	ADV	O	O	14	advmod
16	)	)	PUNCT	O	O	8	punct
17	,	,	PUNCT	O	O	2	punct


#- profondeur maximale des excavations : 8 m (au lieu des 3.5 estimés initialement),
1	-	-	PUNCT	O	O	2	punct
2	profondeur	profondeur	NOUN	O	O	2	ROOT
3	maximale	maximal	ADJ	O	O	2	amod
4	des	de	ADP	O	O	5	case
5	excavations	excavation	NOUN	EN	O	2	nmod
6	:	:	PUNCT	O	O	2	punct
7	8	8	NUM	O	O	8	nummod
8	m	m	NOUN	O	O	2	parataxis
9	(	(	PUNCT	O	O	2	punct
10	au	au	ADP	O	O	11	case
11	lieu	lieu	NOUN	O	O	2	nmod
12	des	de	ADP	O	O	13	case
13	3.5	3.5	PRON	O	O	11	nmod
14	estimés	estimer	VERB	O	O	13	acl
15	initialement	initialement	ADV	O	O	14	advmod
16	)	)	PUNCT	O	O	2	punct
17	,	,	PUNCT	O	O	2	punct


#- réseau de suivi : 4 piézomètres sur la nappe perchée et 5 piézomètres sur la nappe des marnes,
1	-	-	PUNCT	O	O	2	punct
2	réseau	réseau	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	4	case
4	suivi	suivi	NOUN	O	O	2	nmod
5	:	:	PUNCT	O	O	2	punct
6	4	4	NUM	O	O	7	nummod
7	piézomètres	piézomètre	NOUN	O	O	2	parataxis
8	sur	sur	ADP	O	O	10	case
9	la	le	DET	O	O	10	det
10	nappe	nappe	NOUN	O	O	7	nmod
11	perchée	percher	ADJ	O	O	10	amod
12	et	et	CCONJ	O	O	14	cc
13	5	5	NUM	O	O	14	nummod
14	piézomètres	piézomètre	NOUN	O	O	7	conj
15	sur	sur	ADP	O	O	17	case
16	la	le	DET	O	O	17	det
17	nappe	nappe	NOUN	O	O	14	nmod
18	des	de	ADP	O	O	19	case
19	marnes	marne	NOUN	O	O	17	nmod
20	,	,	PUNCT	O	O	2	punct


#S'agissant des teneurs résiduelles en fond de fouille avant remblaiement, l'ensemble des analyses effectuées en fond de la fouille principale respecte les prescriptions de l'arrêté préfectoral de dépollution.
1	S'	se	PRON	O	O	2	expl:comp
2	agissant	agir	VERB	O	O	24	advcl
3	des	de	ADP	O	O	4	case
4	teneurs	teneur	NOUN	O	O	2	obl:arg
5	résiduelles	résiduel	ADJ	O	O	4	amod
6	en	en	ADP	O	O	7	case
7	fond	fond	NOUN	O	O	4	nmod
8	de	de	ADP	O	O	9	case
9	fouille	fouille	NOUN	O	O	7	nmod
10	avant	avant	ADP	O	O	11	case
11	remblaiement	remblaiement	NOUN	EN	O	4	nmod
12	,	,	PUNCT	O	O	24	punct
13	l'	le	DET	O	O	14	det
14	ensemble	ensemble	NOUN	O	O	24	nsubj
15	des	de	ADP	O	O	16	case
16	analyses	analyse	NOUN	O	O	14	nmod
17	effectuées	effectuer	VERB	O	O	16	acl
18	en	en	ADP	BL	O	19	case
19	fond	fond	NOUN	IL	O	17	obl:mod
20	de	de	ADP	IL	O	22	case
21	la	le	DET	IL	O	22	det
22	fouille	fouille	NOUN	IL	O	19	nmod
23	principale	principal	ADJ	EL	O	22	amod
24	respecte	respecte	VERB	BR	O	24	ROOT
25	les	le	DET	BO	O	26	det
26	prescriptions	prescription	NOUN	EO	O	24	obj
27	de	de	ADP	O	O	29	case
28	l'	le	DET	O	O	29	det
29	arrêté	arrêté	NOUN	O	O	26	nmod
30	préfectoral	préfectoral	ADJ	O	O	29	amod
31	de	de	ADP	O	O	32	case
32	dépollution	dépollution	NOUN	EN	O	29	nmod
33	.	.	PUNCT	O	O	24	punct


#La 2ème phase de travaux (suite à une découverte d'une nouvelle poche de pollution) s'est déroulée de février à mars 2005 :
1	La	le	DET	BN	O	3	det
2	2ème	2èm	ADJ	IN	O	3	amod
3	phase	phase	NOUN	IN	O	20	nsubj
4	de	de	ADP	IN	O	5	case
5	travaux	travail	NOUN	EN	O	3	nmod
6	(	(	PUNCT	O	O	3	punct
7	suite	suite	NOUN	O	O	10	case
8	à	à	ADP	O	O	7	fixed
9	une	un	DET	BN	O	10	det
10	découverte	découverte	NOUN	EN	O	3	nmod
11	d'	de	ADP	O	O	14	case
12	une	un	DET	BO	O	14	det
13	nouvelle	nouveau	ADJ	IO	O	14	amod
14	poche	poche	NOUN	IO	O	10	nmod
15	de	de	ADP	IO	O	16	case
16	pollution	pollution	NOUN	EO	O	14	nmod
17	)	)	PUNCT	O	O	3	punct
18	s'	se	PRON	BN	O	20	expl:comp
19	est	être	AUX	IN	O	20	aux:tense
20	déroulée	dérouler	VERB	EN	O	20	ROOT
21	de	de	ADP	BT	O	22	case
22	février	février	NOUN	IT	O	20	obl:arg
23	à	à	ADP	IT	O	24	case
24	mars	mars	NOUN	IT	O	22	nmod
25	2005	2005	NUM	ET	O	24	nmod
26	:	:	PUNCT	O	O	20	punct


#- masse de terres polluées excavées et éliminées en centre agréé :
1	-	-	PUNCT	O	O	2	punct
2	masse	masse	NOUN	BO	O	2	ROOT
3	de	de	ADP	IO	O	4	case
4	terres	terre	NOUN	IO	O	2	nmod
5	polluées	polluer	VERB	EO	O	4	acl
6	excavées	excaver	VERB	O	O	4	acl
7	et	et	CCONJ	O	O	8	cc
8	éliminées	éliminer	VERB	BO	O	6	conj
9	en	en	ADP	BO	O	10	case
10	centre	centre	NOUN	BO	O	6	obl:mod
11	agréé	agréer	VERB	EO	O	10	acl
12	:	:	PUNCT	O	O	2	punct


#1 060 tonnes,
1	1	1	DET	O	O	3	det
2	060	060	DET	O	O	3	nummod
3	tonnes	tonne	NOUN	O	O	3	ROOT
4	,	,	PUNCT	O	O	3	punct


#- emprise de la pollution : 725 m²,
1	-	-	PUNCT	O	O	2	punct
2	emprise	emprise	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	5	case
4	la	le	DET	O	O	5	det
5	pollution	pollution	NOUN	O	O	2	nmod
6	:	:	PUNCT	O	O	2	punct
7	725	725	NUM	O	O	8	nummod
8	m²	m²	NOUN	O	O	2	punct
9	,	,	PUNCT	O	O	2	punct


#- profondeur maximale des excavations : 8.5 m.
1	-	-	PUNCT	O	O	2	punct
2	profondeur	profondeur	NOUN	O	O	2	ROOT
3	maximale	maximal	ADJ	O	O	2	amod
4	des	de	ADP	O	O	5	case
5	excavations	excavation	NOUN	EN	O	2	nmod
6	:	:	PUNCT	O	O	2	punct
7	8.5	8.5	NUM	EO	O	8	nummod
8	m.	m.	NOUN	EO	O	2	nmod


#Comme pour la 1ère phase de chantier, l'ensemble des analyses effectuées en fond de la fouille respecte les prescriptions de l'arrêté préfectoral de dépollution.
1	Comme	comme	ADP	O	O	5	case
2	pour	pour	ADP	O	O	5	case
3	la	le	DET	BN	O	5	det
4	1ère	premier	ADJ	BN	O	5	amod
5	phase	phase	NOUN	IN	O	19	obl:mod
6	de	de	ADP	IN	O	7	case
7	chantier	chantier	NOUN	EN	O	5	nmod
8	,	,	PUNCT	O	O	19	punct
9	l'	le	DET	BO	O	10	det
10	ensemble	ensemble	NOUN	IO	O	19	nsubj
11	des	de	ADP	IO	O	12	case
12	analyses	analyse	NOUN	EO	O	10	nmod
13	effectuées	effectuer	VERB	BN	O	12	acl
14	en	en	ADP	BL	O	15	case
15	fond	fond	NOUN	IL	O	13	obl:mod
16	de	de	ADP	IL	O	18	case
17	la	le	DET	IL	O	18	det
18	fouille	fouille	NOUN	EL	O	15	nmod
19	respecte	respecte	VERB	BR	O	19	ROOT
20	les	le	DET	BO	O	21	det
21	prescriptions	prescription	NOUN	O	O	19	obj
22	de	de	ADP	O	O	24	case
23	l'	le	DET	BO	O	24	det
24	arrêté	arrêté	NOUN	IO	O	21	nmod
25	préfectoral	préfectoral	ADJ	IO	O	24	amod
26	de	de	ADP	IO	O	27	case
27	dépollution	dépollution	NOUN	EN	O	24	nmod
28	.	.	PUNCT	O	O	19	punct


#La mise à jour de l'EDR qui était jointe au dossier de récolement de ces travaux répondait aux prescriptions de l'arrêté préfectoral mais en se basant uniquement sur un usage futur de type industriel, commercial ou tertiaire.
1	La	le	DET	BN	O	2	det
2	mise	mise	NOUN	IN	O	18	nsubj
3	à	à	ADP	EN	O	4	case
4	jour	jour	NOUN	EN	O	2	nmod
5	de	de	ADP	O	O	7	case
6	l'	le	DET	O	O	7	det
7	EDR	edr	NOUN	O	O	2	nmod
8	qui	qui	PRON	O	O	10	nsubj:pass
9	était	être	AUX	O	O	10	aux:pass
10	jointe	joindre	VERB	O	O	7	acl:relcl
11	au	au	ADP	O	O	12	case
