
#67.0104
#Terril situé sur l'ancien siège Daniel Mieg de l'ancienne exploitation pétrolière de Pechelbronn, à proximité des puits III et VII.
1	Terril	Terril	PROPN	BR	O	1	ROOT
1	Lors	lors	ADV	O	O	6	nsubj:pass
2	de	de	ADP	O	O	3	case
3	celle-ci	celui-ci	PRON	O	O	1	obl:arg
4	a	avoir	AUX	O	O	6	aux:tense
5	été	être	AUX	O	O	6	aux:pass
6	demandé	demander	VERB	O	O	6	ROOT
7	qu'	que	SCONJ	BR	O	32	mark
8	au	au	ADP	BR	O	32	advmod
9	delà	delà	ADV	IR	O	8	fixed
10	de	de	ADP	ER	O	12	case
11	l'	le	DET	BN	O	12	det
12	étude	étude	NOUN	BN	O	8	dep
13	détaillée	détaillé	ADJ	BN	O	12	amod
14	des	de	ADP	BN	O	15	case
15	scénarios	scénario	NOUN	IN	O	12	nmod
16	de	de	ADP	IN	O	17	case
17	réhabilitation	réhabilitation	NOUN	EN	O	15	nmod
18	du	de	ADP	O	O	19	case
19	terril	terril	NOUN	EN	O	17	nmod
20	,	,	PUNCT	O	O	32	punct
21	une	un	DET	O	O	22	det
22	présentation	présentation	NOUN	O	O	32	nsubj:pass
23	du	de	ADP	O	O	24	case
24	contexte	contexte	NOUN	IO	O	22	nmod
25	géologique	géologique	ADJ	IO	O	24	amod
26	et	et	CCONJ	IO	O	27	cc
27	hydrogéologique	hydrogéologique	ADJ	EN	O	25	conj
28	du	de	ADP	O	O	29	case
29	secteur	secteur	NOUN	O	O	24	nmod
30	soit	être	AUX	O	O	32	aux:pass
31	particulièrement	particulièrement	ADV	O	O	32	advmod
32	développée	développer	VERB	O	O	6	ccomp
33	.	.	PUNCT	O	O	6	punct


#Ces études ont été réalisées.
1	Ces	ce	DET	BO	O	2	det
2	études	étude	NOUN	EO	O	5	nsubj:pass
3	ont	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	réalisées	réaliser	VERB	EN	O	5	ROOT
6	.	.	PUNCT	O	O	5	punct


#La société ANTEA et le Laboratoire régional des Ponts et Chaussées de Strasbourg ont produit plusieurs rapports entre 1999 et 2001 : étude complémentaire de stabilisation, étude des contraintes environnementales et solutions de réhabilitation.
1	La	le	DET	BO	BI	2	det
2	société	société	NOUN	IO	II	15	nsubj
3	ANTEA	ANTEA	PROPN	EO	EI	2	flat:name
4	et	et	CCONJ	O	O	6	cc
5	le	le	DET	BO	BI	6	det
6	Laboratoire	laboratoire	NOUN	IO	II	2	conj
7	régional	régional	ADJ	IO	II	6	amod
8	des	de	ADP	IO	II	9	case
9	Ponts	pont	NOUN	IO	II	6	nmod
10	et	et	CCONJ	IO	II	11	cc
11	Chaussées	chaussée	NOUN	IO	II	9	conj
12	de	de	ADP	IO	II	13	case
13	Strasbourg	Strasbourg	PROPN	EO	EI	9	nmod
14	ont	avoir	AUX	BN	O	15	aux:tense
15	produit	produire	VERB	EN	O	15	ROOT
16	plusieurs	plusieurs	DET	BO	O	17	det
17	rapports	rapport	NOUN	EO	O	15	obj
18	entre	entre	ADP	BT	O	19	case
19	1999	1999	NUM	IT	O	15	obl:mod
20	et	et	CCONJ	IT	O	21	cc
21	2001	2001	NUM	ET	O	19	conj
22	:	:	PUNCT	O	O	19	punct
23	étude	étude	NOUN	O	O	19	appos
24	complémentaire	complémentaire	ADJ	O	O	23	amod
25	de	de	ADP	O	O	26	case
26	stabilisation	stabilisation	NOUN	O	O	23	nmod
27	,	,	PUNCT	O	O	28	punct
28	étude	étude	NOUN	O	O	23	conj
29	des	de	ADP	BO	O	30	case
30	contraintes	contrainte	NOUN	IO	O	28	nmod
31	environnementales	environnemental	ADJ	EO	O	30	amod
32	et	et	CCONJ	O	O	33	cc
33	solutions	solution	NOUN	BO	O	23	conj
34	de	de	ADP	IO	O	35	case
35	réhabilitation	réhabilitation	NOUN	EO	O	33	nmod
36	.	.	PUNCT	O	O	15	punct


#Une démarche est en cours afin de reloger le propriétaire du terrain, dont l’habitation est menacée par le terril.
1	Une	un	DET	BO	O	2	det
2	démarche	démarche	NOUN	EO	O	5	nsubj
3	est	être	AUX	O	O	5	cop
4	en	en	ADP	O	O	5	case
5	cours	cours	NOUN	O	O	5	ROOT
6	afin	afin	ADV	O	O	5	advmod
7	de	de	ADP	O	O	8	case
8	reloger	reloger	VERB	BN	O	6	obl:arg
9	le	le	DET	BO	O	10	det
10	propriétaire	propriétaire	NOUN	IO	O	8	obj
11	du	de	ADP	IO	O	12	case
12	terrain	terrain	NOUN	EO	O	10	nmod
13	,	,	PUNCT	O	O	10	punct
14	dont	dont	PRON	O	O	16	nmod
15	l’	l’	DET	O	O	16	det
16	habitation	habitation	NOUN	O	O	18	nsubj:pass
17	est	être	AUX	O	O	18	aux:pass
18	menacée	menacer	VERB	BL	O	10	acl:relcl
19	par	par	ADP	IL	O	21	case
20	le	le	DET	IL	O	21	det
21	terril	terril	NOUN	IL	O	18	obl:agent
22	.	.	PUNCT	O	O	5	punct


#L’Etat envisage de se rendre propriétaire du terrain et d’en interdire l’accès, ou d’y imposer une servitude d’utilisation, afin de s’affranchir à court terme de tout risque pour les populations.
1	L’	l’	DET	BO	O	2	det
2	Etat	etat	NOUN	EO	O	3	nsubj
3	envisage	envisager	VERB	BR	O	3	ROOT
4	de	de	ADP	BN	O	6	mark
5	se	se	PRON	IN	O	6	obj
6	rendre	rendre	VERB	IN	O	3	xcomp
7	propriétaire	propriétaire	NOUN	EN	O	6	xcomp
8	du	de	ADP	BO	O	9	case
9	terrain	terrain	NOUN	EO	O	7	nmod
10	et	et	CCONJ	O	O	13	cc
11	d’	d’	ADP	O	O	13	mark
12	en	en	PRON	O	O	13	iobj
13	interdire	interdire	VERB	BN	O	7	conj
14	l’	l’	DET	BN	O	15	det
15	accès	accès	NOUN	EN	O	13	obj
16	,	,	PUNCT	O	O	13	punct
17	ou	ou	CCONJ	O	O	20	cc
18	d’	d’	ADP	O	O	20	mark
19	y	y	PRON	O	O	20	iobj
20	imposer	imposer	VERB	BN	O	13	conj
21	une	un	DET	BO	O	22	det
22	servitude	servitude	NOUN	IO	O	20	obj
23	d’	d’	ADP	IO	O	24	case
24	utilisation	utilisation	NOUN	EO	O	22	nmod
25	,	,	PUNCT	O	O	6	punct
26	afin	afin	ADV	O	O	6	advmod
27	de	de	ADP	O	O	29	case
28	s’	s’	PRON	BN	O	29	expl:comp
29	affranchir	affranchir	VERB	IN	O	26	obl:arg
30	à	à	ADP	IN	O	32	case
31	court	court	ADJ	IN	O	32	amod
32	terme	terme	NOUN	EO	O	29	obl:mod
33	de	de	ADP	O	O	35	case
34	tout	tout	DET	O	O	35	det
35	risque	risque	NOUN	O	O	29	obl:arg
36	pour	pour	ADP	O	O	38	case
37	les	le	DET	BN	O	38	det
38	populations	population	NOUN	EN	O	35	nmod
39	.	.	PUNCT	O	O	3	punct


#Aucune utilisation des eaux souterraines n’a été relevée en aval du terril : il n’est pas prévu pour l’instant de traiter la pollution contenue dans le terril.
1	Aucune	aucun	DET	BO	O	2	det
2	utilisation	utilisation	NOUN	IO	O	9	nsubj:pass
3	des	de	ADP	IA	O	4	case
4	eaux	eau	NOUN	IA	O	2	nmod
5	souterraines	souterrain	ADJ	EA	O	4	amod
6	n’	n’	ADV	O	O	9	advmod
7	a	avoir	AUX	O	O	9	aux:tense
8	été	être	AUX	O	O	9	aux:pass
9	relevée	relever	VERB	O	O	9	ROOT
10	en	en	ADP	BL	O	11	case
11	aval	aval	NOUN	IL	O	9	obl:mod
12	du	de	ADP	IL	O	13	case
13	terril	terril	NOUN	EL	O	11	nmod
14	:	:	PUNCT	O	O	9	punct
15	il	il	PRON	BO	O	19	nsubj:pass
16	n’	n’	ADV	IR	O	19	advmod
17	est	être	AUX	BO	O	19	aux:pass
18	pas	pas	ADV	IO	O	19	advmod
19	prévu	prévoir	VERB	EO	O	9	advcl
20	pour	pour	ADP	BT	O	22	case
21	l’	l’	DET	IT	O	22	det
22	instant	instant	NOUN	ET	O	19	obl:mod
23	de	de	ADP	O	O	24	mark
24	traiter	traiter	VERB	O	O	19	xcomp
25	la	le	DET	O	O	26	det
26	pollution	pollution	NOUN	O	O	24	obj
27	contenue	contenir	VERB	O	O	26	acl
28	dans	dans	ADP	O	O	30	case
29	le	le	DET	O	O	30	det
30	terril	terril	NOUN	O	O	27	obl:mod
31	.	.	PUNCT	O	O	9	punct


#Le terril a été mis en surveillance d'un point de vue géotechnique et environnemental fin 2012 sur demande de la DREAL Alsace.
1	Le	le	DET	BO	O	2	det
2	terril	terril	NOUN	EO	O	5	nsubj:pass
3	a	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	mis	mettre	VERB	IN	O	5	ROOT
6	en	en	ADP	IN	O	7	case
7	surveillance	surveillance	NOUN	EN	O	5	obl:arg
8	d'	de	ADP	O	O	10	case
9	un	un	DET	O	O	10	det
10	point	point	NOUN	O	O	5	obl:mod
11	de	de	ADP	O	O	12	case
12	vue	vue	NOUN	O	O	10	nmod
13	géotechnique	géotechnique	ADJ	O	O	10	amod
14	et	et	CCONJ	O	O	15	cc
15	environnemental	environnemental	ADJ	O	O	13	conj
16	fin	fin	NOUN	BT	O	5	obl:mod
17	2012	2012	NUM	ET	O	16	nmod
18	sur	sur	ADP	O	O	19	case
19	demande	demande	NOUN	IR	O	5	obl:mod
20	de	de	ADP	ER	O	22	case
21	la	le	DET	BO	BI	22	det
22	DREAL	dreal	NOUN	IO	EI	19	nmod
23	Alsace	Alsace	PROPN	EO	EI	22	nmod
24	.	.	PUNCT	O	O	5	punct


#Les batiments de l'ancien carreau ont été rasés en 2012.
1	Les	le	DET	BO	O	2	det
2	batiments	batiment	NOUN	BO	O	9	nsubj:pass
3	de	de	ADP	O	O	6	case
4	l'	le	DET	O	O	6	det
5	ancien	ancien	ADJ	O	O	6	amod
6	carreau	carreau	NOUN	O	O	2	nmod
7	ont	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	rasés	raser	VERB	EN	O	9	ROOT
10	en	en	ADP	BT	O	11	case
11	2012	2012	NUM	ET	O	9	obl:mod
12	.	.	NUM	ET	O	9	punct


#67.0043
#Schneider industrie fabrique des citernes et des bouteilles de gaz.
1	Schneider	Schneider	PROPN	BO	EI	3	nsubj
2	industrie	industrie	NOUN	EO	O	1	flat:name
3	fabrique	fabrique	VERB	BA	O	3	ROOT
4	des	un	DET	IA	O	5	det
5	citernes	citerne	NOUN	IA	O	3	obj
6	et	et	CCONJ	O	O	8	cc
7	des	un	DET	O	O	8	det
8	bouteilles	bouteille	NOUN	O	O	5	conj
9	de	de	ADP	O	O	10	case
10	gaz	gaz	NOUN	O	O	8	nmod
11	.	.	PUNCT	O	O	3	punct


#Certaines des activités peuvent être à l'origine de pollution : application de peintures, dégraissage, zingage, stockage de gasoil.
1	Certaines	certains	PRON	O	O	4	punct
2	des	de	ADP	O	O	3	case
3	activités	activité	NOUN	O	O	4	nsubj
4	peuvent	pouvoir	VERB	O	O	4	ROOT
5	être	être	AUX	O	O	8	cop
6	à	à	ADP	O	O	8	case
7	l'	le	DET	O	O	8	det
8	origine	origine	NOUN	O	O	4	xcomp
9	de	de	ADP	O	O	10	case
10	pollution	pollution	NOUN	O	O	8	nmod
11	:	:	PUNCT	O	O	4	punct
12	application	application	NOUN	BN	O	4	obl:mod
13	de	de	ADP	IN	O	14	case
14	peintures	peinture	NOUN	EN	O	12	nmod
15	,	,	PUNCT	O	O	16	punct
16	dégraissage	dégraissage	NOUN	EN	O	12	conj
17	,	,	PUNCT	O	O	18	punct
18	zingage	zingage	NOUN	EO	O	12	conj
19	,	,	PUNCT	O	O	20	punct
20	stockage	stockage	NOUN	BA	O	12	conj
21	de	de	ADP	IA	O	22	case
22	gasoil	gasoil	NOUN	EA	O	20	nmod
23	.	.	PUNCT	O	O	4	punct


#L'AP d'autorisation du 24/07/97 prescrit une étude de sol.
1	L'	le	DET	BO	O	2	det
2	AP	ap	NOUN	EO	O	7	nsubj
3	d'	de	ADP	EO	O	4	case
4	autorisation	autorisation	NOUN	EO	O	2	nmod
5	du	de	ADP	O	O	6	case
6	24/07/97	24/07/97	NUM	IT	O	4	nmod
7	prescrit	prescrire	VERB	BN	O	7	ROOT
8	une	un	DET	BN	O	9	det
9	étude	étude	NOUN	IN	O	7	obj
10	de	de	ADP	IN	O	11	case
11	sol	sol	NOUN	EN	O	9	nmod
12	.	.	PUNCT	O	O	7	punct


#Une Evaluation Simplifiée des Risques a été rendue en octobre 2003.
1	Une	un	DET	BO	O	2	det
2	Evaluation	evaluation	NOUN	BN	O	8	nsubj:pass
3	Simplifiée	simplifier	VERB	IN	O	2	amod
4	des	de	ADP	IN	O	5	case
5	Risques	risque	NOUN	EN	O	2	nmod
6	a	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	rendue	rendre	VERB	EN	O	8	ROOT
9	en	en	ADP	BT	O	10	case
10	octobre	octobre	NOUN	IT	O	8	obl:mod
11	2003	2003	NUM	ET	O	10	nmod
12	.	.	PUNCT	ET	O	8	punct


#Le dossier de surveillance des eaux souterraines a été rendu en février 2004. 4 piezomètres sont disposés sur le site.
1	Le	le	DET	BO	O	2	det
2	dossier	dossier	NOUN	IO	O	10	nsubj:pass
3	de	de	ADP	IO	O	4	case
4	surveillance	surveillance	NOUN	BA	O	2	nmod
5	des	de	ADP	IA	O	6	case
6	eaux	eau	NOUN	IA	O	4	nmod
7	souterraines	souterrain	ADJ	EA	O	6	amod
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	rendu	rendre	VERB	EN	O	10	ROOT
11	en	en	ADP	BT	O	12	case
12	février	février	NOUN	IT	O	10	obl:mod
13	2004	2004	NUM	ET	O	12	nmod
14	.	.	PUNCT	ET	O	10	punct
15	4	4	NUM	BO	O	16	nummod
16	piezomètres	piezomètre	NOUN	EO	O	18	nsubj:pass
17	sont	être	AUX	O	O	18	aux:pass
18	disposés	disposer	VERB	O	O	18	ROOT
19	sur	sur	ADP	O	O	21	case
20	le	le	DET	O	O	21	det
21	site	site	NOUN	O	O	18	obl:arg
22	.	.	PUNCT	O	O	18	punct


#Fin octobre 2005, fourniture du "diagnostic métaux dans les sols" suite à l'APC du 01/08/05.
1	Fin	fin	NOUN	BT	O	5	nmod
2	octobre	octobre	NOUN	IT	O	1	nmod
3	2005	2005	PUNCT	ET	O	2	nmod
4	,	,	PUNCT	ET	O	1	punct
5	fourniture	fourniture	NOUN	BN	O	5	ROOT
6	du	de	ADP	IN	O	8	case
7	"	"	PUNCT	IN	O	8	punct
8	diagnostic	diagnostic	NOUN	EN	O	5	nmod
9	métaux	métal	NOUN	EO	O	8	nmod
10	dans	dans	ADP	O	O	12	case
11	les	le	DET	BO	O	12	det
12	sols	sol	NOUN	EO	O	8	nmod
13	"	"	PUNCT	O	O	8	punct
14	suite	suite	NOUN	BR	O	17	case
15	à	à	ADP	ER	O	14	fixed
16	l'	le	DET	BO	O	17	det
17	APC	apc	NOUN	O	O	5	nmod
18	du	de	ADP	O	O	19	case
19	01/08/05	01/08/05	NOUN	IT	O	17	nmod
20	.	.	PUNCT	O	O	5	punct


#En octobre 2013, l’étude des données d’autosurveillance des eaux souterraines de 2010 à 2012 indique des teneurs anormales notamment en fer pour l'emprise du site.
1	En	en	ADP	BT	O	2	case
2	octobre	octobre	NOUN	IT	O	18	obl:mod
3	2013	2013	PUNCT	ET	O	2	nmod
4	,	,	PUNCT	ET	O	18	punct
5	l’	l’	DET	BN	O	6	det
6	étude	étude	NOUN	EN	O	18	nsubj
7	des	de	ADP	O	O	8	case
8	données	donnée	NOUN	O	O	6	nmod
9	d’	d’	ADP	O	O	10	case
10	autosurveillance	autosurveillance	NOUN	IA	O	8	nmod
11	des	de	ADP	IA	O	12	case
12	eaux	eau	NOUN	IA	O	10	nmod
13	souterraines	souterrain	ADJ	EA	O	12	amod
14	de	de	ADP	BT	O	15	case
15	2010	2010	NUM	IT	O	6	nmod
16	à	à	ADP	IT	O	17	case
17	2012	2012	NUM	ET	O	15	nmod
18	indique	indique	VERB	O	O	18	ROOT
19	des	un	DET	O	O	20	det
20	teneurs	teneur	NOUN	O	O	18	obj
21	anormales	anormal	ADJ	O	O	20	amod
22	notamment	notamment	ADV	O	O	24	advmod
23	en	en	ADP	O	O	24	case
24	fer	fer	NOUN	BO	BS	20	nmod
25	pour	pour	ADP	O	O	27	case
26	l'	le	DET	O	O	27	det
27	emprise	emprise	NOUN	O	O	18	obl:mod
28	du	de	ADP	O	O	29	case
29	site	site	NOUN	O	O	27	nmod
30	.	.	PUNCT	O	O	18	punct


#Une recherche de l'origine de cette anomalie ainsi qu'une étude visant à la mise à jour  des paramètres de surveillance des eaux souterraines sont prévues pour fin 2013-courant 2014.
1	Une	un	DET	BN	O	2	det
2	recherche	recherche	NOUN	EN	O	28	nsubj:pass
3	de	de	ADP	O	O	5	case
4	l'	le	DET	BO	O	5	det
5	origine	origine	NOUN	EO	O	2	nmod
6	de	de	ADP	O	O	8	case
7	cette	ce	DET	O	O	8	det
8	anomalie	anomalie	NOUN	O	O	5	nmod
9	ainsi	ainsi	ADV	O	O	12	cc
10	qu'	que	SCONJ	O	O	9	fixed
11	une	un	DET	BN	O	12	det
12	étude	étude	NOUN	IN	O	2	conj
13	visant	viser	VERB	BR	O	12	acl
14	à	à	ADP	ER	O	16	case
15	la	le	DET	BN	O	16	det
16	mise	mise	NOUN	IN	O	13	obl:arg
17	à	à	ADP	IN	O	18	case
18	jour	jour	NOUN	EN	O	16	nmod
19	 	 	SPACE	IA	O	16	dep
20	des	de	ADP	IA	O	21	case
21	paramètres	paramètre	NOUN	IA	O	19	nmod
22	de	de	ADP	IA	O	23	case
23	surveillance	surveillance	NOUN	IA	O	21	nmod
24	des	de	ADP	IA	O	25	case
25	eaux	eau	NOUN	IA	O	23	nmod
26	souterraines	souterrain	ADJ	EA	O	25	amod
27	sont	être	AUX	BN	O	28	aux:pass
28	prévues	prévoir	VERB	BT	O	28	ROOT
29	pour	pour	ADP	BT	O	30	case
30	fin	fin	NOUN	IT	O	28	obl:mod
31	2013-courant	2013-courant	NOUN	ET	O	30	nmod
32	2014	2014	PUNCT	ET	O	28	punct
33	.	.	PUNCT	ET	O	33	ROOT


#67.0017
#Dans ce centre de production d'éléments de batteries pour voitures, un accident lié à un recyclage par distillation datant de 1982 a été à l'origine de la pollution des sols et des eaux souterraines par un mélange d'huile-hexane.
1	Dans	dans	ADP	BL	O	3	case
2	ce	ce	DET	BO	O	3	det
3	centre	centre	NOUN	EO	O	28	obl:mod
4	de	de	ADP	BA	O	5	case
5	production	production	NOUN	BA	O	3	nmod
6	d'	de	ADP	IA	O	7	case
7	éléments	élément	NOUN	IA	O	5	nmod
8	de	de	ADP	IA	O	9	case
9	batteries	batterie	NOUN	IA	O	7	nmod
10	pour	pour	ADP	O	O	11	case
11	voitures	voiture	NOUN	O	O	9	nmod
12	,	,	PUNCT	O	O	28	punct
13	un	un	DET	BN	O	14	det
14	accident	accident	NOUN	EN	O	28	nsubj
15	lié	lier	VERB	BR	O	14	acl
16	à	à	ADP	ER	O	18	case
17	un	un	DET	BN	O	18	det
18	recyclage	recyclage	NOUN	IN	O	15	obl:arg
19	par	par	ADP	IN	O	20	case
20	distillation	distillation	NOUN	EN	O	18	nmod
21	datant	dater	VERB	BT	O	18	acl
22	de	de	ADP	IT	O	23	case
23	1982	1982	NUM	ET	O	21	obl:arg
24	a	avoir	AUX	BR	O	28	aux:tense
25	été	être	AUX	IR	O	28	cop
26	à	à	ADP	ER	O	28	case
27	l'	le	DET	IR	O	28	det
28	origine	origine	NOUN	IR	O	28	ROOT
29	de	de	ADP	ER	O	31	case
30	la	le	DET	BO	O	31	det
31	pollution	pollution	NOUN	EO	O	28	nmod
32	des	de	ADP	O	O	33	case
33	sols	sol	NOUN	BO	O	31	nmod
34	et	et	CCONJ	O	O	36	cc
35	des	de	ADP	O	O	36	case
36	eaux	eau	NOUN	O	O	33	conj
37	souterraines	souterrain	ADJ	O	O	36	amod
38	par	par	ADP	O	O	40	case
39	un	un	DET	O	O	40	det
40	mélange	mélange	NOUN	O	O	28	obl:mod
41	d'	de	ADP	O	O	42	case
42	huile	huile	NOUN	O	BS	40	nmod
43	-	-	NOUN	O	O	40	nmod
44	hexane	hexane	NOUN	O	BS	40	nmod
45	.	.	PUNCT	O	O	28	punct


#La pollution résiduelle des eaux souterraines est circonscrite au site.
1	La	le	DET	O	O	2	det
2	pollution	pollution	NOUN	O	O	8	nsubj:pass
3	résiduelle	résiduel	ADJ	O	O	2	amod
4	des	de	ADP	O	O	5	case
5	eaux	eau	NOUN	O	O	2	nmod
6	souterraines	souterrain	ADJ	O	O	5	amod
