
#74.0049
#M.
1	M.	m.	NOUN	O	O	1	ROOT
2	site	site	NOUN	EO	O	6	nsubj:pass
3	n'	n'	ADV	BN	O	6	advmod
4	est	être	AUX	BN	O	6	aux:pass
5	plus	plus	ADV	IN	O	6	advmod
6	exploité	exploiter	VERB	EN	O	6	ROOT
7	aujourd'hui	aujourd'hui	ADV	BT	O	6	advmod
8	.	.	PUNCT	O	O	6	punct


#L'exploitant est décédé.
1	L'	le	DET	BO	O	2	det
2	exploitant	exploitant	NOUN	EO	O	4	nsubj
3	est	être	AUX	BN	O	4	aux:tense
4	décédé	décéder	VERB	EN	O	4	ROOT
5	.	.	PUNCT	O	O	4	punct


#Lors de la visite d'inspection du 9 août 2010, Mme COTTERLAZ-CARRAT a confirmé que personne n'avait repris l'exploitation de l'installation classée.
1	Lors	lors	ADV	BN	O	17	advmod
2	de	de	ADP	IN	O	4	case
3	la	le	DET	EN	O	4	det
4	visite	visite	NOUN	EN	O	1	obl:arg
5	d'	de	ADP	EN	O	6	case
6	inspection	inspection	NOUN	EN	O	4	nmod
7	du	de	ADP	O	O	8	case
8	9	9	NUM	BT	O	4	nmod
9	août	août	NOUN	IT	O	8	nmod
10	2010	2010	PUNCT	ET	O	9	nmod
11	,	,	PUNCT	ET	O	17	punct
12	Mme	mme	NOUN	BO	BI	17	nsubj
13	COTTERLAZ	COTTERLAZ	PROPN	EO	EI	12	flat:name
14	-	-	PROPN	IO	EI	12	flat:name
15	CARRAT	CARRAT	PROPN	EO	EI	12	flat:name
16	a	avoir	AUX	O	O	17	aux:tense
17	confirmé	confirmer	VERB	O	O	17	ROOT
18	que	que	SCONJ	O	O	22	mark
19	personne	personne	PRON	O	O	22	nsubj
20	n'	n'	ADV	O	O	22	advmod
21	avait	avoir	AUX	O	O	22	aux:tense
22	repris	reprendre	VERB	O	O	17	ccomp
23	l'	le	DET	BO	O	24	det
24	exploitation	exploitation	NOUN	EN	O	22	obj
25	de	de	ADP	O	O	27	case
26	l'	le	DET	BO	O	27	det
27	installation	installation	NOUN	IO	O	24	nmod
28	classée	classer	VERB	EO	O	27	acl
29	.	.	PUNCT	O	O	17	punct


#Elle avait provisoirement autorisé la société PATREGNANI à déposer du matériel de chantier sur une partie du site (parcelles 3636 et 3567).
1	Elle	lui	PRON	BO	O	4	nsubj
2	avait	avoir	AUX	BN	O	4	aux:tense
3	provisoirement	provisoirement	ADV	BN	O	4	advmod
4	autorisé	autoriser	VERB	EN	O	4	ROOT
5	la	le	DET	BO	BI	6	det
6	société	société	NOUN	IO	II	9	nsubj
7	PATREGNANI	PATREGNANI	PROPN	EO	EI	6	flat:name
8	à	à	ADP	O	O	9	mark
9	déposer	déposer	VERB	BN	O	4	xcomp
10	du	de	DET	BO	O	11	det
11	matériel	matériel	NOUN	IO	O	9	obj
12	de	de	ADP	IO	O	13	case
13	chantier	chantier	NOUN	EO	O	11	nmod
14	sur	sur	ADP	O	O	16	case
15	une	un	DET	O	O	16	det
16	partie	partie	NOUN	O	O	9	obl:mod
17	du	de	ADP	O	O	18	case
18	site	site	NOUN	O	O	16	nmod
19	(	(	PUNCT	O	O	16	punct
20	parcelles	parcelle	NOUN	O	O	16	appos
21	3636	3636	NUM	O	O	20	nummod
22	et	et	CCONJ	O	O	23	cc
23	3567	3567	NOUN	O	O	21	conj
24	)	)	PUNCT	O	O	4	punct
25	.	.	PUNCT	O	O	4	punct


#Le site est orphelin.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj
3	est	être	AUX	O	O	4	cop
4	orphelin	orphelin	ADJ	O	O	4	ROOT
5	.	.	PUNCT	O	O	4	punct


#Dans son rapport du 10 août 2010, l'inspecteur demande par courrier au propriétaire de transmettre des compléments.
1	Dans	dans	ADP	O	O	3	case
2	son	son	DET	O	O	3	det
3	rapport	rapport	NOUN	O	O	11	obl:mod
4	du	de	ADP	O	O	5	case
5	10	10	NUM	BT	O	3	nmod
6	août	août	NOUN	IT	O	5	nmod
7	2010	2010	PUNCT	ET	O	6	nmod
8	,	,	PUNCT	ET	O	11	punct
9	l'	le	DET	O	O	10	det
10	inspecteur	inspecteur	NOUN	O	O	11	nsubj
11	demande	demande	VERB	O	O	11	ROOT
12	par	par	ADP	O	O	13	case
13	courrier	courrier	NOUN	O	O	11	obl:mod
14	au	au	ADP	O	O	15	case
15	propriétaire	propriétaire	NOUN	O	O	11	obl:arg
16	de	de	ADP	O	O	17	mark
17	transmettre	transmettre	VERB	O	O	11	xcomp
18	des	un	DET	O	O	19	det
19	compléments	complément	NOUN	O	O	17	obj
20	.	.	PUNCT	O	O	11	punct


#Ensuite, à la demande de la société ACRO BTP SAS, une étude sur les sols a été réalisée (rapport envoyé à l'inspection le 8 octobre 2012).
1	Ensuite	ensuite	ADV	O	O	20	advmod
2	,	,	PUNCT	O	O	20	punct
3	à	à	ADP	O	O	5	case
4	la	le	DET	BN	O	5	det
5	demande	demande	NOUN	EN	O	20	obl:mod
6	de	de	ADP	O	O	8	case
7	la	le	DET	BO	BI	8	det
8	société	société	NOUN	IO	II	5	nmod
9	ACRO	ACRO	PROPN	EO	EI	8	appos
10	BTP	BTP	PROPN	IO	EI	9	flat:name
11	SAS	SAS	PROPN	EO	EI	9	flat:name
12	,	,	PUNCT	O	O	20	punct
13	une	un	DET	BN	O	14	det
14	étude	étude	NOUN	IN	O	20	nsubj:pass
15	sur	sur	ADP	IN	O	17	case
16	les	le	DET	IN	O	17	det
17	sols	sol	NOUN	EN	O	14	nmod
18	a	avoir	AUX	BN	O	20	aux:tense
19	été	être	AUX	IN	O	20	aux:pass
20	réalisée	réaliser	VERB	EN	O	20	ROOT
21	(	(	PUNCT	O	O	20	punct
22	rapport	rapport	NOUN	O	O	20	obl:mod
23	envoyé	envoyer	VERB	O	O	22	acl
24	à	à	ADP	O	O	26	case
25	l'	le	DET	BO	O	26	det
26	inspection	inspection	NOUN	EO	O	23	obl:arg
27	le	le	DET	BT	O	28	det
28	8	8	NUM	IT	O	23	obl:mod
29	octobre	octobre	NOUN	IT	O	28	nmod
30	2012	2012	PUNCT	ET	O	29	nmod
31	)	)	PUNCT	ET	O	20	punct
32	.	.	PUNCT	ET	O	20	punct


#9 sondages ont été conduits à la pelle et un forage profond a été réalisé (35 m).4 échantillons ont été prélevés.
1	9	9	NUM	BO	O	2	nummod
2	sondages	sondage	NOUN	IO	O	5	nsubj:pass
3	ont	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	conduits	conduire	VERB	EN	O	5	ROOT
6	à	à	ADP	O	O	8	case
7	la	le	DET	O	O	8	det
8	pelle	pelle	NOUN	O	O	5	obl:mod
9	et	et	CCONJ	O	O	15	cc
10	un	un	DET	BN	O	11	det
11	forage	forage	NOUN	IN	O	15	nsubj:pass
12	profond	profond	ADJ	EN	O	11	amod
13	a	avoir	AUX	BN	O	15	aux:tense
14	été	être	AUX	IN	O	15	aux:pass
15	réalisé	réaliser	VERB	EN	O	5	conj
16	(	(	PUNCT	O	O	15	punct
17	35	35	PUNCT	O	O	15	punct
18	m).4	m).4	NUM	O	O	5	punct
19	échantillons	échantillon	NOUN	O	O	19	ROOT
20	ont	avoir	AUX	O	O	20	ROOT
21	été	être	AUX	O	O	21	ROOT
22	prélevés	prélever	VERB	O	O	22	ROOT
23	.	.	PUNCT	O	O	22	punct


#Les résultats des analyses ont montré la présence de HAP (somme des 16 = 70 mg/Kg), PCB (somme des 7 = 0,8 mg/Kg), Chrome (9100 mg/Kg), Cuivre (460 mg/Kg), Plomb (560 mg/Kg), Vanadium (150 mg/Kg).
1	Les	le	DET	O	O	2	det
2	résultats	résultat	NOUN	O	O	6	nsubj
3	des	de	ADP	O	O	4	case
4	analyses	analyse	NOUN	O	O	2	nmod
5	ont	avoir	AUX	O	O	6	aux:tense
6	montré	montrer	VERB	O	O	6	ROOT
7	la	le	DET	O	O	8	det
8	présence	présence	NOUN	O	O	6	obj
9	de	de	ADP	O	O	10	case
10	HAP	HAP	PROPN	O	BS	8	nmod
11	(	(	PUNCT	O	O	10	punct
12	somme	somme	NOUN	O	O	15	nsubj
13	des	de	ADP	O	O	14	case
14	16	16	PRON	O	O	12	nmod
15	=	=	VERB	O	O	10	parataxis
16	70	70	NUM	O	O	17	nummod
17	mg	milligramme	NOUN	O	O	15	obj
18	/	sur	ADP	O	O	19	case
19	Kg	kilogramme	NOUN	O	O	17	nmod
20	)	)	PUNCT	O	O	10	punct
21	,	,	PUNCT	O	O	22	punct
22	PCB	PCB	PROPN	O	BS	6	conj
23	(	(	PUNCT	O	O	22	punct
24	somme	somme	NOUN	O	O	22	appos
25	des	de	ADP	O	O	26	case
26	7	7	NUM	O	O	24	nmod
27	=	=	VERB	O	O	22	parataxis
28	0,8	0,8	NUM	O	O	29	nummod
29	mg	milligramme	NOUN	O	O	27	obj
30	/	sur	ADP	O	O	31	case
31	Kg	kilogramme	NOUN	O	O	29	nmod
32	)	)	PUNCT	O	O	22	punct
33	,	,	PUNCT	O	O	34	punct
34	Chrome	Chrome	PROPN	O	BS	6	conj
35	(	(	PUNCT	O	O	34	punct
36	9100	9100	NUM	O	O	37	nummod
37	mg	milligramme	NOUN	O	O	34	parataxis
38	/	sur	ADP	O	O	39	case
39	Kg	kilogramme	NOUN	O	O	37	nmod
40	)	)	PUNCT	O	O	34	punct
41	,	,	PUNCT	O	O	42	punct
42	Cuivre	cuivre	NOUN	O	BS	6	conj
43	(	(	PUNCT	O	O	42	punct
44	460	460	NUM	O	O	45	nummod
45	mg	milligramme	NOUN	O	O	42	parataxis
46	/	sur	ADP	O	O	47	case
47	Kg	kilogramme	NOUN	O	O	45	nmod
48	)	)	PUNCT	O	O	42	punct
49	,	,	PUNCT	O	O	50	punct
50	Plomb	plomb	NOUN	O	BS	6	conj
51	(	(	PUNCT	O	O	50	punct
52	560	560	NUM	O	O	53	nummod
53	mg	milligramme	NOUN	O	O	50	nmod
54	/	sur	ADP	O	O	55	case
55	Kg	kilogramme	NOUN	O	O	53	nmod
56	)	)	PUNCT	O	O	50	punct
57	,	,	PUNCT	O	O	58	punct
58	Vanadium	Vanadium	PROPN	O	BS	6	conj
59	(	(	PUNCT	O	O	58	punct
60	150	150	NUM	O	O	61	nummod
61	mg	milligramme	NOUN	O	O	58	parataxis
62	/	sur	ADP	O	O	63	case
63	Kg	kilogramme	NOUN	O	O	61	nmod
64	)	)	PUNCT	O	O	58	punct
65	.	.	PUNCT	O	O	6	punct


#69.0028
#Le conseil d’administration d’EDF en date du 25 mai 2005 a décidé, à compter du 1er juillet 2005, la mise à l’arrêt définitif de la centrale thermique de Loire-sur-Rhône.
1	Le	le	DET	BO	O	2	det
2	conseil	conseil	NOUN	IO	O	14	nsubj
3	d’	d’	ADP	IO	O	4	case
4	administration	administration	NOUN	O	O	2	nmod
5	d’	d’	ADP	O	O	6	case
6	EDF	EDF	PROPN	O	EI	2	nmod
7	en	en	ADP	BT	O	8	case
8	date	date	NOUN	IT	O	2	nmod
9	du	de	ADP	IT	O	10	case
10	25	25	NUM	IT	O	8	nmod
11	mai	mai	NOUN	IT	O	10	nmod
12	2005	2005	NUM	ET	O	11	nmod
13	a	avoir	AUX	BN	O	14	aux:tense
14	décidé	décider	VERB	EN	O	14	ROOT
15	,	,	PUNCT	O	O	14	punct
16	à	à	ADP	BT	O	14	advmod
17	compter	compter	VERB	IT	O	16	fixed
18	du	de	ADP	IT	O	19	case
19	1er	premier	ADJ	IT	O	16	dep
20	juillet	juillet	NOUN	IT	O	19	nmod
21	2005	2005	NUM	ET	O	20	nmod
22	,	,	NUM	ET	O	14	punct
23	la	le	DET	BN	O	24	det
24	mise	mise	NOUN	IN	O	14	obj
25	à	à	ADP	IN	O	27	case
26	l’	l’	DET	IN	O	27	det
27	arrêt	arrêt	NOUN	IN	O	24	nmod
28	définitif	définitif	ADJ	EN	O	27	amod
29	de	de	ADP	O	O	31	case
30	la	le	DET	BO	O	31	det
31	centrale	centrale	NOUN	IO	O	24	nmod
32	thermique	thermique	ADJ	EO	O	31	amod
33	de	de	ADP	IL	O	34	case
34	Loire-sur-Rhône	Loire-sur-Rhône	PROPN	IL	O	31	nmod
35	.	.	PUNCT	O	O	14	punct


#L'ancienne centrale de Loire sur Rhône est implantée sur la rive droite du Rhône au niveau des communes de Givors et Loire-sur-Rhône (environ 20 km de Lyon).
1	L'	le	DET	BO	O	3	det
2	ancienne	ancien	ADJ	IO	O	3	amod
3	centrale	centrale	NOUN	IO	O	9	nsubj:pass
4	de	de	ADP	IO	O	5	case
5	Loire	Loire	PROPN	IL	O	3	nmod
6	sur	sur	ADP	IL	O	7	case
7	Rhône	Rhône	PROPN	EL	O	5	nmod
8	est	être	AUX	BL	O	9	aux:pass
9	implantée	implanter	VERB	IL	O	9	ROOT
10	sur	sur	ADP	IL	O	12	case
11	la	le	DET	IL	O	12	det
12	rive	rive	NOUN	IL	O	9	obl:arg
13	droite	droit	ADJ	IL	O	12	amod
14	du	de	ADP	IL	O	15	case
15	Rhône	Rhône	PROPN	EL	O	12	nmod
16	au	au	ADP	BL	O	17	case
17	niveau	niveau	NOUN	IL	O	9	obl:mod
18	des	de	ADP	IL	O	19	case
19	communes	commune	NOUN	IL	O	17	nmod
20	de	de	ADP	IL	O	21	case
21	Givors	Givors	PROPN	IL	O	19	nmod
22	et	et	CCONJ	IL	O	23	cc
23	Loire-sur-Rhône	Loire-sur-Rhône	PROPN	IL	O	21	conj
24	(	(	PUNCT	IL	O	19	punct
25	environ	environ	ADV	IL	O	27	advmod
26	20	20	NUM	IL	O	27	nummod
27	km	kilomètre	NOUN	IL	O	19	appos
28	de	de	ADP	IL	O	29	case
29	Lyon	Lyon	PROPN	EL	O	27	nmod
30	)	)	PUNCT	O	O	19	punct
31	.	.	PUNCT	O	O	9	punct


#Elle s’étend sur 54 hectares et se compose de trois principaux ensembles :
1	Elle	lui	PRON	O	O	3	nsubj
2	s’	s’	PRON	O	O	3	expl:comp
3	étend	étendre	VERB	O	O	3	ROOT
4	sur	sur	ADP	O	O	6	case
5	54	54	NUM	O	O	6	nummod
6	hectares	hectare	NOUN	O	O	3	obl:arg
7	et	et	CCONJ	O	O	9	cc
8	se	se	PRON	O	O	9	expl:comp
9	compose	compose	VERB	O	O	3	conj
10	de	de	ADP	O	O	13	case
11	trois	trois	NUM	O	O	13	nummod
12	principaux	principal	ADJ	O	O	13	amod
13	ensembles	ensemble	NOUN	O	O	9	obl:arg
14	:	:	PUNCT	O	O	3	punct


#- la plate forme de production constituée des bâtiments et équipements industriels et administratifs ainsi que du parc à fuel et du parc à charbon,
1	-	-	PUNCT	O	O	4	punct
2	la	le	DET	BO	O	4	det
3	plate	plat	ADJ	IO	O	4	amod
4	forme	forme	NOUN	IO	O	4	ROOT
5	de	de	ADP	IO	O	6	case
6	production	production	NOUN	EO	O	4	nmod
7	constituée	constituer	VERB	O	O	4	acl
8	des	de	ADP	O	O	9	case
9	bâtiments	bâtiment	NOUN	O	O	7	obl:arg
10	et	et	CCONJ	O	O	11	cc
11	équipements	équipement	NOUN	IO	O	9	conj
12	industriels	industriel	ADJ	EO	O	11	amod
13	et	et	CCONJ	O	O	14	cc
14	administratifs	administratif	ADJ	O	O	12	conj
15	ainsi	ainsi	ADV	O	O	18	cc
16	que	que	SCONJ	O	O	15	fixed
17	du	de	ADP	O	O	18	case
18	parc	parc	NOUN	BA	O	9	conj
19	à	à	ADP	IA	O	20	case
20	fuel	fuel	NOUN	EA	BS	18	nmod
21	et	et	CCONJ	O	O	23	cc
22	du	de	ADP	O	O	23	case
23	parc	parc	NOUN	BO	O	18	conj
24	à	à	ADP	IO	O	25	case
25	charbon	charbon	NOUN	EO	BU	23	nmod
26	,	,	PUNCT	O	O	4	punct


#- l’île Pavy : ancienne gravière ayant servi au stockage d'environ 436 000 tonnes de cendres de foyer et des cendres volantes,
1	-	-	PUNCT	O	O	3	punct
2	l’	l’	DET	O	O	3	det
3	île	île	NOUN	O	O	3	ROOT
4	Pavy	Pavy	PROPN	O	O	3	nmod
5	:	:	PUNCT	O	O	3	punct
6	ancienne	ancien	ADJ	O	O	7	amod
7	gravière	gravière	NOUN	EO	O	3	appos
8	ayant	avoir	AUX	BR	O	9	aux:tense
9	servi	servir	VERB	IR	O	7	acl
10	au	au	ADP	ER	O	11	case
11	stockage	stockage	NOUN	EA	O	9	obl:arg
12	d'	de	ADP	O	O	16	case
13	environ	environ	ADV	O	O	16	advmod
14	436	436	DET	IO	O	16	det
15	000	000	DET	IO	O	16	det
16	tonnes	tonne	NOUN	IO	O	11	nmod
17	de	de	ADP	IO	O	18	case
18	cendres	cendre	NOUN	IO	BU	16	nmod
19	de	de	ADP	IO	IU	20	case
20	foyer	foyer	NOUN	EO	EU	18	nmod
21	et	et	CCONJ	O	O	23	cc
22	des	de	ADP	O	O	23	case
23	cendres	cendre	NOUN	O	BU	16	conj
24	volantes	volante	ADJ	O	EU	23	amod
25	,	,	PUNCT	O	O	3	punct


#- l’île de Bans : ancienne gravière ayant servi au stockage d'environ 776 000 tonnes de cendres de foyer et des cendres volantes.
1	-	-	PUNCT	O	O	3	punct
2	l’	l’	DET	O	O	3	det
3	île	île	NOUN	BL	O	3	ROOT
4	de	de	ADP	IL	O	5	case
5	Bans	Bans	PROPN	EL	O	3	nmod
6	:	:	PUNCT	O	O	3	punct
7	ancienne	ancien	ADJ	O	O	8	amod
8	gravière	gravière	NOUN	O	O	3	appos
9	ayant	avoir	AUX	BN	O	10	aux:tense
10	servi	servir	VERB	IN	O	8	acl
11	au	au	ADP	ER	O	12	case
12	stockage	stockage	NOUN	EA	O	10	obl:arg
13	d'	de	ADP	O	O	17	case
14	environ	environ	ADV	O	O	17	advmod
15	776	776	DET	O	O	17	det
16	000	000	DET	O	O	17	det
17	tonnes	tonne	NOUN	O	O	12	nmod
18	de	de	ADP	O	O	19	case
19	cendres	cendre	NOUN	O	BU	17	nmod
20	de	de	ADP	O	IU	21	case
21	foyer	foyer	NOUN	O	EU	19	nmod
22	et	et	CCONJ	O	O	24	cc
23	des	de	ADP	O	O	24	case
24	cendres	cendre	NOUN	O	O	17	conj
25	volantes	volante	ADJ	O	O	24	amod
26	.	.	PUNCT	O	O	3	punct


#La centrale thermique comportait 4 tranches de production d’électricité de 250 MWe unitaire fonctionnant au fuel lourd ou au charbon selon la conjoncture économique pour les tranches 1 et 2, et au fuel lourd pour les tranches 3 et 4.
1	La	le	DET	BO	O	2	det
2	centrale	centrale	NOUN	IO	O	4	nsubj
3	thermique	thermique	ADJ	EO	O	2	amod
4	comportait	comporter	VERB	BR	O	4	ROOT
5	4	4	NUM	BO	O	6	nummod
6	tranches	tranche	NOUN	IO	O	4	obj
7	de	de	ADP	IO	O	8	case
8	production	production	NOUN	IO	O	6	nmod
9	d’	d’	ADP	IO	O	10	case
10	électricité	électricité	NOUN	EO	O	8	nmod
11	de	de	ADP	O	O	13	case
12	250	250	NUM	O	O	13	nummod
13	MWe	mwe	NOUN	O	O	6	nmod
14	unitaire	unitaire	ADJ	O	O	13	amod
15	fonctionnant	fonctionner	VERB	O	O	6	acl
16	au	au	ADP	O	O	17	case
17	fuel	fuel	NOUN	BO	BS	15	obl:arg
18	lourd	lourd	ADJ	EO	BS	17	amod
19	ou	ou	CCONJ	O	O	21	cc
20	au	au	ADP	O	O	21	case
21	charbon	charbon	NOUN	BO	BS	17	conj
22	selon	selon	ADP	O	O	24	case
23	la	le	DET	O	O	24	det
24	conjoncture	conjoncture	NOUN	O	O	15	obl:mod
25	économique	économique	ADJ	O	O	24	amod
26	pour	pour	ADP	O	O	28	case
27	les	le	DET	O	O	28	det
28	tranches	tranche	NOUN	O	O	24	nmod
29	1	1	NUM	O	O	28	nummod
30	et	et	CCONJ	O	O	31	cc
31	2	2	NUM	O	O	29	conj
32	,	,	PUNCT	O	O	4	punct
33	et	et	CCONJ	O	O	35	cc
34	au	au	ADP	O	O	35	case
35	fuel	fuel	NOUN	BO	BS	4	conj
36	lourd	lourd	ADJ	EO	BS	35	amod
37	pour	pour	ADP	O	O	39	case
38	les	le	DET	O	O	39	det
39	tranches	tranche	NOUN	O	O	35	nmod
40	3	3	NUM	O	O	39	nummod
41	et	et	CCONJ	O	O	42	cc
42	4	4	NUM	O	O	40	conj
43	.	.	PUNCT	O	O	4	punct


#Les 4 tranches ont fonctionné respectivement de 1965 à 2004, de 1968 à 1995, de 1970 à 1985 et de 1971 à 1986.
1	Les	le	DET	BO	O	3	det
2	4	4	NUM	BO	O	3	nummod
3	tranches	tranche	NOUN	EO	O	5	nsubj
4	ont	avoir	AUX	BN	O	5	aux:tense
5	fonctionné	fonctionner	VERB	IN	O	5	ROOT
6	respectivement	respectivement	ADV	EN	O	5	advmod
7	de	de	ADP	BT	O	8	case
8	1965	1965	NUM	IT	O	5	obl:mod
9	à	à	ADP	IT	O	10	case
10	2004	2004	NUM	ET	O	8	nmod
11	,	,	NUM	ET	O	5	punct
12	de	de	ADP	BT	O	13	case
13	1968	1968	NUM	IT	O	5	obl:mod
14	à	à	ADP	IT	O	15	case
15	1995	1995	NUM	ET	O	13	nmod
16	,	,	NUM	ET	O	18	punct
17	de	de	ADP	O	O	18	case
18	1970	1970	NUM	O	O	5	conj
19	à	à	ADP	O	O	20	case
20	1985	1985	NUM	O	O	18	nmod
21	et	et	CCONJ	O	O	23	cc
22	de	de	ADP	O	O	23	case
23	1971	1971	NUM	O	O	5	conj
24	à	à	ADP	O	O	25	case
25	1986	1986	NUM	O	O	23	nmod
26	.	.	PUNCT	O	O	5	punct


#Il conviendra de se reporter à la fiche spécifique "CPT de Loire sur Rhône-Site" si l'on veut examiner spécifiquement la partie "plate forme de production constituée des bâtiments et équipements industriels et administratifs ainsi que du parc à fuel et du parc à charbon".
1	Il	il	PRON	O	O	2	expl:subj
2	conviendra	convenir	VERB	O	O	2	ROOT
3	de	de	ADP	O	O	5	mark
4	se	se	PRON	O	O	5	expl:comp
5	reporter	reporter	VERB	O	O	2	xcomp
6	à	à	ADP	O	O	8	case
7	la	le	DET	O	O	8	det
8	fiche	fiche	NOUN	O	O	5	obl:arg
9	spécifique	spécifique	ADJ	O	O	8	amod
10	"	"	PUNCT	O	O	8	punct
11	CPT	cpt	NOUN	O	O	8	appos
12	de	de	ADP	O	O	13	case
13	Loire	Loire	PROPN	O	O	11	nmod
14	sur	sur	ADP	O	O	15	case
15	Rhône	Rhône	PROPN	O	O	11	nmod
16	-	-	PROPN	O	O	11	nmod
17	Site	site	NOUN	O	O	11	nmod
18	"	"	PUNCT	O	O	8	punct
19	si	si	SCONJ	O	O	22	mark
20	l'	l'	PRON	O	O	22	nsubj
21	on	on	PRON	O	O	22	nsubj
22	veut	vouloir	VERB	O	O	5	advcl
23	examiner	examiner	VERB	O	O	22	xcomp
24	spécifiquement	spécifiquement	ADV	O	O	23	advmod
25	la	le	DET	O	O	26	det
26	partie	partie	NOUN	O	O	23	obj
27	"	"	PUNCT	O	O	26	punct
28	plate	plat	ADJ	O	O	29	amod
29	forme	forme	NOUN	O	O	26	appos
30	de	de	ADP	O	O	31	case
31	production	production	NOUN	O	O	29	nmod
32	constituée	constituer	VERB	O	O	29	acl
33	des	de	ADP	O	O	34	case
34	bâtiments	bâtiment	NOUN	BO	O	32	obl:arg
35	et	et	CCONJ	IO	O	36	cc
36	équipements	équipement	NOUN	IO	O	34	conj
37	industriels	industriel	ADJ	IO	O	36	amod
38	et	et	CCONJ	IO	O	39	cc
39	administratifs	administratif	ADJ	EO	O	37	conj
40	ainsi	ainsi	ADV	O	O	43	cc
41	que	que	SCONJ	O	O	40	fixed
42	du	de	ADP	O	O	43	case
43	parc	parc	NOUN	BO	O	34	conj
44	à	à	ADP	IO	O	45	case
45	fuel	fuel	NOUN	EO	BS	43	nmod
46	et	et	CCONJ	O	O	48	cc
47	du	de	ADP	O	O	48	case
48	parc	parc	NOUN	BO	O	43	conj
49	à	à	ADP	IO	O	50	case
50	charbon	charbon	NOUN	EO	BU	48	nmod
51	"	"	PUNCT	O	O	26	punct
52	.	.	PUNCT	O	O	2	punct


#Cette fiche concerne uniquement les parties "Ile Pavy" et "Ile de Bans".
1	Cette	ce	DET	O	O	2	det
2	fiche	fiche	NOUN	O	O	3	nsubj
3	concerne	concerne	VERB	O	O	3	ROOT
4	uniquement	uniquement	ADV	O	O	3	advmod
5	les	le	DET	O	O	6	det
6	parties	party	NOUN	O	O	3	obj
7	"	"	PUNCT	O	O	8	punct
8	Ile	ile	NOUN	O	O	6	nmod
