
#42.0143
#Avant 1965, le site était une parcelle agricole.
1	Avant	avant	ADP	BT	O	2	case

#*Contexte hydrologique :
1	*	*	PUNCT	O	O	2	punct
2	Contexte	contexte	NOUN	O	O	2	ROOT
3	hydrologique	hydrologique	ADJ	O	O	2	amod
4	 	 	SPACE	O	O	4	dep
5	:	:	PUNCT	O	O	4	punct


#Le site est situé approximativement à 250 m au Sud-Est de la rivière du Furan (affluent de la Loire).
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	situé	situer	VERB	IL	O	4	ROOT
5	approximativement	approximativement	ADV	IL	O	8	advmod
6	à	à	ADP	IL	O	8	case
7	250	250	NUM	IL	O	8	nummod
8	m	m	NOUN	IL	O	4	obl:arg
9	au	au	ADP	IL	O	10	case
10	Sud-Est	sud-est	NOUN	IL	O	4	obl:mod
11	de	de	ADP	IL	O	13	case
12	la	le	DET	IL	O	13	det
13	rivière	rivière	NOUN	IL	O	10	nmod
14	du	de	ADP	IL	O	15	case
15	Furan	Furan	PROPN	IL	O	13	nmod
16	(	(	PUNCT	O	O	15	punct
17	affluent	affluent	NOUN	BR	O	15	appos
18	de	de	ADP	IL	O	20	case
19	la	le	DET	IL	O	20	det
20	Loire	Loire	PROPN	EL	O	17	nmod
21	)	)	PUNCT	O	O	4	punct
22	.	.	PUNCT	O	O	4	punct


#Le Furan s'écoule de l'Est vers l'Ouest où il rejoint la Loire à plus de 9 km au Nord-ouest du site.
1	Le	le	DET	O	O	2	det
2	Furan	Furan	PROPN	O	O	4	nsubj
3	s'	se	PRON	O	O	4	expl:comp
4	écoule	écoule	VERB	O	O	4	ROOT
5	de	de	ADP	IL	O	7	case
6	l'	le	DET	IL	O	7	det
7	Est	est	NOUN	IL	O	4	obl:arg
8	vers	vers	ADP	IL	O	10	case
9	l'	le	DET	IL	O	10	det
10	Ouest	ouest	NOUN	EL	O	4	obl:arg
11	où	où	PRON	O	O	13	iobj
12	il	il	PRON	O	O	13	nsubj
13	rejoint	rejoindre	VERB	BL	O	10	acl:relcl
14	la	le	DET	BL	O	15	det
15	Loire	Loire	PROPN	IL	O	13	obj
16	à	à	ADP	IL	O	20	case
17	plus	plus	ADV	IL	O	19	advmod
18	de	de	ADP	IL	O	17	fixed
19	9	9	NUM	IL	O	20	nummod
20	km	kilomètre	NOUN	IL	O	13	obl:mod
21	au	au	ADP	IL	O	22	case
22	Nord-ouest	nord-ouest	NOUN	IL	O	13	obl:mod
23	du	de	ADP	IL	O	24	case
24	site	site	NOUN	EL	O	22	nmod
25	.	.	PUNCT	O	O	4	punct


#Un autre cours d'eau, moins important, s'écoule également à 225 m au Sud-Ouest du site, il s'agit du Riotard.
1	Un	un	DET	BO	O	3	det
2	autre	autre	ADJ	BO	O	3	amod
3	cours	cours	NOUN	EO	O	11	nsubj
4	d'	de	ADP	EO	O	5	case
5	eau	eau	NOUN	EO	O	3	nmod
6	,	,	PUNCT	O	O	3	punct
7	moins	moins	ADV	O	O	8	advmod
8	important	important	ADJ	O	O	3	amod
9	,	,	PUNCT	O	O	11	punct
10	s'	se	PRON	O	O	11	expl:comp
11	écoule	écoule	VERB	O	O	11	ROOT
12	également	également	ADV	O	O	11	advmod
13	à	à	ADP	IL	O	15	case
14	225	225	NUM	IL	O	15	nummod
15	m	m	NOUN	IL	O	11	obl:arg
16	au	au	ADP	IL	O	17	case
17	Sud-Ouest	sud-ouest	NOUN	IL	O	11	obl:mod
18	du	de	ADP	IL	O	19	case
19	site	site	NOUN	EL	O	17	nmod
20	,	,	PUNCT	O	O	11	punct
21	il	il	PRON	O	O	23	expl:subj
22	s'	se	PRON	O	O	23	expl:comp
23	agit	agir	VERB	O	O	11	advcl
24	du	de	ADP	O	O	25	case
25	Riotard	Riotard	PROPN	O	O	23	obl:arg
26	.	.	PUNCT	O	O	23	punct


#Aucun usage des eaux souterraines ou captage AEP n'a été recensé.
1	Aucun	aucun	DET	BO	O	2	det
2	usage	usage	NOUN	IO	O	12	nsubj:pass
3	des	de	ADP	IA	O	4	case
4	eaux	eau	NOUN	IA	O	2	nmod
5	souterraines	souterrain	ADJ	IA	O	4	amod
6	ou	ou	CCONJ	IA	O	7	cc
7	captage	captage	NOUN	IA	O	2	conj
8	AEP	aep	NOUN	EA	O	7	nmod
9	n'	n'	ADV	O	O	12	advmod
10	a	avoir	AUX	O	O	12	aux:tense
11	été	être	AUX	O	O	12	aux:pass
12	recensé	recenser	VERB	O	O	12	ROOT
13	.	.	PUNCT	O	O	12	punct


#Le site est localisé à proximité du centre-ville de St Priest en Jarez, au cœur d'une zone commerciale.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	O	O	4	aux:pass
4	localisé	localiser	VERB	BL	O	4	ROOT
5	à	à	ADP	BL	O	6	case
6	proximité	proximité	NOUN	IL	O	4	obl:mod
7	du	de	ADP	IL	O	8	case
8	centre	centre	NOUN	IL	O	6	nmod
9	-	-	NOUN	IL	O	6	nmod
10	ville	ville	NOUN	IL	O	6	nmod
11	de	de	ADP	IL	O	12	case
12	St	St	PROPN	IL	O	10	nmod
13	Priest	Priest	PROPN	IL	O	12	flat:name
14	en	en	ADP	IL	O	15	case
15	Jarez	Jarez	PROPN	IL	O	12	nmod
16	,	,	PUNCT	O	O	4	punct
17	au	au	ADP	BL	O	18	case
18	cœur	cœur	NOUN	IL	O	4	obl:mod
19	d'	de	ADP	IL	O	21	case
20	une	un	DET	IL	O	21	det
21	zone	zone	NOUN	IL	O	18	nmod
22	commerciale	commercial	ADJ	EL	O	21	amod
23	.	.	PUNCT	O	O	4	punct


#Il est entouré par divers commerces (tabac, pressing, cafétéria, banque, pharmacie, supermarché Casino).
1	Il	il	PRON	O	O	3	nsubj:pass
2	est	être	AUX	O	O	3	aux:pass
3	entouré	entourer	VERB	O	O	3	ROOT
4	par	par	ADP	O	O	6	case
5	divers	divers	ADJ	O	O	6	amod
6	commerces	commerce	NOUN	O	O	3	obl:agent
7	(	(	PUNCT	O	O	6	punct
8	tabac	tabac	NOUN	O	O	6	appos
9	,	,	PUNCT	O	O	10	punct
10	pressing	pressing	NOUN	O	O	8	conj
11	,	,	PUNCT	O	O	12	punct
12	cafétéria	cafétéria	NOUN	O	O	8	conj
13	,	,	PUNCT	O	O	14	punct
14	banque	banque	NOUN	O	O	8	conj
15	,	,	PUNCT	O	O	16	punct
16	pharmacie	pharmacie	NOUN	O	O	8	conj
17	,	,	PUNCT	O	O	18	punct
18	supermarché	supermarché	NOUN	O	O	8	conj
19	Casino	Casino	PROPN	O	O	18	nmod
20	)	)	PUNCT	O	O	6	punct
21	.	.	PUNCT	O	O	3	punct


#- Au Nord-Est, des résidences et l'hôpital Nord,
1	-	-	PUNCT	O	O	6	punct
2	Au	au	ADP	BL	O	3	case
3	Nord-Est	nord-est	NOUN	IL	O	6	nmod
4	,	,	PUNCT	O	O	6	punct
5	des	un	DET	O	O	6	det
6	résidences	résidence	NOUN	O	O	6	ROOT
7	et	et	CCONJ	O	O	9	cc
8	l'	le	DET	BO	O	9	det
9	hôpital	hôpital	NOUN	IO	O	6	conj
10	Nord	nord	NOUN	EO	O	9	nmod
11	,	,	PUNCT	O	O	6	punct


#- A l'Est, un magasin de jouet,
1	-	-	PUNCT	O	O	7	punct
2	A	à	ADP	BL	O	4	case
3	l'	le	DET	BL	O	4	det
4	Est	est	NOUN	EL	O	7	nmod
5	,	,	PUNCT	O	O	7	punct
6	un	un	DET	O	O	7	det
7	magasin	magasin	NOUN	O	O	7	ROOT
8	de	de	ADP	O	O	9	case
9	jouet	jouet	NOUN	EO	O	7	nmod
10	,	,	PUNCT	O	O	7	punct


#- A l'Ouest, un magasin de surgelés puis un rond point,
1	-	-	PUNCT	O	O	7	punct
2	A	à	ADP	BL	O	4	case
3	l'	le	DET	IL	O	4	det
4	Ouest	ouest	NOUN	EL	O	7	nmod
5	,	,	PUNCT	O	O	7	punct
6	un	un	DET	O	O	7	det
7	magasin	magasin	NOUN	O	O	7	ROOT
8	de	de	ADP	O	O	9	case
9	surgelés	surgelé	NOUN	O	O	7	nmod
10	puis	puis	CCONJ	O	O	13	cc
11	un	un	DET	O	O	13	det
12	rond	rond	ADJ	O	O	13	amod
13	point	point	NOUN	O	O	7	conj
14	,	,	PUNCT	O	O	7	punct


#- Au Sud, la RN82 puis l'autoroute A72,
1	-	-	PUNCT	O	O	6	punct
2	Au	au	ADP	BL	O	3	case
3	Sud	sud	NOUN	EL	O	6	nmod
4	,	,	PUNCT	O	O	6	punct
5	la	le	DET	BL	O	6	det
6	RN82	rn82	NOUN	IL	O	6	ROOT
7	puis	puis	CCONJ	IL	O	9	cc
8	l'	le	DET	IL	O	9	det
9	autoroute	autoroute	NOUN	IL	O	6	conj
10	A72	a72	NOUN	IL	O	9	nmod
11	,	,	PUNCT	O	O	6	punct


#- Au Sud-Est, une maison de retraite
1	-	-	PUNCT	O	O	6	punct
2	Au	au	ADP	BL	O	3	case
3	Sud-Est	sud-est	NOUN	EL	O	6	nmod
4	,	,	PUNCT	O	O	6	punct
5	une	un	DET	BO	O	6	det
6	maison	maison	NOUN	EO	O	6	ROOT
7	de	de	ADP	O	O	8	case
8	retraite	retraite	NOUN	O	O	6	nmod


#La surface parcellaire de la station est de 17,619 m².
1	La	le	DET	O	O	2	det
2	surface	surface	NOUN	O	O	10	nsubj
3	parcellaire	parcellaire	ADJ	O	O	2	amod
4	de	de	ADP	O	O	6	case
5	la	le	DET	O	O	6	det
6	station	station	NOUN	O	O	2	nmod
7	est	être	AUX	O	O	10	cop
8	de	de	ADP	O	O	10	case
9	17,619	17,619	NUM	O	O	10	nummod
10	m²	m²	PUNCT	O	O	10	ROOT
11	.	.	PUNCT	O	O	10	punct


#La station service «FLOREAL SA» est déclarée au titre des rubriques 1432 et 1434 de la nomenclature des installations classées pour les activités de stockage et distribution de carburants.
1	La	le	DET	BO	BI	2	det
2	station	station	NOUN	IO	II	9	nsubj:pass
3	service	service	NOUN	IO	II	2	nmod
4	«	«	PUNCT	EO	II	2	punct
5	FLOREAL	FLOREAL	PROPN	EO	EI	2	appos
6	SA	sa	NOUN	EO	EI	5	nmod
7	»	»	PUNCT	O	O	5	punct
8	est	être	AUX	BN	O	9	aux:pass
9	déclarée	déclarer	VERB	EN	O	9	ROOT
10	au	au	ADP	BR	O	11	case
11	titre	titre	NOUN	BR	O	9	obl:mod
12	des	de	ADP	O	O	13	case
13	rubriques	rubrique	NOUN	O	O	11	nmod
14	1432	1432	NUM	O	O	13	nummod
15	et	et	CCONJ	O	O	16	cc
16	1434	1434	NUM	O	O	14	conj
17	de	de	ADP	O	O	19	case
18	la	le	DET	O	O	19	det
19	nomenclature	nomenclature	NOUN	O	O	9	obl:mod
20	des	de	ADP	O	O	21	case
21	installations	installation	NOUN	O	O	19	nmod
22	classées	classer	VERB	O	O	21	acl
23	pour	pour	ADP	O	O	25	case
24	les	le	DET	BA	O	25	det
25	activités	activité	NOUN	IA	O	22	obl:mod
26	de	de	ADP	IA	O	27	case
27	stockage	stockage	NOUN	IA	O	25	nmod
28	et	et	CCONJ	IA	O	29	cc
29	distribution	distribution	NOUN	IA	O	27	conj
30	de	de	ADP	IA	O	31	case
31	carburants	carburant	NOUN	EA	BU	29	nmod
32	.	.	PUNCT	O	O	9	punct


#Dans le cadre de la restructuration du centre commercial, la station service a été déplacée d'une centaine de mètres.
1	Dans	dans	ADP	BR	O	3	case
2	le	le	DET	IR	O	3	det
3	cadre	cadre	NOUN	IR	O	16	obl:mod
4	de	de	ADP	ER	O	6	case
5	la	le	DET	BN	O	6	det
6	restructuration	restructuration	NOUN	BN	O	3	nmod
7	du	de	ADP	IN	O	8	case
8	centre	centre	NOUN	IN	O	6	nmod
9	commercial	commercial	ADJ	EN	O	8	amod
10	,	,	PUNCT	O	O	16	punct
11	la	le	DET	BO	O	12	det
12	station	station	NOUN	IO	O	16	nsubj:pass
13	service	service	NOUN	EO	O	12	nmod
14	a	avoir	AUX	BN	O	16	aux:tense
15	été	être	AUX	IN	O	16	aux:pass
16	déplacée	déplacer	VERB	EN	O	16	ROOT
17	d'	de	ADP	O	O	19	case
18	une	un	DET	BL	O	19	det
19	centaine	centaine	NOUN	IL	O	16	obl:arg
20	de	de	ADP	IL	O	21	case
21	mètres	mètre	NOUN	IL	O	19	nmod
22	.	.	PUNCT	O	O	16	punct


#L'ancienne station a été mise hors service en juin 2007.
1	L'	le	DET	BO	O	3	det
2	ancienne	ancien	ADJ	IO	O	3	amod
3	station	station	NOUN	EO	O	6	nsubj:pass
4	a	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	mise	mettre	VERB	IN	O	6	ROOT
7	hors	hors	ADP	IN	O	8	case
8	service	service	NOUN	EN	O	6	obl:arg
9	en	en	ADP	BT	O	10	case
10	juin	juin	NOUN	IT	O	6	obl:mod
11	2007	2007	PUNCT	ET	O	10	nmod
12	.	.	PUNCT	ET	O	6	punct


#Le site a fait l'objet de travaux de neutralisation et de dépollution décrits dans un rapport photographique SITA Remédiation de juin 2007
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj
3	a	avoir	AUX	BR	O	4	aux:tense
4	fait	faire	VERB	IR	O	4	ROOT
5	l'	le	DET	IR	O	6	det
6	objet	objet	NOUN	IR	O	4	obj
7	de	de	ADP	BN	O	8	case
8	travaux	travail	NOUN	IN	O	4	obl:arg
9	de	de	ADP	IN	O	10	case
10	neutralisation	neutralisation	NOUN	EN	O	8	nmod
11	et	et	CCONJ	O	O	13	cc
12	de	de	ADP	IN	O	13	case
13	dépollution	dépollution	NOUN	EN	O	10	conj
14	décrits	décrire	VERB	EN	O	8	acl
15	dans	dans	ADP	O	O	17	case
16	un	un	DET	O	O	17	det
17	rapport	rapport	NOUN	O	O	14	obl:mod
18	photographique	photographique	ADJ	O	O	17	amod
19	SITA	SITA	PROPN	O	EI	17	nmod
20	Remédiation	Remédiation	PROPN	BN	O	17	nmod
21	de	de	ADP	BT	O	22	case
22	juin	juin	NOUN	IT	O	17	nmod
23	2007	2007	NUM	ET	O	22	nmod


#Cependant, ces informations n'ont été portées officiellement à la connaissance de l'administration que par un courrier du 20 décembre 2010, établi pour valoir déclaration de la cessation d'activité en application de l'article R512-66 1° du code de l'environnement.
1	Cependant	cependant	ADV	O	O	8	advmod
2	,	,	PUNCT	O	O	8	punct
3	ces	ce	DET	BO	O	4	det
4	informations	information	NOUN	EO	O	8	nsubj:pass
5	n'	n'	ADV	BN	O	8	advmod
6	ont	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	portées	porter	VERB	IN	O	8	ROOT
9	officiellement	officiellement	ADV	IN	O	8	advmod
10	à	à	ADP	IN	O	12	case
11	la	le	DET	IN	O	12	det
12	connaissance	connaissance	NOUN	EN	O	8	obl:arg
13	de	de	ADP	O	O	15	case
14	l'	le	DET	BO	O	15	det
15	administration	administration	NOUN	EO	O	12	nmod
16	que	que	ADV	O	O	8	advmod
17	par	par	ADP	O	O	19	case
18	un	un	DET	BN	O	19	det
19	courrier	courrier	NOUN	EN	O	8	obl:mod
20	du	de	ADP	BT	O	21	case
21	20	20	NUM	IT	O	19	nmod
22	 	 	SPACE	IT	O	19	dep
23	décembre	décembre	NOUN	IT	O	19	nmod
24	 	 	SPACE	ET	O	19	dep
25	2010	2010	PUNCT	ET	O	19	nmod
26	,	,	PUNCT	ET	O	8	punct
27	établi	établir	VERB	ET	O	8	acl
28	pour	pour	ADP	O	O	29	mark
29	valoir	valoir	VERB	EN	O	27	advcl
30	déclaration	déclaration	NOUN	EN	O	29	obj
31	de	de	ADP	BN	O	33	case
32	la	le	DET	BN	O	33	det
33	cessation	cessation	NOUN	BN	O	30	nmod
34	d'	de	ADP	EN	O	35	case
35	activité	activité	NOUN	EN	O	33	nmod
36	en	en	ADP	O	O	37	case
37	application	application	NOUN	O	O	33	nmod
38	de	de	ADP	O	O	40	case
39	l'	le	DET	O	O	40	det
40	article	article	NOUN	O	O	37	nmod
41	R512	r512	NOUN	O	O	40	nmod
42	-	-	NOUN	O	O	40	nmod
43	66	66	NOUN	O	O	40	nmod
44	1	1	NUM	O	O	40	nmod
45	°	°	NUM	O	O	40	nmod
46	du	de	ADP	O	O	47	case
47	code	code	NOUN	O	O	40	nmod
48	de	de	ADP	O	O	50	case
49	l'	le	DET	O	O	50	det
50	environnement	environnement	NOUN	O	O	47	nmod
51	.	.	PUNCT	O	O	8	punct


#Le rapport établi par SITA Remédiation ne comporte pas de texte décrivant les travaux, à l'exception des légendes des photos.
1	Le	le	DET	BO	O	2	det
2	rapport	rapport	NOUN	EO	O	8	nsubj
3	établi	établir	VERB	BR	O	2	acl
4	par	par	ADP	O	O	5	case
5	SITA	SITA	PROPN	O	EI	3	obl:agent
6	Remédiation	Remédiation	PROPN	O	EI	5	flat:name
7	ne	ne	ADV	O	O	8	advmod
8	comporte	comporte	VERB	O	O	8	ROOT
9	pas	pas	ADV	O	O	8	advmod
10	de	de	DET	O	O	11	det
11	texte	texte	NOUN	O	O	8	obj
12	décrivant	décrire	VERB	O	O	11	acl
13	les	le	DET	O	O	14	det
14	travaux	travail	NOUN	O	O	12	obj
15	,	,	PUNCT	O	O	8	punct
16	à	à	ADP	O	O	18	case
17	l'	le	DET	O	O	18	det
18	exception	exception	NOUN	O	O	8	obl:mod
19	des	de	ADP	O	O	20	case
20	légendes	légende	NOUN	O	O	18	nmod
21	des	de	ADP	O	O	22	case
22	photos	photo	NOUN	O	O	20	nmod
23	.	.	PUNCT	O	O	8	punct


#Les photos présentées laissent supposer que les travaux suivants ont été réalisés :
1	Les	le	DET	O	O	2	det
2	photos	photo	NOUN	O	O	4	nsubj
3	présentées	présenter	VERB	O	O	2	acl
4	laissent	laisser	VERB	O	O	4	ROOT
5	supposer	supposer	VERB	O	O	4	xcomp
6	que	que	SCONJ	O	O	12	mark
7	les	le	DET	O	O	8	det
8	travaux	travail	NOUN	O	O	12	nsubj:pass
9	suivants	suivant	ADJ	O	O	8	amod
10	ont	avoir	AUX	BN	O	12	aux:tense
11	été	être	AUX	IN	O	12	aux:pass
12	réalisés	réaliser	VERB	EN	O	5	ccomp
13	 	 	SPACE	O	O	13	dep
14	:	:	PUNCT	O	O	13	punct


#- Démontage et enlèvement des superstructures.
1	-	-	PUNCT	O	O	2	punct
2	Démontage	démontage	NOUN	BN	O	2	ROOT
3	et	et	CCONJ	O	O	4	cc
4	enlèvement	enlèvement	NOUN	BN	O	2	conj
5	des	de	ADP	IN	O	6	case
6	superstructures	superstructure	NOUN	EN	O	2	nmod
7	.	.	PUNCT	O	O	2	punct


#- Enlèvement des 3 cuves d'hydrocarbures.
1	-	-	PUNCT	O	O	2	punct
2	Enlèvement	enlèvement	NOUN	BN	O	2	ROOT
3	des	de	ADP	BO	O	5	case
4	3	3	NUM	BO	BD	5	nummod
5	cuves	cuve	NOUN	IO	ED	2	nmod
6	d'	de	ADP	IO	ED	7	case
7	hydrocarbures	hydrocarbure	NOUN	EO	ES	5	nmod
8	.	.	PUNCT	O	O	2	punct


#- Enlèvement du sablon d'enrobage de la cuve C2 ; conservation de la fosse bétonnée contenant la cuve C2.
1	-	-	PUNCT	O	O	2	punct
2	Enlèvement	enlèvement	NOUN	BN	O	2	ROOT
3	du	de	ADP	IN	O	4	case
4	sablon	sablon	NOUN	EN	O	2	nmod
5	d'	de	ADP	O	O	6	case
6	enrobage	enrobage	NOUN	BA	O	4	nmod
7	de	de	ADP	O	O	9	case
8	la	le	DET	BO	O	9	det
9	cuve	cuve	NOUN	BO	BD	6	nmod
10	C2	c2	NOUN	BO	ED	9	nmod
11	;	;	PUNCT	BN	O	2	punct
12	conservation	conservation	NOUN	EN	O	12	ROOT
13	de	de	ADP	BO	O	15	case
14	la	le	DET	BO	O	15	det
15	fosse	fosse	NOUN	IO	O	12	nmod
16	bétonnée	bétonner	VERB	IO	O	15	acl
17	contenant	contenir	VERB	O	O	15	acl
18	la	le	DET	O	BD	19	det
19	cuve	cuve	NOUN	O	ED	17	obj
20	C2	c2	NOUN	O	ED	19	nmod
21	.	.	PUNCT	O	O	12	punct


#- Enlèvement de sols pollués sous les pistes carburants et autour de la cuve C1.
1	-	-	PUNCT	O	O	2	punct
2	Enlèvement	enlèvement	NOUN	BN	O	2	ROOT
3	de	de	ADP	IN	O	4	case
4	sols	sol	NOUN	IN	O	2	nmod
5	pollués	polluer	VERB	EN	O	4	acl
6	sous	sous	ADP	O	O	8	case
7	les	le	DET	BO	O	8	det
8	pistes	piste	NOUN	IO	O	2	nmod
9	carburants	carburant	NOUN	EO	BU	8	nmod
10	et	et	CCONJ	O	O	11	cc
11	autour	autour	ADV	BL	O	8	conj
12	de	de	ADP	IL	O	14	case
13	la	le	DET	IL	O	14	det
14	cuve	cuve	NOUN	IL	BD	11	dep
15	C1	c1	NOUN	BO	ED	14	nmod
16	.	.	PUNCT	EO	O	2	punct


#- Pompage de 39,7 m3 d'eau polluée aux hydrocarbures dans la fosse de la cuve C2.
1	-	-	PUNCT	O	O	2	punct
2	Pompage	pompage	NOUN	BN	O	2	ROOT
3	de	de	ADP	O	O	5	case
4	39,7	39,7	NUM	O	O	5	nummod
5	m3	m3	NOUN	O	O	2	nmod
6	d'	de	ADP	O	O	7	case
7	eau	eau	NOUN	O	O	5	nmod
8	polluée	polluer	VERB	O	O	7	acl
9	aux	à	ADP	O	O	10	case
10	hydrocarbures	hydrocarbure	NOUN	O	BS	8	obl:arg
11	dans	dans	ADP	O	O	13	case
12	la	le	DET	BO	O	13	det
13	fosse	fosse	NOUN	EO	O	2	nmod
14	de	de	ADP	O	O	16	case
15	la	le	DET	BO	O	16	det
16	cuve	cuve	NOUN	IO	BU	13	nmod
17	C2	c2	NOUN	EO	EU	16	nmod
18	.	.	PUNCT	EO	O	2	punct


#- Enlèvement des équipements annexes (séparateur, évents, canalisations, …).
