
#12.0012
#Unité de fabrication d'injecteurs et bougies de préchauffage pour véhicules routiers, comportant un atelier d'usinage des métaux et de traitement de surfaces.
1	Unité	unité	NOUN	BA	O	1	ROOT
12	poursuivre	poursuivre	VERB	BN	O	10	xcomp
13	l'	le	DET	BN	O	14	det
14	exploitation	exploitation	NOUN	EN	O	12	obj
15	d'	de	ADP	ER	O	17	case
16	un	un	DET	BO	O	17	det
17	établissement	établissement	NOUN	IA	O	14	nmod
18	de	de	ADP	IA	O	19	case
19	fabrication	fabrication	NOUN	IA	O	17	nmod
20	d'	de	ADP	IA	O	21	case
21	accessoires	accessoire	NOUN	IA	O	19	nmod
22	mécaniques	mécanique	ADJ	EA	O	21	amod
23	,	,	PUNCT	O	O	14	punct
24	notamment	notamment	ADV	O	O	27	advmod
25	pour	pour	ADP	O	O	27	case
26	l'	le	DET	O	O	27	det
27	automobile	automobile	NOUN	O	O	14	nmod
28	;	;	PUNCT	O	O	3	punct


#- l'arrêté préfectoral complémentaire du 29 octobre 2004, imposant des prescriptions techniques pour l'exploitation d'une installation de réfrigération comportant des tours de réfrigération;
1	-	-	PUNCT	O	O	3	punct
2	l'	le	DET	BO	O	3	det
3	arrêté	arrêté	NOUN	IO	O	3	ROOT
4	préfectoral	préfectoral	ADJ	IO	O	3	amod
5	complémentaire	complémentaire	ADJ	EO	O	3	amod
6	du	de	ADP	O	O	7	case
7	29	29	NUM	BT	O	3	nmod
8	octobre	octobre	NOUN	IT	O	7	nmod
9	2004	2004	PUNCT	ET	O	8	nmod
10	,	,	PUNCT	ET	O	3	punct
11	imposant	imposer	VERB	BN	O	3	acl
12	des	un	DET	BO	O	13	det
13	prescriptions	prescription	NOUN	IO	O	11	obj
14	techniques	technique	ADJ	EO	O	13	amod
15	pour	pour	ADP	O	O	17	case
16	l'	le	DET	BO	O	17	det
17	exploitation	exploitation	NOUN	BR	O	13	nmod
18	d'	de	ADP	IR	O	20	case
19	une	un	DET	BO	O	20	det
20	installation	installation	NOUN	IA	O	17	nmod
21	de	de	ADP	IA	O	22	case
22	réfrigération	réfrigération	NOUN	EA	O	20	nmod
23	comportant	comporter	VERB	O	O	20	acl
24	des	un	DET	O	BU	25	det
25	tours	tour	NOUN	BO	IU	23	obj
26	de	de	ADP	IO	IU	27	case
27	réfrigération	réfrigération	NOUN	EO	EU	25	nmod
28	;	;	PUNCT	O	O	3	punct


#- l'arrêté préfectoral d'autorisation d'exploiter une usine de fabrication d'équipements pour automobiles du 11 mai 2005, annulant et remplaçant les prescriptions des arrêtés préfectoraux du 28 juillet 1993 ainsi que du 29 octobre 2004.
1	-	-	PUNCT	O	O	3	punct
2	l'	le	DET	BO	O	3	det
3	arrêté	arrêté	NOUN	IO	O	3	ROOT
4	préfectoral	préfectoral	ADJ	IO	O	3	amod
5	d'	de	ADP	EO	O	6	case
6	autorisation	autorisation	NOUN	EO	O	3	nmod
7	d'	de	ADP	BN	O	8	mark
8	exploiter	exploiter	VERB	EN	O	6	acl
9	une	un	DET	BO	O	10	det
10	usine	usine	NOUN	EO	O	8	obj
11	de	de	ADP	IA	O	12	case
12	fabrication	fabrication	NOUN	IA	O	10	nmod
13	d'	de	ADP	IA	O	14	case
14	équipements	équipement	NOUN	IA	O	12	nmod
15	pour	pour	ADP	IA	O	16	case
16	automobiles	automobile	NOUN	EA	O	14	nmod
17	du	de	ADP	BT	O	18	case
18	11	11	NUM	IT	O	3	nmod
19	mai	mai	NOUN	IT	O	18	nmod
20	2005	2005	PUNCT	ET	O	19	nmod
21	,	,	PUNCT	ET	O	3	punct
22	annulant	annuler	VERB	O	O	3	acl
23	et	et	CCONJ	O	O	24	cc
24	remplaçant	remplacer	VERB	BN	O	22	conj
25	les	le	DET	BO	O	26	det
26	prescriptions	prescription	NOUN	IO	O	22	obj
27	des	de	ADP	IO	O	28	case
28	arrêtés	arrêté	NOUN	IO	O	26	nmod
29	préfectoraux	préfectoral	ADJ	EO	O	28	amod
30	du	de	ADP	BT	O	31	case
31	28	28	NUM	IT	O	28	nmod
32	juillet	juillet	NOUN	IT	O	31	nmod
33	1993	1993	NUM	ET	O	32	nmod
34	ainsi	ainsi	ADV	O	O	37	cc
35	que	que	SCONJ	O	O	34	fixed
36	du	de	ADP	O	O	37	case
37	29	29	NUM	BT	O	28	conj
38	octobre	octobre	NOUN	IT	O	37	nmod
39	2004	2004	NUM	ET	O	38	nmod
40	.	.	PUNCT	ET	O	3	punct


#Le 10 octobre 2007, l'entreprise a déclaré l'exploitation d'un stockage d'huiles (V OIL 1412) en cuve de 25 m3.
1	Le	le	DET	BT	O	2	det
2	10	10	NUM	IT	O	9	obl:mod
3	octobre	octobre	NOUN	IT	O	2	nmod
4	2007	2007	PUNCT	ET	O	3	nmod
5	,	,	PUNCT	ET	O	9	punct
6	l'	le	DET	BO	O	7	det
7	entreprise	entreprise	NOUN	EO	O	9	nsubj
8	a	avoir	AUX	BN	O	9	aux:tense
9	déclaré	déclarer	VERB	EN	O	9	ROOT
10	l'	le	DET	BN	O	11	det
11	exploitation	exploitation	NOUN	EN	O	9	obj
12	d'	de	ADP	ER	O	14	case
13	un	un	DET	BO	O	14	det
14	stockage	stockage	NOUN	IO	BD	11	nmod
15	d'	de	ADP	IO	O	16	case
16	huiles	huile	NOUN	EO	O	14	nmod
17	(	(	PUNCT	O	O	14	punct
18	V	v	NOUN	O	O	14	appos
19	OIL	OIL	PROPN	O	EI	18	nmod
20	1412	1412	NUM	O	O	19	nummod
21	)	)	PUNCT	O	O	14	punct
22	en	en	ADP	O	O	23	case
23	cuve	cuve	NOUN	O	O	11	nmod
24	de	de	ADP	O	O	26	case
25	25	25	NUM	O	O	26	nummod
26	m3	m3	PUNCT	O	O	23	nmod
27	.	.	PUNCT	O	O	9	punct


#Le site est situé au Nord de la rivière Aveyron (masse d'eau n°	FRFR200), qui est de bonne qualité écologique et physico-chimique.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	situé	situer	VERB	IL	O	4	ROOT
5	au	au	ADP	IL	O	6	case
6	Nord	nord	NOUN	IL	O	4	obl:arg
7	de	de	ADP	IL	O	9	case
8	la	le	DET	IL	O	9	det
9	rivière	rivière	NOUN	IL	O	6	nmod
10	Aveyron	Aveyron	PROPN	EL	O	9	nmod
11	(	(	PUNCT	O	O	9	punct
12	masse	masse	NOUN	O	O	9	appos
13	d'	de	ADP	O	O	14	case
14	eau	eau	NOUN	O	O	12	nmod
15	n°	numéro	NOUN	O	O	12	nmod
16					SPACE	_	_
17	FRFR200	FRFR200	PROPN	O	O	16	nmod
18	)	)	PUNCT	O	O	9	punct
19	,	,	PUNCT	O	O	4	punct
20	qui	qui	PRON	O	O	24	nsubj
21	est	être	AUX	O	O	24	cop
22	de	de	ADP	O	O	24	case
23	bonne	bon	ADJ	O	O	24	amod
24	qualité	qualité	NOUN	O	O	4	acl:relcl
25	écologique	écologique	ADJ	O	O	24	amod
26	et	et	CCONJ	O	O	27	cc
27	physico	physico	ADJ	O	O	25	conj
28	-	-	ADJ	O	O	24	amod
29	chimique	chimique	ADJ	O	O	24	amod
30	.	.	PUNCT	O	O	4	punct


#Les activités exercées sur le site étant susceptibles d'avoir été à l'origine d'une pollution éventuelle du sol, l'exploitant s'est engagé par écrit du 7 octobre 1996 à réaliser un diagnostic initial et une évaluation simplifiée des risques.
1	Les	le	DET	BN	O	2	det
2	activités	activité	NOUN	IN	O	8	nsubj
3	exercées	exercer	VERB	EN	O	2	acl
4	sur	sur	ADP	ER	O	6	case
5	le	le	DET	BO	O	6	det
6	site	site	NOUN	EO	O	3	obl:mod
7	étant	être	AUX	BR	O	8	cop
8	susceptibles	susceptible	ADJ	IR	O	26	advcl
9	d'	de	ADP	ER	O	14	mark
10	avoir	avoir	AUX	IN	O	14	aux:tense
11	été	être	AUX	IN	O	14	cop
12	à	à	ADP	IN	O	14	case
13	l'	le	DET	IN	O	14	det
14	origine	origine	NOUN	EN	O	8	xcomp
15	d'	de	ADP	ER	O	17	case
16	une	un	DET	BO	O	17	det
17	pollution	pollution	NOUN	IO	O	14	nmod
18	éventuelle	éventuel	ADJ	IO	O	17	amod
19	du	de	ADP	IO	O	20	case
20	sol	sol	NOUN	EO	O	17	nmod
21	,	,	PUNCT	O	O	26	punct
22	l'	le	DET	BO	O	23	det
23	exploitant	exploitant	NOUN	EO	O	26	nsubj
24	s'	se	PRON	BN	O	26	expl:comp
25	est	être	AUX	IN	O	26	aux:tense
26	engagé	engager	VERB	IN	O	26	ROOT
27	par	par	ADP	IN	O	28	case
28	écrit	écrit	NOUN	EN	O	26	obl:mod
29	du	de	ADP	O	O	30	case
30	7	7	NUM	BT	O	26	obl:mod
31	octobre	octobre	NOUN	IT	O	30	nmod
32	1996	1996	NUM	ET	O	31	nmod
33	à	à	ADP	O	O	34	mark
34	réaliser	réaliser	VERB	BN	O	26	xcomp
35	un	un	DET	IN	O	36	det
36	diagnostic	diagnostic	NOUN	IN	O	34	obj
37	initial	initial	ADJ	EN	O	36	amod
38	et	et	CCONJ	O	O	40	cc
39	une	un	DET	BN	O	40	det
40	évaluation	évaluation	NOUN	IN	O	36	conj
41	simplifiée	simplifier	ADJ	IN	O	40	amod
42	des	de	ADP	IN	O	43	case
43	risques	risque	NOUN	EN	O	40	nmod
44	.	.	PUNCT	O	O	26	punct


#Il a réalisé la partie historique de l'étude en 1997.
1	Il	il	PRON	BO	O	3	nsubj
2	a	avoir	AUX	BN	O	3	aux:tense
3	réalisé	réaliser	VERB	EN	O	3	ROOT
4	la	le	DET	BO	O	5	det
5	partie	partie	NOUN	IO	O	3	obj
6	historique	historique	ADJ	IO	O	5	amod
7	de	de	ADP	IO	O	9	case
8	l'	le	DET	EO	O	9	det
9	étude	étude	NOUN	EN	O	5	nmod
10	en	en	ADP	BT	O	11	case
11	1997	1997	NUM	ET	O	3	obl:mod
12	.	.	PUNCT	ET	O	3	punct


#Par courriers des 10 juillet 1997 et 24 novembre 1997, l'inspection des installations classées a demandé à l'exploitant de compléter les documents fournis de manière à ce que le diagnostic initial et l'évaluation simplifiée des risques soient réalisés conformément aux prescriptions ministérielles (guide méthodologique du diagnostic initial et de l'évaluation simplifiée des risques, la version alors en vigueur étant la version 1 de juin 1997).
1	Par	par	ADP	O	O	2	case
2	courriers	courrier	NOUN	O	O	18	obl:mod
3	des	de	ADP	BT	O	4	case
4	10	10	NUM	IT	O	2	nmod
5	juillet	juillet	NOUN	IT	O	4	nmod
6	1997	1997	NUM	IT	O	5	nmod
7	et	et	CCONJ	IT	O	8	cc
8	24	24	NUM	IT	O	4	conj
9	novembre	novembre	NOUN	IT	O	8	nmod
10	1997	1997	NUM	ET	O	9	nmod
11	,	,	PUNCT	ET	O	18	punct
12	l'	le	DET	BO	O	13	det
13	inspection	inspection	NOUN	IO	O	18	nsubj
14	des	de	ADP	IO	O	15	case
15	installations	installation	NOUN	IO	O	13	nmod
16	classées	classer	VERB	EO	O	15	acl
17	a	avoir	AUX	BN	O	18	aux:tense
18	demandé	demander	VERB	EN	O	18	ROOT
19	à	à	ADP	O	O	21	case
20	l'	le	DET	BO	O	21	det
21	exploitant	exploitant	NOUN	EO	O	18	obl:arg
22	de	de	ADP	O	O	23	mark
23	compléter	compléter	VERB	EN	O	18	xcomp
24	les	le	DET	O	O	25	det
25	documents	document	NOUN	O	O	23	obj
26	fournis	fournir	VERB	O	O	25	acl
27	de	de	ADP	O	O	28	case
28	manière	manière	NOUN	O	O	26	obl:mod
29	à	à	ADP	O	O	30	case
30	ce	ce	PRON	O	O	28	nmod
31	que	que	SCONJ	O	O	42	mark
32	le	le	DET	BN	O	33	det
33	diagnostic	diagnostic	NOUN	IN	O	42	nsubj:pass
34	initial	initial	ADJ	EN	O	33	amod
35	et	et	CCONJ	O	O	37	cc
36	l'	le	DET	BO	O	37	det
37	évaluation	évaluation	NOUN	BO	O	33	conj
38	simplifiée	simplifier	ADJ	EO	O	37	amod
39	des	de	ADP	IN	O	40	case
40	risques	risque	NOUN	EN	O	37	nmod
41	soient	être	AUX	O	O	42	aux:pass
42	réalisés	réaliser	VERB	O	O	30	acl
43	conformément	conformément	ADV	O	O	42	advmod
44	aux	à	ADP	O	O	45	case
45	prescriptions	prescription	NOUN	O	O	43	obl:arg
46	ministérielles	ministériel	ADJ	O	O	45	amod
47	(	(	PUNCT	O	O	45	punct
48	guide	guide	NOUN	O	O	45	appos
49	méthodologique	méthodologique	ADJ	O	O	48	amod
50	du	de	ADP	O	O	51	case
51	diagnostic	diagnostic	NOUN	IN	O	48	nmod
52	initial	initial	ADJ	EN	O	51	amod
53	et	et	CCONJ	O	O	56	cc
54	de	de	ADP	O	O	56	case
55	l'	le	DET	O	O	56	det
56	évaluation	évaluation	NOUN	BN	O	51	conj
57	simplifiée	simplifier	ADJ	IN	O	56	amod
58	des	de	ADP	IN	O	59	case
59	risques	risque	NOUN	EN	O	56	nmod
60	,	,	PUNCT	O	O	45	punct
61	la	le	DET	BO	O	62	det
62	version	version	NOUN	EO	O	68	nsubj
63	alors	alors	ADV	O	O	65	advmod
64	en	en	ADP	O	O	65	case
65	vigueur	vigueur	NOUN	O	O	62	nmod
66	étant	être	AUX	O	O	68	cop
67	la	le	DET	BO	O	68	det
68	version	version	NOUN	EO	O	45	parataxis
69	1	1	NUM	O	O	68	nummod
70	de	de	ADP	BT	O	71	case
71	juin	juin	NOUN	IT	O	68	nmod
72	1997	1997	NUM	ET	O	71	nmod
73	)	)	PUNCT	O	O	42	punct
74	.	.	PUNCT	O	O	28	punct


#Le diagnostic initial reçu le 5 février 1998 par l'inspection a fait l'objet d'un courrier d'observations du 20 mai 1998, notamment quant à la justification de la note de synthèse.
1	Le	le	DET	BN	O	2	det
2	diagnostic	diagnostic	NOUN	IN	O	13	nsubj
3	initial	initial	ADJ	IN	O	2	amod
4	reçu	recevoir	VERB	EN	O	2	acl
5	le	le	DET	BT	O	6	det
6	5	5	NUM	IT	O	4	obl:mod
7	février	février	NOUN	IT	O	6	nmod
8	1998	1998	NUM	ET	O	7	nmod
9	par	par	ADP	O	O	11	case
10	l'	le	DET	BO	O	11	det
11	inspection	inspection	NOUN	EO	O	4	obl:agent
12	a	avoir	AUX	BR	O	13	aux:tense
13	fait	faire	VERB	IR	O	13	ROOT
14	l'	le	DET	IR	O	15	det
15	objet	objet	NOUN	IR	O	13	obj
16	d'	de	ADP	ER	O	18	case
17	un	un	DET	O	O	18	det
18	courrier	courrier	NOUN	O	O	13	obl:arg
19	d'	de	ADP	O	O	20	case
20	observations	observation	NOUN	O	O	18	nmod
21	du	de	ADP	O	O	22	case
22	20	20	NUM	BT	O	18	nmod
23	mai	mai	NOUN	IT	O	22	nmod
24	1998	1998	PUNCT	ET	O	23	nmod
25	,	,	PUNCT	ET	O	13	punct
26	notamment	notamment	ADV	O	O	30	advmod
27	quant	quant	ADV	O	O	30	case
28	à	à	ADP	O	O	27	fixed
29	la	le	DET	O	O	30	det
30	justification	justification	NOUN	O	O	13	obl:mod
31	de	de	ADP	O	O	33	case
32	la	le	DET	O	O	33	det
33	note	note	NOUN	O	O	30	nmod
34	de	de	ADP	O	O	35	case
35	synthèse	synthèse	NOUN	O	O	33	nmod
36	.	.	PUNCT	O	O	13	punct


#A la demande de l'inspection l'exploitant  a rassemblé les éléments nécessaires et les a mis en forme pour produire un diagnostic initial et une évaluation simplifiée des risques conformes aux prescriptions ministérielles (guide méthodologique du diagnostic initial et de l'évaluation simplifiée des risques, la version actuellement en vigueur étant la version 2 de mars 2000).
1	A	à	ADP	BR	O	3	case
2	la	le	DET	BN	O	3	det
3	demande	demande	NOUN	EN	O	9	obl:mod
4	de	de	ADP	O	O	6	case
5	l'	le	DET	BO	O	6	det
6	inspection	inspection	NOUN	BO	O	3	nmod
7	l'	le	DET	BO	O	8	det
8	exploitant	exploitant	NOUN	EO	O	9	nsubj
9	 	 	SPACE	O	O	11	dep
10	a	avoir	AUX	O	O	11	aux:tense
11	rassemblé	rassembler	VERB	O	O	11	ROOT
12	les	le	DET	O	O	13	det
13	éléments	élément	NOUN	O	O	11	obj
14	nécessaires	nécessaire	ADJ	O	O	13	amod
15	et	et	CCONJ	O	O	18	cc
16	les	le	PRON	O	O	18	obj
17	a	avoir	AUX	O	O	18	aux:tense
18	mis	mettre	VERB	O	O	11	conj
19	en	en	ADP	O	O	20	case
20	forme	forme	NOUN	O	O	18	obl:arg
21	pour	pour	ADP	BN	O	22	mark
22	produire	produire	VERB	BN	O	18	advcl
23	un	un	DET	IN	O	24	det
24	diagnostic	diagnostic	NOUN	IN	O	22	obj
25	initial	initial	ADJ	EN	O	24	amod
26	et	et	CCONJ	BN	O	28	cc
27	une	un	DET	BN	O	28	det
28	évaluation	évaluation	NOUN	IN	O	24	conj
29	simplifiée	simplifier	ADJ	IN	O	28	amod
30	des	de	ADP	IN	O	31	case
31	risques	risque	NOUN	EN	O	28	nmod
32	conformes	conforme	ADJ	BR	O	28	amod
33	aux	à	ADP	ER	O	34	case
34	prescriptions	prescription	NOUN	O	O	32	obl:arg
35	ministérielles	ministériel	ADJ	O	O	34	amod
36	(	(	PUNCT	O	O	34	punct
37	guide	guide	NOUN	O	O	34	appos
38	méthodologique	méthodologique	ADJ	O	O	37	amod
39	du	de	ADP	IN	O	40	case
40	diagnostic	diagnostic	NOUN	IN	O	37	nmod
41	initial	initial	ADJ	EN	O	40	amod
42	et	et	CCONJ	O	O	45	cc
43	de	de	ADP	O	O	45	case
44	l'	le	DET	BN	O	45	det
45	évaluation	évaluation	NOUN	BN	O	40	conj
46	simplifiée	simplifier	ADJ	IN	O	45	amod
47	des	de	ADP	IN	O	48	case
48	risques	risque	NOUN	EN	O	45	nmod
49	,	,	PUNCT	O	O	34	punct
50	la	le	DET	O	O	51	det
51	version	version	NOUN	O	O	57	nsubj
52	actuellement	actuellement	ADV	O	O	54	advmod
53	en	en	ADP	O	O	54	case
54	vigueur	vigueur	NOUN	O	O	51	nmod
55	étant	être	AUX	O	O	57	cop
56	la	le	DET	O	O	57	det
57	version	version	NOUN	O	O	34	nmod
58	2	2	NUM	O	O	57	nummod
59	de	de	ADP	BT	O	60	case
60	mars	mars	NOUN	BT	O	57	nmod
61	2000	2000	NUM	ET	O	60	nmod
62	)	)	PUNCT	O	O	11	punct
63	.	.	PUNCT	O	O	11	punct


#L'examen de l'étude de sols a mis en évidence dans l'un des sondages de reconnaissance une teneur en PCB supérieure à la VCI à usage " non sensible " ; cette anomalie semble être relativement localisée et circonscrite, tant en extension qu'en profondeur (0 à -0,5 m),
1	L'	le	DET	O	O	2	det
2	examen	examen	NOUN	O	O	9	nsubj
3	de	de	ADP	O	O	5	case
4	l'	le	DET	BN	O	5	det
5	étude	étude	NOUN	IN	O	2	nmod
6	de	de	ADP	IN	O	7	case
7	sols	sol	NOUN	EN	O	5	nmod
8	a	avoir	AUX	O	O	9	aux:tense
9	mis	mettre	VERB	O	O	9	ROOT
10	en	en	ADP	O	O	11	case
11	évidence	évidence	NOUN	O	O	9	obl:arg
12	dans	dans	ADP	O	O	14	case
13	l'	le	DET	O	O	14	det
14	un	un	PRON	O	O	9	obl:mod
15	des	de	ADP	O	O	16	case
16	sondages	sondage	NOUN	O	O	14	nmod
17	de	de	ADP	O	O	18	case
18	reconnaissance	reconnaissance	NOUN	O	O	16	nmod
19	une	un	DET	O	O	20	det
20	teneur	teneur	NOUN	O	O	9	obj
21	en	en	ADP	O	O	22	case
22	PCB	pcb	NOUN	O	BS	20	nmod
23	supérieure	supérieur	ADJ	O	O	20	amod
24	à	à	ADP	O	O	26	case
25	la	le	DET	O	O	26	det
26	VCI	vci	NOUN	O	O	23	obl:arg
27	à	à	ADP	O	O	28	case
28	usage	usage	NOUN	O	O	26	nmod
29	"	"	PUNCT	O	O	31	punct
30	non	non	ADV	O	O	31	advmod
31	sensible	sensible	ADJ	O	O	28	amod
32	"	"	PUNCT	O	O	31	punct
33	;	;	PUNCT	O	O	9	punct
34	cette	ce	DET	O	O	35	det
35	anomalie	anomalie	NOUN	O	O	36	nsubj
36	semble	semble	VERB	O	O	36	ROOT
37	être	être	AUX	O	O	39	cop
38	relativement	relativement	ADV	O	O	39	advmod
39	localisée	localiser	ADJ	O	O	36	xcomp
40	et	et	CCONJ	O	O	41	cc
41	circonscrite	circonscrire	ADJ	EN	O	39	conj
42	,	,	PUNCT	O	O	39	punct
43	tant	tant	ADV	O	O	45	advmod
44	en	en	ADP	O	O	45	case
45	extension	extension	NOUN	O	O	39	obl:mod
46	qu'	que	SCONJ	O	O	48	mark
47	en	en	ADP	O	O	48	case
48	profondeur	profondeur	NOUN	O	O	39	dep
49	(	(	PUNCT	O	O	48	nummod
50	0	0	PUNCT	O	O	53	nummod
51	à	à	ADP	O	O	52	case
52	-0,5	-0,5	NUM	O	O	50	nmod
53	m	m	NOUN	O	O	48	parataxis
54	)	)	PUNCT	O	O	48	punct
55	,	,	PUNCT	O	O	36	punct


#L'analyse du dossier par l'inspection pourrait déboucher sur la validation d'un classement plus sévère que celui proposé (2, c'est à dire site à surveiller au lieu de 3 comme proposé dans l'étude).
1	L'	le	DET	BN	O	2	det
2	analyse	analyse	NOUN	EN	O	8	nsubj
3	du	de	ADP	O	O	4	case
4	dossier	dossier	NOUN	O	O	2	nmod
5	par	par	ADP	O	O	7	case
6	l'	le	DET	O	O	7	det
7	inspection	inspection	NOUN	O	O	2	nmod
8	pourrait	pouvoir	VERB	O	O	8	ROOT
9	déboucher	déboucher	VERB	O	O	8	xcomp
10	sur	sur	ADP	O	O	12	case
11	la	le	DET	BO	O	12	det
12	validation	validation	NOUN	EO	O	9	obl:arg
13	d'	de	ADP	O	O	15	case
14	un	un	DET	O	O	15	det
15	classement	classement	NOUN	O	O	12	nmod
16	plus	plus	ADV	O	O	17	advmod
17	sévère	sévère	ADJ	O	O	15	amod
18	que	que	SCONJ	O	O	19	mark
19	celui	celui	PRON	O	O	17	dep
20	proposé	proposer	VERB	O	O	19	acl
21	(	(	PUNCT	O	O	17	punct
22	2	2	PUNCT	O	O	17	parataxis
23	,	,	PUNCT	O	O	22	punct
24	c'	c'	ADV	O	O	28	advmod
25	est	est	ADV	O	O	28	advmod
26	à	à	ADP	O	O	28	advmod
27	dire	dire	ADV	O	O	28	advmod
28	site	site	NOUN	O	O	17	obl:mod
29	à	à	ADP	O	O	30	mark
30	surveiller	surveiller	VERB	O	O	28	acl
31	au	au	ADP	O	O	32	case
32	lieu	lieu	NOUN	O	O	30	obl:mod
33	de	de	ADP	O	O	34	case
34	3	3	PRON	O	O	32	nmod
35	comme	comme	ADP	O	O	36	mark
36	proposé	proposer	VERB	O	O	34	acl
37	dans	dans	ADP	O	O	39	case
38	l'	le	DET	O	O	39	det
39	étude	étude	NOUN	O	O	36	obl:mod
40	)	)	PUNCT	O	O	15	punct
41	.	.	PUNCT	O	O	8	punct


#Compte tenu du nouveau classement envisagé et en application des recommandations du ministère de l'écologie et du développement durable, une surveillance des eaux souterraines devait être demandée à l'exploitant à titre conservatoire sans attendre l'achèvement de l'examen critique de l'étude de sols et l'acceptation ou l'amendement par l'inspection du classement proposé dans l'étude de sols.
1	Compte	compte	NOUN	O	O	5	case
2	tenu	tenir	VERB	O	O	1	fixed
3	du	de	ADP	O	O	5	case
4	nouveau	nouveau	ADJ	O	O	5	amod
5	classement	classement	NOUN	O	O	27	obl:mod
6	envisagé	envisager	VERB	O	O	5	acl
7	et	et	CCONJ	O	O	9	cc
8	en	en	ADP	O	O	9	case
9	application	application	NOUN	O	O	5	conj
10	des	de	ADP	O	O	11	case
11	recommandations	recommandation	NOUN	O	O	9	nmod
12	du	de	ADP	O	O	13	case
13	ministère	ministère	NOUN	IO	O	11	nmod
14	de	de	ADP	IO	O	16	case
15	l'	le	DET	IO	O	16	det
16	écologie	écologie	NOUN	EO	O	13	nmod
17	et	et	CCONJ	O	O	19	cc
18	du	de	ADP	O	O	19	case
19	développement	développement	NOUN	O	O	16	conj
20	durable	durable	ADJ	O	O	19	amod
21	,	,	PUNCT	O	O	27	punct
22	une	un	DET	BA	O	23	det
23	surveillance	surveillance	NOUN	IA	O	27	nsubj
24	des	de	ADP	IA	O	25	case
25	eaux	eau	NOUN	IA	O	23	nmod
26	souterraines	souterrain	ADJ	EA	O	25	amod
27	devait	devoir	VERB	BN	O	27	ROOT
28	être	être	AUX	IN	O	29	aux:pass
29	demandée	demander	VERB	EN	O	27	xcomp
30	à	à	ADP	O	O	32	case
31	l'	le	DET	BO	O	32	det
32	exploitant	exploitant	NOUN	EO	O	29	obl:arg
33	à	à	ADP	O	O	34	case
34	titre	titre	NOUN	O	O	29	obl:mod
35	conservatoire	conservatoire	ADJ	O	O	34	amod
36	sans	sans	ADP	O	O	37	mark
37	attendre	attendre	VERB	O	O	29	advcl
38	l'	le	DET	O	O	39	det
39	achèvement	achèvement	NOUN	O	O	37	obj
40	de	de	ADP	O	O	42	case
41	l'	le	DET	O	O	42	det
42	examen	examen	NOUN	O	O	39	nmod
43	critique	critique	ADJ	O	O	42	amod
44	de	de	ADP	O	O	46	case
45	l'	le	DET	O	O	46	det
46	étude	étude	NOUN	O	O	42	nmod
47	de	de	ADP	O	O	48	case
48	sols	sol	NOUN	O	O	46	nmod
49	et	et	CCONJ	O	O	51	cc
50	l'	le	DET	O	O	51	det
51	acceptation	acceptation	NOUN	O	O	39	conj
52	ou	ou	CCONJ	O	O	54	cc
