
#64.0007
#TOTAL E&P France exploite une plate-forme industrielle à Lacq (64).
1	TOTAL	TOTAL	PROPN	BO	EI	4	nsubj
4	l'	le	DET	BO	O	5	det
5	architecture	architecture	NOUN	EO	O	2	nmod
6	a	avoir	AUX	BN	O	7	aux:tense
7	conduit	conduire	VERB	IN	O	7	ROOT
8	à	à	ADP	ER	O	9	mark
9	arrêter	arrêter	VERB	BN	O	7	xcomp
10	l'	le	DET	BO	O	11	det
11	ensemble	ensemble	NOUN	O	O	9	obj
12	de	de	ADP	O	O	14	case
13	la	le	DET	O	O	14	det
14	chaîne	chaîne	NOUN	O	O	11	nmod
15	de	de	ADP	O	O	16	case
16	fabrication	fabrication	NOUN	O	O	14	nmod
17	et	et	CCONJ	O	O	19	cc
18	de	de	ADP	O	O	19	case
19	stockage	stockage	NOUN	BO	O	16	conj
20	G.	g.	PUNCT	EO	O	7	punct


#.L ainsi qu'une partie de l'activité soufre solide.
1	.L	.l	NOUN	O	O	1	ROOT
2	ainsi	ainsi	ADV	O	O	5	cc
3	qu'	que	SCONJ	O	O	2	fixed
4	une	un	DET	O	O	5	det
5	partie	partie	NOUN	O	O	5	ROOT
6	de	de	ADP	O	O	8	case
7	l'	le	DET	O	O	8	det
8	activité	activité	NOUN	O	O	5	nmod
9	soufre	soufre	NOUN	O	BS	8	nmod
10	solide	solide	ADJ	O	BS	9	amod
11	.	.	PUNCT	O	O	5	punct


#Ce projet, accompagné d'une politique de ré industrialisation, a constitué un nouvel épisode de l'adaptation permanente et indispensable de l'outil industriel.
1	Ce	ce	DET	BO	O	2	det
2	projet	projet	NOUN	EO	O	13	nsubj
3	,	,	PUNCT	O	O	2	punct
4	accompagné	accompagner	VERB	O	O	2	acl
5	d'	de	ADP	O	O	7	case
6	une	un	DET	O	O	7	det
7	politique	politique	NOUN	O	O	4	obl:agent
8	de	de	ADP	O	O	9	case
9	ré	ré	NOUN	BN	O	7	nmod
10	industrialisation	industrialisation	NOUN	EN	O	9	nmod
11	,	,	PUNCT	O	O	13	punct
12	a	avoir	AUX	O	O	13	aux:tense
13	constitué	constituer	VERB	O	O	13	ROOT
14	un	un	DET	O	O	16	det
15	nouvel	nouveau	ADJ	O	O	16	amod
16	épisode	épisode	NOUN	O	O	13	obj
17	de	de	ADP	O	O	19	case
18	l'	le	DET	BN	O	19	det
19	adaptation	adaptation	NOUN	IN	O	16	nmod
20	permanente	permanent	ADJ	EN	O	19	amod
21	et	et	CCONJ	O	O	22	cc
22	indispensable	indispensable	ADJ	O	O	20	conj
23	de	de	ADP	O	O	25	case
24	l'	le	DET	O	O	25	det
25	outil	outil	NOUN	O	O	19	nmod
26	industriel	industriel	ADJ	O	O	25	amod
27	.	.	PUNCT	O	O	13	punct


#La plate forme de Lacq accueille aujourd'hui 6 sociétés autres que TEPF.
1	La	le	DET	BO	O	3	det
2	plate	plat	ADJ	IO	O	3	amod
3	forme	forme	NOUN	EO	O	6	nsubj
4	de	de	ADP	O	O	5	case
5	Lacq	Lacq	PROPN	BO	BI	3	nmod
6	accueille	accueillir	VERB	BR	O	6	ROOT
7	aujourd'hui	aujourd'hui	ADV	IR	O	6	advmod
8	6	6	NUM	BO	O	9	nummod
9	sociétés	société	NOUN	IO	O	6	obj
10	autres	autre	ADJ	O	O	12	amod
11	que	que	SCONJ	O	O	12	mark
12	TEPF	TEPF	PROPN	EO	EI	9	nmod
13	.	.	PUNCT	O	O	6	punct


#Le Lotissement, d’une surface de 220 hectares, s’étend sur les communes de Lacq-Audejos, Arance, Abidos (64), à une trentaine de kilomètres à l’Ouest de PAU.
1	Le	le	DET	BN	O	2	det
2	Lotissement	lotissement	NOUN	EN	O	12	nsubj
3	,	,	PUNCT	O	O	2	punct
4	d’	d’	ADP	O	O	6	case
5	une	un	DET	O	O	6	det
6	surface	surface	NOUN	O	O	2	nmod
7	de	de	ADP	O	O	9	case
8	220	220	NUM	O	O	9	nummod
9	hectares	hectare	NOUN	O	O	6	nmod
10	,	,	PUNCT	O	O	12	punct
11	s’	s’	PRON	BL	O	12	expl:comp
12	étend	étendre	VERB	IL	O	12	ROOT
13	sur	sur	ADP	IL	O	15	case
14	les	le	DET	IL	O	15	det
15	communes	commune	NOUN	IL	O	12	obl:arg
16	de	de	ADP	IL	O	17	case
17	Lacq	Lacq	PROPN	IL	BI	15	nmod
18	-	-	PROPN	IL	O	15	nmod
19	Audejos	Audejos	PROPN	IL	O	15	nmod
20	,	,	PUNCT	IL	O	21	punct
21	Arance	Arance	PROPN	IL	O	19	conj
22	,	,	PUNCT	O	O	23	punct
23	Abidos	Abidos	PROPN	BL	O	19	conj
24	(	(	PUNCT	EL	O	23	punct
25	64	64	PRON	EL	O	23	appos
26	)	)	PUNCT	EL	O	23	punct
27	,	,	PUNCT	O	O	12	punct
28	à	à	ADP	BL	O	30	case
29	une	un	DET	IL	O	30	det
30	trentaine	trentaine	NOUN	IL	O	12	obl:mod
31	de	de	ADP	IL	O	32	case
32	kilomètres	kilomètre	NOUN	IL	O	30	nmod
33	à	à	ADP	IL	O	35	case
34	l’	l’	DET	IL	O	35	det
35	Ouest	ouest	NOUN	IL	O	32	nmod
36	de	de	ADP	IL	O	37	case
37	PAU	PAU	PROPN	EL	O	35	nmod
38	.	.	PUNCT	O	O	12	punct


#Il est encadré au Nord par la voie ferrée Pau-Bayonne et la route nationale 117, et au Sud, par une voie privée (Rocade Sud) et le Gave de Pau.
1	Il	il	PRON	O	O	3	nsubj:pass
2	est	être	AUX	O	O	3	aux:pass
3	encadré	encadrer	VERB	BL	O	3	ROOT
4	au	au	ADP	IL	O	5	case
5	Nord	nord	NOUN	IL	O	3	obl:mod
6	par	par	ADP	IL	O	8	case
7	la	le	DET	BO	O	8	det
8	voie	voie	NOUN	IO	O	3	obl:agent
9	ferrée	ferré	ADJ	EO	O	8	amod
10	Pau	Pau	PROPN	EO	O	8	nmod
11	-	-	PROPN	EO	O	8	nmod
12	Bayonne	Bayonne	PROPN	IL	O	8	nmod
13	et	et	CCONJ	IL	O	15	cc
14	la	le	DET	IL	O	15	det
15	route	route	NOUN	IL	O	8	conj
16	nationale	national	ADJ	IL	O	15	amod
17	117	117	NUM	EL	O	15	nummod
18	,	,	PUNCT	O	O	3	punct
19	et	et	CCONJ	BN	O	21	cc
20	au	au	ADP	IN	O	21	case
21	Sud	sud	NOUN	EL	O	3	conj
22	,	,	PUNCT	O	O	25	punct
23	par	par	ADP	O	O	25	case
24	une	un	DET	BO	O	25	det
25	voie	voie	NOUN	IO	O	3	obl:mod
26	privée	priver	ADJ	EO	O	25	amod
27	(	(	PUNCT	O	O	25	punct
28	Rocade	rocade	NOUN	IL	O	25	appos
29	Sud	Sud	PROPN	EL	O	28	nmod
30	)	)	PUNCT	O	O	25	punct
31	et	et	CCONJ	O	O	33	cc
32	le	le	DET	BL	O	33	det
33	Gave	Gave	PROPN	IL	O	25	conj
34	de	de	ADP	IL	O	35	case
35	Pau	Pau	PROPN	EL	O	33	nmod
36	.	.	PUNCT	O	O	3	punct


#Le Gave est localisé à 250 m de l’extrémité Sud du Lotissement.
1	Le	le	DET	BL	O	2	det
2	Gave	Gave	PROPN	IL	O	4	nsubj:pass
3	est	être	AUX	O	O	4	aux:pass
4	localisé	localiser	VERB	BL	O	4	ROOT
5	à	à	ADP	IL	O	7	case
6	250	250	NUM	IL	O	7	nummod
7	m	m	NOUN	IL	O	4	obl:arg
8	de	de	ADP	IL	O	10	case
9	l’	l’	DET	IL	O	10	det
10	extrémité	extrémité	NOUN	IL	O	7	nmod
11	Sud	sud	ADJ	IL	O	10	amod
12	du	de	ADP	IL	O	13	case
13	Lotissement	lotissement	NOUN	EL	O	10	nmod
14	.	.	PUNCT	O	O	4	punct


#Le Lotissement est implanté dans une zone à basse densité de population.
1	Le	le	DET	BO	O	2	det
2	Lotissement	lotissement	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	implanté	implanter	VERB	IL	O	4	ROOT
5	dans	dans	ADP	IL	O	7	case
6	une	un	DET	IL	O	7	det
7	zone	zone	NOUN	IL	O	4	obl:arg
8	à	à	ADP	IL	O	10	case
9	basse	bas	ADJ	O	O	10	amod
10	densité	densité	NOUN	O	O	7	nmod
11	de	de	ADP	O	O	12	case
12	population	population	NOUN	O	O	10	nmod
13	.	.	PUNCT	O	O	4	punct


#Pour les communes les plus proches, le nombre d’habitants varie entre 100 à 700 habitants.
1	Pour	pour	ADP	O	O	3	case
2	les	le	DET	BO	O	3	det
3	communes	commune	NOUN	EO	O	12	obl:mod
4	les	le	DET	O	O	6	det
5	plus	plus	ADV	O	O	6	advmod
6	proches	proche	ADJ	O	O	3	amod
7	,	,	PUNCT	O	O	12	punct
8	le	le	DET	O	O	9	det
9	nombre	nombre	NOUN	O	O	12	nsubj
10	d’	d’	ADP	O	O	11	case
11	habitants	habitant	NOUN	O	O	9	nmod
12	varie	varier	VERB	O	O	12	ROOT
13	entre	entre	ADP	O	O	17	case
14	100	100	NUM	O	O	17	nummod
15	à	à	ADP	O	O	16	case
16	700	700	NUM	O	O	14	nmod
17	habitants	habitant	NOUN	O	O	12	obl:arg
18	.	.	PUNCT	O	O	12	punct


#Les zones d’habitation les plus proches sont à 500 m au Sud/Sud-Est (commune Abidos), à l’Ouest (commune Arance) et au Nord-Est (commune Lacq-Audejos).
1	Les	le	DET	BO	O	2	det
2	zones	zone	NOUN	IO	O	11	nsubj
3	d’	d’	ADP	IO	O	4	case
4	habitation	habitation	NOUN	EO	O	2	nmod
5	les	le	DET	O	O	7	det
6	plus	plus	ADV	O	O	7	advmod
7	proches	proche	ADJ	O	O	2	amod
8	sont	être	AUX	O	O	11	cop
9	à	à	ADP	IL	O	11	case
10	500	500	NUM	IL	O	11	nummod
11	m	m	NOUN	IL	O	11	ROOT
12	au	au	ADP	IL	O	13	case
13	Sud	sud	NOUN	IL	O	11	nmod
14	/	/	CCONJ	IL	O	15	cc
15	Sud	sud	NOUN	IL	O	13	conj
16	-	-	NOUN	IL	O	13	conj
17	Est	est	NOUN	IL	O	13	conj
18	(	(	PUNCT	IL	O	13	punct
19	commune	commune	NOUN	IL	O	13	appos
20	Abidos	Abidos	PROPN	EL	O	19	nmod
21	)	)	PUNCT	IL	O	13	punct
22	,	,	PUNCT	IL	O	25	punct
23	à	à	ADP	IL	O	25	case
24	l’	l’	DET	IL	O	25	det
25	Ouest	ouest	NOUN	IL	O	13	conj
26	(	(	PUNCT	IL	O	25	punct
27	commune	commune	NOUN	IL	O	25	appos
28	Arance	Arance	PROPN	EL	O	27	nmod
29	)	)	PUNCT	O	O	25	punct
30	et	et	CCONJ	O	O	32	cc
31	au	au	ADP	IL	O	32	case
32	Nord-Est	nord-est	NOUN	IL	O	13	conj
33	(	(	PUNCT	IL	O	32	punct
34	commune	commune	NOUN	IL	O	32	appos
35	Lacq	Lacq	PROPN	IL	O	34	nmod
36	-	-	PROPN	IL	O	34	nmod
37	Audejos	Audejos	PROPN	EL	O	34	nmod
38	)	)	PUNCT	O	O	32	punct
39	.	.	PUNCT	O	O	11	punct


#Le Lotissement est situé entre les complexes chimiques de Pardies (5 km), de Mourenx (3 km), et le Lotissement d’Arkema de Mont (2,5 km).
1	Le	le	DET	BO	O	2	det
2	Lotissement	lotissement	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	situé	situer	VERB	IL	O	4	ROOT
5	entre	entre	ADP	IL	O	7	case
6	les	le	DET	IL	O	7	det
7	complexes	complexe	NOUN	IL	O	4	obl:arg
8	chimiques	chimique	ADJ	IL	O	7	amod
9	de	de	ADP	IL	O	10	case
10	Pardies	Pardies	PROPN	EL	O	7	nmod
11	(	(	PUNCT	O	O	10	punct
12	5	5	PUNCT	O	O	13	nummod
13	km	kilomètre	NOUN	O	O	7	nmod
14	)	)	PUNCT	O	O	7	punct
15	,	,	PUNCT	O	O	17	punct
16	de	de	ADP	O	O	17	case
17	Mourenx	Mourenx	PROPN	BL	O	7	conj
18	(	(	PUNCT	IL	O	17	punct
19	3	3	PUNCT	IL	O	20	nummod
20	km	kilomètre	NOUN	IL	O	7	nmod
21	)	)	PUNCT	O	O	7	punct
22	,	,	PUNCT	O	O	4	punct
23	et	et	CCONJ	BN	O	25	cc
24	le	le	DET	IN	O	25	det
25	Lotissement	lotissement	NOUN	EN	O	4	conj
26	d’	d’	ADP	O	BI	27	case
27	Arkema	Arkema	PROPN	EO	EI	25	nmod
28	de	de	ADP	O	O	29	case
29	Mont	Mont	PROPN	O	O	27	nmod
30	(	(	PUNCT	O	O	25	punct
31	2,5	2,5	NUM	O	O	32	nummod
32	km	kilomètre	NOUN	O	O	25	parataxis
33	)	)	PUNCT	O	O	25	punct
34	.	.	PUNCT	O	O	4	punct


#Les établissements industriels proches, situés dans les communes de Abidos et Lacq-Audejos, sont nombreux et les activités sont très diverses et variées.
1	Les	le	DET	BO	O	2	det
2	établissements	établissement	NOUN	IO	O	18	nsubj
3	industriels	industriel	ADJ	EO	O	2	amod
4	proches	proche	ADJ	EO	O	2	amod
5	,	,	PUNCT	O	O	2	punct
6	situés	situer	VERB	BL	O	2	acl
7	dans	dans	ADP	IL	O	9	case
8	les	le	DET	IL	O	9	det
9	communes	commune	NOUN	IL	O	6	obl:arg
10	de	de	ADP	IL	O	11	case
11	Abidos	Abidos	PROPN	IL	O	9	nmod
12	et	et	CCONJ	IL	O	13	cc
13	Lacq	Lacq	PROPN	IL	O	11	conj
14	-	-	PROPN	EL	O	11	nmod
15	Audejos	Audejos	PROPN	EL	O	2	nmod
16	,	,	PUNCT	O	O	18	punct
17	sont	être	AUX	O	O	18	cop
18	nombreux	nombreux	ADJ	O	O	18	ROOT
19	et	et	CCONJ	O	O	24	cc
20	les	le	DET	BA	O	21	det
21	activités	activité	NOUN	EA	O	24	nsubj
22	sont	être	AUX	O	O	24	cop
23	très	très	ADV	O	O	24	advmod
24	diverses	divers	ADJ	O	O	18	conj
25	et	et	CCONJ	O	O	26	cc
26	variées	varier	ADJ	O	O	24	conj
27	.	.	PUNCT	O	O	18	punct


#Ces établissements sont cependant de taille moyenne dans la majorité des cas (effectif < 100).
1	Ces	ce	DET	BO	O	2	det
2	établissements	établissement	NOUN	EO	O	6	nsubj
3	sont	être	AUX	O	O	6	cop
4	cependant	cependant	ADV	O	O	6	advmod
5	de	de	ADP	O	O	6	case
6	taille	taille	NOUN	O	O	6	ROOT
7	moyenne	moyen	ADJ	O	O	6	amod
8	dans	dans	ADP	O	O	10	case
9	la	le	DET	O	O	10	det
10	majorité	majorité	NOUN	O	O	6	obl:mod
11	des	de	ADP	O	O	12	case
12	cas	cas	NOUN	O	O	10	nmod
13	(	(	PUNCT	O	O	6	punct
14	effectif	effectif	NOUN	O	O	15	nsubj
15	<	<	VERB	O	O	6	parataxis
16	100	100	NUM	O	O	15	obj
17	)	)	PUNCT	O	O	6	punct
18	.	.	PUNCT	O	O	6	punct


#L’altitude moyenne du Lotissement est comprise entre 81 et 88 m NGF environ (référence nationale française) selon la carte topographique.
1	L’	l’	DET	O	O	2	det
2	altitude	altitude	NOUN	O	O	7	nsubj:pass
3	moyenne	moyen	ADJ	O	O	2	amod
4	du	de	ADP	O	O	5	case
5	Lotissement	Lotissement	PROPN	O	O	2	nmod
6	est	être	AUX	O	O	7	aux:pass
7	comprise	comprendre	VERB	O	O	7	ROOT
8	entre	entre	ADP	O	O	12	case
9	81	81	NUM	O	O	12	nummod
10	et	et	CCONJ	O	O	11	cc
11	88	88	NUM	O	O	9	conj
12	m	m	NOUN	O	O	7	obl:arg
13	NGF	ngf	NOUN	EO	O	12	nmod
14	environ	environ	ADV	O	O	12	advmod
15	(	(	PUNCT	O	O	7	punct
16	référence	référence	NOUN	O	O	7	appos
17	nationale	national	ADJ	O	O	16	amod
18	française	français	ADJ	O	O	16	amod
19	)	)	PUNCT	O	O	7	punct
20	selon	selon	ADP	O	O	22	case
21	la	le	DET	O	O	22	det
22	carte	carte	NOUN	O	O	7	obl:mod
23	topographique	topographique	ADJ	O	O	22	amod
24	.	.	PUNCT	O	O	7	punct


#D’après les informations extraites du Dossier Départemental des Risques Majeurs de la Préfecture des Pyrénées-Atlantiques, toutes les communes du Lotissement sont soumises au risque d’inondation par les crues.
1	D’	d’	ADP	O	O	4	case
2	après	après	ADP	O	O	1	fixed
3	les	le	DET	O	O	4	det
4	informations	information	NOUN	O	O	26	obl:mod
5	extraites	extraire	VERB	O	O	4	acl
6	du	de	ADP	O	O	7	case
7	Dossier	dossier	NOUN	BO	O	5	obl:arg
8	Départemental	départemental	ADJ	IO	O	7	amod
9	des	de	ADP	IO	O	10	case
10	Risques	risque	NOUN	IO	O	7	nmod
11	Majeurs	majeur	ADJ	EO	O	10	amod
12	de	de	ADP	O	O	14	case
13	la	le	DET	BO	BI	14	det
14	Préfecture	préfecture	NOUN	IO	EI	7	nmod
15	des	de	ADP	IO	O	16	case
16	Pyrénées	Pyrénées	PROPN	EO	O	14	nmod
17	-	-	PROPN	EO	O	7	nmod
18	Atlantiques	Atlantiques	PROPN	EO	O	7	nmod
19	,	,	PUNCT	O	O	26	punct
20	toutes	tout	ADJ	BO	O	22	amod
21	les	le	DET	BO	O	22	det
22	communes	commune	NOUN	EO	O	26	nsubj:pass
23	du	de	ADP	IO	O	24	case
24	Lotissement	lotissement	NOUN	EO	O	22	nmod
25	sont	être	AUX	BR	O	26	aux:pass
26	soumises	soumettre	VERB	IL	O	26	ROOT
27	au	au	ADP	IL	O	28	case
28	risque	risque	NOUN	IL	O	26	obl:arg
29	d’	d’	ADP	IL	O	30	case
30	inondation	inondation	NOUN	IL	O	28	nmod
