
#38.0034
#ancien site Seveso situé à Champagnier, l'usine Polimeri Europa Elastomères France a démarré sa production de caoutchouc de polychloroprène (à partir du butadiène et du chlore) en juin 1966.
1	ancien	ancien	ADJ	BO	O	2	amod
35	du	de	ADP	IL	O	36	case
36	site	site	NOUN	EL	O	34	nmod
37	.	.	PUNCT	O	O	26	punct


#L’ensemble des installations industrielles ont été démontées et vendues à une société indienne.
1	L’	l’	DET	BO	O	2	det
2	ensemble	ensemble	NOUN	IO	O	8	nsubj:pass
3	des	de	ADP	IO	O	4	case
4	installations	installation	NOUN	IO	O	2	nmod
5	industrielles	industriel	ADJ	EO	O	4	amod
6	ont	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	démontées	démonter	VERB	EN	O	8	ROOT
9	et	et	CCONJ	O	O	10	cc
10	vendues	vendre	VERB	BN	O	8	conj
11	à	à	ADP	EN	O	13	case
12	une	un	DET	BO	O	13	det
13	société	société	NOUN	EO	O	10	obl:arg
14	indienne	indien	ADJ	EO	O	13	amod
15	.	.	PUNCT	O	O	8	punct


#L’ensemble des bâtiments ont été démantelés à l’exception d'une fosse de rétention de 6000 m3, laquelle a été curée, nettoyée et entourée d’un grillage de protection.
1	L’	l’	DET	BO	O	2	det
2	ensemble	ensemble	NOUN	IO	O	7	nsubj:pass
3	des	de	ADP	IO	O	4	case
4	bâtiments	bâtiment	NOUN	EO	O	2	nmod
5	ont	avoir	AUX	BN	O	7	aux:tense
6	été	être	AUX	IN	O	7	aux:pass
7	démantelés	démanteler	VERB	EN	O	7	ROOT
8	à	à	ADP	O	O	10	case
9	l’	l’	DET	O	O	10	det
10	exception	exception	NOUN	O	O	7	obl:mod
11	d'	de	ADP	O	O	13	case
12	une	un	DET	BO	O	13	det
13	fosse	fosse	NOUN	IO	O	10	nmod
14	de	de	ADP	IO	O	15	case
15	rétention	rétention	NOUN	EO	O	13	nmod
16	de	de	ADP	O	O	18	case
17	6000	6000	NUM	BO	O	18	nummod
18	m3	m3	NOUN	BO	O	13	nmod
19	,	,	PUNCT	EO	O	13	punct
20	laquelle	lequel	PRON	O	O	23	nsubj:pass
21	a	avoir	AUX	BN	O	23	aux:tense
22	été	être	AUX	IN	O	23	aux:pass
23	curée	curer	VERB	EN	O	13	acl:relcl
24	,	,	PUNCT	O	O	25	punct
25	nettoyée	nettoyer	VERB	EN	O	23	conj
26	et	et	CCONJ	O	O	27	cc
27	entourée	entourer	VERB	BO	O	23	conj
28	d’	d’	ADP	ER	O	30	case
29	un	un	DET	BO	O	30	det
30	grillage	grillage	NOUN	BO	O	27	obl:agent
31	de	de	ADP	O	O	32	case
32	protection	protection	NOUN	O	O	30	nmod
33	.	.	PUNCT	O	O	7	punct


#Toutes les rétentions ont été rebouchées, à l’exception de la fosse de 6000 m3.
1	Toutes	tout	ADJ	BO	O	3	amod
2	les	le	DET	IO	O	3	det
3	rétentions	rétention	NOUN	EO	O	6	nsubj:pass
4	ont	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	rebouchées	reboucher	VERB	EN	O	6	ROOT
7	,	,	PUNCT	O	O	6	punct
8	à	à	ADP	O	O	10	case
9	l’	l’	DET	O	O	10	det
10	exception	exception	NOUN	O	O	6	obl:mod
11	de	de	ADP	O	O	13	case
12	la	le	DET	BO	O	13	det
13	fosse	fosse	NOUN	EO	O	10	nmod
14	de	de	ADP	O	O	16	case
15	6000	6000	NUM	BO	O	16	nummod
16	m3	m3	NOUN	EO	O	13	nmod
17	.	.	PUNCT	EO	O	6	punct


#Les caniveaux souillés ont également été démantelés.
1	Les	le	DET	BO	O	2	det
2	caniveaux	caniveau	NOUN	IO	O	7	nsubj:pass
3	souillés	souiller	VERB	EO	O	2	acl
4	ont	avoir	AUX	BN	O	7	aux:tense
5	également	également	ADV	IN	O	7	advmod
6	été	être	AUX	IN	O	7	aux:pass
7	démantelés	démanteler	VERB	EN	O	7	ROOT
8	.	.	PUNCT	O	O	7	punct


#Les 5 puits industriels ont été rebouchés par injection sous pression d’un mélange ciment/bentonite.
1	Les	le	DET	BO	O	3	det
2	5	5	NUM	BO	O	3	nummod
3	puits	puits	NOUN	IO	O	7	nsubj:pass
4	industriels	industriel	ADJ	EO	O	3	amod
5	ont	avoir	AUX	BN	O	7	aux:tense
6	été	être	AUX	IN	O	7	aux:pass
7	rebouchés	reboucher	VERB	EN	O	7	ROOT
8	par	par	ADP	O	O	9	case
9	injection	injection	NOUN	BN	O	7	obl:mod
10	sous	sous	ADP	BN	O	11	case
11	pression	pression	NOUN	EN	O	9	nmod
12	d’	d’	ADP	O	O	14	case
13	un	un	DET	BO	O	14	det
14	mélange	mélange	NOUN	IO	O	11	nmod
15	ciment	ciment	NOUN	EO	O	14	nmod
16	/	/	CCONJ	O	O	17	cc
17	bentonite	bentonite	NOUN	O	O	15	conj
18	.	.	PUNCT	O	O	7	punct


#Une cuve de stockage de fioul enterrée de 6000 litres a été nettoyée, dégazée, et neutralisée par injection de béton maigre.
1	Une	un	DET	BO	BD	2	det
2	cuve	cuve	NOUN	IO	ED	13	nsubj:pass
3	de	de	ADP	IO	ED	4	case
4	stockage	stockage	NOUN	IO	ED	2	nmod
5	de	de	ADP	IO	ED	6	case
6	fioul	fioul	NOUN	IO	BU	4	nmod
7	enterrée	enterrer	VERB	IO	EU	2	acl
8	de	de	ADP	O	O	10	case
9	6000	6000	NUM	BO	O	10	nummod
10	litres	litre	NOUN	EO	O	7	obl:arg
11	a	avoir	AUX	BN	O	13	aux:tense
12	été	être	AUX	IN	O	13	aux:pass
13	nettoyée	nettoyer	VERB	EN	O	13	ROOT
14	,	,	PUNCT	O	O	15	punct
15	dégazée	dégazer	VERB	BN	O	13	conj
16	,	,	PUNCT	O	O	13	punct
17	et	et	CCONJ	O	O	18	cc
18	neutralisée	neutraliser	VERB	BN	O	13	conj
19	par	par	ADP	O	O	20	case
20	injection	injection	NOUN	BN	O	18	obl:mod
21	de	de	ADP	BN	O	22	case
22	béton	béton	NOUN	BO	O	20	nmod
23	maigre	maigre	ADJ	O	O	22	amod
24	.	.	PUNCT	O	O	13	punct


#L’ensemble de produits et déchets ont été évacués et éliminés le cas échéant.
1	L’	l’	DET	BO	O	2	det
2	ensemble	ensemble	NOUN	IO	O	9	nsubj:pass
3	de	de	ADP	IO	O	4	case
4	produits	produit	NOUN	IO	O	2	nmod
5	et	et	CCONJ	IO	O	6	cc
6	déchets	déchet	NOUN	EO	O	4	conj
7	ont	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	évacués	évacuer	VERB	IN	O	9	ROOT
10	et	et	CCONJ	O	O	11	cc
11	éliminés	éliminer	VERB	EN	O	9	conj
12	le	le	DET	BN	O	13	det
13	cas	cas	NOUN	IN	O	9	obl:mod
14	échéant	échéant	ADJ	EN	O	13	amod
15	.	.	PUNCT	O	O	9	punct


#Les zones excavées ont été remblayées par des gravats issus du démantèlement du site et répondant aux critères des matériaux inertes, puis recouvertes par des matériaux inertes extérieurs au site en provenance de carrières (12490 tonnes).
1	Les	le	DET	BO	O	2	det
2	zones	zone	NOUN	IO	O	6	nsubj:pass
3	excavées	excaver	VERB	IN	O	2	acl
4	ont	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	remblayées	remblayer	VERB	EN	O	6	ROOT
7	par	par	ADP	O	O	9	case
8	des	un	DET	BN	O	9	det
9	gravats	gravat	NOUN	EN	O	6	obl:agent
10	issus	issu	ADJ	BR	O	9	amod
11	du	de	ADP	ER	O	12	case
12	démantèlement	démantèlement	NOUN	BN	O	10	obl:arg
13	du	de	ADP	IN	O	14	case
14	site	site	NOUN	EN	O	12	nmod
15	et	et	CCONJ	O	O	16	cc
16	répondant	répondre	VERB	O	O	10	conj
17	aux	à	ADP	O	O	18	case
18	critères	critère	NOUN	O	O	16	obl:arg
19	des	de	ADP	O	O	20	case
20	matériaux	matériau	NOUN	O	O	18	nmod
21	inertes	inerte	ADJ	O	O	20	amod
22	,	,	PUNCT	O	O	6	punct
23	puis	puis	CCONJ	O	O	24	cc
24	recouvertes	recouvrir	VERB	BO	O	6	conj
25	par	par	ADP	BO	O	27	case
26	des	un	DET	BO	O	27	det
27	matériaux	matériau	NOUN	IO	O	24	obl:agent
28	inertes	inerte	ADJ	EO	O	27	amod
29	extérieurs	extérieur	ADJ	O	O	27	amod
30	au	au	ADP	O	O	31	case
31	site	site	NOUN	O	O	29	obl:arg
32	en	en	ADP	O	O	33	case
33	provenance	provenance	NOUN	O	O	27	nmod
34	de	de	ADP	O	O	35	case
35	carrières	carrière	NOUN	O	O	33	nmod
36	(	(	PUNCT	O	O	27	punct
37	12490	12490	NUM	O	O	38	nummod
38	tonnes	tonne	NOUN	O	O	27	appos
39	)	)	PUNCT	O	O	27	punct
40	.	.	PUNCT	O	O	6	punct


#La nappe d'eaux souterraines se situe à environ 5 à 6 mètres sous le niveau du sol.
1	La	le	DET	O	O	2	det
2	nappe	nappe	NOUN	O	O	7	nsubj
3	d'	de	ADP	O	O	4	case
4	eaux	eau	NOUN	O	O	2	nmod
5	souterraines	souterrain	ADJ	O	O	4	amod
6	se	se	PRON	O	O	7	expl:comp
7	situe	situe	VERB	IL	O	7	ROOT
8	à	à	ADP	IL	O	13	case
9	environ	environ	ADV	IL	O	13	advmod
10	5	5	NUM	O	O	13	nummod
11	à	à	ADP	O	O	12	case
12	6	6	NUM	O	O	10	nmod
13	mètres	mètre	NOUN	O	O	7	obl:arg
14	sous	sous	ADP	O	O	16	case
15	le	le	DET	O	O	16	det
16	niveau	niveau	NOUN	O	O	7	obl:mod
17	du	de	ADP	O	O	18	case
18	sol	sol	NOUN	O	O	16	nmod
19	.	.	PUNCT	O	O	7	punct


#Son sens d'écoulement est de l'Est vers l'Ouest, sous l'influence du Drac situé à environ 300 mètres au sud-ouest du site.
1	Son	son	DET	O	O	2	det
2	sens	sens	NOUN	O	O	8	nsubj
3	d'	de	ADP	O	O	4	case
4	écoulement	écoulement	NOUN	O	O	2	nmod
5	est	être	AUX	O	O	8	cop
6	de	de	ADP	IN	O	8	case
7	l'	le	DET	IN	O	8	det
8	Est	est	NOUN	IN	O	8	ROOT
9	vers	vers	ADP	IL	O	11	case
10	l'	le	DET	IL	O	11	det
11	Ouest	ouest	NOUN	EL	O	8	nmod
12	,	,	PUNCT	O	O	8	punct
13	sous	sous	ADP	BR	O	15	case
14	l'	le	DET	BR	O	15	det
15	influence	influence	NOUN	BR	O	8	obl:mod
16	du	de	ADP	BL	O	17	case
17	Drac	Drac	PROPN	IL	O	15	nmod
18	situé	situer	VERB	IL	O	17	acl
19	à	à	ADP	IL	O	22	case
20	environ	environ	ADV	IL	O	22	advmod
21	300	300	NUM	IL	O	22	nummod
22	mètres	mètre	NOUN	IL	O	18	obl:arg
23	au	au	ADP	IL	O	24	case
24	sud-ouest	sud-ouest	NOUN	IL	O	22	nmod
25	du	de	ADP	IL	O	26	case
26	site	site	NOUN	EL	O	24	nmod
27	.	.	PUNCT	O	O	8	punct


#Le site se situe en aval hydraulique des captages destinés à l’alimentation en eau potable.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj
3	se	se	PRON	BL	O	4	expl:comp
4	situe	situe	VERB	IL	O	4	ROOT
5	en	en	ADP	IL	O	6	case
6	aval	aval	NOUN	IL	O	4	obl:arg
7	hydraulique	hydraulique	ADJ	IL	O	6	amod
8	des	de	ADP	O	O	9	case
9	captages	captage	NOUN	EO	O	6	nmod
10	destinés	destiner	VERB	BR	O	9	acl
11	à	à	ADP	ER	O	13	case
12	l’	l’	DET	BA	O	13	det
13	alimentation	alimentation	NOUN	IA	O	10	obl:arg
14	en	en	ADP	IA	O	15	case
15	eau	eau	NOUN	IA	O	13	nmod
16	potable	potable	ADJ	EA	O	15	amod
17	.	.	PUNCT	O	O	4	punct


#L'usage futur du site correspond à un usage de type industriel.
1	L'	le	DET	BO	O	2	det
2	usage	usage	NOUN	IO	O	6	nsubj
3	futur	futur	ADJ	IO	O	2	amod
4	du	de	ADP	IO	O	5	case
5	site	site	NOUN	EO	O	2	nmod
6	correspond	correspondre	VERB	BR	O	6	ROOT
7	à	à	ADP	ER	O	9	case
8	un	un	DET	BO	O	9	det
9	usage	usage	NOUN	EO	O	6	obl:arg
10	de	de	ADP	O	O	11	case
11	type	type	NOUN	O	O	9	nmod
12	industriel	industriel	ADJ	O	O	11	amod
13	.	.	PUNCT	O	O	6	punct


#Lors de la période d'exploitation du site, une évaluation simplifiée des risques a été menée en 2003.
1	Lors	lors	ADV	BR	O	17	advmod
2	de	de	ADP	BN	O	4	case
3	la	le	DET	BN	O	4	det
4	période	période	NOUN	IN	O	1	obl:arg
5	d'	de	ADP	EN	O	6	case
6	exploitation	exploitation	NOUN	EO	O	4	nmod
7	du	de	ADP	IA	O	8	case
8	site	site	NOUN	EA	O	6	nmod
9	,	,	PUNCT	O	O	17	punct
10	une	un	DET	BN	O	11	det
11	évaluation	évaluation	NOUN	IN	O	17	nsubj:pass
12	simplifiée	simplifier	ADJ	IN	O	11	amod
13	des	de	ADP	IN	O	14	case
14	risques	risque	NOUN	EN	O	11	nmod
15	a	avoir	AUX	BN	O	17	aux:tense
16	été	être	AUX	IN	O	17	aux:pass
17	menée	mener	VERB	EN	O	17	ROOT
18	en	en	ADP	BT	O	19	case
19	2003	2003	NUM	ET	O	17	obl:mod
20	.	.	PUNCT	O	O	17	punct


#Elle a conclu au classement du site en « site ne nécessitant pas d’autres investigations ».
1	Elle	lui	PRON	O	O	3	nsubj
2	a	avoir	AUX	O	O	3	aux:tense
3	conclu	conclure	VERB	O	O	3	ROOT
4	au	au	ADP	O	O	5	case
5	classement	classement	NOUN	O	O	3	obl:arg
6	du	de	ADP	O	O	7	case
7	site	site	NOUN	O	O	5	nmod
8	en	en	ADP	O	O	10	case
9	«	«	PUNCT	O	O	10	punct
10	 	 	SPACE	O	O	3	dep
11	site	site	NOUN	O	O	3	obj
12	ne	ne	ADV	O	O	13	advmod
13	nécessitant	nécessiter	VERB	O	O	11	acl
14	pas	pas	ADV	O	O	13	advmod
15	d’	d’	DET	O	O	17	det
16	autres	autre	ADJ	O	O	17	amod
17	investigations	investigation	NOUN	O	O	13	obj
18	 	 	SPACE	O	O	18	dep
19	»	»	PUNCT	O	O	18	punct
20	.	.	PUNCT	O	O	19	punct


#Ce classement a été établi sur la base des zones ayant pu alors faire l’objet d’une investigation.
1	Ce	ce	DET	BO	O	2	det
2	classement	classement	NOUN	BO	O	5	nsubj:pass
3	a	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	établi	établir	VERB	EN	O	5	ROOT
6	sur	sur	ADP	BR	O	8	case
7	la	le	DET	IR	O	8	det
8	base	base	NOUN	IR	O	5	obl:mod
9	des	de	ADP	BO	O	10	case
10	zones	zone	NOUN	EO	O	8	nmod
11	ayant	avoir	AUX	BN	O	12	aux:tense
12	pu	pouvoir	VERB	IN	O	10	acl
13	alors	alors	ADV	EN	O	12	advmod
14	faire	faire	VERB	IR	O	12	xcomp
15	l’	l’	DET	IR	O	16	det
16	objet	objet	NOUN	IR	O	14	obj
17	d’	d’	ADP	ER	O	19	case
18	une	un	DET	BN	O	19	det
19	investigation	investigation	NOUN	EN	O	14	obl:arg
20	.	.	PUNCT	O	O	5	punct


#Ensuite, dans le cadre de la cessation d'activité, des investigations complémentaires ont été réalisées.
1	Ensuite	ensuite	ADV	O	O	17	advmod
2	,	,	PUNCT	O	O	17	punct
3	dans	dans	ADP	BR	O	5	case
4	le	le	DET	IR	O	5	det
5	cadre	cadre	NOUN	IR	O	17	obl:mod
6	de	de	ADP	ER	O	8	case
7	la	le	DET	BN	O	8	det
8	cessation	cessation	NOUN	BN	O	5	nmod
9	d'	de	ADP	IN	O	10	case
10	activité	activité	NOUN	EN	O	8	nmod
11	,	,	PUNCT	O	O	17	punct
12	des	un	DET	BO	O	13	det
13	investigations	investigation	NOUN	IO	O	17	nsubj:pass
14	complémentaires	complémentaire	ADJ	EO	O	13	amod
15	ont	avoir	AUX	BN	O	17	aux:tense
16	été	être	AUX	IN	O	17	aux:pass
17	réalisées	réaliser	VERB	EN	O	17	ROOT
18	.	.	PUNCT	O	O	17	punct


#Les principales conclusions sont rappelées ci-dessous :
1	Les	le	DET	O	O	3	det
2	principales	principal	ADJ	O	O	3	amod
3	conclusions	conclusion	NOUN	O	O	5	nsubj:pass
4	sont	être	AUX	O	O	5	aux:pass
5	rappelées	rappeler	VERB	O	O	5	ROOT
6	ci-dessous	ci-dessous	ADV	O	O	5	advmod
7	 	 	SPACE	O	O	7	dep
8	:	:	PUNCT	O	O	7	punct


#1.
1	1	1	NUM	O	O	1	ROOT
2	.	.	NUM	O	O	2	ROOT


#valuation simplifiée des risques (ESR) de 2003 (7 sondages carottés représentant 43 échantillons analysés) :
1	valuation	valuation	NOUN	BN	O	13	det
2	simplifiée	simplifier	ADJ	IN	O	1	amod
3	des	de	ADP	IN	O	4	case
4	risques	risque	NOUN	EN	O	1	nmod
5	(	(	PUNCT	O	O	1	punct
6	ESR	esr	NOUN	O	O	1	appos
7	)	)	PUNCT	O	O	1	punct
8	de	de	ADP	O	O	9	case
9	2003	2003	NUM	O	O	1	nmod
10	 	 	SPACE	O	O	1	dep
11	(	(	PUNCT	O	O	1	punct
12	7	7	PUNCT	O	O	13	nummod
13	sondages	sondage	NOUN	O	O	15	nsubj
14	carottés	carotter	VERB	O	O	13	acl
15	représentant	représenter	VERB	O	O	15	ROOT
16	43	43	NUM	O	O	17	nummod
17	échantillons	échantillon	NOUN	O	O	15	obj
18	analysés	analyser	VERB	O	O	17	acl
19	)	)	PUNCT	O	O	19	ROOT
20	:	:	PUNCT	O	O	19	punct


#présence de polychlorobiphényles (PCB) (valeur maximale : 3,3 mg/kg exprimés en Arochlor 1260), de plomb (valeur maximale : 510 mg/kg), de cuivre (valeur maximale : 240 mg/kg) dans la couche superficielle du sol (0-0,3 m), à des teneurs limitées mais supérieures aux VDSS, valeurs retenues en 2003 pour définir le sol comme une source de pollution ;
1	présence	présence	NOUN	O	O	1	ROOT
2	de	de	ADP	O	O	3	case
3	polychlorobiphényles	polychlorobiphényle	NOUN	O	BS	1	nmod
4	(	(	PUNCT	O	O	3	punct
5	PCB	pcb	NOUN	O	BS	3	appos
6	)	)	PUNCT	O	O	3	punct
7	(	(	PUNCT	O	O	3	punct
8	valeur	valeur	NOUN	O	O	3	appos
9	maximale	maximal	ADJ	O	O	8	amod
10	 	 	SPACE	O	O	3	dep
