
#76.0057
#Nature : Site industriel en activité (ancien site HYDRO AGRI FRANCE exploité par d’autres industriels)
1	Nature	nature	NOUN	O	O	1	ROOT
11	l’	l’	DET	BN	O	12	det
12	implantation	implantation	NOUN	EN	O	9	obl:arg
13	de	de	ADP	O	O	15	case
14	l’	l’	DET	O	O	15	det
15	atelier	atelier	NOUN	O	O	12	nmod
16	phosphorique	phosphorique	ADJ	IO	EI	15	amod
17	HYDRO	HYDRO	PROPN	IO	EI	15	nmod
18	AGRI	AGRI	PROPN	EO	EI	17	flat:name
19	FRANCE	FRANCE	PROPN	EO	EI	15	nmod
20	)	)	PUNCT	O	O	6	punct
21	a	avoir	AUX	BN	O	24	aux:tense
22	été	être	AUX	IN	O	24	aux:pass
23	entièrement	entièrement	ADV	IN	O	24	advmod
24	dépolluée	dépolluer	VERB	EN	O	24	ROOT
25	.	.	PUNCT	O	O	24	punct


#Reste actuellement le bunker occupé par les 11 conteneurs contenant 112 262 kg de déchets faiblement radioactifs.
1	Reste	reste	VERB	O	O	1	ROOT
2	actuellement	actuellement	ADV	O	O	1	advmod
3	le	le	DET	BO	O	4	det
4	bunker	bunker	NOUN	EO	O	1	nsubj
5	occupé	occuper	VERB	O	O	4	acl
6	par	par	ADP	O	O	9	case
7	les	le	DET	O	O	9	det
8	11	11	NUM	O	O	9	nummod
9	conteneurs	conteneur	NOUN	O	O	5	obl:agent
10	contenant	contenir	VERB	O	O	9	acl
11	112	112	DET	O	O	13	det
12	262	262	DET	O	O	13	det
13	kg	kilogramme	NOUN	O	O	10	obj
14	de	de	ADP	O	O	15	case
15	déchets	déchet	NOUN	O	O	13	nmod
16	faiblement	faiblement	ADV	O	O	17	advmod
17	radioactifs	radioactif	ADJ	O	O	15	amod
18	.	.	PUNCT	O	O	1	punct


#Origine de la pollution : La pollution radioactive au radium 226 est due au fonctionnement de l’atelier de fabrication d’acide phosphorique.
1	Origine	origine	NOUN	O	O	1	ROOT
2	de	de	ADP	O	O	4	case
3	la	le	DET	O	O	4	det
4	pollution	pollution	NOUN	O	O	1	nmod
5	:	:	PUNCT	O	O	1	punct
6	La	le	DET	O	O	7	det
7	pollution	pollution	NOUN	O	O	13	nsubj
8	radioactive	radioactif	ADJ	O	O	7	amod
9	au	au	ADP	O	O	10	case
10	radium	radium	NOUN	O	BS	7	nmod
11	226	226	NUM	O	ES	10	nummod
12	est	être	AUX	O	O	13	cop
13	due	devoir	ADJ	O	O	13	ROOT
14	au	au	ADP	O	O	15	case
15	fonctionnement	fonctionnement	NOUN	EA	O	13	obl:arg
16	de	de	ADP	O	O	18	case
17	l’	l’	DET	O	O	18	det
18	atelier	atelier	NOUN	O	O	15	nmod
19	de	de	ADP	O	O	20	case
20	fabrication	fabrication	NOUN	BA	O	18	nmod
21	d’	d’	ADP	IA	O	22	case
22	acide	acide	NOUN	IA	O	20	nmod
23	phosphorique	phosphorique	ADJ	EA	BS	22	amod
24	.	.	PUNCT	O	O	13	punct


#En 1995 les travaux de démantèlement de cet atelier ont été suspendus suite à la découverte de pièces métalliques faiblement radioactives dans des unités du même type.
1	En	en	ADP	BT	O	2	case
2	1995	1995	NUM	ET	O	12	obl:mod
3	les	le	DET	BN	O	4	det
4	travaux	travail	NOUN	IN	O	12	nsubj:pass
5	de	de	ADP	IN	O	6	case
6	démantèlement	démantèlement	NOUN	EN	O	4	nmod
7	de	de	ADP	O	O	9	case
8	cet	ce	DET	BO	O	9	det
9	atelier	atelier	NOUN	EO	O	6	nmod
10	ont	avoir	AUX	BN	O	12	aux:tense
11	été	être	AUX	IN	O	12	aux:pass
12	suspendus	suspendre	VERB	EN	O	12	ROOT
13	suite	suite	NOUN	BR	O	16	case
14	à	à	ADP	ER	O	13	fixed
15	la	le	DET	BN	O	16	det
16	découverte	découverte	NOUN	EN	O	12	obl:mod
17	de	de	ADP	BO	O	18	case
18	pièces	pièce	NOUN	IO	O	16	nmod
19	métalliques	métallique	ADJ	EO	O	18	amod
20	faiblement	faiblement	ADV	O	O	21	advmod
21	radioactives	radioactif	ADJ	O	O	18	amod
22	dans	dans	ADP	O	O	24	case
23	des	un	DET	O	O	24	det
24	unités	unité	NOUN	O	O	16	nmod
25	du	de	ADP	O	O	27	case
26	même	même	ADJ	O	O	27	amod
27	type	type	NOUN	O	O	24	nmod
28	.	.	PUNCT	O	O	12	punct


#DESCRIPTION QUALITATIVE DES RISQUES ET DES NUISANCES
1	DESCRIPTION	description	NOUN	O	O	1	ROOT
2	QUALITATIVE	qualitatif	ADJ	O	O	1	amod
3	DES	de	ADP	O	O	4	case
4	RISQUES	risque	NOUN	O	EI	1	nmod
5	ET	et	CCONJ	O	O	7	cc
6	DES	de	ADP	O	O	7	case
7	NUISANCES	nuisance	NOUN	EO	O	4	conj


#La zone contaminée correspondait à l’emplacement de l’atelier phosphorique.
1	La	le	DET	BO	O	2	det
2	zone	zone	NOUN	BO	O	4	nsubj
3	contaminée	contaminer	VERB	EO	O	2	acl
4	correspondait	correspondre	VERB	O	O	4	ROOT
5	à	à	ADP	O	O	7	case
6	l’	l’	DET	BO	O	7	det
7	emplacement	emplacement	NOUN	EO	O	4	obl:arg
8	de	de	ADP	O	O	10	case
9	l’	l’	DET	BO	O	10	det
10	atelier	atelier	NOUN	IO	O	7	nmod
11	phosphorique	phosphorique	ADJ	EO	BS	10	amod
12	.	.	PUNCT	O	O	4	punct


#Les installations de cet atelier étaient également contaminées.
1	Les	le	DET	BO	O	2	det
2	installations	installation	NOUN	EO	O	8	nsubj:pass
3	de	de	ADP	O	O	5	case
4	cet	ce	DET	BO	O	5	det
5	atelier	atelier	NOUN	EO	O	2	nmod
6	étaient	être	AUX	O	O	8	aux:pass
7	également	également	ADV	O	O	8	advmod
8	contaminées	contaminer	VERB	EO	O	8	ROOT
9	.	.	PUNCT	O	O	8	punct


#La nappe phréatique est la nappe d’accompagnement de la Seine.
1	La	le	DET	O	O	2	det
2	nappe	nappe	NOUN	O	O	6	nsubj
3	phréatique	phréatique	ADJ	O	O	2	amod
4	est	être	AUX	O	O	6	cop
5	la	le	DET	BO	O	6	det
6	nappe	nappe	NOUN	EO	O	6	ROOT
7	d’	d’	ADP	O	O	8	case
8	accompagnement	accompagnement	NOUN	BL	O	6	nmod
9	de	de	ADP	IL	O	11	case
10	la	le	DET	IL	O	11	det
11	Seine	Seine	PROPN	EL	O	6	nmod
12	.	.	PUNCT	O	O	6	punct


#Aucun prélèvement ou captage n’existe a proximité du site.
1	Aucun	aucun	DET	O	O	2	det
2	prélèvement	prélèvement	NOUN	O	O	6	nsubj
3	ou	ou	CCONJ	O	O	4	cc
4	captage	captage	NOUN	O	O	2	conj
5	n’	n’	ADV	O	O	6	advmod
6	existe	existe	VERB	O	O	6	ROOT
7	a	à	ADP	BL	O	8	case
8	proximité	proximité	NOUN	IL	O	6	obl:mod
9	du	de	ADP	IL	O	10	case
10	site	site	NOUN	EL	O	8	nmod
11	.	.	PUNCT	O	O	6	punct


#ACTIONS MENEES
1	ACTIONS	action	NOUN	O	O	1	ROOT
2	MENEES	menee	ADJ	O	O	1	amod


#Décisions administratives
1	Décisions	décision	NOUN	BN	O	1	ROOT
2	administratives	administratif	ADJ	EO	O	1	amod


#Arrêté Préfectoral du 14 juin 1993 : échéancier des travaux de démolition ou de reprise de l’ancien site industriel occupé par HYDRO AGRI FRANCE à Rogerville.
1	Arrêté	arrêté	NOUN	BO	O	1	ROOT
2	Préfectoral	préfectoral	ADJ	EO	O	1	amod
3	du	de	ADP	BT	O	4	case
4	14	14	NUM	IT	O	1	nmod
5	juin	juin	NOUN	IT	O	4	nmod
6	1993	1993	NUM	ET	O	5	nmod
7	:	:	PUNCT	O	O	1	punct
8	échéancier	échéancier	NOUN	EO	O	1	appos
9	des	de	ADP	BN	O	10	case
10	travaux	travail	NOUN	IN	O	8	nmod
11	de	de	ADP	IN	O	12	case
12	démolition	démolition	NOUN	EN	O	10	nmod
13	ou	ou	CCONJ	O	O	15	cc
14	de	de	ADP	O	O	15	case
15	reprise	reprise	NOUN	O	O	12	conj
16	de	de	ADP	O	O	19	case
17	l’	l’	DET	BO	O	19	det
18	ancien	ancien	ADJ	IO	O	19	amod
19	site	site	NOUN	IO	O	15	nmod
20	industriel	industriel	ADJ	EO	O	19	amod
21	occupé	occuper	VERB	BN	O	19	acl
22	par	par	ADP	O	O	23	case
23	HYDRO	HYDRO	PROPN	IO	EI	21	obl:agent
24	AGRI	AGRI	PROPN	EO	EI	23	flat:name
25	FRANCE	FRANCE	PROPN	EO	EI	23	flat:name
26	à	à	ADP	BL	O	27	case
27	Rogerville	Rogerville	PROPN	EL	EI	1	nmod
28	.	.	PUNCT	O	O	1	punct


#Arrêté Préfectoral du 8 juin 1995 : suspension des travaux  de démantèlement de l’atelier phosphorique.
1	Arrêté	arrêté	NOUN	BO	O	1	ROOT
2	Préfectoral	préfectoral	ADJ	EO	O	1	amod
3	du	de	ADP	BT	O	4	case
4	8	8	NUM	IT	O	1	nmod
5	juin	juin	NOUN	IT	O	4	nmod
6	1995	1995	NUM	ET	O	5	nmod
7	:	:	PUNCT	BN	O	1	punct
8	suspension	suspension	NOUN	IN	O	1	appos
9	des	de	ADP	IN	O	10	case
10	travaux	travail	NOUN	IN	O	8	nmod
11	 	 	SPACE	IN	O	1	dep
12	de	de	ADP	IN	O	13	case
13	démantèlement	démantèlement	NOUN	EN	O	11	nmod
14	de	de	ADP	BO	O	16	case
15	l’	l’	DET	BN	O	16	det
16	atelier	atelier	NOUN	IN	O	13	nmod
17	phosphorique	phosphorique	ADJ	EO	O	16	amod
18	.	.	PUNCT	O	O	1	punct


#Arrêté Préfectoral du 12 juin 1996 : fixant les conditions dans lesquelles devaient être effectuées les opérations de démantèlement de l’atelier de fabrication d’acide phosphorique.
1	Arrêté	arrêté	NOUN	BO	O	1	ROOT
2	Préfectoral	préfectoral	ADJ	EO	O	1	amod
3	du	de	ADP	BT	O	4	case
4	12	12	NUM	IT	O	1	nmod
5	juin	juin	NOUN	IT	O	4	nmod
6	1996	1996	NUM	ET	O	5	nmod
7	:	:	PUNCT	O	O	1	punct
8	fixant	fixer	VERB	BN	O	1	acl
9	les	le	DET	BO	O	10	det
10	conditions	condition	NOUN	EO	O	8	obj
11	dans	dans	ADP	EO	O	12	case
12	lesquelles	lequel	PRON	EO	O	13	obl:mod
13	devaient	devoir	VERB	IN	O	10	acl:relcl
14	être	être	AUX	IN	O	15	aux:pass
15	effectuées	effectuer	VERB	EN	O	13	xcomp
16	les	le	DET	BN	O	17	det
17	opérations	opération	NOUN	IN	O	13	nsubj
18	de	de	ADP	IN	O	19	case
19	démantèlement	démantèlement	NOUN	EN	O	17	nmod
20	de	de	ADP	O	O	22	case
21	l’	l’	DET	BO	O	22	det
22	atelier	atelier	NOUN	IO	O	19	nmod
23	de	de	ADP	IO	O	24	case
24	fabrication	fabrication	NOUN	IA	O	22	nmod
25	d’	d’	ADP	IA	O	26	case
26	acide	acide	NOUN	IA	BS	24	nmod
27	phosphorique	phosphorique	ADJ	EO	BS	26	amod
28	.	.	PUNCT	O	O	1	punct


#Arrêté préfectoral basé sur un protocole validé par l’OPRI.
1	Arrêté	arrêté	NOUN	BO	O	1	ROOT
2	préfectoral	préfectoral	ADJ	EO	O	1	amod
3	basé	baser	VERB	O	O	1	acl
4	sur	sur	ADP	O	O	6	case
5	un	un	DET	O	O	6	det
6	protocole	protocole	NOUN	O	O	3	obl:arg
7	validé	valider	VERB	O	O	6	acl
8	par	par	ADP	O	O	10	case
9	l’	l’	DET	O	O	10	det
10	OPRI	OPRI	PROPN	O	O	7	obl:agent
11	.	.	PUNCT	O	O	1	punct


#Arrêté Préfectoral du 6 octobre 1997 : fixant les seuils d’assainissement à respecter.
1	Arrêté	arrêté	NOUN	BO	O	1	ROOT
2	Préfectoral	préfectoral	ADJ	EO	O	1	amod
3	du	de	ADP	O	O	4	case
4	6	6	NUM	BT	O	1	nmod
5	octobre	octobre	NOUN	IT	O	4	nmod
6	1997	1997	NUM	ET	O	5	nmod
7	:	:	PUNCT	O	O	1	punct
8	fixant	fixer	VERB	BN	O	1	acl
9	les	le	DET	BO	O	10	det
10	seuils	seuil	NOUN	EO	O	8	obj
11	d’	d’	ADP	BO	O	12	case
12	assainissement	assainissement	NOUN	EO	O	10	nmod
13	à	à	ADP	O	O	14	mark
14	respecter	respecter	VERB	O	O	10	acl
15	.	.	PUNCT	O	O	1	punct


#14 avril 2000 : procès-verbal de récolement du site.
1	14	14	NUM	BT	O	5	nmod
2	avril	avril	NOUN	IT	O	1	nmod
3	2000	2000	NUM	ET	O	2	nmod
4	:	:	PUNCT	O	O	5	punct
5	procès-verbal	procès-verbal	NOUN	O	O	5	ROOT
6	de	de	ADP	O	O	7	case
7	récolement	récolement	NOUN	EN	O	5	nmod
8	du	de	ADP	BO	O	9	case
9	site	site	NOUN	EO	O	7	nmod
10	.	.	PUNCT	O	O	5	punct


#Arrêté Préfectoral du 21 juillet 2000 : autorisant HYDRO AGRI FRANCE à stocker les 11 conteneurs dans un bunker à construire à proximité du lieu de stockage initial, dans l’attente d’une filière d’élimination pour ce type de déchets.
1	Arrêté	arrêté	NOUN	BO	O	1	ROOT
2	Préfectoral	préfectoral	ADJ	EO	O	1	amod
3	du	de	ADP	O	O	4	case
4	21	21	NUM	BT	O	1	nmod
5	juillet	juillet	NOUN	IT	O	4	nmod
6	2000	2000	NUM	ET	O	5	nmod
7	:	:	PUNCT	O	O	1	punct
8	autorisant	autoriser	VERB	BN	O	1	acl
9	HYDRO	HYDRO	PROPN	BO	EI	8	obj
10	AGRI	AGRI	PROPN	IO	EI	9	flat:name
11	FRANCE	FRANCE	PROPN	EO	EI	9	flat:name
12	à	à	ADP	BN	O	13	mark
13	stocker	stocker	VERB	BN	O	8	xcomp
14	les	le	DET	BO	O	16	det
15	11	11	NUM	BO	O	16	nummod
16	conteneurs	conteneur	NOUN	EO	O	13	obj
17	dans	dans	ADP	O	O	19	case
18	un	un	DET	BO	O	19	det
19	bunker	bunker	NOUN	EO	O	13	obl:mod
20	à	à	ADP	O	O	21	mark
21	construire	construire	VERB	BN	O	19	acl
22	à	à	ADP	BL	O	23	case
23	proximité	proximité	NOUN	IL	O	21	obl:mod
24	du	de	ADP	IL	O	25	case
25	lieu	lieu	NOUN	EL	O	23	nmod
26	de	de	ADP	IN	O	27	case
27	stockage	stockage	NOUN	IN	O	25	nmod
28	initial	initial	ADJ	EN	O	27	amod
29	,	,	PUNCT	O	O	13	punct
30	dans	dans	ADP	O	O	32	case
31	l’	l’	DET	O	O	32	det
32	attente	attente	NOUN	O	O	13	obl:mod
33	d’	d’	ADP	O	O	35	case
34	une	un	DET	O	O	35	det
35	filière	filière	NOUN	O	O	32	nmod
36	d’	d’	ADP	O	O	37	case
37	élimination	élimination	NOUN	O	O	35	nmod
38	pour	pour	ADP	O	O	40	case
39	ce	ce	DET	O	O	40	det
40	type	type	NOUN	O	O	35	nmod
41	de	de	ADP	O	O	42	case
42	déchets	déchet	NOUN	O	O	40	nmod
43	.	.	PUNCT	O	O	1	punct


#Etudes
1	Etudes	etude	NOUN	BO	O	1	ROOT


#- 4 rapports Salvarem à la suite de la réalisation de chaque phase des travaux effectués sous contrôle conjoint de l'OPRI et de la DRIRE,
1	-	-	PUNCT	O	O	3	punct
2	4	4	NUM	O	O	3	nummod
3	rapports	rapport	NOUN	O	O	3	ROOT
4	Salvarem	Salvarem	PROPN	O	O	3	nmod
5	à	à	ADP	O	O	7	case
6	la	le	DET	O	O	7	det
7	suite	suite	NOUN	O	O	3	nmod
8	de	de	ADP	O	O	10	case
9	la	le	DET	BN	O	10	det
10	réalisation	réalisation	NOUN	EN	O	7	nmod
11	de	de	ADP	O	O	13	case
12	chaque	chaque	DET	BO	O	13	det
13	phase	phase	NOUN	EO	O	10	nmod
14	des	de	ADP	O	O	15	case
15	travaux	travail	NOUN	BO	O	13	nmod
16	effectués	effectuer	VERB	BN	O	15	acl
17	sous	sous	ADP	BN	O	18	case
18	contrôle	contrôle	NOUN	BN	O	16	obl:mod
19	conjoint	conjoint	ADJ	EN	O	18	amod
20	de	de	ADP	O	O	22	case
21	l'	le	DET	O	O	22	det
22	OPRI	OPRI	PROPN	O	EI	18	nmod
23	et	et	CCONJ	O	O	26	cc
24	de	de	ADP	O	O	26	case
25	la	le	DET	O	BI	26	det
26	DRIRE	DRIRE	PROPN	EO	EI	22	conj
27	,	,	PUNCT	O	O	3	punct


#- avancement de la décontamination du site,
1	-	-	PUNCT	O	O	2	punct
2	avancement	avancement	NOUN	EN	O	2	ROOT
3	de	de	ADP	O	O	5	case
4	la	le	DET	BN	O	5	det
5	décontamination	décontamination	NOUN	EN	O	2	nmod
6	du	de	ADP	BO	O	7	case
7	site	site	NOUN	EO	O	5	nmod
8	,	,	PUNCT	O	O	2	punct


#- contrôle des déchets générés,
1	-	-	PUNCT	O	O	2	punct
2	contrôle	contrôle	NOUN	O	O	2	ROOT
3	des	de	ADP	O	O	4	case
4	déchets	déchet	NOUN	O	O	2	nmod
5	générés	générer	VERB	O	O	4	acl
6	,	,	PUNCT	O	O	2	punct


#- déclassement des déchets une fois décontaminés,
1	-	-	PUNCT	O	O	2	punct
2	déclassement	déclassement	NOUN	BN	O	2	ROOT
3	des	de	ADP	BO	O	4	case
4	déchets	déchet	NOUN	EO	O	2	nmod
5	une	un	DET	BN	O	7	advmod
6	fois	fois	NOUN	IN	O	5	fixed
7	décontaminés	décontaminer	VERB	EN	O	2	acl
8	,	,	PUNCT	O	O	2	punct


#- surveillance du personnel intervenant.
1	-	-	PUNCT	O	O	2	punct
2	surveillance	surveillance	NOUN	BO	O	2	ROOT
3	du	de	ADP	O	O	4	case
4	personnel	personnel	NOUN	O	O	2	nmod
5	intervenant	intervenir	VERB	O	O	4	acl
6	.	.	PUNCT	O	O	2	punct


#- Réalisation par Salvarem de 2 cartographies du site :
1	-	-	PUNCT	O	O	2	punct
2	Réalisation	réalisation	NOUN	O	O	2	ROOT
3	par	par	ADP	O	O	4	case
4	Salvarem	Salvarem	PROPN	O	O	2	nmod
5	de	de	ADP	O	O	7	case
6	2	2	NUM	BO	O	7	nummod
7	cartographies	cartographie	NOUN	EO	O	2	nmod
8	du	de	ADP	O	O	9	case
9	site	site	NOUN	O	O	7	nmod
10	:	:	PUNCT	O	O	2	punct


#- une en 1996 avant les travaux de décontamination
1	-	-	PUNCT	O	O	2	punct
2	une	un	DET	O	O	2	ROOT
3	en	en	ADP	BT	O	4	case
4	1996	1996	NUM	ET	O	2	nmod
5	avant	avant	ADP	BN	O	7	case
6	les	le	DET	BN	O	7	det
7	travaux	travail	NOUN	IN	O	2	obl:mod
8	de	de	ADP	IN	O	9	case
9	décontamination	décontamination	NOUN	EN	O	7	nmod


#- une en 1999 une fois les travaux de décontamination terminés
1	-	-	PUNCT	O	O	2	punct
2	une	un	DET	BO	O	2	ROOT
3	en	en	ADP	BT	O	4	case
4	1999	1999	NUM	ET	O	2	nmod
5	une	un	DET	O	O	11	mark
6	fois	fois	NOUN	O	O	5	fixed
7	les	le	DET	BN	O	8	det
8	travaux	travail	NOUN	IN	O	11	nsubj
9	de	de	ADP	IN	O	10	case
10	décontamination	décontamination	NOUN	EN	O	8	nmod
11	terminés	terminer	VERB	EN	O	2	advcl


#Les valeurs des débits de dose mesurés sont toutes inférieures à 0,2 µGy/h seuil maximum fixé par l’arrêté préfectoral du 6 octobre 1997
1	Les	le	DET	O	O	2	det
2	valeurs	valeur	NOUN	O	O	10	nsubj
3	des	de	ADP	O	O	4	case
4	débits	débit	NOUN	O	O	2	nmod
5	de	de	ADP	O	O	6	case
6	dose	dose	NOUN	O	O	4	nmod
7	mesurés	mesurer	VERB	O	O	4	acl
8	sont	être	AUX	O	O	10	cop
9	toutes	tout	ADJ	O	O	10	advmod
10	inférieures	inférieur	ADJ	O	O	10	ROOT
11	à	à	ADP	O	O	12	case
12	0,2	0,2	NUM	O	O	10	obl:arg
13	µGy	µgy	NOUN	O	O	12	nmod
14	/	sur	ADP	O	O	15	case
15	h	heure	NOUN	O	O	13	nmod
16	seuil	seuil	NOUN	O	O	12	nmod
17	maximum	maximum	ADJ	O	O	16	amod
18	fixé	fixer	VERB	O	O	16	acl
19	par	par	ADP	O	O	21	case
20	l’	l’	DET	O	O	21	det
21	arrêté	arrêté	NOUN	O	O	18	obl:agent
22	préfectoral	préfectoral	ADJ	O	O	21	amod
23	du	de	ADP	O	O	24	case
24	6	6	NUM	BT	O	21	nmod
25	octobre	octobre	NOUN	IT	O	24	nmod
26	1997	1997	NUM	ET	O	25	nmod


#Suivi
1	Suivi	suivi	NOUN	O	O	1	ROOT


#Des analyses (radium 226) ont été réalisées sur 4 piézomètres autour du site, avant et après démolition du bâtiment (atelier phosphorique).
1	Des	un	DET	BN	O	2	det
2	analyses	analyse	NOUN	EN	O	9	nsubj:pass
3	(	(	PUNCT	O	O	2	punct
4	radium	radium	NOUN	O	BS	2	appos
5	226	226	NUM	O	O	4	nummod
6	)	)	PUNCT	O	O	2	punct
7	ont	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	réalisées	réaliser	VERB	EN	O	9	ROOT
10	sur	sur	ADP	O	O	12	case
11	4	4	NUM	O	O	12	nummod
12	piézomètres	piézomètre	NOUN	O	O	9	obl:mod
13	autour	autour	ADV	O	O	12	advmod
14	du	de	ADP	O	O	15	case
15	site	site	NOUN	O	O	13	dep
16	,	,	PUNCT	O	O	9	punct
17	avant	avant	ADP	O	O	20	case
18	et	et	CCONJ	O	O	19	cc
19	après	après	ADP	BN	O	17	conj
20	démolition	démolition	NOUN	BN	O	9	obl:mod
21	du	de	ADP	IN	O	22	case
22	bâtiment	bâtiment	NOUN	EN	O	20	nmod
23	(	(	PUNCT	O	O	20	punct
24	atelier	atelier	NOUN	O	O	20	appos
25	phosphorique	phosphorique	ADJ	O	BS	24	amod
26	)	)	PUNCT	O	O	20	punct
27	.	.	PUNCT	O	O	9	punct


#Aucune contamination de la nappe phréatique n’a été relevée.
1	Aucune	aucun	DET	BO	O	2	det
2	contamination	contamination	NOUN	EO	O	10	nsubj:pass
3	de	de	ADP	O	O	5	case
4	la	le	DET	O	O	5	det
5	nappe	nappe	NOUN	O	O	2	nmod
6	phréatique	phréatique	ADJ	O	O	5	amod
7	n’	n’	ADV	O	O	10	advmod
8	a	avoir	AUX	O	O	10	aux:tense
9	été	être	AUX	O	O	10	aux:pass
10	relevée	relever	VERB	O	O	10	ROOT
11	.	.	PUNCT	O	O	10	punct


#Des analyses de poussière ont également été réalisées pendant la durée de chantier par la société SGS (pas de remarques particulières).
1	Des	un	DET	BO	O	2	det
2	analyses	analyse	NOUN	IO	O	8	nsubj:pass
3	de	de	ADP	IO	O	4	case
4	poussière	poussière	NOUN	EO	O	2	nmod
5	ont	avoir	AUX	BN	O	8	aux:tense
6	également	également	ADV	IN	O	8	advmod
7	été	être	AUX	IN	O	8	aux:pass
8	réalisées	réaliser	VERB	EN	O	8	ROOT
9	pendant	pendant	ADP	BT	O	11	case
10	la	le	DET	BN	O	11	det
11	durée	durée	NOUN	IN	O	8	obl:mod
12	de	de	ADP	IN	O	13	case
13	chantier	chantier	NOUN	EN	O	11	nmod
14	par	par	ADP	O	O	16	case
15	la	le	DET	BO	BI	16	det
16	société	société	NOUN	IO	II	8	obl:agent
17	SGS	SGS	PROPN	EO	EI	16	nmod
18	(	(	PUNCT	O	O	8	punct
19	pas	pas	ADV	O	O	21	advmod
20	de	de	ADP	O	O	21	case
21	remarques	remarque	NOUN	O	O	8	obl:mod
22	particulières	particulier	ADJ	O	O	21	amod
23	)	)	PUNCT	O	O	8	punct
24	.	.	PUNCT	O	O	8	punct


#Travaux de dépollution : terminés
1	Travaux	travail	NOUN	BN	O	1	ROOT
2	de	de	ADP	IN	O	3	case
3	dépollution	dépollution	NOUN	EN	O	1	nmod
4	:	:	PUNCT	O	O	1	punct
5	terminés	terminer	VERB	EN	O	1	acl


#Les 11 conteneurs sont confinés dans un bunker construit sur le site.
1	Les	le	DET	O	O	3	det
2	11	11	NUM	O	O	3	nummod
3	conteneurs	conteneur	NOUN	O	O	5	nsubj:pass
4	sont	être	AUX	O	O	5	aux:pass
5	confinés	confiner	VERB	O	O	5	ROOT
6	dans	dans	ADP	O	O	8	case
7	un	un	DET	BO	O	8	det
8	bunker	bunker	NOUN	EO	O	5	obl:mod
9	construit	construire	VERB	BN	O	8	acl
10	sur	sur	ADP	O	O	12	case
11	le	le	DET	O	O	12	det
12	site	site	NOUN	O	O	9	obl:mod
13	.	.	PUNCT	O	O	5	punct


#Une clôture a été mise en place autour du lieu de stockage.
1	Une	un	DET	BO	O	2	det
2	clôture	clôture	NOUN	EO	O	5	nsubj:pass
