
#974.0013
#Ensemble enterré de 2 pipe-lines (fuel domestique et fuel lourd) reliant les postes de déchargement des pétroliers au dépôt d'hydrocarbures de la société SRE.
1	Ensemble	ensemble	NOUN	BO	O	1	ROOT
31	réception	réception	NOUN	EN	O	23	obl:mod
32	du	de	ADP	BO	O	33	case
33	rapport	rapport	NOUN	IO	O	31	nmod
34	final	final	ADJ	IO	O	33	amod
35	de	de	ADP	IO	O	36	case
36	suivi	suivi	NOUN	IO	O	33	nmod
37	de	de	ADP	IO	O	39	case
38	la	le	DET	IO	O	39	det
39	pollution	pollution	NOUN	IO	O	36	nmod
40	des	de	ADP	IO	O	41	case
41	sols	sol	NOUN	EO	O	39	nmod
42	en	en	ADP	BT	O	43	case
43	novembre	novembre	NOUN	IT	O	33	nmod
44	2003	2003	NUM	ET	O	43	nmod
45	.	.	PUNCT	ET	O	17	punct


#Suite à nouvelle pollution au fioul lourd sur la canalisation de transport, constatée le 27 février 2006, l'arrêté préfectoral du 17 août 2006 a prescrit à la SRE la réalisation d'un diagnostic de la zone impactée par le déversement accidentel d'hydrocarbures dans les sols.
1	Suite	suite	NOUN	BR	O	4	case
2	à	à	ADP	ER	O	1	fixed
3	nouvelle	nouveau	ADJ	BN	O	4	amod
4	pollution	pollution	NOUN	EN	O	28	obl:mod
5	au	au	ADP	O	O	6	case
6	fioul	fioul	NOUN	BO	BU	4	nmod
7	lourd	lourd	ADJ	EO	EU	6	amod
8	sur	sur	ADP	O	O	10	case
9	la	le	DET	BO	O	10	det
10	canalisation	canalisation	NOUN	IO	O	4	nmod
11	de	de	ADP	IO	O	12	case
12	transport	transport	NOUN	EO	O	10	nmod
13	,	,	PUNCT	O	O	10	punct
14	constatée	constater	VERB	O	O	10	acl
15	le	le	DET	BT	O	16	det
16	27	27	NUM	IT	O	14	obl:mod
17	février	février	NOUN	IT	O	16	nmod
18	2006	2006	PUNCT	ET	O	17	nmod
19	,	,	PUNCT	ET	O	28	punct
20	l'	le	DET	BO	O	21	det
21	arrêté	arrêté	NOUN	IO	O	28	nsubj
22	préfectoral	préfectoral	ADJ	EO	O	21	amod
23	du	de	ADP	O	O	24	case
24	17	17	NUM	BT	O	21	nmod
25	août	août	NOUN	IT	O	24	nmod
26	2006	2006	NUM	ET	O	25	nmod
27	a	avoir	AUX	BN	O	28	aux:tense
28	prescrit	prescrire	VERB	EN	O	28	ROOT
29	à	à	ADP	O	O	31	case
30	la	le	DET	BO	BI	31	det
31	SRE	SRE	PROPN	EO	EI	28	obl:arg
32	la	le	DET	BN	O	33	det
33	réalisation	réalisation	NOUN	IN	O	28	obj
34	d'	de	ADP	IN	O	36	case
35	un	un	DET	IN	O	36	det
36	diagnostic	diagnostic	NOUN	EN	O	33	nmod
37	de	de	ADP	O	O	39	case
38	la	le	DET	BO	O	39	det
39	zone	zone	NOUN	EO	O	36	nmod
40	impactée	impacter	VERB	EO	O	39	acl
41	par	par	ADP	EO	O	43	case
42	le	le	DET	BN	O	43	det
43	déversement	déversement	NOUN	BN	O	40	obl:agent
44	accidentel	accidentel	ADJ	EN	O	43	amod
45	d'	de	ADP	IN	O	46	case
46	hydrocarbures	hydrocarbure	NOUN	EN	BS	43	nmod
47	dans	dans	ADP	O	O	49	case
48	les	le	DET	O	O	49	det
49	sols	sol	NOUN	O	O	43	nmod
50	.	.	PUNCT	O	O	28	punct


#Environ 100 m3 de terres polluées sont extraites.
1	Environ	environ	ADV	O	O	3	advmod
2	100	100	NUM	O	O	3	nummod
3	m3	m3	NOUN	IO	O	8	nsubj:pass
4	de	de	ADP	IO	O	5	case
5	terres	terre	NOUN	IO	O	3	nmod
6	polluées	polluer	VERB	EO	O	5	acl
7	sont	être	AUX	BN	O	8	aux:pass
8	extraites	extraire	VERB	EN	O	8	ROOT
9	.	.	PUNCT	O	O	8	punct


#L'exploitant remet une étude de sols début novembre 2006 qui indique que le sol est pollué entre 1 et 5 m de profondeur au maximum avec une extension latérale de l'ordre de quelques mètres.  Il est également noté la présence de traces d'hydrocarbures dans un des piézomètres.
1	L'	le	DET	BO	O	2	det
2	exploitant	exploitant	NOUN	EO	O	3	nsubj
3	remet	remettre	VERB	EN	O	3	ROOT
4	une	un	DET	BN	O	5	det
5	étude	étude	NOUN	IN	O	3	obj
6	de	de	ADP	IN	O	7	case
7	sols	sol	NOUN	EN	O	5	nmod
8	début	début	NOUN	BT	O	5	nmod
9	novembre	novembre	NOUN	IT	O	8	nmod
10	2006	2006	NUM	ET	O	9	nmod
11	qui	qui	PRON	O	O	12	nsubj
12	indique	indique	VERB	O	O	5	acl:relcl
13	que	que	SCONJ	O	O	17	mark
14	le	le	DET	O	O	15	det
15	sol	sol	NOUN	O	O	17	nsubj:pass
16	est	être	AUX	O	O	17	aux:pass
17	pollué	polluer	VERB	O	O	12	ccomp
18	entre	entre	ADP	O	O	22	case
19	1	1	NUM	O	O	22	nummod
20	et	et	CCONJ	O	O	21	cc
21	5	5	NUM	O	O	19	conj
22	m	m	NOUN	O	O	17	obl:arg
23	de	de	ADP	O	O	24	case
24	profondeur	profondeur	NOUN	O	O	22	nmod
25	au	au	ADP	O	O	26	case
26	maximum	maximum	NOUN	O	O	22	nmod
27	avec	avec	ADP	O	O	29	case
28	une	un	DET	O	O	29	det
29	extension	extension	NOUN	O	O	17	obl:mod
30	latérale	latéral	ADJ	O	O	29	amod
31	de	de	ADP	O	O	33	case
32	l'	le	DET	O	O	33	det
33	ordre	ordre	NOUN	O	O	29	nmod
34	de	de	ADP	O	O	36	case
35	quelques	quelque	DET	O	O	36	det
36	mètres	mètre	NOUN	O	O	33	nmod
37	.	.	PUNCT	O	O	3	punct
38	 	 	SPACE	O	O	42	dep
39	Il	il	PRON	O	O	42	nsubj:pass
40	est	être	AUX	O	O	42	aux:pass
41	également	également	ADV	O	O	42	advmod
42	noté	noter	VERB	O	BU	42	ROOT
43	la	le	DET	O	BU	44	det
44	présence	présence	NOUN	O	IU	42	obj
45	de	de	ADP	O	IU	46	case
46	traces	trace	NOUN	O	IU	44	nmod
47	d'	de	ADP	O	BS	48	case
48	hydrocarbures	hydrocarbure	NOUN	O	BS	46	nmod
49	dans	dans	ADP	O	O	50	case
50	un	un	PRON	O	O	44	nmod
51	des	de	ADP	O	O	52	case
52	piézomètres	piézomètre	NOUN	O	O	50	nmod
53	.	.	PUNCT	O	O	42	punct


#Il est expliqué que la zone polluée est confinée du fait de la quasi-absence de mobilité du fioul lourd et ne présente pas de risque pour la population du fait de son isolation par une couche de bitume.
1	Il	il	PRON	O	O	3	nsubj:pass
2	est	être	AUX	O	O	3	aux:pass
3	expliqué	expliquer	VERB	O	O	3	ROOT
4	que	que	SCONJ	O	O	9	mark
5	la	le	DET	O	O	6	det
6	zone	zone	NOUN	BO	O	9	nsubj:pass
7	polluée	polluer	VERB	EO	O	6	acl
8	est	être	AUX	O	O	9	aux:pass
9	confinée	confiner	VERB	O	O	3	ccomp
10	du	de	ADP	O	O	11	case
11	fait	fait	NOUN	O	O	9	obl:mod
12	de	de	ADP	O	O	14	case
13	la	le	DET	O	O	14	det
14	quasi-absence	quasi-absence	NOUN	O	O	11	nmod
15	de	de	ADP	O	O	16	case
16	mobilité	mobilité	NOUN	O	O	14	nmod
17	du	de	ADP	O	O	18	case
18	fioul	fioul	NOUN	O	BU	16	nmod
19	lourd	lourd	ADJ	O	EU	18	amod
20	et	et	CCONJ	O	O	22	cc
21	ne	ne	ADV	O	O	22	advmod
22	présente	présente	VERB	O	O	9	conj
23	pas	pas	ADV	O	O	22	advmod
24	de	de	DET	O	O	25	det
25	risque	risque	NOUN	O	O	22	obj
26	pour	pour	ADP	O	O	28	case
27	la	le	DET	O	O	28	det
28	population	population	NOUN	O	O	25	nmod
29	du	de	ADP	O	O	30	case
30	fait	fait	NOUN	O	O	22	obl:mod
31	de	de	ADP	O	O	33	case
32	son	son	DET	O	O	33	det
33	isolation	isolation	NOUN	O	O	30	nmod
34	par	par	ADP	O	O	36	case
35	une	un	DET	O	O	36	det
36	couche	couche	NOUN	O	O	33	nmod
37	de	de	ADP	O	O	38	case
38	bitume	bitume	NOUN	O	O	36	nmod
39	.	.	PUNCT	O	O	3	punct


#Du fait de la mise en service des installation de production d’électricité d’EDF-PEI Port-Est, les installations de la centrale thermique d’EDF-SEI Port-Ouest ont été progressivement arrêtées tout au long de l’année 2013, et ce jusqu’à leur mise à l’arrêt définitif au 31 décembre dernier, ce qui a eu pour conséquence de faire disparaître le principal client de la SRE.
1	Du	de	ADP	BR	O	2	case
2	fait	fait	NOUN	IR	O	34	obl:mod
3	de	de	ADP	ER	O	5	case
4	la	le	DET	BN	O	5	det
5	mise	mise	NOUN	IN	O	2	nmod
6	en	en	ADP	IN	O	7	case
7	service	service	NOUN	IN	O	5	nmod
8	des	de	ADP	IA	O	9	case
9	installation	installation	NOUN	IA	O	5	nmod
10	de	de	ADP	IA	O	11	case
11	production	production	NOUN	IA	O	9	nmod
12	d’	d’	ADP	IA	O	13	case
13	électricité	électricité	NOUN	IA	O	11	nmod
14	d’	d’	ADP	O	O	15	case
15	EDF	EDF	PROPN	O	BI	9	nmod
16	-	-	PROPN	O	BI	5	nmod
17	PEI	PEI	PROPN	BO	EI	5	nmod
18	Port-Est	Port-Est	PROPN	EO	EI	17	nmod
19	,	,	PUNCT	O	O	34	punct
20	les	le	DET	BO	O	21	det
21	installations	installation	NOUN	IO	O	34	nsubj:pass
22	de	de	ADP	IO	O	24	case
23	la	le	DET	IO	O	24	det
24	centrale	centrale	NOUN	IO	O	21	nmod
25	thermique	thermique	ADJ	EO	BU	24	amod
26	d’	d’	ADP	O	EU	27	case
27	EDF	EDF	PROPN	O	EI	24	nmod
28	-	-	PROPN	O	EI	24	nmod
29	SEI	SEI	PROPN	BO	EI	24	nmod
30	Port-Ouest	Port-Ouest	PROPN	EO	EI	29	nmod
31	ont	avoir	AUX	BN	O	34	aux:tense
32	été	être	AUX	IN	O	34	aux:pass
33	progressivement	progressivement	ADV	EN	O	34	advmod
34	arrêtées	arrêter	VERB	EN	O	34	ROOT
35	tout	tout	ADV	BT	O	34	advmod
36	au	au	ADP	IT	O	35	fixed
37	long	long	NOUN	IT	O	35	fixed
38	de	de	ADP	IT	O	40	case
39	l’	l’	DET	IT	O	40	det
40	année	année	NOUN	ET	O	35	nmod
41	2013	2013	NUM	ET	O	35	punct
42	,	,	NUM	ET	O	34	punct
43	et	et	CCONJ	O	O	44	cc
44	ce	ce	PRON	O	O	34	conj
45	jusqu’	jusqu’	ADP	O	O	48	case
46	à	à	ADP	IN	O	48	case
47	leur	leur	DET	IN	O	48	det
48	mise	mise	NOUN	IN	O	44	obl:mod
49	à	à	ADP	IN	O	51	case
50	l’	l’	DET	IN	O	51	det
51	arrêt	arrêt	NOUN	IN	O	48	nmod
52	définitif	définitif	ADJ	EN	O	51	amod
53	au	au	ADP	BT	O	54	case
54	31	31	NUM	IT	O	48	nmod
55	décembre	décembre	NOUN	IT	O	54	nmod
56	dernier	dernier	ADJ	IT	O	55	amod
57	,	,	PUNCT	O	O	44	punct
58	ce	ce	PRON	O	O	44	dep
59	qui	qui	PRON	O	O	61	nsubj
60	a	avoir	AUX	O	O	61	aux:tense
61	eu	avoir	VERB	O	O	58	acl:relcl
62	pour	pour	ADP	O	O	63	case
63	conséquence	conséquence	NOUN	O	O	61	xcomp
64	de	de	ADP	O	O	66	mark
65	faire	faire	AUX	BN	O	66	dep
66	disparaître	disparaître	VERB	BN	O	61	xcomp
67	le	le	DET	IN	O	69	det
68	principal	principal	ADJ	IN	O	69	amod
69	client	client	NOUN	EN	O	66	obj
70	de	de	ADP	O	O	72	case
71	la	le	DET	BO	BI	72	det
72	SRE	SRE	PROPN	EO	EI	69	nmod
73	.	.	PUNCT	O	O	34	punct


#L’exploitant a alors demandé au préfet le 30 octobre 2013, l'autorisation de mettre à l'arrêt définitif au 31 janvier 2014 ses canalisations de transport de liquide inflammable reliant les installations à la Darse du port de commerce dit de Port-Ouest.
1	L’	l’	DET	BO	O	2	det
2	exploitant	exploitant	NOUN	EO	O	5	nsubj
3	a	avoir	AUX	BN	O	5	aux:tense
4	alors	alors	ADV	IN	O	5	advmod
5	demandé	demander	VERB	EN	O	5	ROOT
6	au	au	ADP	BO	O	7	case
7	préfet	préfet	NOUN	EO	O	5	obl:arg
8	le	le	DET	BT	O	9	det
9	30	30	NUM	IT	O	5	obl:mod
10	octobre	octobre	NOUN	IT	O	9	nmod
11	2013	2013	NUM	ET	O	10	nmod
12	,	,	NUM	ET	O	5	punct
13	l'	le	DET	BO	O	14	det
14	autorisation	autorisation	NOUN	EO	O	5	obj
15	de	de	ADP	BN	O	16	mark
16	mettre	mettre	VERB	BN	O	14	acl
17	à	à	ADP	IN	O	19	case
18	l'	le	DET	IN	O	19	det
19	arrêt	arrêt	NOUN	IN	O	16	obl:arg
20	définitif	définitif	ADJ	EN	O	19	amod
21	au	au	ADP	BT	O	22	case
22	31	31	NUM	IT	O	16	obl:mod
23	janvier	janvier	NOUN	IT	O	22	nmod
24	2014	2014	NUM	ET	O	23	nmod
25	ses	son	DET	BO	O	26	det
26	canalisations	canalisation	NOUN	IO	O	16	obj
27	de	de	ADP	IO	O	28	case
28	transport	transport	NOUN	IA	O	26	nmod
29	de	de	ADP	IA	O	30	case
30	liquide	liquide	NOUN	IA	BU	28	nmod
31	inflammable	inflammable	ADJ	EA	EU	30	amod
32	reliant	relier	VERB	O	O	30	acl
33	les	le	DET	BO	O	34	det
34	installations	installation	NOUN	EO	O	32	obj
35	à	à	ADP	BL	O	37	case
36	la	le	DET	IL	BI	37	det
37	Darse	Darse	PROPN	IL	EI	32	obl:arg
38	du	de	ADP	IL	O	39	case
39	port	port	NOUN	IL	O	37	nmod
40	de	de	ADP	IL	O	41	case
41	commerce	commerce	NOUN	IL	O	39	nmod
42	dit	dire	VERB	BR	O	39	acl
43	de	de	ADP	IL	O	44	case
44	Port-Ouest	Port-Ouest	PROPN	IL	O	42	obl:arg
45	.	.	PUNCT	O	O	5	punct


#Suite aux demandes de l'inspection le 13 novembre 2013, l’exploitant transmet le 31 mars 2014 à la DEAL, les dossier préliminaires au plan d’arrêt définitif des canalisations de transport d’hydrocarbures.
1	Suite	suite	NOUN	BR	O	3	case
2	aux	aux	DET	ER	O	3	det
3	demandes	demande	NOUN	EN	O	14	obl:mod
4	de	de	ADP	O	O	6	case
5	l'	le	DET	O	O	6	det
6	inspection	inspection	NOUN	O	O	3	nmod
7	le	le	DET	BT	O	8	det
8	13	13	NUM	IT	O	3	nmod
9	novembre	novembre	NOUN	IT	O	8	nmod
10	2013	2013	PUNCT	ET	O	9	nmod
11	,	,	PUNCT	ET	O	14	punct
12	l’	l’	DET	BO	O	13	det
13	exploitant	exploitant	NOUN	EO	O	14	nsubj
14	transmet	transmettre	VERB	BN	O	14	ROOT
15	le	le	DET	BT	O	16	det
16	31	31	NUM	IT	O	14	obl:mod
17	mars	mars	NOUN	IT	O	16	nmod
18	2014	2014	NUM	ET	O	17	nmod
19	à	à	ADP	O	O	21	case
20	la	le	DET	BO	BI	21	det
21	DEAL	DEAL	PROPN	IO	EI	14	obl:arg
22	,	,	PUNCT	O	O	14	punct
23	les	le	DET	BO	O	24	det
24	dossier	dossier	NOUN	EO	O	14	obj
25	préliminaires	préliminaire	ADJ	O	O	24	amod
26	au	au	ADP	O	O	27	case
27	plan	plan	NOUN	O	O	24	nmod
28	d’	d’	ADP	O	O	29	case
29	arrêt	arrêt	NOUN	IA	O	27	nmod
30	définitif	définitif	ADJ	IA	O	29	amod
31	des	de	ADP	IA	O	32	case
32	canalisations	canalisation	NOUN	IA	O	27	nmod
33	de	de	ADP	IA	O	34	case
34	transport	transport	NOUN	IA	BU	32	nmod
35	d’	d’	ADP	IA	EU	36	case
36	hydrocarbures	hydrocarbure	NOUN	EO	EU	34	nmod
37	.	.	PUNCT	O	O	14	punct


#L’inspection réalise alors une visite d’inspection le 28 avril 2014 afin d'établir un premier état de la situation environnementale du tracé des-dites canalisations de transport.
1	L’	l’	DET	BO	O	2	det
2	inspection	inspection	NOUN	EO	O	3	nsubj
3	réalise	réalise	VERB	BN	O	3	ROOT
4	alors	alors	ADV	IN	O	3	advmod
5	une	un	DET	EN	O	6	det
6	visite	visite	NOUN	EN	O	3	obj
7	d’	d’	ADP	EN	O	8	case
8	inspection	inspection	NOUN	EN	O	6	nmod
9	le	le	DET	BT	O	10	det
10	28	28	NUM	IT	O	3	obl:mod
11	avril	avril	NOUN	IT	O	10	nmod
12	2014	2014	NUM	ET	O	11	nmod
13	afin	afin	ADV	O	O	3	advmod
14	d'	de	ADP	O	O	15	case
15	établir	établir	VERB	O	O	13	obl:arg
16	un	un	DET	O	O	18	det
17	premier	premier	ADJ	O	O	18	amod
18	état	état	NOUN	O	O	15	obj
19	de	de	ADP	O	O	21	case
20	la	le	DET	BO	O	21	det
21	situation	situation	NOUN	IO	O	18	nmod
22	environnementale	environnemental	ADJ	EO	O	21	amod
23	du	de	ADP	O	O	24	case
24	tracé	tracé	NOUN	O	O	21	nmod
25	des-dites	des-dite	ADJ	IO	O	26	case
26	canalisations	canalisation	NOUN	IO	O	24	nmod
27	de	de	ADP	IO	O	28	case
28	transport	transport	NOUN	EO	O	26	nmod
29	.	.	PUNCT	O	O	3	punct


#Lors de cette visite, il est constaté certains manquements, comme l’absence de démonstration de la compatibilité des usages et des remises en état proposées pour chaque tronçon au titre des documents d’urbanisme en vigueur, ou encore l’absence de l’avis du Maire ou président d'établissement public de coopération intercommunale compétent en matière d'urbanisme sur les propositions concernant les tronçons non démantelés.
1	Lors	lors	ADV	O	O	8	advmod
2	de	de	ADP	O	O	4	case
3	cette	ce	DET	O	O	4	det
4	visite	visite	NOUN	O	O	1	obl:arg
5	,	,	PUNCT	O	O	8	punct
6	il	il	PRON	O	O	8	nsubj:pass
7	est	être	AUX	O	O	8	aux:pass
8	constaté	constater	VERB	O	O	8	ROOT
9	certains	certain	DET	O	O	10	det
10	manquements	manquement	NOUN	O	O	8	obj
11	,	,	PUNCT	O	O	10	punct
12	comme	comme	ADP	O	O	14	case
13	l’	l’	DET	O	O	14	det
14	absence	absence	NOUN	O	O	10	nmod
15	de	de	ADP	O	O	16	case
16	démonstration	démonstration	NOUN	O	O	14	nmod
17	de	de	ADP	O	O	19	case
18	la	le	DET	BO	O	19	det
19	compatibilité	compatibilité	NOUN	IO	O	16	nmod
20	des	de	ADP	IO	O	21	case
21	usages	usage	NOUN	EO	O	19	nmod
22	et	et	CCONJ	O	O	24	cc
23	des	de	ADP	O	O	24	case
24	remises	remise	NOUN	O	O	21	conj
25	en	en	ADP	O	O	26	case
26	état	état	NOUN	O	O	24	nmod
27	proposées	proposer	VERB	O	O	24	acl
28	pour	pour	ADP	O	O	30	case
29	chaque	chaque	DET	O	O	30	det
30	tronçon	tronçon	NOUN	O	O	27	obl:mod
