
#92.0029
#Dépôt pétrolier situé en zone industrielle et en bordure de SEINE.
1	Dépôt	dépôt	NOUN	BO	O	1	ROOT
2	des	un	DET	O	O	3	det
3	dépassements	dépassement	NOUN	O	O	3	ROOT
4	de	de	ADP	O	O	6	case
5	la	le	DET	BO	O	6	det
6	VDSS	VDSS	PROPN	EO	O	3	nmod
7	(	(	PUNCT	O	O	6	punct
8	usage	usage	NOUN	O	O	6	appos
9	industriel	industriel	ADJ	O	O	8	amod
10	)	)	PUNCT	O	O	6	punct
11	pour	pour	ADP	O	O	13	case
12	les	le	DET	O	BS	13	det
13	hydrocarbures	hydrocarbure	NOUN	EO	BS	3	nmod
14	et	et	CCONJ	O	O	15	cc
15	BTEX	BTEX	PROPN	O	BS	13	conj
16	dans	dans	ADP	O	O	18	case
17	les	le	DET	O	O	18	det
18	sols	sol	NOUN	O	O	3	nmod
19	en	en	ADP	O	O	21	case
20	certains	certain	DET	O	O	21	det
21	points	point	NOUN	O	O	3	nmod
22	.	.	PUNCT	O	O	3	punct


#- des teneurs en hydrocarbures supérieures à la VCI usage sensible dans la nappe avec flottant en un point.
1	-	-	PUNCT	O	O	3	punct
2	des	un	DET	O	O	3	det
3	teneurs	teneur	NOUN	O	O	3	ROOT
4	en	en	ADP	O	O	5	case
5	hydrocarbures	hydrocarbure	NOUN	BO	BS	3	nmod
6	supérieures	supérieur	ADJ	EO	O	3	amod
7	à	à	ADP	O	O	9	case
8	la	le	DET	O	O	9	det
9	VCI	VCI	PROPN	O	O	6	obl:arg
10	usage	usage	NOUN	O	O	3	nmod
11	sensible	sensible	ADJ	O	O	10	amod
12	dans	dans	ADP	O	O	14	case
13	la	le	DET	O	O	14	det
14	nappe	nappe	NOUN	O	O	10	nmod
15	avec	avec	ADP	O	O	16	case
16	flottant	flottant	NOUN	O	O	10	nmod
17	en	en	ADP	O	O	19	case
18	un	un	DET	O	O	19	det
19	point	point	NOUN	O	O	16	obl:mod
20	.	.	PUNCT	O	O	3	punct


#Pour ces raisons, le site a été placé en classe 2 (à surveiller).
1	Pour	pour	ADP	O	O	3	case
2	ces	ce	DET	O	O	3	det
3	raisons	raison	NOUN	O	O	9	obl:mod
4	,	,	PUNCT	O	O	9	punct
5	le	le	DET	BO	O	6	det
6	site	site	NOUN	EO	O	9	nsubj:pass
7	a	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	placé	placer	VERB	IN	O	9	ROOT
10	en	en	ADP	IN	O	11	case
11	classe	classe	NOUN	IN	O	9	obl:arg
12	2	2	NUM	EO	O	11	nummod
13	(	(	PUNCT	O	O	11	punct
14	à	à	ADP	O	O	15	mark
15	surveiller	surveiller	VERB	O	O	11	acl
16	)	)	PUNCT	O	O	9	punct
17	.	.	PUNCT	O	O	9	punct


#Par courrier du 17/07/2008 complété par courriel du 01/04/2009, l’exploitant a informé l'inspection de la détection de benzène dans le piézomètre 7 se trouvant en aval des tuyauteries enterrées en bordure Nord- du site et de la mise en service le 16/03/2009 d’une unité de confinement de la nappe dans la zone du piézomètre 7.
1	Par	par	ADP	O	O	2	case
2	courrier	courrier	NOUN	O	O	14	obl:mod
3	du	de	ADP	O	O	4	case
4	17/07/2008	17/07/2008	NOUN	IT	O	2	nmod
5	complété	compléter	VERB	BN	O	2	acl
6	par	par	ADP	IN	O	7	case
7	courriel	courriel	NOUN	EN	O	5	obl:mod
8	du	de	ADP	BT	O	9	case
9	01/04/2009	01/04/2009	NOUN	IT	O	7	nmod
10	,	,	PUNCT	O	O	14	punct
11	l’	l’	DET	BO	O	12	det
12	exploitant	exploitant	NOUN	EO	O	14	nsubj
13	a	avoir	AUX	BN	O	14	aux:tense
14	informé	informer	VERB	EN	O	14	ROOT
15	l'	le	DET	BO	O	16	det
16	inspection	inspection	NOUN	EO	O	14	obj
17	de	de	ADP	O	O	19	case
18	la	le	DET	O	O	19	det
19	détection	détection	NOUN	O	O	16	nmod
20	de	de	ADP	O	O	21	case
21	benzène	benzène	NOUN	O	BS	19	nmod
22	dans	dans	ADP	O	O	24	case
23	le	le	DET	BO	O	24	det
24	piézomètre	piézomètre	NOUN	EO	O	16	nmod
25	7	7	NUM	O	O	24	nummod
26	se	se	PRON	BL	O	27	expl:comp
27	trouvant	trouver	VERB	IL	O	24	acl
28	en	en	ADP	IL	O	29	case
29	aval	aval	NOUN	IL	O	27	obl:arg
30	des	de	ADP	IL	O	31	case
31	tuyauteries	tuyauterie	NOUN	IL	O	29	nmod
32	enterrées	enterrer	VERB	IL	O	31	acl
33	en	en	ADP	IL	O	34	case
34	bordure	bordure	NOUN	IL	O	32	obl:mod
35	Nord-	nord-	ADJ	IL	O	34	amod
36	du	de	ADP	IL	O	37	case
37	site	site	NOUN	EL	O	34	nmod
38	et	et	CCONJ	O	O	41	cc
39	de	de	ADP	O	O	41	case
40	la	le	DET	BN	O	41	det
41	mise	mise	NOUN	IN	O	31	conj
42	en	en	ADP	IN	O	43	case
43	service	service	NOUN	IN	O	41	nmod
44	le	le	DET	BT	O	45	det
45	16/03/2009	16/03/2009	NUM	IT	O	41	nmod
46	d’	d’	ADP	BO	O	48	case
47	une	un	DET	IO	O	48	det
48	unité	unité	NOUN	IO	O	41	nmod
49	de	de	ADP	IO	O	50	case
50	confinement	confinement	NOUN	EN	O	48	nmod
51	de	de	ADP	O	O	53	case
52	la	le	DET	BO	O	53	det
53	nappe	nappe	NOUN	EO	O	50	nmod
54	dans	dans	ADP	BL	O	56	case
55	la	le	DET	IL	O	56	det
56	zone	zone	NOUN	IL	O	27	obl:arg
57	du	de	ADP	IL	O	58	case
58	piézomètre	piézomètre	NOUN	IL	O	56	nmod
59	7	7	NUM	EL	O	58	nummod
60	.	.	PUNCT	O	O	14	punct


#La société SDPN a notifié par courrier du 02/08/2013 sa cessation d'activités au 31/12/2013.
1	La	le	DET	BO	BI	2	det
2	société	société	NOUN	IO	II	5	nsubj
3	SDPN	SDPN	PROPN	EO	EI	2	nmod
4	a	avoir	AUX	BN	O	5	aux:tense
5	notifié	notifier	VERB	IN	O	5	ROOT
6	par	par	ADP	IN	O	7	case
7	courrier	courrier	NOUN	EN	O	5	obl:mod
8	du	de	ADP	BT	O	9	case
9	02/08/2013	02/08/2013	NOUN	IT	O	7	nmod
10	sa	son	DET	BN	O	11	det
11	cessation	cessation	NOUN	BN	O	5	obj
12	d'	de	ADP	IN	O	13	case
13	activités	activité	NOUN	EN	O	11	nmod
14	au	au	ADP	BT	O	15	case
15	31/12/2013	31/12/2013	NOUN	IT	O	11	nmod
16	.	.	PUNCT	ET	O	5	punct


#Les opérations de mise en sécurité du site se sont achevées le 01/04/2014 et ont été actées le 15/05/2014.
1	Les	le	DET	BN	O	2	det
2	opérations	opération	NOUN	IN	O	11	nsubj
3	de	de	ADP	IN	O	4	case
4	mise	mise	NOUN	IN	O	2	nmod
5	en	en	ADP	IN	O	6	case
6	sécurité	sécurité	NOUN	EN	O	4	nmod
7	du	de	ADP	BO	O	8	case
8	site	site	NOUN	EO	O	4	nmod
9	se	se	PRON	BN	O	11	expl:comp
10	sont	être	AUX	IN	O	11	aux:tense
11	achevées	achever	VERB	EN	O	11	ROOT
12	le	le	DET	BT	O	13	det
13	01/04/2014	01/04/2014	NUM	ET	O	11	obl:mod
14	et	et	CCONJ	O	O	17	cc
15	ont	avoir	AUX	BN	O	17	aux:tense
16	été	être	AUX	IN	O	17	aux:pass
17	actées	acter	VERB	EN	O	11	conj
18	le	le	DET	BT	O	19	det
19	15/05/2014	15/05/2014	NOUN	IT	O	17	obl:mod
20	.	.	PUNCT	ET	O	11	punct


#Une société de gardiennage maintient sur le site une surveillance 24h/24.
1	Une	un	DET	BO	O	2	det
2	société	société	NOUN	EO	O	5	nsubj
3	de	de	ADP	O	O	4	case
4	gardiennage	gardiennage	NOUN	O	O	2	nmod
5	maintient	maintenir	VERB	O	O	5	ROOT
6	sur	sur	ADP	O	O	8	case
7	le	le	DET	O	O	8	det
8	site	site	NOUN	O	O	5	obl:arg
9	une	un	DET	O	O	10	det
10	surveillance	surveillance	NOUN	O	O	5	obj
11	24h/24	24h/24	NUM	O	O	5	advmod
12	.	.	PUNCT	O	O	5	punct


#L'usage futur du site, déterminé conformément à l'article R.512-39-2 du code de l'environnement, est de type industriel ou tertiaire.
1	L'	le	DET	BO	O	2	det
2	usage	usage	NOUN	IO	O	25	nsubj
3	futur	futur	ADJ	IO	O	2	amod
4	du	de	ADP	IO	O	5	case
5	site	site	NOUN	EO	O	2	nmod
6	,	,	PUNCT	O	O	2	punct
7	déterminé	déterminer	VERB	O	O	2	acl
8	conformément	conformément	ADV	O	O	7	advmod
9	à	à	ADP	O	O	11	case
10	l'	le	DET	O	O	11	det
11	article	article	NOUN	O	O	8	obl:arg
12	R.512	r.512	NOUN	O	O	11	nmod
13	-	-	NOUN	O	O	11	nmod
14	39	39	NOUN	O	O	11	nmod
15	-	-	NOUN	O	O	11	nmod
16	2	2	NOUN	O	O	11	nmod
17	du	de	ADP	O	O	18	case
18	code	code	NOUN	O	O	11	nmod
19	de	de	ADP	O	O	21	case
20	l'	le	DET	O	O	21	det
21	environnement	environnement	NOUN	O	O	18	nmod
22	,	,	PUNCT	O	O	25	punct
23	est	être	AUX	O	O	25	cop
24	de	de	ADP	O	O	25	case
25	type	type	NOUN	O	O	25	ROOT
26	industriel	industriel	ADJ	O	O	25	amod
27	ou	ou	CCONJ	O	O	28	cc
28	tertiaire	tertiaire	ADJ	O	O	26	conj
29	.	.	PUNCT	O	O	25	punct


#Les travaux de démolition du site et de démantèlement des installations pétrolières se sont déroulés en 2016.
1	Les	le	DET	BN	O	2	det
2	travaux	travail	NOUN	IN	O	15	nsubj
3	de	de	ADP	IN	O	4	case
4	démolition	démolition	NOUN	EN	O	2	nmod
5	du	de	ADP	IN	O	6	case
6	site	site	NOUN	EN	O	4	nmod
7	et	et	CCONJ	O	O	9	cc
8	de	de	ADP	BN	O	9	case
9	démantèlement	démantèlement	NOUN	BN	O	6	conj
10	des	de	ADP	IN	O	11	case
11	installations	installation	NOUN	IN	O	9	nmod
12	pétrolières	pétrolier	ADJ	EN	O	11	amod
13	se	se	PRON	BN	O	15	expl:comp
14	sont	être	AUX	IN	O	15	aux:tense
15	déroulés	dérouler	VERB	EN	O	15	ROOT
16	en	en	ADP	BT	O	17	case
17	2016	2016	NUM	ET	O	15	obl:mod
18	.	.	NUM	ET	O	15	punct


#Des investigations et des études environnementales seront réalisées de juin à décembre 2016.
1	Des	un	DET	BN	O	2	det
2	investigations	investigation	NOUN	EN	O	8	nsubj:pass
3	et	et	CCONJ	O	O	5	cc
4	des	un	DET	BN	O	5	det
5	études	étude	NOUN	IN	O	2	conj
6	environnementales	environnemental	ADJ	EN	O	5	amod
7	seront	être	AUX	BN	O	8	aux:pass
8	réalisées	réaliser	VERB	EN	O	8	ROOT
9	de	de	ADP	BT	O	10	case
10	juin	juin	NOUN	IT	O	8	obl:mod
11	à	à	ADP	IT	O	12	case
12	décembre	décembre	NOUN	IT	O	10	nmod
13	2016	2016	PUNCT	ET	O	12	nmod
14	.	.	PUNCT	ET	O	8	punct


#Le diagnostic environnemental de février 2016 du site a été réalisé par le bureau d’études Antea.
1	Le	le	DET	BN	O	2	det
2	diagnostic	diagnostic	NOUN	IN	O	11	nsubj:pass
3	environnemental	environnemental	ADJ	EN	O	2	amod
4	de	de	ADP	BT	O	5	case
5	février	février	NOUN	IT	O	2	nmod
6	2016	2016	NUM	ET	O	5	nmod
7	du	de	ADP	BO	O	8	case
8	site	site	NOUN	EO	O	2	nmod
9	a	avoir	AUX	BN	O	11	aux:tense
10	été	être	AUX	IN	O	11	aux:pass
11	réalisé	réaliser	VERB	EN	O	11	ROOT
12	par	par	ADP	BO	O	14	case
13	le	le	DET	BO	O	14	det
14	bureau	bureau	NOUN	IO	O	11	obl:agent
15	d’	d’	ADP	IO	O	16	case
16	études	étude	NOUN	IO	O	14	nmod
17	Antea	Antea	PROPN	EO	EI	14	flat:name
18	.	.	PUNCT	O	O	11	punct


#En novembre 2017, SDPN a apporté des compléments en fournissant notamment l’étude historique et documentaire datée d’octobre 2013.
1	En	en	ADP	BT	O	2	case
2	novembre	novembre	NOUN	IT	O	7	obl:mod
3	2017	2017	PUNCT	ET	O	2	nmod
4	,	,	PUNCT	ET	O	7	punct
5	SDPN	SDPN	PROPN	EO	BI	7	nsubj
6	a	avoir	AUX	O	O	7	aux:tense
7	apporté	apporter	VERB	O	O	7	ROOT
8	des	un	DET	O	O	9	det
9	compléments	complément	NOUN	O	O	7	obj
10	en	en	ADP	O	O	11	mark
11	fournissant	fournir	VERB	O	O	7	advcl
12	notamment	notamment	ADV	O	O	11	advmod
13	l’	l’	DET	BO	O	14	det
14	étude	étude	NOUN	IN	O	11	obj
15	historique	historique	ADJ	EN	O	14	amod
16	et	et	CCONJ	O	O	17	cc
17	documentaire	documentaire	ADJ	O	O	15	conj
18	datée	dater	VERB	O	O	14	acl
19	d’	d’	ADP	BT	O	20	case
20	octobre	octobre	NOUN	IT	O	18	obl:arg
21	2013	2013	PUNCT	ET	O	20	nmod
22	.	.	PUNCT	ET	O	14	nmod


#Le diagnostic fourni a permis de circonscrire les zones présentant des sources concentrées de pollution en hydrocarbures dans les sols et dans les eaux souterraines :
1	Le	le	DET	BN	O	2	det
2	diagnostic	diagnostic	NOUN	EN	O	5	nsubj
3	fourni	fournir	VERB	O	O	2	acl
4	a	avoir	AUX	O	O	5	aux:tense
5	permis	permettre	VERB	O	O	5	ROOT
6	de	de	ADP	O	O	7	mark
7	circonscrire	circonscrire	VERB	EN	O	5	xcomp
8	les	le	DET	BO	O	9	det
9	zones	zone	NOUN	EO	O	7	obj
10	présentant	présenter	VERB	O	O	9	acl
11	des	un	DET	O	O	12	det
12	sources	source	NOUN	O	O	10	obj
13	concentrées	concentrer	VERB	O	O	12	acl
14	de	de	ADP	O	O	15	case
15	pollution	pollution	NOUN	O	O	12	nmod
16	en	en	ADP	O	O	17	case
17	hydrocarbures	hydrocarbure	NOUN	O	BS	15	nmod
18	dans	dans	ADP	O	O	20	case
19	les	le	DET	O	O	20	det
20	sols	sol	NOUN	O	O	12	nmod
21	et	et	CCONJ	O	O	24	cc
22	dans	dans	ADP	O	O	24	case
23	les	le	DET	O	O	24	det
24	eaux	eau	NOUN	O	O	20	conj
25	souterraines	souterrain	ADJ	O	O	24	amod
26	:	:	PUNCT	O	O	5	punct


#- dans les sols, le diagnostic met en avant une zone de pollution au gazole, une aux essence et une zone présentant des produits purs entre 2,5 et 4 m de profondeur
1	-	-	PUNCT	O	O	8	punct
2	dans	dans	ADP	O	O	4	case
3	les	le	DET	O	O	4	det
4	sols	sol	NOUN	O	O	8	obl:mod
5	,	,	PUNCT	O	O	8	punct
6	le	le	DET	BN	O	7	det
7	diagnostic	diagnostic	NOUN	EN	O	8	nsubj
8	met	mettre	VERB	O	O	8	ROOT
9	en	en	ADP	O	O	8	advmod
10	avant	avant	ADV	O	O	9	fixed
11	une	un	DET	BO	O	12	det
12	zone	zone	NOUN	EO	O	8	obj
13	de	de	ADP	O	O	14	case
14	pollution	pollution	NOUN	O	O	12	nmod
15	au	au	ADP	O	O	16	case
16	gazole	gazole	NOUN	O	BS	14	nmod
17	,	,	PUNCT	O	O	18	punct
18	une	un	DET	O	O	12	conj
19	aux	à	ADP	O	O	20	case
20	essence	essence	NOUN	O	O	18	nmod
21	et	et	CCONJ	O	O	23	cc
22	une	un	DET	O	O	23	det
23	zone	zone	NOUN	O	O	12	conj
24	présentant	présenter	VERB	O	O	23	acl
25	des	un	DET	O	O	26	det
26	produits	produit	NOUN	O	BU	24	obj
27	purs	pur	ADJ	O	EU	26	amod
28	entre	entre	ADP	O	O	32	case
29	2,5	2,5	NUM	O	O	32	nummod
30	et	et	CCONJ	O	O	31	cc
31	4	4	NUM	O	O	29	conj
32	m	m	NOUN	O	O	26	nmod
33	de	de	ADP	O	O	34	case
34	profondeur	profondeur	NOUN	O	O	32	nmod


#-dans les eaux souterraines, le diagnostics montrent une pollution des eaux souterraines sur le site et en direction du chemin de halage.
1	-dans	-dans	PUNCT	O	O	3	case
2	les	le	DET	O	O	3	det
3	eaux	eau	NOUN	O	O	8	obl:mod
4	souterraines	souterrain	ADJ	O	O	3	amod
5	,	,	PUNCT	O	O	8	punct
6	le	le	DET	O	O	7	det
7	diagnostics	diagnostic	NOUN	O	O	8	nsubj
8	montrent	montrer	VERB	O	O	8	ROOT
9	une	un	DET	BO	O	10	det
10	pollution	pollution	NOUN	IO	O	8	obj
11	des	de	ADP	IO	O	12	case
12	eaux	eau	NOUN	IO	O	10	nmod
13	souterraines	souterrain	ADJ	EO	O	12	amod
14	sur	sur	ADP	O	O	16	case
15	le	le	DET	O	O	16	det
16	site	site	NOUN	O	O	10	nmod
17	et	et	CCONJ	O	O	19	cc
18	en	en	ADP	O	O	19	case
19	direction	direction	NOUN	BL	O	16	conj
20	du	de	ADP	IL	O	21	case
21	chemin	chemin	NOUN	IL	O	19	nmod
22	de	de	ADP	IL	O	23	case
23	halage	halage	NOUN	EL	O	21	nmod
24	.	.	PUNCT	O	O	8	punct


#Le diagnostic sol a été complété fin 2017 et début 2018.
1	Le	le	DET	BN	O	2	det
2	diagnostic	diagnostic	NOUN	IN	O	6	nsubj:pass
3	sol	sol	NOUN	EN	O	2	nmod
4	a	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	complété	compléter	VERB	EN	O	6	ROOT
7	fin	fin	NOUN	BT	O	6	obl:mod
8	2017	2017	NUM	IT	O	7	nmod
9	et	et	CCONJ	IT	O	10	cc
10	début	début	NOUN	IT	O	7	conj
11	2018	2018	PUNCT	ET	O	6	punct
12	.	.	PUNCT	ET	O	6	punct


#Ces compléments permettent de confirmer l’absence de risque hors site au niveau du site La Poste située au sud du site de SDPN.
1	Ces	ce	DET	BO	O	2	det
2	compléments	complément	NOUN	EO	O	3	nsubj
3	permettent	permettre	VERB	O	O	3	ROOT
4	de	de	ADP	O	O	5	mark
5	confirmer	confirmer	VERB	O	O	3	xcomp
6	l’	l’	DET	BO	O	7	det
7	absence	absence	NOUN	IO	O	5	obj
8	de	de	ADP	IO	O	9	case
9	risque	risque	NOUN	IO	O	7	nmod
10	hors	hors	ADP	IO	O	11	case
11	site	site	NOUN	EO	O	9	nmod
12	au	au	ADP	BL	O	13	case
13	niveau	niveau	NOUN	IL	O	7	nmod
14	du	de	ADP	IL	O	15	case
15	site	site	NOUN	IL	O	13	nmod
16	La	le	DET	IL	BI	17	det
17	Poste	Poste	PROPN	IL	EI	15	nmod
18	située	situer	VERB	IL	O	15	acl
19	au	au	ADP	IL	O	20	case
20	sud	sud	NOUN	IL	O	18	obl:arg
21	du	de	ADP	IL	O	22	case
22	site	site	NOUN	IL	O	20	nmod
23	de	de	ADP	IL	O	24	case
24	SDPN	SDPN	PROPN	EL	O	22	nmod
25	.	.	PUNCT	O	O	3	punct


#Il permet également de constater un impact sur la zone limitrophe avec TRAPIL au Sud-Ouest du site.
1	Il	il	PRON	O	O	2	nsubj
2	permet	permettre	VERB	O	O	2	ROOT
3	également	également	ADV	O	O	2	advmod
4	de	de	ADP	O	O	5	mark
5	constater	constater	VERB	O	O	2	xcomp
6	un	un	DET	BO	O	7	det
7	impact	impact	NOUN	EO	O	5	obj
8	sur	sur	ADP	ER	O	10	case
9	la	le	DET	BO	O	10	det
10	zone	zone	NOUN	EO	O	7	nmod
11	limitrophe	limitrophe	ADJ	EO	O	10	amod
12	avec	avec	ADP	O	O	13	case
13	TRAPIL	TRAPIL	PROPN	O	O	10	nmod
14	au	au	ADP	BL	O	15	case
15	Sud-Ouest	sud-ouest	NOUN	IL	O	13	nmod
16	du	de	ADP	IL	O	17	case
17	site	site	NOUN	EL	O	15	nmod
18	.	.	PUNCT	O	O	2	punct


#À cette occasion, la société SDPN a précisé qu’aucune intervention ne sera réalisée sur le site TRAPIL (à l’Ouest du site) du fait que l’activité industrielle de type pétrolière exercée par TRAPIL est potentiellement polluante.
1	À	à	ADP	O	O	3	case
2	cette	ce	DET	O	O	3	det
3	occasion	occasion	NOUN	O	O	9	obl:mod
4	,	,	PUNCT	O	O	9	punct
5	la	le	DET	BO	BI	6	det
6	société	société	NOUN	IO	II	9	nsubj
7	SDPN	SDPN	PROPN	EO	EI	6	nmod
8	a	avoir	AUX	BR	O	9	aux:tense
9	précisé	préciser	VERB	IR	O	9	ROOT
10	qu’	qu’	SCONJ	BN	O	15	mark
11	aucune	aucun	DET	IN	O	12	det
12	intervention	intervention	NOUN	EN	O	15	nsubj:pass
13	ne	ne	ADV	BO	O	15	advmod
14	sera	être	AUX	BO	O	15	aux:pass
15	réalisée	réaliser	VERB	EN	O	9	ccomp
16	sur	sur	ADP	BL	O	18	case
17	le	le	DET	IL	O	18	det
18	site	site	NOUN	EL	O	15	obl:mod
19	TRAPIL	TRAPIL	PROPN	BO	EI	18	nmod
20	(	(	PUNCT	O	O	18	punct
21	à	à	ADP	BL	O	23	case
22	l’	l’	DET	IL	O	23	det
23	Ouest	ouest	NOUN	IL	O	18	nmod
24	du	de	ADP	IL	O	25	case
25	site	site	NOUN	EL	O	23	nmod
26	)	)	PUNCT	O	O	18	punct
27	du	de	ADP	O	O	28	case
28	fait	fait	NOUN	O	O	15	obl:mod
29	que	que	SCONJ	O	O	41	mark
30	l’	l’	DET	BA	O	31	det
31	activité	activité	NOUN	IA	O	41	nsubj
32	industrielle	industriel	ADJ	IA	O	31	amod
33	de	de	ADP	IA	O	34	case
34	type	type	NOUN	IA	O	31	nmod
35	pétrolière	pétrolier	ADJ	EA	O	34	amod
36	exercée	exercer	VERB	BR	O	31	acl
37	par	par	ADP	ER	O	38	case
38	TRAPIL	TRAPIL	PROPN	BO	EI	36	obl:agent
39	est	être	AUX	O	O	41	cop
40	potentiellement	potentiellement	ADV	O	O	41	advmod
41	polluante	polluant	ADJ	O	O	28	acl
42	.	.	PUNCT	O	O	9	punct


#Sur la zone Nord-Ouest en limite de site, l’exploitant a démontré l'impossibilité de réaliser des investigations de sols et d’eaux souterraines car le site est bordé par un pipeline exploité par TRAPIL.
1	Sur	sur	ADP	BL	O	3	case
2	la	le	DET	BO	O	3	det
3	zone	zone	NOUN	IO	O	13	obl:mod
4	Nord-Ouest	nord-ouest	NOUN	IA	O	3	nmod
5	en	en	ADP	BL	O	6	case
6	limite	limite	NOUN	IL	O	3	nmod
7	de	de	ADP	IL	O	8	case
8	site	site	NOUN	EL	O	6	nmod
9	,	,	PUNCT	O	O	13	punct
10	l’	l’	DET	BO	O	11	det
11	exploitant	exploitant	NOUN	EO	O	13	nsubj
12	a	avoir	AUX	BN	O	13	aux:tense
13	démontré	démontrer	VERB	IN	O	13	ROOT
14	l'	le	DET	BO	O	15	det
15	impossibilité	impossibilité	NOUN	O	O	13	obj
16	de	de	ADP	O	O	17	mark
17	réaliser	réaliser	VERB	O	O	15	acl
18	des	un	DET	O	O	19	det
19	investigations	investigation	NOUN	IN	O	17	obj
20	de	de	ADP	IN	O	21	case
21	sols	sol	NOUN	EN	O	19	nmod
22	et	et	CCONJ	O	O	24	cc
