
#13.0104
#GDF Marseille - Terrains de l'ancienne usine à Gaz (15ème)
1	GDF	GDF	PROPN	EO	BI	1	ROOT
35	que	que	SCONJ	O	O	34	fixed
36	des	un	DET	O	O	37	det
37	goudrons	goudron	NOUN	O	BU	4	conj
38	pâteux	pâteux	ADJ	O	EU	37	amod
39	sont	être	AUX	O	O	40	cop
40	présents	présent	ADJ	O	O	40	ROOT
41	sur	sur	ADP	O	O	43	case
42	le	le	DET	O	O	43	det
43	site	site	NOUN	O	O	40	obl:mod
44	.	.	PUNCT	O	O	40	punct


#Le site acceuille un immeuble de 5 000m² dit "Allar 2"
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	3	nsubj
3	acceuille	acceuille	VERB	ER	O	3	ROOT
4	un	un	DET	BO	O	5	det
5	immeuble	immeuble	NOUN	EO	O	3	obj
6	de	de	ADP	O	O	9	case
7	5	5	DET	O	O	9	det
8	000	000	DET	O	O	9	det
9	m²	m²	NOUN	O	O	5	nmod
10	dit	dire	VERB	O	O	5	acl
11	"	"	PUNCT	O	O	12	punct
12	Allar	Allar	PROPN	O	O	10	xcomp
13	2	2	NUM	O	O	12	nummod
14	"	"	PUNCT	O	O	5	punct


#* Gaz de France a hiérarchisé ses actions sur les 467 sites d'anciennes usines à gaz qu'il gère, répartis sur l'ensemble du territoire.
1	*	*	PUNCT	O	O	6	punct
2	Gaz	Gaz	PROPN	BO	BI	6	nsubj
3	de	de	ADP	IO	II	4	case
4	France	France	PROPN	EO	EI	2	nmod
5	a	avoir	AUX	BN	O	6	aux:tense
6	hiérarchisé	hiérarchiser	VERB	EN	O	6	ROOT
7	ses	son	DET	BO	O	8	det
8	actions	action	NOUN	EO	O	6	obj
9	sur	sur	ADP	O	O	12	case
10	les	le	DET	O	O	12	det
11	467	467	NUM	BO	O	12	nummod
12	sites	site	NOUN	EO	O	6	obl:mod
13	d'	de	ADP	O	O	15	case
14	anciennes	ancien	ADJ	O	O	15	amod
15	usines	usine	NOUN	O	O	12	nmod
16	à	à	ADP	O	O	17	case
17	gaz	gaz	NOUN	O	O	15	nmod
18	qu'	qu'	PRON	O	O	20	obj
19	il	il	PRON	O	O	20	nsubj
20	gère	gérer	VERB	O	O	15	acl:relcl
21	,	,	PUNCT	O	O	12	punct
22	répartis	répartir	VERB	O	O	12	acl
23	sur	sur	ADP	O	O	25	case
24	l'	le	DET	O	O	25	det
25	ensemble	ensemble	NOUN	O	O	22	obl:mod
26	du	de	ADP	O	O	27	case
27	territoire	territoire	NOUN	O	O	25	nmod
28	.	.	PUNCT	O	O	6	punct


#La méthodologie retenue a consisté à hiérarchiser les sites en fonction de leur sensibilité vis à vis de l'environnement  (usage du site, vulnérabilité des eaux souterraines et superficielles, présence et type de population sur le site...).
1	La	le	DET	O	O	2	det
2	méthodologie	méthodologie	NOUN	O	O	5	nsubj
3	retenue	retenir	VERB	O	O	2	acl
4	a	avoir	AUX	O	O	5	aux:tense
5	consisté	consister	VERB	O	O	5	ROOT
6	à	à	ADP	O	O	7	mark
7	hiérarchiser	hiérarchiser	VERB	BN	O	5	xcomp
8	les	le	DET	BO	O	9	det
9	sites	site	NOUN	EO	O	7	obj
10	en	en	ADP	BR	O	11	case
11	fonction	fonction	NOUN	IR	O	7	obl:mod
12	de	de	ADP	ER	O	14	case
13	leur	leur	DET	BO	O	14	det
14	sensibilité	sensibilité	NOUN	EO	O	11	nmod
15	vis	vis	NOUN	BR	O	7	obj
16	à	à	ADP	IR	O	15	fixed
17	vis	vis	NOUN	IR	O	15	fixed
18	de	de	ADP	ER	O	20	case
19	l'	le	DET	BO	O	20	det
20	environnement	environnement	NOUN	EO	O	15	dep
21	 	 	SPACE	O	O	7	dep
22	(	(	PUNCT	O	O	7	punct
23	usage	usage	NOUN	O	O	7	obj
24	du	de	ADP	O	O	25	case
25	site	site	NOUN	O	O	23	nmod
26	,	,	PUNCT	O	O	27	punct
27	vulnérabilité	vulnérabilité	NOUN	O	O	23	conj
28	des	de	ADP	O	O	29	case
29	eaux	eau	NOUN	O	O	27	nmod
30	souterraines	souterrain	ADJ	O	O	29	amod
31	et	et	CCONJ	O	O	32	cc
32	superficielles	superficiel	ADJ	O	O	30	conj
33	,	,	PUNCT	O	O	34	punct
34	présence	présence	NOUN	O	O	23	conj
35	et	et	CCONJ	O	O	36	cc
36	type	type	NOUN	O	O	34	conj
37	de	de	ADP	O	O	38	case
38	population	population	NOUN	O	O	36	nmod
39	sur	sur	ADP	O	O	41	case
40	le	le	DET	O	O	41	det
41	site	site	NOUN	O	O	38	nmod
42	...	...	PUNCT	O	O	5	punct
43	)	)	PUNCT	O	O	43	ROOT
44	.	.	PUNCT	O	O	44	ROOT


#L'application de cette méthode a abouti à l'établissement de 5 classes de priorité pour lesquelles les engagements de Gaz de France ont fait l'objet d'un protocole d'accord relatif à la maîtrise et au suivi de la réhabilitation des anciens terrains d'usines à gaz entre le Ministère de l'Environnement et Gaz de France signé le 25 avril 1996.
1	L'	le	DET	BN	O	2	det
2	application	application	NOUN	EN	O	7	nsubj
3	de	de	ADP	O	O	5	case
4	cette	ce	DET	BO	O	5	det
5	méthode	méthode	NOUN	EO	O	2	nmod
6	a	avoir	AUX	BR	O	7	aux:tense
7	abouti	aboutir	VERB	IR	O	7	ROOT
8	à	à	ADP	ER	O	10	case
9	l'	le	DET	BN	O	10	det
10	établissement	établissement	NOUN	EN	O	7	obl:arg
11	de	de	ADP	O	O	13	case
12	5	5	NUM	BO	O	13	nummod
13	classes	classe	NOUN	IO	O	10	nmod
14	de	de	ADP	IO	O	15	case
15	priorité	priorité	NOUN	EO	O	13	nmod
16	pour	pour	ADP	O	O	17	case
17	lesquelles	lequel	PRON	O	O	25	obl:mod
18	les	le	DET	BO	O	19	det
19	engagements	engagement	NOUN	EO	O	25	nsubj
20	de	de	ADP	O	O	21	case
21	Gaz	Gaz	PROPN	BO	BI	19	nmod
22	de	de	ADP	IO	II	23	case
23	France	France	PROPN	EO	EI	21	nmod
24	ont	avoir	AUX	BR	O	25	aux:tense
25	fait	faire	VERB	IR	O	13	acl:relcl
26	l'	le	DET	IR	O	27	det
27	objet	objet	NOUN	IR	O	25	obj
28	d'	de	ADP	ER	O	30	case
29	un	un	DET	BO	O	30	det
30	protocole	protocole	NOUN	IO	O	25	obl:arg
31	d'	de	ADP	IO	O	32	case
32	accord	accord	NOUN	EO	O	30	nmod
33	relatif	relatif	ADJ	BR	O	30	amod
34	à	à	ADP	ER	O	36	case
35	la	le	DET	BO	O	36	det
36	maîtrise	maîtrise	NOUN	EO	O	33	obl:arg
37	et	et	CCONJ	O	O	39	cc
38	au	au	ADP	O	O	39	case
39	suivi	suivi	NOUN	BO	O	36	conj
40	de	de	ADP	O	O	42	case
41	la	le	DET	BN	O	42	det
42	réhabilitation	réhabilitation	NOUN	EN	O	36	nmod
43	des	de	ADP	O	O	45	case
44	anciens	ancien	ADJ	BO	O	45	amod
45	terrains	terrain	NOUN	IO	O	42	nmod
46	d'	de	ADP	IO	O	47	case
47	usines	usine	NOUN	IO	O	45	nmod
48	à	à	ADP	IO	O	49	case
49	gaz	gaz	NOUN	EO	O	47	nmod
50	entre	entre	ADP	BR	O	52	case
51	le	le	DET	BO	BI	52	det
52	Ministère	ministère	NOUN	IO	II	30	nmod
53	de	de	ADP	IO	II	55	case
54	l'	le	DET	IO	II	55	det
55	Environnement	environnement	NOUN	EO	EI	52	nmod
56	et	et	CCONJ	O	O	57	cc
57	Gaz	Gaz	PROPN	BO	BI	52	conj
58	de	de	ADP	IO	II	59	case
59	France	France	PROPN	EO	EI	57	nmod
60	signé	signer	VERB	BN	O	52	acl
61	le	le	DET	BT	O	62	det
62	25	25	NUM	IT	O	60	obl:mod
63	avril	avril	NOUN	IT	O	62	nmod
64	1996	1996	NUM	ET	O	63	nmod
65	.	.	PUNCT	O	O	7	punct


#* Le site de Marseille est en classe 4 du protocole.
1	*	*	PUNCT	O	O	8	punct
2	Le	le	DET	BO	O	3	det
3	site	site	NOUN	IO	O	8	nsubj
4	de	de	ADP	IO	O	5	case
5	Marseille	Marseille	PROPN	EO	O	3	nmod
6	est	être	AUX	O	O	8	cop
7	en	en	ADP	O	O	8	case
8	classe	classe	NOUN	O	O	8	ROOT
9	4	4	NUM	O	O	8	nummod
10	du	de	ADP	O	O	11	case
11	protocole	protocole	NOUN	O	O	8	nmod
12	.	.	PUNCT	O	O	8	punct


#De ce fait, c'est un site dont la sensibilité vis à vis de l'homme, des eaux souterraines et superficielles est très faible.
1	De	de	ADP	O	O	3	case
2	ce	ce	DET	O	O	3	det
3	fait	fait	NOUN	O	O	8	obl:mod
4	,	,	PUNCT	O	O	8	punct
5	c'	ce	PRON	O	O	8	nsubj
6	est	être	AUX	O	O	8	cop
7	un	un	DET	O	O	8	det
8	site	site	NOUN	O	O	11	nmod
9	dont	dont	PRON	O	O	11	nmod
10	la	le	DET	O	O	11	det
11	sensibilité	sensibilité	NOUN	O	O	11	ROOT
12	vis	vis	NOUN	O	O	26	nsubj
13	à	à	ADP	O	O	12	fixed
14	vis	vis	NOUN	O	O	12	fixed
15	de	de	ADP	O	O	17	case
16	l'	le	DET	O	O	17	det
17	homme	homme	NOUN	O	O	12	dep
18	,	,	PUNCT	O	O	20	punct
19	des	de	ADP	O	O	20	case
20	eaux	eau	NOUN	O	O	12	conj
21	souterraines	souterrain	ADJ	O	O	20	amod
22	et	et	CCONJ	O	O	23	cc
23	superficielles	superficiel	ADJ	O	O	21	conj
24	est	être	AUX	O	O	26	cop
25	très	très	ADV	O	O	26	advmod
26	faible	faible	ADJ	O	O	11	acl:relcl
27	.	.	PUNCT	O	O	11	punct


#Conformément aux engagements pris dans le protocole, Gaz de France a réalisé une étude historique avec localisation des cuves, qui ont été systématiquement vidées et comblées.
1	Conformément	conformément	ADV	BR	O	3	case
2	aux	à	ADP	ER	O	3	det
3	engagements	engagement	NOUN	BO	O	13	obl:mod
4	pris	prendre	VERB	BR	O	3	acl
5	dans	dans	ADP	ER	O	7	case
6	le	le	DET	BO	O	7	det
7	protocole	protocole	NOUN	EO	O	4	obl:arg
8	,	,	PUNCT	O	O	13	punct
9	Gaz	Gaz	PROPN	BO	BI	13	nsubj
10	de	de	ADP	IO	II	11	case
11	France	France	PROPN	EO	EI	9	nmod
12	a	avoir	AUX	BN	O	13	aux:tense
13	réalisé	réaliser	VERB	EN	O	13	ROOT
14	une	un	DET	BN	O	15	det
15	étude	étude	NOUN	IN	O	13	obj
16	historique	historique	ADJ	EN	O	15	amod
17	avec	avec	ADP	O	O	18	case
18	localisation	localisation	NOUN	O	O	15	nmod
19	des	de	ADP	O	O	20	case
20	cuves	cuve	NOUN	BO	BD	18	nmod
21	,	,	PUNCT	O	O	20	punct
22	qui	qui	PRON	O	O	26	nsubj:pass
23	ont	avoir	AUX	BN	O	26	aux:tense
24	été	être	AUX	IN	O	26	aux:pass
25	systématiquement	systématiquement	ADV	O	O	26	advmod
26	vidées	vider	VERB	BN	O	20	acl:relcl
27	et	et	CCONJ	IN	O	28	cc
28	comblées	combler	VERB	EN	O	26	conj
29	.	.	PUNCT	O	O	13	punct


#Les opérations de vidange des cuves ayant fait apparaître une pollution résiduelle, des investigations complémentaires ont été effectuées.
1	Les	le	DET	BN	O	2	det
2	opérations	opération	NOUN	IN	O	9	nsubj
3	de	de	ADP	IN	O	4	case
4	vidange	vidange	NOUN	EN	O	2	nmod
5	des	de	ADP	O	O	6	case
6	cuves	cuve	NOUN	BO	O	4	nmod
7	ayant	avoir	AUX	BR	O	9	aux:tense
8	fait	faire	AUX	IR	O	9	dep
9	apparaître	apparaître	VERB	ER	O	9	ROOT
10	une	un	DET	BO	O	11	det
11	pollution	pollution	NOUN	IO	O	9	obj
12	résiduelle	résiduel	ADJ	EO	O	11	amod
13	,	,	PUNCT	O	O	19	punct
14	des	un	DET	O	O	15	det
15	investigations	investigation	NOUN	BO	O	19	nsubj:pass
16	complémentaires	complémentaire	ADJ	EO	O	15	amod
17	ont	avoir	AUX	BN	O	19	aux:tense
18	été	être	AUX	IN	O	19	aux:pass
19	effectuées	effectuer	VERB	EN	O	19	ROOT
20	.	.	PUNCT	O	O	19	punct


#Le diagnostic approfondi a été effectué en 2002.
1	Le	le	DET	BN	O	2	det
2	diagnostic	diagnostic	NOUN	IN	O	6	nsubj:pass
3	approfondi	approfondir	VERB	EN	O	2	acl
4	a	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	effectué	effectuer	VERB	EN	O	6	ROOT
7	en	en	ADP	BT	O	8	case
8	2002	2002	NUM	ET	O	6	obl:mod
9	.	.	PUNCT	O	O	6	punct


#* Un APC daté du 01/02/2006, a prescrit les niveaux de dépollution compatibles avec l'usage futur du site (zone d'activité), ainsi que les travaux à réaliser en tenant compte des investigations réalisées en 2002 (35 sondages) et en 2005 (26 sondages supplémentaires).
1	*	*	PUNCT	O	O	9	punct
2	Un	un	DET	BO	O	3	det
3	APC	apc	NOUN	EO	O	9	nsubj
4	daté	dater	VERB	BT	O	3	acl
5	du	de	ADP	IT	O	6	case
6	01/02/2006	01/02/2006	NOUN	ET	O	4	obl:arg
7	,	,	PUNCT	O	O	9	punct
8	a	avoir	AUX	BN	O	9	aux:tense
9	prescrit	prescrire	VERB	EN	O	9	ROOT
10	les	le	DET	BO	O	11	det
11	niveaux	niveau	NOUN	EO	O	9	obj
12	de	de	ADP	IN	O	13	case
13	dépollution	dépollution	NOUN	EN	O	11	nmod
14	compatibles	compatible	ADJ	BR	O	11	amod
15	avec	avec	ADP	ER	O	17	case
16	l'	le	DET	BO	O	17	det
17	usage	usage	NOUN	IO	O	14	obl:arg
18	futur	futur	ADJ	IO	O	17	amod
19	du	de	ADP	IO	O	20	case
20	site	site	NOUN	EO	O	17	nmod
21	(	(	PUNCT	O	O	17	punct
22	zone	zone	NOUN	O	O	17	appos
23	d'	de	ADP	O	O	24	case
24	activité	activité	NOUN	O	O	22	nmod
25	)	)	PUNCT	O	O	17	punct
26	,	,	PUNCT	O	O	11	punct
27	ainsi	ainsi	ADV	O	O	30	cc
28	que	que	SCONJ	O	O	27	fixed
29	les	le	DET	BN	O	30	det
30	travaux	travail	NOUN	IN	O	11	conj
31	à	à	ADP	IN	O	32	mark
32	réaliser	réaliser	VERB	EN	O	30	acl
33	en	en	ADP	O	O	34	mark
34	tenant	tenir	VERB	O	O	32	advcl
35	compte	compte	NOUN	O	O	34	obj
36	des	de	ADP	BN	O	37	case
37	investigations	investigation	NOUN	IN	O	34	obl:arg
38	réalisées	réaliser	VERB	EN	O	37	acl
39	en	en	ADP	BT	O	40	case
40	2002	2002	NUM	ET	O	38	obl:mod
41	(	(	PUNCT	O	O	40	punct
42	35	35	PUNCT	O	O	43	nummod
43	sondages	sondage	NOUN	O	O	40	nmod
44	)	)	PUNCT	O	O	40	punct
45	et	et	CCONJ	O	O	47	cc
46	en	en	ADP	BT	O	47	case
47	2005	2005	NUM	ET	O	40	conj
48	(	(	PUNCT	O	O	47	punct
49	26	26	NUM	O	O	50	nummod
50	sondages	sondage	NOUN	O	O	47	appos
51	supplémentaires	supplémentaire	ADJ	O	O	50	amod
52	)	)	PUNCT	O	O	47	punct
53	.	.	PUNCT	O	O	9	punct


#Trois zones ont été déterminées, dont deux non sensibles ( zones A et C ) sont constructibles pour recevoir des bureaux à créer( tertaire).
1	Trois	Trois	NUM	BO	O	2	nummod
2	zones	zone	NOUN	EO	O	5	nsubj:pass
3	ont	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	déterminées	déterminer	VERB	EN	O	5	ROOT
6	,	,	PUNCT	O	O	5	punct
7	dont	dont	PRON	O	O	8	nmod
8	deux	deux	PRON	O	O	18	nsubj
9	non	non	ADV	O	O	10	advmod
10	sensibles	sensible	ADJ	O	O	8	amod
11	(	(	PUNCT	O	O	8	punct
12	zones	zone	NOUN	O	O	8	appos
13	A	a	NOUN	O	O	12	nmod
14	et	et	CCONJ	O	O	15	cc
15	C	c	NOUN	O	O	13	conj
16	)	)	PUNCT	O	O	8	punct
17	sont	être	AUX	O	O	18	cop
18	constructibles	constructible	ADJ	O	O	5	advcl
19	pour	pour	ADP	O	O	20	mark
20	recevoir	recevoir	VERB	O	O	18	advcl
21	des	un	DET	O	O	22	det
22	bureaux	bureau	NOUN	O	O	20	obj
23	à	à	ADP	O	O	24	mark
24	créer	créer	VERB	O	O	22	acl
25	(	(	PUNCT	O	O	18	punct
26	tertaire	tertair	ADJ	O	O	18	advmod
27	)	)	PUNCT	O	O	18	punct
28	.	.	PUNCT	O	O	5	punct


#La zone "B"-non sensible " sera le siège d'un confinement recouvert d'une isolation de surface ( voirie- parking).
1	La	le	DET	BO	O	2	det
2	zone	zone	NOUN	EO	O	9	nsubj
3	"	"	PUNCT	O	O	4	punct
4	B"-non	b"-non	PUNCT	O	O	2	nmod
5	sensible	sensible	ADJ	O	O	2	amod
6	"	"	PUNCT	O	O	2	punct
7	sera	être	AUX	O	O	9	cop
8	le	le	DET	BO	O	9	det
9	siège	siège	NOUN	IR	O	9	ROOT
10	d'	de	ADP	ER	O	12	case
11	un	un	DET	O	O	12	det
12	confinement	confinement	NOUN	O	O	9	nmod
13	recouvert	recouvrir	VERB	O	O	12	acl
14	d'	de	ADP	O	O	16	case
15	une	un	DET	O	O	16	det
16	isolation	isolation	NOUN	O	O	13	obl:agent
17	de	de	ADP	O	O	18	case
18	surface	surface	NOUN	O	O	16	nmod
19	(	(	PUNCT	O	O	16	punct
20	voirie-	voirie-	NOUN	O	O	16	appos
21	parking	parking	NOUN	O	O	20	nmod
22	)	)	PUNCT	O	O	20	punct
23	.	.	PUNCT	O	O	9	punct


#Cet APC fixe également les mesures de protection à mettre en oeuvre pendant les travaux.
1	Cet	ce	DET	BO	O	2	det
2	APC	apc	NOUN	EO	O	3	nsubj
3	fixe	fixe	VERB	BR	O	3	ROOT
4	également	également	ADV	O	O	3	advmod
5	les	le	DET	O	O	6	det
6	mesures	mesure	NOUN	O	O	3	obj
7	de	de	ADP	O	O	8	case
8	protection	protection	NOUN	O	O	6	nmod
9	à	à	ADP	O	O	10	mark
10	mettre	mettre	VERB	O	O	8	acl
11	en	en	ADP	O	O	12	case
12	oeuvre	oeuvre	NOUN	O	O	10	obl:arg
13	pendant	pendant	ADP	O	O	15	case
14	les	le	DET	BN	O	15	det
15	travaux	travail	NOUN	EN	O	10	obl:mod
16	.	.	PUNCT	O	O	3	punct


#* Les matériaux pollués par les HAP ont été évacués sur deux zones.
1	*	*	PUNCT	O	O	10	punct
2	Les	le	DET	BO	O	3	det
3	matériaux	matériau	NOUN	IO	O	10	nsubj:pass
4	pollués	polluer	VERB	EO	O	3	acl
5	par	par	ADP	O	O	7	case
6	les	le	DET	O	O	7	det
7	HAP	hap	NOUN	EO	ES	4	obl:agent
8	ont	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	évacués	évacuer	VERB	EN	O	10	ROOT
11	sur	sur	ADP	O	O	13	case
12	deux	deux	NUM	BO	O	13	nummod
13	zones	zone	NOUN	EO	O	10	obl:arg
14	.	.	PUNCT	O	O	10	punct


#Celle inconstructible(zone " B" ) servira de zone de confinement surmontée d'un parking .
1	Celle	celui	PRON	BO	O	7	nsubj
2	inconstructible(zone	inconstructible(zon	ADJ	EO	O	1	amod
3	"	"	PUNCT	O	O	4	punct
4	B	b	NOUN	O	O	2	nmod
5	"	"	PUNCT	O	O	4	punct
6	)	)	PUNCT	O	O	2	punct
7	servira	servir	VERB	O	O	7	ROOT
8	de	de	ADP	IL	O	9	case
9	zone	zone	NOUN	IL	O	7	obl:arg
10	de	de	ADP	IL	O	11	case
11	confinement	confinement	NOUN	BO	O	9	nmod
12	surmontée	surmonter	VERB	BO	O	9	acl
13	d'	de	ADP	O	O	15	case
14	un	un	DET	O	O	15	det
15	parking	parking	NOUN	O	O	12	obl:agent
16	.	.	PUNCT	O	O	7	punct


#Le délai d'éxecution des travaux a été fixé initialement à douze mois.
1	Le	le	DET	BO	O	2	det
2	délai	délai	NOUN	EO	O	9	nsubj:pass
3	d'	de	ADP	O	O	4	case
4	éxecution	éxecution	NOUN	IN	O	2	nmod
5	des	de	ADP	IN	O	6	case
6	travaux	travail	NOUN	IN	O	4	nmod
7	a	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	fixé	fixer	VERB	EN	O	9	ROOT
10	initialement	initialement	ADV	EN	O	9	advmod
11	à	à	ADP	O	O	13	case
12	douze	douze	NUM	O	O	13	nummod
13	mois	mois	NOUN	O	O	9	obl:arg
14	.	.	PUNCT	O	O	9	punct


#* Le maître d'oeuvre, en charge de la dépollution, a découvert 3 anciennes cuves à goudron non détectées lors des premières investigations.
1	*	*	PUNCT	O	O	14	punct
2	Le	le	DET	BO	O	3	det
3	maître	maître	NOUN	EO	O	14	nsubj
4	d'	de	ADP	EO	O	5	case
5	oeuvre	oeuvre	NOUN	EO	O	3	nmod
6	,	,	PUNCT	O	O	3	punct
7	en	en	ADP	BR	O	8	case
8	charge	charge	NOUN	IR	O	3	nmod
9	de	de	ADP	ER	O	11	case
10	la	le	DET	BN	O	11	det
11	dépollution	dépollution	NOUN	EN	O	8	nmod
12	,	,	PUNCT	O	O	14	punct
13	a	avoir	AUX	BN	O	14	aux:tense
14	découvert	découvrir	VERB	EN	O	14	ROOT
15	3	3	NUM	BO	BD	17	nummod
16	anciennes	ancien	ADJ	IO	ED	17	amod
17	cuves	cuve	NOUN	IO	ED	14	obj
18	à	à	ADP	IO	O	19	case
19	goudron	goudron	NOUN	EO	BU	17	nmod
20	non	non	ADV	O	O	21	advmod
21	détectées	détecter	VERB	O	O	17	acl
22	lors	lors	ADV	O	O	21	advmod
23	des	de	ADP	BN	O	25	case
24	premières	premier	ADJ	IN	O	25	amod
25	investigations	investigation	NOUN	EN	O	22	obl:arg
26	.	.	PUNCT	O	O	14	punct


#Après excavation et tri, les déchets situés sur la zone non couverte du site ont été soit valorisés en cimenterie, soit éliminés en centres extérieurs spécialisés.
1	Après	après	ADP	BN	O	2	case
2	excavation	excavation	NOUN	EN	O	19	obl:mod
3	et	et	CCONJ	O	O	4	cc
4	tri	tri	NOUN	O	O	2	conj
5	,	,	PUNCT	O	O	19	punct
6	les	le	DET	O	BU	7	det
7	déchets	déchet	NOUN	O	EU	19	nsubj:pass
8	situés	situer	VERB	BL	O	7	acl
9	sur	sur	ADP	IL	O	11	case
10	la	le	DET	IL	O	11	det
11	zone	zone	NOUN	IL	O	8	obl:arg
12	non	non	ADV	IL	O	13	advmod
13	couverte	couvrir	VERB	IL	O	11	acl
14	du	de	ADP	IL	O	15	case
15	site	site	NOUN	EL	O	11	nmod
16	ont	avoir	AUX	BN	O	19	aux:tense
17	été	être	AUX	IN	O	19	aux:pass
18	soit	soit	CCONJ	O	O	19	cc
19	valorisés	valoriser	VERB	O	O	19	ROOT
20	en	en	ADP	O	O	21	case
21	cimenterie	cimenterie	NOUN	O	O	19	obl:mod
22	,	,	PUNCT	O	O	19	punct
23	soit	soit	CCONJ	O	O	24	cc
24	éliminés	éliminer	VERB	O	O	19	conj
25	en	en	ADP	O	O	26	case
26	centres	centre	NOUN	O	O	24	obl:mod
27	extérieurs	extérieur	ADJ	O	O	26	amod
28	spécialisés	spécialisé	ADJ	O	O	26	amod
29	.	.	PUNCT	O	O	19	punct


#Doit également être examinée la question des sols sous un entrepôt désaffecté.
1	Doit	devoir	VERB	O	O	1	ROOT
2	également	également	ADV	O	O	1	advmod
3	être	être	AUX	O	O	4	aux:pass
4	examinée	examiner	VERB	EN	O	1	xcomp
