
#77.0112
#Après une activité industrielle de plus de cent ans dans la fabrication de tubes en cuivre, laiton, maillechort puis plus récemment en plastique PVC, la Société MUELLER EUROPE a cessé son activité le 4 mars 2003.
1	Après	après	ADP	BR	O	3	case
11	de	de	ADP	IO	O	12	case
12	Seine-et-Marne	Seine-et-Marne	PROPN	IA	O	10	nmod
13	a	avoir	AUX	BN	O	14	aux:tense
14	imposé	imposer	VERB	EN	O	14	ROOT
15	,	,	PUNCT	O	O	14	punct
16	par	par	ADP	BO	O	17	case
17	arrêté	arrêté	NOUN	BO	O	14	obl:mod
18	préfectoral	préfectoral	ADJ	EO	O	17	amod
19	du	de	ADP	O	O	20	case
20	6	6	NUM	BT	O	17	nmod
21	mai	mai	NOUN	IT	O	20	nmod
22	2003	2003	PUNCT	ET	O	21	nmod
23	,	,	PUNCT	ET	O	14	punct
24	au	au	ADP	O	O	25	case
25	liquidateur	liquidateur	NOUN	O	O	14	obl:arg
26	de	de	ADP	O	O	28	case
27	la	le	DET	BO	BI	28	det
28	société	société	NOUN	IO	II	25	nmod
29	MUELLER	MUELLER	PROPN	EO	EI	28	appos
30	EUROPE	EUROPE	PROPN	EO	EI	29	flat:name
31	,	,	PUNCT	O	O	14	punct
32	la	le	DET	BN	O	33	det
33	réalisation	réalisation	NOUN	IN	O	14	obj
34	d'	de	ADP	IN	O	36	case
35	un	un	DET	IN	O	36	det
36	diagnostic	diagnostic	NOUN	IN	O	33	nmod
37	initial	initial	ADJ	EN	O	36	amod
38	et	et	CCONJ	O	O	41	cc
39	d'	de	ADP	BN	O	41	case
40	une	un	DET	BN	O	41	det
41	étude	étude	NOUN	IN	O	36	conj
42	simplifiée	simplifier	ADJ	IN	O	41	amod
43	des	de	ADP	IN	O	44	case
44	risques	risque	NOUN	EN	O	41	nmod
45	(	(	PUNCT	O	O	41	punct
46	ESR	esr	NOUN	O	O	41	appos
47	)	)	PUNCT	O	O	41	punct
48	.	.	PUNCT	O	O	14	punct


#Ceux-ci ont été déposés le 24 décembre 2003.
1	Ceux	celui	PRON	O	O	6	nsubj:pass
2	-	-	PRON	O	O	6	nsubj:pass
3	ci	ci	PRON	O	O	6	nsubj:pass
4	ont	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	déposés	déposer	VERB	EN	O	6	ROOT
7	le	le	DET	BT	O	8	det
8	24	24	NUM	IT	O	6	obl:mod
9	décembre	décembre	NOUN	IT	O	8	nmod
10	2003	2003	NUM	ET	O	9	nmod
11	.	.	PUNCT	ET	O	6	punct


#L’ESR conclut au classement du site en classe 1 : site nécessitant des investigations approfondies (diagnostic approfondi et évaluation détaillée des risques).
1	L’	l’	DET	O	BI	2	det
2	ESR	esr	NOUN	O	EI	3	nsubj
3	conclut	conclure	VERB	O	O	3	ROOT
4	au	au	ADP	O	O	5	case
5	classement	classement	NOUN	O	O	3	obl:arg
6	du	de	ADP	O	O	7	case
7	site	site	NOUN	O	O	5	nmod
8	en	en	ADP	O	O	9	case
9	classe	classe	NOUN	O	O	7	nmod
10	1	1	NUM	O	O	9	nummod
11	:	:	PUNCT	O	O	9	punct
12	site	site	NOUN	O	O	9	appos
13	nécessitant	nécessiter	VERB	O	O	12	acl
14	des	un	DET	O	O	15	det
15	investigations	investigation	NOUN	BN	O	13	obj
16	approfondies	approfondi	ADJ	EN	O	15	amod
17	(	(	PUNCT	O	O	15	punct
18	diagnostic	diagnostic	NOUN	BN	O	15	appos
19	approfondi	approfondi	ADJ	O	O	18	amod
20	et	et	CCONJ	O	O	21	cc
21	évaluation	évaluation	NOUN	O	O	18	conj
22	détaillée	détaillé	ADJ	O	O	21	amod
23	des	de	ADP	O	O	24	case
24	risques	risque	NOUN	O	O	21	nmod
25	)	)	PUNCT	O	O	15	punct
26	.	.	PUNCT	O	O	3	punct


#Ce classement du site en classe 1 résulte principalement :
1	Ce	ce	DET	O	O	2	det
2	classement	classement	NOUN	O	O	8	nsubj
3	du	de	ADP	O	O	4	case
4	site	site	NOUN	O	O	2	nmod
5	en	en	ADP	O	O	6	case
6	classe	classe	NOUN	O	O	4	nmod
7	1	1	NUM	O	O	6	nummod
8	résulte	résulte	VERB	O	O	8	ROOT
9	principalement	principalement	ADV	O	O	8	advmod
10	:	:	PUNCT	O	O	8	punct


#- d’une pollution de la nappe des alluvions de la Voulzie par des hydrocarbures totaux dont les teneurs au droit du site sont comprises entre 1,4 mg/l et 22,7 mg/l (teneur au point aval du site),
1	-	-	PUNCT	O	O	4	punct
2	d’	d’	ADP	O	O	4	case
3	une	un	DET	BN	O	4	det
4	pollution	pollution	NOUN	EN	O	4	ROOT
5	de	de	ADP	O	O	7	case
6	la	le	DET	BO	O	7	det
7	nappe	nappe	NOUN	EO	O	4	nmod
8	des	de	ADP	O	O	9	case
9	alluvions	alluvion	NOUN	IL	O	7	nmod
10	de	de	ADP	IL	O	12	case
11	la	le	DET	IL	O	12	det
12	Voulzie	Voulzie	PROPN	EL	O	9	nmod
13	par	par	ADP	O	O	15	case
14	des	un	DET	O	O	15	det
15	hydrocarbures	hydrocarbure	NOUN	O	BS	4	nmod
16	totaux	total	ADJ	O	ES	15	amod
17	dont	dont	PRON	O	O	19	nmod
18	les	le	DET	O	O	19	det
19	teneurs	teneur	NOUN	O	O	25	nsubj:pass
20	au	au	ADP	O	O	21	case
21	droit	droit	NOUN	O	O	19	nmod
22	du	de	ADP	O	O	23	case
23	site	site	NOUN	O	O	21	nmod
24	sont	être	AUX	O	O	25	aux:pass
25	comprises	comprendre	VERB	O	O	15	acl:relcl
26	entre	entre	ADP	O	O	28	case
27	1,4	1,4	NUM	O	O	28	nummod
28	mg	milligramme	NOUN	O	O	25	obl:arg
29	/	sur	ADP	O	O	30	case
30	l	l	NOUN	O	O	28	nmod
31	et	et	CCONJ	O	O	33	cc
32	22,7	22,7	NUM	O	O	33	nummod
33	mg	milligramme	NOUN	O	O	28	conj
34	/	sur	ADP	O	O	35	case
35	l	l	NOUN	O	O	33	nmod
36	(	(	PUNCT	O	O	33	punct
37	teneur	teneur	NOUN	O	O	33	appos
38	au	au	ADP	O	O	39	case
39	point	point	NOUN	O	O	37	nmod
40	aval	aval	ADJ	O	O	39	amod
41	du	de	ADP	O	O	42	case
42	site	site	NOUN	O	O	39	nmod
43	)	)	PUNCT	O	O	4	punct
44	,	,	PUNCT	O	O	4	punct


#- d’une pollution de la nappe des alluvions de la Voulzie par des solvants chlorés, principalement du trichloréthylène et du tétrachloroéthylène.
1	-	-	PUNCT	O	O	4	punct
2	d’	d’	ADP	O	O	4	case
3	une	un	DET	BN	O	4	det
4	pollution	pollution	NOUN	EN	O	4	ROOT
5	de	de	ADP	O	O	7	case
6	la	le	DET	BO	O	7	det
7	nappe	nappe	NOUN	EO	O	4	nmod
8	des	de	ADP	O	O	9	case
9	alluvions	alluvion	NOUN	IL	O	7	nmod
10	de	de	ADP	IL	O	12	case
11	la	le	DET	IL	O	12	det
12	Voulzie	Voulzie	PROPN	EL	O	9	nmod
13	par	par	ADP	O	O	15	case
14	des	un	DET	O	BU	15	det
15	solvants	solvant	NOUN	O	EU	4	nmod
16	chlorés	chlorer	VERB	O	EU	15	acl
17	,	,	PUNCT	O	O	15	punct
18	principalement	principalement	ADV	O	O	20	advmod
19	du	de	DET	O	O	20	det
20	trichloréthylène	trichloréthylène	NOUN	O	BS	15	appos
21	et	et	CCONJ	O	O	23	cc
22	du	de	DET	O	O	23	det
23	tétrachloroéthylène	tétrachloroéthylène	NOUN	O	BS	20	conj
24	.	.	PUNCT	O	O	4	punct


#Les teneurs en trichloroéthylène et en tétrachloroéthylène atteignent respectivement 5,5 mg/l et 1,03 mg/l à l’aval du site,
1	Les	le	DET	BO	O	2	det
2	teneurs	teneur	NOUN	EO	O	8	nsubj
3	en	en	ADP	O	O	4	case
4	trichloroéthylène	trichloroéthylène	NOUN	O	BS	2	nmod
5	et	et	CCONJ	O	O	7	cc
6	en	en	ADP	O	O	7	case
7	tétrachloroéthylène	tétrachloroéthylène	NOUN	O	BS	4	conj
8	atteignent	atteindre	VERB	O	O	8	ROOT
9	respectivement	respectivement	ADV	O	O	8	advmod
10	5,5	5,5	NUM	O	O	11	nummod
11	mg	milligramme	NOUN	O	O	8	obj
12	/	sur	ADP	O	O	13	case
13	l	l	NOUN	O	O	11	nmod
14	et	et	CCONJ	O	O	16	cc
15	1,03	1,03	NUM	O	O	16	nummod
16	mg	milligramme	NOUN	O	O	11	conj
17	/	sur	ADP	O	O	18	case
18	l	l	NOUN	O	O	16	nmod
19	à	à	ADP	O	O	21	case
20	l’	l’	DET	O	O	21	det
21	aval	aval	NOUN	BL	O	8	obl:mod
22	du	de	ADP	IL	O	23	case
23	site	site	NOUN	EL	O	21	nmod
24	,	,	PUNCT	O	O	8	punct


#- de la proximité de la Voulzie qui s’écoule à 125 mètres à l’aval du site et draine les eaux du site,
1	-	-	PUNCT	O	O	4	punct
2	de	de	ADP	O	O	4	case
3	la	le	DET	O	O	4	det
4	proximité	proximité	NOUN	O	O	4	ROOT
5	de	de	ADP	O	O	7	case
6	la	le	DET	BL	O	7	det
7	Voulzie	Voulzie	PROPN	EL	O	4	nmod
8	qui	qui	PRON	O	O	10	nsubj
9	s’	s’	PRON	O	O	10	expl:comp
10	écoule	écoule	VERB	O	O	4	acl:relcl
11	à	à	ADP	IL	O	13	case
12	125	125	NUM	IL	O	13	nummod
13	mètres	mètre	NOUN	IL	O	10	obl:mod
14	à	à	ADP	IL	O	16	case
15	l’	l’	DET	IL	O	16	det
16	aval	aval	NOUN	IL	O	10	obl:mod
17	du	de	ADP	IL	O	18	case
18	site	site	NOUN	EL	O	16	nmod
19	et	et	CCONJ	O	O	20	cc
20	draine	draine	VERB	BN	O	10	conj
21	les	le	DET	IN	O	22	det
22	eaux	eau	NOUN	EN	O	20	obj
23	du	de	ADP	IL	O	24	case
24	site	site	NOUN	EL	O	22	nmod
25	,	,	PUNCT	O	O	4	punct


#- de la présence d’un captage à usage AEP collectif, à 2,2 km à l’aval du site.
1	-	-	PUNCT	O	O	4	punct
2	de	de	ADP	O	O	4	case
3	la	le	DET	O	O	4	det
4	présence	présence	NOUN	O	O	4	ROOT
5	d’	d’	ADP	O	O	7	case
6	un	un	DET	BO	O	7	det
7	captage	captage	NOUN	EO	O	4	nmod
8	à	à	ADP	BA	O	9	case
9	usage	usage	NOUN	IA	O	7	nmod
10	AEP	aep	NOUN	IA	O	9	nmod
11	collectif	collectif	ADJ	EA	O	10	amod
12	,	,	PUNCT	O	O	4	punct
13	à	à	ADP	BL	O	15	case
14	2,2	2,2	NUM	IL	O	15	nummod
15	km	kilomètre	NOUN	IL	O	4	nmod
16	à	à	ADP	IL	O	18	case
17	l’	l’	DET	IL	O	18	det
18	aval	aval	NOUN	IL	O	15	nmod
19	du	de	ADP	IL	O	20	case
20	site	site	NOUN	EL	O	18	nmod
21	.	.	PUNCT	O	O	4	punct


#Un arrêté préfectoral du 7 juillet 2004 impose au liquidateur des prescriptions pour la surveillance des eaux de nappe des alluvions et de la nappe de la craie (analyses semestrielles).
1	Un	un	DET	BO	O	2	det
2	arrêté	arrêté	NOUN	IO	O	8	nsubj
3	préfectoral	préfectoral	ADJ	EO	O	2	amod
4	du	de	ADP	O	O	5	case
5	7	7	NUM	BT	O	2	nmod
6	juillet	juillet	NOUN	IT	O	5	nmod
7	2004	2004	NUM	ET	O	6	nmod
8	impose	impose	VERB	EN	O	8	ROOT
9	au	au	ADP	O	O	10	case
10	liquidateur	liquidateur	NOUN	O	O	8	obl:arg
11	des	un	DET	O	O	12	det
12	prescriptions	prescription	NOUN	O	O	8	obj
13	pour	pour	ADP	O	O	15	case
14	la	le	DET	BA	O	15	det
15	surveillance	surveillance	NOUN	EA	O	12	nmod
16	des	de	ADP	O	O	17	case
17	eaux	eau	NOUN	O	O	15	nmod
18	de	de	ADP	O	O	19	case
19	nappe	nappe	NOUN	O	O	17	nmod
20	des	de	ADP	O	O	21	case
21	alluvions	alluvion	NOUN	O	O	19	nmod
22	et	et	CCONJ	O	O	25	cc
23	de	de	ADP	O	O	25	case
24	la	le	DET	O	O	25	det
25	nappe	nappe	NOUN	O	O	21	conj
26	de	de	ADP	O	O	28	case
27	la	le	DET	O	O	28	det
28	craie	craie	NOUN	O	O	25	nmod
29	(	(	PUNCT	O	O	25	punct
30	analyses	analyse	NOUN	O	O	25	appos
31	semestrielles	semestriel	ADJ	O	O	30	amod
32	)	)	PUNCT	O	O	25	punct
33	.	.	PUNCT	O	O	15	punct


#Un arrêté préfectoral du 18 novembre 2004 impose au liquidateur des nouvelles conditions de surveillance du site.
1	Un	un	DET	BO	O	2	det
2	arrêté	arrêté	NOUN	IO	O	8	nsubj
3	préfectoral	préfectoral	ADJ	EO	O	2	amod
4	du	de	ADP	O	O	5	case
5	18	18	NUM	BT	O	2	nmod
6	novembre	novembre	NOUN	IT	O	5	nmod
7	2004	2004	NUM	ET	O	6	nmod
8	impose	impose	VERB	BN	O	8	ROOT
9	au	au	ADP	BO	O	10	case
10	liquidateur	liquidateur	NOUN	IO	O	8	obl:arg
11	des	un	DET	IO	O	13	det
12	nouvelles	nouveau	ADJ	IO	O	13	amod
13	conditions	condition	NOUN	EO	O	8	obj
14	de	de	ADP	IA	O	15	case
15	surveillance	surveillance	NOUN	IA	O	13	nmod
16	du	de	ADP	IA	O	17	case
17	site	site	NOUN	EA	O	15	nmod
18	.	.	PUNCT	O	O	8	punct


#Un arrêté préfectoral du 10 avril 2006 impose au liquidateur la mise en œuvre de différentes mesures visant à limiter l'accroissement de la pollution des eaux souterraines, à évaluer l'impact à l'extérieur du site pour les riverains et à définir les opérations de dépollution du site.
1	Un	un	DET	BO	O	2	det
2	arrêté	arrêté	NOUN	IO	O	8	nsubj
3	préfectoral	préfectoral	ADJ	EO	O	2	amod
4	du	de	ADP	O	O	5	case
5	10	10	NUM	BT	O	2	nmod
6	avril	avril	NOUN	IT	O	5	nmod
7	2006	2006	NUM	ET	O	6	nmod
8	impose	impose	VERB	EN	O	8	ROOT
9	au	au	ADP	O	O	10	case
10	liquidateur	liquidateur	NOUN	O	O	8	obl:arg
11	la	le	DET	BN	O	12	det
12	mise	mise	NOUN	IN	O	8	obj
13	en	en	ADP	IN	O	14	case
14	œuvre	œuvre	NOUN	EN	O	12	nmod
15	de	de	ADP	O	O	17	case
16	différentes	différents	DET	O	O	17	det
17	mesures	mesure	NOUN	O	O	12	nmod
18	visant	viser	VERB	O	O	17	acl
19	à	à	ADP	O	O	20	mark
20	limiter	limiter	VERB	BN	O	18	xcomp
21	l'	le	DET	BN	O	22	det
22	accroissement	accroissement	NOUN	IN	O	20	obj
23	de	de	ADP	IN	O	25	case
24	la	le	DET	BO	O	25	det
25	pollution	pollution	NOUN	IO	O	22	nmod
26	des	de	ADP	IO	O	27	case
27	eaux	eau	NOUN	IO	O	25	nmod
28	souterraines	souterrain	ADJ	EO	O	27	amod
29	,	,	PUNCT	O	O	31	punct
30	à	à	ADP	O	O	31	mark
31	évaluer	évaluer	VERB	O	O	20	conj
32	l'	le	DET	BO	O	33	det
33	impact	impact	NOUN	EO	O	31	obj
34	à	à	ADP	O	O	36	case
35	l'	le	DET	O	O	36	det
36	extérieur	extérieur	NOUN	O	O	33	nmod
37	du	de	ADP	O	O	38	case
38	site	site	NOUN	O	O	36	nmod
39	pour	pour	ADP	O	O	41	case
40	les	le	DET	O	O	41	det
41	riverains	riverain	NOUN	O	O	33	nmod
42	et	et	CCONJ	O	O	44	cc
43	à	à	ADP	O	O	44	mark
44	définir	définir	VERB	BN	O	31	conj
45	les	le	DET	BN	O	46	det
46	opérations	opération	NOUN	IN	O	44	obj
47	de	de	ADP	IN	O	48	case
48	dépollution	dépollution	NOUN	EN	O	46	nmod
49	du	de	ADP	O	O	50	case
50	site	site	NOUN	EN	O	48	nmod
51	.	.	PUNCT	O	O	8	punct


#L'ensemble immobilier a fait l'objet d'une vente le 21 septembre 2006.
1	L'	le	DET	BO	O	2	det
2	ensemble	ensemble	NOUN	IO	O	5	nsubj
3	immobilier	immobilier	ADJ	EO	O	2	amod
4	a	avoir	AUX	BR	O	5	aux:tense
5	fait	faire	VERB	IR	O	5	ROOT
6	l'	le	DET	IR	O	7	det
7	objet	objet	NOUN	IR	O	5	obj
8	d'	de	ADP	ER	O	10	case
9	une	un	DET	BN	O	10	det
10	vente	vente	NOUN	IN	O	5	obl:arg
11	le	le	DET	BT	O	12	det
12	21	21	NUM	IT	O	5	obl:mod
13	septembre	septembre	NOUN	IT	O	12	nmod
14	2006	2006	NUM	ET	O	13	nmod
15	.	.	NUM	ET	O	5	punct


#Un arrêté préfectoral de mise en demeure a été pris en date du 28 décembre 2006 demandant au liquidateur judiciaire de respecter l'arrêté du 10 avril 2006 pour ce qui concerne les opérations de mise en sécurité vis-à-vis des tiers.
1	Un	un	DET	BO	O	2	det
2	arrêté	arrêté	NOUN	IO	O	10	nsubj:pass
3	préfectoral	préfectoral	ADJ	IO	O	2	amod
4	de	de	ADP	IO	O	5	case
5	mise	mise	NOUN	IO	O	2	nmod
6	en	en	ADP	IO	O	7	case
7	demeure	demeure	NOUN	EO	O	5	nmod
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	pris	prendre	VERB	EN	O	10	ROOT
11	en	en	ADP	BT	O	12	case
12	date	date	NOUN	IT	O	10	obl:arg
13	du	de	ADP	IT	O	14	case
14	28	28	NUM	IT	O	12	nmod
15	décembre	décembre	NOUN	IT	O	14	nmod
16	2006	2006	NUM	ET	O	15	nmod
17	demandant	demander	VERB	O	O	10	advcl
18	au	au	ADP	O	O	19	case
19	liquidateur	liquidateur	NOUN	O	O	17	obl:arg
20	judiciaire	judiciaire	ADJ	O	O	19	amod
21	de	de	ADP	O	O	22	mark
22	respecter	respecter	VERB	O	O	17	xcomp
23	l'	le	DET	O	O	24	det
24	arrêté	arrêté	NOUN	O	O	22	obj
25	du	de	ADP	O	O	26	case
26	10	10	NUM	BT	O	24	nmod
27	avril	avril	NOUN	IT	O	26	nmod
28	2006	2006	NUM	ET	O	27	nmod
29	pour	pour	ADP	O	O	34	case
30	ce	ce	PRON	O	O	29	fixed
31	qui	qui	PRON	O	O	29	fixed
32	concerne	concerne	VERB	O	O	29	fixed
33	les	le	DET	BN	O	34	det
34	opérations	opération	NOUN	IN	O	22	obl:mod
35	de	de	ADP	IN	O	36	case
36	mise	mise	NOUN	IN	O	34	nmod
37	en	en	ADP	IN	O	38	case
38	sécurité	sécurité	NOUN	EN	O	36	nmod
39	vis-à-vis	vis-à-vis	ADV	BR	O	34	advmod
40	des	de	ADP	O	O	41	case
41	tiers	tiers	NOUN	O	O	39	dep
42	.	.	PUNCT	O	O	10	punct


#Un arrêté préfectoral de consignation à l'encontre de l'adjudicateur judiciaire de la Société Mueller Europe, a été pris en date du 11 mai 2007, correspondant aux travaux de détermination des concentrations en polluants dans les eaux souterraines à l'extérieur du site dans la zone d'extension du panache de pollution et du recensement des usages des eaux souterraines et habitations dans cette zone, afin de s'assurer de l'absence de risques pour les tiers du fait de la pollution des eaux souterraines.
1	Un	un	DET	BO	O	2	det
2	arrêté	arrêté	NOUN	IO	O	21	nsubj:pass
3	préfectoral	préfectoral	ADJ	EO	O	2	amod
4	de	de	ADP	O	O	5	case
5	consignation	consignation	NOUN	O	O	2	nmod
6	à	à	ADP	O	O	8	case
7	l'	le	DET	O	O	8	det
8	encontre	encontre	NOUN	O	O	5	nmod
9	de	de	ADP	O	O	11	case
10	l'	le	DET	BO	O	11	det
11	adjudicateur	adjudicateur	NOUN	IO	O	8	nmod
12	judiciaire	judiciaire	ADJ	EN	O	11	amod
13	de	de	ADP	O	O	15	case
14	la	le	DET	BO	BI	15	det
15	Société	société	NOUN	IO	II	11	nmod
16	Mueller	Mueller	PROPN	IO	EI	15	nmod
17	Europe	Europe	PROPN	EO	EI	15	nmod
