
#91.0026
#L\'activité du site était dédiée à la fabrication de joints.
1	L\'activité	l\'activité	DET	IO	O	5	nsubj:pass
21	société	société	NOUN	IO	II	18	nmod
22	MAJAC	MAJAC	PROPN	IO	EI	21	flat:name
23	,	,	PUNCT	O	O	21	punct
24	ancien	ancien	ADJ	O	O	25	amod
25	fournisseur	fournisseur	NOUN	O	O	21	appos
26	de	de	ADP	O	O	27	case
27	SOFAJOINT	SOFAJOINT	PROPN	EO	EI	25	nmod
28	,	,	PUNCT	O	O	14	punct
29	et	et	CCONJ	O	O	31	cc
30	a	avoir	AUX	O	O	31	aux:tense
31	insisté	insister	VERB	O	O	14	conj
32	sur	sur	ADP	O	O	34	case
33	l’	l’	DET	O	O	34	det
34	impossibilité	impossibilité	NOUN	O	O	31	obl:arg
35	d’	d’	ADP	O	O	36	mark
36	enfouir	enfouir	VERB	O	O	34	acl
37	des	un	DET	O	BD	38	det
38	déchets	déchet	NOUN	O	ED	36	obj
39	.	.	PUNCT	O	O	8	punct


#L\'inspection des installations classées a conclu au regard des éléments fournis par l\'expoitant que le site n\'avait pas besoin d\'action complémentaire.
1	L\'inspection	l\'inspection	DET	IO	O	6	nsubj
2	des	de	ADP	IO	O	3	case
3	installations	installation	NOUN	IO	O	1	nmod
4	classées	classer	VERB	EO	O	3	acl
5	a	avoir	AUX	O	O	6	aux:tense
6	conclu	conclure	VERB	O	O	6	ROOT
7	au	au	ADP	O	O	8	case
8	regard	regard	NOUN	O	O	6	obl:mod
9	des	de	ADP	O	O	10	case
10	éléments	élément	NOUN	O	O	8	nmod
11	fournis	fournir	VERB	O	O	10	acl
12	par	par	ADP	O	O	13	case
13	l\'expoitant	l\'expoitant	NOUN	BO	O	11	obl:agent
14	que	que	SCONJ	O	O	19	mark
15	le	le	DET	BO	O	16	det
16	site	site	NOUN	EO	O	19	nsubj
17	n\'avait	n\'avait	ADV	BO	O	18	advmod
18	pas	pas	ADV	IO	O	16	amod
19	besoin	besoin	NOUN	IO	O	13	ccomp
20	d\'action	d\'action	ADP	IO	O	20	ROOT
21	complémentaire	complémentaire	ADJ	EO	O	20	amod
22	.	.	PUNCT	O	O	22	ROOT


#93.0067
#La société ECLAIR DAIM a exercé de 1985 à 2004 des activités de nettoyage de cuir, daim, fourrures sur 2 endroits situés de part et d’autre de la rue Philippe Lalouette (n°29/31 et 28).
1	La	le	DET	BO	BI	2	det
2	société	société	NOUN	IO	II	6	nsubj
3	ECLAIR	ECLAIR	PROPN	IO	EI	2	appos
4	DAIM	DAIM	PROPN	EO	EI	3	flat:name
5	a	avoir	AUX	BR	O	6	aux:tense
6	exercé	exercer	VERB	IR	O	6	ROOT
7	de	de	ADP	BT	O	8	case
8	1985	1985	NUM	IT	O	6	obl:mod
9	à	à	ADP	IT	O	10	case
10	2004	2004	NUM	ET	O	8	nmod
11	des	un	DET	BA	O	12	det
12	activités	activité	NOUN	IA	O	6	obj
13	de	de	ADP	IA	O	14	case
14	nettoyage	nettoyage	NOUN	IA	O	12	nmod
15	de	de	ADP	IA	O	16	case
16	cuir	cuir	NOUN	IA	O	14	nmod
17	,	,	PUNCT	IA	O	18	punct
18	daim	daim	NOUN	EA	O	16	conj
19	,	,	PUNCT	O	O	20	punct
20	fourrures	fourrure	NOUN	O	O	12	conj
21	sur	sur	ADP	O	O	23	case
22	2	2	NUM	BO	O	23	nummod
23	endroits	endroit	NOUN	EO	O	6	obl:mod
24	situés	situer	VERB	BL	O	23	acl
25	de	de	ADP	BL	O	26	case
26	part	part	NOUN	O	O	24	obl:mod
27	et	et	CCONJ	O	O	28	cc
28	d’	d’	ADP	O	O	29	case
29	autre	autre	NOUN	O	O	26	nmod
30	de	de	ADP	O	O	32	case
31	la	le	DET	BL	O	32	det
32	rue	rue	NOUN	BL	O	26	nmod
33	Philippe	Philippe	PROPN	IL	O	32	appos
34	Lalouette	Lalouette	PROPN	IL	O	33	flat:name
35	(	(	PUNCT	IL	O	32	punct
36	n°	numéro	NOUN	IL	O	32	nmod
37	29/31	29/31	NUM	IL	O	36	nmod
38	et	et	CCONJ	IL	O	39	cc
39	28	28	NUM	EL	O	36	conj
40	)	)	PUNCT	O	O	6	punct
41	.	.	PUNCT	O	O	6	punct


#Ces activités relevaient du régime de l'autorisation au titre de la législation relative aux installations classées.
1	Ces	ce	DET	BO	O	2	det
2	activités	activité	NOUN	EO	O	3	nsubj
3	relevaient	relever	VERB	BR	O	3	ROOT
4	du	de	ADP	BR	O	5	case
5	régime	régime	NOUN	IR	O	3	obl:arg
6	de	de	ADP	ER	O	8	case
7	l'	le	DET	BO	O	8	det
8	autorisation	autorisation	NOUN	EO	O	5	nmod
9	au	au	ADP	O	O	10	case
10	titre	titre	NOUN	O	O	3	obl:mod
11	de	de	ADP	O	O	13	case
12	la	le	DET	O	O	13	det
13	législation	législation	NOUN	O	O	10	nmod
14	relative	relatif	ADJ	O	O	13	amod
15	aux	à	ADP	O	O	16	case
16	installations	installation	NOUN	O	O	14	obl:arg
17	classées	classer	VERB	O	O	16	acl
18	.	.	PUNCT	O	O	3	punct


#Par jugement du 30 septembre 2003, le tribunal de commerce de Bobigny a prononcé la liquidation judiciaire de la société et nommé un mandataire-liquidateur.
1	Par	par	ADP	O	O	2	case
2	jugement	jugement	NOUN	O	O	15	obl:mod
3	du	de	ADP	O	O	4	case
4	30	30	NUM	IT	O	2	nmod
5	septembre	septembre	NOUN	IT	O	4	nmod
6	2003	2003	PUNCT	ET	O	5	nmod
7	,	,	PUNCT	ET	O	15	punct
8	le	le	DET	BO	BI	9	det
9	tribunal	tribunal	NOUN	IO	II	15	nsubj
10	de	de	ADP	IO	II	11	case
11	commerce	commerce	NOUN	EO	II	9	nmod
12	de	de	ADP	O	II	13	case
13	Bobigny	Bobigny	PROPN	O	EI	9	nmod
14	a	avoir	AUX	BN	O	15	aux:tense
15	prononcé	prononcer	VERB	IN	O	15	ROOT
16	la	le	DET	IN	O	17	det
17	liquidation	liquidation	NOUN	IN	O	15	obj
18	judiciaire	judiciaire	ADJ	EN	O	17	amod
19	de	de	ADP	O	O	21	case
20	la	le	DET	BO	O	21	det
21	société	société	NOUN	EO	O	17	nmod
22	et	et	CCONJ	O	O	23	cc
23	nommé	nommer	VERB	EN	O	15	conj
24	un	un	DET	BO	O	25	det
25	mandataire	mandataire	NOUN	IO	O	23	obj
26	-	-	NOUN	EO	O	23	obj
27	liquidateur	liquidateur	NOUN	EO	O	23	obj
28	.	.	PUNCT	O	O	15	punct


#La déclaration de cessation d'activité a été faite le 21 juin 2004 par le mandataire-liquidateur pour le seul local du n°28.
1	La	le	DET	BN	O	2	det
2	déclaration	déclaration	NOUN	IN	O	9	nsubj:pass
3	de	de	ADP	IN	O	4	case
4	cessation	cessation	NOUN	IN	O	2	nmod
5	d'	de	ADP	IN	O	6	case
6	activité	activité	NOUN	EN	O	4	nmod
7	a	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	faite	faire	VERB	EN	O	9	ROOT
10	le	le	DET	BT	O	11	det
11	21	21	NUM	IT	O	9	obl:mod
12	juin	juin	NOUN	IT	O	11	nmod
13	2004	2004	NUM	ET	O	12	nmod
14	par	par	ADP	O	O	16	case
15	le	le	DET	BO	O	16	det
16	mandataire	mandataire	NOUN	IO	O	9	obl:agent
17	-	-	NOUN	IO	O	9	punct
18	liquidateur	liquidateur	NOUN	IO	O	9	punct
19	pour	pour	ADP	O	O	22	case
20	le	le	DET	O	O	22	det
21	seul	seul	ADJ	O	O	22	amod
22	local	local	NOUN	BL	O	9	obl:mod
23	du	de	ADP	IL	O	24	case
24	n°	numéro	NOUN	IL	O	22	nmod
25	28	28	NUM	EL	O	24	nummod
26	.	.	PUNCT	O	O	9	punct


#Le site est entouré de pavillons d'habitations de part et d'autre des 2 bâtiments anciennement exploités par la société Eclair Daim.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	entouré	entourer	VERB	IL	O	4	ROOT
5	de	de	ADP	IL	O	6	case
6	pavillons	pavillon	NOUN	IL	O	4	obl:agent
7	d'	de	ADP	O	O	8	case
8	habitations	habitation	NOUN	BO	O	6	nmod
9	de	de	ADP	O	O	10	case
10	part	part	NOUN	O	O	6	nmod
11	et	et	CCONJ	O	O	12	cc
12	d'	de	ADP	O	O	13	case
13	autre	autre	NOUN	O	O	10	nmod
14	des	de	ADP	O	O	16	case
15	2	2	NUM	BO	O	16	nummod
16	bâtiments	bâtiment	NOUN	EO	O	10	nmod
17	anciennement	anciennement	ADV	BR	O	18	advmod
18	exploités	exploiter	VERB	BN	O	16	acl
19	par	par	ADP	ER	O	21	case
20	la	le	DET	BO	BI	21	det
21	société	société	NOUN	IO	II	18	obl:agent
22	Eclair	Eclair	PROPN	IO	EI	21	appos
23	Daim	Daim	PROPN	EO	EI	22	flat:name
24	.	.	PUNCT	O	O	4	punct


#En 2005, dans le cadre de la cessation d'activité, environ 5 tonnes de déchets dangereux ont été évacués par le représentant de l'exploitant dans le cadre de la mise en sécurité du site.
1	En	en	ADP	BT	O	2	case
2	2005	2005	PUNCT	ET	O	21	obl:mod
3	,	,	PUNCT	ET	O	21	punct
4	dans	dans	ADP	BR	O	6	case
5	le	le	DET	IR	O	6	det
6	cadre	cadre	NOUN	IR	O	21	obl:mod
7	de	de	ADP	ER	O	9	case
8	la	le	DET	BN	O	9	det
9	cessation	cessation	NOUN	BN	O	6	nmod
10	d'	de	ADP	IN	O	11	case
11	activité	activité	NOUN	EN	O	9	nmod
12	,	,	PUNCT	O	O	21	punct
13	environ	environ	ADV	O	O	15	advmod
14	5	5	NUM	BO	O	15	nummod
15	tonnes	tonne	NOUN	IO	O	21	nsubj:pass
16	de	de	ADP	IO	O	17	case
17	déchets	déchet	NOUN	IO	BU	15	nmod
18	dangereux	dangereux	ADJ	EO	EU	17	amod
19	ont	avoir	AUX	BN	O	21	aux:tense
20	été	être	AUX	IN	O	21	aux:pass
21	évacués	évacuer	VERB	EN	O	21	ROOT
22	par	par	ADP	BO	O	24	case
23	le	le	DET	BO	O	24	det
24	représentant	représentant	NOUN	BO	O	21	obl:agent
25	de	de	ADP	O	O	27	case
26	l'	le	DET	BO	O	27	det
27	exploitant	exploitant	NOUN	EO	O	24	nmod
28	dans	dans	ADP	BR	O	30	case
29	le	le	DET	IR	O	30	det
30	cadre	cadre	NOUN	IR	O	21	obl:mod
31	de	de	ADP	ER	O	33	case
32	la	le	DET	BN	O	33	det
33	mise	mise	NOUN	IN	O	30	nmod
34	en	en	ADP	IN	O	35	case
35	sécurité	sécurité	NOUN	EN	O	33	nmod
36	du	de	ADP	O	O	37	case
37	site	site	NOUN	O	O	33	nmod
38	.	.	PUNCT	O	O	21	punct


#Des diagnostics de sols ont été transmis pour le numéro 28, les autres parcelles n'ont pas été investiguées malgré les demandes de l'inspection des installations classées.
1	Des	un	DET	BN	O	2	det
2	diagnostics	diagnostic	NOUN	IN	O	7	nsubj:pass
3	de	de	ADP	IN	O	4	case
4	sols	sol	NOUN	EN	O	2	nmod
5	ont	avoir	AUX	BN	O	7	aux:tense
6	été	être	AUX	IN	O	7	aux:pass
7	transmis	transmettre	VERB	EN	O	7	ROOT
8	pour	pour	ADP	O	O	10	case
9	le	le	DET	BO	O	10	det
10	numéro	numéro	NOUN	IO	O	7	obl:mod
11	28	28	NUM	EO	O	10	nummod
12	,	,	PUNCT	O	O	7	punct
13	les	le	DET	O	O	15	det
14	autres	autre	ADJ	O	O	15	amod
15	parcelles	parcelle	NOUN	O	O	20	nsubj:pass
16	n'	n'	ADV	O	O	20	advmod
17	ont	avoir	AUX	BN	O	20	aux:tense
18	pas	pas	ADV	IN	O	20	advmod
19	été	être	AUX	IN	O	20	aux:pass
20	investiguées	investiguer	VERB	EN	O	7	advcl
21	malgré	malgré	ADP	O	O	23	case
22	les	le	DET	O	O	23	det
23	demandes	demande	NOUN	O	O	20	obl:mod
24	de	de	ADP	O	O	26	case
25	l'	le	DET	O	O	26	det
26	inspection	inspection	NOUN	O	O	23	nmod
27	des	de	ADP	O	O	28	case
28	installations	installation	NOUN	O	O	26	nmod
29	classées	classer	VERB	O	O	28	acl
30	.	.	PUNCT	O	O	7	punct


#Au numéro 28, les terres identifiées polluées au tétrachloréthylène (PCE) ont été excavées en partie.
1	Au	au	ADP	O	O	2	case
2	numéro	numéro	NOUN	O	O	16	obl:mod
3	28	28	NUM	O	O	2	nummod
4	,	,	PUNCT	O	O	16	punct
5	les	le	DET	BO	O	6	det
6	terres	terre	NOUN	IO	O	16	nsubj:pass
7	identifiées	identifier	VERB	IO	O	6	acl
8	polluées	polluer	VERB	EO	O	7	xcomp
9	au	au	ADP	O	O	10	case
10	tétrachloréthylène	tétrachloréthylène	NOUN	O	BS	8	obl:arg
11	(	(	PUNCT	O	O	10	punct
12	PCE	pce	NOUN	O	BS	10	appos
13	)	)	PUNCT	O	O	10	punct
14	ont	avoir	AUX	BN	O	16	aux:tense
15	été	être	AUX	IN	O	16	aux:pass
16	excavées	excaver	VERB	EN	O	16	ROOT
17	en	en	ADP	IN	O	18	case
18	partie	partie	NOUN	EN	O	16	obl:mod
19	.	.	PUNCT	O	O	16	punct


#Une dalle de ciment de 15 cm a été coulée sur la totalité de la surface de l'ancien atelier et un revêtement de sol a été posé.
1	Une	un	DET	BO	O	2	det
2	dalle	dalle	NOUN	IO	O	10	nsubj:pass
3	de	de	ADP	IO	O	4	case
4	ciment	ciment	NOUN	EO	O	2	nmod
5	de	de	ADP	O	O	7	case
6	15	15	NUM	O	O	7	nummod
7	cm	cm	NOUN	O	O	2	nmod
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	coulée	couler	VERB	EN	O	10	ROOT
11	sur	sur	ADP	O	O	13	case
12	la	le	DET	O	O	13	det
13	totalité	totalité	NOUN	O	O	10	obl:mod
14	de	de	ADP	O	O	16	case
15	la	le	DET	O	O	16	det
16	surface	surface	NOUN	O	O	13	nmod
17	de	de	ADP	O	O	20	case
18	l'	le	DET	O	O	20	det
19	ancien	ancien	ADJ	O	O	20	amod
20	atelier	atelier	NOUN	O	O	16	nmod
21	et	et	CCONJ	O	O	28	cc
22	un	un	DET	BO	O	23	det
23	revêtement	revêtement	NOUN	IO	O	28	nsubj:pass
24	de	de	ADP	IO	O	25	case
25	sol	sol	NOUN	EO	O	23	nmod
26	a	avoir	AUX	BN	O	28	aux:tense
27	été	être	AUX	IN	O	28	aux:pass
28	posé	poser	VERB	EN	O	10	conj
29	.	.	PUNCT	O	O	10	punct


#L'étude sur l'évaluation des risques de janvier 2007 concluait à des valeurs de risques inférieures aux valeurs de référence pour un usage de bureau.
1	L'	le	DET	BN	O	2	det
2	étude	étude	NOUN	EN	O	11	nsubj
3	sur	sur	ADP	O	O	5	case
4	l'	le	DET	O	O	5	det
5	évaluation	évaluation	NOUN	BN	O	2	nmod
6	des	de	ADP	IN	O	7	case
7	risques	risque	NOUN	EN	O	5	nmod
8	de	de	ADP	BT	O	9	case
9	janvier	janvier	NOUN	IT	O	2	nmod
10	2007	2007	NUM	ET	O	9	nmod
11	concluait	conclure	VERB	O	O	11	ROOT
12	à	à	ADP	O	O	14	case
13	des	un	DET	O	O	14	det
