
#69.0079
#Localisation, réseau hydrographique, géologie et hydrogéologie
1	Localisation	localisation	NOUN	O	O	1	ROOT
3	est	être	AUX	BN	O	4	aux:pass
4	positionné	positionner	VERB	IN	O	4	ROOT
5	à	à	ADP	IL	O	7	case
6	200	200	NUM	IL	O	7	nummod
7	m	m	NOUN	IL	O	4	obl:arg
8	à	à	ADP	IL	O	10	case
9	l'	le	DET	IL	O	10	det
10	est	est	NOUN	IL	O	4	obl:mod
11	des	de	ADP	IL	O	12	case
12	limites	limite	NOUN	IL	O	4	obl:arg
13	de	de	ADP	IL	O	15	case
14	l'	le	DET	IL	O	15	det
15	emprise	emprise	NOUN	IL	O	12	nmod
16	du	de	ADP	IL	O	17	case
17	site	site	NOUN	EL	O	15	nmod
18	,	,	PUNCT	O	O	4	punct
19	il	il	PRON	O	O	21	nsubj
20	s'	se	PRON	O	O	21	expl:comp
21	écoule	écoule	VERB	O	O	4	advcl
22	du	de	ADP	O	O	23	case
23	nord	nord	NOUN	IL	O	21	obl:arg
24	au	au	ADP	IL	O	25	case
25	sud	sud	NOUN	EL	O	23	nmod
26	.	.	PUNCT	O	O	21	punct


#La Mouche n'a aucune relation avec la nappe au droit du site.
1	La	le	DET	O	BI	2	det
2	Mouche	Mouche	PROPN	O	EI	4	nsubj
3	n'	n'	ADV	O	O	4	advmod
4	a	avoir	VERB	O	O	4	ROOT
5	aucune	aucun	DET	O	O	6	det
6	relation	relation	NOUN	O	O	4	obj
7	avec	avec	ADP	O	O	9	case
8	la	le	DET	O	O	9	det
9	nappe	nappe	NOUN	O	O	6	nmod
10	au	au	ADP	O	O	11	case
11	droit	droit	NOUN	O	O	6	nmod
12	du	de	ADP	O	O	13	case
13	site	site	NOUN	O	O	11	nmod
14	.	.	PUNCT	O	O	4	punct


#Le site est constitué de remblais sur une épaisseur de 2,5 à 8 m, puis des alluvions récentes du Rhône, sur une épaisseur variant entre 10 et 35 m.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	O	O	4	aux:pass
4	constitué	constituer	VERB	O	O	4	ROOT
5	de	de	ADP	O	O	6	case
6	remblais	remblai	NOUN	O	O	4	obl:arg
7	sur	sur	ADP	O	O	9	case
8	une	un	DET	O	O	9	det
9	épaisseur	épaisseur	NOUN	O	O	6	nmod
10	de	de	ADP	O	O	14	case
11	2,5	2,5	NUM	O	O	14	nummod
12	à	à	ADP	O	O	13	case
13	8	8	NUM	O	O	11	nmod
14	m	m	NOUN	O	O	9	nmod
15	,	,	PUNCT	O	O	6	punct
16	puis	puis	CCONJ	O	O	18	cc
17	des	de	ADP	O	O	18	case
18	alluvions	alluvion	NOUN	BN	O	6	conj
19	récentes	récent	ADJ	IL	O	18	amod
20	du	de	ADP	IL	O	21	case
21	Rhône	Rhône	PROPN	EL	O	18	nmod
22	,	,	PUNCT	O	O	4	punct
23	sur	sur	ADP	O	O	25	case
24	une	un	DET	O	O	25	det
25	épaisseur	épaisseur	NOUN	O	O	4	obl:mod
26	variant	varier	VERB	O	O	25	acl
27	entre	entre	ADP	O	O	31	case
28	10	10	NUM	O	O	31	nummod
29	et	et	CCONJ	O	O	30	cc
30	35	35	NUM	O	O	28	conj
31	m.	m.	PUNCT	O	O	26	obl:arg


#e substratum de ces alluvions est constitué de formations mollasiques.
1	e	e	PUNCT	O	O	2	det
2	substratum	substratum	NOUN	O	O	7	nsubj:pass
3	de	de	ADP	O	O	5	case
4	ces	ce	DET	O	O	5	det
5	alluvions	alluvion	NOUN	O	O	2	nmod
6	est	être	AUX	O	O	7	aux:pass
7	constitué	constituer	VERB	O	O	7	ROOT
8	de	de	ADP	O	O	9	case
9	formations	formation	NOUN	O	O	7	obl:agent
10	mollasiques	mollasique	ADJ	O	O	9	amod
11	.	.	PUNCT	O	O	7	punct


#Une nappe d'eau souterraine d'accompagnement du Rhône se trouve au droit du site à une profondeur comprise entre 6,5 et 10,5 m, et une cote en hautes eaux comprises entre 155,65 et 157 m NGF.
1	Une	un	DET	O	O	2	det
2	nappe	nappe	NOUN	O	O	11	nsubj
3	d'	de	ADP	O	O	4	case
4	eau	eau	NOUN	O	O	2	nmod
5	souterraine	souterrain	ADJ	O	O	4	amod
6	d'	de	ADP	O	O	7	case
7	accompagnement	accompagnement	NOUN	BL	O	4	nmod
8	du	de	ADP	IL	O	9	case
9	Rhône	Rhône	PROPN	EL	O	7	nmod
10	se	se	PRON	BL	O	11	expl:comp
11	trouve	trouve	VERB	IL	O	11	ROOT
12	au	au	ADP	IL	O	13	case
13	droit	droit	NOUN	IL	O	11	obl:arg
14	du	de	ADP	IL	O	15	case
15	site	site	NOUN	EL	O	13	nmod
16	à	à	ADP	O	O	18	case
17	une	un	DET	O	O	18	det
18	profondeur	profondeur	NOUN	O	O	11	obl:mod
19	comprise	comprendre	VERB	O	O	18	acl
20	entre	entre	ADP	O	O	21	case
21	6,5	6,5	NUM	O	O	24	nummod
22	et	et	CCONJ	O	O	23	cc
23	10,5	10,5	NUM	O	O	24	nummod
24	m	m	NOUN	O	O	19	obj
25	,	,	PUNCT	O	O	11	punct
26	et	et	CCONJ	O	O	28	cc
27	une	un	DET	BO	O	28	det
28	cote	cote	NOUN	IN	O	11	conj
29	en	en	ADP	IN	O	31	case
30	hautes	haut	ADJ	IN	O	31	amod
31	eaux	eau	NOUN	EN	O	28	nmod
32	comprises	comprendre	VERB	O	O	28	acl
33	entre	entre	ADP	O	O	34	case
34	155,65	155,65	NUM	O	O	32	obl:arg
35	et	et	CCONJ	O	O	37	cc
36	157	157	NUM	O	O	37	nummod
37	m	m	NOUN	O	O	34	conj
38	NGF	ngf	NOUN	O	O	37	nmod
39	.	.	PUNCT	O	O	11	punct


#L'écoulement des eaux est orienté in fine vers le Rhône, qui constitue l'exutoire de la nappe, du sud-ouest vers le nord-est pour la partie sud à restituer au Grand Lyon par Fillot TP, et ouest-est dans la partie nord du site.
1	L'	le	DET	O	O	2	det
2	écoulement	écoulement	NOUN	O	O	6	nsubj:pass
3	des	de	ADP	O	O	4	case
4	eaux	eau	NOUN	O	O	2	nmod
5	est	être	AUX	O	O	6	aux:pass
6	orienté	orienter	VERB	O	O	6	ROOT
7	in	in	X	O	O	6	advmod
8	fine	fine	X	BO	O	7	fixed
9	vers	vers	ADP	BL	O	11	case
10	le	le	DET	IL	O	11	det
11	Rhône	Rhône	PROPN	EL	O	6	obl:arg
12	,	,	PUNCT	O	O	11	punct
13	qui	qui	PRON	O	O	14	nsubj
14	constitue	constitue	VERB	O	O	11	acl:relcl
15	l'	le	DET	O	O	16	det
16	exutoire	exutoire	NOUN	O	O	14	obj
17	de	de	ADP	O	O	19	case
18	la	le	DET	O	O	19	det
19	nappe	nappe	NOUN	O	O	16	nmod
20	,	,	PUNCT	O	O	16	punct
21	du	de	ADP	O	O	22	case
22	sud-ouest	sud-ouest	NOUN	IN	O	16	nmod
23	vers	vers	ADP	BL	O	25	case
24	le	le	DET	IL	O	25	det
25	nord-est	nord-est	NOUN	IL	O	22	nmod
26	pour	pour	ADP	O	O	28	case
27	la	le	DET	BO	O	28	det
28	partie	partie	NOUN	IO	O	16	nmod
29	sud	sud	ADJ	EO	O	28	amod
30	à	à	ADP	O	O	31	mark
31	restituer	restituer	VERB	O	O	28	acl
32	au	au	ADP	BL	O	34	case
33	Grand	grand	ADJ	IL	BI	34	amod
34	Lyon	Lyon	PROPN	EL	EI	31	obl:arg
35	par	par	ADP	O	O	36	case
36	Fillot	Fillot	PROPN	O	EI	31	obl:agent
37	TP	TP	PROPN	O	EI	36	flat:name
38	,	,	PUNCT	O	O	31	punct
39	et	et	CCONJ	O	O	40	cc
40	ouest-est	ouest-est	NOUN	BO	O	31	conj
41	dans	dans	ADP	BL	O	43	case
42	la	le	DET	IL	O	43	det
43	partie	partie	NOUN	IL	O	40	dep
44	nord	nord	NUM	IL	O	43	nmod
45	du	de	ADP	IL	O	46	case
46	site	site	NOUN	EL	O	43	nmod
47	.	.	PUNCT	O	O	6	punct


#Le site est situé en dehors de toute zone d'alimentation en eau potable et industrielle.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	situé	situer	VERB	IL	O	4	ROOT
5	en	en	ADP	IL	O	4	advmod
6	dehors	dehors	ADV	IL	O	5	fixed
7	de	de	ADP	IL	O	9	case
8	toute	tout	DET	IL	O	9	det
9	zone	zone	NOUN	IL	O	5	dep
10	d'	de	ADP	IL	O	11	case
11	alimentation	alimentation	NOUN	IL	O	9	nmod
12	en	en	ADP	IA	O	13	case
13	eau	eau	NOUN	IA	O	11	nmod
14	potable	potable	ADJ	O	O	13	amod
15	et	et	CCONJ	O	O	16	cc
16	industrielle	industriel	ADJ	O	O	14	conj
17	.	.	PUNCT	O	O	4	punct


#Historique :
1	Historique	historique	ADJ	O	O	1	ROOT
2	:	:	PUNCT	O	O	1	punct


#La société PECHINEY UGINE KUHLMANN (PUK) a exercé sur le site une activité de production de produits chimiques à partir des années 1970.
1	La	le	DET	BO	BI	2	det
2	société	société	NOUN	IO	II	10	nsubj
3	PECHINEY	PECHINEY	PROPN	EO	EI	2	appos
4	UGINE	UGINE	PROPN	BO	EI	3	appos
5	KUHLMANN	KUHLMANN	PROPN	EO	EI	4	flat:name
6	(	(	PUNCT	O	O	2	punct
7	PUK	PUK	PROPN	O	BI	2	appos
8	)	)	PUNCT	O	O	2	punct
9	a	avoir	AUX	BR	O	10	aux:tense
10	exercé	exercer	VERB	IR	O	10	ROOT
11	sur	sur	ADP	ER	O	13	case
12	le	le	DET	BO	O	13	det
13	site	site	NOUN	EO	O	10	obl:mod
14	une	un	DET	BA	O	15	det
15	activité	activité	NOUN	IA	O	10	obj
16	de	de	ADP	IA	O	17	case
17	production	production	NOUN	IA	O	15	nmod
18	de	de	ADP	IA	O	19	case
19	produits	produit	NOUN	IA	BU	17	nmod
20	chimiques	chimique	ADJ	EA	EU	19	amod
21	à	à	ADP	BT	O	10	advmod
22	partir	partir	VERB	IT	O	21	fixed
23	des	de	ADP	IT	O	24	case
24	années	année	NOUN	IT	O	21	dep
25	1970	1970	NUM	ET	O	24	nummod
26	.	.	PUNCT	O	O	10	punct


#Elle bénéficiait d'un arrêté préfectoral complémentaire du 23/11/1981.
1	Elle	lui	PRON	BO	O	2	nsubj
2	bénéficiait	bénéficier	VERB	IN	O	2	ROOT
3	d'	de	ADP	IN	O	5	case
4	un	un	DET	BO	O	5	det
5	arrêté	arrêté	NOUN	IO	O	2	obl:arg
6	préfectoral	préfectoral	ADJ	EO	O	5	amod
7	complémentaire	complémentaire	ADJ	O	O	5	amod
8	du	de	ADP	O	O	9	case
9	23/11/1981	23/11/1981	NOUN	IT	O	5	nmod
10	.	.	PUNCT	ET	O	2	punct


#La société PUK a été dissoute et ses terrains d'Irigny et Pierre-Bénite ont été vendus à la Communauté Urbaine de Lyon par actes du 9/06/1986 et 04/07/1986.
1	La	le	DET	BO	BI	2	det
2	société	société	NOUN	IO	II	6	nsubj:pass
3	PUK	PUK	PROPN	EO	EI	2	nmod
4	a	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	dissoute	dissoudre	VERB	EN	O	6	ROOT
7	et	et	CCONJ	O	O	16	cc
8	ses	son	DET	BO	O	9	det
9	terrains	terrain	NOUN	IO	O	16	nsubj:pass
10	d'	de	ADP	IL	O	11	case
11	Irigny	Irigny	PROPN	IL	O	9	nmod
12	et	et	CCONJ	IL	O	13	cc
13	Pierre-Bénite	Pierre-Bénite	PROPN	IL	O	11	conj
14	ont	avoir	AUX	BN	O	16	aux:tense
15	été	être	AUX	IN	O	16	aux:pass
16	vendus	vendre	VERB	EN	O	6	conj
17	à	à	ADP	O	O	19	case
18	la	le	DET	BO	BI	19	det
19	Communauté	communauté	NOUN	BO	II	16	obl:arg
20	Urbaine	urbain	ADJ	IO	EI	19	amod
21	de	de	ADP	IL	O	22	case
22	Lyon	Lyon	PROPN	EL	O	19	nmod
23	par	par	ADP	O	O	24	case
24	actes	acte	NOUN	O	O	16	obl:mod
25	du	de	ADP	O	O	26	case
26	9/06/1986	9/06/1986	NOUN	IT	O	24	nmod
27	et	et	CCONJ	IT	O	28	cc
28	04/07/1986	04/07/1986	NOUN	IT	O	26	conj
29	.	.	PUNCT	ET	O	6	punct


#La société a été placée en liquidation judiciaire le 23/12/1996.
1	La	le	DET	BO	O	2	det
2	société	société	NOUN	EO	O	5	nsubj:pass
3	a	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	placée	placer	VERB	IN	O	5	ROOT
6	en	en	ADP	IN	O	7	case
7	liquidation	liquidation	NOUN	IN	O	5	obl:arg
8	judiciaire	judiciaire	ADJ	EN	O	7	amod
9	le	le	DET	BT	O	10	det
10	23/12/1996	23/12/1996	NOUN	IT	O	5	obl:mod
11	.	.	PUNCT	ET	O	5	punct


#L'ensemble des bâtiments de la société PUK a été démoli.
1	L'	le	DET	BO	O	2	det
2	ensemble	ensemble	NOUN	IO	O	11	nsubj:pass
3	des	de	ADP	IO	O	4	case
4	bâtiments	bâtiment	NOUN	EO	O	2	nmod
5	de	de	ADP	O	O	7	case
6	la	le	DET	BO	O	7	det
7	société	société	NOUN	IO	II	4	nmod
8	PUK	PUK	PROPN	EO	EI	7	nmod
9	a	avoir	AUX	BN	O	11	aux:tense
10	été	être	AUX	IN	O	11	aux:pass
11	démoli	démolir	VERB	EN	O	11	ROOT
12	.	.	PUNCT	O	O	11	punct


#De 1993 à 1996, le site a été géré par un groupement immobilier, ACTILYON, pour un projet immobilier ou tertiaire, qui n'aboutit pas pour des raisons financières.
1	De	de	ADP	BT	O	2	case
2	1993	1993	NUM	IT	O	10	obl:mod
3	à	à	ADP	IT	O	4	case
4	1996	1996	NUM	ET	O	2	nmod
5	,	,	PUNCT	ET	O	10	punct
6	le	le	DET	BO	O	7	det
7	site	site	NOUN	EO	O	10	nsubj:pass
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	géré	gérer	VERB	EN	O	10	ROOT
11	par	par	ADP	EN	O	13	case
12	un	un	DET	BO	O	13	det
13	groupement	groupement	NOUN	IO	O	10	obl:agent
14	immobilier	immobilier	ADJ	EO	O	13	amod
15	,	,	PUNCT	O	O	13	punct
16	ACTILYON	ACTILYON	PROPN	EO	BI	13	appos
17	,	,	PUNCT	O	O	13	punct
18	pour	pour	ADP	O	O	20	case
19	un	un	DET	BN	O	20	det
20	projet	projet	NOUN	IN	O	10	obl:mod
21	immobilier	immobilier	ADJ	EN	O	20	amod
22	ou	ou	CCONJ	O	O	23	cc
23	tertiaire	tertiaire	ADJ	O	O	21	conj
24	,	,	PUNCT	O	O	20	punct
25	qui	qui	PRON	O	O	27	nsubj
26	n'	n'	ADV	O	O	27	advmod
27	aboutit	aboutir	VERB	O	O	20	acl:relcl
28	pas	pas	ADV	O	O	27	advmod
29	pour	pour	ADP	O	O	31	case
30	des	un	DET	O	O	31	det
31	raisons	raison	NOUN	O	O	27	obl:mod
32	financières	financier	ADJ	O	O	31	amod
33	.	.	PUNCT	O	O	10	punct


#Aujourd'hui, le site possède un usage industriel.
1	Aujourd'hui	aujourd'hui	ADV	O	O	5	advmod
2	,	,	PUNCT	O	O	5	punct
3	le	le	DET	BO	O	4	det
4	site	site	NOUN	EO	O	5	nsubj
5	possède	posséder	VERB	BR	O	5	ROOT
6	un	un	DET	BA	O	7	det
7	usage	usage	NOUN	IA	O	5	obj
8	industriel	industriel	ADJ	EA	O	7	amod
9	.	.	PUNCT	O	O	5	punct


#Les 14 ha au nord ont été aménagés pour l'extension d'une station d'épuration.
1	Les	le	DET	BO	O	3	det
2	14	14	NUM	IO	O	3	nummod
3	ha	ha	NOUN	IO	O	8	nsubj:pass
4	au	au	ADP	IO	O	5	case
5	nord	nord	NOUN	EO	O	3	nmod
6	ont	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	aménagés	aménager	VERB	EN	O	8	ROOT
9	pour	pour	ADP	O	O	11	case
10	l'	le	DET	BN	O	11	det
11	extension	extension	NOUN	IN	O	8	obl:mod
12	d'	de	ADP	IN	O	14	case
13	une	un	DET	BO	O	14	det
14	station	station	NOUN	IO	O	11	nmod
15	d'	de	ADP	EO	O	16	case
16	épuration	épuration	NOUN	EO	O	14	nmod
17	.	.	PUNCT	O	O	8	punct


#Les 11 ha restants ont été loués à la société FILLOT TP pour exploiter une plate-forme de transit et recyclage de déchets inertes du BTP, installation classée pour la protection de l'environnement qui a débuté vers 1996 puis a été autorisée et réglementée par arrêté préfectoral du 13 janvier 2000.
1	Les	le	DET	BO	O	3	det
2	11	11	NUM	IO	O	3	nummod
3	ha	ha	NOUN	EO	O	7	nsubj:pass
4	restants	restant	ADJ	O	O	3	amod
5	ont	avoir	AUX	BN	O	7	aux:tense
6	été	être	AUX	IN	O	7	aux:pass
7	loués	louer	VERB	EN	O	7	ROOT
8	à	à	ADP	O	O	10	case
9	la	le	DET	BO	BI	10	det
10	société	société	NOUN	IO	II	7	obl:arg
11	FILLOT	FILLOT	PROPN	EO	EI	10	flat:name
12	TP	TP	PROPN	EO	EI	11	flat:name
13	pour	pour	ADP	O	O	14	mark
14	exploiter	exploiter	VERB	BN	O	7	advcl
15	une	un	DET	BO	O	16	det
16	plate	plate	NOUN	EO	O	14	obj
17	-	-	NOUN	O	O	18	det
18	forme	forme	NOUN	BO	O	7	obl:arg
19	de	de	ADP	IO	O	20	case
20	transit	transit	NOUN	EO	O	18	nmod
21	et	et	CCONJ	IO	O	22	cc
22	recyclage	recyclage	NOUN	IO	O	20	conj
23	de	de	ADP	IO	O	24	case
24	déchets	déchet	NOUN	IO	BU	22	nmod
25	inertes	inerte	ADJ	IO	EU	24	amod
26	du	de	ADP	IO	O	27	case
27	BTP	BTP	PROPN	EO	O	24	nmod
28	,	,	PUNCT	O	O	24	punct
29	installation	installation	NOUN	O	O	24	appos
30	classée	classer	VERB	O	O	29	acl
31	pour	pour	ADP	O	O	33	case
32	la	le	DET	O	O	33	det
33	protection	protection	NOUN	O	O	30	obl:arg
34	de	de	ADP	O	O	36	case
35	l'	le	DET	BO	O	36	det
36	environnement	environnement	NOUN	EO	O	33	nmod
37	qui	qui	PRON	O	O	39	nsubj
38	a	avoir	AUX	BN	O	39	aux:tense
39	débuté	débuter	VERB	IN	O	29	acl:relcl
40	vers	vers	ADP	BT	O	41	case
41	1996	1996	NUM	ET	O	39	obl:mod
42	puis	puis	CCONJ	O	O	45	cc
43	a	avoir	AUX	BN	O	45	aux:tense
44	été	être	AUX	IN	O	45	aux:pass
45	autorisée	autoriser	VERB	EN	O	39	conj
46	et	et	CCONJ	O	O	47	cc
47	réglementée	réglementer	VERB	BN	O	45	conj
48	par	par	ADP	BO	O	49	case
49	arrêté	arrêté	NOUN	IO	O	45	obl:agent
50	préfectoral	préfectoral	ADJ	EO	O	49	amod
51	du	de	ADP	BT	O	52	case
52	13	13	NUM	IT	O	49	nmod
53	janvier	janvier	NOUN	IT	O	52	nmod
54	2000	2000	NUM	ET	O	53	nmod
55	.	.	PUNCT	ET	O	7	punct


#En 2005, la société FILLOT TP a été rachetée par le groupe EUROVIA.
1	En	en	ADP	BT	O	2	case
2	2005	2005	PUNCT	ET	O	10	obl:mod
3	,	,	PUNCT	ET	O	10	punct
4	la	le	DET	BO	BI	5	det
5	société	société	NOUN	IO	II	10	nsubj:pass
6	FILLOT	FILLOT	PROPN	IO	EI	5	appos
7	TP	TP	PROPN	EO	EI	6	flat:name
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	rachetée	racheter	VERB	EN	O	10	ROOT
11	par	par	ADP	O	O	13	case
12	le	le	DET	BO	O	13	det
13	groupe	groupe	NOUN	BO	BI	10	obl:agent
14	EUROVIA	EUROVIA	PROPN	EO	EI	13	nmod
15	.	.	PUNCT	O	O	10	punct


#Les 4 ha situés à l'extrémité sud du terrain actuellement occupés par FILLOT TP sont concernés par un projet de restitution au propriétaire actuel, le Grand Lyon, dans le but d'y aménager une halte ferroviaire.
1	Les	le	DET	BO	O	3	det
2	4	4	NUM	BO	O	3	nummod
3	ha	ha	NOUN	EO	O	17	nsubj:pass
4	situés	situer	VERB	BL	O	3	acl
5	à	à	ADP	IL	O	7	case
6	l'	le	DET	IL	O	7	det
7	extrémité	extrémité	NOUN	IL	O	4	obl:arg
8	sud	sud	ADJ	IL	O	7	amod
9	du	de	ADP	IL	O	10	case
10	terrain	terrain	NOUN	EO	O	7	nmod
11	actuellement	actuellement	ADV	BR	O	12	advmod
12	occupés	occuper	VERB	IR	O	10	acl
13	par	par	ADP	ER	O	14	case
14	FILLOT	FILLOT	PROPN	IO	EI	12	obl:agent
15	TP	TP	PROPN	EO	EI	14	flat:name
16	sont	être	AUX	BR	O	17	aux:pass
17	concernés	concerner	VERB	IR	O	17	ROOT
18	par	par	ADP	ER	O	20	case
19	un	un	DET	BO	O	20	det
20	projet	projet	NOUN	EO	O	17	obl:agent
21	de	de	ADP	O	O	22	case
22	restitution	restitution	NOUN	O	O	20	nmod
23	au	au	ADP	O	O	24	case
24	propriétaire	propriétaire	NOUN	IN	O	22	nmod
25	actuel	actuel	ADJ	EN	O	24	amod
26	,	,	PUNCT	O	O	24	punct
27	le	le	DET	BO	BI	29	det
28	Grand	grand	ADJ	IL	EI	29	amod
29	Lyon	Lyon	PROPN	EL	EI	24	appos
30	,	,	PUNCT	O	O	20	punct
31	dans	dans	ADP	O	O	33	case
32	le	le	DET	O	O	33	det
33	but	but	NOUN	O	O	17	obl:mod
34	d'	de	ADP	O	O	36	mark
35	y	y	PRON	O	O	36	iobj
36	aménager	aménager	VERB	BN	O	33	acl
37	une	un	DET	BO	O	38	det
38	halte	halte	NOUN	IO	O	36	obj
39	ferroviaire	ferroviaire	ADJ	EO	O	38	amod
40	.	.	PUNCT	O	O	17	punct


#CARACTERISATION DE L'ETAT DU SITE
1	CARACTERISATION	caracterisation	NOUN	O	O	1	ROOT
2	DE	de	ADP	O	O	4	case
3	L'	le	DET	O	O	4	det
4	ETAT	etat	NOUN	O	O	1	nmod
5	DU	de	ADP	O	O	6	case
6	SITE	site	NOUN	O	O	4	nmod


#Le site a fait l’objet d’un audit de sol et d’une évaluation simplifiée des risques (ESR) à l’initiative du propriétaire, la COMMUNAUTE URBAINE DE LYON, suite à l'activité de PUK .
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj
3	a	avoir	AUX	BR	O	4	aux:tense
4	fait	faire	VERB	IR	O	4	ROOT
5	l’	l’	DET	IR	O	6	det
6	objet	objet	NOUN	IR	O	4	obj
7	d’	d’	ADP	ER	O	9	case
8	un	un	DET	BN	O	9	det
9	audit	audit	NOUN	IN	O	4	obl:arg
10	de	de	ADP	IN	O	11	case
11	sol	sol	NOUN	EN	O	9	nmod
12	et	et	CCONJ	O	O	15	cc
13	d’	d’	ADP	O	O	15	case
14	une	un	DET	BN	O	15	det
15	évaluation	évaluation	NOUN	IN	O	9	conj
16	simplifiée	simplifier	ADJ	IN	O	15	amod
17	des	de	ADP	IN	O	18	case
18	risques	risque	NOUN	EN	O	15	nmod
19	(	(	PUNCT	O	O	15	punct
20	ESR	esr	NOUN	O	O	15	appos
21	)	)	PUNCT	O	O	15	punct
22	à	à	ADP	O	O	24	case
23	l’	l’	DET	BN	O	24	det
24	initiative	initiative	NOUN	EN	O	4	obl:mod
25	du	de	ADP	BO	O	26	case
26	propriétaire	propriétaire	NOUN	EO	O	24	nmod
27	,	,	PUNCT	O	O	26	punct
28	la	le	DET	BO	BI	29	det
29	COMMUNAUTE	communaute	NOUN	EO	EI	26	appos
30	URBAINE	urbain	ADJ	IO	EI	29	amod
31	DE	de	ADP	IO	EI	32	case
32	LYON	LYON	PROPN	EL	EI	29	nmod
33	,	,	PUNCT	O	O	4	punct
34	suite	suite	NOUN	BR	O	37	case
35	à	à	ADP	ER	O	34	fixed
36	l'	le	DET	BR	O	37	det
37	activité	activité	NOUN	BO	O	4	obl:mod
38	de	de	ADP	IO	O	39	case
39	PUK	PUK	PROPN	EO	EI	37	nmod
40	.	.	PUNCT	O	O	4	punct


#Les résultats de ces études ont été transmis à l’administration le 20/07/98.
1	Les	le	DET	O	O	2	det
