
#50.0016
#Ancienne fonderie (bronze, aluminium, plomb et fonte) et chaudronnerie, créée en 1929 par M.
1	Ancienne	ancien	ADJ	O	O	2	amod
15	stockage	stockage	NOUN	EA	O	13	nmod
16	de	de	ADP	IO	O	17	case
17	matériels	matériel	NOUN	EO	O	15	nmod
18	.	.	PUNCT	O	O	4	punct


#Depuis, un immeuble de logements a été construit sur le site( permis délivré le 07 janvier 2008).
1	Depuis	depuis	ADV	BT	O	9	advmod
2	,	,	PUNCT	O	O	9	punct
3	un	un	DET	BO	O	4	det
4	immeuble	immeuble	NOUN	IO	O	9	nsubj:pass
5	de	de	ADP	IO	O	6	case
6	logements	logement	NOUN	EO	O	4	nmod
7	a	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	construit	construire	VERB	EN	O	9	ROOT
10	sur	sur	ADP	O	O	12	case
11	le	le	DET	O	O	12	det
12	site	site	NOUN	O	O	9	obl:mod
13	(	(	PUNCT	O	O	9	punct
14	permis	permis	NOUN	BR	O	9	obl:mod
15	délivré	délivrer	VERB	IR	O	14	acl
16	le	le	DET	BT	O	17	det
17	07	07	NUM	IT	O	15	obl:mod
18	janvier	janvier	NOUN	IT	O	17	nmod
19	2008	2008	NUM	ET	O	18	nmod
20	)	)	PUNCT	ET	O	9	punct
21	.	.	PUNCT	O	O	9	punct


#Du fait du rachat du site par la municipalité d'Equeurdreville Hainneville en 1997, la DRIRE (devenue DREAL depuis) n'a eu qu'un rôle de conseil au début du projet de réhabilitation.
1	Du	de	ADP	BR	O	2	case
2	fait	fait	NOUN	IR	O	25	obl:mod
3	du	de	ADP	BN	O	4	case
4	rachat	rachat	NOUN	EN	O	2	nmod
5	du	de	ADP	O	O	6	case
6	site	site	NOUN	O	O	4	nmod
7	par	par	ADP	O	O	9	case
8	la	le	DET	BO	O	9	det
9	municipalité	municipalité	NOUN	IL	O	4	nmod
10	d'	de	ADP	IL	O	11	case
11	Equeurdreville	Equeurdreville	PROPN	EL	O	9	nmod
12	Hainneville	Hainneville	PROPN	EL	O	11	flat:name
13	en	en	ADP	BT	O	14	case
14	1997	1997	NUM	ET	O	4	nmod
15	,	,	PUNCT	ET	O	25	punct
16	la	le	DET	BO	BI	17	det
17	DRIRE	DRIRE	PROPN	EO	EI	25	nsubj
18	(	(	PUNCT	O	O	17	punct
19	devenue	devenir	VERB	BR	O	17	acl
20	DREAL	DREAL	PROPN	EO	EI	19	xcomp
21	depuis	depuis	ADV	BT	O	20	advmod
22	)	)	PUNCT	O	O	17	punct
23	n'	n'	ADV	BN	O	25	advmod
24	a	avoir	AUX	IN	O	25	aux:tense
25	eu	avoir	VERB	IN	O	25	ROOT
26	qu'	qu'	ADV	EN	O	28	advmod
27	un	un	DET	O	O	28	det
28	rôle	rôle	NOUN	O	O	25	obj
29	de	de	ADP	O	O	30	case
30	conseil	conseil	NOUN	O	O	28	nmod
31	au	au	ADP	O	O	32	case
32	début	début	NOUN	BT	O	28	nmod
33	du	de	ADP	BN	O	34	case
34	projet	projet	NOUN	IN	O	32	nmod
35	de	de	ADP	IN	O	36	case
36	réhabilitation	réhabilitation	NOUN	EN	O	34	nmod
37	.	.	PUNCT	O	O	25	punct


#La municipalité a lancé les premières investigations afin de réhabiliter cette zone industrielle, un diagnostic initial et une évaluation simplifiée des risques ont été réalisés en février 2006.
1	La	le	DET	BO	O	2	det
2	municipalité	municipalité	NOUN	EO	O	4	nsubj
3	a	avoir	AUX	BN	O	4	aux:tense
4	lancé	lancer	VERB	IN	O	4	ROOT
5	les	le	DET	IN	O	7	det
6	premières	premier	ADJ	IN	O	7	amod
7	investigations	investigation	NOUN	EN	O	4	obj
8	afin	afin	ADV	O	O	4	advmod
9	de	de	ADP	BN	O	10	case
10	réhabiliter	réhabiliter	VERB	EN	O	8	obl:arg
11	cette	ce	DET	BO	O	12	det
12	zone	zone	NOUN	BO	O	10	obj
13	industrielle	industriel	ADJ	EO	O	12	amod
14	,	,	PUNCT	O	O	26	punct
15	un	un	DET	BN	O	16	det
16	diagnostic	diagnostic	NOUN	IN	O	26	nsubj:pass
17	initial	initial	ADJ	EN	O	16	amod
18	et	et	CCONJ	O	O	20	cc
19	une	un	DET	BN	O	20	det
20	évaluation	évaluation	NOUN	IN	O	16	conj
21	simplifiée	simplifier	ADJ	IN	O	20	amod
22	des	de	ADP	IN	O	23	case
23	risques	risque	NOUN	EN	O	20	nmod
24	ont	avoir	AUX	BN	O	26	aux:tense
25	été	être	AUX	IN	O	26	aux:pass
26	réalisés	réaliser	VERB	EN	O	4	ccomp
27	en	en	ADP	BT	O	28	case
28	février	février	NOUN	IT	O	26	obl:mod
29	2006	2006	PUNCT	ET	O	28	nmod
30	.	.	PUNCT	ET	O	26	punct


#Le site se trouvant en zone urbaine, des travaux de réhabilitation ont été portés par l'EPFN (propriétaire au moment des travaux) ; ces travaux étaient prévus en 2007.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj
3	se	se	PRON	BL	O	4	expl:comp
4	trouvant	trouver	VERB	IL	O	15	advcl
5	en	en	ADP	IL	O	6	case
6	zone	zone	NOUN	IL	O	4	obl:arg
7	urbaine	urbain	ADJ	EL	O	6	amod
8	,	,	PUNCT	O	O	15	punct
9	des	un	DET	BN	O	10	det
10	travaux	travail	NOUN	IN	O	15	nsubj:pass
11	de	de	ADP	IN	O	12	case
12	réhabilitation	réhabilitation	NOUN	EN	O	10	nmod
13	ont	avoir	AUX	BN	O	15	aux:tense
14	été	être	AUX	IN	O	15	aux:pass
15	portés	porter	VERB	EN	O	15	ROOT
16	par	par	ADP	O	O	18	case
17	l'	le	DET	BO	BI	18	det
18	EPFN	EPFN	PROPN	BO	EI	15	obl:agent
19	(	(	PUNCT	O	O	18	punct
20	propriétaire	propriétaire	NOUN	O	O	18	appos
21	au	au	ADP	BT	O	22	case
22	moment	moment	NOUN	IT	O	20	nmod
23	des	de	ADP	BN	O	24	case
24	travaux	travail	NOUN	EN	O	22	nmod
25	)	)	PUNCT	O	O	15	punct
26	;	;	PUNCT	O	O	15	punct
27	ces	ce	DET	BN	O	28	det
28	travaux	travail	NOUN	IN	O	30	nsubj:pass
29	étaient	être	AUX	IN	O	30	aux:pass
30	prévus	prévoir	VERB	BT	O	30	ROOT
31	en	en	ADP	BT	O	32	case
32	2007	2007	NUM	ET	O	30	obl:mod
33	.	.	NUM	ET	O	30	punct


#Les études réalisées (visite, historique, sondages) n'ont pas mis en évidence la présence de déchets d’amiante sur le site (en dehors de toitures en amiante ciment).
1	Les	le	DET	BN	O	2	det
2	études	étude	NOUN	IN	O	14	nsubj
3	réalisées	réaliser	VERB	EN	O	2	acl
4	(	(	PUNCT	EN	O	2	punct
5	visite	visite	NOUN	EN	O	2	appos
6	,	,	PUNCT	O	O	7	punct
7	historique	historique	NOUN	O	O	5	conj
8	,	,	PUNCT	O	O	9	punct
9	sondages	sondage	NOUN	EN	O	5	conj
10	)	)	PUNCT	O	O	2	punct
11	n'	n'	ADV	O	O	14	advmod
12	ont	avoir	AUX	O	O	14	aux:tense
13	pas	pas	ADV	O	O	14	advmod
14	mis	mettre	VERB	O	O	14	ROOT
15	en	en	ADP	O	O	16	case
16	évidence	évidence	NOUN	O	O	14	obl:arg
17	la	le	DET	O	O	18	det
18	présence	présence	NOUN	O	O	14	obj
19	de	de	ADP	O	O	20	case
20	déchets	déchet	NOUN	O	O	18	nmod
21	d’	d’	ADP	O	O	22	case
22	amiante	amiante	NOUN	O	O	20	nmod
23	sur	sur	ADP	O	O	25	case
24	le	le	DET	O	O	25	det
25	site	site	NOUN	O	O	18	nmod
26	(	(	PUNCT	O	O	18	punct
27	en	en	ADP	O	O	18	amod
28	dehors	dehors	ADP	O	O	27	fixed
29	de	de	ADP	O	O	30	case
30	toitures	toiture	NOUN	EL	O	27	dep
31	en	en	ADP	O	O	32	case
32	amiante	amiante	NOUN	IO	O	30	nmod
33	ciment	ciment	NOUN	EO	O	32	nmod
34	)	)	PUNCT	O	O	18	punct
35	.	.	PUNCT	O	O	14	punct


#La présence de remblais contenant des métaux et des HAP ont en revanche été identifiés, ce qui a nécessité certaines mesures de gestion (excavation de 100m3 de terres polluées aux HAP).
1	La	le	DET	O	O	2	det
2	présence	présence	NOUN	O	O	15	nsubj:pass
3	de	de	ADP	O	O	4	case
4	remblais	remblai	NOUN	EN	O	2	nmod
5	contenant	contenir	VERB	O	O	4	acl
6	des	un	DET	O	O	7	det
7	métaux	métal	NOUN	O	BS	5	obj
8	et	et	CCONJ	O	O	10	cc
9	des	un	DET	O	BS	10	det
10	HAP	hap	NOUN	BO	ES	7	conj
11	ont	avoir	AUX	BN	O	15	aux:tense
12	en	en	ADP	IN	O	13	case
13	revanche	revanche	NOUN	IN	O	15	obl:mod
14	été	être	AUX	IN	O	15	aux:pass
15	identifiés	identifier	VERB	EN	O	15	ROOT
16	,	,	PUNCT	O	O	15	punct
17	ce	ce	PRON	O	O	15	dep
18	qui	qui	PRON	O	O	20	nsubj
19	a	avoir	AUX	O	O	20	aux:tense
20	nécessité	nécessiter	VERB	O	O	17	acl:relcl
21	certaines	certain	DET	O	O	22	det
22	mesures	mesure	NOUN	O	O	20	obj
23	de	de	ADP	O	O	24	case
24	gestion	gestion	NOUN	O	O	22	nmod
25	(	(	PUNCT	O	O	22	punct
26	excavation	excavation	NOUN	BN	O	22	appos
27	de	de	ADP	O	O	28	case
28	100m3	100m3	NOUN	BO	O	26	nmod
29	de	de	ADP	IO	O	30	case
30	terres	terre	NOUN	IO	O	28	nmod
31	polluées	polluer	VERB	EO	O	30	acl
32	aux	à	ADP	O	O	33	case
33	HAP	hap	NOUN	O	BS	31	obl:arg
34	)	)	PUNCT	O	O	22	punct
35	.	.	PUNCT	O	O	15	punct


#La démolition des bâtiments a été assurée dans ce projet par l'EPFN ; la Ville d'Equeurdreville, le promoteur et son bureau d'études ont quant à eux défini les mesures de gestion pour réhabiliter ce site.
1	La	le	DET	BN	O	2	det
2	démolition	démolition	NOUN	EN	O	7	nsubj:pass
3	des	de	ADP	BO	O	4	case
4	bâtiments	bâtiment	NOUN	EO	O	2	nmod
5	a	avoir	AUX	BN	O	7	aux:tense
6	été	être	AUX	EN	O	7	aux:pass
7	assurée	assurer	VERB	O	O	7	ROOT
8	dans	dans	ADP	O	O	10	case
9	ce	ce	DET	BO	O	10	det
10	projet	projet	NOUN	EO	O	7	obl:mod
11	par	par	ADP	O	O	13	case
12	l'	le	DET	BO	BI	13	det
13	EPFN	EPFN	PROPN	O	EI	7	obl:agent
14	;	;	PUNCT	O	O	7	punct
15	la	le	DET	BO	BI	16	det
16	Ville	ville	NOUN	IL	EI	31	nsubj
17	d'	de	ADP	IL	EI	18	case
18	Equeurdreville	Equeurdreville	PROPN	EL	EI	16	nmod
19	,	,	PUNCT	O	O	21	punct
20	le	le	DET	BO	O	21	det
21	promoteur	promoteur	NOUN	EO	O	16	conj
22	et	et	CCONJ	O	O	24	cc
23	son	son	DET	BO	O	24	det
24	bureau	bureau	NOUN	IO	O	16	conj
25	d'	de	ADP	IO	O	26	case
26	études	étude	NOUN	EO	O	24	nmod
27	ont	avoir	AUX	BN	O	30	aux:tense
28	quant	quant	ADV	IN	O	30	advmod
29	à	à	ADP	IN	O	28	fixed
30	eux	lui	PRON	IN	O	16	conj
31	défini	définir	VERB	EN	O	31	ROOT
32	les	le	DET	BO	O	33	det
33	mesures	mesure	NOUN	IO	O	31	obj
34	de	de	ADP	IO	O	35	case
35	gestion	gestion	NOUN	EO	O	33	nmod
36	pour	pour	ADP	O	O	37	mark
37	réhabiliter	réhabiliter	VERB	EN	O	31	advcl
38	ce	ce	DET	IN	O	39	det
39	site	site	NOUN	EN	O	37	obj
40	.	.	PUNCT	O	O	31	punct


#61.0014
#Le site du Réservoir, situé sur la commune d’Athis de l’Orne, a accueilli une filature à partir de 1896 dont l’exploitant était la SA Filature de la Martinique.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	17	nsubj
3	du	de	ADP	O	O	4	case
4	Réservoir	Réservoir	PROPN	EO	O	2	nmod
5	,	,	PUNCT	O	O	2	punct
6	situé	situer	VERB	BL	O	2	acl
7	sur	sur	ADP	IL	O	9	case
8	la	le	DET	IL	O	9	det
9	commune	commune	NOUN	IL	O	6	obl:arg
10	d’	d’	ADP	IL	O	11	case
11	Athis	Athis	PROPN	IL	O	9	nmod
12	de	de	ADP	IL	O	14	case
13	l’	l’	DET	IL	O	14	det
14	Orne	Orne	PROPN	EL	O	11	nmod
15	,	,	PUNCT	O	O	17	punct
16	a	avoir	AUX	BN	O	17	aux:tense
17	accueilli	accueillir	VERB	EN	O	17	ROOT
18	une	un	DET	BO	O	19	det
19	filature	filature	NOUN	BA	O	17	obj
20	à	à	ADP	BT	O	17	advmod
21	partir	partir	VERB	IT	O	20	fixed
22	de	de	ADP	IT	O	23	case
23	1896	1896	NUM	ET	O	20	dep
24	dont	dont	PRON	O	O	26	nmod
25	l’	l’	DET	BO	O	26	det
26	exploitant	exploitant	NOUN	EO	O	29	nsubj
27	était	être	AUX	O	O	29	cop
28	la	le	DET	BO	BI	29	det
29	SA	sa	NOUN	IO	II	17	obl:arg
30	Filature	filature	NOUN	BA	EI	29	nmod
31	de	de	ADP	IA	O	33	case
32	la	le	DET	IA	O	33	det
33	Martinique	Martinique	PROPN	EA	O	30	nmod
34	.	.	PUNCT	O	O	17	punct


#Le site a ensuite été repris par la société Valéo pour y exercer une activité de tressage et de fabrication de joints en amiante jusqu'en 1982, puis par la société Philips jusqu'en 1985.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	6	nsubj:pass
3	a	avoir	AUX	BN	O	6	aux:tense
4	ensuite	ensuite	ADV	IN	O	6	advmod
5	été	être	AUX	IN	O	6	aux:pass
6	repris	reprendre	VERB	EN	O	6	ROOT
7	par	par	ADP	O	O	9	case
8	la	le	DET	BO	BI	9	det
9	société	société	NOUN	IO	EI	6	obl:agent
10	Valéo	Valéo	PROPN	EO	EI	9	nmod
11	pour	pour	ADP	O	O	13	mark
12	y	y	PRON	O	O	13	iobj
13	exercer	exercer	VERB	BA	O	6	advcl
14	une	un	DET	BA	O	15	det
15	activité	activité	NOUN	IA	O	13	obj
16	de	de	ADP	IA	O	17	case
17	tressage	tressage	NOUN	BA	O	15	nmod
18	et	et	CCONJ	IA	O	20	cc
19	de	de	ADP	IA	O	20	case
20	fabrication	fabrication	NOUN	IA	O	17	conj
21	de	de	ADP	IA	O	22	case
22	joints	joint	NOUN	IA	O	20	nmod
23	en	en	ADP	IA	O	24	case
24	amiante	amiante	NOUN	EA	O	22	nmod
25	jusqu'	jusque	ADP	BT	O	27	case
26	en	en	ADP	IT	O	27	case
27	1982	1982	NUM	ET	O	15	nmod
28	,	,	PUNCT	O	O	13	punct
29	puis	puis	CCONJ	O	O	32	cc
30	par	par	ADP	O	O	32	case
31	la	le	DET	BO	BI	32	det
32	société	société	NOUN	IO	II	13	conj
33	Philips	Philips	PROPN	EO	EI	32	nmod
34	jusqu'	jusque	ADP	BT	O	36	case
35	en	en	ADP	IT	O	36	case
36	1985	1985	NUM	ET	O	32	nmod
37	.	.	PUNCT	O	O	6	punct


#Depuis 1985, la société Dubourg occupe le site.
1	Depuis	depuis	ADP	BT	O	2	case
2	1985	1985	NUM	ET	O	7	obl:mod
3	,	,	PUNCT	O	O	7	punct
4	la	le	DET	BO	BI	5	det
5	société	société	NOUN	IO	II	7	nsubj
6	Dubourg	Dubourg	PROPN	EO	EI	5	flat:name
7	occupe	occupe	VERB	BN	O	7	ROOT
8	le	le	DET	BN	O	9	det
9	site	site	NOUN	EN	O	7	obj
10	.	.	PUNCT	O	O	7	punct


#Elle est spécialisée dans la réalisation de revêtements de pièces diverses par application de peintures avec solvants, poudres époxy ou peintures à l’eau désionisée comprenant des chaînes de traitement de surface et d’application de peinture (par cabines de peinture) et une unité de sablage.
1	Elle	lui	PRON	BO	O	3	nsubj:pass
2	est	être	AUX	BA	O	3	aux:pass
3	spécialisée	spécialiser	VERB	IA	O	3	ROOT
4	dans	dans	ADP	IA	O	6	case
5	la	le	DET	IA	O	6	det
6	réalisation	réalisation	NOUN	IA	O	3	obl:arg
7	de	de	ADP	IA	O	8	case
8	revêtements	revêtement	NOUN	IA	O	6	nmod
9	de	de	ADP	O	O	10	case
10	pièces	pièce	NOUN	O	O	8	nmod
11	diverses	divers	ADJ	O	O	10	amod
12	par	par	ADP	O	O	13	case
13	application	application	NOUN	IA	O	6	nmod
14	de	de	ADP	IA	O	15	case
15	peintures	peinture	NOUN	IA	O	13	nmod
16	avec	avec	ADP	O	O	17	case
17	solvants	solvant	NOUN	O	O	15	nmod
18	,	,	PUNCT	O	O	19	punct
19	poudres	poudre	NOUN	O	O	17	conj
20	époxy	époxy	NOUN	O	O	19	nmod
21	ou	ou	CCONJ	O	O	22	cc
22	peintures	peinture	NOUN	O	O	17	conj
23	à	à	ADP	O	O	25	case
24	l’	l’	DET	O	O	25	det
25	eau	eau	NOUN	O	O	22	nmod
26	désionisée	désioniser	VERB	EO	O	25	acl
27	comprenant	comprendre	VERB	BR	O	13	acl
28	des	un	DET	BO	O	29	det
29	chaînes	chaîne	NOUN	IO	O	27	obj
30	de	de	ADP	IO	O	31	case
31	traitement	traitement	NOUN	BA	O	29	nmod
32	de	de	ADP	IA	O	33	case
33	surface	surface	NOUN	EA	O	31	nmod
34	et	et	CCONJ	O	O	36	cc
35	d’	d’	ADP	O	O	36	case
36	application	application	NOUN	O	O	31	conj
37	de	de	ADP	O	O	38	case
38	peinture	peinture	NOUN	O	O	36	nmod
39	(	(	PUNCT	O	O	29	punct
40	par	par	ADP	O	O	41	case
41	cabines	cabine	NOUN	O	O	29	nmod
42	de	de	ADP	O	O	43	case
43	peinture	peinture	NOUN	O	O	41	nmod
44	)	)	PUNCT	O	O	29	punct
45	et	et	CCONJ	O	O	47	cc
46	une	un	DET	BO	O	47	det
47	unité	unité	NOUN	IO	O	29	conj
48	de	de	ADP	IO	O	49	case
49	sablage	sablage	NOUN	EA	O	47	nmod
50	.	.	PUNCT	O	O	3	punct


#Suite à la liquidation de l'entreprise prononcée en juillet 2013, le site est placé sous mandataire.
1	Suite	suite	NOUN	BR	O	4	case
2	à	à	ADP	ER	O	1	fixed
3	la	le	DET	BN	O	4	det
4	liquidation	liquidation	NOUN	BN	O	16	obl:mod
5	de	de	ADP	BO	O	7	case
6	l'	le	DET	BO	O	7	det
7	entreprise	entreprise	NOUN	BO	O	4	nmod
8	prononcée	prononcer	VERB	O	O	7	acl
9	en	en	ADP	BT	O	10	case
10	juillet	juillet	NOUN	IT	O	8	obl:mod
11	2013	2013	PUNCT	ET	O	10	nmod
12	,	,	PUNCT	ET	O	16	punct
13	le	le	DET	BO	O	14	det
14	site	site	NOUN	EO	O	16	nsubj:pass
15	est	être	AUX	BN	O	16	aux:pass
16	placé	placer	VERB	IN	O	16	ROOT
17	sous	sous	ADP	IN	O	18	case
18	mandataire	mandataire	NOUN	EN	O	16	obl:arg
19	.	.	PUNCT	O	O	16	punct


#Les déchets présents sur le site ont été placés à l'intérieur du bâtiment, ils sont en sécurité mais ne sont pas encore évacués.
1	Les	le	DET	BO	O	2	det
2	déchets	déchet	NOUN	EO	O	9	nsubj:pass
3	présents	présent	ADJ	O	O	2	amod
4	sur	sur	ADP	O	O	6	case
5	le	le	DET	BO	O	6	det
6	site	site	NOUN	EO	O	3	obl:arg
7	ont	avoir	AUX	BN	O	9	aux:tense
8	été	être	AUX	IN	O	9	aux:pass
9	placés	placer	VERB	EN	O	9	ROOT
10	à	à	ADP	IL	O	12	case
11	l'	le	DET	IL	O	12	det
12	intérieur	intérieur	NOUN	IL	O	9	obl:arg
13	du	de	ADP	IL	O	14	case
14	bâtiment	bâtiment	NOUN	EL	O	12	nmod
15	,	,	PUNCT	O	O	9	punct
16	ils	il	PRON	O	O	19	nsubj
17	sont	être	AUX	O	O	19	cop
18	en	en	ADP	O	O	19	case
19	sécurité	sécurité	NOUN	O	O	9	advcl
20	mais	mais	CCONJ	O	O	25	cc
21	ne	ne	ADV	O	O	25	advmod
22	sont	être	AUX	O	O	25	aux:pass
23	pas	pas	ADV	O	O	24	advmod
24	encore	encore	ADV	O	O	25	advmod
25	évacués	évacuer	VERB	O	O	9	conj
26	.	.	PUNCT	O	O	9	punct


#La surface couverte de cette usine est de l’ordre de 3 600 m2 et se situe en bordure de la rivière « la Vère ».
1	La	le	DET	O	O	2	det
2	surface	surface	NOUN	O	O	10	nsubj
3	couverte	couvrir	VERB	O	O	2	acl
4	de	de	ADP	O	O	6	case
5	cette	ce	DET	BO	O	6	det
6	usine	usine	NOUN	EO	O	2	nmod
7	est	être	AUX	O	O	10	cop
8	de	de	ADP	O	O	10	case
9	l’	l’	DET	O	O	10	det
10	ordre	ordre	NOUN	O	O	10	ROOT
11	de	de	ADP	O	O	14	case
12	3	3	DET	O	O	14	det
13	600	600	DET	O	O	14	det
14	m2	m2	NOUN	O	O	10	nmod
15	et	et	CCONJ	O	O	17	cc
16	se	se	PRON	BL	O	17	expl:comp
17	situe	situe	VERB	IL	O	10	conj
18	en	en	ADP	IL	O	19	case
19	bordure	bordure	NOUN	IL	O	17	obl:arg
20	de	de	ADP	IL	O	22	case
21	la	le	DET	IL	O	22	det
22	rivière	rivière	NOUN	IL	O	19	nmod
23	«	«	PUNCT	IL	O	25	punct
24	la	le	DET	IL	O	25	det
25	Vère	Vère	PROPN	EL	O	22	nmod
26	»	»	PUNCT	O	O	22	punct
27	.	.	PUNCT	O	O	10	punct


