
#974.0013
#Ensemble enterré de 2 pipe-lines (fuel domestique et fuel lourd) reliant les postes de déchargement des pétroliers au dépôt d'hydrocarbures de la société SRE.
1	Ensemble	ensemble	O	_
18	une	un	O	_
19	surveillance	surveillance	O	_
20	des	de	O	_
21	eaux	eau	O	_
22	souterraines	souterrain	O	_
23	arrêtée	arrêter	O	_
24	en	en	O	_
25	mars	mars	O	_
26	2004	2004	O	_
27	,	,	O	_
28	suite	suite	O	_
29	à	à	O	_
30	la	le	O	_
31	réception	réception	O	_
32	du	de	O	_
33	rapport	rapport	O	_
34	final	final	O	_
35	de	de	O	_
36	suivi	suivi	O	_
37	de	de	O	_
38	la	le	O	_
39	pollution	pollution	O	_
40	des	de	O	_
41	sols	sol	O	_
42	en	en	O	_
43	novembre	novembre	O	_
44	2003	2003	O	_
45	.	.	O	_


#Suite à nouvelle pollution au fioul lourd sur la canalisation de transport, constatée le 27 février 2006, l'arrêté préfectoral du 17 août 2006 a prescrit à la SRE la réalisation d'un diagnostic de la zone impactée par le déversement accidentel d'hydrocarbures dans les sols.
1	Suite	suite	O	_
2	à	à	O	_
3	nouvelle	nouveau	O	_
4	pollution	pollution	O	_
5	au	au	O	_
6	fioul	fioul	BU	_
7	lourd	lourd	EU	_
8	sur	sur	O	_
9	la	le	O	_
10	canalisation	canalisation	O	_
11	de	de	O	_
12	transport	transport	O	_
13	,	,	O	_
14	constatée	constater	O	_
15	le	le	O	_
16	27	27	O	_
17	février	février	O	_
18	2006	2006	O	_
19	,	,	O	_
20	l'	le	O	_
21	arrêté	arrêté	O	_
22	préfectoral	préfectoral	O	_
23	du	de	O	_
24	17	17	O	_
25	août	août	O	_
26	2006	2006	O	_
27	a	avoir	O	_
28	prescrit	prescrire	O	_
29	à	à	O	_
30	la	le	BI	_
31	SRE	SRE	EI	_
32	la	le	O	_
33	réalisation	réalisation	O	_
34	d'	de	O	_
35	un	un	O	_
36	diagnostic	diagnostic	O	_
37	de	de	O	_
38	la	le	O	_
39	zone	zone	O	_
40	impactée	impacter	O	_
41	par	par	O	_
42	le	le	O	_
43	déversement	déversement	O	_
44	accidentel	accidentel	O	_
45	d'	de	O	_
46	hydrocarbures	hydrocarbure	BS	_
47	dans	dans	O	_
48	les	le	O	_
49	sols	sol	O	_
50	.	.	O	_


#Environ 100 m3 de terres polluées sont extraites.
1	Environ	environ	O	_
2	100	100	O	_
3	m3	m3	O	_
4	de	de	O	_
5	terres	terre	O	_
6	polluées	polluer	O	_
7	sont	être	O	_
8	extraites	extraire	O	_
9	.	.	O	_


#L'exploitant remet une étude de sols début novembre 2006 qui indique que le sol est pollué entre 1 et 5 m de profondeur au maximum avec une extension latérale de l'ordre de quelques mètres.  Il est également noté la présence de traces d'hydrocarbures dans un des piézomètres.
1	L'	le	O	_
2	exploitant	exploitant	O	_
3	remet	remettre	O	_
4	une	un	O	_
5	étude	étude	O	_
6	de	de	O	_
7	sols	sol	O	_
8	début	début	O	_
9	novembre	novembre	O	_
10	2006	2006	O	_
11	qui	qui	O	_
12	indique	indique	O	_
13	que	que	O	_
14	le	le	O	_
15	sol	sol	O	_
16	est	être	O	_
17	pollué	polluer	O	_
18	entre	entre	O	_
19	1	1	O	_
20	et	et	O	_
21	5	5	O	_
22	m	m	O	_
23	de	de	O	_
24	profondeur	profondeur	O	_
25	au	au	O	_
26	maximum	maximum	O	_
27	avec	avec	O	_
28	une	un	O	_
29	extension	extension	O	_
30	latérale	latéral	O	_
31	de	de	O	_
32	l'	le	O	_
33	ordre	ordre	O	_
34	de	de	O	_
35	quelques	quelque	O	_
36	mètres	mètre	O	_
37	.	.	O	_
38	 	 	O	_
39	Il	il	O	_
40	est	être	O	_
41	également	également	O	_
42	noté	noter	BU	_
43	la	le	BU	_
44	présence	présence	IU	_
45	de	de	IU	_
46	traces	trace	IU	_
47	d'	de	BS	_
48	hydrocarbures	hydrocarbure	BS	_
49	dans	dans	O	_
50	un	un	O	_
51	des	de	O	_
52	piézomètres	piézomètre	O	_
53	.	.	O	_


#Il est expliqué que la zone polluée est confinée du fait de la quasi-absence de mobilité du fioul lourd et ne présente pas de risque pour la population du fait de son isolation par une couche de bitume.
1	Il	il	O	_
2	est	être	O	_
3	expliqué	expliquer	O	_
4	que	que	O	_
5	la	le	O	_
6	zone	zone	O	_
7	polluée	polluer	O	_
8	est	être	O	_
9	confinée	confiner	O	_
10	du	de	O	_
11	fait	fait	O	_
12	de	de	O	_
13	la	le	O	_
14	quasi-absence	quasi-absence	O	_
15	de	de	O	_
16	mobilité	mobilité	O	_
17	du	de	O	_
18	fioul	fioul	BU	_
19	lourd	lourd	EU	_
20	et	et	O	_
21	ne	ne	O	_
22	présente	présente	O	_
23	pas	pas	O	_
24	de	de	O	_
25	risque	risque	O	_
26	pour	pour	O	_
27	la	le	O	_
28	population	population	O	_
29	du	de	O	_
30	fait	fait	O	_
31	de	de	O	_
32	son	son	O	_
33	isolation	isolation	O	_
34	par	par	O	_
35	une	un	O	_
36	couche	couche	O	_
37	de	de	O	_
38	bitume	bitume	O	_
39	.	.	O	_


#Du fait de la mise en service des installation de production d’électricité d’EDF-PEI Port-Est, les installations de la centrale thermique d’EDF-SEI Port-Ouest ont été progressivement arrêtées tout au long de l’année 2013, et ce jusqu’à leur mise à l’arrêt définitif au 31 décembre dernier, ce qui a eu pour conséquence de faire disparaître le principal client de la SRE.
1	Du	de	O	_
2	fait	fait	O	_
3	de	de	O	_
4	la	le	O	_
5	mise	mise	O	_
6	en	en	O	_
7	service	service	O	_
8	des	de	O	_
9	installation	installation	O	_
10	de	de	O	_
11	production	production	O	_
12	d’	d’	O	_
13	électricité	électricité	O	_
14	d’	d’	O	_
15	EDF	EDF	BI	_
16	-	-	BI	_
17	PEI	PEI	EI	_
18	Port-Est	Port-Est	EI	_
19	,	,	O	_
20	les	le	O	_
21	installations	installation	O	_
22	de	de	O	_
23	la	le	O	_
24	centrale	centrale	O	_
25	thermique	thermique	BU	_
26	d’	d’	EU	_
27	EDF	EDF	EI	_
28	-	-	EI	_
29	SEI	SEI	EI	_
30	Port-Ouest	Port-Ouest	EI	_
31	ont	avoir	O	_
32	été	être	O	_
33	progressivement	progressivement	O	_
34	arrêtées	arrêter	O	_
35	tout	tout	O	_
36	au	au	O	_
37	long	long	O	_
38	de	de	O	_
39	l’	l’	O	_
40	année	année	O	_
41	2013	2013	O	_
42	,	,	O	_
43	et	et	O	_
44	ce	ce	O	_
45	jusqu’	jusqu’	O	_
46	à	à	O	_
47	leur	leur	O	_
48	mise	mise	O	_
49	à	à	O	_
50	l’	l’	O	_
51	arrêt	arrêt	O	_
52	définitif	définitif	O	_
53	au	au	O	_
54	31	31	O	_
55	décembre	décembre	O	_
56	dernier	dernier	O	_
57	,	,	O	_
58	ce	ce	O	_
59	qui	qui	O	_
60	a	avoir	O	_
61	eu	avoir	O	_
62	pour	pour	O	_
63	conséquence	conséquence	O	_
64	de	de	O	_
65	faire	faire	O	_
66	disparaître	disparaître	O	_
67	le	le	O	_
68	principal	principal	O	_
69	client	client	O	_
70	de	de	O	_
71	la	le	BI	_
72	SRE	SRE	EI	_
73	.	.	O	_


#L’exploitant a alors demandé au préfet le 30 octobre 2013, l'autorisation de mettre à l'arrêt définitif au 31 janvier 2014 ses canalisations de transport de liquide inflammable reliant les installations à la Darse du port de commerce dit de Port-Ouest.
1	L’	l’	O	_
2	exploitant	exploitant	O	_
3	a	avoir	O	_
4	alors	alors	O	_
5	demandé	demander	O	_
6	au	au	O	_
7	préfet	préfet	O	_
8	le	le	O	_
9	30	30	O	_
10	octobre	octobre	O	_
11	2013	2013	O	_
12	,	,	O	_
13	l'	le	O	_
14	autorisation	autorisation	O	_
15	de	de	O	_
16	mettre	mettre	O	_
17	à	à	O	_
18	l'	le	O	_
19	arrêt	arrêt	O	_
20	définitif	définitif	O	_
21	au	au	O	_
22	31	31	O	_
23	janvier	janvier	O	_
24	2014	2014	O	_
25	ses	son	O	_
26	canalisations	canalisation	O	_
27	de	de	O	_
28	transport	transport	O	_
29	de	de	O	_
30	liquide	liquide	BU	_
31	inflammable	inflammable	EU	_
32	reliant	relier	O	_
33	les	le	O	_
34	installations	installation	O	_
35	à	à	O	_
36	la	le	BI	_
37	Darse	Darse	EI	_
38	du	de	O	_
39	port	port	O	_
40	de	de	O	_
41	commerce	commerce	O	_
42	dit	dire	O	_
43	de	de	O	_
44	Port-Ouest	Port-Ouest	O	_
45	.	.	O	_


#Suite aux demandes de l'inspection le 13 novembre 2013, l’exploitant transmet le 31 mars 2014 à la DEAL, les dossier préliminaires au plan d’arrêt définitif des canalisations de transport d’hydrocarbures.
1	Suite	suite	O	_
2	aux	aux	O	_
3	demandes	demande	O	_
4	de	de	O	_
5	l'	le	O	_
6	inspection	inspection	O	_
7	le	le	O	_
8	13	13	O	_
9	novembre	novembre	O	_
10	2013	2013	O	_
11	,	,	O	_
12	l’	l’	O	_
13	exploitant	exploitant	O	_
14	transmet	transmettre	O	_
15	le	le	O	_
16	31	31	O	_
17	mars	mars	O	_
18	2014	2014	O	_
19	à	à	O	_
20	la	le	BI	_
21	DEAL	DEAL	EI	_
22	,	,	O	_
23	les	le	O	_
24	dossier	dossier	O	_
25	préliminaires	préliminaire	O	_
26	au	au	O	_
27	plan	plan	O	_
28	d’	d’	O	_
29	arrêt	arrêt	O	_
30	définitif	définitif	O	_
31	des	de	O	_
32	canalisations	canalisation	O	_
33	de	de	O	_
34	transport	transport	BU	_
35	d’	d’	EU	_
36	hydrocarbures	hydrocarbure	EU	_
37	.	.	O	_


#L’inspection réalise alors une visite d’inspection le 28 avril 2014 afin d'établir un premier état de la situation environnementale du tracé des-dites canalisations de transport.
1	L’	l’	O	_
2	inspection	inspection	O	_
3	réalise	réalise	O	_
4	alors	alors	O	_
5	une	un	O	_
6	visite	visite	O	_
7	d’	d’	O	_
8	inspection	inspection	O	_
9	le	le	O	_
10	28	28	O	_
11	avril	avril	O	_
12	2014	2014	O	_
13	afin	afin	O	_
14	d'	de	O	_
15	établir	établir	O	_
16	un	un	O	_
17	premier	premier	O	_
18	état	état	O	_
19	de	de	O	_
20	la	le	O	_
21	situation	situation	O	_
22	environnementale	environnemental	O	_
23	du	de	O	_
24	tracé	tracé	O	_
25	des-dites	des-dite	O	_
26	canalisations	canalisation	O	_
27	de	de	O	_
28	transport	transport	O	_
29	.	.	O	_


#Lors de cette visite, il est constaté certains manquements, comme l’absence de démonstration de la compatibilité des usages et des remises en état proposées pour chaque tronçon au titre des documents d’urbanisme en vigueur, ou encore l’absence de l’avis du Maire ou président d'établissement public de coopération intercommunale compétent en matière d'urbanisme sur les propositions concernant les tronçons non démantelés.
1	Lors	lors	O	_
2	de	de	O	_
3	cette	ce	O	_
4	visite	visite	O	_
5	,	,	O	_
6	il	il	O	_
7	est	être	O	_
8	constaté	constater	O	_
9	certains	certain	O	_
10	manquements	manquement	O	_
11	,	,	O	_
12	comme	comme	O	_
13	l’	l’	O	_
14	absence	absence	O	_
15	de	de	O	_
16	démonstration	démonstration	O	_
17	de	de	O	_
18	la	le	O	_
19	compatibilité	compatibilité	O	_
20	des	de	O	_
21	usages	usage	O	_
22	et	et	O	_
23	des	de	O	_
24	remises	remise	O	_
25	en	en	O	_
26	état	état	O	_
27	proposées	proposer	O	_
28	pour	pour	O	_
29	chaque	chaque	O	_
30	tronçon	tronçon	O	_
31	au	au	O	_
32	titre	titre	O	_
33	des	de	O	_
34	documents	document	O	_
35	d’	d’	O	_
36	urbanisme	urbanisme	O	_
37	en	en	O	_
38	vigueur	vigueur	O	_
39	,	,	O	_
40	ou	ou	O	_
41	encore	encore	O	_
42	l’	l’	O	_
43	absence	absence	O	_
44	de	de	O	_
45	l’	l’	O	_
46	avis	avis	O	_
47	du	de	O	_
48	Maire	maire	O	_
49	ou	ou	O	_
50	président	président	O	_
51	d'	de	O	_
52	établissement	établissement	O	_
53	public	public	O	_
54	de	de	O	_
55	coopération	coopération	O	_
56	intercommunale	intercommunal	O	_
57	compétent	compétent	O	_
58	en	en	O	_
59	matière	matière	O	_
60	d'	de	O	_
61	urbanisme	urbanisme	O	_
62	sur	sur	O	_
63	les	le	O	_
64	propositions	proposition	O	_
65	concernant	concerner	O	_
66	les	le	O	_
67	tronçons	tronçon	O	_
68	non	non	O	_
69	démantelés	démanteler	O	_
70	.	.	O	_


#L’inspection invite alors l’exploitant, par courrier du 12 juin 2014, à lever les non-conformités relevées, lui indiquant qu’en l’absence des éléments demandés, la demande de mise à l’arrêt définitif de ses canalisations ne pourra être accordée.
1	L’	l’	O	_
2	inspection	inspection	O	_
3	invite	invite	O	_
4	alors	alors	O	_
5	l’	l’	O	_
6	exploitant	exploitant	O	_
7	,	,	O	_
8	par	par	O	_
9	courrier	courrier	O	_
10	du	de	O	_
11	12	12	O	_
12	juin	juin	O	_
13	2014	2014	O	_
14	,	,	O	_
15	à	à	O	_
16	lever	lever	O	_
17	les	le	O	_
18	non-conformités	non-conformité	O	_
19	relevées	relever	O	_
20	,	,	O	_
21	lui	lui	O	_
22	indiquant	indiquer	O	_
23	qu’	qu’	O	_
24	en	en	O	_
25	l’	l’	O	_
26	absence	absence	O	_
27	des	de	O	_
28	éléments	élément	O	_
29	demandés	demander	O	_
30	,	,	O	_
31	la	le	O	_
32	demande	demande	O	_
33	de	de	O	_
34	mise	mise	O	_
35	à	à	O	_
36	l’	l’	O	_
37	arrêt	arrêt	O	_
38	définitif	définitif	O	_
39	de	de	O	_
40	ses	son	O	_
41	canalisations	canalisation	O	_
42	ne	ne	O	_
43	pourra	pouvoir	O	_
44	être	être	O	_
45	accordée	accorder	O	_
46	.	.	O	_


#22.0008
#Le site occupé par la société Blanc Aéro Technologie existe depuis 1850 (fabrique de lin).
1	Le	le	O	_
2	site	site	O	_
3	occupé	occuper	O	_
4	par	par	O	_
5	la	le	BI	_
6	société	société	II	_
7	Blanc	Blanc	EI	_
8	Aéro	Aéro	O	_
9	Technologie	technologie	O	_
10	existe	existe	O	_
11	depuis	depuis	O	_
12	1850	1850	O	_
13	(	(	O	_
14	fabrique	fabrique	O	_
15	de	de	O	_
16	lin	lin	O	_
17	)	)	O	_
18	.	.	O	_


#En 1917, une fabrique de visserie y est transféré.
1	En	en	O	_
2	1917	1917	O	_
3	,	,	O	_
4	une	un	O	_
5	fabrique	fabrique	O	_
6	de	de	O	_
7	visserie	visserie	O	_
8	y	y	O	_
9	est	être	O	_
10	transféré	transférer	O	_
11	.	.	O	_


#Il a été exploité successivement par la société LEFEVRE, puis par les filiales du groupe GFI, FIXARMOR, BLANC AERO TECHNOLOGIE.
1	Il	il	O	_
2	a	avoir	O	_
3	été	être	O	_
4	exploité	exploiter	O	_
5	successivement	successivement	O	_
6	par	par	O	_
7	la	le	BI	_
8	société	société	II	_
9	LEFEVRE	LEFEVRE	EI	_
10	,	,	O	_
11	puis	puis	O	_
12	par	par	O	_
13	les	le	O	_
14	filiales	filiale	O	_
15	du	de	O	_
16	groupe	groupe	BI	_
17	GFI	GFI	EI	_
18	,	,	O	_
19	FIXARMOR	FIXARMOR	EI	_
20	,	,	O	_
21	BLANC	BLANC	BI	_
22	AERO	AERO	EI	_
23	TECHNOLOGIE	TECHNOLOGIE	EI	_
24	.	.	O	_


#L'arrêté préfectoral du 12 janvier 1984 autorise la société Blanc Aéro Technologie à exploiter une usine de visserie et boulonnerie de haute précision (à destination de l’aéronautique et de la compétition automobile).
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	du	de	O	_
5	12	12	O	_
6	janvier	janvier	O	_
7	1984	1984	O	_
8	autorise	autorise	O	_
9	la	le	BI	_
10	société	société	II	_
11	Blanc	Blanc	EI	_
12	Aéro	Aéro	EI	_
13	Technologie	Technologie	O	_
14	à	à	O	_
15	exploiter	exploiter	O	_
16	une	un	O	_
17	usine	usine	O	_
18	de	de	O	_
19	visserie	visserie	O	_
20	et	et	O	_
21	boulonnerie	boulonnerie	O	_
22	de	de	O	_
23	haute	haut	O	_
24	précision	précision	O	_
25	(	(	O	_
26	à	à	O	_
27	destination	destination	O	_
28	de	de	O	_
29	l’	l’	O	_
30	aéronautique	aéronautique	O	_
31	et	et	O	_
32	de	de	O	_
33	la	le	O	_
34	compétition	compétition	O	_
35	automobile	automobile	O	_
36	)	)	O	_
37	.	.	O	_


#Un nouvel arrêté préfectoral du 14 janvier 2009 porte sur les modifications apportées à l'installation : arrêt de traitement de surface avec du cadmium (mars 2007), suppression d'un appareil contenant des PCB, cessations de certaines activités et réaménagement de l'activité de traitement de surface.
1	Un	un	O	_
2	nouvel	nouveau	O	_
3	arrêté	arrêté	O	_
4	préfectoral	préfectoral	O	_
5	du	de	O	_
6	14	14	O	_
7	janvier	janvier	O	_
8	2009	2009	O	_
9	porte	porte	O	_
10	sur	sur	O	_
11	les	le	O	_
12	modifications	modification	O	_
13	apportées	apporter	O	_
14	à	à	O	_
15	l'	le	O	_
16	installation	installation	O	_
17	:	:	O	_
18	arrêt	arrêt	O	_
19	de	de	O	_
20	traitement	traitement	O	_
21	de	de	O	_
22	surface	surface	O	_
23	avec	avec	O	_
24	du	de	O	_
25	cadmium	cadmium	BS	_
26	(	(	O	_
27	mars	mars	O	_
28	2007	2007	O	_
29	)	)	O	_
30	,	,	O	_
31	suppression	suppression	O	_
32	d'	de	O	_
33	un	un	O	_
34	appareil	appareil	O	_
35	contenant	contenir	O	_
36	des	un	BS	_
37	PCB	pcb	ES	_
38	,	,	O	_
39	cessations	cessation	O	_
40	de	de	O	_
41	certaines	certain	O	_
42	activités	activité	O	_
43	et	et	O	_
44	réaménagement	réaménagement	O	_
45	de	de	O	_
46	l'	le	O	_
47	activité	activité	O	_
48	de	de	O	_
49	traitement	traitement	O	_
50	de	de	O	_
51	surface	surface	O	_
52	.	.	O	_


#Jusqu'en mars 2007, les procédés mis en œuvre comprenaient des opérations de traitement de surface (par bichromatation et cadmiage).
1	Jusqu'	jusque	O	_
2	en	en	O	_
3	mars	mars	O	_
4	2007	2007	O	_
5	,	,	O	_
6	les	le	O	_
7	procédés	procédé	O	_
8	mis	mettre	O	_
9	en	en	O	_
10	œuvre	œuvre	O	_
11	comprenaient	comprendre	O	_
12	des	un	O	_
13	opérations	opération	O	_
14	de	de	O	_
15	traitement	traitement	O	_
16	de	de	O	_
17	surface	surface	O	_
18	(	(	O	_
19	par	par	O	_
20	bichromatation	bichromatation	O	_
21	et	et	O	_
22	cadmiage	cadmiage	BS	_
23	)	)	O	_
24	.	.	O	_


#L'installation rejetait dans la rivière située à proximité, des eaux provenant de son atelier de traitement de surface, après passage dans la station de détoxication.
1	L'	le	O	_
2	installation	installation	O	_
3	rejetait	rejeter	O	_
4	dans	dans	O	_
5	la	le	O	_
6	rivière	rivière	O	_
7	située	situer	O	_
8	à	à	O	_
9	proximité	proximité	O	_
10	,	,	O	_
11	des	un	O	_
12	eaux	eau	O	_
13	provenant	provenir	O	_
14	de	de	O	_
15	son	son	O	_
16	atelier	atelier	O	_
17	de	de	O	_
18	traitement	traitement	O	_
19	de	de	O	_
20	surface	surface	O	_
21	,	,	O	_
22	après	après	O	_
23	passage	passage	O	_
24	dans	dans	O	_
25	la	le	O	_
26	station	station	O	_
27	de	de	O	_
28	détoxication	détoxication	O	_
29	.	.	O	_


#En janvier 1991, l'exploitant a amélioré sa station de détoxication par l’installation de résines échangeuses d'ions, lui permettant de respecter les valeurs seuils de rejets autorisés.
1	En	en	O	_
2	janvier	janvier	O	_
3	1991	1991	O	_
4	,	,	O	_
5	l'	le	O	_
6	exploitant	exploitant	O	_
7	a	avoir	O	_
8	amélioré	améliorer	O	_
9	sa	son	O	_
10	station	station	O	_
11	de	de	O	_
12	détoxication	détoxication	O	_
13	par	par	O	_
14	l’	l’	O	_
15	installation	installation	O	_
16	de	de	O	_
17	résines	résine	O	_
18	échangeuses	échangeuse	O	_
19	d'	de	O	_
20	ions	ion	O	_
21	,	,	O	_
22	lui	lui	O	_
23	permettant	permettre	O	_
24	de	de	O	_
25	respecter	respecter	O	_
26	les	le	O	_
27	valeurs	valeur	O	_
28	seuils	seuil	O	_
29	de	de	O	_
30	rejets	rejet	O	_
31	autorisés	autoriser	O	_
32	.	.	O	_


#Du fait de l'activité et de l'ancienneté du site ainsi que de sa sensibilité hydraulique, un arrêté préfectoral complémentaire du 19 octobre 2000 prescrit la réalisation d'un diagnostic initial de pollution des sols et d'une évaluation simplifiée des risques (ESR).
1	Du	de	O	_
2	fait	fait	O	_
3	de	de	O	_
4	l'	le	O	_
5	activité	activité	O	_
6	et	et	O	_
7	de	de	O	_
8	l'	le	O	_
9	ancienneté	ancienneté	O	_
10	du	de	O	_
11	site	site	O	_
12	ainsi	ainsi	O	_
13	que	que	O	_
14	de	de	O	_
15	sa	son	O	_
16	sensibilité	sensibilité	O	_
17	hydraulique	hydraulique	O	_
18	,	,	O	_
19	un	un	O	_
20	arrêté	arrêté	O	_
21	préfectoral	préfectoral	O	_
22	complémentaire	complémentaire	O	_
23	du	de	O	_
24	19	19	O	_
25	octobre	octobre	O	_
26	2000	2000	O	_
27	prescrit	prescrire	O	_
28	la	le	O	_
29	réalisation	réalisation	O	_
30	d'	de	O	_
31	un	un	O	_
32	diagnostic	diagnostic	O	_
33	initial	initial	O	_
34	de	de	O	_
35	pollution	pollution	O	_
36	des	de	O	_
37	sols	sol	O	_
38	et	et	O	_
39	d'	de	O	_
40	une	un	O	_
41	évaluation	évaluation	O	_
42	simplifiée	simplifier	O	_
43	des	de	O	_
44	risques	risque	O	_
45	(	(	O	_
46	ESR	esr	O	_
47	)	)	O	_
48	.	.	O	_


#L'ESR remise en novembre 2004 conclut :
1	L'	le	O	_
2	ESR	esr	O	_
3	remise	remettre	O	_
4	en	en	O	_
5	novembre	novembre	O	_
6	2004	2004	O	_
7	conclut	conclure	O	_
8	:	:	O	_


#1/ pour les gaz du sol : les mesures montrent la présence de composés photoionisables au niveau d'un sondage ;
1	1/	1/	O	_
2	pour	pour	O	_
3	les	le	O	_
4	gaz	gaz	O	_
5	du	de	O	_
6	sol	sol	O	_
7	:	:	O	_
8	les	le	O	_
9	mesures	mesure	O	_
10	montrent	montrer	O	_
11	la	le	O	_
12	présence	présence	O	_
13	de	de	O	_
14	composés	composé	O	_
15	photoionisables	photoionisable	O	_
16	au	au	O	_
17	niveau	niveau	O	_
18	d'	de	O	_
19	un	un	O	_
20	sondage	sondage	O	_
21	;	;	O	_


#2/ pour les sols :
1	2/	2/	O	_
2	pour	pour	O	_
3	les	le	O	_
4	sols	sol	O	_
5	:	:	O	_


#- absence d'anomalies pour les hydrocarbures aromatiques polycycliques (HAP) et les benzène, toluène, éthylène, xylène (BTEX) ;
1	-	-	O	_
2	absence	absence	O	_
3	d'	de	O	_
