
#68.0016
#Jusqu’en 1974, l’usine PCUK (produits chimiques Ugine Kuhlmann) installée à Huningue (Haut‑Rhin), a produit un pesticide, le lindane ou γ HCH.
1	Jusqu’	jusqu’	O	_
17	 	 	O	_
18	»	»	O	_
19	à	à	O	_
20	Sierentz	Sierentz	O	_
21	.	.	O	_


#Des travaux de confinement avaient été prescrits à la société PCUK par arrêtés préfectoraux du 13 mars 1986 et du 9 février 1987.
1	Des	un	O	_
2	travaux	travail	O	_
3	de	de	O	_
4	confinement	confinement	O	_
5	avaient	avoir	O	_
6	été	être	O	_
7	prescrits	prescrire	O	_
8	à	à	O	_
9	la	le	BI	_
10	société	société	II	_
11	PCUK	PCUK	EI	_
12	par	par	O	_
13	arrêtés	arrêté	O	_
14	préfectoraux	préfectoral	O	_
15	du	de	O	_
16	13	13	O	_
17	mars	mars	O	_
18	1986	1986	O	_
19	et	et	O	_
20	du	de	O	_
21	9	9	O	_
22	février	février	O	_
23	1987	1987	O	_
24	.	.	O	_


#Ils ont consisté en la réalisation d’une capsule en argile compactée.
1	Ils	il	O	_
2	ont	avoir	O	_
3	consisté	consister	O	_
4	en	en	O	_
5	la	le	O	_
6	réalisation	réalisation	O	_
7	d’	d’	O	_
8	une	un	O	_
9	capsule	capsule	O	_
10	en	en	O	_
11	argile	argile	O	_
12	compactée	compacter	O	_
13	.	.	O	_


#Une surveillance piézométrique a été prescrite, ainsi qu’un entretien régulier du site (débroussaillage) afin de préserver l’étanchéité de la capsule.
1	Une	un	O	_
2	surveillance	surveillance	O	_
3	piézométrique	piézométrique	O	_
4	a	avoir	O	_
5	été	être	O	_
6	prescrite	prescrire	O	_
7	,	,	O	_
8	ainsi	ainsi	O	_
9	qu’	qu’	O	_
10	un	un	O	_
11	entretien	entretien	O	_
12	régulier	régulier	O	_
13	du	de	O	_
14	site	site	O	_
15	(	(	O	_
16	débroussaillage	débroussaillage	O	_
17	)	)	O	_
18	afin	afin	O	_
19	de	de	O	_
20	préserver	préserver	O	_
21	l’	l’	O	_
22	étanchéité	étanchéité	O	_
23	de	de	O	_
24	la	le	O	_
25	capsule	capsule	O	_
26	.	.	O	_


#Un suivi de la qualité des eaux souterraines et un entretien régulier du site est assuré par l'ADEME depuis 2000 sur fonds publics.
1	Un	un	O	_
2	suivi	suivi	O	_
3	de	de	O	_
4	la	le	O	_
5	qualité	qualité	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	et	et	O	_
10	un	un	O	_
11	entretien	entretien	O	_
12	régulier	régulier	O	_
13	du	de	O	_
14	site	site	O	_
15	est	être	O	_
16	assuré	assurer	O	_
17	par	par	O	_
18	l'	le	O	_
19	ADEME	ADEME	O	_
20	depuis	depuis	O	_
21	2000	2000	O	_
22	sur	sur	O	_
23	fonds	fonds	O	_
24	publics	public	O	_
25	.	.	O	_


#Ces travaux sont encadrés par arrêtés préfectoraux.
1	Ces	ce	O	_
2	travaux	travail	O	_
3	sont	être	O	_
4	encadrés	encadrer	O	_
5	par	par	O	_
6	arrêtés	arrêté	O	_
7	préfectoraux	préfectoral	O	_
8	.	.	O	_


#Le suivi montre une stabilité des teneurs, avec un impact sur les eaux souterraines en aval immédiat de la capsule.
1	Le	le	O	_
2	suivi	suivi	O	_
3	montre	montre	O	_
4	une	un	O	_
5	stabilité	stabilité	O	_
6	des	de	O	_
7	teneurs	teneur	O	_
8	,	,	O	_
9	avec	avec	O	_
10	un	un	O	_
11	impact	impact	O	_
12	sur	sur	O	_
13	les	le	O	_
14	eaux	eau	O	_
15	souterraines	souterrain	O	_
16	en	en	O	_
17	aval	aval	O	_
18	immédiat	immédiat	O	_
19	de	de	O	_
20	la	le	O	_
21	capsule	capsule	O	_
22	.	.	O	_


#Le site est situé en aval de la ville ; aucun impact sur les populations et les captages AEP n’a été décelé.
1	Le	le	O	_
2	site	site	O	_
3	est	être	O	_
4	situé	situer	O	_
5	en	en	O	_
6	aval	aval	O	_
7	de	de	O	_
8	la	le	O	_
9	ville	ville	O	_
10	;	;	O	_
11	aucun	aucun	O	_
12	impact	impact	O	_
13	sur	sur	O	_
14	les	le	O	_
15	populations	population	O	_
16	et	et	O	_
17	les	le	O	_
18	captages	captage	O	_
19	AEP	aep	O	_
20	n’	n’	O	_
21	a	avoir	O	_
22	été	être	O	_
23	décelé	déceler	O	_
24	.	.	O	_


#Le suivi de la qualité des eaux souterraines et un entretien régulier du site pour maintenir en bon état la couche d'imperméabilisation du site, restent néanmoins nécessaires.
1	Le	le	O	_
2	suivi	suivi	O	_
3	de	de	O	_
4	la	le	O	_
5	qualité	qualité	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	et	et	O	_
10	un	un	O	_
11	entretien	entretien	O	_
12	régulier	régulier	O	_
13	du	de	O	_
14	site	site	O	_
15	pour	pour	O	_
16	maintenir	maintenir	O	_
17	en	en	O	_
18	bon	bon	O	_
19	état	état	O	_
20	la	le	O	_
21	couche	couche	O	_
22	d'	de	O	_
23	imperméabilisation	imperméabilisation	O	_
24	du	de	O	_
25	site	site	O	_
26	,	,	O	_
27	restent	rester	O	_
28	néanmoins	néanmoins	O	_
29	nécessaires	nécessaire	O	_
30	.	.	O	_


#67.0191
#L'arrêté préfectoral (AP) du 24 juin 1998 autorise la société ALSAPAN à exploiter, en régularisation administrative, des installations de fabrications de revêtements de sols mélaminés.
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	(	(	O	_
5	AP	ap	O	_
6	)	)	O	_
7	du	de	O	_
8	24	24	O	_
9	juin	juin	O	_
10	1998	1998	O	_
11	autorise	autorise	O	_
12	la	le	BI	_
13	société	société	II	_
14	ALSAPAN	ALSAPAN	EI	_
15	à	à	O	_
16	exploiter	exploiter	O	_
17	,	,	O	_
18	en	en	O	_
19	régularisation	régularisation	O	_
20	administrative	administratif	O	_
21	,	,	O	_
22	des	un	O	_
23	installations	installation	O	_
24	de	de	O	_
25	fabrications	fabrication	O	_
26	de	de	O	_
27	revêtements	revêtement	O	_
28	de	de	O	_
29	sols	sol	O	_
30	mélaminés	mélaminé	O	_
31	.	.	O	_


#Ses principales activités concernent : le travail du bois et des matériaux combustibles analogues, combustion application et cuisson/séchage de vernis, peinture, colle... ; transformation de matières plastiques, dépôt de papiers cartons, bois sec et matériaux combustibles analogues.
1	Ses	son	O	_
2	principales	principal	O	_
3	activités	activité	O	_
4	concernent	concerner	O	_
5	:	:	O	_
6	le	le	O	_
7	travail	travail	O	_
8	du	de	O	_
9	bois	bois	O	_
10	et	et	O	_
11	des	de	O	_
12	matériaux	matériau	O	_
13	combustibles	combustible	O	_
14	analogues	analogue	O	_
15	,	,	O	_
16	combustion	combustion	O	_
17	application	application	O	_
18	et	et	O	_
19	cuisson	cuisson	O	_
20	/	/	O	_
21	séchage	séchage	O	_
22	de	de	O	_
23	vernis	vernis	O	_
24	,	,	O	_
25	peinture	peinture	O	_
26	,	,	O	_
27	colle	colle	O	_
28	...	...	O	_
29	;	;	O	_
30	transformation	transformation	O	_
31	de	de	O	_
32	matières	matière	O	_
33	plastiques	plastique	O	_
34	,	,	O	_
35	dépôt	dépôt	O	_
36	de	de	O	_
37	papiers	papier	O	_
38	cartons	carton	O	_
39	,	,	O	_
40	bois	bois	O	_
41	sec	sec	O	_
42	et	et	O	_
43	matériaux	matériau	O	_
44	combustibles	combustible	O	_
45	analogues	analogue	O	_
46	.	.	O	_


#L'AP du 24 juin 1998 prescrit une surveillance de la qualité des eaux souterraines sur le site de la société.
1	L'	le	O	_
2	AP	ap	O	_
3	du	de	O	_
4	24	24	O	_
5	juin	juin	O	_
6	1998	1998	O	_
7	prescrit	prescrire	O	_
8	une	un	O	_
9	surveillance	surveillance	O	_
10	de	de	O	_
11	la	le	O	_
12	qualité	qualité	O	_
13	des	de	O	_
14	eaux	eau	O	_
15	souterraines	souterrain	O	_
16	sur	sur	O	_
17	le	le	O	_
18	site	site	O	_
19	de	de	O	_
20	la	le	O	_
21	société	société	O	_
22	.	.	O	_


#Ce contrôle pourra être effectué sur le puits existant situé en aval du site et sur deux piézomètres implantés en aval du site.
1	Ce	ce	O	_
2	contrôle	contrôle	O	_
3	pourra	pouvoir	O	_
4	être	être	O	_
5	effectué	effectuer	O	_
6	sur	sur	O	_
7	le	le	O	_
8	puits	puits	O	_
9	existant	existant	O	_
10	situé	situer	O	_
11	en	en	O	_
12	aval	aval	O	_
13	du	de	O	_
14	site	site	O	_
15	et	et	O	_
16	sur	sur	O	_
17	deux	deux	O	_
18	piézomètres	piézomètre	O	_
19	implantés	implanter	O	_
20	en	en	O	_
21	aval	aval	O	_
22	du	de	O	_
23	site	site	O	_
24	.	.	O	_


#Les contrôles seront au moins annuels et porteront sur les paramètres pH, conductivité, Hydrocarbures totaux.
1	Les	le	O	_
2	contrôles	contrôle	O	_
3	seront	être	O	_
4	au	au	O	_
5	moins	moins	O	_
6	annuels	annuel	O	_
7	et	et	O	_
8	porteront	porter	O	_
9	sur	sur	O	_
10	les	le	O	_
11	paramètres	paramètre	O	_
12	pH	ph	O	_
13	,	,	O	_
14	conductivité	conductivité	O	_
15	,	,	O	_
16	Hydrocarbures	hydrocarbure	BS	_
17	totaux	total	ES	_
18	.	.	O	_


#Les résultats d'analyses des eaux souterraines réalisées le 17/09/2013, au droit des trois points de contrôles du site, n'ont révélés aucuns dépassements des seuils de quantification pour les paramètres recherchés.
1	Les	le	O	_
2	résultats	résultat	O	_
3	d'	de	O	_
4	analyses	analyse	O	_
5	des	de	O	_
6	eaux	eau	O	_
7	souterraines	souterrain	O	_
8	réalisées	réaliser	O	_
9	le	le	O	_
10	17/09/2013	17/09/2013	O	_
11	,	,	O	_
12	au	au	O	_
13	droit	droit	O	_
14	des	de	O	_
15	trois	trois	O	_
16	points	point	O	_
17	de	de	O	_
18	contrôles	contrôle	O	_
19	du	de	O	_
20	site	site	O	_
21	,	,	O	_
22	n'	n'	O	_
23	ont	avoir	O	_
24	révélés	révéler	O	_
25	aucuns	aucuns	O	_
26	dépassements	dépassement	O	_
27	des	de	O	_
28	seuils	seuil	O	_
29	de	de	O	_
30	quantification	quantification	O	_
31	pour	pour	O	_
32	les	le	O	_
33	paramètres	paramètre	O	_
34	recherchés	rechercher	O	_
35	.	.	O	_


#L'exploitant est tenu de poursuivre la surveillance des eaux souterraines sur son site.
1	L'	le	O	_
2	exploitant	exploitant	O	_
3	est	être	O	_
4	tenu	tenir	O	_
5	de	de	O	_
6	poursuivre	poursuivre	O	_
7	la	le	O	_
8	surveillance	surveillance	O	_
9	des	de	O	_
10	eaux	eau	O	_
11	souterraines	souterrain	O	_
12	sur	sur	O	_
13	son	son	O	_
14	site	site	O	_
15	.	.	O	_


#67.0015
#Il s'agit de deux anciens puits de mines de l'exploitation pétrolière de Pechelbronn.
1	Il	il	O	_
2	s'	se	O	_
3	agit	agir	O	_
4	de	de	O	_
5	deux	deux	O	_
6	anciens	ancien	O	_
7	puits	puits	O	_
8	de	de	O	_
9	mines	mine	O	_
10	de	de	O	_
11	l'	le	O	_
12	exploitation	exploitation	O	_
13	pétrolière	pétrolier	O	_
14	de	de	O	_
15	Pechelbronn	Pechelbronn	O	_
16	.	.	O	_


#Le fonçage du puits I, commencé en 1916, appelé d’abord puits Noellenburg puis Clémenceau, fut inauguré le 20 avril.
1	Le	le	O	_
2	fonçage	fonçage	O	_
3	du	de	O	_
4	puits	puits	O	_
5	I	i	O	_
6	,	,	O	_
7	commencé	commencer	O	_
8	en	en	O	_
9	1916	1916	O	_
10	,	,	O	_
11	appelé	appeler	O	_
12	d’	d’	O	_
13	abord	abord	O	_
14	puits	puits	O	_
15	Noellenburg	Noellenburg	O	_
16	puis	puis	O	_
17	Clémenceau	Clémenceau	O	_
18	,	,	O	_
19	fut	être	O	_
20	inauguré	inaugurer	O	_
21	le	le	O	_
22	20	20	O	_
23	avril	avril	O	_
24	.	.	O	_


#Suite aux graves incendies qui ont affecté le puits en 1919, ainsi qu’à l’évolution des règlements miniers, il a été doublé par un puits de sortie d’air, dénommé puits IV.
1	Suite	suite	O	_
2	aux	aux	O	_
3	graves	grave	O	_
4	incendies	incendie	O	_
5	qui	qui	O	_
6	ont	avoir	O	_
7	affecté	affecter	O	_
8	le	le	O	_
9	puits	puits	O	_
10	en	en	O	_
11	1919	1919	O	_
12	,	,	O	_
13	ainsi	ainsi	O	_
14	qu’	qu’	O	_
15	à	à	O	_
16	l’	l’	O	_
17	évolution	évolution	O	_
18	des	de	O	_
19	règlements	règlement	O	_
20	miniers	minier	O	_
21	,	,	O	_
22	il	il	O	_
23	a	avoir	O	_
24	été	être	O	_
25	doublé	doubler	O	_
26	par	par	O	_
27	un	un	O	_
28	puits	puits	O	_
29	de	de	O	_
30	sortie	sortie	O	_
31	d’	d’	O	_
32	air	air	O	_
33	,	,	O	_
34	dénommé	dénommer	O	_
35	puits	puits	O	_
36	IV	iv	O	_
37	.	.	O	_


#Le puits IV a été foncé jusqu’au premier étage de 1920 à mars 1921.
1	Le	le	O	_
2	puits	puits	O	_
3	IV	IV	O	_
4	a	avoir	O	_
5	été	être	O	_
6	foncé	foncer	O	_
7	jusqu’	jusqu’	O	_
8	au	au	O	_
9	premier	premier	O	_
10	étage	étage	O	_
11	de	de	O	_
12	1920	1920	O	_
13	à	à	O	_
14	mars	mars	O	_
15	1921	1921	O	_
16	.	.	O	_


#Le creusement a été repris en 1923 pour atteindre sa profondeur définitive.
1	Le	le	O	_
2	creusement	creusement	O	_
3	a	avoir	O	_
4	été	être	O	_
5	repris	reprendre	O	_
6	en	en	O	_
7	1923	1923	O	_
8	pour	pour	O	_
9	atteindre	atteindre	O	_
10	sa	son	O	_
11	profondeur	profondeur	O	_
12	définitive	définitif	O	_
13	.	.	O	_


#En mars 1962, il est décidé l’abandon définitif de l’exploitation.
1	En	en	O	_
2	mars	mars	O	_
3	1962	1962	O	_
4	,	,	O	_
5	il	il	O	_
6	est	être	O	_
7	décidé	décider	O	_
8	l’	l’	O	_
9	abandon	abandon	O	_
10	définitif	définitif	O	_
11	de	de	O	_
12	l’	l’	O	_
13	exploitation	exploitation	O	_
14	.	.	O	_


#Les puits ont été obstrués par des dalles de surface entre mai 1962 et janvier 1963.
1	Les	le	O	_
2	puits	puits	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	obstrués	obstruer	O	_
6	par	par	O	_
7	des	un	O	_
8	dalles	dalle	O	_
9	de	de	O	_
10	surface	surface	O	_
11	entre	entre	O	_
12	mai	mai	O	_
13	1962	1962	O	_
14	et	et	O	_
15	janvier	janvier	O	_
16	1963	1963	O	_
17	.	.	O	_


#Une déviation et une couverture du Willenbach pour éviter sa pollution ont été mises en place début 1996 sur le siège Clémenceau, complétées par le traitement des eaux dans un débourbeur et un séparateur d'hydrocarbures.
1	Une	un	O	_
2	déviation	déviation	O	_
3	et	et	O	_
4	une	un	O	_
5	couverture	couverture	O	_
6	du	de	O	_
7	Willenbach	Willenbach	O	_
8	pour	pour	O	_
9	éviter	éviter	O	_
10	sa	son	O	_
11	pollution	pollution	O	_
12	ont	avoir	O	_
13	été	être	O	_
14	mises	mettre	O	_
15	en	en	O	_
16	place	place	O	_
17	début	début	O	_
18	1996	1996	O	_
19	sur	sur	O	_
20	le	le	O	_
21	siège	siège	O	_
22	Clémenceau	Clémenceau	O	_
23	,	,	O	_
24	complétées	compléter	O	_
25	par	par	O	_
26	le	le	O	_
27	traitement	traitement	O	_
28	des	de	O	_
29	eaux	eau	O	_
30	dans	dans	O	_
31	un	un	O	_
32	débourbeur	débourbeur	O	_
33	et	et	O	_
34	un	un	O	_
35	séparateur	séparateur	O	_
36	d'	de	O	_
37	hydrocarbures	hydrocarbure	BS	_
38	.	.	O	_


#Des travaux ont été menés sur les puits en août 1998, qui consistaient en :
1	Des	un	O	_
2	travaux	travail	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	menés	mener	O	_
6	sur	sur	O	_
7	les	le	O	_
8	puits	puits	O	_
9	en	en	O	_
10	août	août	O	_
11	1998	1998	O	_
12	,	,	O	_
13	qui	qui	O	_
14	consistaient	consister	O	_
15	en	en	O	_
16	:	:	O	_


#- la pose d'un coupe flamme sur la tête de puit, afin de prévenir les risques d'incendie/explosion dus aux gaz.
1	-	-	O	_
2	la	le	O	_
3	pose	pose	O	_
4	d'	de	O	_
5	un	un	O	_
6	coupe	coupe	O	_
7	flamme	flamme	O	_
8	sur	sur	O	_
9	la	le	O	_
10	tête	tête	O	_
11	de	de	O	_
12	puit	puit	O	_
13	,	,	O	_
14	afin	afin	O	_
15	de	de	O	_
16	prévenir	prévenir	O	_
17	les	le	O	_
18	risques	risque	O	_
19	d'	de	O	_
20	incendie	incendie	O	_
21	/	/	O	_
22	explosion	explosion	O	_
23	dus	du	O	_
24	aux	à	O	_
25	gaz	gaz	O	_
26	.	.	O	_


#- installation d'une clôture, interdisant l'accès à la tête de puits, munie d'une porte fermée à clé.
1	-	-	O	_
2	installation	installation	O	_
3	d'	de	O	_
4	une	un	O	_
5	clôture	clôture	O	_
6	,	,	O	_
7	interdisant	interdire	O	_
8	l'	le	O	_
9	accès	accès	O	_
10	à	à	O	_
11	la	le	O	_
12	tête	tête	O	_
13	de	de	O	_
14	puits	puits	O	_
15	,	,	O	_
16	munie	munir	O	_
17	d'	de	O	_
18	une	un	O	_
19	porte	porte	O	_
20	fermée	fermer	O	_
21	à	à	O	_
22	clé	clé	O	_
23	.	.	O	_


#- le bornage d'un périmètre de protection dans lequel le stockage de matériel lourd et la construction sont interdits compte tenu du risque d'éffondrement du puit.
1	-	-	O	_
2	le	le	O	_
3	bornage	bornage	O	_
4	d'	de	O	_
5	un	un	O	_
6	périmètre	périmètre	O	_
7	de	de	O	_
8	protection	protection	O	_
9	dans	dans	O	_
10	lequel	lequel	O	_
11	le	le	O	_
12	stockage	stockage	O	_
13	de	de	O	_
14	matériel	matériel	O	_
15	lourd	lourd	O	_
16	et	et	O	_
17	la	le	O	_
18	construction	construction	O	_
19	sont	être	O	_
20	interdits	interdire	O	_
21	compte	compte	O	_
22	tenu	tenir	O	_
23	du	de	O	_
24	risque	risque	O	_
25	d'	de	O	_
26	éffondrement	éffondrement	O	_
27	du	de	O	_
28	puit	puit	O	_
29	.	.	O	_


#- pose d'une dalle de béton
1	-	-	O	_
2	pose	pose	O	_
3	d'	de	O	_
4	une	un	O	_
5	dalle	dalle	O	_
6	de	de	O	_
7	béton	béton	O	_


#Les puits I et IV n’ont pas servi de décharge de produits chimiques.
1	Les	le	O	_
2	puits	puits	O	_
3	I	i	O	_
4	et	et	O	_
5	IV	iv	O	_
6	n’	n’	O	_
7	ont	avoir	O	_
8	pas	pas	O	_
9	servi	servir	O	_
10	de	de	O	_
11	décharge	décharge	O	_
12	de	de	O	_
13	produits	produit	O	_
14	chimiques	chimique	O	_
15	.	.	O	_


#De petites quantités de produits polluants (éventuellement d’origine agricole : présence de pesticides) ont été détectées dans le puits IV en lors des mesures en 1993.
1	De	de	O	_
2	petites	petit	O	_
3	quantités	quantité	O	_
4	de	de	O	_
5	produits	produit	BU	_
6	polluants	polluant	EU	_
7	(	(	O	_
8	éventuellement	éventuellement	O	_
9	d’	d’	O	_
10	origine	origine	O	_
11	agricole	agricole	O	_
12	:	:	O	_
13	présence	présence	O	_
14	de	de	O	_
15	pesticides	pesticide	BS	_
16	)	)	O	_
17	ont	avoir	O	_
18	été	être	O	_
19	détectées	détecter	O	_
20	dans	dans	O	_
21	le	le	O	_
22	puits	puits	O	_
23	IV	iv	O	_
24	en	en	O	_
25	lors	lors	O	_
26	des	de	O	_
27	mesures	mesure	O	_
28	en	en	O	_
29	1993	1993	O	_
30	.	.	O	_


#En 1993, l’étude réalisée conjointement par l’INERIS et le BRGM proposait la mise en sécurité des puits vis-à-vis du risque gaz.
1	En	en	O	_
2	1993	1993	O	_
3	,	,	O	_
4	l’	l’	O	_
