
#13.0076
#EUROCOPTER ( ex SNIAS ) à Marignane -13-
1	EUROCOPTER	EUROCOPTER	EI	_
1	*	*	O	_
2	L'	le	O	_
3	ESR	esr	O	_
4	prescrite	prescrire	O	_
5	par	par	O	_
6	l'	le	O	_
7	AP	ap	O	_
8	du	de	O	_
9	16/06/1999	16/06/1999	O	_
10	a	avoir	O	_
11	été	être	O	_
12	remise	remettre	O	_
13	en	en	O	_
14	janvier	janvier	O	_
15	2002	2002	O	_
16	et	et	O	_
17	classe	classer	O	_
18	le	le	O	_
19	site	site	O	_
20	en	en	O	_
21	catégorie	catégorie	O	_
22	2	2	O	_
23	.	.	O	_


#* Conformément aux prescriptions de l'AP d'autorisation, des dispositions de prévention des pollutions du sol et du sous-sols sont en place : mie en rétention des cuves de traitement de surface, aire étanches, bassin de recueil des premières eaux issues d'un déversement accidentel.
1	*	*	O	_
2	Conformément	conformément	O	_
3	aux	aux	O	_
4	prescriptions	prescription	O	_
5	de	de	O	_
6	l'	le	O	_
7	AP	ap	O	_
8	d'	de	O	_
9	autorisation	autorisation	O	_
10	,	,	O	_
11	des	un	O	_
12	dispositions	disposition	O	_
13	de	de	O	_
14	prévention	prévention	O	_
15	des	de	O	_
16	pollutions	pollution	O	_
17	du	de	O	_
18	sol	sol	O	_
19	et	et	O	_
20	du	de	O	_
21	sous-sols	sous-sol	O	_
22	sont	être	O	_
23	en	en	O	_
24	place	place	O	_
25	:	:	O	_
26	mie	mie	O	_
27	en	en	O	_
28	rétention	rétention	O	_
29	des	de	O	_
30	cuves	cuve	O	_
31	de	de	O	_
32	traitement	traitement	O	_
33	de	de	O	_
34	surface	surface	O	_
35	,	,	O	_
36	aire	aire	O	_
37	étanches	étanche	O	_
38	,	,	O	_
39	bassin	bassin	O	_
40	de	de	O	_
41	recueil	recueil	O	_
42	des	de	O	_
43	premières	premier	O	_
44	eaux	eau	O	_
45	issues	issu	O	_
46	d'	de	O	_
47	un	un	O	_
48	déversement	déversement	O	_
49	accidentel	accidentel	O	_
50	.	.	O	_


#* Au vu de l'activité récente, il n'y a pas eu de déversement accidentels déclarés sur les sols.
1	*	*	O	_
2	Au	au	O	_
3	vu	vu	O	_
4	de	de	O	_
5	l'	le	O	_
6	activité	activité	O	_
7	récente	récent	O	_
8	,	,	O	_
9	il	il	O	_
10	n'	n'	O	_
11	y	y	O	_
12	a	avoir	O	_
13	pas	pas	O	_
14	eu	avoir	O	_
15	de	de	O	_
16	déversement	déversement	O	_
17	accidentels	accidentel	O	_
18	déclarés	déclarer	O	_
19	sur	sur	O	_
20	les	le	O	_
21	sols	sol	O	_
22	.	.	O	_


#* * L'auto surveillance des eaux souterraines est en place depuis de nombreuses années (7 piézomètres, fréquence annuelle). situation stable
1	*	*	O	_
2	*	*	O	_
3	L'	le	O	_
4	auto	auto	O	_
5	surveillance	surveillance	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	est	être	O	_
10	en	en	O	_
11	place	place	O	_
12	depuis	depuis	O	_
13	de	de	O	_
14	nombreuses	nombreux	O	_
15	années	année	O	_
16	(	(	O	_
17	7	7	O	_
18	piézomètres	piézomètre	O	_
19	,	,	O	_
20	fréquence	fréquence	O	_
21	annuelle	annuel	O	_
22	)	)	O	_
23	.	.	O	_
24	situation	situation	O	_
25	stable	stable	O	_


#13.0124
#Ancienne cartonnerie Voisin & Pascal à Fos-sur-mer (13) -
1	Ancienne	ancien	O	_
2	cartonnerie	cartonnerie	O	_
3	Voisin	Voisin	O	_
4	&	et	O	_
5	Pascal	Pascal	O	_
6	à	à	O	_
7	Fos-sur-mer	Fos-sur-mer	O	_
8	(	(	O	_
9	13	13	O	_
10	)	)	O	_
11	-	-	O	_


#La friche de la cartonnerie est située au Nord-ouest de la ville de Fos-sur-Mer dans un environnement péri-urbain à caractère d'habitat.
1	La	le	O	_
2	friche	friche	O	_
3	de	de	O	_
4	la	le	O	_
5	cartonnerie	cartonnerie	O	_
6	est	être	O	_
7	située	situer	O	_
8	au	au	O	_
9	Nord-ouest	nord-ouest	O	_
10	de	de	O	_
11	la	le	O	_
12	ville	ville	O	_
13	de	de	O	_
14	Fos-sur-Mer	Fos-sur-Mer	O	_
15	dans	dans	O	_
16	un	un	O	_
17	environnement	environnement	O	_
18	péri-urbain	péri-urbain	O	_
19	à	à	O	_
20	caractère	caractère	O	_
21	d'	de	O	_
22	habitat	habitat	O	_
23	.	.	O	_


#Le terrain est circonscrit au Nord par des immeubles d'habitation, à l'Est par une caserne de pompier, à l'Ouest par la route RN 568, et au Sud par la mer Méditerranée.
1	Le	le	O	_
2	terrain	terrain	O	_
3	est	être	O	_
4	circonscrit	circonscrire	O	_
5	au	au	O	_
6	Nord	nord	O	_
7	par	par	O	_
8	des	un	O	_
9	immeubles	immeuble	O	_
10	d'	de	O	_
11	habitation	habitation	O	_
12	,	,	O	_
13	à	à	O	_
14	l'	le	O	_
15	Est	est	O	_
16	par	par	O	_
17	une	un	O	_
18	caserne	caserne	O	_
19	de	de	O	_
20	pompier	pompier	O	_
21	,	,	O	_
22	à	à	O	_
23	l'	le	O	_
24	Ouest	ouest	O	_
25	par	par	O	_
26	la	le	O	_
27	route	route	O	_
28	RN	rn	O	_
29	568	568	O	_
30	,	,	O	_
31	et	et	O	_
32	au	au	O	_
33	Sud	sud	O	_
34	par	par	O	_
35	la	le	O	_
36	mer	mer	O	_
37	Méditerranée	Méditerranée	O	_
38	.	.	O	_


#Le terrain s'étend sur 7 ha.
1	Le	le	O	_
2	terrain	terrain	O	_
3	s'	se	O	_
4	étend	étendre	O	_
5	sur	sur	O	_
6	7	7	O	_
7	ha	ha	O	_
8	.	.	O	_


#La nappe au droit du site à un caractère saumâtre.
1	La	le	O	_
2	nappe	nappe	O	_
3	au	au	O	_
4	droit	droit	O	_
5	du	de	O	_
6	site	site	O	_
7	à	à	O	_
8	un	un	O	_
9	caractère	caractère	O	_
10	saumâtre	saumâtre	O	_
11	.	.	O	_


#La Cartonnerie VOISIN-PASCAL était spécialisée dans la production de cartons à l'état brut ou  colorés (bobines ou formats).
1	La	le	BI	_
2	Cartonnerie	cartonnerie	II	_
3	VOISIN	VOISIN	EI	_
4	-	-	EI	_
5	PASCAL	PASCAL	EI	_
6	était	être	O	_
7	spécialisée	spécialiser	O	_
8	dans	dans	O	_
9	la	le	O	_
10	production	production	O	_
11	de	de	O	_
12	cartons	carton	O	_
13	à	à	O	_
14	l'	le	O	_
15	état	état	O	_
16	brut	brut	O	_
17	ou	ou	O	_
18	 	 	O	_
19	colorés	coloré	O	_
20	(	(	O	_
21	bobines	bobine	O	_
22	ou	ou	O	_
23	formats	format	O	_
24	)	)	O	_
25	.	.	O	_


#Avec un effectif de 110 personnes, la cartonnerie produisait environ 1 200 tonnes/mois de produits finis.
1	Avec	avec	O	_
2	un	un	O	_
3	effectif	effectif	O	_
4	de	de	O	_
5	110	110	O	_
6	personnes	personne	O	_
7	,	,	O	_
8	la	le	O	_
9	cartonnerie	cartonnerie	O	_
10	produisait	produire	O	_
11	environ	environ	O	_
12	1	1	O	_
13	200	200	O	_
14	tonnes	tonne	O	_
15	/	sur	O	_
16	mois	mois	O	_
17	de	de	O	_
18	produits	produit	O	_
19	finis	fini	O	_
20	.	.	O	_


#Parmi les installations de l'usine, on dénombre des ateliers de préparation, des hangars et des zones de stockages et un atelier de fabrication.
1	Parmi	parmi	O	_
2	les	le	O	_
3	installations	installation	O	_
4	de	de	O	_
5	l'	le	O	_
6	usine	usine	O	_
7	,	,	O	_
8	on	on	O	_
9	dénombre	dénombre	O	_
10	des	un	O	_
11	ateliers	atelier	O	_
12	de	de	O	_
13	préparation	préparation	O	_
14	,	,	O	_
15	des	un	O	_
16	hangars	hangar	O	_
17	et	et	O	_
18	des	un	O	_
19	zones	zone	O	_
20	de	de	O	_
21	stockages	stockage	O	_
22	et	et	O	_
23	un	un	O	_
24	atelier	atelier	O	_
25	de	de	O	_
26	fabrication	fabrication	O	_
27	.	.	O	_


#Un forage au cœur du site permettait une alimentation en eau pour les processus de fabrication.
1	Un	un	O	_
2	forage	forage	O	_
3	au	au	O	_
4	cœur	cœur	O	_
5	du	de	O	_
6	site	site	O	_
7	permettait	permettre	O	_
8	une	un	O	_
9	alimentation	alimentation	O	_
10	en	en	O	_
11	eau	eau	O	_
12	pour	pour	O	_
13	les	le	O	_
14	processus	processus	O	_
15	de	de	O	_
16	fabrication	fabrication	O	_
17	.	.	O	_


#Elle était autorisé par l'AP du 03/12/1896, en 1975, elle est autorisée à poursuivre son activité sous réserve du respect de prescription concernant le traitement des eaux résiduaires avant leur rejet au milieu naturel (aide de 17 MF de l'agence de Bassin).
1	Elle	lui	O	_
2	était	être	O	_
3	autorisé	autoriser	O	_
4	par	par	O	_
5	l'	le	O	_
6	AP	ap	O	_
7	du	de	O	_
8	03/12/1896	03/12/1896	O	_
9	,	,	O	_
10	en	en	O	_
11	1975	1975	O	_
12	,	,	O	_
13	elle	lui	O	_
14	est	être	O	_
15	autorisée	autoriser	O	_
16	à	à	O	_
17	poursuivre	poursuivre	O	_
18	son	son	O	_
19	activité	activité	O	_
20	sous	sous	O	_
21	réserve	réserve	O	_
22	du	de	O	_
23	respect	respect	O	_
24	de	de	O	_
25	prescription	prescription	O	_
26	concernant	concerner	O	_
27	le	le	O	_
28	traitement	traitement	O	_
29	des	de	O	_
30	eaux	eau	O	_
31	résiduaires	résiduaire	O	_
32	avant	avant	O	_
33	leur	leur	O	_
34	rejet	rejet	O	_
35	au	au	O	_
36	milieu	milieu	O	_
37	naturel	naturel	O	_
38	(	(	O	_
39	aide	aide	O	_
40	de	de	O	_
41	17	17	O	_
42	MF	mf	O	_
43	de	de	O	_
44	l'	le	O	_
45	agence	agence	O	_
46	de	de	O	_
47	Bassin	bassin	O	_
48	)	)	O	_
49	.	.	O	_


#La société cesse son activité pour problème financier en 1982.
1	La	le	O	_
2	société	société	O	_
3	cesse	cesse	O	_
4	son	son	O	_
5	activité	activité	O	_
6	pour	pour	O	_
7	problème	problème	O	_
8	financier	financier	O	_
9	en	en	O	_
10	1982	1982	O	_
11	.	.	O	_


#En 1983, la société Cartonnerie de Fos reprend l'activité en effectuant une production identique à l'ancien exploitant.
1	En	en	O	_
2	1983	1983	O	_
3	,	,	O	_
4	la	le	BI	_
5	société	société	II	_
6	Cartonnerie	cartonnerie	II	_
7	de	de	II	_
8	Fos	Fos	EI	_
9	reprend	reprendre	O	_
10	l'	le	O	_
11	activité	activité	O	_
12	en	en	O	_
13	effectuant	effectuer	O	_
14	une	un	O	_
15	production	production	O	_
16	identique	identique	O	_
17	à	à	O	_
18	l'	le	O	_
19	ancien	ancien	O	_
20	exploitant	exploitant	O	_
21	.	.	O	_


#Depuis la cessation des activités de papeterie et cartonnerie vers la fin des années 1980, les lagunes de décantation des boues et une grande partie de l'Ouest du site ont été remblayées par des gravats de démolition issus de l’extérieur du site et du site même (les installations ayant été démantelées sauf 4 bâtiments), des scories ou mâchefers provenant d'industrie locale.
1	Depuis	depuis	O	_
2	la	le	O	_
3	cessation	cessation	O	_
4	des	de	O	_
5	activités	activité	O	_
6	de	de	O	_
7	papeterie	papeterie	O	_
8	et	et	O	_
9	cartonnerie	cartonnerie	O	_
10	vers	vers	O	_
11	la	le	O	_
12	fin	fin	O	_
13	des	de	O	_
14	années	année	O	_
15	1980	1980	O	_
16	,	,	O	_
17	les	le	O	_
18	lagunes	lagune	O	_
19	de	de	O	_
20	décantation	décantation	O	_
21	des	de	O	_
22	boues	boue	O	_
23	et	et	O	_
24	une	un	O	_
25	grande	grand	O	_
26	partie	partie	O	_
27	de	de	O	_
28	l'	le	O	_
29	Ouest	ouest	O	_
30	du	de	O	_
31	site	site	O	_
32	ont	avoir	O	_
33	été	être	O	_
34	remblayées	remblayer	O	_
35	par	par	O	_
36	des	un	O	_
37	gravats	gravat	O	_
38	de	de	O	_
39	démolition	démolition	O	_
40	issus	issu	O	_
41	de	de	O	_
42	l’	l’	O	_
43	extérieur	extérieur	O	_
44	du	de	O	_
45	site	site	O	_
46	et	et	O	_
47	du	de	O	_
48	site	site	O	_
49	même	même	O	_
50	(	(	O	_
51	les	le	O	_
52	installations	installation	O	_
53	ayant	avoir	O	_
54	été	être	O	_
55	démantelées	démanteler	O	_
56	sauf	sauf	O	_
57	4	4	O	_
58	bâtiments	bâtiment	O	_
59	)	)	O	_
60	,	,	O	_
61	des	un	O	_
62	scories	scorie	O	_
63	ou	ou	O	_
64	mâchefers	mâchefer	O	_
65	provenant	provenir	O	_
66	d'	de	O	_
67	industrie	industrie	O	_
68	locale	local	O	_
69	.	.	O	_


#Ce site présente plusieurs remblais très riches en métaux lourds et hydrocarbures, dont l'origine n'est pas déterminée de manière précise (plus d'un hectare affecté).
1	Ce	ce	O	_
2	site	site	O	_
3	présente	présente	O	_
4	plusieurs	plusieurs	O	_
5	remblais	remblai	O	_
6	très	très	O	_
7	riches	riche	O	_
8	en	en	O	_
9	métaux	métal	BS	_
10	lourds	lourd	ES	_
11	et	et	O	_
12	hydrocarbures	hydrocarbure	BS	_
13	,	,	O	_
14	dont	dont	O	_
15	l'	le	O	_
16	origine	origine	O	_
17	n'	n'	O	_
18	est	être	O	_
19	pas	pas	O	_
20	déterminée	déterminer	O	_
21	de	de	O	_
22	manière	manière	O	_
23	précise	précis	O	_
24	(	(	O	_
25	plus	plus	O	_
26	d'	de	O	_
27	un	un	O	_
28	hectare	hectare	O	_
29	affecté	affecter	O	_
30	)	)	O	_
31	.	.	O	_


#Ainsi, des mâchefers et des scories marqués principalement en plomb et en arsenic, sont affleurants ou sub-affleurants (1 m de profondeur)selon les zones.
1	Ainsi	ainsi	O	_
2	,	,	O	_
3	des	un	O	_
4	mâchefers	mâchefer	O	_
5	et	et	O	_
6	des	un	O	_
7	scories	scorie	O	_
8	marqués	marquer	O	_
9	principalement	principalement	O	_
10	en	en	O	_
11	plomb	plomb	BS	_
12	et	et	O	_
13	en	en	O	_
14	arsenic	arsenic	BS	_
15	,	,	O	_
16	sont	être	O	_
17	affleurants	affleurant	O	_
18	ou	ou	O	_
19	sub-affleurants	sub-affleurant	O	_
20	(	(	O	_
21	1	1	O	_
22	m	m	O	_
23	de	de	O	_
24	profondeur)selon	profondeur)selon	O	_
25	les	le	O	_
26	zones	zone	O	_
27	.	.	O	_


#De plus, les sols sont modérément pollués par des huiles minérales et des hydrocarbures aromatiques, issus des anciennes activités du site (dépôts de fuel et d'huile) ainsi que d'un dépôt de sable de plage souillé par une marée noire.
1	De	de	O	_
2	plus	plus	O	_
3	,	,	O	_
4	les	le	O	_
5	sols	sol	O	_
6	sont	être	O	_
7	modérément	modérément	O	_
8	pollués	polluer	O	_
9	par	par	O	_
10	des	un	O	_
11	huiles	huile	BS	_
12	minérales	minéral	ES	_
13	et	et	O	_
14	des	un	O	_
15	hydrocarbures	hydrocarbure	BS	_
16	aromatiques	aromatique	ES	_
17	,	,	O	_
18	issus	issu	O	_
19	des	de	O	_
20	anciennes	ancien	O	_
21	activités	activité	O	_
22	du	de	O	_
23	site	site	O	_
24	(	(	O	_
25	dépôts	dépôt	O	_
26	de	de	O	_
27	fuel	fuel	BS	_
28	et	et	O	_
29	d'	de	O	_
30	huile	huile	BS	_
31	)	)	O	_
32	ainsi	ainsi	O	_
33	que	que	O	_
34	d'	de	O	_
35	un	un	O	_
36	dépôt	dépôt	O	_
37	de	de	O	_
38	sable	sable	O	_
39	de	de	O	_
40	plage	plage	O	_
41	souillé	souiller	O	_
42	par	par	O	_
43	une	un	O	_
44	marée	marée	O	_
45	noire	noir	O	_
46	.	.	O	_


#Actuellement, le site appartient au Syndicat d'Agglomération Nouvelle Ouest Provence, et un projet d'aménagement en ZAC est en cours 'ZAC des Portes de la Mer), mené par l’Établissement public d'aménagement (EPAD).
1	Actuellement	actuellement	O	_
2	,	,	O	_
3	le	le	O	_
4	site	site	O	_
5	appartient	appartenir	O	_
6	au	au	O	_
7	Syndicat	syndicat	O	_
8	d'	de	O	_
9	Agglomération	agglomération	O	_
10	Nouvelle	nouveau	O	_
11	Ouest	Ouest	O	_
12	Provence	Provence	O	_
13	,	,	O	_
14	et	et	O	_
15	un	un	O	_
16	projet	projet	O	_
17	d'	de	O	_
18	aménagement	aménagement	O	_
19	en	en	O	_
20	ZAC	zac	O	_
21	est	être	O	_
22	en	en	O	_
23	cours	cours	O	_
24	'	'	O	_
25	ZAC	zac	O	_
26	des	de	O	_
27	Portes	porte	O	_
28	de	de	O	_
29	la	le	BI	_
30	Mer	Mer	EI	_
31	)	)	O	_
32	,	,	O	_
33	mené	mener	O	_
34	par	par	O	_
35	l’	l’	O	_
36	Établissement	établissement	O	_
37	public	public	O	_
38	d'	de	O	_
39	aménagement	aménagement	O	_
40	(	(	O	_
41	EPAD	EPAD	O	_
42	)	)	O	_
43	.	.	O	_


#La société a fait édifier en 1973 des cuvettes de rétention en béton sous les stockages de fuel lourd, les tuyauterie et la zone de dépotage.
1	La	le	BI	_
2	société	société	II	_
3	a	avoir	O	_
4	fait	faire	O	_
5	édifier	édifier	O	_
6	en	en	O	_
7	1973	1973	O	_
8	des	un	O	_
9	cuvettes	cuvette	O	_
10	de	de	O	_
11	rétention	rétention	O	_
12	en	en	O	_
13	béton	béton	O	_
14	sous	sous	O	_
15	les	le	O	_
16	stockages	stockage	O	_
17	de	de	O	_
18	fuel	fuel	BU	_
19	lourd	lourd	EU	_
20	,	,	O	_
21	les	le	O	_
22	tuyauterie	tuyauterie	O	_
23	et	et	O	_
24	la	le	O	_
25	zone	zone	O	_
26	de	de	O	_
27	dépotage	dépotage	O	_
28	.	.	O	_


#En vue de la réhabilitation de cette ancienne cartonnerie, un diagnostic initial et une ESR ont été réalisés en mars 2001, classant le site en Classe I « nécessitant des informations complémentaires ».
1	En	en	O	_
2	vue	vue	O	_
3	de	de	O	_
4	la	le	O	_
5	réhabilitation	réhabilitation	O	_
6	de	de	O	_
7	cette	ce	O	_
8	ancienne	ancien	O	_
9	cartonnerie	cartonnerie	O	_
10	,	,	O	_
11	un	un	O	_
12	diagnostic	diagnostic	O	_
13	initial	initial	O	_
14	et	et	O	_
15	une	un	O	_
16	ESR	esr	O	_
17	ont	avoir	O	_
18	été	être	O	_
19	réalisés	réaliser	O	_
20	en	en	O	_
21	mars	mars	O	_
22	2001	2001	O	_
23	,	,	O	_
24	classant	classer	O	_
25	le	le	O	_
26	site	site	O	_
27	en	en	O	_
28	Classe	classe	O	_
29	I	i	O	_
30	«	«	O	_
31	 	 	O	_
32	nécessitant	nécessiter	O	_
33	des	un	O	_
34	informations	information	O	_
35	complémentaires	complémentaire	O	_
36	 	 	O	_
37	»	»	O	_
38	.	.	O	_


#Un diagnostic approfondi des pollutions affectant le sol a donc été effectué en février 2002, le site a été découpé en 7 zones.
1	Un	un	O	_
2	diagnostic	diagnostic	O	_
3	approfondi	approfondi	O	_
4	des	de	O	_
5	pollutions	pollution	O	_
6	affectant	affecter	O	_
7	le	le	O	_
8	sol	sol	O	_
9	a	avoir	O	_
10	donc	donc	O	_
11	été	être	O	_
12	effectué	effectuer	O	_
13	en	en	O	_
14	février	février	O	_
15	2002	2002	O	_
16	,	,	O	_
17	le	le	O	_
18	site	site	O	_
19	a	avoir	O	_
20	été	être	O	_
21	découpé	découper	O	_
22	en	en	O	_
23	7	7	O	_
24	zones	zone	O	_
25	.	.	O	_


#Il a été relevés des teneurs significative en métaux lourds (Arsenic, Cuivre, Nickel, Mercure Plomb et Chrome), HAP, Huiles minérales.
1	Il	il	O	_
2	a	avoir	O	_
3	été	être	O	_
4	relevés	relever	O	_
5	des	de	O	_
6	teneurs	teneur	O	_
7	significative	significatif	O	_
8	en	en	O	_
9	métaux	métal	BS	_
10	lourds	lourd	BS	_
11	(	(	O	_
12	Arsenic	Arsenic	BS	_
13	,	,	O	_
14	Cuivre	cuivre	BS	_
15	,	,	O	_
16	Nickel	nickel	BS	_
17	,	,	O	_
18	Mercure	Mercure	BS	_
19	Plomb	plomb	BS	_
20	et	et	O	_
21	Chrome	Chrome	BS	_
22	)	)	O	_
23	,	,	O	_
24	HAP	HAP	BS	_
25	,	,	O	_
26	Huiles	huile	BS	_
27	minérales	minéral	O	_
28	.	.	O	_


#Le projet d'aménagement de la zone prévoit un usage sensible des terrains (logements pavillonnaires et collectifs, jardins individuels et public), nécessitant un niveau de réhabilitation élevé.
1	Le	le	O	_
2	projet	projet	O	_
3	d'	de	O	_
4	aménagement	aménagement	O	_
5	de	de	O	_
6	la	le	O	_
7	zone	zone	O	_
8	prévoit	prévoir	O	_
9	un	un	O	_
10	usage	usage	O	_
11	sensible	sensible	O	_
12	des	de	O	_
13	terrains	terrain	O	_
14	(	(	O	_
15	logements	logement	O	_
16	pavillonnaires	pavillonnaire	O	_
17	et	et	O	_
18	collectifs	collectif	O	_
19	,	,	O	_
20	jardins	jardin	O	_
21	individuels	individuel	O	_
22	et	et	O	_
23	public	public	O	_
24	)	)	O	_
25	,	,	O	_
26	nécessitant	nécessiter	O	_
27	un	un	O	_
28	niveau	niveau	O	_
29	de	de	O	_
30	réhabilitation	réhabilitation	O	_
31	élevé	élevé	O	_
32	.	.	O	_


#Or, d'après l'EDR, faite en juillet 2003, il s'avère que sur quatre schémas conceptuels représentant la future utilisation du site, trois présentaient des risques pour la population (inhalation, ingestion de sol ou d'éventuels légumes cultivés) dépassant les seuils fixés par la circulaire du 10/12/1999.
1	Or	or	O	_
2	,	,	O	_
3	d'	de	O	_
4	après	après	O	_
5	l'	le	O	_
6	EDR	edr	O	_
7	,	,	O	_
8	faite	faire	O	_
9	en	en	O	_
10	juillet	juillet	O	_
11	2003	2003	O	_
12	,	,	O	_
13	il	il	O	_
14	s'	se	O	_
15	avère	avérer	O	_
16	que	que	O	_
17	sur	sur	O	_
18	quatre	quatre	O	_
19	schémas	schéma	O	_
20	conceptuels	conceptuel	O	_
21	représentant	représenter	O	_
22	la	le	O	_
23	future	futur	O	_
24	utilisation	utilisation	O	_
25	du	de	O	_
26	site	site	O	_
27	,	,	O	_
28	trois	trois	O	_
29	présentaient	présenter	O	_
30	des	un	O	_
31	risques	risque	O	_
32	pour	pour	O	_
33	la	le	O	_
34	population	population	O	_
35	(	(	O	_
36	inhalation	inhalation	O	_
37	,	,	O	_
38	ingestion	ingestion	O	_
39	de	de	O	_
40	sol	sol	O	_
41	ou	ou	O	_
42	d'	de	O	_
43	éventuels	éventuel	O	_
44	légumes	légume	O	_
45	cultivés	cultiver	O	_
46	)	)	O	_
47	dépassant	dépasser	O	_
48	les	le	O	_
49	seuils	seuil	O	_
50	fixés	fixer	O	_
51	par	par	O	_
52	la	le	O	_
53	circulaire	circulaire	O	_
54	du	de	O	_
55	10/12/1999	10/12/1999	O	_
56	.	.	O	_


#Des aménagements spécifiques et une dépollution sélective sont donc nécessaires pour rendre compatible le projet d'aménagement et la zone concernée.
1	Des	un	O	_
2	aménagements	aménagement	O	_
3	spécifiques	spécifique	O	_
4	et	et	O	_
5	une	un	O	_
6	dépollution	dépollution	O	_
7	sélective	sélectif	O	_
8	sont	être	O	_
9	donc	donc	O	_
10	nécessaires	nécessaire	O	_
11	pour	pour	O	_
12	rendre	rendre	O	_
13	compatible	compatible	O	_
14	le	le	O	_
15	projet	projet	O	_
16	d'	de	O	_
17	aménagement	aménagement	O	_
18	et	et	O	_
19	la	le	O	_
20	zone	zone	O	_
21	concernée	concerner	O	_
22	.	.	O	_


#Sur le site ainsi séparé en plusieurs lots, les moyens de remédiation proposés initialement en février 2004, consistaient :
1	Sur	sur	O	_
2	le	le	O	_
3	site	site	O	_
4	ainsi	ainsi	O	_
5	séparé	séparer	O	_
6	en	en	O	_
7	plusieurs	plusieurs	O	_
8	lots	lot	O	_
9	,	,	O	_
10	les	le	O	_
11	moyens	moyen	O	_
12	de	de	O	_
13	remédiation	remédiation	O	_
14	proposés	proposer	O	_
15	initialement	initialement	O	_
16	en	en	O	_
17	février	février	O	_
18	2004	2004	O	_
19	,	,	O	_
20	consistaient	consister	O	_
21	:	:	O	_


#En la purge totale de certaines sources de pollutions
1	En	en	O	_
2	la	le	O	_
3	purge	purge	O	_
4	totale	total	O	_
5	de	de	O	_
6	certaines	certain	O	_
7	sources	source	O	_
8	de	de	O	_
9	pollutions	pollution	O	_


#Au confinement, dans un merlon implanté sur le site (anti-bruit), des terres issues de la purge des zones polluées et des travaux de terrassement.
