
#73.0020
#Il s'agit d'une décharge de 3,3 hectares, exploitée conjointement de 1965 à 1977  par la collectivité pour les ordures ménagères et par la société PLACOPLÂTRE pour ses propres déchets : déchets de plaques de plâtre (rebus de fabrication), polystyrène, laine minérale et de polyuréthane, colle et carton.
1	Il	il	O	_
13	pour	pour	O	_
14	ses	son	O	_
15	déchets	déchet	O	_
16	.	.	O	_


#Le volume total enfoui est d'environ 160 000 m³ soit 80 000 tonnes de déchets.
1	Le	le	O	_
2	volume	volume	O	_
3	total	total	O	_
4	enfoui	enfouir	O	_
5	est	être	O	_
6	d'	de	O	_
7	environ	environ	O	_
8	160	160	O	_
9	000	000	O	_
10	m³	m³	O	_
11	soit	soit	O	_
12	80	80	BU	_
13	000	000	IU	_
14	tonnes	tonne	IU	_
15	de	de	IU	_
16	déchets	déchet	EU	_
17	.	.	O	_


#Implantée sur une zone marécageuse, la décharge est enclavée entre un ruisseau (le ruisseau des Marais) à l'est et une butte (la butte des Grands Champs) à l'ouest.
1	Implantée	implanter	O	_
2	sur	sur	O	_
3	une	un	O	_
4	zone	zone	O	_
5	marécageuse	marécageux	O	_
6	,	,	O	_
7	la	le	O	_
8	décharge	décharge	O	_
9	est	être	O	_
10	enclavée	enclaver	O	_
11	entre	entre	O	_
12	un	un	O	_
13	ruisseau	ruisseau	O	_
14	(	(	O	_
15	le	le	O	_
16	ruisseau	ruisseau	O	_
17	des	de	O	_
18	Marais	marais	O	_
19	)	)	O	_
20	à	à	O	_
21	l'	le	O	_
22	est	est	O	_
23	et	et	O	_
24	une	un	O	_
25	butte	butte	O	_
26	(	(	O	_
27	la	le	O	_
28	butte	butte	O	_
29	des	de	O	_
30	Grands	grand	O	_
31	Champs	champ	O	_
32	)	)	O	_
33	à	à	O	_
34	l'	le	O	_
35	ouest	ouest	O	_
36	.	.	O	_


#Suite à une plainte liée aux odeurs en octobre 1994, la DRIRE a demandé à l'exploitant de ceinturer la décharge de fossés creusés dans le but de faire cesser la stagnation d'eau, responsable d'émanations d'H2S.
1	Suite	suite	O	_
2	à	à	O	_
3	une	un	O	_
4	plainte	plainte	O	_
5	liée	lier	O	_
6	aux	à	O	_
7	odeurs	odeur	O	_
8	en	en	O	_
9	octobre	octobre	O	_
10	1994	1994	O	_
11	,	,	O	_
12	la	le	BI	_
13	DRIRE	DRIRE	EI	_
14	a	avoir	O	_
15	demandé	demander	O	_
16	à	à	O	_
17	l'	le	O	_
18	exploitant	exploitant	O	_
19	de	de	O	_
20	ceinturer	ceinturer	O	_
21	la	le	O	_
22	décharge	décharge	O	_
23	de	de	O	_
24	fossés	fossé	O	_
25	creusés	creuser	O	_
26	dans	dans	O	_
27	le	le	O	_
28	but	but	O	_
29	de	de	O	_
30	faire	faire	O	_
31	cesser	cesser	O	_
32	la	le	O	_
33	stagnation	stagnation	O	_
34	d'	de	O	_
35	eau	eau	O	_
36	,	,	O	_
37	responsable	responsable	O	_
38	d'	de	O	_
39	émanations	émanation	O	_
40	d'	de	O	_
41	H2S.	H2S.	BS	_


#Les eaux collectées entraînant des "jus noirs" vers le ruisseau des Marais, les rejets ont été stoppés en comblant par un "bouchon argileux" le point de rencontre des drains nord et est.
1	Les	le	O	_
2	eaux	eau	O	_
3	collectées	collecter	O	_
4	entraînant	entraîner	O	_
5	des	un	O	_
6	"	"	O	_
7	jus	jus	O	_
8	noirs	noir	O	_
9	"	"	O	_
10	vers	vers	O	_
11	le	le	O	_
12	ruisseau	ruisseau	O	_
13	des	de	O	_
14	Marais	marais	O	_
15	,	,	O	_
16	les	le	O	_
17	rejets	rejet	O	_
18	ont	avoir	O	_
19	été	être	O	_
20	stoppés	stopper	O	_
21	en	en	O	_
22	comblant	combler	O	_
23	par	par	O	_
24	un	un	O	_
25	"	"	O	_
26	bouchon	bouchon	O	_
27	argileux	argileux	O	_
28	"	"	O	_
29	le	le	O	_
30	point	point	O	_
31	de	de	O	_
32	rencontre	rencontre	O	_
33	des	de	O	_
34	drains	drain	O	_
35	nord	nord	O	_
36	et	et	O	_
37	est	est	O	_
38	.	.	O	_


#L'exploitant ayant décidé de fermer définitivement ce site, un diagnostic environnement de la décharge a été réalisé en septembre 1996.
1	L'	le	O	_
2	exploitant	exploitant	O	_
3	ayant	avoir	O	_
4	décidé	décider	O	_
5	de	de	O	_
6	fermer	fermer	O	_
7	définitivement	définitivement	O	_
8	ce	ce	O	_
9	site	site	O	_
10	,	,	O	_
11	un	un	O	_
12	diagnostic	diagnostic	O	_
13	environnement	environnement	O	_
14	de	de	O	_
15	la	le	O	_
16	décharge	décharge	O	_
17	a	avoir	O	_
18	été	être	O	_
19	réalisé	réaliser	O	_
20	en	en	O	_
21	septembre	septembre	O	_
22	1996	1996	O	_
23	.	.	O	_


#Les impacts principaux de la décharge concernent la qualité des eaux (couleurs blanchâtre de drains, apport de sulfates, développement de bactéries anaérobies et production d'H2S, précipitation de FeS et production de jus noirs), la flore (amputation de 2 ha d'un espace constituant une zone humide), les odeurs (production d'H2S).
1	Les	le	O	_
2	impacts	impact	O	_
3	principaux	principal	O	_
4	de	de	O	_
5	la	le	O	_
6	décharge	décharge	O	_
7	concernent	concerner	O	_
8	la	le	O	_
9	qualité	qualité	O	_
10	des	de	O	_
11	eaux	eau	O	_
12	(	(	O	_
13	couleurs	couleur	O	_
14	blanchâtre	blanchâtre	O	_
15	de	de	O	_
16	drains	drain	O	_
17	,	,	O	_
18	apport	apport	O	_
19	de	de	O	_
20	sulfates	sulfate	BS	_
21	,	,	O	_
22	développement	développement	O	_
23	de	de	O	_
24	bactéries	bactérie	BS	_
25	anaérobies	anaérobie	ES	_
26	et	et	O	_
27	production	production	O	_
28	d'	de	O	_
29	H2S	h2	BS	_
30	,	,	O	_
31	précipitation	précipitation	O	_
32	de	de	O	_
33	FeS	fe	BS	_
34	et	et	O	_
35	production	production	O	_
36	de	de	O	_
37	jus	jus	BU	_
38	noirs	noir	EU	_
39	)	)	O	_
40	,	,	O	_
41	la	le	O	_
42	flore	flore	O	_
43	(	(	O	_
44	amputation	amputation	O	_
45	de	de	O	_
46	2	2	O	_
47	ha	ha	O	_
48	d'	de	O	_
49	un	un	O	_
50	espace	espace	O	_
51	constituant	constituer	O	_
52	une	un	O	_
53	zone	zone	O	_
54	humide	humide	O	_
55	)	)	O	_
56	,	,	O	_
57	les	le	O	_
58	odeurs	odeur	O	_
59	(	(	O	_
60	production	production	O	_
61	d'	de	O	_
62	H2S	h2	BS	_
63	)	)	O	_
64	.	.	O	_


#Les impacts visuel et olfactif sont psychologiquement très forts.
1	Les	le	O	_
2	impacts	impact	O	_
3	visuel	visuel	O	_
4	et	et	O	_
5	olfactif	olfactif	O	_
6	sont	être	O	_
7	psychologiquement	psychologiquement	O	_
8	très	très	O	_
9	forts	fort	O	_
10	.	.	O	_


#A l'issue de ce diagnostic, des prescriptions ont été imposées à l'exploitant pour le réaménagement et le suivi de ce site.
1	A	à	O	_
2	l'	le	O	_
3	issue	issue	O	_
4	de	de	O	_
5	ce	ce	O	_
6	diagnostic	diagnostic	O	_
7	,	,	O	_
8	des	un	O	_
9	prescriptions	prescription	O	_
10	ont	avoir	O	_
11	été	être	O	_
12	imposées	imposer	O	_
13	à	à	O	_
14	l'	le	O	_
15	exploitant	exploitant	O	_
16	pour	pour	O	_
17	le	le	O	_
18	réaménagement	réaménagement	O	_
19	et	et	O	_
20	le	le	O	_
21	suivi	suivi	O	_
22	de	de	O	_
23	ce	ce	O	_
24	site	site	O	_
25	.	.	O	_


#Le principe retenu pour le réaménagement de cette décharge (fixé par un arrêté préfectoral du 8 juillet 1998) est celui du confinement, c'est-à-dire la limitation des échanges entre la décharge et le milieu naturel environnant.
1	Le	le	O	_
2	principe	principe	O	_
3	retenu	retenir	O	_
4	pour	pour	O	_
5	le	le	O	_
6	réaménagement	réaménagement	O	_
7	de	de	O	_
8	cette	ce	O	_
9	décharge	décharge	O	_
10	(	(	O	_
11	fixé	fixer	O	_
12	par	par	O	_
13	un	un	O	_
14	arrêté	arrêté	O	_
15	préfectoral	préfectoral	O	_
16	du	de	O	_
17	8	8	O	_
18	juillet	juillet	O	_
19	1998	1998	O	_
20	)	)	O	_
21	est	être	O	_
22	celui	celui	O	_
23	du	de	O	_
24	confinement	confinement	O	_
25	,	,	O	_
26	c'	c'	O	_
27	est	est	O	_
28	-	-	O	_
29	à	à	O	_
30	-	-	O	_
31	dire	dire	O	_
32	la	le	O	_
33	limitation	limitation	O	_
34	des	de	O	_
35	échanges	échange	O	_
36	entre	entre	O	_
37	la	le	O	_
38	décharge	décharge	O	_
39	et	et	O	_
40	le	le	O	_
41	milieu	milieu	O	_
42	naturel	naturel	O	_
43	environnant	environnant	O	_
44	.	.	O	_


#Le confinement a été obtenu par la création de systèmes drainants entre la décharge et le milieu naturel et la création d'une couverture détournant les eaux météoriques.
1	Le	le	O	_
2	confinement	confinement	O	_
3	a	avoir	O	_
4	été	être	O	_
5	obtenu	obtenir	O	_
6	par	par	O	_
7	la	le	O	_
8	création	création	O	_
9	de	de	O	_
10	systèmes	système	O	_
11	drainants	drainant	O	_
12	entre	entre	O	_
13	la	le	O	_
14	décharge	décharge	O	_
15	et	et	O	_
16	le	le	O	_
17	milieu	milieu	O	_
18	naturel	naturel	O	_
19	et	et	O	_
20	la	le	O	_
21	création	création	O	_
22	d'	de	O	_
23	une	un	O	_
24	couverture	couverture	O	_
25	détournant	détourner	O	_
26	les	le	O	_
27	eaux	eau	O	_
28	météoriques	météorique	O	_
29	.	.	O	_


#Le réaménagement du massif de déchets de la décharge a consisté en la mise en place d'une collecte séparative des eaux pluviales et des eaux de lixiviation et la mise hors d'eau du massif de déchets.
1	Le	le	O	_
2	réaménagement	réaménagement	O	_
3	du	de	O	_
4	massif	massif	O	_
5	de	de	O	_
6	déchets	déchet	O	_
7	de	de	O	_
8	la	le	O	_
9	décharge	décharge	O	_
10	a	avoir	O	_
11	consisté	consister	O	_
12	en	en	O	_
13	la	le	O	_
14	mise	mise	O	_
15	en	en	O	_
16	place	place	O	_
17	d'	de	O	_
18	une	un	O	_
19	collecte	collecte	O	_
20	séparative	séparatif	O	_
21	des	de	O	_
22	eaux	eau	O	_
23	pluviales	pluvial	O	_
24	et	et	O	_
25	des	de	O	_
26	eaux	eau	O	_
27	de	de	O	_
28	lixiviation	lixiviation	O	_
29	et	et	O	_
30	la	le	O	_
31	mise	mise	O	_
32	hors	hors	O	_
33	d'	de	O	_
34	eau	eau	O	_
35	du	de	O	_
36	massif	massif	O	_
37	de	de	O	_
38	déchets	déchet	O	_
39	.	.	O	_


#Le dossier des ouvrages exécutés a été remis à la DRIRE en octobre 1999.
1	Le	le	O	_
2	dossier	dossier	O	_
3	des	de	O	_
4	ouvrages	ouvrage	O	_
5	exécutés	exécuter	O	_
6	a	avoir	O	_
7	été	être	O	_
8	remis	remettre	O	_
9	à	à	O	_
10	la	le	BI	_
11	DRIRE	DRIRE	EI	_
12	en	en	O	_
13	octobre	octobre	O	_
14	1999	1999	O	_
15	.	.	O	_


#Le site, aujourd'hui réaménagé, doit être l'objet d'une visite de contrôle mensuelle par l'exploitant dans le but de vérifier le bon fonctionnement des équipements et l'état des ouvrages.
1	Le	le	O	_
2	site	site	O	_
3	,	,	O	_
4	aujourd'hui	aujourd'hui	O	_
5	réaménagé	réaménager	O	_
6	,	,	O	_
7	doit	devoir	O	_
8	être	être	O	_
9	l'	le	O	_
10	objet	objet	O	_
11	d'	de	O	_
12	une	un	O	_
13	visite	visite	O	_
14	de	de	O	_
15	contrôle	contrôle	O	_
16	mensuelle	mensuel	O	_
17	par	par	O	_
18	l'	le	O	_
19	exploitant	exploitant	O	_
20	dans	dans	O	_
21	le	le	O	_
22	but	but	O	_
23	de	de	O	_
24	vérifier	vérifier	O	_
25	le	le	O	_
26	bon	bon	O	_
27	fonctionnement	fonctionnement	O	_
28	des	de	O	_
29	équipements	équipement	O	_
30	et	et	O	_
31	l'	le	O	_
32	état	état	O	_
33	des	de	O	_
34	ouvrages	ouvrage	O	_
35	.	.	O	_


#Une fois par an, l'exploitant transmet à la DRIRE un rapport d'activité comportant une synthèse des informations concernant le site et le traitement des effluents.
1	Une	un	O	_
2	fois	fois	O	_
3	par	par	O	_
4	an	an	O	_
5	,	,	O	_
6	l'	le	O	_
7	exploitant	exploitant	O	_
8	transmet	transmettre	O	_
9	à	à	O	_
10	la	le	BI	_
11	DRIRE	DRIRE	EI	_
12	un	un	O	_
13	rapport	rapport	O	_
14	d'	de	O	_
15	activité	activité	O	_
16	comportant	comporter	O	_
17	une	un	O	_
18	synthèse	synthèse	O	_
19	des	de	O	_
20	informations	information	O	_
21	concernant	concerner	O	_
22	le	le	O	_
23	site	site	O	_
24	et	et	O	_
25	le	le	O	_
26	traitement	traitement	O	_
27	des	de	O	_
28	effluents	effluent	O	_
29	.	.	O	_


#L'arrêté préfectoral d'autorisation d'exploiter du 8 juillet 1998 impose un suivi régulier :
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	d'	de	O	_
5	autorisation	autorisation	O	_
6	d'	de	O	_
7	exploiter	exploiter	O	_
8	du	de	O	_
9	8	8	O	_
10	juillet	juillet	O	_
11	1998	1998	O	_
12	impose	impose	O	_
13	un	un	O	_
14	suivi	suivi	O	_
15	régulier	régulier	O	_
16	:	:	O	_


#- des eaux souterraines (2 contrôles annuels sur les piézomètres existants),
1	-	-	O	_
2	des	un	O	_
3	eaux	eau	O	_
4	souterraines	souterrain	O	_
5	(	(	O	_
6	2	2	O	_
7	contrôles	contrôle	O	_
8	annuels	annuel	O	_
9	sur	sur	O	_
10	les	le	O	_
11	piézomètres	piézomètre	O	_
12	existants	existant	O	_
13	)	)	O	_
14	,	,	O	_


#- des eaux périphériques (2 contrôles annuels sur 2 exutoires),
1	-	-	O	_
2	des	un	O	_
3	eaux	eau	O	_
4	périphériques	périphérique	O	_
5	(	(	O	_
6	2	2	O	_
7	contrôles	contrôle	O	_
8	annuels	annuel	O	_
9	sur	sur	O	_
10	2	2	O	_
11	exutoires	exutoire	O	_
12	)	)	O	_
13	,	,	O	_


#- des rejets en lixiviats 5 fois par an (collectés par une société spécialisée pour élimination en site agréé),
1	-	-	O	_
2	des	un	O	_
3	rejets	rejet	O	_
4	en	en	O	_
5	lixiviats	lixiviat	O	_
6	5	5	O	_
7	fois	fois	O	_
8	par	par	O	_
9	an	an	O	_
10	(	(	O	_
11	collectés	collecter	O	_
12	par	par	O	_
13	une	un	O	_
14	société	société	O	_
15	spécialisée	spécialiser	O	_
16	pour	pour	O	_
17	élimination	élimination	O	_
18	en	en	O	_
19	site	site	O	_
20	agréé	agréer	O	_
21	)	)	O	_
22	,	,	O	_


#- des évents (1 contrôle annuel).
1	-	-	O	_
2	des	un	O	_
3	évents	évent	O	_
4	(	(	O	_
5	1	1	O	_
6	contrôle	contrôle	O	_
7	annuel	annuel	O	_
8	)	)	O	_
9	.	.	O	_


#Selon les résultats disponibles à ce jour, le débit du biogaz rejeté par la décharge est nul et les concentrations mesurées sur les évents ne sont pas non plus caractéristiques d'un biogaz.
1	Selon	selon	O	_
2	les	le	O	_
3	résultats	résultat	O	_
4	disponibles	disponible	O	_
5	à	à	O	_
6	ce	ce	O	_
7	jour	jour	O	_
8	,	,	O	_
9	le	le	O	_
10	débit	débit	O	_
11	du	de	O	_
12	biogaz	biogaz	BU	_
13	rejeté	rejeter	O	_
14	par	par	O	_
15	la	le	O	_
16	décharge	décharge	O	_
17	est	être	O	_
18	nul	nul	O	_
19	et	et	O	_
20	les	le	O	_
21	concentrations	concentration	O	_
22	mesurées	mesurer	O	_
23	sur	sur	O	_
24	les	le	O	_
25	évents	évent	O	_
26	ne	ne	O	_
27	sont	être	O	_
28	pas	pas	O	_
29	non	non	O	_
30	plus	plus	O	_
31	caractéristiques	caractéristique	O	_
32	d'	de	O	_
33	un	un	O	_
34	biogaz	biogaz	O	_
35	.	.	O	_


#Il ressort également que le curage des fossés doit continuer à être mis en œuvre à intervalles réguliers et que les eaux prélevées dans les deux piézomètres correspondent à des eaux stagnantes de la nappe subsurfacique (dont la présence doit être saisonnière ou occasionnelle) et non de la nappe phréatique principale.
1	Il	il	O	_
2	ressort	ressortir	O	_
3	également	également	O	_
4	que	que	O	_
5	le	le	O	_
6	curage	curage	O	_
7	des	de	O	_
8	fossés	fossé	O	_
9	doit	devoir	O	_
10	continuer	continuer	O	_
11	à	à	O	_
12	être	être	O	_
13	mis	mettre	O	_
14	en	en	O	_
15	œuvre	œuvre	O	_
16	à	à	O	_
17	intervalles	intervalle	O	_
18	réguliers	régulier	O	_
19	et	et	O	_
20	que	que	O	_
21	les	le	O	_
22	eaux	eau	O	_
23	prélevées	prélever	O	_
24	dans	dans	O	_
25	les	le	O	_
26	deux	deux	O	_
27	piézomètres	piézomètre	O	_
28	correspondent	correspondre	O	_
29	à	à	O	_
30	des	un	O	_
31	eaux	eau	O	_
32	stagnantes	stagnant	O	_
33	de	de	O	_
34	la	le	O	_
35	nappe	nappe	O	_
36	subsurfacique	subsurfaciqu	O	_
37	(	(	O	_
38	dont	dont	O	_
39	la	le	O	_
40	présence	présence	O	_
41	doit	devoir	O	_
42	être	être	O	_
43	saisonnière	saisonnier	O	_
44	ou	ou	O	_
45	occasionnelle	occasionnel	O	_
46	)	)	O	_
47	et	et	O	_
48	non	non	O	_
49	de	de	O	_
50	la	le	O	_
51	nappe	nappe	O	_
52	phréatique	phréatique	O	_
53	principale	principal	O	_
54	.	.	O	_


#En 2006, la persistance des nuisances visuelles et olfactives, et de la pollution du ruisseau, a conduit l'exploitant à engager  par une entreprise spécialisée l'expertise de la situation et de la définition de solutions pérennes.
1	En	en	O	_
2	2006	2006	O	_
3	,	,	O	_
4	la	le	O	_
5	persistance	persistance	O	_
6	des	de	O	_
7	nuisances	nuisance	O	_
8	visuelles	visuel	O	_
9	et	et	O	_
10	olfactives	olfactif	O	_
11	,	,	O	_
12	et	et	O	_
13	de	de	O	_
14	la	le	O	_
15	pollution	pollution	O	_
16	du	de	O	_
17	ruisseau	ruisseau	O	_
18	,	,	O	_
19	a	avoir	O	_
20	conduit	conduire	O	_
21	l'	le	O	_
22	exploitant	exploitant	O	_
23	à	à	O	_
24	engager	engager	O	_
25	 	 	O	_
26	par	par	O	_
27	une	un	O	_
28	entreprise	entreprise	O	_
29	spécialisée	spécialiser	O	_
30	l'	le	O	_
31	expertise	expertise	O	_
32	de	de	O	_
33	la	le	O	_
34	situation	situation	O	_
35	et	et	O	_
36	de	de	O	_
37	la	le	O	_
38	définition	définition	O	_
39	de	de	O	_
40	solutions	solution	O	_
41	pérennes	pérenne	O	_
42	.	.	O	_


#Il a mis en place 4 piézomètres supplémentaires.
1	Il	il	O	_
2	a	avoir	O	_
3	mis	mettre	O	_
4	en	en	O	_
5	place	place	O	_
6	4	4	O	_
7	piézomètres	piézomètre	O	_
8	supplémentaires	supplémentaire	O	_
9	.	.	O	_


#L'inspection des installations classées a proposé au Préfet un arrêté, signé le 27/07/2006, imposant à l'exploitant la réalisation :
1	L'	le	O	_
2	inspection	inspection	O	_
3	des	de	O	_
4	installations	installation	O	_
5	classées	classer	O	_
6	a	avoir	O	_
7	proposé	proposer	O	_
8	au	au	O	_
9	Préfet	préfet	O	_
10	un	un	O	_
11	arrêté	arrêté	O	_
12	,	,	O	_
13	signé	signer	O	_
14	le	le	O	_
15	27/07/2006	27/07/2006	O	_
16	,	,	O	_
17	imposant	imposer	O	_
18	à	à	O	_
19	l'	le	O	_
20	exploitant	exploitant	O	_
21	la	le	O	_
22	réalisation	réalisation	O	_
23	:	:	O	_


#- de travaux de curages des fossés périphériques dès que possible,
1	-	-	O	_
2	de	de	O	_
3	travaux	travail	O	_
4	de	de	O	_
5	curages	curage	O	_
6	des	de	O	_
7	fossés	fossé	O	_
8	périphériques	périphérique	O	_
9	dès	dès	O	_
10	que	que	O	_
11	possible	possible	O	_
12	,	,	O	_


#- d'investigations pour améliorer la connaissance hydrologique du site,
1	-	-	O	_
2	d'	de	O	_
3	investigations	investigation	O	_
4	pour	pour	O	_
5	améliorer	améliorer	O	_
6	la	le	O	_
7	connaissance	connaissance	O	_
8	hydrologique	hydrologique	O	_
9	du	de	O	_
10	site	site	O	_
11	,	,	O	_


#- d'un plan de gestion du site proposant des travaux et une surveillance.
1	-	-	O	_
2	d'	de	O	_
3	un	un	O	_
4	plan	plan	O	_
5	de	de	O	_
6	gestion	gestion	O	_
7	du	de	O	_
8	site	site	O	_
9	proposant	proposer	O	_
10	des	un	O	_
11	travaux	travail	O	_
12	et	et	O	_
13	une	un	O	_
14	surveillance	surveillance	O	_
15	.	.	O	_


#La société ERM est intervenue à la demande de PLACOPLÂTRE pour apporter son expertise technique.
1	La	le	BI	_
2	société	société	II	_
3	ERM	ERM	EI	_
4	est	être	O	_
5	intervenue	intervenir	O	_
6	à	à	O	_
7	la	le	O	_
8	demande	demande	O	_
9	de	de	O	_
10	PLACOPLÂTRE	PLACOPLÂTRE	EI	_
11	pour	pour	O	_
12	apporter	apporter	O	_
13	son	son	O	_
14	expertise	expertise	O	_
15	technique	technique	O	_
16	.	.	O	_


#Les résultats des analyses sur les eaux de surface confirment un impact local du site avec la présence de sulfates dans les eaux des fossés périphériques (entre 100 et 280 mg/L) et dans les lixiviats sortant de la décharge sur les flancs (900 mg/L).
1	Les	le	O	_
2	résultats	résultat	O	_
3	des	de	O	_
4	analyses	analyse	O	_
5	sur	sur	O	_
6	les	le	O	_
7	eaux	eau	O	_
8	de	de	O	_
9	surface	surface	O	_
10	confirment	confirmer	O	_
11	un	un	O	_
12	impact	impact	O	_
13	local	local	O	_
14	du	de	O	_
15	site	site	O	_
16	avec	avec	O	_
17	la	le	O	_
18	présence	présence	O	_
19	de	de	O	_
20	sulfates	sulfate	BS	_
21	dans	dans	O	_
22	les	le	O	_
23	eaux	eau	O	_
24	des	de	O	_
25	fossés	fossé	O	_
26	périphériques	périphérique	O	_
27	(	(	O	_
28	entre	entre	O	_
29	100	100	O	_
30	et	et	O	_
31	280	280	O	_
32	mg	milligramme	O	_
33	/	sur	O	_
34	L	l	O	_
35	)	)	O	_
36	et	et	O	_
37	dans	dans	O	_
38	les	le	O	_
39	lixiviats	lixiviat	O	_
40	sortant	sortir	O	_
41	de	de	O	_
42	la	le	O	_
43	décharge	décharge	O	_
44	sur	sur	O	_
45	les	le	O	_
46	flancs	flanc	O	_
47	(	(	O	_
48	900	900	O	_
49	mg	milligramme	O	_
50	/	sur	O	_
51	L	l	O	_
52	)	)	O	_
53	.	.	O	_


#Le ruisseau des marais n’est toutefois pas impacté par le rejet dont le débit mesuré le 1er juin est de l’ordre de 3 l/s pour un débit du ruisseau de 300 l/s (25 mg/L de sulfates en amont, 26 mg/L en aval).
1	Le	le	O	_
2	ruisseau	ruisseau	O	_
3	des	de	O	_
4	marais	marais	O	_
5	n’	n’	O	_
6	est	être	O	_
7	toutefois	toutefois	O	_
8	pas	pas	O	_
9	impacté	impacter	O	_
10	par	par	O	_
11	le	le	O	_
12	rejet	rejet	O	_
13	dont	dont	O	_
14	le	le	O	_
15	débit	débit	O	_
16	mesuré	mesurer	O	_
17	le	le	O	_
18	1er	premier	O	_
19	juin	juin	O	_
20	est	être	O	_
21	de	de	O	_
22	l’	l’	O	_
23	ordre	ordre	O	_
24	de	de	O	_
25	3	3	O	_
26	l	l	O	_
27	/	sur	O	_
28	s	s	O	_
29	pour	pour	O	_
30	un	un	O	_
31	débit	débit	O	_
32	du	de	O	_
33	ruisseau	ruisseau	O	_
34	de	de	O	_
35	300	300	O	_
36	l	l	O	_
37	/	sur	O	_
38	s	s	O	_
39	(	(	O	_
40	25	25	O	_
41	mg	milligramme	O	_
42	/	sur	O	_
43	L	l	O	_
44	de	de	O	_
45	sulfates	sulfate	BS	_
46	en	en	O	_
47	amont	amont	O	_
48	,	,	O	_
49	26	26	O	_
50	mg	milligramme	O	_
51	/	sur	O	_
52	L	l	O	_
53	en	en	O	_
54	aval	aval	O	_
55	)	)	O	_
56	.	.	O	_


#En ce qui concerne les eaux souterraines, le niveau piézométrique très haut dans les déchets est confirmé et il y a une alimentation importante en amont par la nappe des colluvions de pente.
1	En	en	O	_
2	ce	ce	O	_
3	qui	qui	O	_
4	concerne	concerne	O	_
5	les	le	O	_
6	eaux	eau	O	_
7	souterraines	souterrain	O	_
8	,	,	O	_
9	le	le	O	_
10	niveau	niveau	O	_
11	piézométrique	piézométrique	O	_
12	très	très	O	_
13	haut	haut	O	_
14	dans	dans	O	_
15	les	le	O	_
16	déchets	déchet	O	_
17	est	être	O	_
18	confirmé	confirmer	O	_
19	et	et	O	_
20	il	il	O	_
21	y	y	O	_
22	a	avoir	O	_
23	une	un	O	_
24	alimentation	alimentation	O	_
25	importante	important	O	_
26	en	en	O	_
27	amont	amont	O	_
28	par	par	O	_
29	la	le	O	_
30	nappe	nappe	O	_
31	des	de	O	_
32	colluvions	colluvion	O	_
33	de	de	O	_
34	pente	pente	O	_
35	.	.	O	_


#Cette nappe crée depuis l’ouest du site un front piézométrique qui s’écoule dans le massif de déchets vers l’est et qui est la source de lixiviats identifiés autour du site.
1	Cette	ce	O	_
2	nappe	nappe	O	_
3	crée	créer	O	_
4	depuis	depuis	O	_
5	l’	l’	O	_
6	ouest	ouest	O	_
7	du	de	O	_
8	site	site	O	_
9	un	un	O	_
10	front	front	O	_
11	piézométrique	piézométrique	O	_
12	qui	qui	O	_
13	s’	s’	O	_
14	écoule	écoule	O	_
15	dans	dans	O	_
16	le	le	O	_
