
#33.0084
#Ancien site de créosotage du bois.
1	Ancien	ancien	O	_
32	en	en	O	_
33	1950	1950	O	_
34	.	.	O	_


#En 1980, la Sté Xylochimie installe sur le site un autoclave, pour le traitement du bois, utilisant une solution aqueuse contenant des sels métalliques de cuivre, chrome et arsenic.
1	En	en	O	_
2	1980	1980	O	_
3	,	,	O	_
4	la	le	BI	_
5	Sté	sté	II	_
6	Xylochimie	Xylochimie	EI	_
7	installe	installe	O	_
8	sur	sur	O	_
9	le	le	O	_
10	site	site	O	_
11	un	un	O	_
12	autoclave	autoclave	O	_
13	,	,	O	_
14	pour	pour	O	_
15	le	le	O	_
16	traitement	traitement	O	_
17	du	de	O	_
18	bois	bois	O	_
19	,	,	O	_
20	utilisant	utiliser	O	_
21	une	un	O	_
22	solution	solution	O	_
23	aqueuse	aqueux	O	_
24	contenant	contenir	O	_
25	des	un	BS	_
26	sels	sel	ES	_
27	métalliques	métallique	ES	_
28	de	de	O	_
29	cuivre	cuivre	BS	_
30	,	,	O	_
31	chrome	chrome	BS	_
32	et	et	O	_
33	arsenic	arsenic	BS	_
34	.	.	O	_


#La cessation des activités de traitement du bois à la créosote a lieu dans les années 88-89.
1	La	le	O	_
2	cessation	cessation	O	_
3	des	de	O	_
4	activités	activité	O	_
5	de	de	O	_
6	traitement	traitement	O	_
7	du	de	O	_
8	bois	bois	O	_
9	à	à	O	_
10	la	le	O	_
11	créosote	créosote	BU	_
12	a	avoir	O	_
13	lieu	lieu	O	_
14	dans	dans	O	_
15	les	le	O	_
16	années	année	O	_
17	88	88	O	_
18	-	-	O	_
19	89	89	O	_
20	.	.	O	_


#Un incendie des installations de fabrication de piquets faisant ni victime ni pollution se produit en août 1989.
1	Un	un	O	_
2	incendie	incendie	O	_
3	des	de	O	_
4	installations	installation	O	_
5	de	de	O	_
6	fabrication	fabrication	O	_
7	de	de	O	_
8	piquets	piquet	O	_
9	faisant	faire	O	_
10	ni	ni	O	_
11	victime	victime	O	_
12	ni	ni	O	_
13	pollution	pollution	O	_
14	se	se	O	_
15	produit	produire	O	_
16	en	en	O	_
17	août	août	O	_
18	1989	1989	O	_
19	.	.	O	_


#L'établissement qui relève de la Directive Seveso est réglementé par les prescriptions de l'arrêté préfectoral du 22 novembre 1994.
1	L'	le	O	_
2	établissement	établissement	O	_
3	qui	qui	O	_
4	relève	relever	O	_
5	de	de	O	_
6	la	le	O	_
7	Directive	directive	O	_
8	Seveso	Seveso	BS	_
9	est	être	O	_
10	réglementé	réglementer	O	_
11	par	par	O	_
12	les	le	O	_
13	prescriptions	prescription	O	_
14	de	de	O	_
15	l'	le	O	_
16	arrêté	arrêté	O	_
17	préfectoral	préfectoral	O	_
18	du	de	O	_
19	22	22	O	_
20	novembre	novembre	O	_
21	1994	1994	O	_
22	.	.	O	_


#En 1998, la sté sollicite une demande d'autorisation de fonctionnement, à titre expérimental, d'une installation de recyclage de bois traités.
1	En	en	O	_
2	1998	1998	O	_
3	,	,	O	_
4	la	le	O	_
5	sté	sté	O	_
6	sollicite	sollicite	O	_
7	une	un	O	_
8	demande	demande	O	_
9	d'	de	O	_
10	autorisation	autorisation	O	_
11	de	de	O	_
12	fonctionnement	fonctionnement	O	_
13	,	,	O	_
14	à	à	O	_
15	titre	titre	O	_
16	expérimental	expérimental	O	_
17	,	,	O	_
18	d'	de	O	_
19	une	un	O	_
20	installation	installation	O	_
21	de	de	O	_
22	recyclage	recyclage	O	_
23	de	de	O	_
24	bois	bois	O	_
25	traités	traiter	O	_
26	.	.	O	_


#Cette installation n'a jamais été mise en service.
1	Cette	ce	O	_
2	installation	installation	O	_
3	n'	n'	O	_
4	a	avoir	O	_
5	jamais	jamais	O	_
6	été	être	O	_
7	mise	mettre	O	_
8	en	en	O	_
9	service	service	O	_
10	.	.	O	_


#Par la suite, la société THERMYA  est autorisée à exploiter cette installation à titre expérimental pendant une durée de 6 mois par l'arrêté préfectoral du 13 mai 2005.
1	Par	par	O	_
2	la	le	O	_
3	suite	suite	O	_
4	,	,	O	_
5	la	le	BI	_
6	société	société	II	_
7	THERMYA	THERMYA	EI	_
8	 	 	O	_
9	est	être	O	_
10	autorisée	autoriser	O	_
11	à	à	O	_
12	exploiter	exploiter	O	_
13	cette	ce	O	_
14	installation	installation	O	_
15	à	à	O	_
16	titre	titre	O	_
17	expérimental	expérimental	O	_
18	pendant	pendant	O	_
19	une	un	O	_
20	durée	durée	O	_
21	de	de	O	_
22	6	6	O	_
23	mois	mois	O	_
24	par	par	O	_
25	l'	le	O	_
26	arrêté	arrêté	O	_
27	préfectoral	préfectoral	O	_
28	du	de	O	_
29	13	13	O	_
30	mai	mai	O	_
31	2005	2005	O	_
32	.	.	O	_


#En 2005, la réduction du volume de bain de traitement des bois à 418 litres fait relever désormais cet établissement du régime de la déclaration.
1	En	en	O	_
2	2005	2005	O	_
3	,	,	O	_
4	la	le	O	_
5	réduction	réduction	O	_
6	du	de	O	_
7	volume	volume	O	_
8	de	de	O	_
9	bain	bain	O	_
10	de	de	O	_
11	traitement	traitement	O	_
12	des	de	O	_
13	bois	bois	O	_
14	à	à	O	_
15	418	418	O	_
16	litres	litre	O	_
17	fait	faire	O	_
18	relever	relever	O	_
19	désormais	désormais	O	_
20	cet	ce	O	_
21	établissement	établissement	O	_
22	du	de	O	_
23	régime	régime	O	_
24	de	de	O	_
25	la	le	O	_
26	déclaration	déclaration	O	_
27	.	.	O	_


#L’activité principale de l’établissement situé à St MEDARD D’EYRANS est le traitement du bois par imprégnation sous pression (autoclave).
1	L’	l’	O	_
2	activité	activité	O	_
3	principale	principal	O	_
4	de	de	O	_
5	l’	l’	O	_
6	établissement	établissement	O	_
7	situé	situer	O	_
8	à	à	O	_
9	St	St	BI	_
10	MEDARD	MEDARD	EI	_
11	D’	d’	EI	_
12	EYRANS	EYRANS	EI	_
13	est	être	O	_
14	le	le	O	_
15	traitement	traitement	O	_
16	du	de	O	_
17	bois	bois	O	_
18	par	par	O	_
19	imprégnation	imprégnation	O	_
20	sous	sous	O	_
21	pression	pression	O	_
22	(	(	O	_
23	autoclave	autoclave	BS	_
24	)	)	O	_
25	.	.	O	_


#Le site se compose :
1	Le	le	O	_
2	site	site	O	_
3	se	se	O	_
4	compose	compose	O	_
5	:	:	O	_


#- d’un bâtiment principal de 300 m² qui abrite l’installation de traitement par autoclave ainsi que les matériels annexes tels que les pompes, le compresseur, les cuves de stockage d’eau et de solution biocide (tanalith E) ; un bureau administratif ; un local technique et des sanitaires ;
1	-	-	O	_
2	d’	d’	O	_
3	un	un	O	_
4	bâtiment	bâtiment	O	_
5	principal	principal	O	_
6	de	de	O	_
7	300	300	O	_
8	m²	m²	O	_
9	qui	qui	O	_
10	abrite	abrite	O	_
11	 	 	O	_
12	l’	l’	O	_
13	installation	installation	O	_
14	de	de	O	_
15	traitement	traitement	O	_
16	par	par	BU	_
17	autoclave	autoclave	EU	_
18	ainsi	ainsi	O	_
19	que	que	O	_
20	les	le	O	_
21	matériels	matériel	O	_
22	annexes	annexe	O	_
23	tels	tel	O	_
24	que	que	O	_
25	les	le	O	_
26	pompes	pompe	O	_
27	,	,	O	_
28	le	le	O	_
29	compresseur	compresseur	O	_
30	,	,	BD	_
31	les	le	BD	_
32	cuves	cuve	ED	_
33	de	de	O	_
34	stockage	stockage	O	_
35	d’	d’	O	_
36	eau	eau	O	_
37	et	et	O	_
38	de	de	BU	_
39	solution	solution	BU	_
40	biocide	biocide	EU	_
41	(	(	BU	_
42	tanalith	tanalith	EI	_
43	E	e	O	_
44	)	)	O	_
45	 	 	O	_
46	;	;	O	_
47	un	un	O	_
48	bureau	bureau	O	_
49	administratif	administratif	O	_
50	 	 	O	_
51	;	;	O	_
52	un	un	O	_
53	local	local	O	_
54	technique	technique	O	_
55	et	et	O	_
56	des	de	O	_
57	sanitaires	sanitaire	O	_
58	 	 	O	_
59	;	;	O	_


#- d’un bâtiment ouvert de 450 m² servant de stockage pour le bois traité.
1	-	-	O	_
2	d’	d’	O	_
3	un	un	O	_
4	bâtiment	bâtiment	O	_
5	ouvert	ouvert	O	_
6	de	de	O	_
7	450	450	O	_
8	m²	m²	O	_
9	servant	servir	O	_
10	de	de	O	_
11	stockage	stockage	O	_
12	pour	pour	O	_
13	le	le	O	_
14	bois	bois	O	_
15	traité	traiter	O	_
16	.	.	O	_


#1 - DIAGNOSTIC
1	1	1	O	_
2	-	-	O	_
3	DIAGNOSTIC	DIAGNOSTIC	O	_


#Les activités exercées sur ce site ayant pu être à l'origine d'une pollution potentielle du sol et du sous-sol, le diagnostic initial et l'évaluation simplifiée des risques (ESR) sont prescrits par l'arrêté préfectoral du 05/11/1998
1	Les	le	O	_
2	activités	activité	O	_
3	exercées	exercer	O	_
4	sur	sur	O	_
5	ce	ce	O	_
6	site	site	O	_
7	ayant	avoir	O	_
8	pu	pouvoir	O	_
9	être	être	O	_
10	à	à	O	_
11	l'	le	O	_
12	origine	origine	O	_
13	d'	de	O	_
14	une	un	O	_
15	pollution	pollution	O	_
16	potentielle	potentiel	O	_
17	du	de	O	_
18	sol	sol	O	_
19	et	et	O	_
20	du	de	O	_
21	sous-sol	sous-sol	O	_
22	,	,	O	_
23	le	le	O	_
24	diagnostic	diagnostic	O	_
25	initial	initial	O	_
26	et	et	O	_
27	l'	le	O	_
28	évaluation	évaluation	O	_
29	simplifiée	simplifier	O	_
30	des	de	O	_
31	risques	risque	O	_
32	(	(	O	_
33	ESR	esr	O	_
34	)	)	O	_
35	sont	être	O	_
36	prescrits	prescrire	O	_
37	par	par	O	_
38	l'	le	O	_
39	arrêté	arrêté	O	_
40	préfectoral	préfectoral	O	_
41	du	de	O	_
42	05/11/1998	05/11/1998	O	_


#L'ESR remise en décembre 1999 classe le site en 2 "à surveiller" pour l'état et l'usage du moment.
1	L'	le	O	_
2	ESR	esr	O	_
3	remise	remettre	O	_
4	en	en	O	_
5	décembre	décembre	O	_
6	1999	1999	O	_
7	classe	classer	O	_
8	le	le	O	_
9	site	site	O	_
10	en	en	O	_
11	2	2	O	_
12	"	"	O	_
13	à	à	O	_
14	surveiller	surveiller	O	_
15	"	"	O	_
16	pour	pour	O	_
17	l'	le	O	_
18	état	état	O	_
19	et	et	O	_
20	l'	le	O	_
21	usage	usage	O	_
22	du	de	O	_
23	moment	moment	O	_
24	.	.	O	_


#L'étude de sol met en évidence, dans les eaux ou les sols, la présence d'Arsenic, de Chrome et de Cuivre à des concentrations supérieures aux valeurs de constat d'impact.
1	L'	le	O	_
2	étude	étude	O	_
3	de	de	O	_
4	sol	sol	O	_
5	met	mettre	O	_
6	en	en	O	_
7	évidence	évidence	O	_
8	,	,	O	_
9	dans	dans	O	_
10	les	le	O	_
11	eaux	eau	O	_
12	ou	ou	O	_
13	les	le	O	_
14	sols	sol	O	_
15	,	,	O	_
16	la	le	O	_
17	présence	présence	O	_
18	d'	de	O	_
19	Arsenic	Arsenic	BS	_
20	,	,	O	_
21	de	de	O	_
22	Chrome	Chrome	BS	_
23	et	et	O	_
24	de	de	O	_
25	Cuivre	cuivre	BS	_
26	à	à	O	_
27	des	un	O	_
28	concentrations	concentration	O	_
29	supérieures	supérieur	O	_
30	aux	à	O	_
31	valeurs	valeur	O	_
32	de	de	O	_
33	constat	constat	O	_
34	d'	de	O	_
35	impact	impact	O	_
36	.	.	O	_


#L'origine est l'absence d'étanchéité de la rétention en béton de l'atelier de traitement des bois.
1	L'	le	O	_
2	origine	origine	O	_
3	est	être	O	_
4	l'	le	O	_
5	absence	absence	O	_
6	d'	de	O	_
7	étanchéité	étanchéité	O	_
8	de	de	O	_
9	la	le	O	_
10	rétention	rétention	O	_
11	en	en	O	_
12	béton	béton	O	_
13	de	de	O	_
14	l'	le	O	_
15	atelier	atelier	O	_
16	de	de	O	_
17	traitement	traitement	O	_
18	des	de	O	_
19	bois	bois	O	_
20	.	.	O	_


#Les travaux de changement de cuvette de rétention sont réalisés en 2000.
1	Les	le	O	_
2	travaux	travail	O	_
3	de	de	O	_
4	changement	changement	O	_
5	de	de	O	_
6	cuvette	cuvette	O	_
7	de	de	O	_
8	rétention	rétention	O	_
9	sont	être	O	_
10	réalisés	réaliser	O	_
11	en	en	O	_
12	2000	2000	O	_
13	.	.	O	_


#L'étude de sol complémentaire de la zone de créosotage, remise en juin 2002, met en évidence la présence de créosote dans les sols et dans la nappe.
1	L'	le	O	_
2	étude	étude	O	_
3	de	de	O	_
4	sol	sol	O	_
5	complémentaire	complémentaire	O	_
6	de	de	O	_
7	la	le	O	_
8	zone	zone	O	_
9	de	de	O	_
10	créosotage	créosotage	O	_
11	,	,	O	_
12	remise	remettre	O	_
13	en	en	O	_
14	juin	juin	O	_
15	2002	2002	O	_
16	,	,	O	_
17	met	mettre	O	_
18	en	en	O	_
19	évidence	évidence	O	_
20	la	le	O	_
21	présence	présence	O	_
22	de	de	O	_
23	créosote	créosote	BU	_
24	dans	dans	O	_
25	les	le	O	_
26	sols	sol	O	_
27	et	et	O	_
28	dans	dans	O	_
29	la	le	O	_
30	nappe	nappe	O	_
31	.	.	O	_


#L'ESR complétée maintient toutefois le classement en 2 des sites à surveiller, du fait notamment du maintien de l'usage industriel du site et de l'absence d'usage recensé de la nappe hors du site.
1	L'	le	O	_
2	ESR	esr	O	_
3	complétée	compléter	O	_
4	maintient	maintenir	O	_
5	toutefois	toutefois	O	_
6	le	le	O	_
7	classement	classement	O	_
8	en	en	O	_
9	2	2	O	_
10	des	de	O	_
11	sites	site	O	_
12	à	à	O	_
13	surveiller	surveiller	O	_
14	,	,	O	_
15	du	de	O	_
16	fait	fait	O	_
17	notamment	notamment	O	_
18	du	de	O	_
19	maintien	maintien	O	_
20	de	de	O	_
21	l'	le	O	_
22	usage	usage	O	_
23	industriel	industriel	O	_
24	du	de	O	_
25	site	site	O	_
26	et	et	O	_
27	de	de	O	_
28	l'	le	O	_
29	absence	absence	O	_
30	d'	de	O	_
31	usage	usage	O	_
32	recensé	recenser	O	_
33	de	de	O	_
34	la	le	O	_
35	nappe	nappe	O	_
36	hors	hors	O	_
37	du	de	O	_
38	site	site	O	_
39	.	.	O	_


#Aucun impact n'est observé sur les eaux superficielles des ruisseaux "Le Milan" et "Le Cordon d'Or".
1	Aucun	aucun	O	_
2	impact	impact	O	_
3	n'	n'	O	_
4	est	être	O	_
5	observé	observer	O	_
6	sur	sur	O	_
7	les	le	O	_
8	eaux	eau	O	_
9	superficielles	superficiel	O	_
10	des	de	O	_
11	ruisseaux	ruisseau	O	_
12	"	"	O	_
13	Le	le	O	_
14	Milan	Milan	O	_
15	"	"	O	_
16	et	et	O	_
17	"	"	O	_
18	Le	le	O	_
19	Cordon	cordon	O	_
20	d'	de	O	_
21	Or	or	O	_
22	"	"	O	_
23	.	.	O	_


#2 - SURVEILLANCE DES EAUX SOUTERRAINES
1	2	2	O	_
2	-	-	O	_
3	SURVEILLANCE	surveillance	O	_
4	DES	de	O	_
5	EAUX	eau	EI	_
6	SOUTERRAINES	souterrain	EI	_


#Ce site était soumis à l’application de l’article 65 a) de l’arrêté ministériel du 2 février 1998 modifié relatif à la surveillance des eaux souterraines par référence à la rubrique 2415 de la nomenclature des Installations Classées pour la Protection de l'Environnement(traitement du bois)
1	Ce	ce	O	_
2	site	site	O	_
3	était	être	O	_
4	soumis	soumettre	O	_
5	à	à	O	_
6	l’	l’	O	_
7	application	application	O	_
8	de	de	O	_
9	l’	l’	O	_
10	article	article	O	_
11	65	65	O	_
12	a	a	O	_
13	)	)	O	_
14	de	de	O	_
15	l’	l’	O	_
16	arrêté	arrêté	O	_
17	ministériel	ministériel	O	_
18	du	de	O	_
19	2	2	O	_
20	février	février	O	_
21	1998	1998	O	_
22	modifié	modifier	O	_
23	relatif	relatif	O	_
24	à	à	O	_
25	la	le	O	_
26	surveillance	surveillance	O	_
27	des	de	O	_
28	eaux	eau	O	_
29	souterraines	souterrain	O	_
30	par	par	O	_
31	référence	référence	O	_
32	à	à	O	_
33	la	le	O	_
34	rubrique	rubrique	O	_
35	2415	2415	O	_
36	de	de	O	_
37	la	le	O	_
38	nomenclature	nomenclature	O	_
39	des	de	O	_
40	Installations	installation	O	_
41	Classées	classer	O	_
42	pour	pour	O	_
43	la	le	O	_
44	Protection	protection	O	_
45	de	de	O	_
46	l'	le	O	_
47	Environnement(traitement	environnement(traitement	O	_
48	du	de	O	_
49	bois	bois	O	_
50	)	)	O	_


#La surveillance semestrielle de la nappe est prescrite par l'arrêté préfectoral du 20 décembre 2004 par 5 piézomètres et l'analyse des paramètres Arsenic, Cuivre, Chrome total, Chrome hexavalent et hydrocarbures aromatiques polycycliques (HAP).
1	La	le	O	_
2	surveillance	surveillance	O	_
3	semestrielle	semestriel	O	_
4	de	de	O	_
5	la	le	O	_
6	nappe	nappe	O	_
7	est	être	O	_
8	prescrite	prescrire	O	_
9	par	par	O	_
10	l'	le	O	_
11	arrêté	arrêté	O	_
12	préfectoral	préfectoral	O	_
13	du	de	O	_
14	20	20	O	_
15	décembre	décembre	O	_
16	2004	2004	O	_
17	par	par	O	_
18	5	5	O	_
19	piézomètres	piézomètre	O	_
20	et	et	O	_
21	l'	le	O	_
22	analyse	analyse	O	_
23	des	de	O	_
24	paramètres	paramètre	O	_
25	Arsenic	Arsenic	BS	_
26	,	,	O	_
27	Cuivre	cuivre	BS	_
28	,	,	O	_
29	Chrome	Chrome	BS	_
30	total	total	ES	_
31	,	,	O	_
32	Chrome	Chrome	BS	_
33	hexavalent	hexavalent	ES	_
34	et	et	O	_
35	hydrocarbures	hydrocarbure	BS	_
36	aromatiques	aromatique	IS	_
37	polycycliques	polycyclique	ES	_
38	(	(	O	_
39	HAP	hap	BS	_
40	)	)	O	_
41	.	.	O	_


#La campagne du 16 décembre 2004 montre la présence de chrome total à des valeurs supérieures à la valeur de constat d'impact (VCI) pour un usage non sensible (eaux brutes destinées à la consommation humaine), à proximité immédiate de la zone de traitement des bois.
1	La	le	O	_
2	campagne	campagne	O	_
3	du	de	O	_
4	16	16	O	_
5	décembre	décembre	O	_
6	2004	2004	O	_
7	montre	montre	O	_
8	la	le	O	_
9	présence	présence	O	_
10	de	de	O	_
11	chrome	chrome	BS	_
12	total	total	BS	_
13	à	à	O	_
14	des	un	O	_
15	valeurs	valeur	O	_
16	supérieures	supérieur	O	_
17	à	à	O	_
18	la	le	O	_
19	valeur	valeur	O	_
20	de	de	O	_
21	constat	constat	O	_
22	d'	de	O	_
23	impact	impact	O	_
24	(	(	O	_
25	VCI	vci	O	_
26	)	)	O	_
27	pour	pour	O	_
28	un	un	O	_
29	usage	usage	O	_
30	non	non	O	_
31	sensible	sensible	O	_
32	(	(	O	_
33	eaux	eau	O	_
34	brutes	brut	O	_
35	destinées	destiner	O	_
36	à	à	O	_
37	la	le	O	_
38	consommation	consommation	O	_
39	humaine	humain	O	_
40	)	)	O	_
41	,	,	O	_
42	à	à	O	_
43	proximité	proximité	O	_
44	immédiate	immédiat	O	_
45	de	de	O	_
46	la	le	O	_
47	zone	zone	O	_
48	de	de	O	_
49	traitement	traitement	O	_
50	des	de	O	_
51	bois	bois	O	_
52	.	.	O	_


#La nappe est contaminée par les hydrocarbures aromatiques polycycliques, marqueurs de la créosote, à l'emplacement de l'ancienne zone de traitement.
1	La	le	O	_
2	nappe	nappe	O	_
3	est	être	O	_
4	contaminée	contaminer	O	_
5	par	par	O	_
6	les	le	O	_
7	hydrocarbures	hydrocarbure	BS	_
8	aromatiques	aromatique	IS	_
9	polycycliques	polycyclique	ES	_
10	,	,	O	_
11	marqueurs	marqueur	O	_
12	de	de	O	_
13	la	le	O	_
14	créosote	créosote	BU	_
15	,	,	O	_
16	à	à	O	_
17	l'	le	O	_
18	emplacement	emplacement	O	_
19	de	de	O	_
20	l'	le	O	_
21	ancienne	ancien	O	_
22	zone	zone	O	_
23	de	de	O	_
24	traitement	traitement	O	_
25	.	.	O	_


#La campagne du 7 décembre 2005 montre une baisse globale des concentrations mais des teneurs supérieures aux valeurs de référence des eaux brutes pour la consommation humaine sont relevées pour le chrome en PZ6 et les HAP en PZC.
1	La	le	O	_
2	campagne	campagne	O	_
3	du	de	O	_
4	7	7	O	_
5	décembre	décembre	O	_
6	2005	2005	O	_
7	montre	montre	O	_
8	une	un	O	_
9	baisse	baisse	O	_
10	globale	global	O	_
11	des	de	O	_
12	concentrations	concentration	O	_
13	mais	mais	O	_
14	des	un	O	_
15	teneurs	teneur	O	_
16	supérieures	supérieur	O	_
17	aux	à	O	_
18	valeurs	valeur	O	_
19	de	de	O	_
20	référence	référence	O	_
21	des	de	O	_
22	eaux	eau	O	_
23	brutes	brut	O	_
24	pour	pour	O	_
25	la	le	O	_
26	consommation	consommation	O	_
27	humaine	humain	O	_
28	sont	être	O	_
29	relevées	relever	O	_
30	pour	pour	O	_
31	le	le	BS	_
32	chrome	chrome	BS	_
33	en	en	O	_
34	PZ6	pz6	BS	_
35	et	et	O	_
36	les	le	BS	_
37	HAP	hap	BS	_
38	en	en	O	_
39	PZC	pzc	BS	_
40	.	.	O	_


#La campagne effectuée le 08 mars 2011, a permis de noter :
1	La	le	O	_
2	campagne	campagne	O	_
3	effectuée	effectuer	O	_
4	le	le	O	_
5	08	08	O	_
6	mars	mars	O	_
7	2011	2011	O	_
8	,	,	O	_
9	a	avoir	O	_
10	permis	permettre	O	_
11	de	de	O	_
12	noter	noter	O	_
13	:	:	O	_


#- une forte odeur caractéristique de naphtalène à l’aplomb de PZ1 ;
1	-	-	O	_
2	une	un	O	_
3	forte	fort	O	_
4	odeur	odeur	O	_
5	caractéristique	caractéristique	O	_
6	de	de	O	_
7	naphtalène	naphtalène	BS	_
8	à	à	O	_
9	l’	l’	O	_
10	aplomb	aplomb	O	_
11	de	de	O	_
12	PZ1	PZ1	O	_
13	;	;	O	_


#- la présence de métaux lourds (Arsenic, Cuivre, Chrome total et Chrome VI) à des teneurs supérieures aux valeurs seuils réglementaires de potabilités;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	métaux	métal	BS	_
6	lourds	lourd	BS	_
7	(	(	O	_
8	Arsenic	Arsenic	BS	_
9	,	,	O	_
10	Cuivre	cuivre	BS	_
11	,	,	O	_
12	Chrome	Chrome	BS	_
13	total	total	BS	_
14	et	et	O	_
15	Chrome	Chrome	BS	_
16	VI	vi	BS	_
17	)	)	O	_
18	à	à	O	_
19	des	un	O	_
20	teneurs	teneur	O	_
21	supérieures	supérieur	O	_
22	aux	à	O	_
23	valeurs	valeur	O	_
24	seuils	seuil	O	_
25	réglementaires	réglementaire	O	_
26	de	de	O	_
27	potabilités	potabilité	O	_
28	;	;	O	_


#- l’absence de pollution significative par les Phénols ;
1	-	-	O	_
2	l’	l’	O	_
3	absence	absence	O	_
4	de	de	O	_
5	pollution	pollution	O	_
6	significative	significatif	O	_
7	par	par	O	_
8	les	le	BS	_
9	Phénols	phénol	BS	_
10	;	;	O	_


#- la présence d’Hydrocarbures Aromatiques Polycycliques totaux à une teneur supérieure au seuil de détection analytique au droit de l’ouvrage PZC.
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	d’	d’	O	_
5	Hydrocarbures	hydrocarbure	BS	_
6	Aromatiques	aromatique	IS	_
7	Polycycliques	polycyclique	ES	_
8	totaux	total	ES	_
9	à	à	O	_
10	une	un	O	_
11	teneur	teneur	O	_
12	supérieure	supérieur	O	_
13	au	au	O	_
14	seuil	seuil	O	_
15	de	de	O	_
16	détection	détection	O	_
17	analytique	analytique	O	_
18	au	au	O	_
19	droit	droit	O	_
20	de	de	O	_
21	l’	l’	O	_
22	ouvrage	ouvrage	O	_
23	PZC	PZC	O	_
24	.	.	O	_


#La campagne effectuée le 22 septembre 2011, a permis de noter :
1	La	le	O	_
2	campagne	campagne	O	_
3	effectuée	effectuer	O	_
4	le	le	O	_
5	22	22	O	_
6	septembre	septembre	O	_
7	2011	2011	O	_
8	,	,	O	_
9	a	avoir	O	_
10	permis	permettre	O	_
11	de	de	O	_
12	noter	noter	O	_
13	:	:	O	_


#- l’absence de contamination en métaux lourds (As, Cu, Cr, CrVI) pour l’ouvrage PZ3 ;
1	-	-	O	_
2	l’	l’	O	_
3	absence	absence	O	_
4	de	de	O	_
5	contamination	contamination	O	_
6	en	en	O	_
7	métaux	métal	BS	_
8	lourds	lourd	BS	_
9	(	(	O	_
10	As	as	BS	_
11	,	,	O	_
12	Cu	cu	BS	_
13	,	,	O	_
14	Cr	cr	BS	_
15	,	,	O	_
16	CrVI	CrVI	BS	_
17	)	)	O	_
18	pour	pour	O	_
