
#42.0143
#Avant 1965, le site était une parcelle agricole.
1	Avant	avant	O	_
13	rejoint	rejoindre	O	_
14	la	le	O	_
15	Loire	Loire	O	_
16	à	à	O	_
17	plus	plus	O	_
18	de	de	O	_
19	9	9	O	_
20	km	kilomètre	O	_
21	au	au	O	_
22	Nord-ouest	nord-ouest	O	_
23	du	de	O	_
24	site	site	O	_
25	.	.	O	_


#Un autre cours d'eau, moins important, s'écoule également à 225 m au Sud-Ouest du site, il s'agit du Riotard.
1	Un	un	O	_
2	autre	autre	O	_
3	cours	cours	O	_
4	d'	de	O	_
5	eau	eau	O	_
6	,	,	O	_
7	moins	moins	O	_
8	important	important	O	_
9	,	,	O	_
10	s'	se	O	_
11	écoule	écoule	O	_
12	également	également	O	_
13	à	à	O	_
14	225	225	O	_
15	m	m	O	_
16	au	au	O	_
17	Sud-Ouest	sud-ouest	O	_
18	du	de	O	_
19	site	site	O	_
20	,	,	O	_
21	il	il	O	_
22	s'	se	O	_
23	agit	agir	O	_
24	du	de	O	_
25	Riotard	Riotard	O	_
26	.	.	O	_


#Aucun usage des eaux souterraines ou captage AEP n'a été recensé.
1	Aucun	aucun	O	_
2	usage	usage	O	_
3	des	de	O	_
4	eaux	eau	O	_
5	souterraines	souterrain	O	_
6	ou	ou	O	_
7	captage	captage	O	_
8	AEP	aep	O	_
9	n'	n'	O	_
10	a	avoir	O	_
11	été	être	O	_
12	recensé	recenser	O	_
13	.	.	O	_


#Le site est localisé à proximité du centre-ville de St Priest en Jarez, au cœur d'une zone commerciale.
1	Le	le	O	_
2	site	site	O	_
3	est	être	O	_
4	localisé	localiser	O	_
5	à	à	O	_
6	proximité	proximité	O	_
7	du	de	O	_
8	centre	centre	O	_
9	-	-	O	_
10	ville	ville	O	_
11	de	de	O	_
12	St	St	O	_
13	Priest	Priest	O	_
14	en	en	O	_
15	Jarez	Jarez	O	_
16	,	,	O	_
17	au	au	O	_
18	cœur	cœur	O	_
19	d'	de	O	_
20	une	un	O	_
21	zone	zone	O	_
22	commerciale	commercial	O	_
23	.	.	O	_


#Il est entouré par divers commerces (tabac, pressing, cafétéria, banque, pharmacie, supermarché Casino).
1	Il	il	O	_
2	est	être	O	_
3	entouré	entourer	O	_
4	par	par	O	_
5	divers	divers	O	_
6	commerces	commerce	O	_
7	(	(	O	_
8	tabac	tabac	O	_
9	,	,	O	_
10	pressing	pressing	O	_
11	,	,	O	_
12	cafétéria	cafétéria	O	_
13	,	,	O	_
14	banque	banque	O	_
15	,	,	O	_
16	pharmacie	pharmacie	O	_
17	,	,	O	_
18	supermarché	supermarché	O	_
19	Casino	Casino	O	_
20	)	)	O	_
21	.	.	O	_


#- Au Nord-Est, des résidences et l'hôpital Nord,
1	-	-	O	_
2	Au	au	O	_
3	Nord-Est	nord-est	O	_
4	,	,	O	_
5	des	un	O	_
6	résidences	résidence	O	_
7	et	et	O	_
8	l'	le	O	_
9	hôpital	hôpital	O	_
10	Nord	nord	O	_
11	,	,	O	_


#- A l'Est, un magasin de jouet,
1	-	-	O	_
2	A	à	O	_
3	l'	le	O	_
4	Est	est	O	_
5	,	,	O	_
6	un	un	O	_
7	magasin	magasin	O	_
8	de	de	O	_
9	jouet	jouet	O	_
10	,	,	O	_


#- A l'Ouest, un magasin de surgelés puis un rond point,
1	-	-	O	_
2	A	à	O	_
3	l'	le	O	_
4	Ouest	ouest	O	_
5	,	,	O	_
6	un	un	O	_
7	magasin	magasin	O	_
8	de	de	O	_
9	surgelés	surgelé	O	_
10	puis	puis	O	_
11	un	un	O	_
12	rond	rond	O	_
13	point	point	O	_
14	,	,	O	_


#- Au Sud, la RN82 puis l'autoroute A72,
1	-	-	O	_
2	Au	au	O	_
3	Sud	sud	O	_
4	,	,	O	_
5	la	le	O	_
6	RN82	rn82	O	_
7	puis	puis	O	_
8	l'	le	O	_
9	autoroute	autoroute	O	_
10	A72	a72	O	_
11	,	,	O	_


#- Au Sud-Est, une maison de retraite
1	-	-	O	_
2	Au	au	O	_
3	Sud-Est	sud-est	O	_
4	,	,	O	_
5	une	un	O	_
6	maison	maison	O	_
7	de	de	O	_
8	retraite	retraite	O	_


#La surface parcellaire de la station est de 17,619 m².
1	La	le	O	_
2	surface	surface	O	_
3	parcellaire	parcellaire	O	_
4	de	de	O	_
5	la	le	O	_
6	station	station	O	_
7	est	être	O	_
8	de	de	O	_
9	17,619	17,619	O	_
10	m²	m²	O	_
11	.	.	O	_


#La station service «FLOREAL SA» est déclarée au titre des rubriques 1432 et 1434 de la nomenclature des installations classées pour les activités de stockage et distribution de carburants.
1	La	le	BI	_
2	station	station	II	_
3	service	service	II	_
4	«	«	II	_
5	FLOREAL	FLOREAL	EI	_
6	SA	sa	EI	_
7	»	»	O	_
8	est	être	O	_
9	déclarée	déclarer	O	_
10	au	au	O	_
11	titre	titre	O	_
12	des	de	O	_
13	rubriques	rubrique	O	_
14	1432	1432	O	_
15	et	et	O	_
16	1434	1434	O	_
17	de	de	O	_
18	la	le	O	_
19	nomenclature	nomenclature	O	_
20	des	de	O	_
21	installations	installation	O	_
22	classées	classer	O	_
23	pour	pour	O	_
24	les	le	O	_
25	activités	activité	O	_
26	de	de	O	_
27	stockage	stockage	O	_
28	et	et	O	_
29	distribution	distribution	O	_
30	de	de	O	_
31	carburants	carburant	BU	_
32	.	.	O	_


#Dans le cadre de la restructuration du centre commercial, la station service a été déplacée d'une centaine de mètres.
1	Dans	dans	O	_
2	le	le	O	_
3	cadre	cadre	O	_
4	de	de	O	_
5	la	le	O	_
6	restructuration	restructuration	O	_
7	du	de	O	_
8	centre	centre	O	_
9	commercial	commercial	O	_
10	,	,	O	_
11	la	le	O	_
12	station	station	O	_
13	service	service	O	_
14	a	avoir	O	_
15	été	être	O	_
16	déplacée	déplacer	O	_
17	d'	de	O	_
18	une	un	O	_
19	centaine	centaine	O	_
20	de	de	O	_
21	mètres	mètre	O	_
22	.	.	O	_


#L'ancienne station a été mise hors service en juin 2007.
1	L'	le	O	_
2	ancienne	ancien	O	_
3	station	station	O	_
4	a	avoir	O	_
5	été	être	O	_
6	mise	mettre	O	_
7	hors	hors	O	_
8	service	service	O	_
9	en	en	O	_
10	juin	juin	O	_
11	2007	2007	O	_
12	.	.	O	_


#Le site a fait l'objet de travaux de neutralisation et de dépollution décrits dans un rapport photographique SITA Remédiation de juin 2007
1	Le	le	O	_
2	site	site	O	_
3	a	avoir	O	_
4	fait	faire	O	_
5	l'	le	O	_
6	objet	objet	O	_
7	de	de	O	_
8	travaux	travail	O	_
9	de	de	O	_
10	neutralisation	neutralisation	O	_
11	et	et	O	_
12	de	de	O	_
13	dépollution	dépollution	O	_
14	décrits	décrire	O	_
15	dans	dans	O	_
16	un	un	O	_
17	rapport	rapport	O	_
18	photographique	photographique	O	_
19	SITA	SITA	EI	_
20	Remédiation	Remédiation	O	_
21	de	de	O	_
22	juin	juin	O	_
23	2007	2007	O	_


#Cependant, ces informations n'ont été portées officiellement à la connaissance de l'administration que par un courrier du 20 décembre 2010, établi pour valoir déclaration de la cessation d'activité en application de l'article R512-66 1° du code de l'environnement.
1	Cependant	cependant	O	_
2	,	,	O	_
3	ces	ce	O	_
4	informations	information	O	_
5	n'	n'	O	_
6	ont	avoir	O	_
7	été	être	O	_
8	portées	porter	O	_
9	officiellement	officiellement	O	_
10	à	à	O	_
11	la	le	O	_
12	connaissance	connaissance	O	_
13	de	de	O	_
14	l'	le	O	_
15	administration	administration	O	_
16	que	que	O	_
17	par	par	O	_
18	un	un	O	_
19	courrier	courrier	O	_
20	du	de	O	_
21	20	20	O	_
22	 	 	O	_
23	décembre	décembre	O	_
24	 	 	O	_
25	2010	2010	O	_
26	,	,	O	_
27	établi	établir	O	_
28	pour	pour	O	_
29	valoir	valoir	O	_
30	déclaration	déclaration	O	_
31	de	de	O	_
32	la	le	O	_
33	cessation	cessation	O	_
34	d'	de	O	_
35	activité	activité	O	_
36	en	en	O	_
37	application	application	O	_
38	de	de	O	_
39	l'	le	O	_
40	article	article	O	_
41	R512	r512	O	_
42	-	-	O	_
43	66	66	O	_
44	1	1	O	_
45	°	°	O	_
46	du	de	O	_
47	code	code	O	_
48	de	de	O	_
49	l'	le	O	_
50	environnement	environnement	O	_
51	.	.	O	_


#Le rapport établi par SITA Remédiation ne comporte pas de texte décrivant les travaux, à l'exception des légendes des photos.
1	Le	le	O	_
2	rapport	rapport	O	_
3	établi	établir	O	_
4	par	par	O	_
5	SITA	SITA	EI	_
6	Remédiation	Remédiation	EI	_
7	ne	ne	O	_
8	comporte	comporte	O	_
9	pas	pas	O	_
10	de	de	O	_
11	texte	texte	O	_
12	décrivant	décrire	O	_
13	les	le	O	_
14	travaux	travail	O	_
15	,	,	O	_
16	à	à	O	_
17	l'	le	O	_
18	exception	exception	O	_
19	des	de	O	_
20	légendes	légende	O	_
21	des	de	O	_
22	photos	photo	O	_
23	.	.	O	_


#Les photos présentées laissent supposer que les travaux suivants ont été réalisés :
1	Les	le	O	_
2	photos	photo	O	_
3	présentées	présenter	O	_
4	laissent	laisser	O	_
5	supposer	supposer	O	_
6	que	que	O	_
7	les	le	O	_
8	travaux	travail	O	_
9	suivants	suivant	O	_
10	ont	avoir	O	_
11	été	être	O	_
12	réalisés	réaliser	O	_
13	 	 	O	_
14	:	:	O	_


#- Démontage et enlèvement des superstructures.
1	-	-	O	_
2	Démontage	démontage	O	_
3	et	et	O	_
4	enlèvement	enlèvement	O	_
5	des	de	O	_
6	superstructures	superstructure	O	_
7	.	.	O	_


#- Enlèvement des 3 cuves d'hydrocarbures.
1	-	-	O	_
2	Enlèvement	enlèvement	O	_
3	des	de	O	_
4	3	3	BD	_
5	cuves	cuve	ED	_
6	d'	de	ED	_
7	hydrocarbures	hydrocarbure	ES	_
8	.	.	O	_


#- Enlèvement du sablon d'enrobage de la cuve C2 ; conservation de la fosse bétonnée contenant la cuve C2.
1	-	-	O	_
2	Enlèvement	enlèvement	O	_
3	du	de	O	_
4	sablon	sablon	O	_
5	d'	de	O	_
6	enrobage	enrobage	O	_
7	de	de	O	_
8	la	le	O	_
9	cuve	cuve	BD	_
10	C2	c2	ED	_
11	;	;	O	_
12	conservation	conservation	O	_
13	de	de	O	_
14	la	le	O	_
15	fosse	fosse	O	_
16	bétonnée	bétonner	O	_
17	contenant	contenir	O	_
18	la	le	BD	_
19	cuve	cuve	ED	_
20	C2	c2	ED	_
21	.	.	O	_


#- Enlèvement de sols pollués sous les pistes carburants et autour de la cuve C1.
1	-	-	O	_
2	Enlèvement	enlèvement	O	_
3	de	de	O	_
4	sols	sol	O	_
5	pollués	polluer	O	_
6	sous	sous	O	_
7	les	le	O	_
8	pistes	piste	O	_
9	carburants	carburant	BU	_
10	et	et	O	_
11	autour	autour	O	_
12	de	de	O	_
13	la	le	O	_
14	cuve	cuve	BD	_
15	C1	c1	ED	_
16	.	.	O	_


#- Pompage de 39,7 m3 d'eau polluée aux hydrocarbures dans la fosse de la cuve C2.
1	-	-	O	_
2	Pompage	pompage	O	_
3	de	de	O	_
4	39,7	39,7	O	_
5	m3	m3	O	_
6	d'	de	O	_
7	eau	eau	O	_
8	polluée	polluer	O	_
9	aux	à	O	_
10	hydrocarbures	hydrocarbure	BS	_
11	dans	dans	O	_
12	la	le	O	_
13	fosse	fosse	O	_
14	de	de	O	_
15	la	le	O	_
16	cuve	cuve	BU	_
17	C2	c2	EU	_
18	.	.	O	_


#- Enlèvement des équipements annexes (séparateur, évents, canalisations, …).
1	-	-	O	_
2	Enlèvement	enlèvement	O	_
3	des	de	O	_
4	équipements	équipement	O	_
5	annexes	annexe	O	_
6	(	(	O	_
7	séparateur	séparateur	O	_
8	,	,	O	_
9	évents	évent	O	_
10	,	,	O	_
11	canalisations	canalisation	O	_
12	,	,	O	_
13	…	…	O	_
14	)	)	O	_
15	.	.	O	_


#- Remblaiement.
1	-	-	O	_
2	Remblaiement	remblaiement	O	_
3	.	.	O	_


#Des prélèvements en fond et bord de fouille ont été réalisés sur l'excavation des pistes, de la cuve C1 et à l'emplacement de la cuve C3.
1	Des	un	O	_
2	prélèvements	prélèvement	O	_
3	en	en	O	_
4	fond	fond	O	_
5	et	et	O	_
6	bord	bord	O	_
7	de	de	O	_
8	fouille	fouille	O	_
9	ont	avoir	O	_
10	été	être	O	_
11	réalisés	réaliser	O	_
12	sur	sur	O	_
13	l'	le	O	_
14	excavation	excavation	O	_
15	des	de	O	_
16	pistes	piste	O	_
17	,	,	O	_
18	de	de	O	_
19	la	le	O	_
20	cuve	cuve	O	_
21	C1	c1	O	_
22	et	et	O	_
23	à	à	O	_
24	l'	le	O	_
25	emplacement	emplacement	O	_
26	de	de	O	_
27	la	le	BD	_
28	cuve	cuve	ED	_
29	C3	c3	ED	_
30	.	.	O	_


#Il n'y a pas de prélèvement aux abords de la cuve C2.
1	Il	il	O	_
2	n'	n'	O	_
3	y	y	O	_
4	a	avoir	O	_
5	pas	pas	O	_
6	de	de	O	_
7	prélèvement	prélèvement	O	_
8	aux	à	O	_
9	abords	abord	O	_
10	de	de	O	_
11	la	le	O	_
12	cuve	cuve	O	_
13	C2	c2	O	_
14	.	.	O	_


#Le rapport ne fournit pas de résultats d'analyse d'eau.
1	Le	le	O	_
2	rapport	rapport	O	_
3	ne	ne	O	_
4	fournit	fournir	O	_
5	pas	pas	O	_
6	de	de	O	_
7	résultats	résultat	O	_
8	d'	de	O	_
9	analyse	analyse	O	_
10	d'	de	O	_
11	eau	eau	O	_
12	.	.	O	_


#Considérant que les éléments fournis par l'exploitant ne permettaient pas de garantir que les travaux réalisés soient suffisants, l'inspection lui a demandé, le 14 janvier 2011, de communiquer un diagnostic des sols (et éventuelles eaux souterraines) réalisé avant travaux au droit du site, ainsi que des analyses de sols après travaux autour de la fosse maçonnée de la cuve C2.
1	Considérant	considérer	O	_
2	que	que	O	_
3	les	le	O	_
4	éléments	élément	O	_
5	fournis	fournir	O	_
6	par	par	O	_
7	l'	le	O	_
8	exploitant	exploitant	O	_
9	ne	ne	O	_
10	permettaient	permettre	O	_
11	pas	pas	O	_
12	de	de	O	_
13	garantir	garantir	O	_
14	que	que	O	_
15	les	le	O	_
16	travaux	travail	O	_
17	réalisés	réaliser	O	_
18	soient	être	O	_
19	suffisants	suffisant	O	_
20	,	,	O	_
21	l'	le	O	_
22	inspection	inspection	O	_
23	lui	lui	O	_
24	a	avoir	O	_
25	demandé	demander	O	_
26	,	,	O	_
27	le	le	O	_
28	14	14	O	_
29	janvier	janvier	O	_
30	2011	2011	O	_
31	,	,	O	_
32	de	de	O	_
33	communiquer	communiquer	O	_
34	un	un	O	_
35	diagnostic	diagnostic	O	_
36	des	de	O	_
37	sols	sol	O	_
38	(	(	O	_
39	et	et	O	_
40	éventuelles	éventuel	O	_
41	eaux	eau	O	_
42	souterraines	souterrain	O	_
43	)	)	O	_
44	réalisé	réaliser	O	_
45	avant	avant	O	_
46	travaux	travail	O	_
47	au	au	O	_
48	droit	droit	O	_
49	du	de	O	_
50	site	site	O	_
51	,	,	O	_
52	ainsi	ainsi	O	_
53	que	que	O	_
54	des	un	O	_
55	analyses	analyse	O	_
56	de	de	O	_
57	sols	sol	O	_
58	après	après	O	_
59	travaux	travail	O	_
60	autour	autour	O	_
61	de	de	O	_
62	la	le	O	_
63	fosse	fosse	O	_
64	maçonnée	maçonner	O	_
65	de	de	O	_
66	la	le	O	_
67	cuve	cuve	BU	_
68	C2	c2	IU	_
69	.	.	IU	_


#Suite à cette demande, l'exploitant a communiqué, le 20 avril 2011 à l'inspection, un rapport « Étude environnementale complémentaire » établi par SOGREAH en avril 2011.
1	Suite	suite	O	_
2	à	à	O	_
3	cette	ce	O	_
4	demande	demande	O	_
5	,	,	O	_
6	l'	le	O	_
7	exploitant	exploitant	O	_
8	a	avoir	O	_
9	communiqué	communiquer	O	_
10	,	,	O	_
11	le	le	O	_
12	20	20	O	_
13	avril	avril	O	_
14	2011	2011	O	_
15	à	à	O	_
16	l'	le	O	_
17	inspection	inspection	O	_
18	,	,	O	_
19	un	un	O	_
20	rapport	rapport	O	_
21	«	«	O	_
22	 	 	O	_
23	Étude	étude	O	_
24	environnementale	environnemental	O	_
25	complémentaire	complémentaire	O	_
26	 	 	O	_
27	»	»	O	_
28	établi	établir	O	_
29	par	par	BI	_
30	SOGREAH	SOGREAH	BI	_
31	en	en	O	_
32	avril	avril	O	_
33	2011	2011	O	_
34	.	.	O	_


#L'exploitant a ensuite transmis le 10 mai 2011 un second rapport « Étude environnementale complémentaire » établi par SOGREAH en mai 2011.
1	L'	le	O	_
2	exploitant	exploitant	O	_
3	a	avoir	O	_
4	ensuite	ensuite	O	_
5	transmis	transmettre	O	_
6	le	le	O	_
7	10	10	O	_
8	mai	mai	O	_
9	2011	2011	O	_
10	un	un	O	_
11	second	second	O	_
12	rapport	rapport	O	_
13	«	«	O	_
14	 	 	O	_
15	Étude	étude	O	_
16	environnementale	environnemental	O	_
17	complémentaire	complémentaire	O	_
18	 	 	O	_
19	»	»	O	_
20	établi	établir	O	_
21	par	par	BI	_
22	SOGREAH	SOGREAH	EI	_
23	en	en	O	_
24	mai	mai	O	_
25	2011	2011	O	_
26	.	.	O	_


#Dans ses rapports, il est indiqué que les analyses chimiques réalisées en avril 2011 sur les eaux souterraines et les gaz du sol n'ont mis en évidence que quelques traces non significatives d'hydrocarbures ou de BTEX.
1	Dans	dans	O	_
2	ses	son	O	_
3	rapports	rapport	O	_
4	,	,	O	_
5	il	il	O	_
6	est	être	O	_
7	indiqué	indiquer	O	_
8	que	que	O	_
9	les	le	O	_
10	analyses	analyse	O	_
11	chimiques	chimique	O	_
12	réalisées	réaliser	O	_
13	en	en	O	_
14	avril	avril	O	_
15	2011	2011	O	_
16	sur	sur	O	_
17	les	le	O	_
18	eaux	eau	O	_
19	souterraines	souterrain	O	_
20	et	et	O	_
21	les	le	O	_
22	gaz	gaz	O	_
23	du	de	O	_
24	sol	sol	O	_
25	n'	n'	O	_
26	ont	avoir	O	_
27	mis	mettre	O	_
28	en	en	O	_
29	évidence	évidence	O	_
30	que	que	O	_
31	quelques	quelque	O	_
32	traces	trace	O	_
33	non	non	O	_
34	significatives	significatif	O	_
35	d'	de	O	_
36	hydrocarbures	hydrocarbure	BS	_
37	ou	ou	O	_
38	de	de	O	_
39	BTEX	BTEX	BS	_
40	.	.	O	_


#L'impact de l'ancienne station-service sur la qualité du sous-sol semble donc limité aux sols à proximité de l'ancienne cuve enterrée de gazole C2.
1	L'	le	O	_
2	impact	impact	O	_
3	de	de	O	_
4	l'	le	O	_
5	ancienne	ancien	O	_
6	station	station	O	_
7	-	-	O	_
8	service	service	O	_
9	sur	sur	O	_
10	la	le	O	_
11	qualité	qualité	O	_
12	du	de	O	_
13	sous-sol	sous-sol	O	_
14	semble	semble	O	_
15	donc	donc	O	_
16	limité	limité	O	_
17	aux	à	O	_
18	sols	sol	O	_
19	à	à	O	_
20	proximité	proximité	O	_
21	de	de	O	_
22	l'	le	O	_
23	ancienne	ancien	O	_
24	cuve	cuve	O	_
25	enterrée	enterrer	O	_
26	de	de	O	_
27	gazole	gazole	BU	_
28	C2	c2	EU	_
29	.	.	O	_


#Concernant les polluants potentiellement issus de l'ancienne activité de station-service (hydrocarbures et BTEX), les résultats des analyses des gaz du sol et des eaux souterraines ne mettent pas en évidence des concentrations susceptibles d'entraîner des risques inacceptables sur la santé et/ou la ressource en eau.
1	Concernant	concernant	O	_
2	les	le	BU	_
3	polluants	polluant	EU	_
4	potentiellement	potentiellement	O	_
5	issus	issu	O	_
6	de	de	O	_
7	l'	le	O	_
8	ancienne	ancien	O	_
9	activité	activité	O	_
10	de	de	O	_
11	station	station	O	_
12	-	-	O	_
13	service	service	O	_
14	(	(	O	_
15	hydrocarbures	hydrocarbure	BS	_
16	et	et	O	_
17	BTEX	bte	BS	_
18	)	)	O	_
19	,	,	O	_
20	les	le	O	_
21	résultats	résultat	O	_
22	des	de	O	_
23	analyses	analyse	O	_
24	des	de	O	_
25	gaz	gaz	O	_
26	du	de	O	_
27	sol	sol	O	_
28	et	et	O	_
29	des	de	O	_
30	eaux	eau	O	_
31	souterraines	souterrain	O	_
32	ne	ne	O	_
33	mettent	mettre	O	_
34	pas	pas	O	_
35	en	en	O	_
36	évidence	évidence	O	_
37	des	un	O	_
38	concentrations	concentration	O	_
39	susceptibles	susceptible	O	_
40	d'	de	O	_
41	entraîner	entraîner	O	_
42	des	un	O	_
43	risques	risque	O	_
44	inacceptables	inacceptable	O	_
45	sur	sur	O	_
46	la	le	O	_
47	santé	santé	O	_
48	et	et	O	_
49	/	/	O	_
50	ou	ou	O	_
51	la	le	O	_
52	ressource	ressource	O	_
53	en	en	O	_
54	eau	eau	O	_
55	.	.	O	_


#L'analyse de l'échantillon Pz1 a mis en évidence des concentrations remarquables en solvants chlorés (COHV).
1	L'	le	O	_
2	analyse	analyse	O	_
3	de	de	O	_
4	l'	le	O	_
5	échantillon	échantillon	O	_
6	Pz1	Pz1	O	_
7	a	avoir	O	_
8	mis	mettre	O	_
9	en	en	O	_
10	évidence	évidence	O	_
11	des	un	O	_
12	concentrations	concentration	O	_
13	remarquables	remarquable	O	_
14	en	en	O	_
15	solvants	solvant	BS	_
16	chlorés	chloré	BS	_
17	(	(	O	_
18	COHV	cohv	BS	_
19	)	)	O	_
20	.	.	O	_


#Les solvants chlorés ne sont pas utilisés sur une station de distribution de carburant, l'origine de ces substances n'est donc pas liée aux anciennes activités de stations-service.
1	Les	le	BU	_
2	solvants	solvant	EU	_
3	chlorés	chlorer	EU	_
4	ne	ne	O	_
5	sont	être	O	_
6	pas	pas	O	_
7	utilisés	utiliser	O	_
8	sur	sur	O	_
9	une	un	O	_
10	station	station	O	_
11	de	de	O	_
12	distribution	distribution	O	_
13	de	de	O	_
14	carburant	carburant	BU	_
15	,	,	O	_
16	l'	le	O	_
17	origine	origine	O	_
18	de	de	O	_
19	ces	ce	O	_
20	substances	substance	O	_
21	n'	n'	O	_
22	est	être	O	_
23	donc	donc	O	_
24	pas	pas	O	_
25	liée	lier	O	_
26	aux	à	O	_
27	anciennes	ancien	O	_
28	activités	activité	O	_
29	de	de	O	_
30	stations	station	O	_
31	-	-	O	_
32	service	service	O	_
33	.	.	O	_


#Les concentrations identifiées dans les eaux du piézomètre Pz1 sont considérées comme susceptibles d'entraîner des risques inacceptables.
1	Les	le	O	_
2	concentrations	concentration	O	_
3	identifiées	identifier	O	_
4	dans	dans	O	_
5	les	le	O	_
6	eaux	eau	O	_
7	du	de	O	_
8	piézomètre	piézomètre	O	_
9	Pz1	Pz1	O	_
10	sont	être	O	_
11	considérées	considérer	O	_
12	comme	comme	O	_
13	susceptibles	susceptible	O	_
14	d'	de	O	_
15	entraîner	entraîner	O	_
16	des	un	O	_
17	risques	risque	O	_
18	inacceptables	inacceptable	O	_
19	.	.	O	_


#SOGREAH recommande donc la réalisation d'investigations complémentaires pour confirmer les concentrations identifiées en Pz1, rechercher l'origine de la pollution, définir l'extension du panache et évaluer les risques.
1	SOGREAH	SOGREAH	BI	_
2	recommande	recommande	O	_
3	donc	donc	O	_
4	la	le	O	_
5	réalisation	réalisation	O	_
6	d'	de	O	_
7	investigations	investigation	O	_
8	complémentaires	complémentaire	O	_
9	pour	pour	O	_
