
#69.0079
#Localisation, réseau hydrographique, géologie et hydrogéologie
1	Localisation	localisation	O	_
12	hydrocarbures	hydrocarbure	BS	_
13	.	.	O	_


#Suite au rapport de l'inspection des installations classées du 06/09/2000, des sanctions administratives ont été prises contre le liquidateur pour la remise en état du site (la surveillance des eaux souterraines et superficielles du ruisseau la Mouche traversant la partie ouest du site, la réalisation d'un diagnostic approfondi et une évaluation détaillée des risques, l'encadrement des éventuels travaux sur le site), par arrêté du 19/10/2000.
1	Suite	suite	O	_
2	au	au	O	_
3	rapport	rapport	O	_
4	de	de	O	_
5	l'	le	O	_
6	inspection	inspection	O	_
7	des	de	O	_
8	installations	installation	O	_
9	classées	classer	O	_
10	du	de	O	_
11	06/09/2000	06/09/2000	O	_
12	,	,	O	_
13	des	un	O	_
14	sanctions	sanction	O	_
15	administratives	administratif	O	_
16	ont	avoir	O	_
17	été	être	O	_
18	prises	prendre	O	_
19	contre	contre	O	_
20	le	le	O	_
21	liquidateur	liquidateur	O	_
22	pour	pour	O	_
23	la	le	O	_
24	remise	remise	O	_
25	en	en	O	_
26	état	état	O	_
27	du	de	O	_
28	site	site	O	_
29	(	(	O	_
30	la	le	O	_
31	surveillance	surveillance	O	_
32	des	de	O	_
33	eaux	eau	O	_
34	souterraines	souterrain	O	_
35	et	et	O	_
36	superficielles	superficiel	O	_
37	du	de	O	_
38	ruisseau	ruisseau	O	_
39	la	le	O	_
40	Mouche	Mouche	O	_
41	traversant	traverser	O	_
42	la	le	O	_
43	partie	partie	O	_
44	ouest	ouest	O	_
45	du	de	O	_
46	site	site	O	_
47	,	,	O	_
48	la	le	O	_
49	réalisation	réalisation	O	_
50	d'	de	O	_
51	un	un	O	_
52	diagnostic	diagnostic	O	_
53	approfondi	approfondi	O	_
54	et	et	O	_
55	une	un	O	_
56	évaluation	évaluation	O	_
57	détaillée	détaillé	O	_
58	des	de	O	_
59	risques	risque	O	_
60	,	,	O	_
61	l'	le	O	_
62	encadrement	encadrement	O	_
63	des	de	O	_
64	éventuels	éventuel	O	_
65	travaux	travail	O	_
66	sur	sur	O	_
67	le	le	O	_
68	site	site	O	_
69	)	)	O	_
70	,	,	O	_
71	par	par	O	_
72	arrêté	arrêté	O	_
73	du	de	O	_
74	19/10/2000	19/10/2000	O	_
75	.	.	O	_


#La COMMUNAUTE URBAINE DE LYON, propriétaire du site depuis 1986, a déjà engagé, en liaison avec l'Administration, des investigations et études sur une partie nord du tènement.
1	La	le	BI	_
2	COMMUNAUTE	communaute	EI	_
3	URBAINE	urbain	EI	_
4	DE	de	EI	_
5	LYON	LYON	EI	_
6	,	,	O	_
7	propriétaire	propriétaire	O	_
8	du	de	O	_
9	site	site	O	_
10	depuis	depuis	O	_
11	1986	1986	O	_
12	,	,	O	_
13	a	avoir	O	_
14	déjà	déjà	O	_
15	engagé	engager	O	_
16	,	,	O	_
17	en	en	O	_
18	liaison	liaison	O	_
19	avec	avec	O	_
20	l'	le	O	_
21	Administration	administration	O	_
22	,	,	O	_
23	des	un	O	_
24	investigations	investigation	O	_
25	et	et	O	_
26	études	étude	O	_
27	sur	sur	O	_
28	une	un	O	_
29	partie	partie	O	_
30	nord	nord	O	_
31	du	de	O	_
32	tènement	tènement	O	_
33	.	.	O	_


#Un projet de cahier des charges a donc été établi en juillet 1998.
1	Un	un	O	_
2	projet	projet	O	_
3	de	de	O	_
4	cahier	cahier	O	_
5	des	de	O	_
6	charges	charge	O	_
7	a	avoir	O	_
8	donc	donc	O	_
9	été	être	O	_
10	établi	établir	O	_
11	en	en	O	_
12	juillet	juillet	O	_
13	1998	1998	O	_
14	.	.	O	_


#Un arrêté préfectoral du 12/04/2002 impose au liquidateur la surveillance des eaux souterraines et superficielles du ruisseau la Mouche traversant la partie ouest du site, la réalisation d'un diagnostic approfondi et une évaluation détaillée des risques, l'encadrement des éventuels travaux sur le site.
1	Un	un	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	du	de	O	_
5	12/04/2002	12/04/2002	O	_
6	impose	impose	O	_
7	au	au	O	_
8	liquidateur	liquidateur	O	_
9	la	le	O	_
10	surveillance	surveillance	O	_
11	des	de	O	_
12	eaux	eau	O	_
13	souterraines	souterrain	O	_
14	et	et	O	_
15	superficielles	superficiel	O	_
16	du	de	O	_
17	ruisseau	ruisseau	O	_
18	la	le	O	_
19	Mouche	Mouche	O	_
20	traversant	traverser	O	_
21	la	le	O	_
22	partie	partie	O	_
23	ouest	ouest	O	_
24	du	de	O	_
25	site	site	O	_
26	,	,	O	_
27	la	le	O	_
28	réalisation	réalisation	O	_
29	d'	de	O	_
30	un	un	O	_
31	diagnostic	diagnostic	O	_
32	approfondi	approfondi	O	_
33	et	et	O	_
34	une	un	O	_
35	évaluation	évaluation	O	_
36	détaillée	détaillé	O	_
37	des	de	O	_
38	risques	risque	O	_
39	,	,	O	_
40	l'	le	O	_
41	encadrement	encadrement	O	_
42	des	de	O	_
43	éventuels	éventuel	O	_
44	travaux	travail	O	_
45	sur	sur	O	_
46	le	le	O	_
47	site	site	O	_
48	.	.	O	_


#D'après ces études, il a été trouvé la présence des polluants ci-après dans les compartiments suivants :
1	D'	de	O	_
2	après	après	O	_
3	ces	ce	O	_
4	études	étude	O	_
5	,	,	O	_
6	il	il	O	_
7	a	avoir	O	_
8	été	être	O	_
9	trouvé	trouver	O	_
10	la	le	O	_
11	présence	présence	O	_
12	des	de	BU	_
13	polluants	polluant	EU	_
14	ci	ci	O	_
15	-	-	O	_
16	après	après	O	_
17	dans	dans	O	_
18	les	le	O	_
19	compartiments	compartiment	O	_
20	suivants	suivant	O	_
21	:	:	O	_


#- HCT (jusqu'à 9023 mg/kg dans les limons et jusqu'à 15470 mg/kg dans les mâchefers) ;
1	-	-	O	_
2	HCT	hct	BS	_
3	(	(	O	_
4	jusqu'	jusque	O	_
5	à	à	O	_
6	9023	9023	O	_
7	mg	milligramme	O	_
8	/	sur	O	_
9	kg	kilogramme	O	_
10	dans	dans	O	_
11	les	le	O	_
12	limons	limon	O	_
13	et	et	O	_
14	jusqu'	jusque	O	_
15	à	à	O	_
16	15470	15470	O	_
17	mg	milligramme	O	_
18	/	sur	O	_
19	kg	kilogramme	O	_
20	dans	dans	O	_
21	les	le	O	_
22	mâchefers	mâchefer	O	_
23	)	)	O	_
24	;	;	O	_


#- Cyanures totaux (jusqu'à 11806 mg/kg dans les déchets et matières noires non identifiées) ;
1	-	-	O	_
2	Cyanures	cyanure	BS	_
3	totaux	total	ES	_
4	(	(	O	_
5	jusqu'	jusque	O	_
6	à	à	O	_
7	11806	11806	O	_
8	mg	milligramme	O	_
9	/	sur	O	_
10	kg	kilogramme	O	_
11	dans	dans	O	_
12	les	le	BU	_
13	déchets	déchet	EU	_
14	et	et	O	_
15	matières	matière	O	_
16	noires	noir	O	_
17	non	non	O	_
18	identifiées	identifier	O	_
19	)	)	O	_
20	;	;	O	_


#- Cuivre (jusqu'à 1304 mg/kg dans les remblais) ;
1	-	-	O	_
2	Cuivre	cuivre	BS	_
3	(	(	O	_
4	jusqu'	jusque	O	_
5	à	à	O	_
6	1304	1304	O	_
7	mg	milligramme	O	_
8	/	sur	O	_
9	kg	kilogramme	O	_
10	dans	dans	O	_
11	les	le	O	_
12	remblais	remblai	O	_
13	)	)	O	_
14	;	;	O	_


#- Plomb (jusqu'à 1768 mg/kg dans les mâchefers) ;
1	-	-	O	_
2	Plomb	plomb	BS	_
3	(	(	O	_
4	jusqu'	jusque	O	_
5	à	à	O	_
6	1768	1768	O	_
7	mg	milligramme	O	_
8	/	sur	O	_
9	kg	kilogramme	O	_
10	dans	dans	O	_
11	les	le	O	_
12	mâchefers	mâchefer	O	_
13	)	)	O	_
14	;	;	O	_


#- Molybdène (jusqu'à 589 mg/kg dans les remblais) ;
1	-	-	O	_
2	Molybdène	Molybdène	BS	_
3	(	(	O	_
4	jusqu'	jusque	O	_
5	à	à	O	_
6	589	589	O	_
7	mg	milligramme	O	_
8	/	sur	O	_
9	kg	kilogramme	O	_
10	dans	dans	O	_
11	les	le	O	_
12	remblais	remblai	O	_
13	)	)	O	_
