
#91.0026
#L\'activité du site était dédiée à la fabrication de joints.
1	L\'activité	l\'activité	O	_
7	a	avoir	O	_
8	disparu	disparaître	O	_
9	.	.	O	_


#Cet établissement a fait l\'objet de \"l\'action nationale amiante\" en 2006, qui consistait à réexaminer la situation des anciens sites industriels d\'exploitation ou de transformation d\'amiante.
1	Cet	ce	O	_
2	établissement	établissement	O	_
3	a	avoir	O	_
4	fait	faire	O	_
5	l\'objet	l\'objet	O	_
6	de	de	O	_
7	\"l\'action	\"l\'action	O	_
8	nationale	national	O	_
9	amiante\	amiante\	O	_
10	"	"	O	_
11	en	en	O	_
12	2006	2006	O	_
13	,	,	O	_
14	qui	qui	O	_
15	consistait	consister	O	_
16	à	à	O	_
17	réexaminer	réexaminer	O	_
18	la	le	O	_
19	situation	situation	O	_
20	des	de	O	_
21	anciens	ancien	O	_
22	sites	site	O	_
23	industriels	industriel	O	_
24	d\'exploitation	d\'exploitation	O	_
25	ou	ou	O	_
26	de	de	O	_
27	transformation	transformation	O	_
28	d\'amiante	d\'amiante	O	_
29	.	.	O	_


#Dans ce cadre, à la demande de l\'inspection des installations classées, la société SOFAJOINT, reprise par le groupe LATTY  INTERNATIONAL, a transmis le 20 septembre 2005 un dossier technique de synthèse, rappelant l’historique de l’exploitation de l’unité de Viry-Châtillon et explicitant les actions de nettoyage effectuées sur le site.
1	Dans	dans	O	_
2	ce	ce	O	_
3	cadre	cadre	O	_
4	,	,	O	_
5	à	à	O	_
6	la	le	O	_
7	demande	demande	O	_
8	de	de	O	_
9	l\'inspection	l\'inspection	O	_
10	des	de	O	_
11	installations	installation	O	_
12	classées	classer	O	_
13	,	,	O	_
14	la	le	BI	_
15	société	société	II	_
16	SOFAJOINT	SOFAJOINT	EI	_
17	,	,	O	_
18	reprise	reprendre	O	_
19	par	par	O	_
20	le	le	BI	_
21	groupe	groupe	II	_
22	LATTY	LATTY	EI	_
23	 	 	EI	_
24	INTERNATIONAL	INTERNATIONAL	EI	_
25	,	,	O	_
26	a	avoir	O	_
27	transmis	transmettre	O	_
28	le	le	O	_
29	20	20	O	_
30	septembre	septembre	O	_
31	2005	2005	O	_
32	un	un	O	_
33	dossier	dossier	O	_
34	technique	technique	O	_
35	de	de	O	_
36	synthèse	synthèse	O	_
37	,	,	O	_
38	rappelant	rappeler	O	_
39	l’	l’	O	_
40	historique	historique	O	_
41	de	de	O	_
42	l’	l’	O	_
43	exploitation	exploitation	O	_
44	de	de	O	_
45	l’	l’	O	_
46	unité	unité	O	_
47	de	de	O	_
48	Viry	Viry	O	_
49	-	-	O	_
50	Châtillon	Châtillon	O	_
51	et	et	O	_
52	explicitant	expliciter	O	_
53	les	le	O	_
54	actions	action	O	_
55	de	de	O	_
56	nettoyage	nettoyage	O	_
57	effectuées	effectuer	O	_
58	sur	sur	O	_
59	le	le	O	_
60	site	site	O	_
61	.	.	O	_


#D’autre part, l’exploitant a indiqué que le site était entièrement bétonné, même du temps de la société MAJAC, ancien fournisseur de SOFAJOINT, et a insisté sur l’impossibilité d’enfouir des déchets.
1	D’	d’	O	_
2	autre	autre	O	_
3	part	part	O	_
4	,	,	O	_
5	l’	l’	O	_
6	exploitant	exploitant	O	_
7	a	avoir	O	_
8	indiqué	indiquer	O	_
9	que	que	O	_
10	le	le	O	_
11	site	site	O	_
12	était	être	O	_
13	entièrement	entièrement	O	_
14	bétonné	bétonner	O	_
15	,	,	O	_
16	même	même	O	_
17	du	de	O	_
18	temps	temps	O	_
19	de	de	O	_
20	la	le	BI	_
21	société	société	II	_
22	MAJAC	MAJAC	EI	_
23	,	,	O	_
24	ancien	ancien	O	_
25	fournisseur	fournisseur	O	_
26	de	de	O	_
27	SOFAJOINT	SOFAJOINT	EI	_
28	,	,	O	_
29	et	et	O	_
30	a	avoir	O	_
31	insisté	insister	O	_
32	sur	sur	O	_
33	l’	l’	O	_
34	impossibilité	impossibilité	O	_
35	d’	d’	O	_
36	enfouir	enfouir	O	_
37	des	un	BD	_
38	déchets	déchet	ED	_
39	.	.	O	_


#L\'inspection des installations classées a conclu au regard des éléments fournis par l\'expoitant que le site n\'avait pas besoin d\'action complémentaire.
1	L\'inspection	l\'inspection	O	_
2	des	de	O	_
3	installations	installation	O	_
4	classées	classer	O	_
5	a	avoir	O	_
6	conclu	conclure	O	_
7	au	au	O	_
8	regard	regard	O	_
9	des	de	O	_
10	éléments	élément	O	_
11	fournis	fournir	O	_
12	par	par	O	_
13	l\'expoitant	l\'expoitant	O	_
14	que	que	O	_
15	le	le	O	_
16	site	site	O	_
17	n\'avait	n\'avait	O	_
18	pas	pas	O	_
19	besoin	besoin	O	_
20	d\'action	d\'action	O	_
21	complémentaire	complémentaire	O	_
22	.	.	O	_


#93.0067
#La société ECLAIR DAIM a exercé de 1985 à 2004 des activités de nettoyage de cuir, daim, fourrures sur 2 endroits situés de part et d’autre de la rue Philippe Lalouette (n°29/31 et 28).
1	La	le	BI	_
2	société	société	II	_
3	ECLAIR	ECLAIR	EI	_
4	DAIM	DAIM	EI	_
5	a	avoir	O	_
6	exercé	exercer	O	_
7	de	de	O	_
8	1985	1985	O	_
9	à	à	O	_
10	2004	2004	O	_
11	des	un	O	_
12	activités	activité	O	_
13	de	de	O	_
14	nettoyage	nettoyage	O	_
15	de	de	O	_
16	cuir	cuir	O	_
17	,	,	O	_
18	daim	daim	O	_
19	,	,	O	_
20	fourrures	fourrure	O	_
21	sur	sur	O	_
22	2	2	O	_
23	endroits	endroit	O	_
24	situés	situer	O	_
25	de	de	O	_
26	part	part	O	_
27	et	et	O	_
28	d’	d’	O	_
29	autre	autre	O	_
30	de	de	O	_
31	la	le	O	_
32	rue	rue	O	_
33	Philippe	Philippe	O	_
34	Lalouette	Lalouette	O	_
35	(	(	O	_
36	n°	numéro	O	_
37	29/31	29/31	O	_
38	et	et	O	_
39	28	28	O	_
40	)	)	O	_
41	.	.	O	_


#Ces activités relevaient du régime de l'autorisation au titre de la législation relative aux installations classées.
1	Ces	ce	O	_
2	activités	activité	O	_
3	relevaient	relever	O	_
4	du	de	O	_
5	régime	régime	O	_
6	de	de	O	_
7	l'	le	O	_
8	autorisation	autorisation	O	_
9	au	au	O	_
10	titre	titre	O	_
11	de	de	O	_
12	la	le	O	_
13	législation	législation	O	_
14	relative	relatif	O	_
15	aux	à	O	_
16	installations	installation	O	_
17	classées	classer	O	_
18	.	.	O	_


#Par jugement du 30 septembre 2003, le tribunal de commerce de Bobigny a prononcé la liquidation judiciaire de la société et nommé un mandataire-liquidateur.
1	Par	par	O	_
2	jugement	jugement	O	_
3	du	de	O	_
4	30	30	O	_
5	septembre	septembre	O	_
6	2003	2003	O	_
7	,	,	O	_
8	le	le	BI	_
9	tribunal	tribunal	II	_
10	de	de	II	_
11	commerce	commerce	II	_
12	de	de	II	_
13	Bobigny	Bobigny	EI	_
14	a	avoir	O	_
15	prononcé	prononcer	O	_
16	la	le	O	_
17	liquidation	liquidation	O	_
18	judiciaire	judiciaire	O	_
19	de	de	O	_
20	la	le	O	_
21	société	société	O	_
22	et	et	O	_
23	nommé	nommer	O	_
24	un	un	O	_
25	mandataire	mandataire	O	_
26	-	-	O	_
27	liquidateur	liquidateur	O	_
28	.	.	O	_


#La déclaration de cessation d'activité a été faite le 21 juin 2004 par le mandataire-liquidateur pour le seul local du n°28.
1	La	le	O	_
2	déclaration	déclaration	O	_
3	de	de	O	_
4	cessation	cessation	O	_
5	d'	de	O	_
6	activité	activité	O	_
7	a	avoir	O	_
8	été	être	O	_
9	faite	faire	O	_
10	le	le	O	_
11	21	21	O	_
12	juin	juin	O	_
13	2004	2004	O	_
14	par	par	O	_
15	le	le	O	_
16	mandataire	mandataire	O	_
17	-	-	O	_
18	liquidateur	liquidateur	O	_
19	pour	pour	O	_
20	le	le	O	_
21	seul	seul	O	_
22	local	local	O	_
23	du	de	O	_
24	n°	numéro	O	_
25	28	28	O	_
26	.	.	O	_


#Le site est entouré de pavillons d'habitations de part et d'autre des 2 bâtiments anciennement exploités par la société Eclair Daim.
1	Le	le	O	_
2	site	site	O	_
3	est	être	O	_
4	entouré	entourer	O	_
5	de	de	O	_
6	pavillons	pavillon	O	_
7	d'	de	O	_
8	habitations	habitation	O	_
9	de	de	O	_
10	part	part	O	_
11	et	et	O	_
12	d'	de	O	_
13	autre	autre	O	_
14	des	de	O	_
15	2	2	O	_
16	bâtiments	bâtiment	O	_
17	anciennement	anciennement	O	_
18	exploités	exploiter	O	_
19	par	par	O	_
20	la	le	BI	_
21	société	société	II	_
22	Eclair	Eclair	EI	_
23	Daim	Daim	EI	_
24	.	.	O	_


#En 2005, dans le cadre de la cessation d'activité, environ 5 tonnes de déchets dangereux ont été évacués par le représentant de l'exploitant dans le cadre de la mise en sécurité du site.
1	En	en	O	_
2	2005	2005	O	_
3	,	,	O	_
4	dans	dans	O	_
5	le	le	O	_
6	cadre	cadre	O	_
7	de	de	O	_
8	la	le	O	_
9	cessation	cessation	O	_
10	d'	de	O	_
11	activité	activité	O	_
12	,	,	O	_
13	environ	environ	O	_
14	5	5	O	_
15	tonnes	tonne	O	_
16	de	de	O	_
17	déchets	déchet	BU	_
18	dangereux	dangereux	EU	_
19	ont	avoir	O	_
20	été	être	O	_
21	évacués	évacuer	O	_
22	par	par	O	_
23	le	le	O	_
24	représentant	représentant	O	_
25	de	de	O	_
26	l'	le	O	_
27	exploitant	exploitant	O	_
28	dans	dans	O	_
29	le	le	O	_
30	cadre	cadre	O	_
31	de	de	O	_
32	la	le	O	_
33	mise	mise	O	_
34	en	en	O	_
35	sécurité	sécurité	O	_
36	du	de	O	_
37	site	site	O	_
38	.	.	O	_


#Des diagnostics de sols ont été transmis pour le numéro 28, les autres parcelles n'ont pas été investiguées malgré les demandes de l'inspection des installations classées.
1	Des	un	O	_
2	diagnostics	diagnostic	O	_
3	de	de	O	_
4	sols	sol	O	_
5	ont	avoir	O	_
6	été	être	O	_
7	transmis	transmettre	O	_
8	pour	pour	O	_
9	le	le	O	_
10	numéro	numéro	O	_
11	28	28	O	_
12	,	,	O	_
13	les	le	O	_
14	autres	autre	O	_
15	parcelles	parcelle	O	_
16	n'	n'	O	_
17	ont	avoir	O	_
18	pas	pas	O	_
19	été	être	O	_
20	investiguées	investiguer	O	_
21	malgré	malgré	O	_
22	les	le	O	_
23	demandes	demande	O	_
24	de	de	O	_
25	l'	le	O	_
26	inspection	inspection	O	_
27	des	de	O	_
28	installations	installation	O	_
29	classées	classer	O	_
30	.	.	O	_


#Au numéro 28, les terres identifiées polluées au tétrachloréthylène (PCE) ont été excavées en partie.
1	Au	au	O	_
2	numéro	numéro	O	_
3	28	28	O	_
4	,	,	O	_
5	les	le	O	_
6	terres	terre	O	_
7	identifiées	identifier	O	_
8	polluées	polluer	O	_
9	au	au	O	_
10	tétrachloréthylène	tétrachloréthylène	BS	_
11	(	(	O	_
12	PCE	pce	BS	_
13	)	)	O	_
14	ont	avoir	O	_
15	été	être	O	_
16	excavées	excaver	O	_
17	en	en	O	_
18	partie	partie	O	_
19	.	.	O	_


#Une dalle de ciment de 15 cm a été coulée sur la totalité de la surface de l'ancien atelier et un revêtement de sol a été posé.
1	Une	un	O	_
2	dalle	dalle	O	_
3	de	de	O	_
4	ciment	ciment	O	_
5	de	de	O	_
6	15	15	O	_
7	cm	cm	O	_
8	a	avoir	O	_
9	été	être	O	_
10	coulée	couler	O	_
11	sur	sur	O	_
12	la	le	O	_
13	totalité	totalité	O	_
14	de	de	O	_
15	la	le	O	_
16	surface	surface	O	_
17	de	de	O	_
18	l'	le	O	_
19	ancien	ancien	O	_
20	atelier	atelier	O	_
21	et	et	O	_
22	un	un	O	_
23	revêtement	revêtement	O	_
24	de	de	O	_
25	sol	sol	O	_
26	a	avoir	O	_
27	été	être	O	_
28	posé	poser	O	_
29	.	.	O	_


#L'étude sur l'évaluation des risques de janvier 2007 concluait à des valeurs de risques inférieures aux valeurs de référence pour un usage de bureau.
1	L'	le	O	_
2	étude	étude	O	_
3	sur	sur	O	_
4	l'	le	O	_
5	évaluation	évaluation	O	_
6	des	de	O	_
7	risques	risque	O	_
8	de	de	O	_
9	janvier	janvier	O	_
10	2007	2007	O	_
11	concluait	conclure	O	_
12	à	à	O	_
13	des	un	O	_
14	valeurs	valeur	O	_
15	de	de	O	_
16	risques	risque	O	_
17	inférieures	inférieur	O	_
18	aux	à	O	_
19	valeurs	valeur	O	_
20	de	de	O	_
21	référence	référence	O	_
22	pour	pour	O	_
23	un	un	O	_
24	usage	usage	O	_
25	de	de	O	_
26	bureau	bureau	O	_
27	.	.	O	_


#Fin 2010, des riverains de la rue Philippe Lalouette ont signalé qu'ils étaient incommodés par des odeurs.
1	Fin	fin	O	_
2	2010	2010	O	_
3	,	,	O	_
4	des	un	O	_
5	riverains	riverain	O	_
6	de	de	O	_
7	la	le	O	_
8	rue	rue	O	_
9	Philippe	Philippe	O	_
10	Lalouette	Lalouette	O	_
11	ont	avoir	O	_
12	signalé	signaler	O	_
13	qu'	que	O	_
14	ils	il	O	_
15	étaient	être	O	_
16	incommodés	incommoder	O	_
17	par	par	O	_
18	des	un	O	_
19	odeurs	odeur	O	_
20	.	.	O	_


#Le LCPP (laboratoire central de la préfecture de police) est intervenu à la demande de la mairie pour réaliser des mesures d'air ambiant.
1	Le	le	BI	_
2	LCPP	LCPP	BI	_
3	(	(	O	_
4	laboratoire	laboratoire	O	_
5	central	central	O	_
6	de	de	O	_
7	la	le	O	_
8	préfecture	préfecture	O	_
9	de	de	O	_
10	police	police	O	_
11	)	)	O	_
12	est	être	O	_
13	intervenu	intervenir	O	_
14	à	à	O	_
15	la	le	O	_
16	demande	demande	O	_
17	de	de	O	_
18	la	le	O	_
19	mairie	mairie	O	_
20	pour	pour	O	_
21	réaliser	réaliser	O	_
22	des	un	O	_
23	mesures	mesure	O	_
24	d'	de	O	_
25	air	air	O	_
26	ambiant	ambiant	O	_
27	.	.	O	_


#A la suite des résultats de mesure de la qualité de l'air intérieur de fin 2010 et avril 2011 mettant en évidence la présence de tétrachloroéthylène dans l'air intérieur des habitations riveraines de l'ancien site, un arrêté préfectoral complémentaire été notifié au liquidateur le 26/08/2011 lui prescrivant de remettre des études complémentaires dans un délai de 3 mois afin de vérifier si le site présentait encore des sources de pollution liées à l'activité exercée par Eclair Daim qui pourraient être à l'origine d'un transfert vers les tiers.
1	A	à	O	_
2	la	le	O	_
3	suite	suite	O	_
4	des	de	O	_
5	résultats	résultat	O	_
6	de	de	O	_
7	mesure	mesure	O	_
8	de	de	O	_
9	la	le	O	_
10	qualité	qualité	O	_
11	de	de	O	_
12	l'	le	O	_
13	air	air	O	_
14	intérieur	intérieur	O	_
15	de	de	O	_
16	fin	fin	O	_
17	2010	2010	O	_
18	et	et	O	_
19	avril	avril	O	_
20	2011	2011	O	_
21	mettant	mettre	O	_
22	en	en	O	_
23	évidence	évidence	O	_
24	la	le	O	_
25	présence	présence	O	_
26	de	de	O	_
27	tétrachloroéthylène	tétrachloroéthylène	BS	_
28	dans	dans	O	_
29	l'	le	O	_
30	air	air	O	_
31	intérieur	intérieur	O	_
32	des	de	O	_
33	habitations	habitation	O	_
34	riveraines	riverain	O	_
35	de	de	O	_
36	l'	le	O	_
37	ancien	ancien	O	_
38	site	site	O	_
39	,	,	O	_
40	un	un	O	_
41	arrêté	arrêté	O	_
42	préfectoral	préfectoral	O	_
43	complémentaire	complémentaire	O	_
44	été	être	O	_
45	notifié	notifier	O	_
46	au	au	O	_
47	liquidateur	liquidateur	O	_
48	le	le	O	_
49	26/08/2011	26/08/2011	O	_
50	lui	lui	O	_
51	prescrivant	prescrire	O	_
52	de	de	O	_
53	remettre	remettre	O	_
54	des	un	O	_
55	études	étude	O	_
56	complémentaires	complémentaire	O	_
57	dans	dans	O	_
58	un	un	O	_
59	délai	délai	O	_
60	de	de	O	_
61	3	3	O	_
62	mois	mois	O	_
63	afin	afin	O	_
64	de	de	O	_
65	vérifier	vérifier	O	_
66	si	si	O	_
67	le	le	O	_
68	site	site	O	_
69	présentait	présenter	O	_
70	encore	encore	O	_
71	des	un	O	_
72	sources	source	O	_
73	de	de	O	_
74	pollution	pollution	O	_
75	liées	lier	O	_
76	à	à	O	_
77	l'	le	O	_
78	activité	activité	O	_
79	exercée	exercer	O	_
80	par	par	O	_
81	Eclair	Eclair	BI	_
82	Daim	Daim	EI	_
83	qui	qui	O	_
84	pourraient	pouvoir	O	_
85	être	être	O	_
86	à	à	O	_
87	l'	le	O	_
88	origine	origine	O	_
89	d'	de	O	_
90	un	un	O	_
91	transfert	transfert	O	_
92	vers	vers	O	_
93	les	le	O	_
94	tiers	tiers	O	_
95	.	.	O	_


#En date du 28/11/2011, le liquidateur a écrit au préfet indiquant qu'il ne disposait pas et ne disposerait pas des fonds nécessaires, dans le cadre des opérations de liquidation judiciaire, pour réaliser les opérations demandées.
1	En	en	O	_
2	date	date	O	_
3	du	de	O	_
4	28/11/2011	28/11/2011	O	_
5	,	,	O	_
6	le	le	O	_
7	liquidateur	liquidateur	O	_
8	a	avoir	O	_
9	écrit	écrire	O	_
10	au	au	O	_
11	préfet	préfet	O	_
12	indiquant	indiquer	O	_
13	qu'	que	O	_
14	il	il	O	_
15	ne	ne	O	_
16	disposait	disposer	O	_
17	pas	pas	O	_
18	et	et	O	_
19	ne	ne	O	_
20	disposerait	disposer	O	_
21	pas	pas	O	_
22	des	de	O	_
23	fonds	fonds	O	_
24	nécessaires	nécessaire	O	_
25	,	,	O	_
26	dans	dans	O	_
27	le	le	O	_
28	cadre	cadre	O	_
29	des	de	O	_
30	opérations	opération	O	_
31	de	de	O	_
32	liquidation	liquidation	O	_
33	judiciaire	judiciaire	O	_
34	,	,	O	_
35	pour	pour	O	_
36	réaliser	réaliser	O	_
37	les	le	O	_
38	opérations	opération	O	_
39	demandées	demander	O	_
40	.	.	O	_


#Un arrêté de mise en demeure du 16/02/2012 a été pris par le préfet demandant au liquidateur le respect de l'arrêté préfectoral complémentaire du 26/08/2011 dans un délai d'un mois.
1	Un	un	O	_
2	arrêté	arrêté	O	_
3	de	de	O	_
4	mise	mise	O	_
5	en	en	O	_
6	demeure	demeure	O	_
7	du	de	O	_
8	16/02/2012	16/02/2012	O	_
9	a	avoir	O	_
10	été	être	O	_
11	pris	prendre	O	_
12	par	par	O	_
13	le	le	BI	_
14	préfet	préfet	EI	_
15	demandant	demander	O	_
16	au	au	O	_
17	liquidateur	liquidateur	O	_
18	le	le	O	_
19	respect	respect	O	_
20	de	de	O	_
21	l'	le	O	_
22	arrêté	arrêté	O	_
23	préfectoral	préfectoral	O	_
24	complémentaire	complémentaire	O	_
25	du	de	O	_
26	26/08/2011	26/08/2011	O	_
27	dans	dans	O	_
28	un	un	O	_
29	délai	délai	O	_
30	d'	de	O	_
31	un	un	O	_
32	mois	mois	O	_
33	.	.	O	_


#Un arrêté de consignation a été pris le 29/05/2012 (correspondant au montant des études nécessaires pour la réalisation des investigations des milieux demandées par l'arrêté préfectoral du 26 août 2011).
1	Un	un	O	_
2	arrêté	arrêté	O	_
3	de	de	O	_
4	consignation	consignation	O	_
5	a	avoir	O	_
6	été	être	O	_
7	pris	prendre	O	_
8	le	le	O	_
9	29/05/2012	29/05/2012	O	_
10	(	(	O	_
11	correspondant	correspondant	O	_
12	au	au	O	_
13	montant	montant	O	_
14	des	de	O	_
15	études	étude	O	_
16	nécessaires	nécessaire	O	_
17	pour	pour	O	_
18	la	le	O	_
19	réalisation	réalisation	O	_
20	des	de	O	_
21	investigations	investigation	O	_
22	des	de	O	_
23	milieux	milieu	O	_
24	demandées	demander	O	_
25	par	par	O	_
26	l'	le	O	_
27	arrêté	arrêté	O	_
28	préfectoral	préfectoral	O	_
29	du	de	O	_
30	26	26	O	_
31	août	août	O	_
32	2011	2011	O	_
33	)	)	O	_
34	.	.	O	_


#Considérant que la liquidation était impécunieuse et compte tenu de la nécessité de procéder à des investigations complémentaires en vue de mettre le site en sécurité et protéger les tiers, le préfet a pris un arrêté prescrivant la réalisation de travaux d’office le 28/11/2012 chargeant l’ADEME des études préalables visant à la mise en sécurité du site.
1	Considérant	considérer	O	_
2	que	que	O	_
3	la	le	O	_
4	liquidation	liquidation	O	_
5	était	être	O	_
6	impécunieuse	impécunieux	O	_
7	et	et	O	_
8	compte	compte	O	_
9	tenu	tenir	O	_
10	de	de	O	_
11	la	le	O	_
12	nécessité	nécessité	O	_
13	de	de	O	_
14	procéder	procéder	O	_
15	à	à	O	_
16	des	un	O	_
17	investigations	investigation	O	_
18	complémentaires	complémentaire	O	_
19	en	en	O	_
20	vue	vue	O	_
21	de	de	O	_
22	mettre	mettre	O	_
23	le	le	O	_
24	site	site	O	_
25	en	en	O	_
26	sécurité	sécurité	O	_
27	et	et	O	_
28	protéger	protéger	O	_
29	les	le	O	_
30	tiers	tiers	O	_
31	,	,	O	_
32	le	le	BI	_
33	préfet	préfet	EI	_
34	a	avoir	O	_
35	pris	prendre	O	_
36	un	un	O	_
37	arrêté	arrêté	O	_
38	prescrivant	prescrire	O	_
39	la	le	O	_
40	réalisation	réalisation	O	_
41	de	de	O	_
42	travaux	travail	O	_
43	d’	d’	O	_
44	office	office	O	_
45	le	le	O	_
46	28/11/2012	28/11/2012	O	_
47	chargeant	charger	O	_
48	l’	l’	O	_
49	ADEME	ADEME	O	_
50	des	de	O	_
51	études	étude	O	_
52	préalables	préalable	O	_
53	visant	viser	O	_
54	à	à	O	_
55	la	le	O	_
56	mise	mise	O	_
57	en	en	O	_
58	sécurité	sécurité	O	_
59	du	de	O	_
60	site	site	O	_
61	.	.	O	_


#Une réunion d'information a été organisée par la mairie et le préfet le 25 novembre 2013.
1	Une	un	O	_
2	réunion	réunion	O	_
3	d'	de	O	_
4	information	information	O	_
5	a	avoir	O	_
6	été	être	O	_
7	organisée	organiser	O	_
8	par	par	O	_
9	la	le	BI	_
10	mairie	mairie	EI	_
11	et	et	O	_
12	le	le	BI	_
13	préfet	préfet	EI	_
14	le	le	O	_
15	25	25	O	_
16	novembre	novembre	O	_
17	2013	2013	O	_
18	.	.	O	_


#L'ADEME a rendu son rapport (compte rendu d’intervention terminée) le 14/11/2014.
1	L'	le	O	_
2	ADEME	ADEME	O	_
3	a	avoir	O	_
4	rendu	rendre	O	_
5	son	son	O	_
6	rapport	rapport	O	_
7	(	(	O	_
8	compte	compte	O	_
9	rendu	rendre	O	_
10	d’	d’	O	_
11	intervention	intervention	O	_
12	terminée	terminer	O	_
13	)	)	O	_
14	le	le	O	_
15	14/11/2014	14/11/2014	O	_
16	.	.	O	_


#L'étude réalisée montrait :
1	L'	le	O	_
2	étude	étude	O	_
3	réalisée	réaliser	O	_
4	montrait	montrer	O	_
5	:	:	O	_


#- une zone de fortes concentrations en PCE, et dans une moindre mesure en trichloroéthylène (TCE) dans les sols et les gaz des sols au niveau de l'ancien site ECLAIR DAIM ;
1	-	-	O	_
2	une	un	O	_
3	zone	zone	O	_
4	de	de	O	_
5	fortes	fort	O	_
6	concentrations	concentration	O	_
7	en	en	O	_
8	PCE	pce	BS	_
9	,	,	O	_
10	et	et	O	_
11	dans	dans	O	_
12	une	un	O	_
13	moindre	moindre	O	_
14	mesure	mesure	O	_
15	en	en	O	_
16	trichloroéthylène	trichloroéthylène	BS	_
17	(	(	O	_
18	TCE	tce	BS	_
19	)	)	O	_
20	dans	dans	O	_
21	les	le	O	_
22	sols	sol	O	_
23	et	et	O	_
24	les	le	O	_
25	gaz	gaz	O	_
26	des	de	O	_
27	sols	sol	O	_
28	au	au	O	_
29	niveau	niveau	O	_
30	de	de	O	_
31	l'	le	O	_
32	ancien	ancien	O	_
33	site	site	O	_
34	ECLAIR	ECLAIR	BI	_
35	DAIM	DAIM	EI	_
