
#74.0049
#M.
1	M.	m.	O	_
2	avait	avoir	O	_
3	provisoirement	provisoirement	O	_
4	autorisé	autoriser	O	_
5	la	le	BI	_
6	société	société	II	_
7	PATREGNANI	PATREGNANI	EI	_
8	à	à	O	_
9	déposer	déposer	O	_
10	du	de	O	_
11	matériel	matériel	O	_
12	de	de	O	_
13	chantier	chantier	O	_
14	sur	sur	O	_
15	une	un	O	_
16	partie	partie	O	_
17	du	de	O	_
18	site	site	O	_
19	(	(	O	_
20	parcelles	parcelle	O	_
21	3636	3636	O	_
22	et	et	O	_
23	3567	3567	O	_
24	)	)	O	_
25	.	.	O	_


#Le site est orphelin.
1	Le	le	O	_
2	site	site	O	_
3	est	être	O	_
4	orphelin	orphelin	O	_
5	.	.	O	_


#Dans son rapport du 10 août 2010, l'inspecteur demande par courrier au propriétaire de transmettre des compléments.
1	Dans	dans	O	_
2	son	son	O	_
3	rapport	rapport	O	_
4	du	de	O	_
5	10	10	O	_
6	août	août	O	_
7	2010	2010	O	_
8	,	,	O	_
9	l'	le	O	_
10	inspecteur	inspecteur	O	_
11	demande	demande	O	_
12	par	par	O	_
13	courrier	courrier	O	_
14	au	au	O	_
15	propriétaire	propriétaire	O	_
16	de	de	O	_
17	transmettre	transmettre	O	_
18	des	un	O	_
19	compléments	complément	O	_
20	.	.	O	_


#Ensuite, à la demande de la société ACRO BTP SAS, une étude sur les sols a été réalisée (rapport envoyé à l'inspection le 8 octobre 2012).
1	Ensuite	ensuite	O	_
2	,	,	O	_
3	à	à	O	_
4	la	le	O	_
5	demande	demande	O	_
6	de	de	O	_
7	la	le	BI	_
8	société	société	II	_
9	ACRO	ACRO	EI	_
10	BTP	BTP	EI	_
11	SAS	SAS	EI	_
12	,	,	O	_
13	une	un	O	_
14	étude	étude	O	_
15	sur	sur	O	_
16	les	le	O	_
17	sols	sol	O	_
18	a	avoir	O	_
19	été	être	O	_
20	réalisée	réaliser	O	_
21	(	(	O	_
22	rapport	rapport	O	_
23	envoyé	envoyer	O	_
24	à	à	O	_
25	l'	le	O	_
26	inspection	inspection	O	_
27	le	le	O	_
28	8	8	O	_
29	octobre	octobre	O	_
30	2012	2012	O	_
31	)	)	O	_
32	.	.	O	_


#9 sondages ont été conduits à la pelle et un forage profond a été réalisé (35 m).4 échantillons ont été prélevés.
1	9	9	O	_
2	sondages	sondage	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	conduits	conduire	O	_
6	à	à	O	_
7	la	le	O	_
8	pelle	pelle	O	_
9	et	et	O	_
10	un	un	O	_
11	forage	forage	O	_
12	profond	profond	O	_
13	a	avoir	O	_
14	été	être	O	_
15	réalisé	réaliser	O	_
16	(	(	O	_
17	35	35	O	_
18	m).4	m).4	O	_
19	échantillons	échantillon	O	_
20	ont	avoir	O	_
21	été	être	O	_
22	prélevés	prélever	O	_
23	.	.	O	_


#Les résultats des analyses ont montré la présence de HAP (somme des 16 = 70 mg/Kg), PCB (somme des 7 = 0,8 mg/Kg), Chrome (9100 mg/Kg), Cuivre (460 mg/Kg), Plomb (560 mg/Kg), Vanadium (150 mg/Kg).
1	Les	le	O	_
2	résultats	résultat	O	_
3	des	de	O	_
4	analyses	analyse	O	_
5	ont	avoir	O	_
6	montré	montrer	O	_
7	la	le	O	_
8	présence	présence	O	_
9	de	de	O	_
10	HAP	HAP	BS	_
11	(	(	O	_
12	somme	somme	O	_
13	des	de	O	_
14	16	16	O	_
15	=	=	O	_
16	70	70	O	_
17	mg	milligramme	O	_
18	/	sur	O	_
19	Kg	kilogramme	O	_
20	)	)	O	_
21	,	,	O	_
22	PCB	PCB	BS	_
23	(	(	O	_
24	somme	somme	O	_
25	des	de	O	_
26	7	7	O	_
27	=	=	O	_
28	0,8	0,8	O	_
29	mg	milligramme	O	_
30	/	sur	O	_
31	Kg	kilogramme	O	_
32	)	)	O	_
33	,	,	O	_
34	Chrome	Chrome	BS	_
35	(	(	O	_
36	9100	9100	O	_
37	mg	milligramme	O	_
38	/	sur	O	_
39	Kg	kilogramme	O	_
40	)	)	O	_
41	,	,	O	_
42	Cuivre	cuivre	BS	_
43	(	(	O	_
44	460	460	O	_
45	mg	milligramme	O	_
46	/	sur	O	_
47	Kg	kilogramme	O	_
48	)	)	O	_
49	,	,	O	_
50	Plomb	plomb	BS	_
51	(	(	O	_
52	560	560	O	_
53	mg	milligramme	O	_
54	/	sur	O	_
55	Kg	kilogramme	O	_
56	)	)	O	_
57	,	,	O	_
58	Vanadium	Vanadium	BS	_
59	(	(	O	_
60	150	150	O	_
61	mg	milligramme	O	_
62	/	sur	O	_
63	Kg	kilogramme	O	_
64	)	)	O	_
65	.	.	O	_


#69.0028
#Le conseil d’administration d’EDF en date du 25 mai 2005 a décidé, à compter du 1er juillet 2005, la mise à l’arrêt définitif de la centrale thermique de Loire-sur-Rhône.
1	Le	le	O	_
2	conseil	conseil	O	_
3	d’	d’	O	_
4	administration	administration	O	_
5	d’	d’	O	_
6	EDF	EDF	EI	_
7	en	en	O	_
8	date	date	O	_
9	du	de	O	_
10	25	25	O	_
11	mai	mai	O	_
12	2005	2005	O	_
13	a	avoir	O	_
14	décidé	décider	O	_
15	,	,	O	_
16	à	à	O	_
17	compter	compter	O	_
18	du	de	O	_
19	1er	premier	O	_
20	juillet	juillet	O	_
21	2005	2005	O	_
22	,	,	O	_
23	la	le	O	_
24	mise	mise	O	_
25	à	à	O	_
26	l’	l’	O	_
27	arrêt	arrêt	O	_
28	définitif	définitif	O	_
29	de	de	O	_
30	la	le	O	_
31	centrale	centrale	O	_
32	thermique	thermique	O	_
33	de	de	O	_
34	Loire-sur-Rhône	Loire-sur-Rhône	O	_
35	.	.	O	_


#L'ancienne centrale de Loire sur Rhône est implantée sur la rive droite du Rhône au niveau des communes de Givors et Loire-sur-Rhône (environ 20 km de Lyon).
1	L'	le	O	_
2	ancienne	ancien	O	_
3	centrale	centrale	O	_
4	de	de	O	_
5	Loire	Loire	O	_
6	sur	sur	O	_
7	Rhône	Rhône	O	_
8	est	être	O	_
9	implantée	implanter	O	_
10	sur	sur	O	_
11	la	le	O	_
12	rive	rive	O	_
13	droite	droit	O	_
14	du	de	O	_
15	Rhône	Rhône	O	_
16	au	au	O	_
17	niveau	niveau	O	_
18	des	de	O	_
19	communes	commune	O	_
20	de	de	O	_
21	Givors	Givors	O	_
22	et	et	O	_
23	Loire-sur-Rhône	Loire-sur-Rhône	O	_
24	(	(	O	_
25	environ	environ	O	_
26	20	20	O	_
27	km	kilomètre	O	_
28	de	de	O	_
29	Lyon	Lyon	O	_
30	)	)	O	_
31	.	.	O	_


#Elle s’étend sur 54 hectares et se compose de trois principaux ensembles :
1	Elle	lui	O	_
2	s’	s’	O	_
3	étend	étendre	O	_
4	sur	sur	O	_
5	54	54	O	_
6	hectares	hectare	O	_
7	et	et	O	_
8	se	se	O	_
9	compose	compose	O	_
10	de	de	O	_
11	trois	trois	O	_
12	principaux	principal	O	_
13	ensembles	ensemble	O	_
14	:	:	O	_


#- la plate forme de production constituée des bâtiments et équipements industriels et administratifs ainsi que du parc à fuel et du parc à charbon,
1	-	-	O	_
2	la	le	O	_
3	plate	plat	O	_
4	forme	forme	O	_
5	de	de	O	_
6	production	production	O	_
7	constituée	constituer	O	_
8	des	de	O	_
9	bâtiments	bâtiment	O	_
10	et	et	O	_
11	équipements	équipement	O	_
12	industriels	industriel	O	_
13	et	et	O	_
14	administratifs	administratif	O	_
15	ainsi	ainsi	O	_
16	que	que	O	_
17	du	de	O	_
18	parc	parc	O	_
19	à	à	O	_
20	fuel	fuel	BS	_
21	et	et	O	_
22	du	de	O	_
23	parc	parc	O	_
24	à	à	O	_
25	charbon	charbon	BU	_
26	,	,	O	_


#- l’île Pavy : ancienne gravière ayant servi au stockage d'environ 436 000 tonnes de cendres de foyer et des cendres volantes,
1	-	-	O	_
2	l’	l’	O	_
3	île	île	O	_
4	Pavy	Pavy	O	_
5	:	:	O	_
6	ancienne	ancien	O	_
7	gravière	gravière	O	_
8	ayant	avoir	O	_
9	servi	servir	O	_
10	au	au	O	_
11	stockage	stockage	O	_
12	d'	de	O	_
13	environ	environ	O	_
14	436	436	O	_
15	000	000	O	_
16	tonnes	tonne	O	_
17	de	de	O	_
18	cendres	cendre	BU	_
19	de	de	IU	_
20	foyer	foyer	EU	_
21	et	et	O	_
22	des	de	O	_
23	cendres	cendre	BU	_
24	volantes	volante	EU	_
25	,	,	O	_


#- l’île de Bans : ancienne gravière ayant servi au stockage d'environ 776 000 tonnes de cendres de foyer et des cendres volantes.
1	-	-	O	_
2	l’	l’	O	_
3	île	île	O	_
4	de	de	O	_
5	Bans	Bans	O	_
6	:	:	O	_
7	ancienne	ancien	O	_
8	gravière	gravière	O	_
9	ayant	avoir	O	_
10	servi	servir	O	_
11	au	au	O	_
12	stockage	stockage	O	_
13	d'	de	O	_
14	environ	environ	O	_
15	776	776	O	_
16	000	000	O	_
17	tonnes	tonne	O	_
18	de	de	O	_
19	cendres	cendre	BU	_
20	de	de	IU	_
21	foyer	foyer	EU	_
22	et	et	O	_
23	des	de	O	_
24	cendres	cendre	O	_
25	volantes	volante	O	_
26	.	.	O	_


#La centrale thermique comportait 4 tranches de production d’électricité de 250 MWe unitaire fonctionnant au fuel lourd ou au charbon selon la conjoncture économique pour les tranches 1 et 2, et au fuel lourd pour les tranches 3 et 4.
1	La	le	O	_
2	centrale	centrale	O	_
3	thermique	thermique	O	_
4	comportait	comporter	O	_
5	4	4	O	_
6	tranches	tranche	O	_
7	de	de	O	_
8	production	production	O	_
9	d’	d’	O	_
10	électricité	électricité	O	_
11	de	de	O	_
12	250	250	O	_
13	MWe	mwe	O	_
14	unitaire	unitaire	O	_
15	fonctionnant	fonctionner	O	_
16	au	au	O	_
17	fuel	fuel	BS	_
18	lourd	lourd	BS	_
19	ou	ou	O	_
20	au	au	O	_
21	charbon	charbon	BS	_
22	selon	selon	O	_
23	la	le	O	_
24	conjoncture	conjoncture	O	_
25	économique	économique	O	_
26	pour	pour	O	_
27	les	le	O	_
28	tranches	tranche	O	_
29	1	1	O	_
30	et	et	O	_
31	2	2	O	_
32	,	,	O	_
33	et	et	O	_
34	au	au	O	_
35	fuel	fuel	BS	_
36	lourd	lourd	BS	_
37	pour	pour	O	_
38	les	le	O	_
39	tranches	tranche	O	_
40	3	3	O	_
41	et	et	O	_
42	4	4	O	_
43	.	.	O	_


#Les 4 tranches ont fonctionné respectivement de 1965 à 2004, de 1968 à 1995, de 1970 à 1985 et de 1971 à 1986.
1	Les	le	O	_
2	4	4	O	_
3	tranches	tranche	O	_
4	ont	avoir	O	_
5	fonctionné	fonctionner	O	_
6	respectivement	respectivement	O	_
7	de	de	O	_
8	1965	1965	O	_
9	à	à	O	_
10	2004	2004	O	_
11	,	,	O	_
12	de	de	O	_
13	1968	1968	O	_
14	à	à	O	_
15	1995	1995	O	_
16	,	,	O	_
17	de	de	O	_
18	1970	1970	O	_
19	à	à	O	_
20	1985	1985	O	_
21	et	et	O	_
22	de	de	O	_
23	1971	1971	O	_
24	à	à	O	_
25	1986	1986	O	_
26	.	.	O	_


#Il conviendra de se reporter à la fiche spécifique "CPT de Loire sur Rhône-Site" si l'on veut examiner spécifiquement la partie "plate forme de production constituée des bâtiments et équipements industriels et administratifs ainsi que du parc à fuel et du parc à charbon".
1	Il	il	O	_
2	conviendra	convenir	O	_
3	de	de	O	_
4	se	se	O	_
5	reporter	reporter	O	_
6	à	à	O	_
7	la	le	O	_
8	fiche	fiche	O	_
9	spécifique	spécifique	O	_
10	"	"	O	_
11	CPT	cpt	O	_
12	de	de	O	_
13	Loire	Loire	O	_
14	sur	sur	O	_
15	Rhône	Rhône	O	_
16	-	-	O	_
17	Site	site	O	_
18	"	"	O	_
19	si	si	O	_
20	l'	l'	O	_
21	on	on	O	_
22	veut	vouloir	O	_
23	examiner	examiner	O	_
24	spécifiquement	spécifiquement	O	_
25	la	le	O	_
26	partie	partie	O	_
27	"	"	O	_
28	plate	plat	O	_
29	forme	forme	O	_
30	de	de	O	_
31	production	production	O	_
32	constituée	constituer	O	_
33	des	de	O	_
34	bâtiments	bâtiment	O	_
35	et	et	O	_
36	équipements	équipement	O	_
37	industriels	industriel	O	_
38	et	et	O	_
39	administratifs	administratif	O	_
40	ainsi	ainsi	O	_
41	que	que	O	_
42	du	de	O	_
43	parc	parc	O	_
44	à	à	O	_
45	fuel	fuel	BS	_
46	et	et	O	_
47	du	de	O	_
48	parc	parc	O	_
49	à	à	O	_
50	charbon	charbon	BU	_
51	"	"	O	_
52	.	.	O	_


#Cette fiche concerne uniquement les parties "Ile Pavy" et "Ile de Bans".
1	Cette	ce	O	_
2	fiche	fiche	O	_
3	concerne	concerne	O	_
4	uniquement	uniquement	O	_
5	les	le	O	_
6	parties	party	O	_
7	"	"	O	_
8	Ile	ile	O	_
9	Pavy	Pavy	O	_
10	"	"	O	_
11	et	et	O	_
12	"	"	O	_
13	Ile	ile	O	_
14	de	de	O	_
15	Bans	Bans	O	_
16	"	"	O	_
17	.	.	O	_


#Les résidus de combustion de la centrale thermique EDF de Loire-sur-Rhône sont de deux ordres :
1	Les	le	BU	_
2	résidus	résidu	BU	_
3	de	de	IU	_
4	combustion	combustion	EU	_
5	de	de	O	_
6	la	le	O	_
7	centrale	centrale	O	_
8	thermique	thermique	O	_
9	EDF	EDF	O	_
10	de	de	O	_
11	Loire-sur-Rhône	Loire-sur-Rhône	O	_
12	sont	être	O	_
13	de	de	O	_
14	deux	deux	O	_
15	ordres	ordre	O	_
16	:	:	O	_


#- les cendres volantes qui proviennent des dépoussiéreurs placés en amont de la cheminée, assurant la filtration des fumées ;
1	-	-	O	_
2	les	le	BU	_
3	cendres	cendre	EU	_
4	volantes	volante	EU	_
5	qui	qui	O	_
6	proviennent	provenir	O	_
7	des	de	O	_
8	dépoussiéreurs	dépoussiéreur	O	_
9	placés	placer	O	_
10	en	en	O	_
11	amont	amont	O	_
12	de	de	O	_
13	la	le	O	_
14	cheminée	cheminée	O	_
15	,	,	O	_
16	assurant	assurer	O	_
17	la	le	O	_
18	filtration	filtration	O	_
19	des	de	O	_
20	fumées	fumée	O	_
21	;	;	O	_


#- les cendres de foyer ou mâchefers qui sont les produits imbrûlés recueillis au niveau des chaudières.
1	-	-	O	_
2	les	le	BU	_
3	cendres	cendre	EU	_
4	de	de	O	_
5	foyer	foyer	O	_
6	ou	ou	O	_
7	mâchefers	mâchefer	O	_
8	qui	qui	O	_
9	sont	être	O	_
10	les	le	BU	_
11	produits	produit	IU	_
12	imbrûlés	imbrûler	EU	_
13	recueillis	recueillir	O	_
14	au	au	O	_
15	niveau	niveau	O	_
16	des	de	O	_
17	chaudières	chaudière	O	_
18	.	.	O	_


#De l'implantation de la centrale (1965) jusqu'en 1980, l'ensemble des résidus de combustion ont été évacués par un flux d'eau dans une ancienne gravière à l'extrémité sud-est de la zone industrielle de Givors, dite l'île de Bans.
1	De	de	O	_
2	l'	le	O	_
3	implantation	implantation	O	_
4	de	de	O	_
5	la	le	O	_
6	centrale	centrale	O	_
7	(	(	O	_
8	1965	1965	O	_
9	)	)	O	_
10	jusqu'	jusque	O	_
11	en	en	O	_
12	1980	1980	O	_
13	,	,	O	_
14	l'	le	O	_
15	ensemble	ensemble	O	_
16	des	de	O	_
17	résidus	résidu	O	_
18	de	de	O	_
19	combustion	combustion	O	_
20	ont	avoir	O	_
21	été	être	O	_
22	évacués	évacuer	O	_
23	par	par	O	_
24	un	un	O	_
25	flux	flux	O	_
26	d'	de	O	_
27	eau	eau	O	_
28	dans	dans	O	_
29	une	un	O	_
30	ancienne	ancien	O	_
31	gravière	gravière	O	_
32	à	à	O	_
33	l'	le	O	_
34	extrémité	extrémité	O	_
35	sud-est	sud-est	O	_
36	de	de	O	_
37	la	le	O	_
38	zone	zone	O	_
39	industrielle	industriel	O	_
40	de	de	O	_
41	Givors	Givors	O	_
42	,	,	O	_
43	dite	dire	O	_
44	l'	le	O	_
45	île	île	O	_
46	de	de	O	_
47	Bans	Bans	O	_
48	.	.	O	_


#Depuis 1980, seule cette partie a servi au stockage des mâchefers (volume total des résidus déposés estimé à environ 780 000 m3).
1	Depuis	depuis	O	_
2	1980	1980	O	_
3	,	,	O	_
4	seule	seul	O	_
5	cette	ce	O	_
6	partie	partie	O	_
7	a	avoir	O	_
8	servi	servir	O	_
9	au	au	O	_
10	stockage	stockage	O	_
11	des	de	O	_
12	mâchefers	mâchefer	BS	_
13	(	(	O	_
14	volume	volume	O	_
15	total	total	O	_
16	des	de	O	_
17	résidus	résidu	O	_
18	déposés	déposer	O	_
19	estimé	estimer	O	_
20	à	à	O	_
21	environ	environ	O	_
22	780	780	O	_
23	000	000	O	_
24	m3	m3	O	_
25	)	)	O	_
26	.	.	O	_


#Il convient également de noter la présence d'anciens dépôts d'ordures ménagères et de remblais de démolition stockés jusqu'en 1985 au niveau du stockage actuel des mâchefers.
1	Il	il	O	_
2	convient	convier	O	_
3	également	également	O	_
4	de	de	O	_
5	noter	noter	O	_
6	la	le	O	_
7	présence	présence	O	_
8	d'	de	O	_
9	anciens	ancien	O	_
10	dépôts	dépôt	BD	_
11	d'	de	O	_
12	ordures	ordure	O	_
13	ménagères	ménager	O	_
14	et	et	O	_
15	de	de	O	_
16	remblais	remblai	O	_
17	de	de	O	_
18	démolition	démolition	O	_
19	stockés	stocker	O	_
20	jusqu'	jusque	O	_
21	en	en	O	_
22	1985	1985	O	_
23	au	au	O	_
24	niveau	niveau	O	_
25	du	de	O	_
26	stockage	stockage	O	_
27	actuel	actuel	O	_
28	des	de	O	_
29	mâchefers	mâchefer	O	_
30	.	.	O	_


#De 1980 environ à février 1997, les cendres volantes ont été acheminées par voie hydraulique dans une ancienne gravière en eau de l'île Pavy, située en face de la centrale (volume total de résidus déposés estimé à 436 000 m3).
1	De	de	O	_
2	1980	1980	O	_
3	environ	environ	O	_
4	à	à	O	_
5	février	février	O	_
6	1997	1997	O	_
7	,	,	O	_
8	les	le	O	_
9	cendres	cendre	BU	_
10	volantes	volante	EU	_
11	ont	avoir	O	_
12	été	être	O	_
13	acheminées	acheminer	O	_
14	par	par	O	_
15	voie	voie	O	_
16	hydraulique	hydraulique	O	_
17	dans	dans	O	_
18	une	un	O	_
19	ancienne	ancien	O	_
20	gravière	gravière	O	_
21	en	en	O	_
22	eau	eau	O	_
23	de	de	O	_
24	l'	le	O	_
25	île	île	O	_
26	Pavy	Pavy	O	_
27	,	,	O	_
28	située	situer	O	_
29	en	en	O	_
30	face	face	O	_
31	de	de	O	_
32	la	le	O	_
33	centrale	centrale	O	_
34	(	(	O	_
35	volume	volume	O	_
36	total	total	O	_
37	de	de	O	_
38	résidus	résidu	O	_
39	déposés	déposer	O	_
40	estimé	estimer	O	_
41	à	à	O	_
42	436	436	O	_
43	000	000	O	_
44	m3	m3	O	_
45	)	)	O	_
46	.	.	O	_


#En application de l'arrêté préfectoral du 6 mai 1993, EDF a fait réaliser une étude d'impact de ces dépôts sur le milieu naturel.
1	En	en	O	_
2	application	application	O	_
3	de	de	O	_
4	l'	le	O	_
5	arrêté	arrêté	O	_
6	préfectoral	préfectoral	O	_
7	du	de	O	_
8	6	6	O	_
9	mai	mai	O	_
10	1993	1993	O	_
11	,	,	O	_
12	EDF	EDF	O	_
13	a	avoir	O	_
14	fait	faire	O	_
15	réaliser	réaliser	O	_
16	une	un	O	_
17	étude	étude	O	_
18	d'	de	O	_
19	impact	impact	O	_
20	de	de	O	_
21	ces	ce	O	_
22	dépôts	dépôt	O	_
23	sur	sur	O	_
24	le	le	O	_
25	milieu	milieu	O	_
26	naturel	naturel	O	_
27	.	.	O	_


#Le rapport définitif a été remis le 14 mars 1995.
1	Le	le	O	_
2	rapport	rapport	O	_
3	définitif	définitif	O	_
4	a	avoir	O	_
5	été	être	O	_
6	remis	remettre	O	_
7	le	le	O	_
8	14	14	O	_
9	mars	mars	O	_
10	1995	1995	O	_
11	.	.	O	_


#Par arrêté préfectoral du 10 février 1997, la mise en dépôt des cendres dans l'île Pavy a été interdite au-delà du 15 février 1997.
1	Par	par	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	du	de	O	_
5	10	10	O	_
6	février	février	O	_
7	1997	1997	O	_
8	,	,	O	_
9	la	le	O	_
10	mise	mise	O	_
11	en	en	O	_
12	dépôt	dépôt	O	_
13	des	de	O	_
14	cendres	cendre	O	_
15	dans	dans	O	_
16	l'	le	O	_
17	île	île	O	_
18	Pavy	Pavy	O	_
19	a	avoir	O	_
20	été	être	O	_
21	interdite	interdire	O	_
22	au-delà	au-delà	O	_
23	du	de	O	_
24	15	15	O	_
25	février	février	O	_
26	1997	1997	O	_
27	.	.	O	_


#Cet arrêté a également imposé à l'exploitant :
1	Cet	ce	O	_
2	arrêté	arrêté	O	_
3	a	avoir	O	_
4	également	également	O	_
5	imposé	imposer	O	_
6	à	à	O	_
7	l'	le	O	_
8	exploitant	exploitant	O	_
9	:	:	O	_


#- la surveillance de la qualité des eaux souterraines en amont et en aval de chaque stockage,
1	-	-	O	_
2	la	le	O	_
3	surveillance	surveillance	O	_
4	de	de	O	_
5	la	le	O	_
6	qualité	qualité	O	_
7	des	de	O	_
8	eaux	eau	O	_
9	souterraines	souterrain	O	_
10	en	en	O	_
11	amont	amont	O	_
12	et	et	O	_
13	en	en	O	_
14	aval	aval	O	_
15	de	de	O	_
16	chaque	chaque	O	_
17	stockage	stockage	O	_
18	,	,	O	_


#- la réalisation de travaux de mise en sécurité du dépôt de cendres stockées dans l'île Pavy pour éviter leur entraînement en cas de fortes crues du Rhône (risque mis en évidence suite à la réalisation de l'étude d'impact précitée),
1	-	-	O	_
2	la	le	O	_
3	réalisation	réalisation	O	_
4	de	de	O	_
5	travaux	travail	O	_
6	de	de	O	_
7	mise	mise	O	_
8	en	en	O	_
9	sécurité	sécurité	O	_
10	du	de	O	_
11	dépôt	dépôt	BU	_
12	de	de	IU	_
13	cendres	cendre	EU	_
14	stockées	stocker	O	_
15	dans	dans	O	_
16	l'	le	O	_
17	île	île	O	_
18	Pavy	Pavy	O	_
19	pour	pour	O	_
20	éviter	éviter	O	_
21	leur	leur	O	_
22	entraînement	entraînement	O	_
23	en	en	O	_
24	cas	cas	O	_
25	de	de	O	_
26	fortes	fort	O	_
27	crues	crue	O	_
28	du	de	O	_
29	Rhône	Rhône	O	_
30	(	(	O	_
31	risque	risque	O	_
32	mis	mettre	O	_
33	en	en	O	_
34	évidence	évidence	O	_
35	suite	suite	O	_
36	à	à	O	_
37	la	le	O	_
38	réalisation	réalisation	O	_
39	de	de	O	_
40	l'	le	O	_
41	étude	étude	O	_
42	d'	de	O	_
43	impact	impact	O	_
44	précitée	préciter	O	_
45	)	)	O	_
46	,	,	O	_


#- la limitation à 1500 tonnes de la quantité de mâchefers pouvant être stockés dans le dépôt de mâchefers au-delà du 1er janvier 2000.
1	-	-	O	_
2	la	le	O	_
3	limitation	limitation	O	_
4	à	à	O	_
5	1500	1500	O	_
6	tonnes	tonne	O	_
7	de	de	O	_
8	la	le	O	_
9	quantité	quantité	O	_
10	de	de	O	_
11	mâchefers	mâchefer	O	_
12	pouvant	pouvoir	O	_
13	être	être	O	_
14	stockés	stocker	O	_
15	dans	dans	O	_
16	le	le	O	_
17	dépôt	dépôt	O	_
18	de	de	O	_
19	mâchefers	mâchefer	O	_
20	au-delà	au-delà	O	_
21	du	de	O	_
22	1er	premier	O	_
23	janvier	janvier	O	_
24	2000	2000	O	_
25	.	.	O	_


#Par arrêté complémentaire du 26 octobre 1999, l'échéance de réalisation des travaux d'aménagement de l'île Pavy (en substance : rehaussement de la digue périphérique de l'île afin de la soustraire à l'écoulement du Rhône en cas de fortes crues et abaissement de 50 cm de la crête du seuil situé dans le canal d'amenée de la centrale et reliant l'île à la rive afin de réduire l'impact hydraulique induit par ce rehaussement) a été fixée au 26 septembre 2000.
1	Par	par	O	_
2	arrêté	arrêté	O	_
3	complémentaire	complémentaire	O	_
4	du	de	O	_
5	26	26	O	_
6	octobre	octobre	O	_
7	1999	1999	O	_
8	,	,	O	_
9	l'	le	O	_
10	échéance	échéance	O	_
11	de	de	O	_
12	réalisation	réalisation	O	_
13	des	de	O	_
14	travaux	travail	O	_
15	d'	de	O	_
16	aménagement	aménagement	O	_
17	de	de	O	_
18	l'	le	O	_
19	île	île	O	_
20	Pavy	Pavy	O	_
21	(	(	O	_
22	en	en	O	_
23	substance	substance	O	_
24	:	:	O	_
