
#64.0007
#TOTAL E&P France exploite une plate-forme industrielle à Lacq (64).
1	TOTAL	TOTAL	EI	_
1	L’	l’	O	_
2	extension	extension	O	_
3	vers	vers	O	_
4	la	le	O	_
5	partie	partie	O	_
6	Sud	sud	O	_
7	ne	ne	O	_
8	se	se	O	_
9	fait	faire	O	_
10	que	que	O	_
11	vers	vers	O	_
12	1976	1976	O	_
13	.	.	O	_


#De 1978 aux années 2000, le schéma de traitement de l’usine de Lacq n'a pratiquement pas évolué.
1	De	de	O	_
2	1978	1978	O	_
3	aux	à	O	_
4	années	année	O	_
5	2000	2000	O	_
6	,	,	O	_
7	le	le	O	_
8	schéma	schéma	O	_
9	de	de	O	_
10	traitement	traitement	O	_
11	de	de	O	_
12	l’	l’	O	_
13	usine	usine	O	_
14	de	de	O	_
15	Lacq	Lacq	O	_
16	n'	n'	O	_
17	a	avoir	O	_
18	pratiquement	pratiquement	O	_
19	pas	pas	O	_
20	évolué	évoluer	O	_
21	.	.	O	_


#En 2005, le déclin des gisements a contraint TEPF à remodeler et à optimiser les unités de traitement de gaz brut et d’huile du Lotissement afin de poursuivre l’exploitation des champs du Sud-Ouest de la France (Lacq - Meillon principalement) dans des conditions techniques et économiques satisfaisantes.
1	En	en	O	_
2	2005	2005	O	_
3	,	,	O	_
4	le	le	O	_
5	déclin	déclin	O	_
6	des	de	O	_
7	gisements	gisement	O	_
8	a	avoir	O	_
9	contraint	contraindre	O	_
10	TEPF	TEPF	EI	_
11	à	à	O	_
12	remodeler	remodeler	O	_
13	et	et	O	_
14	à	à	O	_
15	optimiser	optimiser	O	_
16	les	le	O	_
17	unités	unité	O	_
18	de	de	O	_
19	traitement	traitement	O	_
20	de	de	O	_
21	gaz	gaz	O	_
22	brut	brut	O	_
23	et	et	O	_
24	d’	d’	O	_
25	huile	huile	O	_
26	du	de	O	_
27	Lotissement	Lotissement	O	_
28	afin	afin	O	_
29	de	de	O	_
30	poursuivre	poursuivre	O	_
31	l’	l’	O	_
32	exploitation	exploitation	O	_
33	des	de	O	_
34	champs	champ	O	_
35	du	de	O	_
36	Sud-Ouest	Sud-Ouest	O	_
37	de	de	O	_
38	la	le	O	_
39	France	France	O	_
40	(	(	O	_
41	Lacq	Lacq	BI	_
42	-	-	O	_
43	Meillon	Meillon	BI	_
44	principalement	principalement	O	_
45	)	)	O	_
46	dans	dans	O	_
47	des	un	O	_
48	conditions	condition	O	_
49	techniques	technique	O	_
50	et	et	O	_
51	économiques	économique	O	_
52	satisfaisantes	satisfaisant	O	_
53	.	.	O	_


#Cette modification de l'architecture a conduit à arrêter l'ensemble de la chaîne de fabrication et de stockage G.
1	Cette	ce	O	_
2	modification	modification	O	_
3	de	de	O	_
4	l'	le	O	_
5	architecture	architecture	O	_
6	a	avoir	O	_
7	conduit	conduire	O	_
8	à	à	O	_
9	arrêter	arrêter	O	_
10	l'	le	O	_
11	ensemble	ensemble	O	_
12	de	de	O	_
13	la	le	O	_
14	chaîne	chaîne	O	_
15	de	de	O	_
16	fabrication	fabrication	O	_
17	et	et	O	_
18	de	de	O	_
19	stockage	stockage	O	_
20	G.	g.	O	_


#.L ainsi qu'une partie de l'activité soufre solide.
1	.L	.l	O	_
2	ainsi	ainsi	O	_
3	qu'	que	O	_
4	une	un	O	_
5	partie	partie	O	_
6	de	de	O	_
7	l'	le	O	_
8	activité	activité	O	_
9	soufre	soufre	BS	_
10	solide	solide	BS	_
11	.	.	O	_


#Ce projet, accompagné d'une politique de ré industrialisation, a constitué un nouvel épisode de l'adaptation permanente et indispensable de l'outil industriel.
1	Ce	ce	O	_
2	projet	projet	O	_
3	,	,	O	_
4	accompagné	accompagner	O	_
5	d'	de	O	_
6	une	un	O	_
7	politique	politique	O	_
8	de	de	O	_
9	ré	ré	O	_
10	industrialisation	industrialisation	O	_
11	,	,	O	_
12	a	avoir	O	_
13	constitué	constituer	O	_
14	un	un	O	_
15	nouvel	nouveau	O	_
16	épisode	épisode	O	_
17	de	de	O	_
18	l'	le	O	_
19	adaptation	adaptation	O	_
20	permanente	permanent	O	_
21	et	et	O	_
22	indispensable	indispensable	O	_
23	de	de	O	_
24	l'	le	O	_
25	outil	outil	O	_
26	industriel	industriel	O	_
27	.	.	O	_


#La plate forme de Lacq accueille aujourd'hui 6 sociétés autres que TEPF.
1	La	le	O	_
2	plate	plat	O	_
3	forme	forme	O	_
4	de	de	O	_
5	Lacq	Lacq	BI	_
6	accueille	accueillir	O	_
7	aujourd'hui	aujourd'hui	O	_
8	6	6	O	_
9	sociétés	société	O	_
10	autres	autre	O	_
11	que	que	O	_
12	TEPF	TEPF	EI	_
13	.	.	O	_


#Le Lotissement, d’une surface de 220 hectares, s’étend sur les communes de Lacq-Audejos, Arance, Abidos (64), à une trentaine de kilomètres à l’Ouest de PAU.
1	Le	le	O	_
2	Lotissement	lotissement	O	_
3	,	,	O	_
4	d’	d’	O	_
5	une	un	O	_
6	surface	surface	O	_
7	de	de	O	_
8	220	220	O	_
9	hectares	hectare	O	_
10	,	,	O	_
11	s’	s’	O	_
12	étend	étendre	O	_
13	sur	sur	O	_
14	les	le	O	_
15	communes	commune	O	_
16	de	de	O	_
17	Lacq	Lacq	BI	_
18	-	-	O	_
19	Audejos	Audejos	O	_
20	,	,	O	_
21	Arance	Arance	O	_
22	,	,	O	_
23	Abidos	Abidos	O	_
24	(	(	O	_
25	64	64	O	_
26	)	)	O	_
27	,	,	O	_
28	à	à	O	_
29	une	un	O	_
30	trentaine	trentaine	O	_
31	de	de	O	_
32	kilomètres	kilomètre	O	_
33	à	à	O	_
34	l’	l’	O	_
35	Ouest	ouest	O	_
36	de	de	O	_
37	PAU	PAU	O	_
38	.	.	O	_


#Il est encadré au Nord par la voie ferrée Pau-Bayonne et la route nationale 117, et au Sud, par une voie privée (Rocade Sud) et le Gave de Pau.
1	Il	il	O	_
2	est	être	O	_
3	encadré	encadrer	O	_
4	au	au	O	_
5	Nord	nord	O	_
6	par	par	O	_
7	la	le	O	_
8	voie	voie	O	_
9	ferrée	ferré	O	_
10	Pau	Pau	O	_
11	-	-	O	_
12	Bayonne	Bayonne	O	_
13	et	et	O	_
14	la	le	O	_
15	route	route	O	_
16	nationale	national	O	_
17	117	117	O	_
18	,	,	O	_
19	et	et	O	_
20	au	au	O	_
21	Sud	sud	O	_
22	,	,	O	_
23	par	par	O	_
24	une	un	O	_
25	voie	voie	O	_
26	privée	priver	O	_
27	(	(	O	_
28	Rocade	rocade	O	_
29	Sud	Sud	O	_
30	)	)	O	_
31	et	et	O	_
32	le	le	O	_
33	Gave	Gave	O	_
34	de	de	O	_
35	Pau	Pau	O	_
36	.	.	O	_


#Le Gave est localisé à 250 m de l’extrémité Sud du Lotissement.
1	Le	le	O	_
2	Gave	Gave	O	_
3	est	être	O	_
4	localisé	localiser	O	_
5	à	à	O	_
6	250	250	O	_
7	m	m	O	_
8	de	de	O	_
9	l’	l’	O	_
10	extrémité	extrémité	O	_
11	Sud	sud	O	_
12	du	de	O	_
13	Lotissement	lotissement	O	_
14	.	.	O	_


#Le Lotissement est implanté dans une zone à basse densité de population.
1	Le	le	O	_
2	Lotissement	lotissement	O	_
3	est	être	O	_
4	implanté	implanter	O	_
5	dans	dans	O	_
6	une	un	O	_
7	zone	zone	O	_
8	à	à	O	_
9	basse	bas	O	_
10	densité	densité	O	_
11	de	de	O	_
12	population	population	O	_
13	.	.	O	_


#Pour les communes les plus proches, le nombre d’habitants varie entre 100 à 700 habitants.
1	Pour	pour	O	_
2	les	le	O	_
3	communes	commune	O	_
4	les	le	O	_
5	plus	plus	O	_
6	proches	proche	O	_
7	,	,	O	_
8	le	le	O	_
9	nombre	nombre	O	_
10	d’	d’	O	_
11	habitants	habitant	O	_
12	varie	varier	O	_
13	entre	entre	O	_
14	100	100	O	_
15	à	à	O	_
16	700	700	O	_
17	habitants	habitant	O	_
18	.	.	O	_


#Les zones d’habitation les plus proches sont à 500 m au Sud/Sud-Est (commune Abidos), à l’Ouest (commune Arance) et au Nord-Est (commune Lacq-Audejos).
1	Les	le	O	_
2	zones	zone	O	_
3	d’	d’	O	_
4	habitation	habitation	O	_
5	les	le	O	_
6	plus	plus	O	_
7	proches	proche	O	_
8	sont	être	O	_
9	à	à	O	_
10	500	500	O	_
11	m	m	O	_
12	au	au	O	_
13	Sud	sud	O	_
14	/	/	O	_
15	Sud	sud	O	_
16	-	-	O	_
17	Est	est	O	_
18	(	(	O	_
19	commune	commune	O	_
20	Abidos	Abidos	O	_
21	)	)	O	_
22	,	,	O	_
23	à	à	O	_
24	l’	l’	O	_
25	Ouest	ouest	O	_
26	(	(	O	_
27	commune	commune	O	_
28	Arance	Arance	O	_
29	)	)	O	_
30	et	et	O	_
31	au	au	O	_
32	Nord-Est	nord-est	O	_
33	(	(	O	_
34	commune	commune	O	_
35	Lacq	Lacq	O	_
36	-	-	O	_
37	Audejos	Audejos	O	_
38	)	)	O	_
39	.	.	O	_


#Le Lotissement est situé entre les complexes chimiques de Pardies (5 km), de Mourenx (3 km), et le Lotissement d’Arkema de Mont (2,5 km).
1	Le	le	O	_
2	Lotissement	lotissement	O	_
3	est	être	O	_
4	situé	situer	O	_
5	entre	entre	O	_
6	les	le	O	_
7	complexes	complexe	O	_
8	chimiques	chimique	O	_
9	de	de	O	_
10	Pardies	Pardies	O	_
11	(	(	O	_
12	5	5	O	_
13	km	kilomètre	O	_
14	)	)	O	_
15	,	,	O	_
16	de	de	O	_
17	Mourenx	Mourenx	O	_
18	(	(	O	_
19	3	3	O	_
20	km	kilomètre	O	_
21	)	)	O	_
22	,	,	O	_
23	et	et	O	_
24	le	le	O	_
25	Lotissement	lotissement	O	_
26	d’	d’	BI	_
27	Arkema	Arkema	EI	_
28	de	de	O	_
29	Mont	Mont	O	_
30	(	(	O	_
31	2,5	2,5	O	_
32	km	kilomètre	O	_
33	)	)	O	_
34	.	.	O	_


#Les établissements industriels proches, situés dans les communes de Abidos et Lacq-Audejos, sont nombreux et les activités sont très diverses et variées.
1	Les	le	O	_
2	établissements	établissement	O	_
3	industriels	industriel	O	_
4	proches	proche	O	_
5	,	,	O	_
6	situés	situer	O	_
7	dans	dans	O	_
8	les	le	O	_
9	communes	commune	O	_
10	de	de	O	_
11	Abidos	Abidos	O	_
12	et	et	O	_
13	Lacq	Lacq	O	_
14	-	-	O	_
15	Audejos	Audejos	O	_
16	,	,	O	_
17	sont	être	O	_
18	nombreux	nombreux	O	_
19	et	et	O	_
20	les	le	O	_
21	activités	activité	O	_
22	sont	être	O	_
23	très	très	O	_
24	diverses	divers	O	_
25	et	et	O	_
26	variées	varier	O	_
27	.	.	O	_


#Ces établissements sont cependant de taille moyenne dans la majorité des cas (effectif < 100).
1	Ces	ce	O	_
2	établissements	établissement	O	_
3	sont	être	O	_
4	cependant	cependant	O	_
5	de	de	O	_
6	taille	taille	O	_
7	moyenne	moyen	O	_
8	dans	dans	O	_
9	la	le	O	_
10	majorité	majorité	O	_
11	des	de	O	_
12	cas	cas	O	_
13	(	(	O	_
14	effectif	effectif	O	_
15	<	<	O	_
16	100	100	O	_
17	)	)	O	_
18	.	.	O	_


#L’altitude moyenne du Lotissement est comprise entre 81 et 88 m NGF environ (référence nationale française) selon la carte topographique.
1	L’	l’	O	_
2	altitude	altitude	O	_
3	moyenne	moyen	O	_
4	du	de	O	_
5	Lotissement	Lotissement	O	_
6	est	être	O	_
7	comprise	comprendre	O	_
8	entre	entre	O	_
9	81	81	O	_
10	et	et	O	_
11	88	88	O	_
12	m	m	O	_
13	NGF	ngf	O	_
14	environ	environ	O	_
15	(	(	O	_
16	référence	référence	O	_
17	nationale	national	O	_
18	française	français	O	_
19	)	)	O	_
20	selon	selon	O	_
21	la	le	O	_
22	carte	carte	O	_
23	topographique	topographique	O	_
24	.	.	O	_


#D’après les informations extraites du Dossier Départemental des Risques Majeurs de la Préfecture des Pyrénées-Atlantiques, toutes les communes du Lotissement sont soumises au risque d’inondation par les crues.
1	D’	d’	O	_
2	après	après	O	_
3	les	le	O	_
4	informations	information	O	_
5	extraites	extraire	O	_
6	du	de	O	_
7	Dossier	dossier	O	_
8	Départemental	départemental	O	_
9	des	de	O	_
10	Risques	risque	O	_
11	Majeurs	majeur	O	_
12	de	de	O	_
13	la	le	BI	_
14	Préfecture	préfecture	EI	_
15	des	de	O	_
16	Pyrénées	Pyrénées	O	_
17	-	-	O	_
18	Atlantiques	Atlantiques	O	_
19	,	,	O	_
20	toutes	tout	O	_
21	les	le	O	_
22	communes	commune	O	_
23	du	de	O	_
24	Lotissement	lotissement	O	_
25	sont	être	O	_
26	soumises	soumettre	O	_
27	au	au	O	_
28	risque	risque	O	_
29	d’	d’	O	_
30	inondation	inondation	O	_
31	par	par	O	_
32	les	le	O	_
33	crues	crue	O	_
34	.	.	O	_


#Toutefois lors de l’extension Sud du Lotissement, réalisée après la découverte des gisements de Meillon, des travaux ont été réalisés pour rendre cette zone non inondable (relèvement du niveau du sol et construction surélevée de la rocade).
1	Toutefois	toutefois	O	_
2	lors	lors	O	_
3	de	de	O	_
4	l’	l’	O	_
5	extension	extension	O	_
6	Sud	Sud	O	_
7	du	de	O	_
8	Lotissement	Lotissement	O	_
9	,	,	O	_
10	réalisée	réaliser	O	_
11	après	après	O	_
12	la	le	O	_
13	découverte	découverte	O	_
14	des	de	O	_
15	gisements	gisement	O	_
16	de	de	O	_
17	Meillon	Meillon	O	_
18	,	,	O	_
19	des	un	O	_
20	travaux	travail	O	_
21	ont	avoir	O	_
22	été	être	O	_
23	réalisés	réaliser	O	_
24	pour	pour	O	_
25	rendre	rendre	O	_
26	cette	ce	O	_
27	zone	zone	O	_
28	non	non	O	_
29	inondable	inondable	O	_
30	(	(	O	_
31	relèvement	relèvement	O	_
32	du	de	O	_
33	niveau	niveau	O	_
34	du	de	O	_
35	sol	sol	O	_
36	et	et	O	_
37	construction	construction	O	_
38	surélevée	surélever	O	_
39	de	de	O	_
40	la	le	O	_
41	rocade	rocade	O	_
42	)	)	O	_
43	.	.	O	_


#L’étude hydraulique réalisée par la société SOGREAH en août 2000 « Sud de l’Usine de Lacq – Etude hydraulique » a confirmé la situation en zone non inondable de l’usine de Lacq, selon une périodicité de 30 ans.
1	L’	l’	O	_
2	étude	étude	O	_
3	hydraulique	hydraulique	O	_
4	réalisée	réaliser	O	_
5	par	par	O	_
6	la	le	BI	_
7	société	société	II	_
8	SOGREAH	SOGREAH	EI	_
9	en	en	O	_
10	août	août	O	_
11	2000	2000	O	_
12	«	«	O	_
13	Sud	Sud	O	_
14	de	de	O	_
15	l’	l’	O	_
16	Usine	usine	O	_
17	de	de	O	_
18	Lacq	Lacq	O	_
19	–	–	O	_
20	Etude	etude	O	_
21	hydraulique	hydraulique	O	_
22	»	»	O	_
23	a	avoir	O	_
24	confirmé	confirmer	O	_
25	la	le	O	_
26	situation	situation	O	_
27	en	en	O	_
28	zone	zone	O	_
29	non	non	O	_
30	inondable	inondable	O	_
31	de	de	O	_
32	l’	l’	O	_
33	usine	usine	O	_
34	de	de	O	_
35	Lacq	Lacq	O	_
36	,	,	O	_
37	selon	selon	O	_
38	une	un	O	_
39	périodicité	périodicité	O	_
40	de	de	O	_
41	30	30	O	_
42	ans	an	O	_
43	.	.	O	_


#Il n’existe pas à l’heure actuelle de PPRI (Plan de Prévention des Risques d’Inondation) pour les communes sur lesquelles se trouve le Lotissement.
1	Il	il	O	_
2	n’	n’	O	_
3	existe	existe	O	_
4	pas	pas	O	_
5	à	à	O	_
6	l’	l’	O	_
7	heure	heure	O	_
8	actuelle	actuel	O	_
9	de	de	O	_
10	PPRI	PPRI	O	_
11	(	(	O	_
12	Plan	plan	O	_
13	de	de	O	_
14	Prévention	prévention	O	_
15	des	de	O	_
16	Risques	risque	O	_
17	d’	d’	O	_
18	Inondation	inondation	O	_
19	)	)	O	_
20	pour	pour	O	_
21	les	le	O	_
22	communes	commune	O	_
23	sur	sur	O	_
24	lesquelles	lequel	O	_
25	se	se	O	_
26	trouve	trouve	O	_
27	le	le	O	_
28	Lotissement	lotissement	O	_
29	.	.	O	_


#L'usage futur du site est clairement défini dans le cadre de la création du Lotissement créé en 2000 et qui a fait l’objet d’une autorisation de lotir de la préfecture des Pyrénées Atlantiques déposée le 16/02/2000.
1	L'	le	O	_
2	usage	usage	O	_
3	futur	futur	O	_
4	du	de	O	_
5	site	site	O	_
6	est	être	O	_
7	clairement	clairement	O	_
8	défini	définir	O	_
9	dans	dans	O	_
10	le	le	O	_
11	cadre	cadre	O	_
12	de	de	O	_
13	la	le	O	_
14	création	création	O	_
15	du	de	O	_
16	Lotissement	lotissement	O	_
17	créé	créer	O	_
18	en	en	O	_
19	2000	2000	O	_
20	et	et	O	_
21	qui	qui	O	_
22	a	avoir	O	_
23	fait	faire	O	_
24	l’	l’	O	_
25	objet	objet	O	_
26	d’	d’	O	_
27	une	un	O	_
28	autorisation	autorisation	O	_
29	de	de	O	_
30	lotir	lotir	O	_
31	de	de	O	_
32	la	le	BI	_
33	préfecture	préfecture	II	_
34	des	de	II	_
35	Pyrénées	pyrénée	EI	_
36	Atlantiques	atlantique	O	_
37	déposée	déposer	O	_
38	le	le	O	_
39	16/02/2000	16/02/2000	O	_
40	.	.	O	_


#L'autorisation préfectorale 22/11/2005 limite et précise que l’activité des futurs lotis sera obligatoirement industrielle et à connotation chimique.
1	L'	le	O	_
2	autorisation	autorisation	O	_
3	préfectorale	préfectoral	O	_
4	22/11/2005	22/11/2005	O	_
5	limite	limite	O	_
6	et	et	O	_
7	précise	précise	O	_
8	que	que	O	_
9	l’	l’	O	_
10	activité	activité	O	_
11	des	de	O	_
12	futurs	futur	O	_
13	lotis	loti	O	_
14	sera	être	O	_
15	obligatoirement	obligatoirement	O	_
16	industrielle	industriel	O	_
17	et	et	O	_
18	à	à	O	_
19	connotation	connotation	O	_
20	chimique	chimique	O	_
21	.	.	O	_


#1 - DIAGNOSTIC
1	1	1	O	_
2	-	-	O	_
3	DIAGNOSTIC	DIAGNOSTIC	O	_


#Les activités exercées sur ce site ayant pu être à l'origine de pollution potentielle du sol et du sous-sol, l'arrêté préfectoral du 26/06/1998 precrit le diagnostic initial et l'évaluation simplifiée des risques de la plate-forme.
1	Les	le	O	_
2	activités	activité	O	_
3	exercées	exercer	O	_
4	sur	sur	O	_
5	ce	ce	O	_
6	site	site	O	_
7	ayant	avoir	O	_
8	pu	pouvoir	O	_
9	être	être	O	_
10	à	à	O	_
11	l'	le	O	_
12	origine	origine	O	_
13	de	de	O	_
14	pollution	pollution	O	_
15	potentielle	potentiel	O	_
16	du	de	O	_
17	sol	sol	O	_
18	et	et	O	_
19	du	de	O	_
20	sous-sol	sous-sol	O	_
21	,	,	O	_
22	l'	le	O	_
23	arrêté	arrêté	O	_
24	préfectoral	préfectoral	O	_
25	du	de	O	_
26	26/06/1998	26/06/1998	O	_
27	precrit	precrit	O	_
28	le	le	O	_
29	diagnostic	diagnostic	O	_
30	initial	initial	O	_
31	et	et	O	_
32	l'	le	O	_
33	évaluation	évaluation	O	_
34	simplifiée	simplifier	O	_
35	des	de	O	_
36	risques	risque	O	_
37	de	de	O	_
38	la	le	O	_
39	plate	plate	O	_
40	-	-	O	_
41	forme	forme	O	_
42	.	.	O	_


#Les études remises par étapes en février 1999, novembre 1999 et février 2002, classe le site en 1 "nécessitant des investigations complémentaires " pour les milieux "eaux souterraines" et "eaux superficielles" en ce qui concerne les polluants traceurs hydrocarbures et benzène.
1	Les	le	O	_
2	études	étude	O	_
3	remises	remettre	O	_
4	par	par	O	_
5	étapes	étape	O	_
6	en	en	O	_
7	février	février	O	_
8	1999	1999	O	_
9	,	,	O	_
10	novembre	novembre	O	_
11	1999	1999	O	_
12	et	et	O	_
13	février	février	O	_
14	2002	2002	O	_
15	,	,	O	_
16	classe	classer	O	_
17	le	le	O	_
18	site	site	O	_
19	en	en	O	_
20	1	1	O	_
21	"	"	O	_
22	nécessitant	nécessiter	O	_
23	des	un	O	_
24	investigations	investigation	O	_
25	complémentaires	complémentaire	O	_
26	"	"	O	_
27	pour	pour	O	_
28	les	le	O	_
29	milieux	milieu	O	_
30	"	"	O	_
31	eaux	eau	O	_
32	souterraines	souterrain	O	_
33	"	"	O	_
34	et	et	O	_
35	"	"	O	_
36	eaux	eau	O	_
37	superficielles	superficiel	O	_
38	"	"	O	_
39	en	en	O	_
40	ce	ce	O	_
41	qui	qui	O	_
42	concerne	concerne	O	_
43	les	le	O	_
44	polluants	polluant	O	_
45	traceurs	traceur	BS	_
46	hydrocarbures	hydrocarbure	BS	_
47	et	et	O	_
48	benzène	benzène	BS	_
49	.	.	O	_


#Les autres polluants Plomb, Nickel et Soufre, pris isolément, conduiraient à un classement 2 "à surveiller".
1	Les	le	BU	_
2	autres	autre	IU	_
3	polluants	polluant	EU	_
4	Plomb	Plomb	BS	_
5	,	,	O	_
6	Nickel	Nickel	BS	_
7	et	et	O	_
8	Soufre	Soufre	BS	_
9	,	,	O	_
10	pris	prendre	O	_
11	isolément	isolément	O	_
12	,	,	O	_
13	conduiraient	conduire	O	_
14	à	à	O	_
15	un	un	O	_
16	classement	classement	O	_
17	2	2	O	_
18	"	"	O	_
19	à	à	O	_
20	surveiller	surveiller	O	_
21	"	"	O	_
22	.	.	O	_


#L'impact est constaté sur la nappe, sur le site et à l'aval du site, ainsi que sur les eaux superficielles (Gave de Pau).
1	L'	le	O	_
2	impact	impact	O	_
3	est	être	O	_
4	constaté	constater	O	_
5	sur	sur	O	_
6	la	le	O	_
7	nappe	nappe	O	_
8	,	,	O	_
9	sur	sur	O	_
10	le	le	O	_
11	site	site	O	_
12	et	et	O	_
13	à	à	O	_
14	l'	le	O	_
15	aval	aval	O	_
16	du	de	O	_
17	site	site	O	_
18	,	,	O	_
19	ainsi	ainsi	O	_
20	que	que	O	_
21	sur	sur	O	_
22	les	le	O	_
23	eaux	eau	O	_
24	superficielles	superficiel	O	_
25	(	(	O	_
26	Gave	Gave	O	_
27	de	de	O	_
28	Pau	Pau	O	_
29	)	)	O	_
30	.	.	O	_


#L'arrêté du 29/10/2002 prescrit le diagnostic approfondi et l'évaluation détaillée des risques du site.
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	du	de	O	_
4	29/10/2002	29/10/2002	O	_
5	prescrit	prescrire	O	_
6	le	le	O	_
7	diagnostic	diagnostic	O	_
8	approfondi	approfondi	O	_
9	et	et	O	_
10	l'	le	O	_
11	évaluation	évaluation	O	_
12	détaillée	détaillé	O	_
13	des	de	O	_
14	risques	risque	O	_
15	du	de	O	_
16	site	site	O	_
17	.	.	O	_


#Un rapport intermédiaire a été remis fin 2003.
1	Un	un	O	_
2	rapport	rapport	O	_
3	intermédiaire	intermédiaire	O	_
4	a	avoir	O	_
5	été	être	O	_
6	remis	remettre	O	_
7	fin	fin	O	_
8	2003	2003	O	_
9	.	.	O	_


#Des investigations complémentaires nécessitant la création de piézomètres supplémentaires ont été menées durant le premier semestre 2004.
1	Des	un	O	_
2	investigations	investigation	O	_
3	complémentaires	complémentaire	O	_
4	nécessitant	nécessiter	O	_
5	la	le	O	_
6	création	création	O	_
7	de	de	O	_
8	piézomètres	piézomètre	O	_
9	supplémentaires	supplémentaire	O	_
10	ont	avoir	O	_
11	été	être	O	_
12	menées	mener	O	_
13	durant	durant	O	_
14	le	le	O	_
15	premier	premier	O	_
16	semestre	semestre	O	_
17	2004	2004	O	_
18	.	.	O	_


#A COMPLETER.
1	A	à	O	_
2	COMPLETER	completer	O	_
3	.	.	O	_


#Les diagnostics et les travaux sont ensuite menés au fur et à mesure de la libération des terrains et leur cession aux nouveaux exploitants.
1	Les	le	O	_
2	diagnostics	diagnostic	O	_
3	et	et	O	_
4	les	le	O	_
5	travaux	travail	O	_
6	sont	être	O	_
7	ensuite	ensuite	O	_
8	menés	mener	O	_
9	au	au	O	_
10	fur	fur	O	_
11	et	et	O	_
12	à	à	O	_
13	mesure	mesure	O	_
14	de	de	O	_
15	la	le	O	_
16	libération	libération	O	_
17	des	de	O	_
18	terrains	terrain	O	_
19	et	et	O	_
20	leur	leur	O	_
21	cession	cession	O	_
22	aux	à	O	_
23	nouveaux	nouveau	O	_
24	exploitants	exploitant	O	_
25	.	.	O	_


#L'arrêté du 08/12/2015 prescrit l'échéancier de remise des diagnostic et des plans de gestion pour les zones ci-après :
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	du	de	O	_
4	08/12/2015	08/12/2015	O	_
