
#12.0012
#Unité de fabrication d'injecteurs et bougies de préchauffage pour véhicules routiers, comportant un atelier d'usinage des métaux et de traitement de surfaces.
1	Unité	unité	O	_
36	diagnostic	diagnostic	O	_
37	initial	initial	O	_
38	et	et	O	_
39	une	un	O	_
40	évaluation	évaluation	O	_
41	simplifiée	simplifier	O	_
42	des	de	O	_
43	risques	risque	O	_
44	.	.	O	_


#Il a réalisé la partie historique de l'étude en 1997.
1	Il	il	O	_
2	a	avoir	O	_
3	réalisé	réaliser	O	_
4	la	le	O	_
5	partie	partie	O	_
6	historique	historique	O	_
7	de	de	O	_
8	l'	le	O	_
9	étude	étude	O	_
10	en	en	O	_
11	1997	1997	O	_
12	.	.	O	_


#Par courriers des 10 juillet 1997 et 24 novembre 1997, l'inspection des installations classées a demandé à l'exploitant de compléter les documents fournis de manière à ce que le diagnostic initial et l'évaluation simplifiée des risques soient réalisés conformément aux prescriptions ministérielles (guide méthodologique du diagnostic initial et de l'évaluation simplifiée des risques, la version alors en vigueur étant la version 1 de juin 1997).
1	Par	par	O	_
2	courriers	courrier	O	_
3	des	de	O	_
4	10	10	O	_
5	juillet	juillet	O	_
6	1997	1997	O	_
7	et	et	O	_
8	24	24	O	_
9	novembre	novembre	O	_
10	1997	1997	O	_
11	,	,	O	_
12	l'	le	O	_
13	inspection	inspection	O	_
14	des	de	O	_
15	installations	installation	O	_
16	classées	classer	O	_
17	a	avoir	O	_
18	demandé	demander	O	_
19	à	à	O	_
20	l'	le	O	_
21	exploitant	exploitant	O	_
22	de	de	O	_
23	compléter	compléter	O	_
24	les	le	O	_
25	documents	document	O	_
26	fournis	fournir	O	_
27	de	de	O	_
28	manière	manière	O	_
29	à	à	O	_
30	ce	ce	O	_
31	que	que	O	_
32	le	le	O	_
33	diagnostic	diagnostic	O	_
34	initial	initial	O	_
35	et	et	O	_
36	l'	le	O	_
37	évaluation	évaluation	O	_
38	simplifiée	simplifier	O	_
39	des	de	O	_
40	risques	risque	O	_
41	soient	être	O	_
42	réalisés	réaliser	O	_
43	conformément	conformément	O	_
44	aux	à	O	_
45	prescriptions	prescription	O	_
46	ministérielles	ministériel	O	_
47	(	(	O	_
48	guide	guide	O	_
49	méthodologique	méthodologique	O	_
50	du	de	O	_
51	diagnostic	diagnostic	O	_
52	initial	initial	O	_
53	et	et	O	_
54	de	de	O	_
55	l'	le	O	_
56	évaluation	évaluation	O	_
57	simplifiée	simplifier	O	_
58	des	de	O	_
59	risques	risque	O	_
60	,	,	O	_
61	la	le	O	_
62	version	version	O	_
63	alors	alors	O	_
64	en	en	O	_
65	vigueur	vigueur	O	_
66	étant	être	O	_
67	la	le	O	_
68	version	version	O	_
69	1	1	O	_
70	de	de	O	_
71	juin	juin	O	_
72	1997	1997	O	_
73	)	)	O	_
74	.	.	O	_


#Le diagnostic initial reçu le 5 février 1998 par l'inspection a fait l'objet d'un courrier d'observations du 20 mai 1998, notamment quant à la justification de la note de synthèse.
1	Le	le	O	_
2	diagnostic	diagnostic	O	_
3	initial	initial	O	_
4	reçu	recevoir	O	_
5	le	le	O	_
6	5	5	O	_
7	février	février	O	_
8	1998	1998	O	_
9	par	par	O	_
10	l'	le	O	_
11	inspection	inspection	O	_
12	a	avoir	O	_
13	fait	faire	O	_
14	l'	le	O	_
15	objet	objet	O	_
16	d'	de	O	_
17	un	un	O	_
18	courrier	courrier	O	_
19	d'	de	O	_
20	observations	observation	O	_
21	du	de	O	_
22	20	20	O	_
23	mai	mai	O	_
24	1998	1998	O	_
25	,	,	O	_
26	notamment	notamment	O	_
27	quant	quant	O	_
28	à	à	O	_
29	la	le	O	_
30	justification	justification	O	_
31	de	de	O	_
32	la	le	O	_
33	note	note	O	_
34	de	de	O	_
35	synthèse	synthèse	O	_
36	.	.	O	_


#A la demande de l'inspection l'exploitant  a rassemblé les éléments nécessaires et les a mis en forme pour produire un diagnostic initial et une évaluation simplifiée des risques conformes aux prescriptions ministérielles (guide méthodologique du diagnostic initial et de l'évaluation simplifiée des risques, la version actuellement en vigueur étant la version 2 de mars 2000).
1	A	à	O	_
2	la	le	O	_
3	demande	demande	O	_
4	de	de	O	_
5	l'	le	O	_
6	inspection	inspection	O	_
7	l'	le	O	_
8	exploitant	exploitant	O	_
9	 	 	O	_
10	a	avoir	O	_
11	rassemblé	rassembler	O	_
12	les	le	O	_
13	éléments	élément	O	_
14	nécessaires	nécessaire	O	_
15	et	et	O	_
16	les	le	O	_
17	a	avoir	O	_
18	mis	mettre	O	_
19	en	en	O	_
20	forme	forme	O	_
21	pour	pour	O	_
22	produire	produire	O	_
23	un	un	O	_
24	diagnostic	diagnostic	O	_
25	initial	initial	O	_
26	et	et	O	_
27	une	un	O	_
28	évaluation	évaluation	O	_
29	simplifiée	simplifier	O	_
30	des	de	O	_
31	risques	risque	O	_
32	conformes	conforme	O	_
33	aux	à	O	_
34	prescriptions	prescription	O	_
35	ministérielles	ministériel	O	_
36	(	(	O	_
37	guide	guide	O	_
38	méthodologique	méthodologique	O	_
39	du	de	O	_
40	diagnostic	diagnostic	O	_
41	initial	initial	O	_
42	et	et	O	_
43	de	de	O	_
44	l'	le	O	_
45	évaluation	évaluation	O	_
46	simplifiée	simplifier	O	_
47	des	de	O	_
48	risques	risque	O	_
49	,	,	O	_
50	la	le	O	_
51	version	version	O	_
52	actuellement	actuellement	O	_
53	en	en	O	_
54	vigueur	vigueur	O	_
55	étant	être	O	_
56	la	le	O	_
57	version	version	O	_
58	2	2	O	_
59	de	de	O	_
60	mars	mars	O	_
61	2000	2000	O	_
62	)	)	O	_
63	.	.	O	_


#L'examen de l'étude de sols a mis en évidence dans l'un des sondages de reconnaissance une teneur en PCB supérieure à la VCI à usage " non sensible " ; cette anomalie semble être relativement localisée et circonscrite, tant en extension qu'en profondeur (0 à -0,5 m),
1	L'	le	O	_
2	examen	examen	O	_
3	de	de	O	_
4	l'	le	O	_
5	étude	étude	O	_
6	de	de	O	_
7	sols	sol	O	_
8	a	avoir	O	_
9	mis	mettre	O	_
10	en	en	O	_
11	évidence	évidence	O	_
12	dans	dans	O	_
13	l'	le	O	_
14	un	un	O	_
15	des	de	O	_
16	sondages	sondage	O	_
17	de	de	O	_
18	reconnaissance	reconnaissance	O	_
19	une	un	O	_
20	teneur	teneur	O	_
21	en	en	O	_
22	PCB	pcb	BS	_
23	supérieure	supérieur	O	_
24	à	à	O	_
25	la	le	O	_
26	VCI	vci	O	_
27	à	à	O	_
28	usage	usage	O	_
29	"	"	O	_
30	non	non	O	_
31	sensible	sensible	O	_
32	"	"	O	_
33	;	;	O	_
34	cette	ce	O	_
35	anomalie	anomalie	O	_
36	semble	semble	O	_
37	être	être	O	_
38	relativement	relativement	O	_
39	localisée	localiser	O	_
40	et	et	O	_
41	circonscrite	circonscrire	O	_
42	,	,	O	_
43	tant	tant	O	_
44	en	en	O	_
45	extension	extension	O	_
46	qu'	que	O	_
47	en	en	O	_
48	profondeur	profondeur	O	_
49	(	(	O	_
50	0	0	O	_
51	à	à	O	_
52	-0,5	-0,5	O	_
53	m	m	O	_
54	)	)	O	_
55	,	,	O	_


#L'analyse du dossier par l'inspection pourrait déboucher sur la validation d'un classement plus sévère que celui proposé (2, c'est à dire site à surveiller au lieu de 3 comme proposé dans l'étude).
1	L'	le	O	_
2	analyse	analyse	O	_
3	du	de	O	_
4	dossier	dossier	O	_
5	par	par	O	_
6	l'	le	O	_
7	inspection	inspection	O	_
8	pourrait	pouvoir	O	_
9	déboucher	déboucher	O	_
10	sur	sur	O	_
11	la	le	O	_
12	validation	validation	O	_
13	d'	de	O	_
14	un	un	O	_
15	classement	classement	O	_
16	plus	plus	O	_
17	sévère	sévère	O	_
18	que	que	O	_
19	celui	celui	O	_
20	proposé	proposer	O	_
21	(	(	O	_
22	2	2	O	_
23	,	,	O	_
24	c'	c'	O	_
25	est	est	O	_
26	à	à	O	_
27	dire	dire	O	_
28	site	site	O	_
29	à	à	O	_
30	surveiller	surveiller	O	_
31	au	au	O	_
32	lieu	lieu	O	_
33	de	de	O	_
34	3	3	O	_
35	comme	comme	O	_
36	proposé	proposer	O	_
37	dans	dans	O	_
38	l'	le	O	_
39	étude	étude	O	_
40	)	)	O	_
41	.	.	O	_


#Compte tenu du nouveau classement envisagé et en application des recommandations du ministère de l'écologie et du développement durable, une surveillance des eaux souterraines devait être demandée à l'exploitant à titre conservatoire sans attendre l'achèvement de l'examen critique de l'étude de sols et l'acceptation ou l'amendement par l'inspection du classement proposé dans l'étude de sols.
1	Compte	compte	O	_
2	tenu	tenir	O	_
3	du	de	O	_
4	nouveau	nouveau	O	_
5	classement	classement	O	_
6	envisagé	envisager	O	_
7	et	et	O	_
8	en	en	O	_
9	application	application	O	_
10	des	de	O	_
11	recommandations	recommandation	O	_
12	du	de	O	_
13	ministère	ministère	O	_
14	de	de	O	_
15	l'	le	O	_
16	écologie	écologie	O	_
17	et	et	O	_
18	du	de	O	_
19	développement	développement	O	_
20	durable	durable	O	_
21	,	,	O	_
22	une	un	O	_
23	surveillance	surveillance	O	_
24	des	de	O	_
25	eaux	eau	O	_
26	souterraines	souterrain	O	_
27	devait	devoir	O	_
28	être	être	O	_
29	demandée	demander	O	_
30	à	à	O	_
31	l'	le	O	_
32	exploitant	exploitant	O	_
33	à	à	O	_
34	titre	titre	O	_
35	conservatoire	conservatoire	O	_
36	sans	sans	O	_
37	attendre	attendre	O	_
38	l'	le	O	_
39	achèvement	achèvement	O	_
40	de	de	O	_
41	l'	le	O	_
42	examen	examen	O	_
43	critique	critique	O	_
44	de	de	O	_
45	l'	le	O	_
46	étude	étude	O	_
47	de	de	O	_
48	sols	sol	O	_
49	et	et	O	_
50	l'	le	O	_
51	acceptation	acceptation	O	_
52	ou	ou	O	_
53	l'	le	O	_
54	amendement	amendement	O	_
55	par	par	O	_
56	l'	le	O	_
57	inspection	inspection	O	_
58	du	de	O	_
59	classement	classement	O	_
60	proposé	proposer	O	_
61	dans	dans	O	_
62	l'	le	O	_
63	étude	étude	O	_
64	de	de	O	_
65	sols	sol	O	_
66	.	.	O	_


#En conséquence, par courrier du 19 mai 2003, l'inspection a demandé à l'exploitant de :
1	En	en	O	_
2	conséquence	conséquence	O	_
3	,	,	O	_
4	par	par	O	_
5	courrier	courrier	O	_
6	du	de	O	_
7	19	19	O	_
8	mai	mai	O	_
9	2003	2003	O	_
10	,	,	O	_
11	l'	le	O	_
12	inspection	inspection	O	_
13	a	avoir	O	_
14	demandé	demander	O	_
15	à	à	O	_
16	l'	le	O	_
17	exploitant	exploitant	O	_
18	de	de	O	_
19	:	:	O	_


#· mettre en place une surveillance des eaux souterraines dans les meilleurs délais et au plus tard sous trois mois,
1	·	·	O	_
2	mettre	mettre	O	_
3	en	en	O	_
4	place	place	O	_
5	une	un	O	_
6	surveillance	surveillance	O	_
7	des	de	O	_
8	eaux	eau	O	_
9	souterraines	souterrain	O	_
10	dans	dans	O	_
11	les	le	O	_
12	meilleurs	meilleur	O	_
13	délais	délai	O	_
14	et	et	O	_
15	au	au	O	_
16	plus	plus	O	_
17	tard	tard	O	_
18	sous	sous	O	_
19	trois	trois	O	_
20	mois	mois	O	_
21	,	,	O	_


#· à cet effet de communiquer sous un mois à la DREAL Midi-Pyrénées ses propositions opérationnelles de surveillance (nombre et emplacement des piézomètres et autres points de contrôle tels que puits, plan ou carte d'implantation des points de contrôle avec indication des sens d'écoulement locaux de la nappe, paramètres surveillés, modalités de prélèvements…), ainsi que la période prévisionnelle de la première campagne de surveillance.
1	·	·	O	_
2	à	à	O	_
3	cet	ce	O	_
4	effet	effet	O	_
5	de	de	O	_
6	communiquer	communiquer	O	_
7	sous	sous	O	_
8	un	un	O	_
9	mois	mois	O	_
10	à	à	O	_
11	la	le	BI	_
12	DREAL	dreal	EI	_
13	Midi	Midi	EI	_
14	-	-	O	_
15	Pyrénées	Pyrénées	O	_
16	ses	son	O	_
17	propositions	proposition	O	_
18	opérationnelles	opérationnel	O	_
19	de	de	O	_
20	surveillance	surveillance	O	_
21	(	(	O	_
22	nombre	nombre	O	_
23	et	et	O	_
24	emplacement	emplacement	O	_
25	des	de	O	_
26	piézomètres	piézomètre	O	_
27	et	et	O	_
28	autres	autre	O	_
29	points	point	O	_
30	de	de	O	_
31	contrôle	contrôle	O	_
32	tels	tel	O	_
33	que	que	O	_
34	puits	puits	O	_
35	,	,	O	_
36	plan	plan	O	_
37	ou	ou	O	_
38	carte	carte	O	_
39	d'	de	O	_
40	implantation	implantation	O	_
41	des	de	O	_
42	points	point	O	_
43	de	de	O	_
44	contrôle	contrôle	O	_
45	avec	avec	O	_
46	indication	indication	O	_
47	des	de	O	_
48	sens	sens	O	_
49	d'	de	O	_
50	écoulement	écoulement	O	_
51	locaux	local	O	_
52	de	de	O	_
53	la	le	O	_
54	nappe	nappe	O	_
55	,	,	O	_
56	paramètres	paramètre	O	_
57	surveillés	surveiller	O	_
58	,	,	O	_
59	modalités	modalité	O	_
60	de	de	O	_
61	prélèvements	prélèvement	O	_
62	…	…	O	_
63	)	)	O	_
64	,	,	O	_
65	ainsi	ainsi	O	_
66	que	que	O	_
67	la	le	O	_
68	période	période	O	_
69	prévisionnelle	prévisionnel	O	_
70	de	de	O	_
71	la	le	O	_
72	première	premier	O	_
73	campagne	campagne	O	_
74	de	de	O	_
75	surveillance	surveillance	O	_
76	.	.	O	_


#Par courrier du 29 juillet 2003, la société Robert BOSCH a proposé des modalités de mesure de la surveillance des eaux souterraines.
1	Par	par	O	_
2	courrier	courrier	O	_
3	du	de	O	_
4	29	29	O	_
5	juillet	juillet	O	_
6	2003	2003	O	_
7	,	,	O	_
8	la	le	BI	_
9	société	société	II	_
10	Robert	Robert	EI	_
11	BOSCH	BOSCH	EI	_
12	a	avoir	O	_
13	proposé	proposer	O	_
14	des	un	O	_
15	modalités	modalité	O	_
16	de	de	O	_
17	mesure	mesure	O	_
18	de	de	O	_
19	la	le	O	_
20	surveillance	surveillance	O	_
21	des	de	O	_
22	eaux	eau	O	_
23	souterraines	souterrain	O	_
24	.	.	O	_


#En réponse, l'inspection lui a adressé le 29 août 2003 un courrier définissant les modalités opérationnelles relatives à la mise en place de cette surveillance.
1	En	en	O	_
2	réponse	réponse	O	_
3	,	,	O	_
4	l'	le	O	_
5	inspection	inspection	O	_
6	lui	lui	O	_
7	a	avoir	O	_
8	adressé	adresser	O	_
9	le	le	O	_
10	29	29	O	_
11	août	août	O	_
12	2003	2003	O	_
13	un	un	O	_
14	courrier	courrier	O	_
15	définissant	définir	O	_
16	les	le	O	_
17	modalités	modalité	O	_
18	opérationnelles	opérationnel	O	_
19	relatives	relatif	O	_
20	à	à	O	_
21	la	le	O	_
22	mise	mise	O	_
23	en	en	O	_
24	place	place	O	_
25	de	de	O	_
26	cette	ce	O	_
27	surveillance	surveillance	O	_
28	.	.	O	_


#La première campagne de mise en place des piézomètres et de prélèvements, réalisée les 19 et 20 août 2003 et dont les résultats ont été reçus fin novembre 2003, et les premiers résultats de surveillance régulière, reçus le 30 juin 2004, montrent des teneurs en chlorure de vinyle, cis-dichloroéthène, trichloroéthène et tétrachloroéthène supérieures aux VCI à usage non sensible.
1	La	le	O	_
2	première	premier	O	_
3	campagne	campagne	O	_
4	de	de	O	_
5	mise	mise	O	_
6	en	en	O	_
7	place	place	O	_
8	des	de	O	_
9	piézomètres	piézomètre	O	_
10	et	et	O	_
11	de	de	O	_
12	prélèvements	prélèvement	O	_
13	,	,	O	_
14	réalisée	réaliser	O	_
15	les	le	O	_
16	19	19	O	_
17	et	et	O	_
18	20	20	O	_
19	août	août	O	_
20	2003	2003	O	_
21	et	et	O	_
22	dont	dont	O	_
23	les	le	O	_
24	résultats	résultat	O	_
25	ont	avoir	O	_
26	été	être	O	_
27	reçus	recevoir	O	_
28	fin	fin	O	_
29	novembre	novembre	O	_
30	2003	2003	O	_
31	,	,	O	_
32	et	et	O	_
33	les	le	O	_
34	premiers	premier	O	_
35	résultats	résultat	O	_
36	de	de	O	_
37	surveillance	surveillance	O	_
38	régulière	régulier	O	_
39	,	,	O	_
40	reçus	recevoir	O	_
41	le	le	O	_
42	30	30	O	_
43	juin	juin	O	_
44	2004	2004	O	_
45	,	,	O	_
46	montrent	montrer	O	_
47	des	un	O	_
48	teneurs	teneur	O	_
49	en	en	O	_
50	chlorure	chlorure	BS	_
51	de	de	IS	_
52	vinyle	vinyle	ES	_
53	,	,	O	_
54	cis	ci	BS	_
55	-	-	BS	_
56	dichloroéthène	dichloroéthène	BS	_
57	,	,	O	_
58	trichloroéthène	trichloroéthène	BS	_
59	et	et	O	_
60	tétrachloroéthène	tétrachloroéthène	BS	_
61	supérieures	supérieur	O	_
62	aux	à	O	_
63	VCI	vci	O	_
64	à	à	O	_
65	usage	usage	O	_
66	non	non	O	_
67	sensible	sensible	O	_
68	.	.	O	_


#Les résultats de la campagne montrent aussi la présence d'hydrocarbures totaux, de BTEX (toluène) et de COHV.
1	Les	le	O	_
2	résultats	résultat	O	_
3	de	de	O	_
4	la	le	O	_
5	campagne	campagne	O	_
6	montrent	montrer	O	_
7	aussi	aussi	O	_
8	la	le	O	_
9	présence	présence	O	_
10	d'	de	O	_
11	hydrocarbures	hydrocarbure	BS	_
12	totaux	total	ES	_
13	,	,	O	_
14	de	de	O	_
15	BTEX	BTEX	BS	_
16	(	(	O	_
17	toluène	toluène	BS	_
18	)	)	O	_
19	et	et	O	_
20	de	de	O	_
21	COHV	cohv	BS	_
22	.	.	O	_


#Par ailleurs, en raison de l'évolution et de l'extension des activités de l'établissement ainsi que de l'évolution de la réglementation (impact sanitaire, risques, …), il était nécessaire de procéder à une refonte de l'arrêté d'autorisation d'exploiter de cette usine.
1	Par	par	O	_
2	ailleurs	ailleurs	O	_
3	,	,	O	_
4	en	en	O	_
5	raison	raison	O	_
6	de	de	O	_
7	l'	le	O	_
8	évolution	évolution	O	_
9	et	et	O	_
10	de	de	O	_
11	l'	le	O	_
12	extension	extension	O	_
13	des	de	O	_
14	activités	activité	O	_
15	de	de	O	_
16	l'	le	O	_
17	établissement	établissement	O	_
18	ainsi	ainsi	O	_
19	que	que	O	_
20	de	de	O	_
21	l'	le	O	_
22	évolution	évolution	O	_
23	de	de	O	_
24	la	le	O	_
25	réglementation	réglementation	O	_
26	(	(	O	_
27	impact	impact	O	_
28	sanitaire	sanitaire	O	_
29	,	,	O	_
30	risques	risque	O	_
31	,	,	O	_
32	…	…	O	_
33	)	)	O	_
34	,	,	O	_
35	il	il	O	_
36	était	être	O	_
37	nécessaire	nécessaire	O	_
38	de	de	O	_
39	procéder	procéder	O	_
40	à	à	O	_
41	une	un	O	_
42	refonte	refonte	O	_
43	de	de	O	_
44	l'	le	O	_
45	arrêté	arrêté	O	_
46	d'	de	O	_
47	autorisation	autorisation	O	_
48	d'	de	O	_
49	exploiter	exploiter	O	_
50	de	de	O	_
51	cette	ce	O	_
52	usine	usine	O	_
53	.	.	O	_


#Ainsi, un arrêté préfectoral d'autorisation d'exploiter une usine de fabrication d'équipements pour automobiles, a été signé le 11 mai 2005 et a prescrit une surveillance semestrielle des eaux souterraines sur les paramètres énoncés ci-dessous :
1	Ainsi	ainsi	O	_
2	,	,	O	_
3	un	un	O	_
4	arrêté	arrêté	O	_
5	préfectoral	préfectoral	O	_
6	d'	de	O	_
7	autorisation	autorisation	O	_
8	d'	de	O	_
9	exploiter	exploiter	O	_
10	une	un	O	_
11	usine	usine	O	_
12	de	de	O	_
13	fabrication	fabrication	O	_
14	d'	de	O	_
15	équipements	équipement	O	_
16	pour	pour	O	_
17	automobiles	automobile	O	_
18	,	,	O	_
19	a	avoir	O	_
20	été	être	O	_
21	signé	signer	O	_
22	le	le	O	_
23	11	11	O	_
24	mai	mai	O	_
25	2005	2005	O	_
26	et	et	O	_
27	a	avoir	O	_
28	prescrit	prescrire	O	_
29	une	un	O	_
30	surveillance	surveillance	O	_
31	semestrielle	semestriel	O	_
32	des	de	O	_
33	eaux	eau	O	_
34	souterraines	souterrain	O	_
35	sur	sur	O	_
36	les	le	O	_
37	paramètres	paramètre	O	_
38	énoncés	énoncer	O	_
39	ci-dessous	ci-dessous	O	_
40	:	:	O	_


#· les paramètres physico-chimiques généraux (pH, température, conductivité),
1	·	·	O	_
2	les	le	O	_
3	paramètres	paramètre	O	_
4	physico	physico	O	_
5	-	-	O	_
6	chimiques	chimique	O	_
7	généraux	général	O	_
8	(	(	O	_
9	pH	ph	O	_
10	,	,	O	_
11	température	température	O	_
12	,	,	O	_
13	conductivité	conductivité	O	_
14	)	)	O	_
15	,	,	O	_


#· les hydrocarbures totaux,
1	·	·	O	_
2	les	le	O	_
3	hydrocarbures	hydrocarbure	BS	_
4	totaux	total	ES	_
5	,	,	O	_


#· les cyanures libres et totaux,
1	·	·	O	_
2	les	le	BS	_
3	cyanures	cyanure	BS	_
4	libres	libre	O	_
5	et	et	O	_
6	totaux	total	ES	_
7	,	,	O	_


#· les métaux et substances chimiques représentatifs des activités du site - cadmium, chrome (total, trivalent et hexavalent), nickel, plomb, BTEX, COV (notamment 1,1-dichloroéthène, cis- dichloroéthène, trichloroéthène et tetrachloroéthène) & PCB.
1	·	·	O	_
2	les	le	BU	_
3	métaux	métal	ES	_
