
#91.0077
#Implantée en zone industrielle, cette friche est un ancien site de 4,5 hectares de production de substances pharmaceutiques exploité par la société SANOFI PHARMA INDUSTRIE (SANOFI AVENTIS à ce jour).
1	Implantée	implanter	O	_
10	pollution	pollution	O	_
11	par	par	O	_
12	des	un	O	_
13	solvants	solvant	O	_
14	chlorés	chlorer	BS	_
15	(	(	O	_
16	trichoroéthylène	trichoroéthylène	BS	_
17	en	en	O	_
18	particulier	particulier	O	_
19	)	)	O	_
20	et	et	O	_
21	par	par	O	_
22	des	un	O	_
23	hydrocarbures	hydrocarbure	BS	_
24	aromatiques	aromatique	ES	_
25	(	(	O	_
26	benzène	benzène	BS	_
27	en	en	O	_
28	particulier	particulier	O	_
29	)	)	O	_
30	sur	sur	O	_
31	une	un	O	_
32	surface	surface	O	_
33	de	de	O	_
34	l'	le	O	_
35	ordre	ordre	O	_
36	de	de	O	_
37	3000	3000	O	_
38	m2	m2	O	_
39	et	et	O	_
40	une	un	O	_
41	profondeur	profondeur	O	_
42	de	de	O	_
43	3	3	O	_
44	m.	m.	O	_


#Cette pollution est caractéristique des produits employés dans l'un des bâtiments présent sur cette zone.
1	Cette	ce	O	_
2	pollution	pollution	O	_
3	est	être	O	_
4	caractéristique	caractéristique	O	_
5	des	de	O	_
6	produits	produit	O	_
7	employés	employer	O	_
8	dans	dans	O	_
9	l'	le	O	_
10	un	un	O	_
11	des	de	O	_
12	bâtiments	bâtiment	O	_
13	présent	présent	O	_
14	sur	sur	O	_
15	cette	ce	O	_
16	zone	zone	O	_
17	.	.	O	_


#Le site est clôturé, gardienné et libre de tout bâtiment ou infrastructure.
1	Le	le	O	_
2	site	site	O	_
3	est	être	O	_
4	clôturé	clôturer	O	_
5	,	,	O	_
6	gardienné	gardienner	O	_
7	et	et	O	_
8	libre	libre	O	_
9	de	de	O	_
10	tout	tout	O	_
11	bâtiment	bâtiment	O	_
12	ou	ou	O	_
13	infrastructure	infrastructure	O	_
14	.	.	O	_


#L'exploitant s'est engagé dans la réalisation d'une évaluation détaillée des risques.
1	L'	le	O	_
2	exploitant	exploitant	O	_
3	s'	se	O	_
4	est	être	O	_
5	engagé	engager	O	_
6	dans	dans	O	_
7	la	le	O	_
8	réalisation	réalisation	O	_
9	d'	de	O	_
10	une	un	O	_
11	évaluation	évaluation	O	_
12	détaillée	détaillé	O	_
13	des	de	O	_
14	risques	risque	O	_
15	.	.	O	_


#Une première estimation réalisée par l'exploitant sur la base d'hypothèses conservatives le conduit à considérer que cette pollution peut représenter des risques inacceptables dans certaines conditions d'utilisation du site.
1	Une	un	O	_
2	première	premier	O	_
3	estimation	estimation	O	_
4	réalisée	réaliser	O	_
5	par	par	O	_
6	l'	le	O	_
7	exploitant	exploitant	O	_
8	sur	sur	O	_
9	la	le	O	_
10	base	base	O	_
11	d'	de	O	_
12	hypothèses	hypothèse	O	_
13	conservatives	conservatif	O	_
14	le	le	O	_
15	conduit	conduire	O	_
16	à	à	O	_
17	considérer	considérer	O	_
18	que	que	O	_
19	cette	ce	O	_
20	pollution	pollution	O	_
21	peut	pouvoir	O	_
22	représenter	représenter	O	_
23	des	un	O	_
24	risques	risque	O	_
25	inacceptables	inacceptable	O	_
26	dans	dans	O	_
27	certaines	certain	O	_
28	conditions	condition	O	_
29	d'	de	O	_
30	utilisation	utilisation	O	_
31	du	de	O	_
32	site	site	O	_
33	.	.	O	_


#La version finalisée de cette évaluation détaillée des risques a été déposée fin juin 2002.
1	La	le	O	_
2	version	version	O	_
3	finalisée	finaliser	O	_
4	de	de	O	_
5	cette	ce	O	_
6	évaluation	évaluation	O	_
7	détaillée	détaillé	O	_
8	des	de	O	_
9	risques	risque	O	_
10	a	avoir	O	_
11	été	être	O	_
12	déposée	déposer	O	_
13	fin	fin	O	_
14	juin	juin	O	_
15	2002	2002	O	_
16	.	.	O	_


#Celle-ci conduit à préconiser des travaux de dépollution.
1	Celle	celui	O	_
2	-	-	O	_
3	ci	ci	O	_
4	conduit	conduire	O	_
5	à	à	O	_
6	préconiser	préconiser	O	_
7	des	un	O	_
8	travaux	travail	O	_
9	de	de	O	_
10	dépollution	dépollution	O	_
11	.	.	O	_


#L'arrêté préfectoral encadrant les travaux de dépollution et de surveillance a été pris le 14 mai 2003.
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	encadrant	encadrer	O	_
5	les	le	O	_
6	travaux	travail	O	_
7	de	de	O	_
8	dépollution	dépollution	O	_
9	et	et	O	_
10	de	de	O	_
11	surveillance	surveillance	O	_
12	a	avoir	O	_
13	été	être	O	_
14	pris	prendre	O	_
15	le	le	O	_
16	14	14	O	_
17	mai	mai	O	_
18	2003	2003	O	_
19	.	.	O	_


#Le site est équipé d'ores-et-déjà d'un réseau de surveillance de la qualité des eaux souterraines.
1	Le	le	O	_
2	site	site	O	_
3	est	être	O	_
4	équipé	équiper	O	_
5	d'	de	O	_
6	ores-et-déjà	ores-et-déjà	O	_
7	d'	de	O	_
8	un	un	O	_
9	réseau	réseau	O	_
10	de	de	O	_
11	surveillance	surveillance	O	_
12	de	de	O	_
13	la	le	O	_
14	qualité	qualité	O	_
15	des	de	O	_
16	eaux	eau	O	_
17	souterraines	souterrain	O	_
18	.	.	O	_


#Les investigations réalisées ont montré l'absence de véritable nappe proche de la surface.
1	Les	le	O	_
2	investigations	investigation	O	_
3	réalisées	réaliser	O	_
4	ont	avoir	O	_
5	montré	montrer	O	_
6	l'	le	O	_
7	absence	absence	O	_
8	de	de	O	_
9	véritable	véritable	O	_
10	nappe	nappe	O	_
11	proche	proche	O	_
12	de	de	O	_
13	la	le	O	_
14	surface	surface	O	_
15	.	.	O	_


#Il s'agit plutôt de lentilles d'eau souterraine ponctuelles circonscrites au site et non mobiles.
1	Il	il	O	_
2	s'	se	O	_
3	agit	agir	O	_
4	plutôt	plutôt	O	_
5	de	de	O	_
6	lentilles	lentille	O	_
7	d'	de	O	_
8	eau	eau	O	_
9	souterraine	souterrain	O	_
10	ponctuelles	ponctuel	O	_
11	circonscrites	circonscrire	O	_
12	au	au	O	_
13	site	site	O	_
14	et	et	O	_
15	non	non	O	_
16	mobiles	mobile	O	_
17	.	.	O	_


#Les analyses réalisées ont montré qu'elles sont parfois impactées.
1	Les	le	O	_
2	analyses	analyse	O	_
3	réalisées	réaliser	O	_
4	ont	avoir	O	_
5	montré	montrer	O	_
6	qu'	que	O	_
7	elles	lui	O	_
8	sont	être	O	_
9	parfois	parfois	O	_
10	impactées	impacter	O	_
11	.	.	O	_


#Le bilan de la 1ère phase des travaux, qui a duré de novembre 2003 à avril 2004, est le suivant :
1	Le	le	O	_
2	bilan	bilan	O	_
3	de	de	O	_
4	la	le	O	_
5	1ère	premier	O	_
6	phase	phase	O	_
7	des	de	O	_
8	travaux	travail	O	_
9	,	,	O	_
10	qui	qui	O	_
11	a	avoir	O	_
12	duré	durer	O	_
13	de	de	O	_
14	novembre	novembre	O	_
15	2003	2003	O	_
16	à	à	O	_
17	avril	avril	O	_
18	2004	2004	O	_
19	,	,	O	_
20	est	être	O	_
21	le	le	O	_
22	suivant	suivant	O	_
23	:	:	O	_


#- masse de terres polluées excavées et éliminées en centre agréé : 11 457 tonnes,
1	-	-	O	_
2	masse	masse	O	_
3	de	de	O	_
4	terres	terre	O	_
5	polluées	polluer	O	_
6	excavées	excaver	O	_
7	et	et	O	_
8	éliminées	éliminer	O	_
9	en	en	O	_
10	centre	centre	O	_
11	agréé	agréer	O	_
12	:	:	O	_
13	11	11	O	_
14	457	457	O	_
15	tonnes	tonne	O	_
16	,	,	O	_


#- emprise de la pollution : 1400 m² (au lieu des 1100 estimés initialement),
1	-	-	O	_
2	emprise	emprise	O	_
3	de	de	O	_
4	la	le	O	_
5	pollution	pollution	O	_
6	:	:	O	_
7	1400	1400	O	_
8	m²	m²	O	_
9	(	(	O	_
10	au	au	O	_
11	lieu	lieu	O	_
12	des	de	O	_
13	1100	1100	O	_
14	estimés	estimer	O	_
15	initialement	initialement	O	_
16	)	)	O	_
17	,	,	O	_


#- profondeur maximale des excavations : 8 m (au lieu des 3.5 estimés initialement),
1	-	-	O	_
2	profondeur	profondeur	O	_
3	maximale	maximal	O	_
4	des	de	O	_
5	excavations	excavation	O	_
6	:	:	O	_
7	8	8	O	_
8	m	m	O	_
9	(	(	O	_
10	au	au	O	_
11	lieu	lieu	O	_
12	des	de	O	_
13	3.5	3.5	O	_
14	estimés	estimer	O	_
15	initialement	initialement	O	_
16	)	)	O	_
17	,	,	O	_


#- réseau de suivi : 4 piézomètres sur la nappe perchée et 5 piézomètres sur la nappe des marnes,
1	-	-	O	_
2	réseau	réseau	O	_
3	de	de	O	_
4	suivi	suivi	O	_
5	:	:	O	_
6	4	4	O	_
7	piézomètres	piézomètre	O	_
8	sur	sur	O	_
9	la	le	O	_
10	nappe	nappe	O	_
11	perchée	percher	O	_
12	et	et	O	_
13	5	5	O	_
14	piézomètres	piézomètre	O	_
15	sur	sur	O	_
16	la	le	O	_
17	nappe	nappe	O	_
18	des	de	O	_
19	marnes	marne	O	_
20	,	,	O	_


#S'agissant des teneurs résiduelles en fond de fouille avant remblaiement, l'ensemble des analyses effectuées en fond de la fouille principale respecte les prescriptions de l'arrêté préfectoral de dépollution.
1	S'	se	O	_
2	agissant	agir	O	_
3	des	de	O	_
4	teneurs	teneur	O	_
5	résiduelles	résiduel	O	_
6	en	en	O	_
7	fond	fond	O	_
8	de	de	O	_
9	fouille	fouille	O	_
10	avant	avant	O	_
11	remblaiement	remblaiement	O	_
12	,	,	O	_
13	l'	le	O	_
14	ensemble	ensemble	O	_
15	des	de	O	_
16	analyses	analyse	O	_
17	effectuées	effectuer	O	_
18	en	en	O	_
19	fond	fond	O	_
20	de	de	O	_
21	la	le	O	_
22	fouille	fouille	O	_
23	principale	principal	O	_
24	respecte	respecte	O	_
25	les	le	O	_
26	prescriptions	prescription	O	_
27	de	de	O	_
28	l'	le	O	_
29	arrêté	arrêté	O	_
30	préfectoral	préfectoral	O	_
31	de	de	O	_
32	dépollution	dépollution	O	_
33	.	.	O	_


#La 2ème phase de travaux (suite à une découverte d'une nouvelle poche de pollution) s'est déroulée de février à mars 2005 :
1	La	le	O	_
2	2ème	2èm	O	_
3	phase	phase	O	_
4	de	de	O	_
5	travaux	travail	O	_
6	(	(	O	_
7	suite	suite	O	_
8	à	à	O	_
9	une	un	O	_
10	découverte	découverte	O	_
11	d'	de	O	_
12	une	un	O	_
13	nouvelle	nouveau	O	_
14	poche	poche	O	_
15	de	de	O	_
16	pollution	pollution	O	_
17	)	)	O	_
18	s'	se	O	_
19	est	être	O	_
20	déroulée	dérouler	O	_
21	de	de	O	_
22	février	février	O	_
23	à	à	O	_
24	mars	mars	O	_
25	2005	2005	O	_
26	:	:	O	_


#- masse de terres polluées excavées et éliminées en centre agréé :
1	-	-	O	_
2	masse	masse	O	_
3	de	de	O	_
4	terres	terre	O	_
5	polluées	polluer	O	_
6	excavées	excaver	O	_
7	et	et	O	_
8	éliminées	éliminer	O	_
9	en	en	O	_
10	centre	centre	O	_
11	agréé	agréer	O	_
12	:	:	O	_


#1 060 tonnes,
1	1	1	O	_
2	060	060	O	_
3	tonnes	tonne	O	_
4	,	,	O	_


#- emprise de la pollution : 725 m²,
1	-	-	O	_
2	emprise	emprise	O	_
3	de	de	O	_
4	la	le	O	_
5	pollution	pollution	O	_
6	:	:	O	_
7	725	725	O	_
8	m²	m²	O	_
9	,	,	O	_


#- profondeur maximale des excavations : 8.5 m.
1	-	-	O	_
2	profondeur	profondeur	O	_
3	maximale	maximal	O	_
4	des	de	O	_
5	excavations	excavation	O	_
6	:	:	O	_
7	8.5	8.5	O	_
8	m.	m.	O	_


#Comme pour la 1ère phase de chantier, l'ensemble des analyses effectuées en fond de la fouille respecte les prescriptions de l'arrêté préfectoral de dépollution.
1	Comme	comme	O	_
2	pour	pour	O	_
3	la	le	O	_
4	1ère	premier	O	_
5	phase	phase	O	_
6	de	de	O	_
7	chantier	chantier	O	_
8	,	,	O	_
9	l'	le	O	_
10	ensemble	ensemble	O	_
11	des	de	O	_
12	analyses	analyse	O	_
13	effectuées	effectuer	O	_
14	en	en	O	_
15	fond	fond	O	_
16	de	de	O	_
17	la	le	O	_
18	fouille	fouille	O	_
19	respecte	respecte	O	_
20	les	le	O	_
21	prescriptions	prescription	O	_
22	de	de	O	_
23	l'	le	O	_
24	arrêté	arrêté	O	_
25	préfectoral	préfectoral	O	_
26	de	de	O	_
27	dépollution	dépollution	O	_
28	.	.	O	_


#La mise à jour de l'EDR qui était jointe au dossier de récolement de ces travaux répondait aux prescriptions de l'arrêté préfectoral mais en se basant uniquement sur un usage futur de type industriel, commercial ou tertiaire.
1	La	le	O	_
2	mise	mise	O	_
3	à	à	O	_
4	jour	jour	O	_
5	de	de	O	_
6	l'	le	O	_
7	EDR	edr	O	_
8	qui	qui	O	_
9	était	être	O	_
10	jointe	joindre	O	_
11	au	au	O	_
12	dossier	dossier	O	_
13	de	de	O	_
14	récolement	récolement	O	_
15	de	de	O	_
16	ces	ce	O	_
17	travaux	travail	O	_
18	répondait	répondre	O	_
19	aux	à	O	_
20	prescriptions	prescription	O	_
21	de	de	O	_
22	l'	le	O	_
23	arrêté	arrêté	O	_
24	préfectoral	préfectoral	O	_
25	mais	mais	O	_
26	en	en	O	_
27	se	se	O	_
28	basant	baser	O	_
29	uniquement	uniquement	O	_
30	sur	sur	O	_
31	un	un	O	_
32	usage	usage	O	_
33	futur	futur	O	_
34	de	de	O	_
35	type	type	O	_
36	industriel	industriel	O	_
37	,	,	O	_
38	commercial	commercial	O	_
39	ou	ou	O	_
40	tertiaire	tertiaire	O	_
41	.	.	O	_


#Compte tenu des projets de logements sur une partie des terrains, l'exploitant a déposé le 5 octobre 2006 un dossier complémentaire comprenant un complément d'EDR tenant compte du futur usage finalement prévu sur la bande nord-ouest du terrain, à savoir des logements collectifs et le dossier de demande de SUP prescrit par l'arrêté préfectoral.
1	Compte	compte	O	_
2	tenu	tenir	O	_
3	des	de	O	_
4	projets	projet	O	_
5	de	de	O	_
6	logements	logement	O	_
7	sur	sur	O	_
8	une	un	O	_
9	partie	partie	O	_
10	des	de	O	_
11	terrains	terrain	O	_
12	,	,	O	_
13	l'	le	O	_
14	exploitant	exploitant	O	_
15	a	avoir	O	_
16	déposé	déposer	O	_
17	le	le	O	_
18	5	5	O	_
19	octobre	octobre	O	_
20	2006	2006	O	_
21	un	un	O	_
22	dossier	dossier	O	_
23	complémentaire	complémentaire	O	_
24	comprenant	comprendre	O	_
25	un	un	O	_
26	complément	complément	O	_
27	d'	de	O	_
28	EDR	edr	O	_
29	tenant	tenir	O	_
30	compte	compte	O	_
31	du	de	O	_
32	futur	futur	O	_
33	usage	usage	O	_
34	finalement	finalement	O	_
35	prévu	prévoir	O	_
36	sur	sur	O	_
37	la	le	O	_
38	bande	bande	O	_
39	nord-ouest	nord-ouest	O	_
40	du	de	O	_
41	terrain	terrain	O	_
42	,	,	O	_
43	à	à	O	_
44	savoir	savoir	O	_
45	des	un	O	_
46	logements	logement	O	_
47	collectifs	collectif	O	_
48	et	et	O	_
49	le	le	O	_
50	dossier	dossier	O	_
51	de	de	O	_
52	demande	demande	O	_
53	de	de	O	_
54	SUP	sup	O	_
55	prescrit	prescrire	O	_
56	par	par	O	_
57	l'	le	O	_
58	arrêté	arrêté	O	_
59	préfectoral	préfectoral	O	_
60	.	.	O	_


#Sur la base de tous ces éléments, le PV de récolement a été dressé le 16 novembre 2006.
1	Sur	sur	O	_
2	la	le	O	_
3	base	base	O	_
4	de	de	O	_
5	tous	tout	O	_
6	ces	ce	O	_
7	éléments	élément	O	_
8	,	,	O	_
9	le	le	O	_
10	PV	pv	O	_
11	de	de	O	_
12	récolement	récolement	O	_
13	a	avoir	O	_
14	été	être	O	_
15	dressé	dresser	O	_
16	le	le	O	_
17	16	16	O	_
18	novembre	novembre	O	_
19	2006	2006	O	_
20	.	.	O	_


#S'agissant des analyses d'eau souterraine, le suivi piézométrique (en grande partie commun avec celui de Pfizer) a montré une stabilité des teneurs (celles-ci semblent évoluer en fonction de la pluviométrie : pour la nappe superficielle, les teneurs se dégradent légèrement en période de basses eaux et s'améliorent en période de hautes eaux.
1	S'	se	O	_
2	agissant	agir	O	_
3	des	de	O	_
4	analyses	analyse	O	_
5	d'	de	O	_
6	eau	eau	O	_
7	souterraine	souterrain	O	_
8	,	,	O	_
9	le	le	O	_
10	suivi	suivi	O	_
11	piézométrique	piézométrique	O	_
12	(	(	O	_
13	en	en	O	_
14	grande	grand	O	_
15	partie	partie	O	_
16	commun	commun	O	_
17	avec	avec	O	_
18	celui	celui	O	_
19	de	de	O	_
20	Pfizer	Pfizer	EI	_
21	)	)	O	_
22	a	avoir	O	_
23	montré	montrer	O	_
24	une	un	O	_
25	stabilité	stabilité	O	_
26	des	de	O	_
27	teneurs	teneur	O	_
28	(	(	O	_
29	celles-ci	celui-ci	O	_
30	semblent	sembler	O	_
31	évoluer	évoluer	O	_
32	en	en	O	_
33	fonction	fonction	O	_
34	de	de	O	_
35	la	le	O	_
36	pluviométrie	pluviométrie	O	_
37	:	:	O	_
38	pour	pour	O	_
39	la	le	O	_
40	nappe	nappe	O	_
41	superficielle	superficiel	O	_
42	,	,	O	_
43	les	le	O	_
44	teneurs	teneur	O	_
45	se	se	O	_
46	dégradent	dégrader	O	_
47	légèrement	légèrement	O	_
48	en	en	O	_
49	période	période	O	_
50	de	de	O	_
51	basses	bas	O	_
52	eaux	eau	O	_
53	et	et	O	_
54	s'	se	O	_
55	améliorent	améliorer	O	_
56	en	en	O	_
57	période	période	O	_
58	de	de	O	_
59	hautes	haut	O	_
60	eaux	eau	O	_
61	.	.	O	_


#Le même phénomène se produit pour la nappe des marnes).
1	Le	le	O	_
2	même	même	O	_
3	phénomène	phénomène	O	_
4	se	se	O	_
5	produit	produire	O	_
6	pour	pour	O	_
7	la	le	O	_
8	nappe	nappe	O	_
9	des	de	O	_
10	marnes	marne	O	_
11	)	)	O	_
12	.	.	O	_


#Ce suivi a été arrêté suite à la campagne de prélèvement de décembre 2007.
1	Ce	ce	O	_
2	suivi	suivi	O	_
3	a	avoir	O	_
4	été	être	O	_
5	arrêté	arrêter	O	_
6	suite	suite	O	_
7	à	à	O	_
8	la	le	O	_
9	campagne	campagne	O	_
10	de	de	O	_
11	prélèvement	prélèvement	O	_
12	de	de	O	_
13	décembre	décembre	O	_
14	2007	2007	O	_
15	.	.	O	_


#Les teneurs mesurées ont servi de paramètre d'entrée des EDR (pour le risque d'inhalation par dégazage), étant entendu que des servitudes interdiront tout usage des eaux souterraines.
1	Les	le	O	_
2	teneurs	teneur	O	_
3	mesurées	mesurer	O	_
4	ont	avoir	O	_
5	servi	servir	O	_
6	de	de	O	_
7	paramètre	paramètre	O	_
8	d'	de	O	_
9	entrée	entrée	O	_
10	des	de	O	_
11	EDR	edr	O	_
12	(	(	O	_
13	pour	pour	O	_
14	le	le	O	_
15	risque	risque	O	_
16	d'	de	O	_
17	inhalation	inhalation	O	_
18	par	par	O	_
19	dégazage	dégazage	O	_
20	)	)	O	_
21	,	,	O	_
22	étant	être	O	_
23	entendu	entendre	O	_
24	que	que	O	_
25	des	un	O	_
26	servitudes	servitude	O	_
27	interdiront	interdire	O	_
28	tout	tout	O	_
29	usage	usage	O	_
30	des	de	O	_
31	eaux	eau	O	_
32	souterraines	souterrain	O	_
33	.	.	O	_


#La société SANOFI a déposé conformément aux dispositions de l'arrêté préfectoral de mai 2003 un dossier de servitudes d'utilité publique (SUP) qui a été intégré dans le cadre de la démarche globale de la ville de MASSY sur le quartier des Champs Ronds.
1	La	le	BI	_
2	société	société	II	_
3	SANOFI	SANOFI	EI	_
4	a	avoir	O	_
5	déposé	déposer	O	_
6	conformément	conformément	O	_
7	aux	à	O	_
8	dispositions	disposition	O	_
9	de	de	O	_
10	l'	le	O	_
11	arrêté	arrêté	O	_
12	préfectoral	préfectoral	O	_
13	de	de	O	_
14	mai	mai	O	_
15	2003	2003	O	_
16	un	un	O	_
17	dossier	dossier	O	_
18	de	de	O	_
19	servitudes	servitude	O	_
20	d'	de	O	_
21	utilité	utilité	O	_
22	publique	public	O	_
23	(	(	O	_
24	SUP	sup	O	_
25	)	)	O	_
26	qui	qui	O	_
27	a	avoir	O	_
28	été	être	O	_
29	intégré	intégrer	O	_
30	dans	dans	O	_
31	le	le	O	_
32	cadre	cadre	O	_
33	de	de	O	_
34	la	le	O	_
35	démarche	démarche	O	_
36	globale	global	O	_
37	de	de	O	_
38	la	le	O	_
39	ville	ville	O	_
40	de	de	O	_
41	MASSY	MASSY	O	_
42	sur	sur	O	_
43	le	le	O	_
44	quartier	quartier	O	_
45	des	de	O	_
46	Champs	champ	O	_
47	Ronds	rond	O	_
48	.	.	O	_


#Le projet d'arrêté instituant les SUP a été présenté en CODERST le 6 juillet 2009.
1	Le	le	O	_
2	projet	projet	O	_
3	d'	de	O	_
4	arrêté	arrêté	O	_
5	instituant	instituer	O	_
6	les	le	O	_
7	SUP	sup	O	_
8	a	avoir	O	_
9	été	être	O	_
10	présenté	présenter	O	_
11	en	en	O	_
12	CODERST	CODERST	O	_
13	le	le	O	_
14	6	6	O	_
15	juillet	juillet	O	_
16	2009	2009	O	_
17	.	.	O	_


#L'arrêté préfectoral est en cours de signature.
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	est	être	O	_
5	en	en	O	_
6	cours	cours	O	_
7	de	de	O	_
8	signature	signature	O	_
9	.	.	O	_


#Les derniers ouvrages de surveillance de la qualité des eaux souterraines ont fait l'objet d'un comblement ou démantélement entre septembre 2008 et juillet 2009.
1	Les	le	O	_
2	derniers	dernier	O	_
3	ouvrages	ouvrage	O	_
4	de	de	O	_
5	surveillance	surveillance	O	_
6	de	de	O	_
7	la	le	O	_
8	qualité	qualité	O	_
9	des	de	O	_
10	eaux	eau	O	_
11	souterraines	souterrain	O	_
12	ont	avoir	O	_
13	fait	faire	O	_
14	l'	le	O	_
15	objet	objet	O	_
16	d'	de	O	_
17	un	un	O	_
18	comblement	comblement	O	_
19	ou	ou	O	_
20	démantélement	démantélement	O	_
21	entre	entre	O	_
22	septembre	septembre	O	_
23	2008	2008	O	_
24	et	et	O	_
25	juillet	juillet	O	_
26	2009	2009	O	_
27	.	.	O	_


#En effet, compte-tenu des éléments présentés, l'inspection des installations classées et les services de la préfecture ont confirmé le 1er septembre 2008 à la société que la surveillance pouvait être arrêtée.
1	En	en	O	_
2	effet	effet	O	_
3	,	,	O	_
4	compte-tenu	compte-tenu	O	_
5	des	de	O	_
6	éléments	élément	O	_
7	présentés	présenter	O	_
8	,	,	O	_
9	l'	le	O	_
10	inspection	inspection	O	_
11	des	de	O	_
12	installations	installation	O	_
13	classées	classer	O	_
14	et	et	O	_
15	les	le	BI	_
16	services	service	II	_
17	de	de	II	_
18	la	le	II	_
19	préfecture	préfecture	EI	_
20	ont	avoir	O	_
21	confirmé	confirmer	O	_
22	le	le	O	_
23	1er	premier	O	_
24	septembre	septembre	O	_
25	2008	2008	O	_
26	à	à	O	_
27	la	le	O	_
28	société	société	O	_
29	que	que	O	_
30	la	le	O	_
31	surveillance	surveillance	O	_
32	pouvait	pouvoir	O	_
33	être	être	O	_
34	arrêtée	arrêter	O	_
35	.	.	O	_


#La société PFIZER a communiqué le 10 juillet 2009 un bilan des travaux menés sur les ouvrages identifiés sur les sites PFIZER et SANOFI.
1	La	le	BI	_
2	société	société	II	_
3	PFIZER	PFIZER	EI	_
4	a	avoir	O	_
5	communiqué	communiquer	O	_
6	le	le	O	_
7	10	10	O	_
8	juillet	juillet	O	_
9	2009	2009	O	_
10	un	un	O	_
11	bilan	bilan	O	_
12	des	de	O	_
13	travaux	travail	O	_
14	menés	mener	O	_
15	sur	sur	O	_
16	les	le	O	_
17	ouvrages	ouvrage	O	_
18	identifiés	identifier	O	_
19	sur	sur	O	_
20	les	le	O	_
21	sites	site	O	_
22	PFIZER	PFIZER	EI	_
23	et	et	O	_
24	SANOFI	SANOFI	EI	_
25	.	.	O	_


#Les services de la préfecture ont confirmé à la société qu'elle avait répondu à la demande de 2008 (relative au comblement des ouvrages) par courrier du 30 juin 2010.
1	Les	le	BI	_
2	services	service	II	_
3	de	de	II	_
