
#69.0238
#Fondé en 1905, l'industriel lyonnais a successivement évolué dans le giron de Schneider Electric et de Siemens, avant de gagner son indépendance en 2006, avec l'aide de l'investisseur américain AIAC.
1	Fondé	fonder	O	_
23	hydrocarbures	hydrocarbure	BS	_
24	surnageant	surnager	O	_
25	sur	sur	O	_
26	la	le	O	_
27	nappe	nappe	O	_
28	.	.	O	_


#La présence dans ce surnageant de PCB a été noté en juin 2000, à l'occasion de la foration du piézomètre PO13  (0.4 mg/l d'hydrocarbure de PCB Arochlor 1260).
1	La	le	O	_
2	présence	présence	O	_
3	dans	dans	O	_
4	ce	ce	O	_
5	surnageant	surnageant	BU	_
6	de	de	O	_
7	PCB	PCB	BS	_
8	a	avoir	O	_
9	été	être	O	_
10	noté	noter	O	_
11	en	en	O	_
12	juin	juin	O	_
13	2000	2000	O	_
14	,	,	O	_
15	à	à	O	_
16	l'	le	O	_
17	occasion	occasion	O	_
18	de	de	O	_
19	la	le	O	_
20	foration	foration	O	_
21	du	de	O	_
22	piézomètre	piézomètre	O	_
23	PO13	po13	O	_
24	 	 	O	_
25	(	(	O	_
26	0.4	0.4	O	_
27	mg	milligramme	O	_
28	/	sur	O	_
29	l	l	O	_
30	d'	de	BS	_
31	hydrocarbure	hydrocarbure	BS	_
32	de	de	BS	_
33	PCB	pcb	BS	_
34	Arochlor	Arochlor	BS	_
35	1260	1260	BS	_
36	)	)	O	_
37	.	.	O	_


#Un écrémage a alors été mis en place dans ce piézomètre PO13.
1	Un	un	O	_
2	écrémage	écrémage	O	_
3	a	avoir	O	_
4	alors	alors	O	_
5	été	être	O	_
6	mis	mettre	O	_
7	en	en	O	_
8	place	place	O	_
9	dans	dans	O	_
10	ce	ce	O	_
11	piézomètre	piézomètre	O	_
12	PO13	po13	O	_
13	.	.	O	_


#Les études réalisées sont les suivantes :
1	Les	le	O	_
2	études	étude	O	_
3	réalisées	réaliser	O	_
4	sont	être	O	_
5	les	le	O	_
6	suivantes	suivant	O	_
7	:	:	O	_


#- 2002 : étude historique et documentaire puis ESR selon la méthodologie de l’époque (étape A et
1	-	-	O	_
2	2002	2002	O	_
3	:	:	O	_
4	étude	étude	O	_
5	historique	historique	O	_
6	et	et	O	_
7	documentaire	documentaire	O	_
8	puis	puis	O	_
9	ESR	esr	O	_
10	selon	selon	O	_
11	la	le	O	_
12	méthodologie	méthodologie	O	_
13	de	de	O	_
14	l’	l’	O	_
15	époque	époque	O	_
16	(	(	O	_
17	étape	étape	O	_
18	A	a	O	_
19	et	et	O	_


#notation ESR - rapport n°AZ1600-1, révision du 14/08/02, CSD Ingénieurs) ;
1	notation	notation	O	_
2	ESR	esr	O	_
3	-	-	O	_
4	rapport	rapport	O	_
5	n°	numéro	O	_
6	AZ1600	az1600	O	_
7	-	-	O	_
8	1	1	O	_
9	,	,	O	_
10	révision	révision	O	_
11	du	de	O	_
12	14/08/02	14/08/02	O	_
13	,	,	O	_
14	CSD	CSD	II	_
15	Ingénieurs	ingénieur	EI	_
16	)	)	O	_
17	;	;	O	_


#- 2006 : rapport n°AEPLC6052-RT01 de Vérification d’étanchéité des réseaux et cuves de stockage ATOS, juin 2006
1	-	-	O	_
2	2006	2006	O	_
3	:	:	O	_
4	rapport	rapport	O	_
5	n°	numéro	O	_
6	AEPLC6052-RT01	aeplc6052-rt01	O	_
7	de	de	O	_
8	Vérification	vérification	O	_
9	d’	d’	O	_
10	étanchéité	étanchéité	O	_
11	des	de	O	_
12	réseaux	réseau	O	_
13	et	et	O	_
14	cuves	cuve	BD	_
15	de	de	ED	_
16	stockage	stockage	ED	_
17	ATOS	ATOS	EI	_
18	,	,	O	_
19	juin	juin	O	_
20	2006	2006	O	_


#- 2009 :
1	-	-	O	_
2	2009	2009	O	_
3	:	:	O	_


#o diagnostic environnemental approfondi (rapport LY3374.100, 23/06/09, CSD Ingénieurs) ;
1	o	o	O	_
2	diagnostic	diagnostic	O	_
3	environnemental	environnemental	O	_
4	approfondi	approfondi	O	_
5	(	(	O	_
6	rapport	rapport	O	_
7	LY3374.100	ly3374.100	O	_
8	,	,	O	_
9	23/06/09	23/06/09	O	_
10	,	,	O	_
11	CSD	CSD	BI	_
12	Ingénieurs	ingénieur	EI	_
13	)	)	O	_
14	;	;	O	_


#o étude de vulnérabilité (rapport LY3374.101, 22/09/09, CSD Ingénieurs) ;
1	o	o	O	_
2	étude	étude	O	_
3	de	de	O	_
4	vulnérabilité	vulnérabilité	O	_
5	(	(	O	_
6	rapport	rapport	O	_
7	LY3374.101	ly3374.101	O	_
8	,	,	O	_
9	22/09/09	22/09/09	O	_
10	,	,	O	_
11	CSD	csd	BI	_
12	Ingénieurs	ingénieur	EI	_
13	)	)	O	_
14	;	;	O	_


#o suivi de la qualité des eaux souterraines - campagne de décembre 2009 (LY3374.103,25/01/10, CSD Ingénieurs) ;
1	o	o	O	_
2	suivi	suivi	O	_
3	de	de	O	_
4	la	le	O	_
5	qualité	qualité	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	-	-	O	_
10	campagne	campagne	O	_
11	de	de	O	_
12	décembre	décembre	O	_
13	2009	2009	O	_
14	(	(	O	_
15	LY3374.103,25/01/10	ly3374.103,25/01/10	O	_
16	,	,	O	_
17	CSD	CSD	BI	_
18	Ingénieurs	ingénieur	EI	_
19	)	)	O	_
20	;	;	O	_


#- 2010 :
1	-	-	O	_
2	2010	2010	O	_
3	:	:	O	_


#o premier plan de gestion du site (rapport LY3374.104, 07/09/10, CSD Ingénieurs) ;
1	o	o	O	_
2	premier	premier	O	_
3	plan	plan	O	_
4	de	de	O	_
5	gestion	gestion	O	_
6	du	de	O	_
7	site	site	O	_
8	(	(	O	_
9	rapport	rapport	O	_
10	LY3374.104	ly3374.104	O	_
11	,	,	O	_
12	07/09/10	07/09/10	O	_
13	,	,	O	_
14	CSD	csd	BI	_
15	Ingénieurs	ingénieur	EI	_
16	)	)	O	_
17	;	;	O	_


#o essai de pompage en PO17 (Compte rendu de fin de traitement des eaux d’essai de
1	o	o	O	_
2	essai	essai	O	_
3	de	de	O	_
4	pompage	pompage	O	_
5	en	en	O	_
6	PO17	po17	O	_
7	(	(	O	_
8	Compte	compte	O	_
9	rendu	rendre	O	_
10	de	de	O	_
11	fin	fin	O	_
12	de	de	O	_
13	traitement	traitement	O	_
14	des	de	O	_
15	eaux	eau	O	_
16	d’	d’	O	_
17	essai	essai	O	_
18	de	de	O	_


#pompage, Affaire 14 10 0007 Rapport Version01 du 06/05/2010, GRS Valtech),
1	pompage	pompage	O	_
2	,	,	O	_
3	Affaire	affaire	O	_
4	14	14	O	_
5	10	10	O	_
6	0007	0007	O	_
7	Rapport	rapport	O	_
8	Version01	Version01	O	_
9	du	de	O	_
10	06/05/2010	06/05/2010	O	_
11	,	,	O	_
12	GRS	GRS	O	_
13	Valtech	Valtech	O	_
14	)	)	O	_
15	,	,	O	_


#- 2011 : suivi de la qualité des eaux souterraines, campagne de février 2011 (rapport LY3374.105, 01/04/2011, CSD Ingénieurs) ;
1	-	-	O	_
2	2011	2011	O	_
3	:	:	O	_
4	suivi	suivi	O	_
5	de	de	O	_
6	la	le	O	_
7	qualité	qualité	O	_
8	des	de	O	_
9	eaux	eau	O	_
10	souterraines	souterrain	O	_
11	,	,	O	_
12	campagne	campagne	O	_
13	de	de	O	_
14	février	février	O	_
15	2011	2011	O	_
16	(	(	O	_
17	rapport	rapport	O	_
18	LY3374.105	ly3374.105	O	_
19	,	,	O	_
20	01/04/2011	01/04/2011	O	_
21	,	,	O	_
22	CSD	csd	EI	_
23	Ingénieurs	ingénieur	EI	_
24	)	)	O	_
25	;	;	O	_


#- 2012 :
1	-	-	O	_
2	2012	2012	O	_
3	:	:	O	_


#o essai pilote de dépollution en janvier/février (rapport d’essai pilote V1, affaire 14110034
1	o	o	O	_
2	essai	essai	O	_
3	pilote	pilot	O	_
4	de	de	O	_
5	dépollution	dépollution	O	_
6	en	en	O	_
7	janvier	janvier	O	_
8	/	/	O	_
9	février	février	O	_
10	(	(	O	_
11	rapport	rapport	O	_
12	d’	d’	O	_
13	essai	essai	O	_
14	pilote	pilote	O	_
15	V1	v1	O	_
16	,	,	O	_
17	affaire	affaire	O	_
18	14110034	14110034	O	_


#GRS valtech du 22/05/2012) ;
1	GRS	GRS	O	_
2	valtech	valtech	O	_
3	du	de	O	_
4	22/05/2012	22/05/2012	O	_
5	)	)	O	_
6	;	;	O	_


#o suivi de la qualité des eaux souterraines et de l’air ambiant, campagne d’aout 2012
1	o	o	O	_
2	suivi	suivi	O	_
3	de	de	O	_
4	la	le	O	_
5	qualité	qualité	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	et	et	O	_
10	de	de	O	_
11	l’	l’	O	_
12	air	air	O	_
13	ambiant	ambiant	O	_
14	,	,	O	_
15	campagne	campagne	O	_
16	d’	d’	O	_
17	aout	aout	O	_
18	2012	2012	O	_


#(rapport LY3374.107, 11/09/2012, CSD Ingénieurs) ;
1	(	(	O	_
2	rapport	rapport	O	_
3	LY3374.107	ly3374.107	O	_
4	,	,	O	_
5	11/09/2012	11/09/2012	O	_
6	,	,	O	_
7	CSD	CSD	II	_
8	Ingénieurs	ingénieur	EI	_
9	)	)	O	_
10	;	;	O	_


#o suivi de la qualité des eaux souterraines, campagne de novembre 2012 (rapport LY3374.105, 18/12/2012, CSD Ingénieurs) ;
1	o	o	O	_
2	suivi	suivi	O	_
3	de	de	O	_
4	la	le	O	_
5	qualité	qualité	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	,	,	O	_
10	campagne	campagne	O	_
11	de	de	O	_
12	novembre	novembre	O	_
13	2012	2012	O	_
14	(	(	O	_
15	rapport	rapport	O	_
16	LY3374.105	ly3374.105	O	_
17	,	,	O	_
18	18/12/2012	18/12/2012	O	_
19	,	,	O	_
20	CSD	csd	BI	_
21	Ingénieurs	ingénieur	EI	_
22	)	)	O	_
23	;	;	O	_


#- 2013 :
1	-	-	O	_
2	2013	2013	O	_
3	:	:	O	_


#o suivi de la qualité des eaux souterraines, campagne de février 2013 (rapport LY3374.105,15/03/2013, CSD Ingénieurs).
1	o	o	O	_
2	suivi	suivi	O	_
3	de	de	O	_
4	la	le	O	_
5	qualité	qualité	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	,	,	O	_
10	campagne	campagne	O	_
11	de	de	O	_
12	février	février	O	_
13	2013	2013	O	_
14	(	(	O	_
15	rapport	rapport	O	_
16	LY3374.105,15/03/2013	ly3374.105,15/03/2013	O	_
17	,	,	O	_
18	CSD	csd	BI	_
19	Ingénieurs	ingénieur	EI	_
20	)	)	O	_
21	.	.	O	_


#o visite d'inspection du 20 juin 2013;
1	o	o	O	_
2	visite	visite	O	_
3	d'	de	O	_
4	inspection	inspection	O	_
5	du	de	O	_
6	20	20	O	_
7	juin	juin	O	_
8	2013	2013	O	_
9	;	;	O	_


#o plan de gestion du site (rapport LY03374.106 / Emission du 24/09/2013)
1	o	o	O	_
2	plan	plan	O	_
3	de	de	O	_
4	gestion	gestion	O	_
5	du	de	O	_
6	site	site	O	_
7	(	(	O	_
8	rapport	rapport	O	_
9	LY03374.106	ly03374.106	O	_
10	/	/	O	_
11	Emission	emission	O	_
12	du	de	O	_
13	24/09/2013	24/09/2013	O	_
14	)	)	O	_


#-2015
1	-2015	-2015	O	_


#o visite d'inspection du 20 janvier 2015
1	o	o	O	_
2	visite	visite	O	_
3	d'	de	O	_
4	inspection	inspection	O	_
5	du	de	O	_
6	20	20	O	_
7	janvier	janvier	O	_
8	2015	2015	O	_


#Les principales zones de sols impactés se trouvent dans des zones primordiales de l’activité, puisqu’il s’agit du séchage des phases de transformateurs, du montage et la plateforme d’essais.
1	Les	le	O	_
2	principales	principal	O	_
3	zones	zone	O	_
4	de	de	O	_
5	sols	sol	O	_
6	impactés	impacter	O	_
7	se	se	O	_
8	trouvent	trouver	O	_
9	dans	dans	O	_
10	des	un	O	_
11	zones	zone	O	_
12	primordiales	primordial	O	_
13	de	de	O	_
14	l’	l’	O	_
15	activité	activité	O	_
16	,	,	O	_
17	puisqu’	puisqu’	O	_
18	il	il	O	_
19	s’	s’	O	_
20	agit	agir	O	_
21	du	de	O	_
22	séchage	séchage	O	_
23	des	de	O	_
24	phases	phase	O	_
25	de	de	O	_
26	transformateurs	transformateur	O	_
27	,	,	O	_
28	du	de	O	_
29	montage	montage	O	_
30	et	et	O	_
31	la	le	O	_
32	plateforme	plateforme	O	_
33	d’	d’	O	_
34	essais	essai	O	_
35	.	.	O	_


#Les plus fortes anomalies en PCB sont relevées :
1	Les	le	O	_
2	plus	plus	O	_
3	fortes	fort	O	_
4	anomalies	anomalie	O	_
5	en	en	O	_
6	PCB	pcb	BS	_
7	sont	être	O	_
8	relevées	relever	O	_
9	:	:	O	_


#- au droit de zones ayant fait ou faisant l’objet de mauvaises conditions de stockages ou d’imperméabilisation de surface dans le premier mètre de sol : parc à cuve (460 mg/kg en PCB dans le premier mètre), dalle au droit de S9 ;
1	-	-	O	_
2	au	au	O	_
3	droit	droit	O	_
4	de	de	O	_
5	zones	zone	O	_
6	ayant	avoir	O	_
7	fait	faire	O	_
8	ou	ou	O	_
9	faisant	faire	O	_
10	l’	l’	O	_
11	objet	objet	O	_
12	de	de	O	_
13	mauvaises	mauvais	O	_
14	conditions	condition	O	_
15	de	de	O	_
16	stockages	stockage	O	_
17	ou	ou	O	_
18	d’	d’	O	_
19	imperméabilisation	imperméabilisation	O	_
20	de	de	O	_
21	surface	surface	O	_
22	dans	dans	O	_
23	le	le	O	_
24	premier	premier	O	_
25	mètre	mètre	O	_
26	de	de	O	_
27	sol	sol	O	_
28	:	:	O	_
29	parc	parc	O	_
30	à	à	O	_
31	cuve	cuve	O	_
32	(	(	O	_
33	460	460	O	_
34	mg	milligramme	O	_
35	/	sur	O	_
36	kg	kilogramme	O	_
37	en	en	O	_
38	PCB	pcb	BS	_
39	dans	dans	O	_
40	le	le	O	_
41	premier	premier	O	_
42	mètre	mètre	O	_
43	)	)	O	_
44	,	,	O	_
45	dalle	dalle	O	_
46	au	au	O	_
47	droit	droit	O	_
48	de	de	O	_
49	S9	s9	O	_
50	;	;	O	_


#- au droit de zones ayant fait l’objet d’accidents d’exploitation déversement, fuites – i.e. autoclave (S11, 32 mg/kg de PCB), cuve de trempe, canalisations fuyardes (S17, 350 mg/kg dans le premier mètre), ….
1	-	-	O	_
2	au	au	O	_
3	droit	droit	O	_
4	de	de	O	_
5	zones	zone	O	_
6	ayant	avoir	O	_
7	fait	faire	O	_
8	l’	l’	O	_
9	objet	objet	O	_
10	d’	d’	O	_
11	accidents	accident	O	_
12	d’	d’	O	_
13	exploitation	exploitation	O	_
14	déversement	déversement	O	_
15	,	,	O	_
16	fuites	fuite	O	_
17	–	–	O	_
18	i.e	i.e	O	_
19	.	.	O	_
20	autoclave	autoclave	O	_
21	(	(	O	_
22	S11	s11	O	_
23	,	,	O	_
24	32	32	O	_
25	mg	milligramme	O	_
26	/	sur	O	_
27	kg	kilogramme	O	_
28	de	de	O	_
29	PCB	pcb	BS	_
30	)	)	O	_
31	,	,	O	_
32	cuve	cuve	O	_
33	de	de	O	_
34	trempe	trempe	O	_
35	,	,	O	_
36	canalisations	canalisation	O	_
37	fuyardes	fuyard	O	_
38	(	(	O	_
39	S17	s17	O	_
40	,	,	O	_
41	350	350	O	_
42	mg	milligramme	O	_
43	/	sur	O	_
44	kg	kilogramme	O	_
45	dans	dans	O	_
46	le	le	O	_
47	premier	premier	O	_
48	mètre	mètre	O	_
49	)	)	O	_
50	,	,	O	_
51	…	…	O	_
52	.	.	O	_


#- au droit des anciens tènement Coignet (S14, 450 mg/kg de PCB dans les sols de surface).
1	-	-	O	_
2	au	au	O	_
3	droit	droit	O	_
4	des	de	O	_
5	anciens	ancien	O	_
6	tènement	tènement	O	_
7	Coignet	Coignet	O	_
8	(	(	O	_
9	S14	s14	BS	_
10	,	,	O	_
11	450	450	O	_
12	mg	milligramme	O	_
13	/	sur	O	_
14	kg	kilogramme	O	_
15	de	de	O	_
16	PCB	pcb	BS	_
17	dans	dans	O	_
18	les	le	O	_
19	sols	sol	O	_
20	de	de	O	_
21	surface	surface	O	_
22	)	)	O	_
23	.	.	O	_


#L’impact des activités de JST Transformateurs sur la qualité des eaux souterraines est avéré ; il se caractérise par la présence des PCB, de fluorène, d’hydrocarbures légers et de quelques chlorobenzènes au droit et en aval du site et se traduit par la présence d'une phase de surnageant dans les eaux souterraines sous forme d'une lentille sur site et hors site.
1	L’	l’	O	_
2	impact	impact	O	_
3	des	de	O	_
4	activités	activité	O	_
5	de	de	O	_
6	JST	JST	II	_
