
#67.0104
#Terril situé sur l'ancien siège Daniel Mieg de l'ancienne exploitation pétrolière de Pechelbronn, à proximité des puits III et VII.
1	Terril	Terril	O	_
20	(	(	O	_
21	résidus	résidu	O	_
22	d'	de	O	_
23	hydrocarbures	hydrocarbure	BS	_
24	)	)	O	_
25	dont	dont	O	_
26	l'	le	O	_
27	ampleur	ampleur	O	_
28	est	être	O	_
29	difficilement	difficilement	O	_
30	estimable	estimable	O	_
31	.	.	O	_


#Un projet de stabilisation: terrassement et drainage a été mené.
1	Un	un	O	_
2	projet	projet	O	_
3	de	de	O	_
4	stabilisation	stabilisation	O	_
5	:	:	O	_
6	terrassement	terrassement	O	_
7	et	et	O	_
8	drainage	drainage	O	_
9	a	avoir	O	_
10	été	être	O	_
11	mené	mener	O	_
12	.	.	O	_


#La Dinem a organisé une réunion de présentation du scénario de réhabilitation du terril de Gunstett.
1	La	le	BI	_
2	Dinem	Dinem	EI	_
3	a	avoir	O	_
4	organisé	organiser	O	_
5	une	un	O	_
6	réunion	réunion	O	_
7	de	de	O	_
8	présentation	présentation	O	_
9	du	de	O	_
10	scénario	scénario	O	_
11	de	de	O	_
12	réhabilitation	réhabilitation	O	_
13	du	de	O	_
14	terril	terril	O	_
15	de	de	O	_
16	Gunstett	Gunstett	O	_
17	.	.	O	_


#Lors de celle-ci a été demandé qu'au delà de l'étude détaillée des scénarios de réhabilitation du terril, une présentation du contexte géologique et hydrogéologique du secteur soit particulièrement développée.
1	Lors	lors	O	_
2	de	de	O	_
3	celle-ci	celui-ci	O	_
4	a	avoir	O	_
5	été	être	O	_
6	demandé	demander	O	_
7	qu'	que	O	_
8	au	au	O	_
9	delà	delà	O	_
10	de	de	O	_
11	l'	le	O	_
12	étude	étude	O	_
13	détaillée	détaillé	O	_
14	des	de	O	_
15	scénarios	scénario	O	_
16	de	de	O	_
17	réhabilitation	réhabilitation	O	_
18	du	de	O	_
19	terril	terril	O	_
20	,	,	O	_
21	une	un	O	_
22	présentation	présentation	O	_
23	du	de	O	_
24	contexte	contexte	O	_
25	géologique	géologique	O	_
26	et	et	O	_
27	hydrogéologique	hydrogéologique	O	_
28	du	de	O	_
29	secteur	secteur	O	_
30	soit	être	O	_
31	particulièrement	particulièrement	O	_
32	développée	développer	O	_
33	.	.	O	_


#Ces études ont été réalisées.
1	Ces	ce	O	_
2	études	étude	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	réalisées	réaliser	O	_
6	.	.	O	_


#La société ANTEA et le Laboratoire régional des Ponts et Chaussées de Strasbourg ont produit plusieurs rapports entre 1999 et 2001 : étude complémentaire de stabilisation, étude des contraintes environnementales et solutions de réhabilitation.
1	La	le	BI	_
2	société	société	II	_
3	ANTEA	ANTEA	EI	_
4	et	et	O	_
5	le	le	BI	_
6	Laboratoire	laboratoire	II	_
7	régional	régional	II	_
8	des	de	II	_
9	Ponts	pont	II	_
10	et	et	II	_
11	Chaussées	chaussée	II	_
12	de	de	II	_
13	Strasbourg	Strasbourg	EI	_
14	ont	avoir	O	_
15	produit	produire	O	_
16	plusieurs	plusieurs	O	_
17	rapports	rapport	O	_
18	entre	entre	O	_
19	1999	1999	O	_
20	et	et	O	_
21	2001	2001	O	_
22	:	:	O	_
23	étude	étude	O	_
24	complémentaire	complémentaire	O	_
25	de	de	O	_
26	stabilisation	stabilisation	O	_
27	,	,	O	_
28	étude	étude	O	_
29	des	de	O	_
30	contraintes	contrainte	O	_
31	environnementales	environnemental	O	_
32	et	et	O	_
33	solutions	solution	O	_
34	de	de	O	_
35	réhabilitation	réhabilitation	O	_
36	.	.	O	_


#Une démarche est en cours afin de reloger le propriétaire du terrain, dont l’habitation est menacée par le terril.
1	Une	un	O	_
2	démarche	démarche	O	_
3	est	être	O	_
4	en	en	O	_
5	cours	cours	O	_
6	afin	afin	O	_
7	de	de	O	_
8	reloger	reloger	O	_
9	le	le	O	_
10	propriétaire	propriétaire	O	_
11	du	de	O	_
12	terrain	terrain	O	_
13	,	,	O	_
14	dont	dont	O	_
15	l’	l’	O	_
16	habitation	habitation	O	_
17	est	être	O	_
18	menacée	menacer	O	_
19	par	par	O	_
20	le	le	O	_
21	terril	terril	O	_
22	.	.	O	_


#L’Etat envisage de se rendre propriétaire du terrain et d’en interdire l’accès, ou d’y imposer une servitude d’utilisation, afin de s’affranchir à court terme de tout risque pour les populations.
1	L’	l’	O	_
2	Etat	etat	O	_
3	envisage	envisager	O	_
4	de	de	O	_
5	se	se	O	_
6	rendre	rendre	O	_
7	propriétaire	propriétaire	O	_
8	du	de	O	_
9	terrain	terrain	O	_
10	et	et	O	_
11	d’	d’	O	_
12	en	en	O	_
13	interdire	interdire	O	_
14	l’	l’	O	_
15	accès	accès	O	_
16	,	,	O	_
17	ou	ou	O	_
18	d’	d’	O	_
19	y	y	O	_
20	imposer	imposer	O	_
21	une	un	O	_
22	servitude	servitude	O	_
23	d’	d’	O	_
24	utilisation	utilisation	O	_
25	,	,	O	_
26	afin	afin	O	_
27	de	de	O	_
28	s’	s’	O	_
29	affranchir	affranchir	O	_
30	à	à	O	_
31	court	court	O	_
32	terme	terme	O	_
33	de	de	O	_
34	tout	tout	O	_
35	risque	risque	O	_
36	pour	pour	O	_
37	les	le	O	_
38	populations	population	O	_
39	.	.	O	_


#Aucune utilisation des eaux souterraines n’a été relevée en aval du terril : il n’est pas prévu pour l’instant de traiter la pollution contenue dans le terril.
1	Aucune	aucun	O	_
2	utilisation	utilisation	O	_
3	des	de	O	_
4	eaux	eau	O	_
5	souterraines	souterrain	O	_
6	n’	n’	O	_
7	a	avoir	O	_
8	été	être	O	_
9	relevée	relever	O	_
10	en	en	O	_
11	aval	aval	O	_
12	du	de	O	_
13	terril	terril	O	_
14	:	:	O	_
15	il	il	O	_
16	n’	n’	O	_
17	est	être	O	_
18	pas	pas	O	_
19	prévu	prévoir	O	_
20	pour	pour	O	_
21	l’	l’	O	_
22	instant	instant	O	_
23	de	de	O	_
24	traiter	traiter	O	_
25	la	le	O	_
26	pollution	pollution	O	_
27	contenue	contenir	O	_
28	dans	dans	O	_
29	le	le	O	_
30	terril	terril	O	_
31	.	.	O	_


#Le terril a été mis en surveillance d'un point de vue géotechnique et environnemental fin 2012 sur demande de la DREAL Alsace.
1	Le	le	O	_
2	terril	terril	O	_
3	a	avoir	O	_
4	été	être	O	_
5	mis	mettre	O	_
6	en	en	O	_
7	surveillance	surveillance	O	_
8	d'	de	O	_
9	un	un	O	_
10	point	point	O	_
11	de	de	O	_
12	vue	vue	O	_
13	géotechnique	géotechnique	O	_
14	et	et	O	_
15	environnemental	environnemental	O	_
16	fin	fin	O	_
17	2012	2012	O	_
18	sur	sur	O	_
19	demande	demande	O	_
20	de	de	O	_
21	la	le	BI	_
22	DREAL	dreal	EI	_
23	Alsace	Alsace	EI	_
24	.	.	O	_


#Les batiments de l'ancien carreau ont été rasés en 2012.
1	Les	le	O	_
2	batiments	batiment	O	_
3	de	de	O	_
4	l'	le	O	_
5	ancien	ancien	O	_
6	carreau	carreau	O	_
7	ont	avoir	O	_
8	été	être	O	_
9	rasés	raser	O	_
10	en	en	O	_
11	2012	2012	O	_
12	.	.	O	_


#67.0043
#Schneider industrie fabrique des citernes et des bouteilles de gaz.
1	Schneider	Schneider	EI	_
2	industrie	industrie	O	_
3	fabrique	fabrique	O	_
4	des	un	O	_
5	citernes	citerne	O	_
6	et	et	O	_
7	des	un	O	_
8	bouteilles	bouteille	O	_
9	de	de	O	_
10	gaz	gaz	O	_
11	.	.	O	_


#Certaines des activités peuvent être à l'origine de pollution : application de peintures, dégraissage, zingage, stockage de gasoil.
1	Certaines	certains	O	_
2	des	de	O	_
3	activités	activité	O	_
4	peuvent	pouvoir	O	_
5	être	être	O	_
6	à	à	O	_
7	l'	le	O	_
8	origine	origine	O	_
9	de	de	O	_
10	pollution	pollution	O	_
11	:	:	O	_
12	application	application	O	_
13	de	de	O	_
14	peintures	peinture	O	_
15	,	,	O	_
16	dégraissage	dégraissage	O	_
17	,	,	O	_
18	zingage	zingage	O	_
19	,	,	O	_
20	stockage	stockage	O	_
21	de	de	O	_
22	gasoil	gasoil	O	_
23	.	.	O	_


#L'AP d'autorisation du 24/07/97 prescrit une étude de sol.
1	L'	le	O	_
2	AP	ap	O	_
3	d'	de	O	_
4	autorisation	autorisation	O	_
5	du	de	O	_
6	24/07/97	24/07/97	O	_
7	prescrit	prescrire	O	_
8	une	un	O	_
9	étude	étude	O	_
10	de	de	O	_
11	sol	sol	O	_
12	.	.	O	_


#Une Evaluation Simplifiée des Risques a été rendue en octobre 2003.
1	Une	un	O	_
2	Evaluation	evaluation	O	_
3	Simplifiée	simplifier	O	_
4	des	de	O	_
5	Risques	risque	O	_
6	a	avoir	O	_
7	été	être	O	_
8	rendue	rendre	O	_
9	en	en	O	_
10	octobre	octobre	O	_
11	2003	2003	O	_
12	.	.	O	_


#Le dossier de surveillance des eaux souterraines a été rendu en février 2004. 4 piezomètres sont disposés sur le site.
1	Le	le	O	_
2	dossier	dossier	O	_
3	de	de	O	_
4	surveillance	surveillance	O	_
5	des	de	O	_
6	eaux	eau	O	_
7	souterraines	souterrain	O	_
8	a	avoir	O	_
9	été	être	O	_
10	rendu	rendre	O	_
11	en	en	O	_
12	février	février	O	_
13	2004	2004	O	_
14	.	.	O	_
15	4	4	O	_
16	piezomètres	piezomètre	O	_
17	sont	être	O	_
18	disposés	disposer	O	_
19	sur	sur	O	_
20	le	le	O	_
21	site	site	O	_
22	.	.	O	_


#Fin octobre 2005, fourniture du "diagnostic métaux dans les sols" suite à l'APC du 01/08/05.
1	Fin	fin	O	_
2	octobre	octobre	O	_
3	2005	2005	O	_
4	,	,	O	_
5	fourniture	fourniture	O	_
6	du	de	O	_
7	"	"	O	_
8	diagnostic	diagnostic	O	_
9	métaux	métal	O	_
10	dans	dans	O	_
11	les	le	O	_
12	sols	sol	O	_
13	"	"	O	_
14	suite	suite	O	_
15	à	à	O	_
16	l'	le	O	_
17	APC	apc	O	_
18	du	de	O	_
19	01/08/05	01/08/05	O	_
20	.	.	O	_


#En octobre 2013, l’étude des données d’autosurveillance des eaux souterraines de 2010 à 2012 indique des teneurs anormales notamment en fer pour l'emprise du site.
1	En	en	O	_
2	octobre	octobre	O	_
3	2013	2013	O	_
4	,	,	O	_
5	l’	l’	O	_
6	étude	étude	O	_
7	des	de	O	_
8	données	donnée	O	_
9	d’	d’	O	_
10	autosurveillance	autosurveillance	O	_
11	des	de	O	_
12	eaux	eau	O	_
13	souterraines	souterrain	O	_
14	de	de	O	_
15	2010	2010	O	_
16	à	à	O	_
17	2012	2012	O	_
18	indique	indique	O	_
19	des	un	O	_
20	teneurs	teneur	O	_
21	anormales	anormal	O	_
22	notamment	notamment	O	_
23	en	en	O	_
24	fer	fer	BS	_
25	pour	pour	O	_
26	l'	le	O	_
27	emprise	emprise	O	_
28	du	de	O	_
29	site	site	O	_
30	.	.	O	_


#Une recherche de l'origine de cette anomalie ainsi qu'une étude visant à la mise à jour  des paramètres de surveillance des eaux souterraines sont prévues pour fin 2013-courant 2014.
1	Une	un	O	_
2	recherche	recherche	O	_
3	de	de	O	_
4	l'	le	O	_
5	origine	origine	O	_
6	de	de	O	_
7	cette	ce	O	_
8	anomalie	anomalie	O	_
9	ainsi	ainsi	O	_
10	qu'	que	O	_
11	une	un	O	_
12	étude	étude	O	_
13	visant	viser	O	_
14	à	à	O	_
15	la	le	O	_
16	mise	mise	O	_
17	à	à	O	_
18	jour	jour	O	_
19	 	 	O	_
20	des	de	O	_
21	paramètres	paramètre	O	_
22	de	de	O	_
23	surveillance	surveillance	O	_
24	des	de	O	_
25	eaux	eau	O	_
26	souterraines	souterrain	O	_
27	sont	être	O	_
28	prévues	prévoir	O	_
29	pour	pour	O	_
30	fin	fin	O	_
31	2013-courant	2013-courant	O	_
32	2014	2014	O	_
33	.	.	O	_


#67.0017
#Dans ce centre de production d'éléments de batteries pour voitures, un accident lié à un recyclage par distillation datant de 1982 a été à l'origine de la pollution des sols et des eaux souterraines par un mélange d'huile-hexane.
1	Dans	dans	O	_
2	ce	ce	O	_
3	centre	centre	O	_
4	de	de	O	_
5	production	production	O	_
6	d'	de	O	_
7	éléments	élément	O	_
8	de	de	O	_
9	batteries	batterie	O	_
10	pour	pour	O	_
11	voitures	voiture	O	_
12	,	,	O	_
13	un	un	O	_
14	accident	accident	O	_
15	lié	lier	O	_
16	à	à	O	_
17	un	un	O	_
18	recyclage	recyclage	O	_
19	par	par	O	_
20	distillation	distillation	O	_
21	datant	dater	O	_
22	de	de	O	_
23	1982	1982	O	_
24	a	avoir	O	_
25	été	être	O	_
26	à	à	O	_
27	l'	le	O	_
28	origine	origine	O	_
29	de	de	O	_
30	la	le	O	_
31	pollution	pollution	O	_
32	des	de	O	_
33	sols	sol	O	_
34	et	et	O	_
35	des	de	O	_
36	eaux	eau	O	_
37	souterraines	souterrain	O	_
38	par	par	O	_
39	un	un	O	_
40	mélange	mélange	O	_
41	d'	de	O	_
42	huile	huile	BS	_
43	-	-	O	_
44	hexane	hexane	BS	_
45	.	.	O	_


#La pollution résiduelle des eaux souterraines est circonscrite au site.
1	La	le	O	_
2	pollution	pollution	O	_
3	résiduelle	résiduel	O	_
4	des	de	O	_
5	eaux	eau	O	_
6	souterraines	souterrain	O	_
7	est	être	O	_
8	circonscrite	circonscrire	O	_
9	au	au	O	_
10	site	site	O	_
11	.	.	O	_


#La mise en place d'un pompage, avait permis de récupérer 2 m3 de mélange, et 10 m3 de terres souillées avaient été extraites.
1	La	le	O	_
2	mise	mise	O	_
3	en	en	O	_
4	place	place	O	_
5	d'	de	O	_
6	un	un	O	_
7	pompage	pompage	O	_
8	,	,	O	_
9	avait	avoir	O	_
10	permis	permettre	O	_
11	de	de	O	_
12	récupérer	récupérer	O	_
13	2	2	O	_
14	m3	m3	O	_
15	de	de	O	_
16	mélange	mélange	O	_
17	,	,	O	_
18	et	et	O	_
19	10	10	O	_
20	m3	m3	O	_
21	de	de	O	_
22	terres	terre	O	_
23	souillées	souiller	O	_
24	avaient	avoir	O	_
25	été	être	O	_
26	extraites	extraire	O	_
27	.	.	O	_


#L'AP du 28/11/94 a prescrit une dépollution complémentaire.
1	L'	le	O	_
2	AP	ap	O	_
3	du	de	O	_
4	28/11/94	28/11/94	O	_
5	a	avoir	O	_
6	prescrit	prescrire	O	_
7	une	un	O	_
8	dépollution	dépollution	O	_
9	complémentaire	complémentaire	O	_
10	.	.	O	_


#Le traitement des sols et de la nappe par venting  mis en place de septembre 1994 à octobre 1995 a permis d'extraire 1 350 kg d'hexane.
1	Le	le	O	_
2	traitement	traitement	O	_
3	des	de	O	_
4	sols	sol	O	_
5	et	et	O	_
6	de	de	O	_
7	la	le	O	_
8	nappe	nappe	O	_
9	par	par	O	_
10	venting	venting	O	_
11	 	 	O	_
12	mis	mettre	O	_
13	en	en	O	_
14	place	place	O	_
15	de	de	O	_
16	septembre	septembre	O	_
17	1994	1994	O	_
18	à	à	O	_
19	octobre	octobre	O	_
20	1995	1995	O	_
21	a	avoir	O	_
22	permis	permettre	O	_
23	d'	de	O	_
24	extraire	extraire	O	_
25	1	1	O	_
26	350	350	O	_
27	kg	kilogramme	O	_
28	d'	de	BS	_
29	hexane	hexane	BS	_
30	.	.	O	_


#Une barrière hydraulique par pompage (80 m3/h) dont la fiabilité a été vérifiée et une surveillance de la nappe prescrite par l'AP du 14/02/2000 sont maintenues.
1	Une	un	O	_
2	barrière	barrière	O	_
3	hydraulique	hydraulique	O	_
4	par	par	O	_
5	pompage	pompage	O	_
6	(	(	O	_
7	80	80	O	_
8	m3	m3	O	_
9	/	sur	O	_
10	h	heure	O	_
11	)	)	O	_
12	dont	dont	O	_
13	la	le	O	_
14	fiabilité	fiabilité	O	_
15	a	avoir	O	_
16	été	être	O	_
17	vérifiée	vérifier	O	_
18	et	et	O	_
19	une	un	O	_
20	surveillance	surveillance	O	_
21	de	de	O	_
22	la	le	O	_
23	nappe	nappe	O	_
24	prescrite	prescrire	O	_
25	par	par	O	_
26	l'	le	O	_
27	AP	ap	O	_
28	du	de	O	_
29	14/02/2000	14/02/2000	O	_
30	sont	être	O	_
31	maintenues	maintenir	O	_
32	.	.	O	_


#Depuis 2009, l'entreprise fait procéder semestriellement à des analyses des concentrations en hydrocarbures totaux, conductivité, hydrocarbures totaux, cyclohexane,cyclopentane, heptane, hexane, 2-méthylpentane, 3-méthylpentane, méthylcyclopentane sur six points de prélèvements.
1	Depuis	depuis	O	_
2	2009	2009	O	_
3	,	,	O	_
4	l'	le	O	_
5	entreprise	entreprise	O	_
6	fait	faire	O	_
7	procéder	procéder	O	_
8	semestriellement	semestriellement	O	_
9	à	à	O	_
10	des	un	O	_
11	analyses	analyse	O	_
12	des	de	O	_
13	concentrations	concentration	O	_
14	en	en	O	_
15	hydrocarbures	hydrocarbure	BS	_
16	totaux	total	ES	_
17	,	,	O	_
18	conductivité	conductivité	O	_
19	,	,	O	_
20	hydrocarbures	hydrocarbure	BS	_
21	totaux	total	ES	_
22	,	,	O	_
23	cyclohexane	cyclohexane	BS	_
24	,	,	O	_
25	cyclopentane	cyclopentane	BS	_
26	,	,	O	_
27	heptane	heptane	BS	_
28	,	,	O	_
29	hexane	hexane	BS	_
30	,	,	O	_
31	2-méthylpentane	2-méthylpentane	BS	_
32	,	,	O	_
33	3-méthylpentane	3-méthylpentane	BS	_
34	,	,	O	_
35	méthylcyclopentane	méthylcyclopentane	BS	_
36	sur	sur	O	_
37	six	six	O	_
38	points	point	O	_
39	de	de	O	_
40	prélèvements	prélèvement	O	_
41	.	.	O	_


#D'une manière générale, il convient de noter que l'arrêté ministériel du 11 janvier 2007 relatif aux limites et références de qualité des eaux brutes et des eaux destinées à la consommation humaine ne fixe pas de valeurs limites ni pour les hydrocarbures totaux, ni pour les autres polluants recherchés.
1	D'	de	O	_
2	une	un	O	_
3	manière	manière	O	_
4	générale	général	O	_
5	,	,	O	_
6	il	il	O	_
7	convient	convier	O	_
8	de	de	O	_
9	noter	noter	O	_
10	que	que	O	_
11	l'	le	O	_
12	arrêté	arrêté	O	_
13	ministériel	ministériel	O	_
14	du	de	O	_
15	11	11	O	_
16	janvier	janvier	O	_
17	2007	2007	O	_
18	relatif	relatif	O	_
19	aux	à	O	_
20	limites	limite	O	_
21	et	et	O	_
22	références	référence	O	_
23	de	de	O	_
24	qualité	qualité	O	_
25	des	de	O	_
26	eaux	eau	O	_
27	brutes	brut	O	_
28	et	et	O	_
29	des	de	O	_
30	eaux	eau	O	_
31	destinées	destiner	O	_
32	à	à	O	_
33	la	le	O	_
34	consommation	consommation	O	_
35	humaine	humain	O	_
36	ne	ne	O	_
37	fixe	fixe	O	_
38	pas	pas	O	_
39	de	de	O	_
40	valeurs	valeur	O	_
41	limites	limite	O	_
42	ni	ni	O	_
43	pour	pour	O	_
44	les	le	BS	_
45	hydrocarbures	hydrocarbure	ES	_
46	totaux	total	ES	_
47	,	,	O	_
48	ni	ni	O	_
49	pour	pour	O	_
50	les	le	BU	_
51	autres	autre	IU	_
52	polluants	polluant	EU	_
53	recherchés	rechercher	O	_
54	.	.	O	_


#De plus, le puits de pompage(PB), deux piézomètres (PA et PC), et trois puits d'observation( MW1, MW2, MW3) présentent un indice hydrocarbures inférieur au seuil de détection.
1	De	de	O	_
2	plus	plus	O	_
3	,	,	O	_
4	le	le	O	_
5	puits	puits	O	_
6	de	de	O	_
7	pompage(PB	pompage(pb	O	_
8	)	)	O	_
9	,	,	O	_
10	deux	deux	O	_
11	piézomètres	piézomètre	O	_
12	(	(	O	_
13	PA	pa	O	_
14	et	et	O	_
15	PC	pc	O	_
16	)	)	O	_
17	,	,	O	_
18	et	et	O	_
19	trois	trois	O	_
20	puits	puits	O	_
21	d'	de	O	_
22	observation	observation	O	_
23	(	(	O	_
24	MW1	mw1	O	_
25	,	,	O	_
26	MW2	mw2	O	_
27	,	,	O	_
28	MW3	mw3	O	_
29	)	)	O	_
30	présentent	présenter	O	_
31	un	un	O	_
32	indice	indice	O	_
33	hydrocarbures	hydrocarbure	BS	_
34	inférieur	inférieur	O	_
35	au	au	O	_
36	seuil	seuil	O	_
37	de	de	O	_
38	détection	détection	O	_
39	.	.	O	_


#Par contre, les puits d'observation MW1 et MW2 présentent des teneurs importantes en 2-méthylpentane (de l'ordre 30 à 60 µg/l) , méthylcyclopentane (de l'ordre de 250 à 950 µg/l  et  cyclohexane (de l'ordre de 200 à 450 µg/l)
1	Par	par	O	_
2	contre	contre	O	_
3	,	,	O	_
4	les	le	O	_
5	puits	puits	O	_
6	d'	de	O	_
7	observation	observation	O	_
8	MW1	mw1	O	_
9	et	et	O	_
10	MW2	mw2	O	_
11	présentent	présenter	O	_
12	des	un	O	_
13	teneurs	teneur	O	_
14	importantes	important	O	_
15	en	en	O	_
16	2-méthylpentane	2-méthylpentane	BS	_
17	(	(	O	_
18	de	de	O	_
19	l'	le	O	_
20	ordre	ordre	O	_
21	30	30	O	_
22	à	à	O	_
23	60	60	O	_
24	µg	µg	O	_
25	/	sur	O	_
26	l	l	O	_
27	)	)	O	_
28	,	,	O	_
29	méthylcyclopentane	méthylcyclopentane	BS	_
30	(	(	O	_
31	de	de	O	_
32	l'	le	O	_
33	ordre	ordre	O	_
34	de	de	O	_
35	250	250	O	_
36	à	à	O	_
37	950	950	O	_
38	 	 	O	_
39	µg	µg	O	_
40	/	sur	O	_
41	l	l	O	_
42	 	 	O	_
43	et	et	BS	_
44	 	 	BS	_
45	cyclohexane	cyclohexane	BS	_
46	(	(	O	_
47	de	de	O	_
48	l'	le	O	_
49	ordre	ordre	O	_
50	de	de	O	_
51	200	200	O	_
52	à	à	O	_
53	450	450	O	_
54	µg	µg	O	_
55	/	sur	O	_
56	l	l	O	_
57	)	)	O	_


#Les concentrations en polluants des eaux souterraines présentent une stabilité relative, sans sens d'évolution net, des concentrations sur les six points de prélèvement depuis avril 2009.
1	Les	le	O	_
2	concentrations	concentration	O	_
3	en	en	O	_
4	polluants	polluant	BU	_
5	des	de	O	_
6	eaux	eau	O	_
7	souterraines	souterrain	O	_
8	présentent	présenter	O	_
9	une	un	O	_
10	stabilité	stabilité	O	_
11	relative	relatif	O	_
12	,	,	O	_
13	sans	sans	O	_
14	sens	sens	O	_
15	d'	de	O	_
16	évolution	évolution	O	_
17	net	net	O	_
18	,	,	O	_
19	des	de	O	_
20	concentrations	concentration	O	_
21	sur	sur	O	_
22	les	le	O	_
23	six	six	O	_
24	points	point	O	_
25	de	de	O	_
26	prélèvement	prélèvement	O	_
27	depuis	depuis	O	_
28	avril	avril	O	_
29	2009	2009	O	_
30	.	.	O	_


#67.0089
#Usine de fabrication de cassette vidéo et audio.
1	Usine	usine	O	_
2	de	de	O	_
3	fabrication	fabrication	O	_
4	de	de	O	_
5	cassette	cassette	O	_
6	vidéo	vidéo	O	_
7	et	et	O	_
8	audio	audio	O	_
9	.	.	O	_


#En application de l'AP d'autorisation du 02/08/2000, la société EMTEC MAGNETICS FRANCE a fait réaliser une étude hydrogéologique à l'endroit de son site de production à OBENHEIM.
1	En	en	O	_
2	application	application	O	_
3	de	de	O	_
4	l'	le	O	_
5	AP	ap	O	_
6	d'	de	O	_
7	autorisation	autorisation	O	_
8	du	de	O	_
9	02/08/2000	02/08/2000	O	_
10	,	,	O	_
11	la	le	BI	_
12	société	société	II	_
13	EMTEC	EMTEC	EI	_
14	MAGNETICS	MAGNETICS	EI	_
15	FRANCE	FRANCE	EI	_
16	a	avoir	O	_
17	fait	faire	O	_
18	réaliser	réaliser	O	_
19	une	un	O	_
20	étude	étude	O	_
21	hydrogéologique	hydrogéologique	O	_
22	à	à	O	_
23	l'	le	O	_
24	endroit	endroit	O	_
25	de	de	O	_
26	son	son	O	_
27	site	site	O	_
28	de	de	O	_
29	production	production	O	_
30	à	à	O	_
31	OBENHEIM	OBENHEIM	EI	_
32	.	.	O	_


#Cette étude a mis en évidence la pollution de la nappe aux Hydrocarbures (0.24 mg/l).
1	Cette	ce	O	_
2	étude	étude	O	_
3	a	avoir	O	_
4	mis	mettre	O	_
5	en	en	O	_
6	évidence	évidence	O	_
7	la	le	O	_
8	pollution	pollution	O	_
9	de	de	O	_
10	la	le	O	_
11	nappe	nappe	O	_
12	aux	à	O	_
13	Hydrocarbures	hydrocarbure	BS	_
14	(	(	O	_
15	0.24	0.24	O	_
16	mg	milligramme	O	_
17	/	sur	O	_
18	l	l	O	_
19	)	)	O	_
20	.	.	O	_


#Suite à une lettre du préfet du 14/06/2001, la société EMTEC a fait réaliser par le cabinet SAKOSTA des investigations complémentaires en ce qui concerne la qualité des eaux souterraines, les résultats (prélèvement du 6 septembre 2001) montrent une pollution par des hydrocarbures.
1	Suite	suite	O	_
2	à	à	O	_
3	une	un	O	_
4	lettre	lettre	O	_
5	du	de	O	_
6	préfet	préfet	O	_
7	du	de	O	_
8	14/06/2001	14/06/2001	O	_
9	,	,	O	_
