
#13.0104
#GDF Marseille - Terrains de l'ancienne usine à Gaz (15ème)
1	GDF	GDF	BI	_
40	présents	présent	O	_
41	sur	sur	O	_
42	le	le	O	_
43	site	site	O	_
44	.	.	O	_


#Le site acceuille un immeuble de 5 000m² dit "Allar 2"
1	Le	le	O	_
2	site	site	O	_
3	acceuille	acceuille	O	_
4	un	un	O	_
5	immeuble	immeuble	O	_
6	de	de	O	_
7	5	5	O	_
8	000	000	O	_
9	m²	m²	O	_
10	dit	dire	O	_
11	"	"	O	_
12	Allar	Allar	O	_
13	2	2	O	_
14	"	"	O	_


#* Gaz de France a hiérarchisé ses actions sur les 467 sites d'anciennes usines à gaz qu'il gère, répartis sur l'ensemble du territoire.
1	*	*	O	_
2	Gaz	Gaz	BI	_
3	de	de	II	_
4	France	France	EI	_
5	a	avoir	O	_
6	hiérarchisé	hiérarchiser	O	_
7	ses	son	O	_
8	actions	action	O	_
9	sur	sur	O	_
10	les	le	O	_
11	467	467	O	_
12	sites	site	O	_
13	d'	de	O	_
14	anciennes	ancien	O	_
15	usines	usine	O	_
16	à	à	O	_
17	gaz	gaz	O	_
18	qu'	qu'	O	_
19	il	il	O	_
20	gère	gérer	O	_
21	,	,	O	_
22	répartis	répartir	O	_
23	sur	sur	O	_
24	l'	le	O	_
25	ensemble	ensemble	O	_
26	du	de	O	_
27	territoire	territoire	O	_
28	.	.	O	_


#La méthodologie retenue a consisté à hiérarchiser les sites en fonction de leur sensibilité vis à vis de l'environnement  (usage du site, vulnérabilité des eaux souterraines et superficielles, présence et type de population sur le site...).
1	La	le	O	_
2	méthodologie	méthodologie	O	_
3	retenue	retenir	O	_
4	a	avoir	O	_
5	consisté	consister	O	_
6	à	à	O	_
7	hiérarchiser	hiérarchiser	O	_
8	les	le	O	_
9	sites	site	O	_
10	en	en	O	_
11	fonction	fonction	O	_
12	de	de	O	_
13	leur	leur	O	_
14	sensibilité	sensibilité	O	_
15	vis	vis	O	_
16	à	à	O	_
17	vis	vis	O	_
18	de	de	O	_
19	l'	le	O	_
20	environnement	environnement	O	_
21	 	 	O	_
22	(	(	O	_
23	usage	usage	O	_
24	du	de	O	_
25	site	site	O	_
26	,	,	O	_
27	vulnérabilité	vulnérabilité	O	_
28	des	de	O	_
29	eaux	eau	O	_
30	souterraines	souterrain	O	_
31	et	et	O	_
32	superficielles	superficiel	O	_
33	,	,	O	_
34	présence	présence	O	_
35	et	et	O	_
36	type	type	O	_
37	de	de	O	_
38	population	population	O	_
39	sur	sur	O	_
40	le	le	O	_
41	site	site	O	_
42	...	...	O	_
43	)	)	O	_
44	.	.	O	_


#L'application de cette méthode a abouti à l'établissement de 5 classes de priorité pour lesquelles les engagements de Gaz de France ont fait l'objet d'un protocole d'accord relatif à la maîtrise et au suivi de la réhabilitation des anciens terrains d'usines à gaz entre le Ministère de l'Environnement et Gaz de France signé le 25 avril 1996.
1	L'	le	O	_
2	application	application	O	_
3	de	de	O	_
4	cette	ce	O	_
5	méthode	méthode	O	_
6	a	avoir	O	_
7	abouti	aboutir	O	_
8	à	à	O	_
9	l'	le	O	_
10	établissement	établissement	O	_
11	de	de	O	_
12	5	5	O	_
13	classes	classe	O	_
14	de	de	O	_
15	priorité	priorité	O	_
16	pour	pour	O	_
17	lesquelles	lequel	O	_
18	les	le	O	_
19	engagements	engagement	O	_
20	de	de	O	_
21	Gaz	Gaz	BI	_
22	de	de	II	_
23	France	France	EI	_
24	ont	avoir	O	_
25	fait	faire	O	_
26	l'	le	O	_
27	objet	objet	O	_
28	d'	de	O	_
29	un	un	O	_
30	protocole	protocole	O	_
31	d'	de	O	_
32	accord	accord	O	_
33	relatif	relatif	O	_
34	à	à	O	_
35	la	le	O	_
36	maîtrise	maîtrise	O	_
37	et	et	O	_
38	au	au	O	_
39	suivi	suivi	O	_
40	de	de	O	_
41	la	le	O	_
42	réhabilitation	réhabilitation	O	_
43	des	de	O	_
44	anciens	ancien	O	_
45	terrains	terrain	O	_
46	d'	de	O	_
47	usines	usine	O	_
48	à	à	O	_
49	gaz	gaz	O	_
50	entre	entre	O	_
51	le	le	BI	_
52	Ministère	ministère	II	_
53	de	de	II	_
54	l'	le	II	_
55	Environnement	environnement	EI	_
56	et	et	O	_
57	Gaz	Gaz	BI	_
58	de	de	II	_
59	France	France	EI	_
60	signé	signer	O	_
61	le	le	O	_
62	25	25	O	_
63	avril	avril	O	_
64	1996	1996	O	_
65	.	.	O	_


#* Le site de Marseille est en classe 4 du protocole.
1	*	*	O	_
2	Le	le	O	_
3	site	site	O	_
4	de	de	O	_
5	Marseille	Marseille	O	_
6	est	être	O	_
7	en	en	O	_
8	classe	classe	O	_
9	4	4	O	_
10	du	de	O	_
11	protocole	protocole	O	_
12	.	.	O	_


#De ce fait, c'est un site dont la sensibilité vis à vis de l'homme, des eaux souterraines et superficielles est très faible.
1	De	de	O	_
2	ce	ce	O	_
3	fait	fait	O	_
4	,	,	O	_
5	c'	ce	O	_
6	est	être	O	_
7	un	un	O	_
8	site	site	O	_
9	dont	dont	O	_
10	la	le	O	_
11	sensibilité	sensibilité	O	_
12	vis	vis	O	_
13	à	à	O	_
14	vis	vis	O	_
15	de	de	O	_
16	l'	le	O	_
17	homme	homme	O	_
18	,	,	O	_
19	des	de	O	_
20	eaux	eau	O	_
21	souterraines	souterrain	O	_
22	et	et	O	_
23	superficielles	superficiel	O	_
24	est	être	O	_
25	très	très	O	_
26	faible	faible	O	_
27	.	.	O	_


#Conformément aux engagements pris dans le protocole, Gaz de France a réalisé une étude historique avec localisation des cuves, qui ont été systématiquement vidées et comblées.
1	Conformément	conformément	O	_
2	aux	à	O	_
3	engagements	engagement	O	_
4	pris	prendre	O	_
5	dans	dans	O	_
6	le	le	O	_
7	protocole	protocole	O	_
8	,	,	O	_
9	Gaz	Gaz	BI	_
10	de	de	II	_
11	France	France	EI	_
12	a	avoir	O	_
13	réalisé	réaliser	O	_
14	une	un	O	_
15	étude	étude	O	_
16	historique	historique	O	_
17	avec	avec	O	_
18	localisation	localisation	O	_
19	des	de	O	_
20	cuves	cuve	BD	_
21	,	,	O	_
22	qui	qui	O	_
23	ont	avoir	O	_
24	été	être	O	_
25	systématiquement	systématiquement	O	_
26	vidées	vider	O	_
27	et	et	O	_
28	comblées	combler	O	_
29	.	.	O	_


#Les opérations de vidange des cuves ayant fait apparaître une pollution résiduelle, des investigations complémentaires ont été effectuées.
1	Les	le	O	_
2	opérations	opération	O	_
3	de	de	O	_
4	vidange	vidange	O	_
5	des	de	O	_
6	cuves	cuve	O	_
7	ayant	avoir	O	_
8	fait	faire	O	_
9	apparaître	apparaître	O	_
10	une	un	O	_
11	pollution	pollution	O	_
12	résiduelle	résiduel	O	_
13	,	,	O	_
14	des	un	O	_
15	investigations	investigation	O	_
16	complémentaires	complémentaire	O	_
17	ont	avoir	O	_
18	été	être	O	_
19	effectuées	effectuer	O	_
20	.	.	O	_


#Le diagnostic approfondi a été effectué en 2002.
1	Le	le	O	_
2	diagnostic	diagnostic	O	_
3	approfondi	approfondir	O	_
4	a	avoir	O	_
5	été	être	O	_
6	effectué	effectuer	O	_
7	en	en	O	_
8	2002	2002	O	_
9	.	.	O	_


#* Un APC daté du 01/02/2006, a prescrit les niveaux de dépollution compatibles avec l'usage futur du site (zone d'activité), ainsi que les travaux à réaliser en tenant compte des investigations réalisées en 2002 (35 sondages) et en 2005 (26 sondages supplémentaires).
1	*	*	O	_
2	Un	un	O	_
3	APC	apc	O	_
4	daté	dater	O	_
5	du	de	O	_
6	01/02/2006	01/02/2006	O	_
7	,	,	O	_
8	a	avoir	O	_
9	prescrit	prescrire	O	_
10	les	le	O	_
11	niveaux	niveau	O	_
12	de	de	O	_
13	dépollution	dépollution	O	_
14	compatibles	compatible	O	_
15	avec	avec	O	_
16	l'	le	O	_
17	usage	usage	O	_
18	futur	futur	O	_
19	du	de	O	_
20	site	site	O	_
21	(	(	O	_
22	zone	zone	O	_
23	d'	de	O	_
24	activité	activité	O	_
25	)	)	O	_
26	,	,	O	_
27	ainsi	ainsi	O	_
28	que	que	O	_
29	les	le	O	_
30	travaux	travail	O	_
31	à	à	O	_
32	réaliser	réaliser	O	_
33	en	en	O	_
34	tenant	tenir	O	_
35	compte	compte	O	_
36	des	de	O	_
37	investigations	investigation	O	_
38	réalisées	réaliser	O	_
39	en	en	O	_
40	2002	2002	O	_
41	(	(	O	_
42	35	35	O	_
43	sondages	sondage	O	_
44	)	)	O	_
45	et	et	O	_
46	en	en	O	_
47	2005	2005	O	_
48	(	(	O	_
49	26	26	O	_
50	sondages	sondage	O	_
51	supplémentaires	supplémentaire	O	_
52	)	)	O	_
53	.	.	O	_


#Trois zones ont été déterminées, dont deux non sensibles ( zones A et C ) sont constructibles pour recevoir des bureaux à créer( tertaire).
1	Trois	Trois	O	_
2	zones	zone	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	déterminées	déterminer	O	_
6	,	,	O	_
7	dont	dont	O	_
8	deux	deux	O	_
9	non	non	O	_
10	sensibles	sensible	O	_
11	(	(	O	_
12	zones	zone	O	_
13	A	a	O	_
14	et	et	O	_
15	C	c	O	_
16	)	)	O	_
17	sont	être	O	_
18	constructibles	constructible	O	_
19	pour	pour	O	_
20	recevoir	recevoir	O	_
21	des	un	O	_
22	bureaux	bureau	O	_
23	à	à	O	_
24	créer	créer	O	_
25	(	(	O	_
26	tertaire	tertair	O	_
27	)	)	O	_
28	.	.	O	_


#La zone "B"-non sensible " sera le siège d'un confinement recouvert d'une isolation de surface ( voirie- parking).
1	La	le	O	_
2	zone	zone	O	_
3	"	"	O	_
4	B"-non	b"-non	O	_
5	sensible	sensible	O	_
6	"	"	O	_
7	sera	être	O	_
8	le	le	O	_
9	siège	siège	O	_
10	d'	de	O	_
11	un	un	O	_
12	confinement	confinement	O	_
13	recouvert	recouvrir	O	_
14	d'	de	O	_
15	une	un	O	_
16	isolation	isolation	O	_
17	de	de	O	_
18	surface	surface	O	_
19	(	(	O	_
20	voirie-	voirie-	O	_
21	parking	parking	O	_
22	)	)	O	_
23	.	.	O	_


#Cet APC fixe également les mesures de protection à mettre en oeuvre pendant les travaux.
1	Cet	ce	O	_
2	APC	apc	O	_
3	fixe	fixe	O	_
4	également	également	O	_
5	les	le	O	_
6	mesures	mesure	O	_
7	de	de	O	_
8	protection	protection	O	_
9	à	à	O	_
10	mettre	mettre	O	_
11	en	en	O	_
12	oeuvre	oeuvre	O	_
13	pendant	pendant	O	_
14	les	le	O	_
15	travaux	travail	O	_
16	.	.	O	_


#* Les matériaux pollués par les HAP ont été évacués sur deux zones.
1	*	*	O	_
2	Les	le	O	_
3	matériaux	matériau	O	_
4	pollués	polluer	O	_
5	par	par	O	_
6	les	le	O	_
7	HAP	hap	ES	_
8	ont	avoir	O	_
9	été	être	O	_
10	évacués	évacuer	O	_
11	sur	sur	O	_
12	deux	deux	O	_
13	zones	zone	O	_
14	.	.	O	_


#Celle inconstructible(zone " B" ) servira de zone de confinement surmontée d'un parking .
1	Celle	celui	O	_
2	inconstructible(zone	inconstructible(zon	O	_
3	"	"	O	_
4	B	b	O	_
5	"	"	O	_
6	)	)	O	_
7	servira	servir	O	_
8	de	de	O	_
9	zone	zone	O	_
10	de	de	O	_
11	confinement	confinement	O	_
12	surmontée	surmonter	O	_
13	d'	de	O	_
14	un	un	O	_
15	parking	parking	O	_
16	.	.	O	_


#Le délai d'éxecution des travaux a été fixé initialement à douze mois.
1	Le	le	O	_
2	délai	délai	O	_
3	d'	de	O	_
4	éxecution	éxecution	O	_
5	des	de	O	_
6	travaux	travail	O	_
7	a	avoir	O	_
8	été	être	O	_
9	fixé	fixer	O	_
10	initialement	initialement	O	_
11	à	à	O	_
12	douze	douze	O	_
13	mois	mois	O	_
14	.	.	O	_


#* Le maître d'oeuvre, en charge de la dépollution, a découvert 3 anciennes cuves à goudron non détectées lors des premières investigations.
1	*	*	O	_
2	Le	le	O	_
3	maître	maître	O	_
4	d'	de	O	_
5	oeuvre	oeuvre	O	_
6	,	,	O	_
7	en	en	O	_
8	charge	charge	O	_
9	de	de	O	_
10	la	le	O	_
11	dépollution	dépollution	O	_
12	,	,	O	_
13	a	avoir	O	_
14	découvert	découvrir	O	_
15	3	3	BD	_
16	anciennes	ancien	ED	_
17	cuves	cuve	ED	_
18	à	à	O	_
19	goudron	goudron	BU	_
20	non	non	O	_
21	détectées	détecter	O	_
22	lors	lors	O	_
23	des	de	O	_
24	premières	premier	O	_
25	investigations	investigation	O	_
26	.	.	O	_


#Après excavation et tri, les déchets situés sur la zone non couverte du site ont été soit valorisés en cimenterie, soit éliminés en centres extérieurs spécialisés.
1	Après	après	O	_
2	excavation	excavation	O	_
3	et	et	O	_
4	tri	tri	O	_
5	,	,	O	_
6	les	le	BU	_
7	déchets	déchet	EU	_
8	situés	situer	O	_
9	sur	sur	O	_
10	la	le	O	_
11	zone	zone	O	_
12	non	non	O	_
13	couverte	couvrir	O	_
14	du	de	O	_
15	site	site	O	_
16	ont	avoir	O	_
17	été	être	O	_
18	soit	soit	O	_
19	valorisés	valoriser	O	_
20	en	en	O	_
21	cimenterie	cimenterie	O	_
22	,	,	O	_
23	soit	soit	O	_
24	éliminés	éliminer	O	_
25	en	en	O	_
26	centres	centre	O	_
27	extérieurs	extérieur	O	_
28	spécialisés	spécialisé	O	_
29	.	.	O	_


#Doit également être examinée la question des sols sous un entrepôt désaffecté.
1	Doit	devoir	O	_
2	également	également	O	_
3	être	être	O	_
4	examinée	examiner	O	_
5	la	le	O	_
6	question	question	O	_
7	des	de	O	_
8	sols	sol	O	_
9	sous	sous	O	_
10	un	un	O	_
11	entrepôt	entrepôt	O	_
12	désaffecté	désaffecter	O	_
13	.	.	O	_


#*Au plan de la stratégie générale, GdF en charge de la réhabilitation pour le compte d'EdF -propriétaire des lieux- a demandé au préfet et à la DRIRE , en Juillet 2008, d'arrêter les travaux sur la partie Nord du site qui ne présente pas de contamination superficiele des sols et où la nappe est absente.
1	*	*	O	_
2	Au	au	O	_
3	plan	plan	O	_
4	de	de	O	_
5	la	le	O	_
6	stratégie	stratégie	O	_
7	générale	général	O	_
8	,	,	O	_
9	GdF	GdF	EI	_
10	en	en	O	_
11	charge	charge	O	_
12	de	de	O	_
13	la	le	O	_
14	réhabilitation	réhabilitation	O	_
15	pour	pour	O	_
16	le	le	O	_
17	compte	compte	O	_
18	d'	de	BI	_
19	EdF	EdF	EI	_
20	-propriétaire	-propriétaire	O	_
21	des	de	O	_
22	lieux-	lieux-	O	_
23	a	avoir	O	_
24	demandé	demander	O	_
25	au	au	O	_
26	préfet	préfet	O	_
27	et	et	O	_
28	à	à	O	_
29	la	le	BI	_
30	DRIRE	DRIRE	EI	_
31	,	,	O	_
32	en	en	O	_
33	Juillet	juillet	O	_
34	2008	2008	O	_
35	,	,	O	_
36	d'	de	O	_
37	arrêter	arrêter	O	_
38	les	le	O	_
39	travaux	travail	O	_
40	sur	sur	O	_
41	la	le	O	_
42	partie	partie	O	_
43	Nord	Nord	O	_
44	du	de	O	_
45	site	site	O	_
46	qui	qui	O	_
47	ne	ne	O	_
48	présente	présente	O	_
49	pas	pas	O	_
50	de	de	O	_
51	contamination	contamination	O	_
52	superficiele	superficiel	O	_
53	des	de	O	_
54	sols	sol	O	_
55	et	et	O	_
56	où	où	O	_
57	la	le	O	_
58	nappe	nappe	O	_
59	est	être	O	_
60	absente	absent	O	_
61	.	.	O	_


#* Dans l'optique d'une réhabilitaion pour usage industriel des terrain, les canalisations contaminées situées à 3/4 m de profondeur  - non identifiées initialement - ont été neutralisées et fixées en repérage .
1	*	*	O	_
2	Dans	dans	O	_
3	l'	le	O	_
4	optique	optique	O	_
5	d'	de	O	_
6	une	un	O	_
7	réhabilitaion	réhabilitaion	O	_
8	pour	pour	O	_
9	usage	usage	O	_
10	industriel	industriel	O	_
11	des	de	O	_
12	terrain	terrain	O	_
13	,	,	O	_
14	les	le	O	_
15	canalisations	canalisation	O	_
16	contaminées	contaminer	O	_
17	situées	situer	O	_
18	à	à	O	_
19	3/4	3/4	O	_
20	m	m	O	_
21	de	de	O	_
22	profondeur	profondeur	O	_
23	 	 	O	_
24	-	-	O	_
25	non	non	O	_
26	identifiées	identifier	O	_
27	initialement	initialement	O	_
28	-	-	O	_
29	ont	avoir	O	_
30	été	être	O	_
31	neutralisées	neutraliser	O	_
32	et	et	O	_
33	fixées	fixer	O	_
34	en	en	O	_
35	repérage	repérage	O	_
36	.	.	O	_


#* Il n'y a pas de suivi piézo, du fait de l'absence avérée de nappe (présence d'eaux météoriques lors d'épisodes pluvieux).
1	*	*	O	_
2	Il	il	O	_
3	n'	n'	O	_
4	y	y	O	_
5	a	avoir	O	_
6	pas	pas	O	_
7	de	de	O	_
8	suivi	suivi	O	_
9	piézo	piézo	O	_
10	,	,	O	_
11	du	de	O	_
12	fait	fait	O	_
13	de	de	O	_
14	l'	le	O	_
15	absence	absence	O	_
16	avérée	avérer	O	_
17	de	de	O	_
18	nappe	nappe	O	_
19	(	(	O	_
20	présence	présence	O	_
21	d'	de	O	_
22	eaux	eau	O	_
23	météoriques	météorique	O	_
24	lors	lors	O	_
25	d'	de	O	_
26	épisodes	épisode	O	_
27	pluvieux	pluvieux	O	_
28	)	)	O	_
29	.	.	O	_


#De plus, il n'y a pas d'usage des eaux en aval (Port de Marseille)
1	De	de	O	_
2	plus	plus	O	_
3	,	,	O	_
4	il	il	O	_
5	n'	n'	O	_
6	y	y	O	_
7	a	avoir	O	_
8	pas	pas	O	_
9	d'	d'	O	_
10	usage	usage	O	_
11	des	de	O	_
12	eaux	eau	O	_
13	en	en	O	_
14	aval	aval	O	_
15	(	(	O	_
16	Port	port	BI	_
17	de	de	II	_
18	Marseille	Marseille	EI	_
19	)	)	O	_


#* En 2011, la construction d'un immeuble de 5 000m² a débuté, des opérations de dépollution ont été effectuées au début des travaux.
1	*	*	O	_
2	En	en	O	_
3	2011	2011	O	_
4	,	,	O	_
5	la	le	O	_
6	construction	construction	O	_
7	d'	de	O	_
8	un	un	O	_
9	immeuble	immeuble	O	_
10	de	de	O	_
11	5	5	O	_
12	000	000	O	_
13	m²	m²	O	_
14	a	avoir	O	_
15	débuté	débuter	O	_
16	,	,	O	_
17	des	un	O	_
18	opérations	opération	O	_
19	de	de	O	_
20	dépollution	dépollution	O	_
21	ont	avoir	O	_
22	été	être	O	_
23	effectuées	effectuer	O	_
24	au	au	O	_
25	début	début	O	_
26	des	de	O	_
27	travaux	travail	O	_
28	.	.	O	_


#* Ce site en nécéssite plus d'actions de la part de l'administration et va basculer vers BASIAS
1	*	*	O	_
2	Ce	ce	O	_
3	site	site	O	_
4	en	en	O	_
5	nécéssite	nécéssite	O	_
6	plus	plus	O	_
7	d'	de	O	_
8	actions	action	O	_
9	de	de	O	_
10	la	le	O	_
11	part	part	O	_
12	de	de	O	_
13	l'	le	O	_
14	administration	administration	O	_
15	et	et	O	_
16	va	aller	O	_
17	basculer	basculer	O	_
18	vers	vers	O	_
19	BASIAS	BASIAS	BI	_


#13.0058
#S.
1	S.	S.	O	_


#.R.
1	.R.	.r.	O	_


#.U (Sté de Récupération et de Régenération des Huiles Usagées) Marseille (10ème)
1	.U	.u	O	_
2	(	(	O	_
3	Sté	sté	II	_
4	de	de	II	_
5	Récupération	récupération	II	_
6	et	et	O	_
7	de	de	O	_
8	Régenération	régenération	O	_
9	des	de	O	_
10	Huiles	huile	O	_
11	Usagées	usager	O	_
12	)	)	O	_
13	Marseille	Marseille	O	_
14	(	(	O	_
15	10ème	10ème	O	_
16	)	)	O	_


#* Ce site en activité est implanté dans la Zone d'activité de la Capelette à Marseille à proximité d'habitations et de l'Huveaune, depuis 1950 sur une superficie de 1 000 m2.
1	*	*	O	_
2	Ce	ce	O	_
3	site	site	O	_
4	en	en	O	_
5	activité	activité	O	_
6	est	être	O	_
7	implanté	implanter	O	_
8	dans	dans	O	_
9	la	le	O	_
10	Zone	zone	O	_
11	d'	de	O	_
12	activité	activité	O	_
13	de	de	O	_
14	la	le	O	_
15	Capelette	Capelette	O	_
16	à	à	O	_
17	Marseille	Marseille	O	_
18	à	à	O	_
19	proximité	proximité	O	_
20	d'	de	O	_
21	habitations	habitation	O	_
22	et	et	O	_
23	de	de	O	_
24	l'	le	O	_
25	Huveaune	Huveaune	O	_
26	,	,	O	_
27	depuis	depuis	O	_
28	1950	1950	O	_
29	sur	sur	O	_
30	une	un	O	_
31	superficie	superficie	O	_
32	de	de	O	_
33	1	1	O	_
34	000	000	O	_
35	m2	m2	O	_
36	.	.	O	_


#* Créée en 1940 pour collecter les huiles usagées, la Société de Ramassage pour la Régénération des Huiles Usagées (SRRHU) a étendu son activité en 1994 à la collecte d'autres déchets industriels, en particulier les déchets de garage (filtres à huiles et à gazole usagés, batterie, liquide de refroidissement usagés).
1	*	*	O	_
2	Créée	créer	O	_
3	en	en	O	_
4	1940	1940	O	_
5	pour	pour	O	_
6	collecter	collecter	O	_
7	les	le	BU	_
8	huiles	huile	EU	_
9	usagées	usager	EU	_
10	,	,	O	_
11	la	le	BI	_
12	Société	société	II	_
13	de	de	II	_
14	Ramassage	ramassage	II	_
15	pour	pour	II	_
16	la	le	II	_
17	Régénération	régénération	II	_
18	des	de	II	_
19	Huiles	huile	EI	_
20	Usagées	usager	EI	_
21	(	(	O	_
22	SRRHU	SRRHU	O	_
23	)	)	O	_
24	a	avoir	O	_
25	étendu	étendre	O	_
26	son	son	O	_
27	activité	activité	O	_
28	en	en	O	_
29	1994	1994	O	_
30	à	à	O	_
31	la	le	O	_
32	collecte	collecte	O	_
33	d'	de	O	_
34	autres	autre	O	_
35	déchets	déchet	O	_
36	industriels	industriel	O	_
37	,	,	O	_
38	en	en	O	_
39	particulier	particulier	O	_
40	les	le	BU	_
41	déchets	déchet	IU	_
42	de	de	IU	_
43	garage	garage	EU	_
44	(	(	O	_
45	filtres	filtre	O	_
46	à	à	O	_
47	huiles	huile	O	_
48	et	et	O	_
49	à	à	O	_
50	gazole	gazole	BU	_
51	usagés	usager	EU	_
52	,	,	O	_
53	batterie	batterie	O	_
54	,	,	O	_
55	liquide	liquide	O	_
56	de	de	O	_
57	refroidissement	refroidissement	BU	_
58	usagés	usager	EU	_
59	)	)	O	_
60	.	.	O	_


#L'activité consiste donc dans le stockage en transit des huiles usagées provenant du ramassage spécifique (collecte agréée) avant envoi vers les filières de régénération ou valorisation thermique en cimenterie.
1	L'	le	O	_
2	activité	activité	O	_
3	consiste	consiste	O	_
4	donc	donc	O	_
5	dans	dans	O	_
6	le	le	O	_
7	stockage	stockage	O	_
8	en	en	O	_
9	transit	transit	O	_
10	des	de	O	_
11	huiles	huile	BU	_
12	usagées	usager	EU	_
13	provenant	provenir	O	_
14	du	de	O	_
15	ramassage	ramassage	O	_
16	spécifique	spécifique	O	_
17	(	(	O	_
18	collecte	collecte	O	_
19	agréée	agréer	O	_
20	)	)	O	_
21	avant	avant	O	_
22	envoi	envoi	O	_
23	vers	vers	O	_
24	les	le	O	_
25	filières	filière	O	_
26	de	de	O	_
27	régénération	régénération	O	_
28	ou	ou	O	_
29	valorisation	valorisation	O	_
30	thermique	thermique	O	_
31	en	en	O	_
32	cimenterie	cimenterie	O	_
33	.	.	O	_


#* Devenue le 4 Avril 2004 SEVIA-SRRHU puis SEVIA le 23 Mai 2006, la société est une filiale d'ONYX division propreté de VEOLIA ENVIRONNEMENT.
1	*	*	O	_
2	Devenue	devenir	O	_
3	le	le	O	_
4	4	4	O	_
5	Avril	avril	O	_
6	2004	2004	O	_
7	SEVIA	SEVIA	EI	_
8	-	-	EI	_
9	SRRHU	SRRHU	EI	_
10	puis	puis	O	_
11	SEVIA	SEVIA	EI	_
12	le	le	O	_
13	23	23	O	_
14	Mai	mai	O	_
15	2006	2006	O	_
16	,	,	O	_
17	la	le	O	_
18	société	société	O	_
19	est	être	O	_
20	une	un	O	_
21	filiale	filiale	O	_
22	d'	de	BI	_
23	ONYX	ONYX	BI	_
24	division	division	II	_
25	propreté	propreté	II	_
26	de	de	II	_
27	VEOLIA	VEOLIA	EI	_
28	ENVIRONNEMENT	ENVIRONNEMENT	EI	_
29	.	.	O	_


#* La capacité de stockage est de 300 m3 environ.
1	*	*	O	_
2	La	le	O	_
3	capacité	capacité	O	_
4	de	de	O	_
5	stockage	stockage	O	_
6	est	être	O	_
7	de	de	O	_
8	300	300	O	_
9	m3	m3	O	_
10	environ	environ	O	_
11	.	.	O	_


#* L'activité est autorisée par AP du 06/05/1987 et 24/10/1989.
1	*	*	O	_
2	L'	le	O	_
3	activité	activité	O	_
4	est	être	O	_
5	autorisée	autoriser	O	_
6	par	par	O	_
7	AP	ap	O	_
8	du	de	O	_
9	06/05/1987	06/05/1987	O	_
10	et	et	O	_
11	24/10/1989	24/10/1989	O	_
12	.	.	O	_


#* Le départ pour un autre site à Berre est programmé pour 2004.
1	*	*	O	_
2	Le	le	O	_
3	départ	départ	O	_
4	pour	pour	O	_
5	un	un	O	_
6	autre	autre	O	_
7	site	site	O	_
8	à	à	O	_
9	Berre	Berre	O	_
10	est	être	O	_
11	programmé	programmer	O	_
12	pour	pour	O	_
